energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-2.89644822,1.86769584,0.12916062,0.88776597,0.00108354,0.05036508,0.00613862,0.11294549,1.00703365,0.47880072
-2.89044522,1.82836298,0.12604162,0.86935914,0.00106438,0.04713171,0.00610436,0.10990331,0.99320953,0.46937590
-2.88444222,1.78972189,0.12281799,0.85171250,0.00104877,0.04401056,0.00606089,0.10693575,0.97822802,0.46025481
-2.87843922,1.75209091,0.11951971,0.83505748,0.00103682,0.04103453,0.00600801,0.10405376,0.96211369,0.45149530
-2.87243622,1.71588779,0.11618469,0.81968122,0.00102875,0.03823563,0.00594595,0.10127542,0.94493957,0.44317903
-2.86643322,1.68163599,0.11285832,0.80592905,0.00102488,0.03564461,0.00587539,0.09862602,0.92683096,0.43541375
-2.86043022,1.64996434,0.10959274,0.79420343,0.00102562,0.03329068,0.00579748,0.09613786,0.90796612,0.42833388
-2.85442721,1.62159967,0.10644561,0.78495914,0.00103156,0.03120112,0.00571377,0.09384962,0.88857373,0.42209914
-2.84842421,1.59735243,0.10347865,0.77869460,0.00104342,0.02940103,0.00562615,0.09180534,0.86892725,0.41689141
-2.84242121,1.57809565,0.10075587,0.77593930,0.00106209,0.02791303,0.00553678,0.09005314,0.84933649,0.41290983
-2.83641821,1.56473800,0.09834154,0.77723779,0.00108861,0.02675692,0.00544801,0.08864352,0.83013697,0.41036446
-2.83041521,1.55819187,0.09629809,0.78313070,0.00112420,0.02594944,0.00536229,0.08762752,0.81167743,0.40946873
-2.82441221,1.55933800,0.09468395,0.79413331,0.00117024,0.02550384,0.00528202,0.08705468,0.79430648,0.41043109
-2.81840920,1.56898804,0.09355131,0.81071267,0.00122828,0.02542964,0.00520955,0.08697087,0.77835886,0.41344631
-2.81240620,1.58784677,0.09294422,0.83326417,0.00130001,0.02573221,0.00514701,0.08741621,0.76414219,0.41868680
-2.80640320,1.61647592,0.09289668,0.86208855,0.00138726,0.02641245,0.00509631,0.08842303,0.75192482,0.42629439
-2.80040020,1.65526103,0.09343113,0.89737058,0.00149201,0.02746644,0.00505905,0.09001404,0.74192542,0.43637311
-2.79439720,1.70438338,0.09455730,0.93916031,0.00161634,0.02888511,0.00503654,0.09220080,0.73430478,0.44898312
-2.78839420,1.76379813,0.09627142,0.98735814,0.00176241,0.03065406,0.00502977,0.09498251,0.72916017,0.46413630
-2.78239120,1.83322016,0.09855586,1.04170441,0.00193247,0.03275331,0.00503942,0.09834527,0.72652248,0.48179359
-2.77638819,1.91211828,0.10137929,1.10177442,0.00212881,0.03515732,0.00506595,0.10226173,0.72635612,0.50186424
-2.77038519,1.99971856,0.10469727,1.16697933,0.00235370,0.03783504,0.00510960,0.10669133,0.72856165,0.52420704
-2.76438219,2.09501663,0.10845325,1.23657320,0.00260936,0.04075018,0.00517048,0.11158093,0.73298087,0.54863342
-2.75837919,2.19679888,0.11258003,1.30966635,0.00289791,0.04386161,0.00524866,0.11686596,0.73940400,0.57491225
-2.75237619,2.30367165,0.11700152,1.38524444,0.00322131,0.04712400,0.00534421,0.12247203,0.74757845,0.60277610
-2.74637319,2.41409734,0.12163481,1.46219300,0.00358122,0.05048860,0.00545731,0.12831678,0.75721880,0.63192857
-2.74037019,2.52643589,0.12639247,1.53932630,0.00397900,0.05390418,0.00558829,0.13431219,0.76801729,0.66205244
-2.73436718,2.63898996,0.13118483,1.61541958,0.00441553,0.05731818,0.00573767,0.14036689,0.77965440,0.69281806
-2.72836418,2.75005174,0.13592245,1.68924332,0.00489119,0.06067790,0.00590619,0.14638867,0.79180895,0.72389161
-2.72236118,2.85794944,0.14051838,1.75959799,0.00540566,0.06393181,0.00609482,0.15228692,0.80416728,0.75494288
-2.71635818,2.96109130,0.14489031,1.82534797,0.00595790,0.06703086,0.00630476,0.15797493,0.81643114,0.78565210
-2.71035518,3.05800541,0.14896245,1.88545301,0.00654597,0.06992971,0.00653735,0.16337194,0.82832401,0.81571559
-2.70435218,3.14737346,0.15266709,1.93899592,0.00716702,0.07258794,0.00679403,0.16840492,0.83959571,0.84484996
-2.69834917,3.22805733,0.15594583,1.98520536,0.00781717,0.07497106,0.00707626,0.17300989,0.85002517,0.87279482
-2.69234617,3.29911745,0.15875038,2.02347277,0.00849148,0.07705131,0.00738537,0.17713291,0.85942147,0.89931394
-2.68634317,3.35982262,0.16104297,2.05336275,0.00918394,0.07880824,0.00772250,0.18073054,0.86762326,0.92419498
-2.68034017,3.40965123,0.16279636,2.07461686,0.00988749,0.08022899,0.00808839,0.18376989,0.87449684,0.94724801
-2.67433717,3.44828458,0.16399352,2.08715066,0.01059408,0.08130835,0.00848332,0.18622835,0.87993318,0.96830314
-2.66833417,3.47559311,0.16462696,2.09104467,0.01129480,0.08204842,0.00890693,0.18809281,0.88384415,0.98720761
-2.66233117,3.49161707,0.16469787,2.08652991,0.01197998,0.08245815,0.00935813,0.18935880,0.88615855,1.00382272
-2.65632816,3.49654305,0.16421502,2.07396901,0.01263946,0.08255248,0.00983500,0.19002928,0.88681805,1.01802102
-2.65032516,3.49067831,0.16319364,2.05383428,0.01326275,0.08235143,0.01033470,0.19011346,0.88577363,1.02968422
-2.64432216,3.47442464,0.16165424,2.02668387,0.01383935,0.08187902,0.01085345,0.18962555,0.88298263,1.03870199
-2.63831916,3.44825340,0.15962151,1.99313748,0.01435899,0.08116204,0.01138649,0.18858359,0.87840685,1.04497205
-2.63231616,3.41268338,0.15712334,1.95385289,0.01481201,0.08022892,0.01192817,0.18700852,0.87201161,1.04840153
-2.62631316,3.36826240,0.15418999,1.90950443,0.01518956,0.07910863,0.01247201,0.18492332,0.86376605,1.04890974
-2.62031016,3.31555376,0.15085342,1.86076427,0.01548398,0.07782962,0.01301078,0.18235252,0.85364454,1.04643219
-2.61430715,3.25512768,0.14714693,1.80828724,0.01568902,0.07641905,0.01353673,0.17932189,0.84162904,1.04092550
-2.60830415,3.18755766,0.14310485,1.75269956,0.01580009,0.07490215,0.01404175,0.17585839,0.82771236,1.03237314
-2.60230115,3.11342151,0.13876247,1.69459151,0.01581443,0.07330176,0.01451763,0.17199038,0.81190184,1.02079125
-2.59629815,3.03330599,0.13415611,1.63451381,0.01573123,0.07163823,0.01495630,0.16774789,0.79422327,1.00623443
-2.59029515,2.94781413,0.12932322,1.57297743,0.01555167,0.06992940,0.01535012,0.16316311,0.77472477,0.98880062
-2.58429215,2.85757390,0.12430251,1.51045600,0.01527896,0.06819090,0.01569217,0.15827087,0.75348011,0.96863508
-2.57828914,2.76324696,0.11913410,1.44739029,0.01491818,0.06643653,0.01597651,0.15310906,0.73059129,0.94593259
-2.57228614,2.66553628,0.11385949,1.38419373,0.01447621,0.06467878,0.01619849,0.14771899,0.70619012,0.92093800
-2.56628314,2.56519131,0.10852151,1.32125838,0.01396147,0.06292947,0.01635492,0.14214567,0.68043855,0.89394462
-2.56028014,2.46301009,0.10316406,1.25896049,0.01338367,0.06120035,0.01644432,0.13643778,0.65352766,0.86529049
-2.55427714,2.35983749,0.09783172,1.19766505,0.01275356,0.05950365,0.01646701,0.13064747,0.62567529,0.83535268
-2.54827414,2.25655937,0.09256916,1.13772895,0.01208254,0.05785263,0.01642529,0.12483004,0.59712231,0.80453957
-2.54227114,2.15409270,0.08742043,1.07950240,0.01138240,0.05626193,0.01632337,0.11904322,0.56812780,0.77328172
-2.53626813,2.05337208,0.08242817,1.02332856,0.01066495,0.05474779,0.01616739,0.11334640,0.53896317,0.74202139
-2.53026513,1.95533321,0.07763267,0.96954135,0.00994172,0.05332810,0.01596528,0.10779963,0.50990561,0.71120150
-2.52426213,1.86089416,0.07307095,0.91846192,0.00922369,0.05202227,0.01572661,0.10246253,0.48123118,0.68125425
-2.51825913,1.77093557,0.06877584,0.87039382,0.00852104,0.05085090,0.01546233,0.09739309,0.45320779,0.65259007
-2.51225613,1.68628072,0.06477520,0.82561753,0.00784295,0.04983533,0.01518447,0.09264650,0.42608842,0.62558730
-2.50625313,1.60767652,0.06109116,0.78438480,0.00719745,0.04899699,0.01490583,0.08827399,0.40010487,0.60058303
-2.50025013,1.53577648,0.05773962,0.74691316,0.00659134,0.04835671,0.01463955,0.08432173,0.37546235,0.57786549
-2.49424712,1.47112641,0.05472988,0.71338117,0.00603011,0.04793388,0.01439877,0.08082987,0.35233503,0.55766813
-2.48824412,1.41415344,0.05206454,0.68392471,0.00551798,0.04774567,0.01419614,0.07783174,0.33086270,0.54016559
-2.48224112,1.36515889,0.04973960,0.65863461,0.00505790,0.04780618,0.01404349,0.07535316,0.31114875,0.52547172
-2.47623812,1.32431501,0.04774479,0.63755571,0.00465167,0.04812568,0.01395136,0.07341202,0.29325925,0.51363930
-2.47023512,1.29166560,0.04606407,0.62068752,0.00429999,0.04870993,0.01392868,0.07201796,0.27722333,0.50466168
-2.46423212,1.26713033,0.04467641,0.60798628,0.00400265,0.04955960,0.01398244,0.07117229,0.26303458,0.49847578
-2.45822911,1.25051221,0.04355658,0.59936832,0.00375860,0.05066986,0.01411739,0.07086807,0.25065341,0.49496649
-2.45222611,1.24150764,0.04267617,0.59471445,0.00356612,0.05203012,0.01433589,0.07109035,0.24001019,0.49397197
-2.44622311,1.23971860,0.04200459,0.59387511,0.00342296,0.05362391,0.01463772,0.07181660,0.23100897,0.49528970
-2.44022011,1.24466609,0.04151012,0.59667580,0.00332648,0.05542903,0.01502003,0.07301722,0.22353162,0.49868288
-2.43421711,1.25580438,0.04116092,0.60292265,0.00327371,0.05741777,0.01547738,0.07465621,0.21744215,0.50388710
-2.42821411,1.27253526,0.04092601,0.61240765,0.00326156,0.05955739,0.01600184,0.07669198,0.21259110,0.51061691
-2.42221111,1.29422210,0.04077605,0.62491331,0.00328682,0.06181075,0.01658314,0.07907822,0.20881987,0.51857224
-2.41620810,1.32020302,0.04068415,0.64021654,0.00334630,0.06413707,0.01720897,0.08176485,0.20596482,0.52744453
-2.41020510,1.34980312,0.04062636,0.65809159,0.00343689,0.06649282,0.01786528,0.08469913,0.20386106,0.53692256
-2.40420210,1.38234554,0.04058211,0.67831200,0.00355561,0.06883273,0.01853666,0.08782669,0.20234597,0.54669789
-2.39819910,1.41716120,0.04053448,0.70065152,0.00369964,0.07111090,0.01920680,0.09109275,0.20126229,0.55646994
-2.39219610,1.45359746,0.04047022,0.72488420,0.00386641,0.07328192,0.01985896,0.09444323,0.20046086,0.56595078
-2.38619310,1.49102548,0.04037975,0.75078365,0.00405360,0.07530203,0.02047645,0.09782596,0.19980297,0.57486960
-2.38019010,1.52884670,0.04025693,0.77812178,0.00425917,0.07713025,0.02104315,0.10119171,0.19916236,0.58297691
-2.37418709,1.56649825,0.04009876,0.80666714,0.00448138,0.07872947,0.02154398,0.10449532,0.19842685,0.59004836
-2.36818409,1.60345766,0.03990499,0.83618326,0.00471882,0.08006748,0.02196534,0.10769649,0.19749967,0.59588837
-2.36218109,1.63924668,0.03967765,0.86642701,0.00497038,0.08111780,0.02229558,0.11076064,0.19630042,0.60033317
-2.35617809,1.67343443,0.03942057,0.89714735,0.00523524,0.08186041,0.02252525,0.11365938,0.19476575,0.60325346
-2.35017509,1.70563972,0.03913889,0.92808458,0.00551287,0.08228229,0.02264746,0.11637084,0.19284960,0.60455646
-2.34417209,1.73553260,0.03883851,0.95897024,0.00580299,0.08237773,0.02265799,0.11887977,0.19052327,0.60418710
-2.33816908,1.76283494,0.03852569,0.98952777,0.00610548,0.08214842,0.02255543,0.12117726,0.18777493,0.60212848
-2.33216608,1.78732007,0.03820659,1.01947394,0.00642034,0.08160333,0.02234111,0.12326034,0.18460894,0.59840128
-2.32616308,1.80881147,0.03788694,1.04852109,0.00674758,0.08075830,0.02201902,0.12513115,0.18104464,0.59306212
-2.32016008,1.82718025,0.03757171,1.07638008,0.00708714,0.07963545,0.02159563,0.12679606,0.17711492,0.58620092
-2.31415708,1.84234184,0.03726492,1.10276396,0.00743875,0.07826236,0.02107953,0.12826446,0.17286432,0.57793710
-2.30815408,1.85425167,0.03696947,1.12739218,0.00780184,0.07667113,0.02048115,0.12954751,0.16834692,0.56841490
-2.30215108,1.86290030,0.03668712,1.14999538,0.00817541,0.07489719,0.01981232,0.13065682,0.16362399,0.55779785
-2.29614807,1.86830807,0.03641842,1.17032040,0.00855792,0.07297817,0.01908582,0.13160315,0.15876140,0.54626264
-2.29014507,1.87051977,0.03616285,1.18813572,0.00894724,0.07095264,0.01831494,0.13239520,0.15382705,0.53399261
-2.28414207,1.86959964,0.03591892,1.20323693,0.00934050,0.06885891,0.01751301,0.13303863,0.14888828,0.52117122
-2.27813907,1.86562717,0.03568434,1.21545236,0.00973412,0.06673386,0.01669301,0.13353530,0.14400949,0.50797575
-2.27213607,1.85869394,0.03545631,1.22464863,0.01012380,0.06461200,0.01586712,0.13388283,0.13924994,0.49457156
-2.26613307,1.84890213,0.03523176,1.23073614,0.01050452,0.06252461,0.01504648,0.13407453,0.13466199,0.48110720
-2.26013007,1.83636469,0.03500765,1.23367432,0.01087066,0.06049913,0.01424086,0.13409969,0.13028970,0.46771072
-2.25412706,1.82120752,0.03478133,1.23347663,0.01121611,0.05855877,0.01345854,0.13394428,0.12616804,0.45448718
-2.24812406,1.80357358,0.03455088,1.23021512,0.01153440,0.05672241,0.01270615,0.13359197,0.12232254,0.44151769
-2.24212106,1.78362887,0.03431541,1.22402450,0.01181894,0.05500472,0.01198871,0.13302549,0.11876959,0.42885991
-2.23611806,1.76156996,0.03407546,1.21510540,0.01206319,0.05341649,0.01130962,0.13222818,0.11551722,0.41654998
-2.23011506,1.73763261,0.03383326,1.20372688,0.01226094,0.05196519,0.01067085,0.13118576,0.11256637,0.40460584
-2.22411206,1.71210092,0.03359305,1.19022771,0.01240650,0.05065572,0.01007302,0.12988808,0.10991257,0.39303160
-2.21810905,1.68531628,0.03336125,1.17501632,0.01249499,0.04949121,0.00951571,0.12833083,0.10754787,0.38182278
-2.21210605,1.65768533,0.03314668,1.15856921,0.01252247,0.04847388,0.00899763,0.12651717,0.10546300,0.37097211
-2.20610305,1.62968613,0.03296061,1.14142735,0.01248621,0.04760598,0.00851687,0.12445895,0.10364946,0.36047545
-2.20010005,1.60187168,0.03281677,1.12419066,0.01238475,0.04689052,0.00807119,0.12217770,0.10210159,0.35033753
-2.19409705,1.57487014,0.03273121,1.10751002,0.01221806,0.04633196,0.00765822,0.11970511,0.10081828,0.34057713
-2.18809405,1.54938096,0.03272211,1.09207691,0.01198752,0.04593671,0.00727566,0.11708306,0.09980443,0.33123138
-2.18209105,1.52616667,0.03280940,1.07861052,0.01169597,0.04571336,0.00692144,0.11436309,0.09907182,0.32235885
-2.17608804,1.50603986,0.03301430,1.06784233,0.01134757,0.04567270,0.00659389,0.11160544,0.09863948,0.31404131
-2.17008504,1.48984552,0.03335874,1.06049843,0.01094772,0.04582745,0.00629176,0.10887748,0.09853349,0.30638399
-2.16408204,1.47843892,0.03386465,1.05727963,0.01050291,0.04619171,0.00601428,0.10625175,0.09878617,0.29951416
-2.15807904,1.47265953,0.03455314,1.05884014,0.01002044,0.04678022,0.00576115,0.10380363,0.09943464,0.29357831
-2.15207604,1.47330192,0.03544369,1.06576505,0.00950828,0.04760732,0.00553252,0.10160874,0.10051899,0.28873788
-2.14607304,1.48108455,0.03655319,1.07854748,0.00897476,0.04868581,0.00532884,0.09974011,0.10208002,0.28516372
-2.14007004,1.49661787,0.03789506,1.09756635,0.00842834,0.05002570,0.00515085,0.09826540,0.10415664,0.28302976
-2.13406703,1.52037312,0.03947836,1.12306543,0.00787740,0.05163292,0.00499938,0.09724410,0.10678327,0.28250593
-2.12806403,1.55265335,0.04130697,1.15513499,0.00732994,0.05350808,0.00487530,0.09672503,0.10998722,0.28375097
-2.12206103,1.59356844,0.04337897,1.19369678,0.00679346,0.05564540,0.00477933,0.09674415,0.11378635,0.28690536
-2.11605803,1.64301545,0.04568608,1.23849362,0.00627476,0.05803181,0.00471201,0.09732278,0.11818706,0.29208479
-2.11005503,1.70066593,0.04821344,1.28908427,0.00577984,0.06064634,0.00467357,0.09846639,0.12318290,0.29937459
-2.10405203,1.76596125,0.05093948,1.34484447,0.00531379,0.06345986,0.00466388,0.10016406,0.12875385,0.30882550
-2.09804902,1.83811701,0.05383625,1.40497462,0.00488081,0.06643522,0.00468240,0.10238847,0.13486638,0.32045090
-2.09204602,1.91613690,0.05686990,1.46851447,0.00448417,0.06952778,0.00472824,0.10509675,0.14147437,0.33422591
-2.08604302,1.99883625,0.06000151,1.53436474,0.00412630,0.07268636,0.00480014,0.10823181,0.14852091,0.35008837
-2.08004002,2.08487488,0.06318821,1.60131526,0.00380885,0.07585457,0.00489654,0.11172450,0.15594093,0.36794182
-2.07403702,2.17279835,0.06638456,1.66807911,0.00353281,0.07897252,0.00501569,0.11549615,0.16366462,0.38766035
-2.06803402,2.26108629,0.06954408,1.73333151,0.00329864,0.08197878,0.00515577,0.11946172,0.17162146,0.40909515
-2.06203102,2.34820612,0.07262107,1.79575221,0.00310644,0.08481259,0.00531499,0.12353320,0.17974473,0.43208257
-2.05602801,2.43266993,0.07557237,1.85406984,0.00295604,0.08741618,0.00549172,0.12762325,0.18797629,0.45645327
-2.05002501,2.51309216,0.07835926,1.90710624,0.00284720,0.08973700,0.00568467,0.13164885,0.19627137,0.48204197
-2.04402201,2.58824543,0.08094921,1.95381909,0.00277973,0.09173001,0.00589298,0.13553488,0.20460310,0.50869742
-2.03801901,2.65711201,0.08331752,1.99334072,0.00275357,0.09335960,0.00611632,0.13921738,0.21296657,0.53629195
-2.03201601,2.71892838,0.08544872,2.02501153,0.00276892,0.09460127,0.00635501,0.14264639,0.22138215,0.56473009
-2.02601301,2.77322050,0.08733767,2.04840624,0.00282628,0.09544293,0.00661006,0.14578819,0.22989781,0.59395567
-2.02001001,2.81982805,0.08899029,2.06335176,0.00292647,0.09588566,0.00688317,0.14862694,0.23859027,0.62395701
-2.01400700,2.85891614,0.09042386,2.06993574,0.00307067,0.09594399,0.00717673,0.15116544,0.24756479,0.65476963
-2.00800400,2.89097365,0.09166691,2.06850533,0.00326032,0.09564568,0.00749377,0.15342512,0.25695361,0.68647635
-2.00200100,2.91679794,0.09275863,2.05965601,0.00349708,0.09503087,0.00783784,0.15544523,0.26691285,0.71920444
-1.99599800,2.93746640,0.09374787,2.04421107,0.00378277,0.09415084,0.00821287,0.15728110,0.27761802,0.75311983
-1.98999500,2.95429586,0.09469165,2.02319247,0.00411918,0.09306623,0.00862301,0.15900179,0.28925825,0.78841852
-1.98399200,2.96879149,0.09565338,1.99778437,0.00450799,0.09184496,0.00907245,0.16068694,0.30202922,0.82531544
-1.97798899,2.98258724,0.09670073,1.96929095,0.00495058,0.09055978,0.00956513,0.16242317,0.31612538,0.86403115
-1.97198599,2.99738049,0.09790327,1.93909026,0.00544787,0.08928576,0.01010460,0.16430007,0.33173128,0.90477701
-1.96598299,3.01486339,0.09932996,1.90858598,0.00600020,0.08809760,0.01069371,0.16640591,0.34901278,0.94773941
-1.95997999,3.03665413,0.10104659,1.87915920,0.00660712,0.08706704,0.01133441,0.16882342,0.36810812,0.99306390
-1.95397699,3.06423064,0.10311322,1.85212186,0.00726731,0.08626042,0.01202754,0.17162559,0.38911953,1.04083996
-1.94797399,3.09886972,0.10558183,1.82867384,0.00797842,0.08573643,0.01277266,0.17487188,0.41210545,1.09108728
-1.94197099,3.14159372,0.10849409,1.80986495,0.00873701,0.08554419,0.01356786,0.17860482,0.43707398,1.14374426
-1.93596798,3.19312717,0.11187947,1.79656311,0.00953850,0.08572179,0.01440972,0.18284734,0.46397767,1.19865947
-1.92996498,3.25386455,0.11575372,1.78942968,0.01037714,0.08629513,0.01529321,0.18760073,0.49271004,1.25558666
-1.92396198,3.32385061,0.12011777,1.78890226,0.01124600,0.08727732,0.01621172,0.19284348,0.52310402,1.31418363
-1.91795898,3.40277343,0.12495709,1.79518544,0.01213711,0.08866846,0.01715716,0.19853101,0.55493240,1.37401536
-1.91195598,3.48997055,0.13024153,1.80824916,0.01304147,0.09045594,0.01812004,0.20459630,0.58791043,1.43456130
-1.90595298,3.58444731,0.13592573,1.82783447,0.01394928,0.09261509,0.01908969,0.21095133,0.62170047,1.49522662
-1.89994997,3.68490662,0.14194994,1.85346596,0.01485001,0.09511025,0.02005452,0.21748944,0.65591862,1.55535721
-1.89394697,3.78978867,0.14824139,1.88447025,0.01573269,0.09789614,0.02100229,0.22408834,0.69014319,1.61425765
-1.88794397,3.89731887,0.15471604,1.91999951,0.01658610,0.10091950,0.02192045,0.23061384,0.72392463,1.67121148
-1.88194097,4.00556211,0.16128079,1.95905905,0.01739900,0.10412093,0.02279652,0.23692394,0.75679665,1.72550293
-1.87593797,4.11248110,0.16783592,2.00053809,0.01816042,0.10743681,0.02361842,0.24287333,0.78828820,1.77643914
-1.86993497,4.21599684,0.17427777,2.04324256,0.01885985,0.11080135,0.02437492,0.24831799,0.81793568,1.82337180
-1.86393197,4.31404892,0.18050164,2.08592910,0.01948758,0.11414855,0.02505590,0.25311981,0.84529528,1.86571738
-1.85792896,4.40465373,0.18640463,2.12733925,0.02003486,0.11741411,0.02565274,0.25715095,0.86995460,1.90297486
-1.85192596,4.48595879,0.19188845,2.16623309,0.02049412,0.12053730,0.02615860,0.26029790,0.89154346,1.93474041
-1.84592296,4.55629153,0.19686213,2.20142155,0.02085919,0.12346249,0.02656857,0.26246506,0.90974335,1.96071815
-1.83991996,4.61420141,0.20124440,2.23179660,0.02112542,0.12614067,0.02687991,0.26357760,0.92429526,1.98072689
-1.83391696,4.65849421,0.20496579,2.25635894,0.02128981,0.12853061,0.02709204,0.26358377,0.93500564,1.99470226
-1.82791396,4.68825812,0.20797033,2.27424255,0.02135104,0.13059980,0.02720659,0.26245631,0.94175030,2.00269473
-1.82191096,4.70288113,0.21021681,2.28473561,0.02130953,0.13232518,0.02722728,0.26019318,0.94447619,2.00486334
-1.81590795,4.70205998,0.21167955,2.28729759,0.02116737,0.13369361,0.02715976,0.25681743,0.94320113,2.00146596
-1.80990495,4.68580077,0.21234867,2.28157217,0.02092831,0.13470204,0.02701139,0.25237644,0.93801150,1.99284656
-1.80390195,4.65441213,0.21222997,2.26739571,0.02059759,0.13535756,0.02679098,0.24694037,0.92905815,1.97942033
-1.79789895,4.60849157,0.21134427,2.24480138,0.02018180,0.13567711,0.02650839,0.24060016,0.91655081,1.96165751
-1.79189595,4.54890602,0.20972642,2.21401866,0.01968873,0.13568717,0.02617429,0.23346499,0.90075114,1.94006687
-1.78589295,4.47676772,0.20742399,2.17546859,0.01912714,0.13542312,0.02579974,0.22565944,0.88196499,1.91517978
-1.77988994,4.39340660,0.20449568,2.12975466,0.01850653,0.13492857,0.02539586,0.21732042,0.86053403,1.88753553
-1.77388694,4.30034013,0.20100959,2.07764990,0.01783692,0.13425452,0.02497358,0.20859404,0.83682722,1.85766881
-1.76788394,4.19924190,0.19704140,2.02008029,0.01712860,0.13345848,0.02454333,0.19963246,0.81123236,1.82609968
-1.76188094,4.09190975,0.19267251,1.95810513,0.01639197,0.13260340,0.02411486,0.19059091,0.78414808,1.79332648
-1.75587794,3.98023424,0.18798831,1.89289476,0.01563723,0.13175658,0.02369708,0.18162486,0.75597646,1.75982175
-1.74987494,3.86616824,0.18307650,1.82570642,0.01487430,0.13098859,0.02329802,0.17288748,0.72711647,1.72603104
-1.74387194,3.75169791,0.17802565,1.75785859,0.01411262,0.13037194,0.02292479,0.16452740,0.69795835,1.69237435
-1.73786893,3.63881544,0.17292384,1.69070477,0.01336100,0.12997988,0.02258363,0.15668676,0.66887901,1.65924971
-1.73186593,3.52949363,0.16785762,1.62560712,0.01262760,0.12988503,0.02227996,0.14949952,0.64023831,1.62703815
-1.72586293,3.42566216,0.16291106,1.56391064,0.01191981,0.13015796,0.02201855,0.14309013,0.61237631,1.59610950
-1.71985993,3.32918547,0.15816502,1.50691844,0.01124426,0.13086578,0.02180359,0.13757230,0.58561122,1.56682813
-1.71385693,3.24184184,0.15369656,1.45586869,0.01060680,0.13207059,0.02163883,0.13304806,0.56023805,1.53955782
-1.70785393,3.16530347,0.14957839,1.41191342,0.01001253,0.13382804,0.02152767,0.12960689,0.53652754,1.51466518
-1.70185093,3.10111707,0.14587843,1.37609968,0.00946584,0.13618572,0.02147322,0.12732495,0.51472549,1.49252087
-1.69584792,3.05068485,0.14265931,1.34935319,0.00897042,0.13918171,0.02147834,0.12626430,0.49505201,1.47349826
-1.68984492,3.01524561,0.13997790,1.33246453,0.00852936,0.14284311,0.02154554,0.12647220,0.47770072,1.45796921
-1.68384192,2.99585581,0.13788475,1.32607794,0.00814513,0.14718467,0.02167696,0.12798037,0.46283779,1.44629705
-1.67783892,2.99337076,0.13642340,1.33068261,0.00781965,0.15220766,0.02187417,0.13080421,0.45060051,1.43882667
-1.67183592,3.00842606,0.13562972,1.34660637,0.00755430,0.15789877,0.02213800,0.13494210,0.44109565,1.43587235
-1.66583292,3.04141965,0.13553104,1.37401149,0.00734988,0.16422945,0.02246834,0.14037470,0.43439742,1.43770372
-1.65982991,3.09249496,0.13614529,1.41289247,0.00720667,0.17115544,0.02286385,0.14706436,0.43054520,1.44453061
-1.65382691,3.16152575,0.13748018,1.46307557,0.00712431,0.17861668,0.02332179,0.15495469,0.42954108,1.45648757
-1.64782391,3.24810336,0.13953230,1.52421986,0.00710183,0.18653763,0.02383778,0.16397035,0.43134748,1.47361898
-1.64182091,3.35152702,0.14228637,1.59581962,0.00713756,0.19482802,0.02440567,0.17401708,0.43588494,1.49586561
-1.63581791,3.47079817,0.14571466,1.67720804,0.00722910,0.20338401,0.02501737,0.18498210,0.44303034,1.52305347
-1.62981491,3.60461932,0.14977654,1.76756209,0.00737324,0.21208980,0.02566290,0.19673491,0.45261580,1.55488574
-1.62381191,3.75139832,0.15441838,1.86590876,0.00756596,0.22081969,0.02633044,0.20912849,0.46442839,1.59093841
-1.61780890,3.90925844,0.15957367,1.97113250,0.00780237,0.22944047,0.02700643,0.22200090,0.47821091,1.63066005
-1.61180590,4.07605497,0.16516358,2.08198441,0.00807676,0.23781416,0.02767589,0.23517742,0.49366394,1.67337604
-1.60580290,4.24939834,0.17109780,2.19709304,0.00838259,0.24580099,0.02832271,0.24847299,0.51044910,1.71829734
-1.59979990,4.42668407,0.17727585,2.31497735,0.00871256,0.25326262,0.02893005,0.26169514,0.52819378,1.76453363
-1.59379690,4.60512945,0.18358870,2.43406202,0.00905873,0.26006529,0.02948083,0.27464719,0.54649716,1.81111059
-1.58779390,4.78181645,0.18992076,2.55269525,0.00941261,0.26608310,0.02995823,0.28713166,0.56493755,1.85699072
-1.58179090,4.95374051,0.19615216,2.66916945,0.00976536,0.27120104,0.03034619,0.29895397,0.58308082,1.90109717
-1.57578789,5.11786428,0.20216131,2.78174466,0.01010793,0.27531783,0.03062995,0.30992607,0.60048971,1.94233964
-1.56978489,5.27117539,0.20782757,2.88867492,0.01043129,0.27834842,0.03079651,0.31987011,0.61673387,1.97964172
-1.56378189,5.41074682,0.21303404,2.98823711,0.01072668,0.28022606,0.03083506,0.32862201,0.63140003,2.01196849
-1.55777889,5.53379864,0.21767039,3.07876210,0.01098578,0.28090392,0.03073737,0.33603476,0.64410232,2.03835372
-1.55177589,5.63775935,0.22163548,3.15866741,0.01120097,0.28035609,0.03049803,0.34198136,0.65449200,2.05792544
-1.54577289,5.72032506,0.22483987,3.22649078,0.01136556,0.27857807,0.03011463,0.34635749,0.66226649,2.06992939
-1.53976988,5.77951488,0.22720803,3.28092357,0.01147393,0.27558666,0.02958786,0.34908355,0.66717723,2.07374928
-1.53376688,5.81372049,0.22868019,3.32084287,0.01152175,0.27141927,0.02892146,0.35010630,0.66903612,2.06892335
