energy_ev,total_up,Au_p_up,Au_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.32166083,3.02430556,0.62370266,2.23396738,0.35503806,0.00000000,0.05112188,0.06797201,0.53012380,0.00000000
-5.31565783,3.07359551,0.60968305,2.28892212,0.35338068,0.00000000,0.05281114,0.06641497,0.52507413,0.00000000
-5.30965483,3.11630421,0.59418915,2.33954243,0.35037768,0.00000000,0.05444788,0.06471767,0.51837284,0.00000000
-5.30365183,3.15217141,0.57742264,2.38539897,0.34602965,0.00000000,0.05602048,0.06288980,0.51016348,0.00000000
-5.29764882,3.18106324,0.55959957,2.42614741,0.34037386,0.00000000,0.05751562,0.06094455,0.50061663,0.00000000
-5.29164582,3.20296993,0.54094379,2.46153311,0.33348119,0.00000000,0.05891840,0.05889798,0.48992471,0.00000000
-5.28564282,3.21800196,0.52168091,2.49139472,0.32545241,0.00000000,0.06021263,0.05676837,0.47829661,0.00000000
-5.27963982,3.22638448,0.50203302,2.51566645,0.31641363,0.00000000,0.06138116,0.05457561,0.46595194,0.00000000
-5.27363682,3.22845002,0.48221427,2.53437856,0.30651134,0.00000000,0.06240637,0.05234072,0.45311531,0.00000000
-5.26763382,3.22462922,0.46242730,2.54765593,0.29590714,0.00000000,0.06327071,0.05008537,0.44001071,0.00000000
-5.26163082,3.21543961,0.44286067,2.55571423,0.28477230,0.00000000,0.06395725,0.04783152,0.42685610,0.00000000
-5.25562781,3.20147239,0.42368700,2.55885368,0.27328246,0.00000000,0.06445037,0.04560114,0.41385840,0.00000000
-5.24962481,3.18337730,0.40506204,2.55745020,0.26161256,0.00000000,0.06473636,0.04341593,0.40120903,0.00000000
-5.24362181,3.16184566,0.38712437,2.55194401,0.24993213,0.00000000,0.06480401,0.04129724,0.38908003,0.00000000
-5.23761881,3.13759205,0.36999571,2.54282593,0.23840127,0.00000000,0.06464515,0.03926588,0.37762094,0.00000000
-5.23161581,3.11133503,0.35378173,2.53062172,0.22716715,0.00000000,0.06425513,0.03734210,0.36695644,0.00000000
-5.22561281,3.08377733,0.33857319,2.51587493,0.21636133,0.00000000,0.06363312,0.03554553,0.35718492,0.00000000
-5.21960980,3.05558646,0.32444734,2.49912900,0.20609786,0.00000000,0.06278239,0.03389514,0.34837778,0.00000000
-5.21360680,3.02737617,0.31146941,2.48090926,0.19647215,0.00000000,0.06171034,0.03240918,0.34057968,0.00000000
-5.20760380,2.99968977,0.29969415,2.46170568,0.18756056,0.00000000,0.06042852,0.03110516,0.33380959,0.00000000
-5.20160080,2.97298603,0.28916722,2.44195725,0.17942075,0.00000000,0.05895244,0.02999971,0.32806255,0.00000000
-5.19559780,2.94762813,0.27992652,2.42203863,0.17209260,0.00000000,0.05730128,0.02910849,0.32331213,0.00000000
-5.18959480,2.92387651,0.27200312,2.40224984,0.16559962,0.00000000,0.05549754,0.02844595,0.31951336,0.00000000
-5.18359180,2.90188573,0.26542197,2.38280952,0.15995080,0.00000000,0.05356655,0.02802514,0.31660617,0.00000000
-5.17758879,2.88170567,0.26020229,2.36385198,0.15514267,0.00000000,0.05153600,0.02785735,0.31451897,0.00000000
-5.17158579,2.86328689,0.25635747,2.34542829,0.15116148,0.00000000,0.04943535,0.02795177,0.31317239,0.00000000
-5.16558279,2.84648994,0.25389472,2.32751121,0.14798548,0.00000000,0.04729529,0.02831508,0.31248288,0.00000000
-5.15957979,2.83109803,0.25281426,2.31000359,0.14558701,0.00000000,0.04514720,0.02895099,0.31236622,0.00000000
-5.15357679,2.81683237,0.25310824,2.29274982,0.14393449,0.00000000,0.04302257,0.02985977,0.31274052,0.00000000
-5.14757379,2.80336940,0.25475942,2.27554946,0.14299418,0.00000000,0.04095253,0.03103776,0.31352886,0.00000000
-5.14157079,2.79035882,0.25773961,2.25817235,0.14273165,0.00000000,0.03896734,0.03247696,0.31466130,0.00000000
-5.13556778,2.77744165,0.26200813,2.24037426,0.14311297,0.00000000,0.03709598,0.03416462,0.31607637,0.00000000
-5.12956478,2.76426730,0.26751029,2.22191217,0.14410571,0.00000000,0.03536574,0.03608298,0.31772177,0.00000000
-5.12356178,2.75050889,0.27417606,2.20255855,0.14567956,0.00000000,0.03380183,0.03820908,0.31955466,0.00000000
-5.11755878,2.73587617,0.28191908,2.18211361,0.14780695,0.00000000,0.03242709,0.04051477,0.32154121,0.00000000
-5.11155578,2.72012569,0.29063619,2.16041538,0.15046339,0.00000000,0.03126161,0.04296687,0.32365576,0.00000000
-5.10555278,2.70306782,0.30020743,2.13734698,0.15362784,0.00000000,0.03032248,0.04552754,0.32587959,0.00000000
-5.09954977,2.68457075,0.31049680,2.11284106,0.15728304,0.00000000,0.02962352,0.04815488,0.32819946,0.00000000
-5.09354677,2.66456160,0.32135376,2.08688142,0.16141581,0.00000000,0.02917497,0.05080373,0.33060596,0.00000000
-5.08754377,2.64302492,0.33261545,2.05950201,0.16601750,0.00000000,0.02898335,0.05342663,0.33309195,0.00000000
-5.08154077,2.61999910,0.34410962,2.03078367,0.17108445,0.00000000,0.02905115,0.05597504,0.33565104,0.00000000
-5.07553777,2.59557112,0.35565823,2.00084906,0.17661840,0.00000000,0.02937678,0.05840059,0.33827634,0.00000000
-5.06953477,2.56987016,0.36708161,1.96985619,0.18262702,0.00000000,0.02995437,0.06065654,0.34095943,0.00000000
-5.06353177,2.54306058,0.37820284,1.93799112,0.18912417,0.00000000,0.03077375,0.06269917,0.34368965,0.00000000
-5.05752876,2.51533454,0.38885241,1.90546026,0.19613012,0.00000000,0.03182047,0.06448917,0.34645371,0.00000000
-5.05152576,2.48690454,0.39887267,1.87248254,0.20367129,0.00000000,0.03307587,0.06599295,0.34923556,0.00000000
-5.04552276,2.45799618,0.40812202,1.83928193,0.21177974,0.00000000,0.03451728,0.06718380,0.35201650,0.00000000
-5.03951976,2.42884093,0.41647845,1.80608030,0.22049197,0.00000000,0.03611827,0.06804271,0.35477536,0.00000000
-5.03351676,2.39966901,0.42384239,1.77309085,0.22984726,0.00000000,0.03784901,0.06855907,0.35748886,0.00000000
-5.02751376,2.37070225,0.43013851,1.74051208,0.23988528,0.00000000,0.03967674,0.06873095,0.36013184,0.00000000
-5.02151076,2.34214682,0.43531656,1.70852224,0.25064304,0.00000000,0.04156629,0.06856503,0.36267746,0.00000000
-5.01550775,2.31418567,0.43935093,1.67727433,0.26215128,0.00000000,0.04348071,0.06807624,0.36509717,0.00000000
-5.00950475,2.28697071,0.44223928,1.64689135,0.27443033,0.00000000,0.04538193,0.06728706,0.36736060,0.00000000
-5.00350175,2.26061492,0.44400000,1.61746218,0.28748563,0.00000000,0.04723151,0.06622646,0.36943511,0.00000000
-4.99749875,2.23518438,0.44466889,1.58903765,0.30130311,0.00000000,0.04899137,0.06492862,0.37128536,0.00000000
-4.99149575,2.21069078,0.44429514,1.56162738,0.31584471,0.00000000,0.05062459,0.06343152,0.37287263,0.00000000
-4.98549275,2.18708472,0.44293693,1.53519714,0.33104432,0.00000000,0.05209618,0.06177528,0.37415417,0.00000000
-4.97948974,2.16425041,0.44065693,1.50966732,0.34680446,0.00000000,0.05337379,0.06000061,0.37508272,0.00000000
-4.97348674,2.14200233,0.43751791,1.48491241,0.36299392,0.00000000,0.05442842,0.05814720,0.37560607,0.00000000
-4.96748374,2.12008445,0.43357886,1.46076211,0.37944678,0.00000000,0.05523505,0.05625228,0.37566711,0.00000000
-4.96148074,2.09817236,0.42889178,1.43700399,0.39596288,0.00000000,0.05577317,0.05434936,0.37520408,0.00000000
-4.95547774,2.07587893,0.42349938,1.41338813,0.41230999,0.00000000,0.05602721,0.05246724,0.37415148,0.00000000
-4.94947474,2.05276350,0.41743378,1.38963358,0.42822778,0.00000000,0.05598688,0.05062927,0.37244136,0.00000000
-4.94347174,2.02834458,0.41071634,1.36543691,0.44343341,0.00000000,0.05564735,0.04885296,0.37000514,0.00000000
-4.93746873,2.00211593,0.40335854,1.34048238,0.45762877,0.00000000,0.05500933,0.04714993,0.36677594,0.00000000
-4.93146573,1.97356537,0.39536387,1.31445366,0.47050913,0.00000000,0.05407898,0.04552612,0.36269121,0.00000000
-4.92546273,1.94219570,0.38673058,1.28704658,0.48177273,0.00000000,0.05286773,0.04398235,0.35769565,0.00000000
-4.91945973,1.90754665,0.37745507,1.25798238,0.49113102,0.00000000,0.05139191,0.04251505,0.35174429,0.00000000
-4.91345673,1.86921702,0.36753565,1.22702083,0.49831918,0.00000000,0.04967231,0.04111723,0.34480539,0.00000000
-4.90745373,1.82688567,0.35697643,1.19397266,0.50310610,0.00000000,0.04773359,0.03977955,0.33686319,0.00000000
-4.90145073,1.78033030,0.34579112,1.15871048,0.50530376,0.00000000,0.04560367,0.03849144,0.32792022,0.00000000
-4.89544772,1.72944302,0.33400631,1.12117768,0.50477513,0.00000000,0.04331294,0.03724223,0.31799900,0.00000000
-4.88944472,1.67424164,0.32166420,1.08139479,0.50144043,0.00000000,0.04089354,0.03602215,0.30714308,0.00000000
-4.88344172,1.61487618,0.30882443,1.03946282,0.49528135,0.00000000,0.03837851,0.03482330,0.29541727,0.00000000
-4.87743872,1.55162987,0.29556501,0.99556334,0.48634293,0.00000000,0.03580104,0.03364033,0.28290701,0.00000000
-4.87143572,1.48491474,0.28198212,0.94995530,0.47473313,0.00000000,0.03319368,0.03247100,0.26971692,0.00000000
-4.86543272,1.41526173,0.26818891,0.90296849,0.46061990,0.00000000,0.03058762,0.03131644,0.25596855,0.00000000
-4.85942971,1.34330583,0.25431328,0.85499407,0.44422612,0.00000000,0.02801209,0.03018126,0.24179736,0.00000000
-4.85342671,1.26976681,0.24049475,0.80647256,0.42582245,0.00000000,0.02549377,0.02907331,0.22734922,0.00000000
-4.84742371,1.19542656,0.22688059,0.75787963,0.40571859,0.00000000,0.02305639,0.02800337,0.21277640,0.00000000
-4.84142071,1.12110393,0.21362138,0.70971066,0.38425323,0.00000000,0.02072037,0.02698450,0.19823333,0.00000000
-4.83541771,1.04762829,0.20086618,0.66246436,0.36178333,0.00000000,0.01850264,0.02603139,0.18387234,0.00000000
-4.82941471,0.97581297,0.18875767,0.61662659,0.33867306,0.00000000,0.01641653,0.02515949,0.16983945,0.00000000
-4.82341171,0.90642972,0.17742725,0.57265463,0.31528298,0.00000000,0.01447180,0.02438414,0.15627049,0.00000000
-4.81740870,0.84018518,0.16699063,0.53096290,0.29195988,0.00000000,0.01267477,0.02371967,0.14328770,0.00000000
-4.81140570,0.77770032,0.15754372,0.49191046,0.26902774,0.00000000,0.01102853,0.02317855,0.13099678,0.00000000
-4.80540270,0.71949362,0.14915939,0.45579084,0.24678004,0.00000000,0.00953321,0.02277055,0.11948477,0.00000000
-4.79939970,0.66596846,0.14188486,0.42282445,0.22547365,0.00000000,0.00818635,0.02250212,0.10881846,0.00000000
-4.79339670,0.61740504,0.13574016,0.39315387,0.20532467,0.00000000,0.00698322,0.02237581,0.09904371,0.00000000
-4.78739370,0.57395705,0.13071736,0.36684198,0.18650592,0.00000000,0.00591729,0.02238992,0.09018531,0.00000000
-4.78139070,0.53565284,0.12678097,0.34387299,0.16914633,0.00000000,0.00498056,0.02253833,0.08224775,0.00000000
-4.77538769,0.50240097,0.12386909,0.32415609,0.15333202,0.00000000,0.00416400,0.02281046,0.07521636,0.00000000
-4.76938469,0.47399966,0.12189563,0.30753157,0.13910883,0.00000000,0.00345786,0.02319152,0.06905921,0.00000000
-4.76338169,0.45014953,0.12075320,0.29377903,0.12648618,0.00000000,0.00285206,0.02366289,0.06372926,0.00000000
-4.75737869,0.43046907,0.12031680,0.28262725,0.11544188,0.00000000,0.00233645,0.02420264,0.05916696,0.00000000
-4.75137569,0.41451212,0.12044797,0.27376541,0.10592770,0.00000000,0.00190103,0.02478623,0.05530302,0.00000000
-4.74537269,0.40178658,0.12099939,0.26685495,0.09787530,0.00000000,0.00153622,0.02538735,0.05206122,0.00000000
-4.73936968,0.39177361,0.12181974,0.26154199,0.09120230,0.00000000,0.00123294,0.02597879,0.04936133,0.00000000
-4.73336668,0.38394670,0.12275851,0.25746946,0.08581821,0.00000000,0.00098278,0.02653335,0.04712185,0.00000000
-4.72736368,0.37778984,0.12367084,0.25428879,0.08162995,0.00000000,0.00077803,0.02702484,0.04526262,0.00000000
-4.72136068,0.37281422,0.12442197,0.25167070,0.07854674,0.00000000,0.00061176,0.02742894,0.04370715,0.00000000
-4.71535768,0.36857308,0.12489136,0.24931479,0.07648427,0.00000000,0.00047779,0.02772411,0.04238470,0.00000000
-4.70935468,0.36467407,0.12497618,0.24695751,0.07536788,0.00000000,0.00037070,0.02789228,0.04123195,0.00000000
-4.70335168,0.36078912,0.12459425,0.24437865,0.07513480,0.00000000,0.00028580,0.02791953,0.04019443,0.00000000
-4.69734867,0.35666140,0.12368616,0.24140587,0.07573537,0.00000000,0.00021905,0.02779655,0.03922747,0.00000000
-4.69134567,0.35210953,0.12221671,0.23791744,0.07713323,0.00000000,0.00016705,0.02751900,0.03829687,0.00000000
-4.68534267,0.34702890,0.12017557,0.23384322,0.07930450,0.00000000,0.00012695,0.02708767,0.03737928,0.00000000
-4.67933967,0.34139049,0.11757717,0.22916388,0.08223614,0.00000000,0.00009640,0.02650848,0.03646217,0.00000000
-4.67333667,0.33523733,0.11446002,0.22390861,0.08592349,0.00000000,0.00007347,0.02579239,0.03554365,0.00000000
-4.66733367,0.32867902,0.11088535,0.21815158,0.09036729,0.00000000,0.00005663,0.02495511,0.03463208,0.00000000
-4.66133067,0.32188470,0.10693535,0.21200725,0.09557024,0.00000000,0.00004467,0.02401673,0.03374547,0.00000000
-4.65532766,0.31507498,0.10271107,0.20562508,0.10153335,0.00000000,0.00003665,0.02300130,0.03291086,0.00000000
-4.64932466,0.30851324,0.09833011,0.19918367,0.10825233,0.00000000,0.00003185,0.02193631,0.03216359,0.00000000
-4.64332166,0.30249683,0.09392419,0.19288484,0.11571421,0.00000000,0.00002979,0.02085219,0.03154663,0.00000000
