energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-4.99749875,1.76186360,0.67856958,0.00000000,0.02678963,0.58018780,1.02521047,0.38929992
-4.99149575,1.78441818,0.64693784,0.00000000,0.02654792,0.62395085,1.03201322,0.36237565
-4.98549275,1.82402205,0.62385570,0.00000000,0.02666311,0.67168963,1.04760612,0.34103058
-4.97948974,1.87895757,0.60853235,0.00000000,0.02711407,0.72296559,1.07093970,0.32479377
-4.97348674,1.94741025,0.60013539,0.00000000,0.02787752,0.77731212,1.10090483,0.31317133
-4.96748374,2.02750862,0.59781227,0.00000000,0.02892861,0.83424184,1.13635975,0.30566005
-4.96148074,2.11736260,0.60070998,0.00000000,0.03024150,0.89325445,1.17615640,0.30175969
-4.95547774,2.21509995,0.60799281,0.00000000,0.03178982,0.95384493,1.21916547,0.30098389
-4.94947474,2.31890044,0.61885822,0.00000000,0.03354718,1.01551192,1.26430002,0.30286953
-4.94347174,2.42702721,0.63255073,0.00000000,0.03548761,1.07776595,1.31053716,0.30698482
-4.93746873,2.53785504,0.64837402,0.00000000,0.03758596,1.14013732,1.35693776,0.31293607
-4.93146573,2.64989526,0.66570124,0.00000000,0.03981818,1.20218337,1.40266361,0.32037336
-4.92546273,2.76181682,0.68398374,0.00000000,0.04216163,1.26349481,1.44699211,0.32899514
-4.91945973,2.87246358,0.70275825,0.00000000,0.04459528,1.32370099,1.48932813,0.33855194
-4.91345673,2.98086738,0.72165264,0.00000000,0.04709984,1.38247393,1.52921288,0.34884936
-4.90745373,3.08625689,0.74039031,0.00000000,0.04965781,1.43953085,1.56632971,0.35975022
-4.90145073,3.18806230,0.75879322,0.00000000,0.05225351,1.49463543,1.60050688,0.37117623
-4.89544772,3.28591571,0.77678365,0.00000000,0.05487296,1.54759757,1.63171701,0.38310891
-4.88944472,3.37964753,0.79438452,0.00000000,0.05750375,1.59827190,1.66007358,0.39558995
-4.88344172,3.46927907,0.81171829,0.00000000,0.06013485,1.64655512,1.68582433,0.40872086
-4.87743872,3.55501156,0.82900433,0.00000000,0.06275636,1.69238251,1.70934185,0.42266190
-4.87143572,3.63721207,0.84655466,0.00000000,0.06535921,1.73572376,1.73111161,0.43763011
-4.86543272,3.71639655,0.86476791,0.00000000,0.06793491,1.77657843,1.75171754,0.45389635
-4.85942971,3.79321067,0.88412134,0.00000000,0.07047520,1.81497139,1.77182562,0.47178115
-4.85342671,3.86840846,0.90516091,0.00000000,0.07297185,1.85094841,1.79216576,0.49164930
-4.84742371,3.94282949,0.92848914,0.00000000,0.07541637,1.88457221,1.81351228,0.51390290
-4.84142071,4.01737455,0.95475083,0.00000000,0.07779982,1.91591903,1.83666336,0.53897273
-4.83541771,4.09298028,0.98461658,0.00000000,0.08011275,1.94507587,1.86241982,0.56730797
-4.82941471,4.17059280,1.01876414,0.00000000,0.08234505,1.97213839,1.89156350,0.59936400
-4.82341171,4.25114041,1.05785770,0.00000000,0.08448606,1.99720934,1.92483561,0.63558845
-4.81740870,4.33550563,1.10252549,0.00000000,0.08652456,2.02039740,1.96291527,0.67640550
-4.81140570,4.42449646,1.15333588,0.00000000,0.08844898,2.04181624,2.00639866,0.72219865
-4.80540270,4.51881719,1.21077260,0.00000000,0.09024757,2.06158342,2.05577895,0.77329233
-4.79939970,4.61903907,1.27520962,0.00000000,0.09190863,2.07981915,2.11142733,0.82993277
-4.79339670,4.72557108,1.34688648,0.00000000,0.09342075,2.09664429,2.17357570,0.89226864
-4.78739370,4.83863170,1.42588497,0.00000000,0.09477310,2.11217781,2.24230112,0.96033236
-4.78139070,4.95822228,1.51210805,0.00000000,0.09595569,2.12653326,2.31751281,1.03402263
-4.77538769,5.08410329,1.60526217,0.00000000,0.09695954,2.13981457,2.39894185,1.11308929
-4.76938469,5.21577452,1.70484396,0.00000000,0.09777697,2.15211097,2.48613459,1.19712137
-4.76338169,5.35246067,1.81013240,0.00000000,0.09840170,2.16349153,2.57844989,1.28553917
-4.75737869,5.49310377,1.92018739,0.00000000,0.09882904,2.17399948,2.67506115,1.37759132
-4.75137569,5.63636388,2.03385543,0.00000000,0.09905593,2.18364674,2.77496337,1.47235752
-4.74537269,5.78062914,2.14978315,0.00000000,0.09908103,2.19240920,2.87698592,1.56875748
-4.73936968,5.92403629,2.26643871,0.00000000,0.09890478,2.20022313,2.97981105,1.66556640
-4.73336668,6.06450223,2.38214124,0.00000000,0.09852939,2.20698332,3.08199841,1.76143699
-4.72736368,6.19976653,2.49509771,0.00000000,0.09795886,2.21254316,3.18201522,1.85492776
-4.72136068,6.32744464,2.60344637,0.00000000,0.09719900,2.21671719,3.27827182,1.94453687
-4.71535768,6.44509050,2.70530575,0.00000000,0.09625745,2.21928615,3.36916162,2.02874077
-4.70935468,6.55026690,2.79882732,0.00000000,0.09514373,2.22000451,3.45310451,2.10603609
-4.70335168,6.64062135,2.88225015,0.00000000,0.09386924,2.21861056,3.52859232,2.17498357
-4.69734867,6.71396460,2.95395542,0.00000000,0.09244734,2.21483842,3.59423471,2.23425210
-4.69134567,6.76834869,3.01251850,0.00000000,0.09089341,2.20843182,3.64880378,2.28266114
-4.68534267,6.80214120,3.05675649,0.00000000,0.08922487,2.19915881,3.69127557,2.31921977
-4.67933967,6.81409233,3.08576902,0.00000000,0.08746123,2.18682679,3.72086645,2.34316050
-4.67333667,6.80339163,3.09897047,0.00000000,0.08562406,2.17129715,3.73706301,2.35396643
-4.66733367,6.76971151,3.09611217,0.00000000,0.08373700,2.15249865,3.73964362,2.35139040
-4.66133067,6.71323530,3.07729337,0.00000000,0.08182561,2.13043885,3.72869076,2.33546529
-4.65532766,6.63466819,3.04296047,0.00000000,0.07991722,2.10521296,3.70459329,2.30650482
-4.64932466,6.53523025,2.99389450,0.00000000,0.07804070,2.07700957,3.66803821,2.26509500
-4.64332166,6.41663144,2.93118721,0.00000000,0.07622612,2.04611270,3.61999233,2.21207631
-4.63731866,6.28102952,2.85620698,0.00000000,0.07450435,2.01290030,3.56167429,2.14851765
-4.63131566,6.13097245,2.77055586,0.00000000,0.07290657,1.97783875,3.49451810,2.07568303
-4.62531266,5.96932751,2.67601966,0.00000000,0.07146369,1.94147381,3.42012973,1.99499258
-4.61930965,5.79920006,2.57451322,0.00000000,0.07020571,1.90441816,3.34023839,1.90797944
-4.61330665,5.62384519,2.46802306,0.00000000,0.06916108,1.86733609,3.25664466,1.81624443
-4.60730365,5.44657569,2.35854981,0.00000000,0.06835592,1.83092581,3.17116738,1.72141033
-4.60130065,5.27066994,2.24805254,0.00000000,0.06781333,1.79590016,3.08559142,1.62507743
-4.59529765,5.09928296,2.13839702,0.00000000,0.06755268,1.76296640,3.00161825,1.52878213
-4.58929465,4.93536387,2.03130965,0.00000000,0.06758895,1.73280583,2.92082100,1.43395981
-4.58329165,4.78158221,1.92833841,0.00000000,0.06793212,1.70605398,2.84460535,1.34191320
-4.57728864,4.64026545,1.83082182,0.00000000,0.06858670,1.68328204,2.77417742,1.25378705
-4.57128564,4.51334914,1.73986642,0.00000000,0.06955132,1.66498023,2.71051920,1.17054943
-4.56528264,4.40234067,1.65633298,0.00000000,0.07081854,1.65154350,2.65437200,1.09297998
-4.55927964,4.30829698,1.58083117,0.00000000,0.07237476,1.64326005,2.60622776,1.02166486
-4.55327664,4.23181618,1.51372217,0.00000000,0.07420029,1.64030302,2.56632788,0.95699799
-4.54727364,4.17304216,1.45512839,0.00000000,0.07626966,1.64272543,2.53466907,0.89918797
-4.54127064,4.13168146,1.40494937,0.00000000,0.07855204,1.65045853,2.51101547,0.84826983
-4.53526763,4.10703074,1.36288260,0.00000000,0.08101181,1.66331339,2.49491598,0.80412080
-4.52926463,4.09801355,1.32844828,0.00000000,0.08360932,1.68098578,2.48572609,0.76647910
-4.52326163,4.10322454,1.30101672,0.00000000,0.08630172,1.70306394,2.48263312,0.73496476
-4.51725863,4.12097948,1.27983734,0.00000000,0.08904388,1.72903908,2.48468413,0.70910162
-4.51125563,4.14936941,1.26406826,0.00000000,0.09178944,1.75831818,2.49081550,0.68833971
-4.50525263,4.18631731,1.25280567,0.00000000,0.09449175,1.79023871,2.49988375,0.67207718
-4.49924962,4.22963591,1.24511217,0.00000000,0.09710493,1.82408497,2.51069667,0.65968127
-4.49324662,4.27708511,1.24004351,0.00000000,0.09958481,1.85910550,2.52204453,0.65050776
-4.48724362,4.32642814,1.23667337,0.00000000,0.10188986,1.89453120,2.53273076,0.64391863
-4.48124062,4.37548515,1.23411571,0.00000000,0.10398197,1.92959377,2.54160163,0.63929755
-4.47523762,4.42218364,1.23154453,0.00000000,0.10582714,1.96354402,2.54757474,0.63606318
-4.46923462,4.46460471,1.22821094,0.00000000,0.10739613,1.99566975,2.54966577,0.63368015
-4.46323162,4.50102471,1.22345733,0.00000000,0.10866485,2.02531273,2.54701313,0.63166780
-4.45722861,4.52995165,1.21672870,0.00000000,0.10961477,2.05188461,2.53890009,0.62960665
-4.45122561,4.55015594,1.20758114,0.00000000,0.11023311,2.07488133,2.52477394,0.62714282
-4.44522261,4.56069498,1.19568739,0.00000000,0.11051297,2.09389576,2.50426176,0.62399051
-4.43921961,4.56093143,1.18083964,0.00000000,0.11045339,2.10862843,2.47718215,0.61993269
-4.43321661,4.55054478,1.16294950,0.00000000,0.11005927,2.11889597,2.44355274,0.61482023
-4.42721361,4.52953593,1.14204541,0.00000000,0.10934127,2.12463712,2.40359286,0.60856951
-4.42121061,4.49822485,1.11826730,0.00000000,0.10831563,2.12591611,2.35772123,0.60115885
-4.41520760,4.45724107,1.09185901,0.00000000,0.10700395,2.12292326,2.30654835,0.59262388
-4.40920460,4.40750715,1.06315829,0.00000000,0.10543288,2.11597264,2.25086354,0.58305193
-4.40320160,4.35021516,1.03258484,0.00000000,0.10363379,2.10549671,2.19161683,0.57257570
-4.39719860,4.28679661,1.00062649,0.00000000,0.10164238,2.09203787,2.12989582,0.56136632
-4.39119560,4.21888605,0.96782401,0.00000000,0.09949821,2.07623699,2.06689801,0.54962597
-4.38519260,4.14827912,0.93475459,0.00000000,0.09724417,2.05881900,2.00389919,0.53758017
-4.37918959,4.07688559,0.90201468,0.00000000,0.09492584,2.04057566,1.94221866,0.52546991
-4.37318659,4.00667857,0.87020238,0.00000000,0.09259078,2.02234585,1.88318217,0.51354378
-4.36718359,3.93964079,0.83989994,0.00000000,0.09028775,2.00499379,1.82808369,0.50205014
-4.36118059,3.87770937,0.81165670,0.00000000,0.08806581,1.98938561,1.77814702,0.49122971
-4.35517759,3.82272052,0.78597303,0.00000000,0.08597336,1.97636491,1.73448847,0.48130838
-4.34917459,3.77635567,0.76328560,0.00000000,0.08405711,1.96672806,1.69808194,0.47249074
-4.34317159,3.74009084,0.74395450,0.00000000,0.08236105,1.96119997,1.66972738,0.46495419
-4.33716858,3.71515072,0.72825249,0.00000000,0.08092536,1.96041112,1.65002390,0.45884400
-4.33116558,3.70246931,0.71635685,0.00000000,0.07978539,1.96487682,1.63934854,0.45426922
-4.32516258,3.70265852,0.70834395,0.00000000,0.07897071,1.97497941,1.63784150,0.45129978
-4.31915958,3.71598606,0.70418688,0.00000000,0.07850423,1.99095418,1.64539862,0.44996470
-4.31315658,3.74236376,0.70375618,0.00000000,0.07840156,2.01287975,1.66167143,0.45025154
-4.30715358,3.78134693,0.70682378,0.00000000,0.07867041,2.04067320,1.68607509,0.45210715
