energy_ev,total_up,Cu_p_up,Cu_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-5.34567284,4.76344836,2.04614680,3.36313009,0.77785485,0.00000000,0.80864940,0.00000000
-5.33966983,5.03295679,2.16437181,3.55593431,0.82020295,0.00000000,0.85160863,0.00000000
-5.33366683,5.30271029,2.28071084,3.74975979,0.86175974,0.00000000,0.89444360,0.00000000
-5.32766383,5.57113971,2.39425679,3.94361500,0.90218212,0.00000000,0.93693002,0.00000000
-5.32166083,5.83670509,2.50412072,4.13652555,0.94114783,0.00000000,0.97884392,0.00000000
-5.31565783,6.09791234,2.60944233,4.32754371,0.97836100,0.00000000,1.01996283,0.00000000
-5.30965483,6.35332677,2.70939890,4.51575617,1.01355670,0.00000000,1.06006650,0.00000000
-5.30365183,6.60158382,2.80321275,4.70028982,1.04650452,0.00000000,1.09893725,0.00000000
-5.29764882,6.84139730,2.89015738,4.88031629,1.07701113,0.00000000,1.13636019,0.00000000
-5.29164582,7.07156588,2.96956253,5.05505551,1.10492185,0.00000000,1.17212323,0.00000000
-5.28564282,7.29097853,3.04081859,5.22377882,1.13012134,0.00000000,1.20601736,0.00000000
-5.27963982,7.49861969,3.10338059,5.38581220,1.15253354,0.00000000,1.23783709,0.00000000
-5.27363682,7.69357486,3.15677234,5.54054005,1.17212093,0.00000000,1.26738140,0.00000000
-5.26763382,7.87503720,3.20059087,5.68740975,1.18888326,0.00000000,1.29445528,0.00000000
-5.26163082,8.04231528,3.23451131,5.82593731,1.20285585,0.00000000,1.31887191,0.00000000
-5.25562781,8.19484227,3.25829252,5.95571396,1.21410749,0.00000000,1.34045558,0.00000000
-5.24962481,8.33218618,3.27178310,6.07641351,1.22273811,0.00000000,1.35904525,0.00000000
-5.24362181,8.45406059,3.27492769,6.18780006,1.22887614,0.00000000,1.37449869,0.00000000
-5.23761881,8.56033526,3.26777317,6.28973561,1.23267558,0.00000000,1.38669700,0.00000000
-5.23161581,8.65104566,3.25047419,6.38218672,1.23431284,0.00000000,1.39554928,0.00000000
-5.22561281,8.72640031,3.22329759,6.46522977,1.23398331,0.00000000,1.40099721,0.00000000
-5.21960980,8.78678508,3.18662499,6.53905398,1.23189762,0.00000000,1.40301922,0.00000000
-5.21360680,8.83276356,3.14095314,6.60396180,1.22827767,0.00000000,1.40163394,0.00000000
-5.20760380,8.86507284,3.08689153,6.66036615,1.22335241,0.00000000,1.39690273,0.00000000
-5.20160080,8.88461439,3.02515690,6.70878445,1.21735354,0.00000000,1.38893092,0.00000000
-5.19559780,8.89243997,2.95656461,6.74982945,1.21051117,0.00000000,1.37786775,0.00000000
-5.18959480,8.88973303,2.88201678,6.78419721,1.20304961,0.00000000,1.36390478,0.00000000
-5.18359180,8.87778619,2.80248758,6.81265273,1.19518342,0.00000000,1.34727283,0.00000000
-5.17758879,8.85797581,2.71900606,6.83601391,1.18711404,0.00000000,1.32823752,0.00000000
-5.17158579,8.83173487,2.63263702,6.85513481,1.17902696,0.00000000,1.30709345,0.00000000
-5.16558279,8.80052531,2.54446077,6.87088884,1.17108972,0.00000000,1.28415750,0.00000000
-5.15957979,8.76581128,2.45555249,6.88415287,1.16345084,0.00000000,1.25976120,0.00000000
-5.15357679,8.72903414,2.36696199,6.89579288,1.15623962,0.00000000,1.23424284,0.00000000
-5.14757379,8.69159038,2.27969457,6.90665153,1.14956696,0.00000000,1.20793931,0.00000000
-5.14157079,8.65481280,2.19469379,6.91753801,1.14352693,0.00000000,1.18117835,0.00000000
-5.13556778,8.61995525,2.11282651,6.92922010,1.13819906,0.00000000,1.15427118,0.00000000
-5.12956478,8.58818077,2.03487072,6.94241803,1.13365104,0.00000000,1.12750604,0.00000000
-5.12356178,8.56055255,1.96150624,6.95779967,1.12994159,0.00000000,1.10114270,0.00000000
-5.11755878,8.53802698,1.89330838,6.97597645,1.12712322,0.00000000,1.07540808,0.00000000
-5.11155578,8.52144792,1.83074448,6.99749900,1.12524452,0.00000000,1.05049315,0.00000000
-5.10555278,8.51154108,1.77417291,7.02285206,1.12435174,0.00000000,1.02655097,0.00000000
-5.09954977,8.50890780,1.72384434,7.05244777,1.12448944,0.00000000,1.00369596,0.00000000
-5.09354677,8.51401745,1.67990471,7.08661728,1.12570003,0.00000000,0.98200423,0.00000000
-5.08754377,8.52719830,1.64239964,7.12560031,1.12802218,0.00000000,0.96151484,0.00000000
-5.08154077,8.54862689,1.61127973,7.16953332,1.13148813,0.00000000,0.94223190,0.00000000
-5.07553777,8.57831658,1.58640650,7.21843672,1.13612011,0.00000000,0.92412732,0.00000000
-5.06953477,8.61610623,1.56755877,7.27220245,1.14192608,0.00000000,0.90714407,0.00000000
-5.06353177,8.66165060,1.55443921,7.33058310,1.14889520,0.00000000,0.89119991,0.00000000
-5.05752876,8.71441403,1.54668124,7.39318435,1.15699346,0.00000000,0.87619138,0.00000000
-5.05152576,8.77366933,1.54385608,7.45946220,1.16615988,0.00000000,0.86199805,0.00000000
-5.04552276,8.83850366,1.54548039,7.52872664,1.17630378,0.00000000,0.84848700,0.00000000
-5.03951976,8.90783275,1.55102441,7.60015293,1.18730349,0.00000000,0.83551738,0.00000000
-5.03351676,8.98042480,1.55992094,7.67280136,1.19900687,0.00000000,0.82294516,0.00000000
-5.02751376,9.05493413,1.57157533,7.74564572,1.21123385,0.00000000,0.81062784,0.00000000
-5.02151076,9.12994452,1.58537642,7.81761000,1.22378098,0.00000000,0.79842922,0.00000000
-5.01550775,9.20402091,1.60070858,7.88761227,1.23642802,0.00000000,0.78622412,0.00000000
-5.00950475,9.27576749,1.61696460,7.95461368,1.24894623,0.00000000,0.77390277,0.00000000
-5.00350175,9.34388927,1.63355918,8.01767022,1.26110802,0.00000000,0.76137502,0.00000000
-4.99749875,9.40725389,1.64994269,8.07598403,1.27269733,0.00000000,0.74857389,0.00000000
-4.99149575,9.46494951,1.66561457,8.12895088,1.28352016,0.00000000,0.73545852,0.00000000
-4.98549275,9.51633499,1.68013585,8.17620043,1.29341457,0.00000000,0.72201627,0.00000000
-4.97948974,9.56107821,1.69314010,8.21762564,1.30225927,0.00000000,0.70826371,0.00000000
-4.97348674,9.59917905,1.70434222,8.25339877,1.30998034,0.00000000,0.69424649,0.00000000
-4.96748374,9.63097445,1.71354440,8.28397127,1.31655528,0.00000000,0.68003797,0.00000000
-4.96148074,9.65712346,1.72063883,8.31005665,1.32201408,0.00000000,0.66573642,0.00000000
-4.95547774,9.67857200,1.72560682,8.33259564,1.32643703,0.00000000,0.65146111,0.00000000
-4.94947474,9.69649794,1.72851413,8.35270486,1.32994912,0.00000000,0.63734711,0.00000000
-4.94347174,9.71223878,1.72950268,8.37161089,1.33271135,0.00000000,0.62353917,0.00000000
-4.93746873,9.72720534,1.72877887,8.39057303,1.33490928,0.00000000,0.61018484,0.00000000
-4.93146573,9.74278616,1.72659906,8.41079901,1.33673939,0.00000000,0.59742721,0.00000000
-4.92546273,9.76024815,1.72325291,8.43335842,1.33839420,0.00000000,0.58539758,0.00000000
-4.91945973,9.78063960,1.71904552,8.45909947,1.34004689,0.00000000,0.57420848,0.00000000
-4.91345673,9.80470188,1.71427925,8.48857438,1.34183653,0.00000000,0.56394732,0.00000000
-4.90745373,9.83279582,1.70923633,8.52197869,1.34385486,0.00000000,0.55467122,0.00000000
-4.90145073,9.86484811,1.70416314,8.55910903,1.34613562,0.00000000,0.54640312,0.00000000
-4.89544772,9.90032211,1.69925718,8.59934288,1.34864710,0.00000000,0.53912947,0.00000000
-4.88944472,9.93821582,1.69465733,8.64164278,1.35128867,0.00000000,0.53279972,0.00000000
-4.88344172,9.97708830,1.69043796,8.68458562,1.35389152,0.00000000,0.52732759,0.00000000
-4.87743872,10.01511405,1.68660720,8.72641648,1.35622384,0.00000000,0.52259399,0.00000000
-4.87143572,10.05016278,1.68310923,8.76512458,1.35800010,0.00000000,0.51845166,0.00000000
-4.86543272,10.07990078,1.67983045,8.79853767,1.35889414,0.00000000,0.51473100,0.00000000
-4.85942971,10.10190810,1.67660887,8.82442961,1.35855527,0.00000000,0.51124703,0.00000000
-4.85342671,10.11380505,1.67324613,8.84063541,1.35662640,0.00000000,0.50780688,0.00000000
-4.84742371,10.11338055,1.66952108,8.84516690,1.35276334,0.00000000,0.50421763,0.00000000
-4.84142071,10.09871479,1.66520408,8.83632227,1.34665389,0.00000000,0.50029390,0.00000000
-4.83541771,10.06828865,1.66007102,8.81278312,1.33803579,0.00000000,0.49586489,0.00000000
-4.82941471,10.02107353,1.65391600,8.77369297,1.32671228,0.00000000,0.49078057,0.00000000
-4.82341171,9.95659583,1.64656204,8.71871261,1.31256445,0.00000000,0.48491662,0.00000000
-4.81740870,9.87497233,1.63786909,8.64804876,1.29555968,0.00000000,0.47817808,0.00000000
-4.81140570,9.77691425,1.62773890,8.56245441,1.27575552,0.00000000,0.47050146,0.00000000
-4.80540270,9.66369973,1.61611677,8.46320048,1.25329899,0.00000000,0.46185541,0.00000000
-4.79939970,9.53711641,1.60299003,8.35202060,1.22842127,0.00000000,0.45223991,0.00000000
-4.79339670,9.39937756,1.58838381,8.23103214,1.20142820,0.00000000,0.44168422,0.00000000
-4.78739370,9.25301678,1.57235443,8.10263800,1.17268703,0.00000000,0.43024378,0.00000000
-4.78139070,9.10076747,1.55498126,7.96941485,1.14261045,0.00000000,0.41799630,0.00000000
-4.77538769,8.94543405,1.53635761,7.83399415,1.11163864,0.00000000,0.40503729,0.00000000
-4.76938469,8.78976236,1.51658163,7.69894259,1.08022044,0.00000000,0.39147540,0.00000000
-4.76338169,8.63631633,1.49574784,7.56664851,1.04879468,0.00000000,0.37742776,0.00000000
-4.75737869,8.48736766,1.47394005,7.43922021,1.01777266,0.00000000,0.36301560,0.00000000
-4.75137569,8.34480414,1.45122603,7.31840145,0.98752257,0.00000000,0.34836033,0.00000000
-4.74537269,8.21006093,1.42765441,7.20550804,0.95835674,0.00000000,0.33358026,0.00000000
-4.73936968,8.08407781,1.40325394,7.10138819,0.93052206,0.00000000,0.31878792,0.00000000
-4.73336668,7.96728348,1.37803495,7.00640781,0.90419404,0.00000000,0.30408817,0.00000000
-4.72736368,7.85960664,1.35199286,6.92046046,0.87947448,0.00000000,0.28957696,0.00000000
-4.72136068,7.76051185,1.32511329,6.84300028,0.85639274,0.00000000,0.27534071,0.00000000
-4.71535768,7.66905698,1.29737835,6.77309496,0.83491024,0.00000000,0.26145623,0.00000000
-4.70935468,7.58396783,1.26877340,6.70949492,0.81492772,0.00000000,0.24799094,0.00000000
-4.70335168,7.50372493,1.23929377,6.65071403,0.79629476,0.00000000,0.23500346,0.00000000
-4.69734867,7.42665704,1.20895082,6.59511694,0.77882079,0.00000000,0.22254428,0.00000000
-4.69134567,7.35103578,1.17777687,6.54100798,0.76228699,0.00000000,0.21065641,0.00000000
-4.68534267,7.27516631,1.14582861,6.48671685,0.74645838,0.00000000,0.19937602,0.00000000
-4.67933967,7.19746946,1.11318863,6.43067679,0.73109552,0.00000000,0.18873291,0.00000000
-4.67333667,7.11655152,1.07996512,6.37149184,0.71596517,0.00000000,0.17875081,0.00000000
-4.66733367,7.03125912,1.04628966,6.30799041,0.70084972,0.00000000,0.16944747,0.00000000
-4.66133067,6.94071748,1.01231335,6.23926374,0.68555481,0.00000000,0.16083463,0.00000000
-4.65532766,6.84435163,0.97820147,6.16468853,0.66991516,0.00000000,0.15291788,0.00000000
-4.64932466,6.74189117,0.94412724,6.08393421,0.65379857,0.00000000,0.14569638,0.00000000
-4.64332166,6.63336009,0.91026502,5.99695603,0.63710795,0.00000000,0.13916267,0.00000000
-4.63731866,6.51905382,0.87678337,5.90397597,0.61978175,0.00000000,0.13330245,0.00000000
-4.63131566,6.39950638,0.84383862,5.80545383,0.60179297,0.00000000,0.12809463,0.00000000
-4.62531266,6.27545065,0.81156920,5.70205134,0.58314686,0.00000000,0.12351139,0.00000000
-4.61930965,6.14777478,0.78009120,5.59459206,0.56387780,0.00000000,0.11951857,0.00000000
-4.61330665,6.01747791,0.74949526,5.48401984,0.54404562,0.00000000,0.11607625,0.00000000
-4.60730365,5.88562754,0.71984515,5.37135821,0.52373149,0.00000000,0.11313958,0.00000000
-4.60130065,5.75332087,0.69117786,5.25767282,0.50303377,0.00000000,0.11065980,0.00000000
-4.59529765,5.62165173,0.66350526,5.14403841,0.48206402,0.00000000,0.10858546,0.00000000
-4.58929465,5.49168377,0.63681707,5.03151143,0.46094315,0.00000000,0.10686372,0.00000000
-4.58329165,5.36443068,0.61108500,4.92110858,0.43979806,0.00000000,0.10544180,0.00000000
-4.57728864,5.24084297,0.58626754,4.81379158,0.41875855,0.00000000,0.10426835,0.00000000
-4.57128564,5.12180094,0.56231535,4.71045748,0.39795469,0.00000000,0.10329481,0.00000000
-4.56528264,5.00811272,0.53917660,4.61193396,0.37751461,0.00000000,0.10247661,0.00000000
-4.55927964,4.90051645,0.51680216,4.51897870,0.35756254,0.00000000,0.10177423,0.00000000
-4.55327664,4.79968528,0.49515015,4.43228168,0.33821720,0.00000000,0.10115404,0.00000000
-4.54727364,4.70623398,0.47418981,4.35246956,0.31959035,0.00000000,0.10058880,0.00000000
-4.54127064,4.62072623,0.45390432,4.28011109,0.30178557,0.00000000,0.10005803,0.00000000
-4.53526763,4.54368152,0.43429258,4.21572279,0.28489706,0.00000000,0.09954798,0.00000000
-4.52926463,4.47558114,0.41536991,4.15977423,0.26900868,0.00000000,0.09905140,0.00000000
-4.52326163,4.41687273,0.39716768,4.11269257,0.25419295,0.00000000,0.09856709,0.00000000
-4.51725863,4.36797313,0.37973192,4.07486595,0.24051015,0.00000000,0.09809917,0.00000000
-4.51125563,4.32926953,0.36312117,4.04664568,0.22800761,0.00000000,0.09765626,0.00000000
-4.50525263,4.30111897,0.34740362,4.02834716,0.21671904,0.00000000,0.09725049,0.00000000
-4.49924962,4.28384627,0.33265378,4.02024972,0.20666403,0.00000000,0.09689646,0.00000000
-4.49324662,4.27774075,0.31894888,4.02259526,0.19784779,0.00000000,0.09661018,0.00000000
-4.48724362,4.28305180,0.30636522,4.03558598,0.19026105,0.00000000,0.09640800,0.00000000
-4.48124062,4.29998359,0.29497451,4.05938122,0.18388021,0.00000000,0.09630563,0.00000000
-4.47523762,4.32868904,0.28484052,4.09409344,0.17866776,0.00000000,0.09631722,0.00000000
-4.46923462,4.36926321,0.27601605,4.13978356,0.17457290,0.00000000,0.09645460,0.00000000
-4.46323162,4.42173622,0.26854034,4.19645550,0.17153250,0.00000000,0.09672662,0.00000000
-4.45722861,4.48606588,0.26243698,4.26405027,0.16947212,0.00000000,0.09713865,0.00000000
-4.45122561,4.56213006,0.25771237,4.34243946,0.16830744,0.00000000,0.09769227,0.00000000
-4.44522261,4.64971922,0.25435475,4.43141860,0.16794566,0.00000000,0.09838503,0.00000000
-4.43921961,4.74852914,0.25233376,4.53070044,0.16828721,0.00000000,0.09921047,0.00000000
-4.43321661,4.85815440,0.25160058,4.63990858,0.16922738,0.00000000,0.10015820,0.00000000
-4.42721361,4.97808287,0.25208857,4.75857188,0.17065819,0.00000000,0.10121415,0.00000000
-4.42121061,5.10769178,0.25371439,4.88612014,0.17247012,0.00000000,0.10236092,0.00000000
-4.41520760,5.24624572,0.25637955,5.02188135,0.17455392,0.00000000,0.10357824,0.00000000
-4.40920460,5.39289715,0.25997236,5.16508125,0.17680235,0.00000000,0.10484347,0.00000000
-4.40320160,5.54668962,0.26437020,5.31484535,0.17911182,0.00000000,0.10613221,0.00000000
-4.39719860,5.70656413,0.26944203,5.47020381,0.18138392,0.00000000,0.10741893,0.00000000
-4.39119560,5.87136852,0.27505112,5.63009922,0.18352679,0.00000000,0.10867759,0.00000000
-4.38519260,6.03987002,0.28105782,5.79339737,0.18545641,0.00000000,0.10988229,0.00000000
-4.37918959,6.21077042,0.28732240,5.95890064,0.18709761,0.00000000,0.11100790,0.00000000
-4.37318659,6.38272362,0.29370779,6.12536358,0.18838491,0.00000000,0.11203058,0.00000000
-4.36718359,6.55435463,0.30008211,6.29151019,0.18926316,0.00000000,0.11292834,0.00000000
-4.36118059,6.72427960,0.30632097,6.45605210,0.18968799,0.00000000,0.11368142,0.00000000
-4.35517759,6.89112561,0.31230947,6.61770690,0.18962590,0.00000000,0.11427265,0.00000000
-4.34917459,7.05354976,0.31794370,6.77521583,0.18905428,0.00000000,0.11468767,0.00000000
-4.34317159,7.21025657,0.32313190,6.92736005,0.18796111,0.00000000,0.11491502,0.00000000
-4.33716858,7.36001319,0.32779505,7.07297508,0.18634445,0.00000000,0.11494621,0.00000000
-4.33116558,7.50166196,0.33186714,7.21096284,0.18421177,0.00000000,0.11477558,0.00000000
-4.32516258,7.63413023,0.33529485,7.34030120,0.18157915,0.00000000,0.11440015,0.00000000
-4.31915958,7.75643749,0.33803698,7.46005122,0.17847022,0.00000000,0.11381936,0.00000000
-4.31315658,7.86770037,0.34006355,7.56936231,0.17491516,0.00000000,0.11303478,0.00000000
-4.30715358,7.96713590,0.34135474,7.66747596,0.17094954,0.00000000,0.11204976,0.00000000
