energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93996998,0.63240324,-1.99023472,0.39159821,-1.36519065,0.05582112,-0.29595602,0.10243396,-0.47988366,0.13592355,-0.15282866,0.00006297,-0.00027676,0.00667892,-0.05089437,0.00688971,-0.01390418,0.38745230,-1.27128307
-5.93396698,0.62763821,-1.88622455,0.39299763,-1.29111868,0.05612361,-0.27722668,0.10421325,-0.45412628,0.13329155,-0.14567150,0.00005327,-0.00027643,0.00696751,-0.04942613,0.00656783,-0.01363448,0.38545296,-1.20429850
-5.92796398,0.62526069,-1.78403227,0.39577583,-1.21846784,0.05678899,-0.25886751,0.10660693,-0.42895370,0.13098945,-0.13860012,0.00004508,-0.00027524,0.00738021,-0.04797241,0.00624672,-0.01335369,0.38481784,-1.13847469
-5.92196098,0.62545810,-1.68437434,0.39986801,-1.14777390,0.05782438,-0.24103753,0.10954956,-0.40451200,0.12910408,-0.13166213,0.00003827,-0.00027311,0.00792864,-0.04652237,0.00593346,-0.01306209,0.38562582,-1.07429811
-5.91595798,0.62841054,-1.58782261,0.40519560,-1.07946566,0.05923815,-0.22386787,0.11297430,-0.38091229,0.12772043,-0.12489557,0.00003271,-0.00026999,0.00862487,-0.04506434,0.00563516,-0.01275993,0.38794912,-1.01216121
-5.90995498,0.63427897,-1.49482020,0.41166408,-1.01387526,0.06103878,-0.20746279,0.11681281,-0.35823531,0.12691826,-0.11833027,0.00002828,-0.00026586,0.00948088,-0.04358687,0.00535883,-0.01244766,0.39184710,-0.95237207
-5.90395198,0.64319421,-1.40570137,0.41916181,-0.95125171,0.06323360,-0.19190167,0.12099524,-0.33653679,0.12676890,-0.11198947,0.00002487,-0.00026070,0.01050802,-0.04207958,0.00511113,-0.01212609,0.39736084,-0.89516685
-5.89794897,0.65524732,-1.32071378,0.42755971,-0.89177634,0.06582780,-0.17724167,0.12545044,-0.31585334,0.12733235,-0.10589151,0.00002237,-0.00025451,0.01171641,-0.04053397,0.00489827,-0.01179662,0.40450856,-0.84072377
-5.89194597,0.67048136,-1.24004122,0.43671201,-0.83557896,0.06882345,-0.16352080,0.13010643,-0.29620820,0.12865474,-0.10005155,0.00002068,-0.00024730,0.01311429,-0.03894408,0.00472583,-0.01146130,0.41328198,-0.78917753
-5.88594297,0.68888490,-1.16382524,0.44645765,-0.78275347,0.07221869,-0.15076117,0.13489093,-0.27761681,0.13076627,-0.09448314,0.00001970,-0.00023911,0.01470742,-0.03730699,0.00459868,-0.01112301,0.42364365,-0.74063322
-5.87993997,0.71038716,-1.09218431,0.45662250,-0.73337202,0.07600703,-0.13897229,0.13973209,-0.26009151,0.13367947,-0.08919954,0.00001936,-0.00023002,0.01649844,-0.03562307,0.00452092,-0.01078542,0.43552530,-0.69517856
-5.87393697,0.73485499,-1.02522920,0.46702204,-0.68749673,0.08017691,-0.12815406,0.14455928,-0.24364545,0.13738814,-0.08421473,0.00001957,-0.00022010,0.01848636,-0.03389609,0.00449579,-0.01045303,0.44882715,-0.65289395
-5.86793397,0.76209166,-0.96307408,0.47746445,-0.64518847,0.08471136,-0.11829940,0.14930383,-0.22829524,0.14186659,-0.07954394,0.00002029,-0.00020944,0.02066603,-0.03213312,0.00452571,-0.01013102,0.46341819,-0.61385962
-5.86193097,0.79183745,-0.90584250,0.48775379,-0.60651225,0.08958783,-0.10939646,0.15389988,-0.21406251,0.14706964,-0.07520396,0.00002144,-0.00019818,0.02302777,-0.03034423,0.00461225,-0.00982518,0.47913729,-0.57815971
-5.85592796,0.82377210,-0.85366860,0.49769335,-0.57153914,0.09477836,-0.10143015,0.15828511,-0.20097419,0.15293293,-0.07121282,0.00002298,-0.00018642,0.02555717,-0.02854212,0.00475621,-0.00954166,0.49579525,-0.54588300
-5.84992496,0.85751912,-0.80669344,0.50708886,-0.54034485,0.10024978,-0.09438318,0.16240139,-0.18906161,0.15937400,-0.06758930,0.00002488,-0.00017432,0.02823497,-0.02674147,0.00495765,-0.00928679,0.51317763,-0.51712075
-5.84392196,0.89265189,-0.76505730,0.51575164,-0.51300524,0.10596427,-0.08823649,0.16619544,-0.17835868,0.16629374,-0.06435199,0.00002711,-0.00016201,0.03103721,-0.02495839,0.00521599,-0.00906676,0.53104836,-0.49196166
-5.83791896,0.92870168,-0.72888850,0.52350158,-0.48958935,0.11188005,-0.08296923,0.16961933,-0.16889914,0.17357852,-0.06151816,0.00002966,-0.00014963,0.03393547,-0.02320967,0.00553011,-0.00888737,0.54915426,-0.47048472
-5.83191596,0.96516742,-0.69828996,0.53017001,-0.47015054,0.11795234,-0.07855825,0.17263101,-0.16071330,0.18110276,-0.05910248,0.00003252,-0.00013732,0.03689742,-0.02151213,0.00589840,-0.00875374,0.56723017,-0.45275043
-5.82591296,1.00152715,-0.67332444,0.53560253,-0.45471651,0.12413445,-0.07497734,0.17519477,-0.15382435,0.18873202,-0.05711564,0.00003572,-0.00012521,0.03988752,-0.01988190,0.00631890,-0.00867004,0.58500488,-0.43879115
-5.81990995,1.03725105,-0.65399966,0.53966184,-0.44327899,0.13037911,-0.07219632,0.17728175,-0.14824468,0.19632657,-0.05556307,0.00003929,-0.00011344,0.04286791,-0.01833387,0.00678941,-0.00863925,0.60220774,-0.42860136
-5.81390695,1.07181573,-0.64025437,0.54223053,-0.43578383,0.13663985,-0.07017997,0.17887045,-0.14397232,0.20374526,-0.05444370,0.00004330,-0.00010209,0.04579946,-0.01688108,0.00730749,-0.00866291,0.61857582,-0.42212849
-5.80790395,1.10471953,-0.63194656,0.54321416,-0.43212225,0.14287253,-0.06888718,0.17994734,-0.14098775,0.21084972,-0.05374901,0.00004785,-0.00009127,0.04864301,-0.01553437,0.00787063,-0.00874102,0.63386143,-0.41926512
-5.80190095,1.13549834,-0.62884452,0.54254431,-0.43212400,0.14903685,-0.06827020,0.18050753,-0.13925142,0.21750868,-0.05346232,0.00005307,-0.00008105,0.05136062,-0.01430203,0.00847622,-0.00887191,0.64783998,-0.41984303
-5.79589795,1.16374147,-0.63062163,0.54018181,-0.43555277,0.15509784,-0.06827423,0.18055554,-0.13870198,0.22360236,-0.05355842,0.00005916,-0.00007149,0.05391695,-0.01318962,0.00912158,-0.00905226,0.66031778,-0.42362978
-5.78989495,1.18910704,-0.63685537,0.53612010,-0.44210455,0.16102726,-0.06883735,0.18010610,-0.13925545,0.22902672,-0.05400360,0.00006633,-0.00006263,0.05628056,-0.01219993,0.00980400,-0.00927708,0.67113958,-0.43032801
-5.78389195,1.21133626,-0.64703089,0.53038841,-0.45140888,0.16680480,-0.06989095,0.17918505,-0.14080542,0.23369740,-0.05475605,0.00007491,-0.00005450,0.05842528,-0.01133302,0.01052064,-0.00953990,0.68019561,-0.43957784
-5.77788894,1.23026596,-0.66054922,0.52305484,-0.46303344,0.17241903,-0.07136058,0.17783023,-0.14322419,0.23755335,-0.05576666,0.00008525,-0.00004711,0.06033132,-0.01058642,0.01126852,-0.00983291,0.68742770,-0.45096233
-5.77188594,1.24583894,-0.67673994,0.51422903,-0.47649169,0.17786813,-0.07316729,0.17609229,-0.14636502,0.24055978,-0.05698019,0.00009780,-0.00004046,0.06198635,-0.00995536,0.01204443,-0.01014726,0.69283427,-0.46401599
-5.76588294,1.25811143,-0.69487793,0.50406417,-0.49125336,0.18316022,-0.07522939,0.17403541,-0.15006523,0.24271051,-0.05833680,0.00011311,-0.00003452,0.06338636,-0.00943319,0.01284482,-0.01047334,0.69647390,-0.47823610
-5.75987994,1.26725746,-0.71420378,0.49275832,-0.50675764,0.18831341,-0.07746466,0.17173787,-0.15415022,0.24402949,-0.05977381,0.00013179,-0.00002928,0.06453627,-0.00901175,0.01366570,-0.01080120,0.69846717,-0.49309637
-5.75387694,1.27356970,-0.73394681,0.48055454,-0.52242834,0.19335542,-0.07979285,0.16929232,-0.15843809,0.24457147,-0.06122772,0.00015458,-0.00002469,0.06545038,-0.00868182,0.01450254,-0.01112088,0.69899678,-0.50806264
-5.74787394,1.27745675,-0.75335013,0.46773992,-0.53769055,0.19832298,-0.08213841,0.16680582,-0.16274481,0.24442184,-0.06263629,0.00018228,-0.00002072,0.06615247,-0.00843368,0.01535020,-0.01142285,0.69830562,-0.52260974
-5.74187094,1.27943678,-0.77169643,0.45464315,-0.55198813,0.20326075,-0.08443334,0.16439946,-0.16688970,0.24369545,-0.06394077,0.00021582,-0.00001733,0.06667574,-0.00825752,0.01620283,-0.01169845,0.69669296,-0.53623906
-5.73586793,1.28012783,-0.78833368,0.44163067,-0.56480120,0.20822016,-0.08662010,0.16220757,-0.17070090,0.24253477,-0.06508794,0.00025619,-0.00001448,0.06706249,-0.00814401,0.01705381,-0.01194024,0.69450874,-0.54849601
-5.72986493,1.28023483,-0.80269943,0.42910119,-0.57566308,0.21325787,-0.08865431,0.16037653,-0.17402081,0.24110707,-0.06603216,0.00030447,-0.00001212,0.06736358,-0.00808469,0.01789583,-0.01214241,0.69214608,-0.55898659
-5.72386193,1.28053401,-0.81434287,0.41747887,-0.58417566,0.21843415,-0.09050724,0.15906311,-0.17671101,0.23960106,-0.06673706,0.00036181,-0.00001022,0.06763767,-0.00807244,0.01872086,-0.01230106,0.69003220,-0.56739240
-5.71785893,1.28185493,-0.82294339,0.40720492,-0.59002286,0.22381112,-0.09216792,0.15843226,-0.17865671,0.23822283,-0.06717703,0.00042936,-0.00000873,0.06795034,-0.00810181,0.01952028,-0.01241446,0.68861816,-0.57348342
-5.71185593,1.28506076,-0.82832512,0.39872803,-0.59298126,0.22945090,-0.09364475,0.15865457,-0.17977034,0.23719141,-0.06733830,0.00050832,-0.00000764,0.06837303,-0.00816931,0.02028503,-0.01248325,0.68836742,-0.57712793
-5.70585293,1.29102743,-0.83046638,0.39249384,-0.59292766,0.23541380,-0.09496649,0.15990314,-0.17999422,0.23673395,-0.06721959,0.00059982,-0.00000691,0.06898181,-0.00827365,0.02100582,-0.01251050,0.68974390,-0.57829905
-5.69984992,1.30062201,-0.82950377,0.38893350,-0.58984311,0.24175641,-0.09618258,0.16235019,-0.17930222,0.23708072,-0.06683236,0.00070496,-0.00000654,0.06985613,-0.00841585,0.02167336,-0.01250173,0.69319953,-0.57707771
-5.69384692,1.31468102,-0.82573059,0.38845201,-0.58381322,0.24852983,-0.09736274,0.16616316,-0.17770023,0.23845996,-0.06620056,0.00082468,-0.00000651,0.07107741,-0.00859923,0.02227860,-0.01246479,0.69916194,-0.57365161
-5.68784392,1.33398904,-0.81958929,0.39141635,-0.57502477,0.25577784,-0.09859573,0.17150067,-0.17522552,0.24109285,-0.06535992,0.00095978,-0.00000685,0.07272754,-0.00882943,0.02281310,-0.01240969,0.70802237,-0.56831035
-5.68184092,1.35925821,-0.81165833,0.39814409,-0.56375863,0.26353521,-0.09998738,0.17850818,-0.17194501,0.24518849,-0.06435681,0.00111082,-0.00000755,0.07488732,-0.00911413,0.02326922,-0.01234833,0.72012433,-0.56143667
-5.67583792,1.39110891,-0.80263380,0.40889268,-0.55037944,0.27182604,-0.10165780,0.18731357,-0.16795247,0.25093920,-0.06324667,0.00127810,-0.00000867,0.07763480,-0.00946287,0.02364050,-0.01229410,0.73575311,-0.55349418
-5.66983492,1.43005217,-0.79330616,0.42384997,-0.53532233,0.28066220,-0.10373791,0.19802276,-0.16336474,0.25851603,-0.06209214,0.00146156,-0.00001023,0.08104362,-0.00988664,0.02392180,-0.01226150,0.75512665,-0.54501189
-5.66383192,1.47647410,-0.78453323,0.44312628,-0.51907727,0.29004192,-0.10636532,0.21071543,-0.15831733,0.26806477,-0.06096087,0.00166080,-0.00001230,0.08518126,-0.01039743,0.02410961,-0.01226558,0.77838790,-0.53656616
-5.65782891,1.53062292,-0.77721001,0.46674838,-0.50217165,0.29994851,-0.10967972,0.22544111,-0.15295927,0.27970230,-0.05992310,0.00187497,-0.00001496,0.09010725,-0.01100767,0.02420211,-0.01232147,0.80559890,-0.52876071
-5.65182591,1.59259878,-0.77223661,0.49465580,-0.48515190,0.31034935,-0.11381785,0.24221564,-0.14744775,0.29351365,-0.05904917,0.00210277,-0.00001832,0.09587148,-0.01172969,0.02419929,-0.01244376,0.83673697,-0.52220528
-5.64582291,1.66234694,-0.77048540,0.52669953,-0.46856461,0.32119517,-0.11890828,0.26101830,-0.14194246,0.30954957,-0.05840700,0.00234245,-0.00002249,0.10251253,-0.01257500,0.02410291,-0.01264597,0.87169301,-0.51749390
-5.63981991,1.73965459,-0.77276846,0.56264348,-0.45293823,0.33241971,-0.12506615,0.28178976,-0.13660012,0.32782495,-0.05805951,0.00259176,-0.00002763,0.11005617,-0.01355367,0.02391648,-0.01294001,0.91027221,-0.51518342
-5.63381691,1.82415176,-0.77980667,0.60216864,-0.43876567,0.34393989,-0.13238813,0.30443083,-0.13156924,0.34831798,-0.05806234,0.00284802,-0.00003392,0.11851405,-0.01467363,0.02364510,-0.01333560,0.95219712,-0.51577321
-5.62781391,1.91531637,-0.79220155,0.64487995,-0.42648874,0.35565644,-0.14094769,0.32880250,-0.12698529,0.37097026,-0.05846171,0.00310811,-0.00004156,0.12788270,-0.01594001,0.02329522,-0.01383987,0.99711322,-0.51968667
-5.62181091,2.01248375,-0.81041093,0.69031566,-0.41648474,0.36745526,-0.15079099,0.35472690,-0.12296669,0.39568780,-0.05929257,0.00336853,-0.00005080,0.13814294,-0.01735455,0.02287444,-0.01445693,1.04459688,-0.52725533
-5.61580790,2.11486051,-0.83472944,0.73795901,-0.40905588,0.37920934,-0.16193359,0.38198973,-0.11961137,0.42234307,-0.06057716,0.00362549,-0.00006192,0.14925967,-0.01891508,0.02239119,-0.01518759,1.09416541,-0.53870623
-5.60980490,2.22154261,-0.86527473,0.78725170,-0.40442169,0.39078141,-0.17435811,0.41034380,-0.11699437,0.45077796,-0.06232402,0.00387496,-0.00007523,0.16118228,-0.02061509,0.02185446,-0.01602912,1.14528915,-0.55415293
-5.60380190,2.33153715,-0.90197990,0.83760878,-0.40271471,0.40202717,-0.18801295,0.43951384,-0.11516635,0.48080769,-0.06452739,0.00411282,-0.00009111,0.17384554,-0.02244350,0.02127345,-0.01697522,1.19740498,-0.57359069
-5.59779890,2.44378736,-0.94459276,0.88843418,-0.40397959,0.41279912,-0.20281238,0.46920240,-0.11415303,0.51222561,-0.06716722,0.00433494,-0.00010993,0.18717119,-0.02438449,0.02065732,-0.01801604,1.24993095,-0.59689596
-5.59179590,2.55719993,-0.99268192,0.93913651,-0.40817549,0.42295078,-0.21863779,0.49909681,-0.11395568,0.54480861,-0.07020955,0.00453729,-0.00013214,0.20107002,-0.02641758,0.02001489,-0.01913835,1.30228135,-0.62383034
-5.58579290,2.67067367,-1.04564970,0.98914416,-0.41518169,0.43234125,-0.23534036,0.52887675,-0.11455241,0.57832311,-0.07360757,0.00471609,-0.00015819,0.21544459,-0.02851790,0.01935446,-0.02032580,1.35388160,-0.65404886
-5.57978989,2.78312842,-1.10275144,1.03791927,-0.42480604,0.44083981,-0.25274487,0.55822247,-0.11590044,0.61253141,-0.07730299,0.00486792,-0.00018858,0.23019237,-0.03065657,0.01868364,-0.02155940,1.40418242,-0.68711226
-5.57378689,2.89353306,-1.16312055,1.08496992,-0.43679588,0.44833037,-0.27065473,0.58682313,-0.11793889,0.64719793,-0.08122791,0.00498983,-0.00022380,0.24520929,-0.03280139,0.01800920,-0.02281798,1.45267260,-0.72250299
-5.56778389,3.00093132,-1.22579835,1.12986000,-0.45085096,0.45471567,-0.28885790,0.61438514,-0.12059227,0.68209545,-0.08530710,0.00507943,-0.00026437,0.26039348,-0.03491755,0.01733704,-0.02407883,1.49888979,-0.75964403
-5.56178089,3.10446453,-1.28976740,1.17221638,-0.46663773,0.45992080,-0.30713353,0.64064000,-0.12377428,0.71701077,-0.08946048,0.00513497,-0.00031077,0.27564916,-0.03696864,0.01667216,-0.02531834,1.54242897,-0.79791999
-5.55577789,3.20339016,-1.35398712,1.21173332,-0.48380431,0.46389604,-0.32525897,0.66535157,-0.12739188,0.75174974,-0.09360581,0.00515541,-0.00036347,0.29089031,-0.03891761,0.01601871,-0.02651276,1.58294819,-0.83669947
-5.54977489,3.29709564,-1.41742985,1.24817388,-0.50199559,0.46661877,-0.34301687,0.68832230,-0.13134928,0.78614139,-0.09766145,0.00514046,-0.00042289,0.30604421,-0.04072798,0.01538009,-0.02763890,1.62017155,-0.87535772
-5.54377189,3.38510702,-1.47911598,1.28136861,-0.52086754,0.46809435,-0.36020200,0.70939831,-0.13555192,0.82004109,-0.10154913,0.00509054,-0.00048937,0.32105441,-0.04236492,0.01475897,-0.02867486,1.65388932,-0.91329845
-5.53776888,3.46709227,-1.53814623,1.31121178,-0.54010031,0.46835596,-0.37662744,0.72847315,-0.13990992,0.85333255,-0.10519647,0.00500685,-0.00056314,0.33588317,-0.04379640,0.01415749,-0.02960064,1.68395558,-0.94997399
-5.53176588,3.54285963,-1.59372984,1.33765550,-0.55940924,0.46746335,-0.39212980,0.74549003,-0.14434118,0.88592877,-0.10853930,0.00489123,-0.00064433,0.35051322,-0.04499421,0.01357733,-0.03039883,1.71028364,-0.98490257
-5.52576288,3.61235138,-1.64520697,1.36070252,-0.57855350,0.46550061,-0.40657328,0.76044271,-0.14877377,0.91777195,-0.11152353,0.00474615,-0.00073290,0.36494860,-0.04593494,0.01301984,-0.03105498,1.73283984,-1.01768202
-5.51975988,3.67563381,-1.69206452,1.38039798,-0.59734168,0.46257308,-0.41985216,0.77337475,-0.15314756,0.94883246,-0.11410668,0.00457462,-0.00082865,0.37921482,-0.04660071,0.01248613,-0.03155805,1.75163619,-1.04799923
-5.51375688,3.73288442,-1.73394438,1.39682100,-0.61563430,0.45880356,-0.43189188,0.78437747,-0.15741516,0.97910704,-0.11625872,0.00438009,-0.00093118,0.39335809,-0.04697975,0.01197719,-0.03190061,1.76672265,-1.07563481
-5.50775388,3.78437721,-1.77064392,1.41007664,-0.63334304,0.45432798,-0.44264833,0.79358665,-0.16154191,1.00861658,-0.11796250,0.00416631,-0.00103988,0.40744381,-0.04706671,0.01149388,-0.03207893,1.77817961,-1.10046281
-5.50175088,3.83046726,-1.80210879,1.42028857,-0.65042672,0.44929086,-0.45210577,0.80117801,-0.16550520,1.03740340,-0.11921347,0.00393724,-0.00115391,0.42155430,-0.04686285,0.01103707,-0.03209292,1.78611103,-1.12244567
-5.49574787,3.87157542,-1.82841849,1.42759309,-0.66688440,0.44384054,-0.46027322,0.80736186,-0.16929302,1.06552866,-0.12001900,0.00369692,-0.00127224,0.43578602,-0.04637581,0.01060754,-0.03194596,1.79063885,-1.14162457
-5.48974487,3.90817397,-1.84976578,1.43213448,-0.68274604,0.43812474,-0.46717977,0.81237695,-0.17290192,1.09306964,-0.12039706,0.00344936,-0.00139358,0.45024631,-0.04561930,0.01020605,-0.03164458,1.79189883,-1.15810605
-5.48374187,3.94077369,-1.86643125,1.43406204,-0.69806125,0.43228630,-0.47286907,0.81648381,-0.17633458,1.12011739,-0.12037456,0.00319843,-0.00151645,0.46504978,-0.04461248,0.00983328,-0.03119802,1.79003802,-1.17204551
-5.47773887,3.96991284,-1.87875468,1.43352841,-0.71288693,0.42645936,-0.47739338,0.81995763,-0.17959705,1.14677465,-0.11998539,0.00294778,-0.00163919,0.48031463,-0.04337927,0.00948982,-0.03061780,1.78521374,-1.18362899
-5.47173587,3.99614791,-1.88710500,1.43068928,-0.72727464,0.42076623,-0.48080754,0.82308106,-0.18269598,1.17315405,-0.11926821,0.00270074,-0.00176000,0.49615888,-0.04194739,0.00917605,-0.02991715,1.77759391,-1.19305406
-5.46573287,4.02004594,-1.89185090,1.42570389,-0.74125843,0.41531476,-0.48316342,0.82613692,-0.18563595,1.19937661,-0.11826423,0.00246028,-0.00187695,0.51269675,-0.04034744,0.00889216,-0.02911049,1.76735832,-1.20051131
-5.45972986,4.04217809,-1.89333375,1.41873611,-0.75484417,0.41019641,-0.48450503,0.82940101,-0.18841720,1.22557038,-0.11701503,0.00222894,-0.00198806,0.53003519,-0.03861183,0.00863809,-0.02821283,1.75470043,-1.20616762
-5.45372686,4.06311384,-1.89184479,1.40995550,-0.76800103,0.40548497,-0.48486473,0.83313523,-0.19103382,1.25186905,-0.11556056,0.00200883,-0.00209133,0.54827073,-0.03677383,0.00841344,-0.02723935,1.73982915,-1.21015212
-5.44772386,4.08341511,-1.88760787,1.39953806,-0.78065574,0.40123582,-0.48426085,0.83758105,-0.19347261,1.27841032,-0.11393750,0.00180161,-0.00218484,0.56748662,-0.03486658,0.00821747,-0.02620486,1.72297004,-1.21254610
-5.44172086,4.10362988,-1.88076878,1.38766625,-0.79269019,0.39748580,-0.48269672,0.84295360,-0.19571269,1.30533385,-0.11217795,0.00160849,-0.00226676,0.58775035,-0.03292226,0.00804907,-0.02512349,1.70436557,-1.21337716
-5.43571786,4.12428460,-1.87139197,1.37452795,-0.80394270,0.39425348,-0.48016132,0.84943638,-0.19772601,1.33277867,-0.11030859,0.00143028,-0.00233543,0.60911147,-0.03097133,0.00790675,-0.02400840,1.68427404,-1.21261835
-5.42971486,4.14587521,-1.85946456,1.36031439,-0.81421283,0.39153979,-0.47663136,0.85717685,-0.19947853,1.36087973,-0.10835034,0.00126736,-0.00238943,0.63159983,-0.02904201,0.00778865,-0.02287154,1.66296680,-1.21019210
-5.42371186,4.16885663,-1.84490745,1.34521685,-0.82326984,0.38932900,-0.47207476,0.86628302,-0.20093232,1.38976381,-0.10631851,0.00111980,-0.00242761,0.65522413,-0.02715986,0.00769257,-0.02172356,1.64072395,-1.20597883
-5.41770885,4.19363081,-1.82759268,1.32942240,-0.83086404,0.38758998,-0.46645519,0.87682119,-0.20204818,1.41954445,-0.10422334,0.00098734,-0.00244914,0.67997085,-0.02534752,0.00761600,-0.02057378,1.61782832,-1.19982966
-5.41170585,4.22053386,-1.80736574,1.31310887,-0.83674080,0.38627753,-0.45973738,0.88881495,-0.20278884,1.45031633,-0.10207103,0.00086946,-0.00245355,0.70580353,-0.02362468,0.00755619,-0.01943025,1.59455831,-1.19158236
-5.40570285,4.24982282,-1.78407140,1.29643947,-0.84065613,0.38533402,-0.45189287,0.90224563,-0.20312249,1.48214912,-0.09986498,0.00076545,-0.00244071,0.73266239,-0.02200814,0.00751018,-0.01829980,1.57117966,-1.18107956
-5.39969985,4.28166296,-1.75758121,1.27955745,-0.84239309,0.38469110,-0.44290572,0.91705420,-0.20302629,1.51508102,-0.09760732,0.00067443,-0.00241088,0.76046443,-0.02051198,0.00747496,-0.01718823,1.54793694,-1.16818798
-5.39369685,4.31611651,-1.72782087,1.26258122,-0.84177800,0.38427154,-0.43277785,0.93314469,-0.20248988,1.54911263,-0.09530052,0.00059541,-0.00236469,0.78910392,-0.01914788,0.00744748,-0.01610043,1.52504521,-1.15281743
-5.38769385,4.35313392,-1.69479553,1.24560050,-0.83869543,0.38399126,-0.42153367,0.95038900,-0.20151842,1.58420111,-0.09294888,0.00052734,-0.00230310,0.81845337,-0.01792544,0.00742479,-0.01504059,1.50268242,-1.13493840
-5.38169085,4.39254845,-1.65861153,1.22867382,-0.83310112,0.38376148,-0.40922360,0.96863317,-0.20013512,1.62025552,-0.09056010,0.00046915,-0.00222740,0.84836503,-0.01685260,0.00740415,-0.01401232,1.48098326,-1.11459696
-5.37568784,4.43407503,-1.61949279,1.21182761,-0.82503194,0.38349093,-0.39592633,0.98770469,-0.19838297,1.65713337,-0.08814639,0.00041976,-0.00213911,0.87867289,-0.01593594,0.00738312,-0.01301883,1.46003481,-1.09192616
-5.36968484,4.47731383,-1.57779105,1.19505722,-0.81461226,0.38308831,-0.38174962,1.00742076,-0.19632555,1.69463889,-0.08572545,0.00037813,-0.00204001,0.90919526,-0.01518108,0.00735965,-0.01206303,1.43987456,-1.06715294
-5.36368184,4.52175904,-1.53398896,1.17832989,-0.80205618,0.38246475,-0.36682955,1.02759700,-0.19404687,1.73252339,-0.08332094,0.00034329,-0.00193200,0.93973788,-0.01459290,0.00733220,-0.01114762,1.42049081,-1.04060022
-5.35767884,4.56681265,-1.48869583,1.16158949,-0.78766556,0.38153635,-0.35132834,1.04805634,-0.19165013,1.77048771,-0.08096266,0.00031434,-0.00181711,0.97009738,-0.01417579,0.00729981,-0.01027511,1.40182580,-1.01268379
-5.35167584,4.61180301,-1.44263613,1.14476298,-0.77182366,0.38022677,-0.33543072,1.06863757,-0.18925547,1.80818697,-0.07868625,0.00029046,-0.00169739,1.00006527,-0.01393370,0.00726216,-0.00944791,1.38378134,-0.98390420
-5.34567284,4.65600755,-1.39663118,1.12776819,-0.75498473,0.37846972,-0.31933917,1.08920308,-0.18699672,1.84523750,-0.07653242,0.00027094,-0.00157485,1.02943207,-0.01387020,0.00721967,-0.00866824,1.36622672,-0.95483389
