energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,15.89288264,2.71367909,11.16527929,0.04281069,1.04597051,0.08102851,2.42522057,1.72075699,0.58385162
-5.99399700,15.84032460,2.71046712,11.14900604,0.04271465,1.04224132,0.07993860,2.40497130,1.71344232,0.57884449
-5.98799400,15.78010707,2.70540015,11.12526225,0.04261111,1.03721277,0.07892090,2.38568297,1.70461513,0.57479535
-5.98199100,15.71333600,2.69870698,11.09475995,0.04250220,1.03095206,0.07798805,2.36755868,1.69447084,0.57172786
-5.97598799,15.64107725,2.69062173,11.05822519,0.04238981,1.02353987,0.07715027,2.35074499,1.68320255,0.56964199
-5.96998499,15.56432534,2.68137616,11.01637646,0.04227540,1.01506842,0.07641506,2.33532752,1.67099484,0.56851387
-5.96398199,15.48397763,2.67119355,10.96990549,0.04215990,1.00563937,0.07578696,2.32132896,1.65801867,0.56829638
-5.95797899,15.40081528,2.66028415,10.91946137,0.04204356,0.99536179,0.07526739,2.30870950,1.64442781,0.56892026
-5.95197599,15.31549162,2.64884255,10.86563855,0.04192596,0.98435010,0.07485468,2.29736995,1.63035677,0.57029608
-5.94597299,15.22852840,2.63704683,10.80896897,0.04180591,0.97272215,0.07454414,2.28715728,1.61592039,0.57231662
-5.93996998,15.14031938,2.62505941,10.74991828,0.04168154,0.96059736,0.07432826,2.27787251,1.60121481,0.57486000
-5.93396698,15.05114054,2.61302925,10.68888586,0.04155028,0.94809503,0.07419707,2.26928046,1.58631979,0.57779313
-5.92796398,14.96116564,2.60109498,10.62620794,0.04140903,0.93533269,0.07413851,2.26112105,1.57130191,0.58097557
-5.92196098,14.87048556,2.58938867,10.56216328,0.04125423,0.92242457,0.07413890,2.25312141,1.55621848,0.58426353
-5.91595798,14.77912964,2.57803948,10.49698018,0.04108203,0.90948011,0.07418351,2.24500833,1.54112164,0.58751398
-5.90995498,14.68708744,2.56717706,10.43084436,0.04088847,0.89660261,0.07425703,2.23652030,1.52606229,0.59058857
-5.90395198,14.59432901,2.55693401,10.36390653,0.04066964,0.88388779,0.07434414,2.22741873,1.51109355,0.59335740
-5.89794897,14.50082258,2.54744731,10.29628919,0.04042186,0.87142264,0.07443004,2.21749752,1.49627344,0.59570224
-5.89194597,14.40654836,2.53885851,10.22809205,0.04014182,0.85928415,0.07450086,2.20659082,1.48166640,0.59751936
-5.88594297,14.31150795,2.53131242,10.15939578,0.03982676,0.84753838,0.07454412,2.19457846,1.46734374,0.59872164
-5.87993997,14.21572897,2.52495472,10.09026403,0.03947455,0.83623963,0.07454899,2.18138896,1.45338277,0.59924005
-5.87393697,14.11926513,2.51992824,10.02074371,0.03908382,0.82542989,0.07450654,2.16699996,1.43986482,0.59902436
-5.86793397,14.02219209,2.51636853,9.95086399,0.03865399,0.81513862,0.07440988,2.15143622,1.42687206,0.59804310
-5.86193097,13.92459982,2.51439878,9.88063408,0.03818534,0.80538283,0.07425420,2.13476543,1.41448365,0.59628287
-5.85592796,13.82658249,2.51412459,9.81004052,0.03767897,0.79616761,0.07403671,2.11709195,1.40277112,0.59374697
-5.84992496,13.72822660,2.51562883,9.73904414,0.03713679,0.78748692,0.07375656,2.09854917,1.39179357,0.59045347
-5.84392196,13.62959854,2.51896697,9.66757732,0.03656146,0.77932485,0.07341457,2.07929064,1.38159287,0.58643281
-5.83791896,13.53073225,2.52416302,9.59554161,0.03595632,0.77165706,0.07301302,2.05948067,1.37218917,0.58172519
-5.83191596,13.43161791,2.53120645,9.52280618,0.03532527,0.76445247,0.07255535,2.03928479,1.36357705,0.57637762
-5.82591296,13.33219210,2.54004995,9.44920704,0.03467271,0.75767506,0.07204585,2.01886058,1.35572252,0.57044110
-5.81990995,13.23233004,2.55060824,9.37454724,0.03400336,0.75128565,0.07148926,1.99834922,1.34856110,0.56396780
-5.81390695,13.13183996,2.56275783,9.29859798,0.03332217,0.74524357,0.07089051,1.97786827,1.34199708,0.55700850
