energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-5.77188594,3.08219865,0.03359489,0.00068471,0.00742451,2.47720470,2.58179797,1.28920378
-5.76588294,3.05770209,0.03225663,0.00068640,0.00705723,2.45967626,2.58724998,1.27585135
-5.75987994,3.02718390,0.03090311,0.00068602,0.00668652,2.43723073,2.58653298,1.26008306
-5.75387694,2.99026829,0.02954342,0.00068343,0.00631548,2.40953606,2.57899018,1.24180175
-5.74787394,2.94655846,0.02818471,0.00067850,0.00594691,2.37624474,2.56398769,1.22089387
-5.74187094,2.89567012,0.02683237,0.00067112,0.00558327,2.33702170,2.54094874,1.19724243
-5.73586793,2.83726698,0.02549033,0.00066121,0.00522664,2.29157376,2.50938764,1.17074110
-5.72986493,2.77109578,0.02416134,0.00064874,0.00487877,2.23967859,2.46894188,1.14130846
-5.72386193,2.69701868,0.02284736,0.00063370,0.00454106,2.18121130,2.41940014,1.10890156
-5.71785893,2.61504077,0.02154986,0.00061615,0.00421461,2.11616704,2.36072464,1.07352769
-5.71185593,2.52533097,0.02027013,0.00059619,0.00390023,2.04467802,2.29306649,1.03525379
-5.70585293,2.42823505,0.01900956,0.00057396,0.00359854,1.96702402,2.21677305,0.99421280
-5.69984992,2.32427996,0.01776983,0.00054966,0.00330996,1.88363562,2.13238697,0.95060651
-5.69384692,2.21416914,0.01655309,0.00052354,0.00303476,1.79509018,2.04063675,0.90470485
-5.68784392,2.09876933,0.01536196,0.00049588,0.00277312,1.70210062,1.94241955,0.85684173
-5.68184092,1.97908960,0.01419962,0.00046698,0.00252513,1.60549794,1.83877707,0.80740756
-5.67583792,1.85625396,0.01306969,0.00043718,0.00229082,1.50620839,1.73086599,0.75683912
-5.66983492,1.73146914,0.01197621,0.00040683,0.00207019,1.40522675,1.61992427,0.70560727
-5.66383192,1.60598941,0.01092343,0.00037628,0.00186320,1.30358722,1.50723540,0.65420338
-5.65782891,1.48108039,0.00991572,0.00034587,0.00166977,1.20233340,1.39409211,0.60312509
-5.65182591,1.35798367,0.00895744,0.00031593,0.00148980,1.10248908,1.28176135,0.55286228
-5.64582291,1.23788397,0.00805275,0.00028677,0.00132314,1.00503109,1.17145216,0.50388389
-5.63981991,1.12188033,0.00720554,0.00025867,0.00116961,0.91086547,1.06428758,0.45662629
-5.63381691,1.01096248,0.00641935,0.00023186,0.00102898,0.82080793,0.96128166,0.41148358
-5.62781391,0.90599300,0.00569731,0.00020655,0.00090098,0.73556909,0.86332232,0.36880013
-5.62181091,0.80769593,0.00504219,0.00018290,0.00078528,0.65574493,0.77116012,0.32886574
-5.61580790,0.71665145,0.00445641,0.00016105,0.00068153,0.58181232,0.68540317,0.29191311
-5.60980490,0.63329669,0.00394217,0.00014108,0.00058935,0.51412945,0.60651755,0.25811784
-5.60380190,0.55793169,0.00350160,0.00012305,0.00050833,0.45294057,0.53483294,0.22760045
-5.59779890,0.49072984,0.00313688,0.00010698,0.00043807,0.39838425,0.47055232,0.20043020
-5.59179590,0.43175175,0.00285050,0.00009287,0.00037819,0.35050451,0.41376505,0.17663033
-5.58579290,0.38096145,0.00264541,0.00008070,0.00032834,0.30926378,0.36446222,0.15618419
-5.57978989,0.33824381,0.00252532,0.00007045,0.00028823,0.27455681,0.32255318,0.13904195
-5.57378689,0.30342212,0.00249483,0.00006206,0.00025769,0.24622476,0.28788241,0.12512725
-5.56778389,0.27627490,0.00255967,0.00005549,0.00023663,0.22406857,0.26024574,0.11434373
-5.56178089,0.25655114,0.00272689,0.00005069,0.00022511,0.20786113,0.23940518,0.10658076
-5.55577789,0.24398333,0.00300491,0.00004764,0.00022336,0.19735765,0.22510186,0.10171845
-5.54977489,0.23829775,0.00340366,0.00004630,0.00023178,0.19230389,0.21706644,0.09963153
-5.54377189,0.23922186,0.00393456,0.00004665,0.00025098,0.19244215,0.21502696,0.10019211
-5.53776888,0.24648863,0.00461044,0.00004868,0.00028178,0.19751483,0.21871385,0.10327130
-5.53176588,0.25983782,0.00544538,0.00005240,0.00032525,0.20726585,0.22786224,0.10873974
-5.52576288,0.27901459,0.00645450,0.00005781,0.00038268,0.22143994,0.24221164,0.11646705
-5.51975988,0.30376562,0.00765356,0.00006493,0.00045562,0.23978031,0.26150347,0.12632059
-5.51375688,0.33383320,0.00905860,0.00007380,0.00054584,0.26202484,0.28547661,0.13816340
-5.50775388,0.36894787,0.01068532,0.00008442,0.00065538,0.28790148,0.31386150,0.15185179
-5.50175088,0.40882015,0.01254857,0.00009684,0.00078645,0.31712306,0.34637343,0.16723278
-5.49574787,0.45313190,0.01466158,0.00011104,0.00094149,0.34938214,0.38270521,0.18414143
-5.48974487,0.50152788,0.01703532,0.00012704,0.00112308,0.38434628,0.42252012,0.20239854
-5.48374187,0.55360828,0.01967769,0.00014480,0.00133394,0.42165413,0.46544538,0.22180878
-5.47773887,0.60892248,0.02259283,0.00016428,0.00157685,0.46091264,0.51106670,0.24215940
-5.47173587,0.66696478,0.02578039,0.00018540,0.00185460,0.50169588,0.55892440,0.26321982
-5.46573287,0.72717234,0.02923494,0.00020806,0.00216992,0.54354544,0.60851144,0.28474205
-5.45972986,0.78892582,0.03294549,0.00023211,0.00252539,0.58597280,0.65927357,0.30646212
-5.45372686,0.85155273,0.03689507,0.00025738,0.00292336,0.62846349,0.71061195,0.32810251
-5.44772386,0.91433386,0.04106067,0.00028366,0.00336586,0.67048330,0.76188823,0.34937555
-5.44172086,0.97651256,0.04541321,0.00031069,0.00385449,0.71148610,0.81243218,0.36998776
-5.43571786,1.03730672,0.04991787,0.00033823,0.00439028,0.75092334,0.86155161,0.38964496
-5.42971486,1.09592335,0.05453454,0.00036596,0.00497363,0.78825476,0.90854460,0.40805813
-5.42371186,1.15157504,0.05921862,0.00039359,0.00560417,0.82296002,0.95271338,0.42494960
-5.41770885,1.20349795,0.06392191,0.00042079,0.00628067,0.85455087,0.99337975,0.44005967
-5.41170585,1.25097064,0.06859377,0.00044725,0.00700095,0.88258322,1.02990118,0.45315311
-5.40570285,1.29333291,0.07318235,0.00047267,0.00776178,0.90666886,1.06168732,0.46402546
-5.39969985,1.33000397,0.07763595,0.00049676,0.00855889,0.92648619,1.08821598,0.47250890
-5.39369685,1.36049916,0.08190436,0.00051926,0.00938685,0.94178942,1.10904819,0.47847733
-5.38769385,1.38444434,0.08594023,0.00053996,0.01023915,0.95241611,1.12384152,0.48185053
-5.38169085,1.40158754,0.08970026,0.00055867,0.01110822,0.95829232,1.13236117,0.48259716
-5.37568784,1.41180698,0.09314634,0.00057526,0.01198549,0.95943549,1.13448836,0.48073662
-5.36968484,1.41511551,0.09624638,0.00058965,0.01286153,0.95595462,1.13022552,0.47633934
-5.36368184,1.41166076,0.09897503,0.00060180,0.01372624,0.94804790,1.11969827,0.46952598
-5.35767884,1.40172152,0.10131403,0.00061173,0.01456902,0.93599787,1.10315381,0.46046505
-5.35167584,1.38570013,0.10325238,0.00061949,0.01537906,0.92016427,1.08095605,0.44936949
-5.34567284,1.36411158,0.10478630,0.00062519,0.01614560,0.90097505,1.05357756,0.43649208
-5.33966983,1.33756964,0.10591886,0.00062895,0.01685827,0.87891581,1.02158872,0.42212003
-5.33366683,1.30677108,0.10665958,0.00063091,0.01750746,0.85451836,0.98564468,0.40656896
-5.32766383,1.27247835,0.10702384,0.00063126,0.01808460,0.82834879,0.94647053,0.39017646
-5.32166083,1.23550192,0.10703224,0.00063016,0.01858260,0.80099561,0.90484537,0.37329562
-5.31565783,1.19668295,0.10670996,0.00062777,0.01899612,0.77305856,0.86158611,0.35628860
-5.30965483,1.15687700,0.10608623,0.00062428,0.01932193,0.74513830,0.81753119,0.33952069
-5.30365183,1.11693945,0.10519384,0.00061981,0.01955914,0.71782756,0.77352529,0.32335474
-5.29764882,1.07771308,0.10406881,0.00061451,0.01970946,0.69170379,0.73040498,0.30814638
-5.29164582,1.04001795,0.10275023,0.00060850,0.01977731,0.66732332,0.68898600,0.29423977
-5.28564282,1.00464375,0.10128019,0.00060187,0.01976991,0.64521720,0.65005214,0.28196417
-5.27963982,0.97234427,0.09970395,0.00059471,0.01969728,0.62588819,0.61434591,0.27163098
-5.27363682,0.94383377,0.09807006,0.00058710,0.01957210,0.60980891,0.58256074,0.26353135
-5.26763382,0.91978458,0.09643064,0.00057911,0.01940955,0.59742046,0.55533471,0.25793400
-5.26163082,0.90082540,0.09484150,0.00057080,0.01922696,0.58913125,0.53324533,0.25508325
-5.25562781,0.88753951,0.09336229,0.00056226,0.01904350,0.58531552,0.51680515,0.25519688
-5.24962481,0.88046233,0.09205635,0.00055357,0.01887962,0.58631108,0.50645778,0.25846380
-5.24362181,0.88007769,0.09099035,0.00054484,0.01875658,0.59241605,0.50257397,0.26504131
-5.23761881,0.88681222,0.09023364,0.00053619,0.01869577,0.60388416,0.50544746,0.27505192
-5.23161581,0.90102789,0.08985721,0.00052774,0.01871807,0.62091873,0.51529051,0.28857964
-5.22561281,0.92301233,0.08993227,0.00051966,0.01884318,0.64366522,0.53222882,0.30566593
-5.21960980,0.95296726,0.09052844,0.00051210,0.01908887,0.67220269,0.55629609,0.32630530
-5.21360680,0.99099551,0.09171163,0.00050523,0.01947033,0.70653445,0.58742830,0.35044085
-5.20760380,1.03708711,0.09354160,0.00049923,0.01999948,0.74657851,0.62545810,0.37796012
-5.20160080,1.09110542,0.09606929,0.00049425,0.02068439,0.79215837,0.67010957,0.40869134
-5.19559780,1.15277419,0.09933409,0.00049043,0.02152879,0.84299497,0.72099410,0.44240067
-5.18959480,1.22166663,0.10336111,0.00048789,0.02253164,0.89870039,0.77760774,0.47879062
-5.18359180,1.29719753,0.10815863,0.00048671,0.02368686,0.95877412,0.83933072,0.51750007
-5.17758879,1.37861941,0.11371591,0.00048693,0.02498328,1.02260242,0.90542952,0.55810610
-5.17158579,1.46502360,0.12000139,0.00048853,0.02640462,1.08946138,0.97506220,0.60012791
-5.16558279,1.55534685,0.12696159,0.00049146,0.02792974,1.15852396,1.04728701,0.64303286
-5.15957979,1.64838395,0.13452067,0.00049559,0.02953311,1.22887120,1.12107472,0.68624472
-5.15357679,1.74280640,0.14258091,0.00050078,0.03118530,1.29950753,1.19532460,0.72915396
-5.14757379,1.83718708,0.15102402,0.00050680,0.03285380,1.36937992,1.26888380,0.77112994
-5.14157079,1.93003018,0.15971330,0.00051341,0.03450389,1.43740042,1.34056984,0.81153455
-5.13556778,2.01980590,0.16849688,0.00052032,0.03609965,1.50247138,1.40919569,0.84973706
-5.12956478,2.10498850,0.17721152,0.00052725,0.03760505,1.56351257,1.47359657,0.88512947
-5.12356178,2.18409666,0.18568732,0.00053387,0.03898509,1.61948916,1.53265774,0.91714204
-5.11755878,2.25573449,0.19375284,0.00053990,0.04020693,1.66943965,1.58534225,0.94525824
-5.11155578,2.31863162,0.20124060,0.00054506,0.04124094,1.71250255,1.63071767,0.96902862
-5.10555278,2.37168092,0.20799270,0.00054908,0.04206172,1.74794082,1.66798068,0.98808312
-5.09954977,2.41397201,0.21386631,0.00055177,0.04264893,1.77516319,1.69647879,1.00214122
-5.09354677,2.44481936,0.21873877,0.00055297,0.04298799,1.79374122,1.71572791,1.01101955
-5.08754377,2.46378357,0.22251215,0.00055258,0.04307048,1.80342168,1.72542542,1.01463670
-5.08154077,2.47068496,0.22511696,0.00055058,0.04289444,1.80413350,1.72545793,1.01301501
-5.07553777,2.46560870,0.22651486,0.00054698,0.04246435,1.79598912,1.71590343,1.00627913
-5.06953477,2.44890118,0.22670031,0.00054191,0.04179087,1.77927994,1.69702769,0.99465161
-5.06353177,2.42115762,0.22570097,0.00053550,0.04089039,1.75446620,1.66927503,0.97844541
-5.05752876,2.38320137,0.22357694,0.00052798,0.03978439,1.72216145,1.63325371,0.95805386
-5.05152576,2.33605562,0.22041878,0.00051959,0.03849855,1.68311235,1.58971652,0.93393824
-5.04552276,2.28090852,0.21634448,0.00051064,0.03706180,1.63817429,1.53953738,0.90661349
-5.03951976,2.21907324,0.21149544,0.00050141,0.03550527,1.58828402,1.48368469,0.87663262
-5.03351676,2.15194434,0.20603182,0.00049222,0.03386115,1.53443012,1.42319250,0.84457036
-5.02751376,2.08095240,0.20012715,0.00048339,0.03216164,1.47762244,1.35913071,0.81100658
-5.02151076,2.00751849,0.19396285,0.00047518,0.03043789,1.41886174,1.29257513,0.77651018
-5.01550775,1.93301049,0.18772251,0.00046784,0.02871904,1.35911063,1.22457879,0.74162392
-5.00950475,1.85870274,0.18158640,0.00046158,0.02703143,1.29926682,1.15614525,0.70685077
-5.00350175,1.78574081,0.17572630,0.00045652,0.02539793,1.24013979,1.08820498,0.67264222
-4.99749875,1.71511237,0.17030088,0.00045276,0.02383747,1.18243158,1.02159545,0.63938890
-4.99149575,1.64762547,0.16545170,0.00045030,0.02236474,1.12672238,0.95704546,0.60741379
-4.98549275,1.58389460,0.16129996,0.00044908,0.02099007,1.07346144,0.89516416,0.57696820
-4.97948974,1.52433494,0.15794407,0.00044899,0.01971953,1.02296331,0.83643488,0.54823048
-4.97348674,1.46916469,0.15545798,0.00044984,0.01855516,0.97540952,0.78121355,0.52130748
-4.96748374,1.41841499,0.15389030,0.00045139,0.01749534,0.93085543,0.72973174,0.49623850
-4.96148074,1.37194655,0.15326408,0.00045337,0.01653525,0.88924157,0.68210359,0.47300146
-4.95547774,1.32947211,0.15357732,0.00045546,0.01566748,0.85040900,0.63833629,0.45152094
-4.94947474,1.29058326,0.15480391,0.00045733,0.01488264,0.81411772,0.59834327,0.43167762
-4.94347174,1.25478033,0.15689513,0.00045866,0.01417001,0.78006718,0.56195949,0.41331868
-4.93746873,1.22150373,0.15978144,0.00045913,0.01351814,0.74791797,0.52895799,0.39626862
-4.93146573,1.19016553,0.16337466,0.00045844,0.01291550,0.71731362,0.49906693,0.38034013
-4.92546273,1.16017969,0.16757030,0.00045634,0.01235098,0.68790151,0.47198653,0.36534451
-4.91945973,1.13098996,0.17225020,0.00045263,0.01181438,0.65935223,0.44740516,0.35110115
-4.91345673,1.10209435,0.17728533,0.00044715,0.01129678,0.63137640,0.42501427,0.33744606
-4.90745373,1.07306566,0.18253868,0.00043983,0.01079084,0.60373868,0.40452148,0.32423889
-4.90145073,1.04356746,0.18786848,0.00043068,0.01029098,0.57626842,0.38566193,0.31136854
-4.89544772,1.01336549,0.19313143,0.00041975,0.00979348,0.54886690,0.36820746,0.29875723
-4.88944472,0.98233457,0.19818618,0.00040720,0.00929652,0.52151110,0.35197377,0.28636307
-4.88344172,0.95046126,0.20289685,0.00039324,0.00880008,0.49425436,0.33682558,0.27418118
-4.87743872,0.91784286,0.20713668,0.00037816,0.00830584,0.46722402,0.32267995,0.26224372
-4.87143572,0.88468318,0.21079164,0.00036231,0.00781702,0.44061675,0.30950792,0.25061866
-4.86543272,0.85128591,0.21376401,0.00034610,0.00733816,0.41469182,0.29733481,0.23940793
-4.85942971,0.81804604,0.21597561,0.00032997,0.00687491,0.38976310,0.28623925,0.22874475
-4.85342671,0.78544001,0.21737091,0.00031443,0.00643378,0.36619008,0.27635124,0.21879063
-4.84742371,0.75401501,0.21791946,0.00030000,0.00602194,0.34436847,0.26784933,0.20973194
-4.84142071,0.72437785,0.21761786,0.00028722,0.00564699,0.32472073,0.26095710,0.20177637
-4.83541771,0.69718352,0.21649090,0.00027665,0.00531680,0.30768690,0.25593884,0.19514912
-4.82941471,0.67312362,0.21459188,0.00026885,0.00503929,0.29371571,0.25309465,0.19008905
-4.82341171,0.65291450,0.21200194,0.00026438,0.00482234,0.28325618,0.25275457,0.18684454
-4.81740870,0.63728512,0.20882845,0.00026379,0.00467366,0.27674965,0.25527202,0.18566910
-4.81140570,0.62696422,0.20520236,0.00026761,0.00460067,0.27462203,0.26101609,0.18681673
-4.80540270,0.62266681,0.20127451,0.00027633,0.00461045,0.27727627,0.27036280,0.19053669
-4.79939970,0.62507956,0.19721115,0.00029041,0.00470969,0.28508469,0.28368523,0.19706790
-4.79339670,0.63484516,0.19318861,0.00031026,0.00490461,0.29838107,0.30134238,0.20663272
-4.78739370,0.65254551,0.18938734,0.00033624,0.00520091,0.31745242,0.32366696,0.21943023
-4.78139070,0.67868389,0.18598564,0.00036862,0.00560374,0.34253030,0.35095215,0.23562901
-4.77538769,0.71366644,0.18315309,0.00040760,0.00611766,0.37378174,0.38343769,0.25535958
-4.76938469,0.75778334,0.18104413,0.00045329,0.00674651,0.41129994,0.42129555,0.27870672
-4.76338169,0.81119036,0.17979192,0.00050569,0.00749342,0.45509494,0.46461574,0.30570192
-4.75737869,0.87389150,0.17950280,0.00056467,0.00836068,0.50508472,0.51339277,0.33631624
-4.75137569,0.94572355,0.18025150,0.00063000,0.00934967,0.56108713,0.56751338,0.37045406
-4.74537269,1.02634359,0.18207743,0.00070129,0.01046078,0.62281315,0.62674625,0.40794796
-4.73936968,1.11522023,0.18498209,0.00077802,0.01169327,0.68986205,0.69073439,0.44855526
-4.73336668,1.21162953,0.18892786,0.00085951,0.01304522,0.76171908,0.75899075,0.49195647
-4.72736368,1.31465636,0.19383811,0.00094496,0.01451343,0.83775607,0.83089772,0.53775610
-4.72136068,1.42320170,0.19959881,0.00103342,0.01609330,0.91723541,0.90571096,0.58548584
-4.71535768,1.53599623,0.20606151,0.00112382,0.01777881,0.99931771,0.98256777,0.63461049
-4.70935468,1.65162036,0.21304759,0.00121499,0.01956240,1.08307319,1.06050021,0.68453649
-4.70335168,1.76853030,0.22035372,0.00130566,0.02143500,1.16749685,1.13845269,0.73462300
-4.69734867,1.88508972,0.22775828,0.00139451,0.02338596,1.25152705,1.21530390,0.78419520
-4.69134567,1.99960602,0.23502847,0.00148019,0.02540310,1.33406708,1.28989227,0.83255954
-4.68534267,2.11037026,0.24192795,0.00156135,0.02747275,1.41400914,1.36104433,0.87902036
-4.67933967,2.21569904,0.24822460,0.00163668,0.02957979,1.49025975,1.42760493,0.92289729
-4.67333667,2.31397714,0.25369812,0.00170496,0.03170784,1.56176594,1.48846824,0.96354281
-4.66733367,2.40369895,0.25814726,0.00176504,0.03383933,1.62754093,1.54260824,1.00035919
-4.66133067,2.48350732,0.26139627,0.00181594,0.03595574,1.68668855,1.58910760,1.03281421
-4.65532766,2.55222802,0.26330035,0.00185684,0.03803784,1.73842513,1.62718365,1.06045496
-4.64932466,2.60889857,0.26375002,0.00188711,0.04006591,1.78209826,1.65621043,1.08291910
-4.64332166,2.65279027,0.26267401,0.00190634,0.04202006,1.81720140,1.67573581,1.09994323
-4.63731866,2.68342244,0.26004085,0.00191432,0.04388056,1.84338397,1.68549303,1.11136790
-4.63131566,2.70056860,0.25585886,0.00191108,0.04562816,1.86045640,1.68540620,1.11713920
-4.62531266,2.70425427,0.25017488,0.00189685,0.04724445,1.86839003,1.67558954,1.11730687
-4.61930965,2.69474686,0.24307153,0.00187209,0.04871221,1.86731211,1.65634052,1.11201909
-4.61330665,2.67253810,0.23466338,0.00183743,0.05001576,1.85749605,1.62812721,1.10151424
-4.60730365,2.63832009,0.22509220,0.00179368,0.05114123,1.83934752,1.59157059,1.08611012
-4.60130065,2.59295623,0.21452144,0.00174177,0.05207686,1.81338720,1.54742255,1.06619110
-4.59529765,2.53744833,0.20313025,0.00168274,0.05281324,1.78023089,1.49654075,1.04219396
-4.58929465,2.47290153,0.19110743,0.00161773,0.05334343,1.74056808,1.43986131,1.01459288
-4.58329165,2.40048864,0.17864532,0.00154787,0.05366312,1.69513976,1.37837064,0.98388447
-4.57728864,2.32141525,0.16593417,0.00147433,0.05377061,1.64471658,1.31307749,0.95057328
-4.57128564,2.23688721,0.15315690,0.00139826,0.05366686,1.59007812,1.24498633,0.91515853
-4.56528264,2.14808148,0.14048472,0.00132073,0.05335530,1.53199414,1.17507304,0.87812233
-4.55927964,2.05612140,0.12807348,0.00124275,0.05284174,1.47120832,1.10426366,0.83992002
-4.55327664,1.96205700,0.11606101,0.00116525,0.05213418,1.40842505,1.03341681,0.80097260
-4.54727364,1.86685076,0.10456532,0.00108904,0.05124252,1.34429950,0.96331014,0.76166156
-4.54127064,1.77136875,0.09368383,0.00101482,0.05017832,1.27943101,0.89463113,0.72232598
-4.53526763,1.67637719,0.08349337,0.00094317,0.04895456,1.21435982,0.82797188,0.68326186
-4.52926463,1.58254365,0.07405102,0.00087458,0.04758529,1.14956678,0.76382803,0.64472331
-4.52326163,1.49044256,0.06539555,0.00080941,0.04608543,1.08547576,0.70260116,0.60692552
-4.51725863,1.40056394,0.05754946,0.00074794,0.04447049,1.02245822,0.64460427,0.57004888
-4.51125563,1.31332464,0.05052128,0.00069037,0.04275638,0.96083935,0.59006975,0.53424402
-4.50525263,1.22908101,0.04430820,0.00063682,0.04095917,0.90090532,0.53915910,0.49963741
-4.49924962,1.14814222,0.03889875,0.00058737,0.03909497,0.84291094,0.49197382,0.46633693
-4.49324662,1.07078309,0.03427544,0.00054204,0.03717979,0.78708722,0.44856676,0.43443726
-4.48724362,0.99725601,0.03041720,0.00050087,0.03522940,0.73364826,0.40895335,0.40402467
-4.48124062,0.92780091,0.02730164,0.00046384,0.03325928,0.68279725,0.37312217,0.37518104
-4.47523762,0.86265310,0.02490691,0.00043096,0.03128449,0.63473094,0.34104435,0.34798687
-4.46923462,0.80204842,0.02321317,0.00040225,0.02931962,0.58964264,0.31268151,0.32252321
-4.46323162,0.74622556,0.02220365,0.00037771,0.02737871,0.54772343,0.28799196,0.29887243
-4.45722861,0.69542557,0.02186519,0.00035740,0.02547512,0.50916162,0.26693495,0.27711796
-4.45122561,0.64988853,0.02218838,0.00034138,0.02362151,0.47414051,0.24947299,0.25734291
-4.44522261,0.60984775,0.02316718,0.00032969,0.02182964,0.44283462,0.23557212,0.23962781
-4.43921961,0.57552170,0.02479811,0.00032244,0.02011032,0.41540453,0.22520047,0.22404757
-4.43321661,0.54710413,0.02707914,0.00031967,0.01847328,0.39199065,0.21832506,0.21066788
-4.42721361,0.52475291,0.03000812,0.00032147,0.01692703,0.37270623,0.21490723,0.19954121
-4.42121061,0.50857810,0.03358104,0.00032786,0.01547873,0.35762997,0.21489701,0.19070261
-4.41520760,0.49862974,0.03779013,0.00033884,0.01413412,0.34679852,0.21822669,0.18416558
-4.40920460,0.49488619,0.04262176,0.00035439,0.01289741,0.34019935,0.22480410,0.17991814
-4.40320160,0.49724331,0.04805451,0.00037439,0.01177120,0.33776431,0.23450587,0.17791934
-4.39719860,0.50550540,0.05405724,0.00039867,0.01075649,0.33936428,0.24717126,0.17809643
-4.39119560,0.51937819,0.06058752,0.00042699,0.00985260,0.34480519,0.26259684,0.18034280
-4.38519260,0.53846460,0.06759029,0.00045899,0.00905730,0.35382578,0.28053241,0.18451683
-4.37918959,0.56226356,0.07499706,0.00049427,0.00836679,0.36609741,0.30067865,0.19044191
-4.37318659,0.59017236,0.08272556,0.00053229,0.00777584,0.38122595,0.32268661,0.19790748
-4.36718359,0.62149265,0.09068009,0.00057247,0.00727795,0.39875610,0.34615943,0.20667142
-4.36118059,0.65544027,0.09875240,0.00061410,0.00686550,0.41817798,0.37065626,0.21646359
-4.35517759,0.69115882,0.10682329,0.00065645,0.00652995,0.43893610,0.39569855,0.22699052
-4.34917459,0.72773664,0.11476485,0.00069869,0.00626206,0.46044035,0.42077853,0.23794126
-4.34317159,0.76422690,0.12244326,0.00073999,0.00605213,0.48207899,0.44536962,0.24899413
-4.33716858,0.79967018,0.12972205,0.00077949,0.00589023,0.50323305,0.46893865,0.25982425
-4.33116558,0.83311873,0.13646580,0.00081634,0.00576644,0.52329173,0.49095918,0.27011149
-4.32516258,0.86366159,0.14254406,0.00084970,0.00567109,0.54166834,0.51092564,0.27954875
-4.31915958,0.89044960,0.14783528,0.00087881,0.00559498,0.55781601,0.52836755,0.28785004
-4.31315658,0.91271922,0.15223067,0.00090299,0.00552955,0.57124274,0.54286327,0.29475826
-4.30715358,0.92981429,0.15563781,0.00092165,0.00546709,0.58152493,0.55405266,0.30005213
