energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.69384692,3.52471657,0.51148091,1.35561270,0.00450372,0.13357213,1.00489519,1.49131624,0.01965950,0.44989906
-5.68784392,3.51218401,0.51568406,1.34411048,0.00450931,0.13391558,1.01766618,1.48669816,0.01959200,0.44964207
-5.68184092,3.49361159,0.51737466,1.32985054,0.00448750,0.13369674,1.02820477,1.48157328,0.01948341,0.44736429
-5.67583792,3.46993076,0.51656830,1.31318232,0.00443868,0.13291739,1.03671142,1.47647869,0.01933751,0.44308667
-5.66983492,3.44227964,0.51333511,1.29453636,0.00436389,0.13159126,1.04345174,1.47201939,0.01915887,0.43687727
-5.66383192,3.41196693,0.50779678,1.27440848,0.00426471,0.12974367,1.04874636,1.46885227,0.01895280,0.42884867
-5.65782891,3.38042730,0.50012166,1.25334105,0.00414329,0.12741068,1.05295775,1.46766693,0.01872517,0.41915378
-5.65182591,3.34916995,0.49051806,1.23190191,0.00400218,0.12463777,1.05647454,1.46916376,0.01848233,0.40798024
-5.64582291,3.31972261,0.47922618,1.21066218,0.00384432,0.12147824,1.05969400,1.47403037,0.01823082,0.39554354
-5.63981991,3.29357361,0.46650894,1.19017383,0.00367290,0.11799115,1.06300358,1.48291718,0.01797721,0.38207932
-5.63381691,3.27211466,0.45264227,1.17094819,0.00349123,0.11423924,1.06676256,1.49641332,0.01772787,0.36783519
-5.62781391,3.25658724,0.43790524,1.15343658,0.00330271,0.11028663,1.07128463,1.51502395,0.01748866,0.35306236
-5.62181091,3.24803538,0.42257059,1.13801385,0.00311065,0.10619661,1.07682256,1.53915009,0.01726479,0.33800753
-5.61580790,3.24726706,0.40689605,1.12496599,0.00291822,0.10202960,1.08355575,1.56907185,0.01706056,0.32290549
-5.60980490,3.25482635,0.39111690,1.11448223,0.00272837,0.09784127,1.09158135,1.60493609,0.01687923,0.30797254
-5.60380190,3.27097774,0.37544004,1.10665211,0.00254375,0.09368109,1.10090961,1.64674894,0.01672290,0.29340119
-5.59779890,3.29570332,0.36003981,1.10146776,0.00236667,0.08959122,1.11146355,1.69437374,0.01659241,0.27935616
-5.59179590,3.32871305,0.34505569,1.09883110,0.00219907,0.08560581,1.12308322,1.74753453,0.01648741,0.26597196
-5.58579290,3.36946741,0.33059187,1.09856560,0.00204249,0.08175079,1.13553412,1.80582489,0.01640635,0.25335194
-5.57978989,3.41721126,0.31671859,1.10043199,0.00189807,0.07804409,1.14851938,1.86872194,0.01634661,0.24156874
-5.57378689,3.47101716,0.30347511,1.10414683,0.00176659,0.07449620,1.16169511,1.93560483,0.01630470,0.23066622
-5.56778389,3.52983569,0.29087391,1.10940313,0.00164847,0.07111112,1.17468788,2.00577700,0.01627640,0.22066237
-5.56178089,3.59255051,0.27890596,1.11589166,0.00154382,0.06788755,1.18711356,2.07849130,0.01625705,0.21155324
-5.55577789,3.65803507,0.26754652,1.12332190,0.00145247,0.06482026,1.19859647,2.15297700,0.01624177,0.20331745
-5.54977489,3.72520860,0.25676123,1.13144134,0.00137403,0.06190149,1.20878773,2.22846767,0.01622574,0.19592106
-5.54377189,3.79308842,0.24651204,1.14005231,0.00130793,0.05912248,1.21738212,2.30422880,0.01620440,0.18932247
-5.53776888,3.86083650,0.23676269,1.14902522,0.00125349,0.05647474,1.22413252,2.37958431,0.01617374,0.18347717
-5.53176588,3.92779818,0.22748346,1.15830767,0.00120991,0.05395131,1.22886132,2.45394086,0.01613045,0.17834197
-5.52576288,3.99353141,0.21865487,1.16792895,0.00117638,0.05154773,1.23146851,2.52680912,0.01607211,0.17387860
-5.51975988,4.05782564,0.21027042,1.17799982,0.00115207,0.04926276,1.23193607,2.59782140,0.01599730,0.17005651
-5.51375688,4.12070963,0.20233797,1.18870744,0.00113616,0.04709886,1.23032875,2.66674478,0.01590565,0.16685468
-5.50775388,4.18244816,0.19488013,1.20030604,0.00112787,0.04506233,1.22679137,2.73348940,0.01579792,0.16426259
-5.50175088,4.24352794,0.18793337,1.21310355,0.00112648,0.04316324,1.22154295,2.79811143,0.01567593,0.16228009
-5.49574787,4.30463351,0.18154626,1.22744518,0.00113134,0.04141509,1.21486817,2.86081047,0.01554254,0.16091640
-5.48974487,4.36661424,0.17577685,1.24369451,0.00114185,0.03983420,1.20710663,2.92192144,0.01540155,0.16018832
-5.48374187,4.43044368,0.17068945,1.26221317,0.00115746,0.03843904,1.19864046,2.98190072,0.01525757,0.16011767
-5.47773887,4.49717301,0.16635098,1.28334006,0.00117770,0.03724937,1.18988102,3.04130711,0.01511589,0.16072830
-5.47173587,4.56788026,0.16282721,1.30737094,0.00120211,0.03628532,1.18125499,3.10077786,0.01498231,0.16204259
-5.46573287,4.64361708,0.16017899,1.33453940,0.00123029,0.03556645,1.17319058,3.16100043,0.01486299,0.16407799
-5.45972986,4.72535521,0.15845872,1.36499992,0.00126182,0.03511088,1.16610426,3.22268085,0.01476423,0.16684343
-5.45372686,4.81393437,0.15770727,1.39881379,0.00129631,0.03493441,1.16038827,3.28650980,0.01469233,0.17033603
-5.44772386,4.91001365,0.15795136,1.43593841,0.00133333,0.03504981,1.15639931,3.35312744,0.01465340,0.17453829
-5.44172086,5.01402818,0.15920169,1.47622039,0.00137243,0.03546622,1.15444869,3.42308866,0.01465318,0.17941571
-5.43571786,5.12615277,0.16145174,1.51939268,0.00141313,0.03618863,1.15479391,3.49682993,0.01469688,0.18491534
-5.42971486,5.24627417,0.16467723,1.56507590,0.00145491,0.03721764,1.15763198,3.57463952,0.01478903,0.19096492
-5.42371186,5.37397312,0.16883649,1.61278374,0.00149720,0.03854926,1.16309441,3.65663235,0.01493334,0.19747312
-5.41770885,5.50851722,0.17387134,1.66193233,0.00153939,0.04017491,1.17124399,3.74273102,0.01513256,0.20433057
-5.41170585,5.64886532,0.17970873,1.71185326,0.00158082,0.04208160,1.18207325,3.83265388,0.01538842,0.21141186
-5.40570285,5.79368348,0.18626285,1.76180965,0.00162082,0.04425216,1.19550468,3.92591135,0.01570148,0.21857834
-5.39969985,5.94137240,0.19343763,1.81101507,0.00165870,0.04666566,1.21139263,4.02181058,0.01607112,0.22568168
-5.39369685,6.09010545,0.20112958,1.85865434,0.00169377,0.04929786,1.22952676,4.11946881,0.01649546,0.23256807
-5.38769385,6.23787624,0.20923075,1.90390579,0.00172537,0.05212179,1.24963706,4.21783497,0.01697137,0.23908277
-5.38169085,6.38255400,0.21763171,1.94596416,0.00175286,0.05510825,1.27140020,4.31571870,0.01749450,0.24507497
-5.37568784,6.52194475,0.22622431,1.98406340,0.00177570,0.05822650,1.29444712,4.41182567,0.01805929,0.25040262
-5.36968484,6.65385602,0.23490431,2.01749865,0.00179340,0.06144478,1.31837174,4.50479772,0.01865905,0.25493707
-5.36368184,6.77616251,0.24357353,2.04564673,0.00180559,0.06473090,1.34274040,4.59325593,0.01928609,0.25856733
-5.35767884,6.88687020,0.25214154,2.06798444,0.00181201,0.06805271,1.36710206,4.67584481,0.01993185,0.26120371
-5.35167584,6.98417637,0.26052692,2.08410413,0.00181255,0.07137859,1.39099869,4.75127567,0.02058699,0.26278070
-5.34567284,7.06652325,0.26865777,2.09372603,0.00180721,0.07467779,1.41397594,4.81836715,0.02124166,0.26325899
-5.33966983,7.13264324,0.27647189,2.09670709,0.00179616,0.07792073,1.43559349,4.87608145,0.02188561,0.26262650
-5.33366683,7.18159429,0.28391626,2.09304586,0.00177970,0.08107920,1.45543508,4.92355467,0.02250844,0.26089843
-5.32766383,7.21278417,0.29094614,2.08288365,0.00175824,0.08412657,1.47311780,4.96012023,0.02309978,0.25811637
-5.32166083,7.22598328,0.29752385,2.06650170,0.00173234,0.08703779,1.48830057,4.98532487,0.02364952,0.25434649
-5.31565783,7.22132588,0.30361724,2.04431475,0.00170264,0.08978951,1.50069144,4.99893677,0.02414800,0.24967691
-5.30965483,7.19930033,0.30919812,2.01686110,0.00166987,0.09236007,1.51005384,5.00094618,0.02458616,0.24421450
-5.30365183,7.16072929,0.31424071,1.98478982,0.00163480,0.09472952,1.51621134,4.99155895,0.02495579,0.23808116
-5.29764882,7.10674120,0.31872026,1.94884523,0.00159823,0.09687966,1.51905107,4.97118381,0.02524963,0.23140983
-5.29164582,7.03873468,0.32261201,1.90984945,0.00156097,0.09879408,1.51852579,4.94041462,0.02546149,0.22434042
-5.28564282,6.95833756,0.32589049,1.86868336,0.00152381,0.10045830,1.51465439,4.90000854,0.02558640,0.21701581
-5.27963982,6.86736221,0.32852935,1.82626662,0.00148748,0.10185986,1.50752105,4.85086155,0.02562068,0.20957810
-5.27363682,6.76775900,0.33050161,1.78353718,0.00145264,0.10298856,1.49727304,4.79398249,0.02556194,0.20216518
-5.26763382,6.66156924,0.33178048,1.74143071,0.00141987,0.10383668,1.48411713,4.73046655,0.02540917,0.19490783
-5.26163082,6.55087902,0.33234059,1.70086047,0.00138964,0.10439924,1.46831488,4.66146929,0.02516274,0.18792731
-5.25562781,6.43777468,0.33215954,1.66269786,0.00136234,0.10467429,1.45017670,4.58818179,0.02482431,0.18133345
-5.24962481,6.32430094,0.33121979,1.62775401,0.00133822,0.10466316,1.43005485,4.51180735,0.02439689,0.17522332
-5.24362181,6.21242192,0.32951056,1.59676260,0.00131743,0.10437068,1.40833555,4.43354003,0.02388467,0.16968033
-5.23761881,6.10398526,0.32702973,1.57036415,0.00130001,0.10380534,1.38543026,4.35454507,0.02329302,0.16477382
-5.23161581,6.00068964,0.32378562,1.54909209,0.00128592,0.10297937,1.36176623,4.27594105,0.02262832,0.16055888
-5.22561281,5.90405538,0.31979834,1.53336055,0.00127502,0.10190866,1.33777663,4.19878357,0.02189791,0.15707650
-5.21960980,5.81539838,0.31510077,1.52345435,0.00126709,0.10061265,1.31389028,4.12405022,0.02110990,0.15435390
-5.21360680,5.73580726,0.30973901,1.51952120,0.00126185,0.09911398,1.29052133,4.05262665,0.02027306,0.15240494
-5.20760380,5.66612382,0.30377227,1.52156658,0.00125899,0.09743814,1.26805911,3.98529345,0.01939667,0.15123057
-5.20160080,5.60692722,0.29727213,1.52945122,0.00125814,0.09561291,1.24685831,3.92271392,0.01849036,0.15081937
-5.19559780,5.55852221,0.29032129,1.54289182,0.00125893,0.09366773,1.22722993,3.86542274,0.01756393,0.15114801
-5.18959480,5.52093187,0.28301187,1.56146492,0.00126097,0.09163309,1.20943321,3.81381576,0.01662723,0.15218185
-5.18359180,5.49389570,0.27544324,1.58461436,0.00126387,0.08953978,1.19366886,3.76814134,0.01568999,0.15387545
-5.17758879,5.47687357,0.26771964,1.61166222,0.00126724,0.08741824,1.18007381,3.72849374,0.01476169,0.15617332
-5.17158579,5.46905616,0.25994770,1.64182346,0.00127070,0.08529791,1.16871783,3.69480903,0.01385140,0.15901066
-5.16558279,5.46938256,0.25223393,1.67422397,0.00127389,0.08320668,1.15960212,3.66686436,0.01296770,0.16231437
-5.15957979,5.47656516,0.24468236,1.70792189,0.00127650,0.08117041,1.15266008,3.64428089,0.01211859,0.16600426
-5.15357679,5.48912199,0.23739242,1.74193169,0.00127819,0.07921267,1.14776034,3.62653116,0.01131139,0.16999443
-5.14757379,5.50541617,0.23045723,1.77525048,0.00127870,0.07735450,1.14471192,3.61295115,0.01055273,0.17419503
-5.14157079,5.52370182,0.22396223,1.80688575,0.00127778,0.07561438,1.14327160,3.60275711,0.00984847,0.17851410
-5.13556778,5.54217538,0.21798425,1.83588375,0.00127523,0.07400831,1.14315313,3.59506727,0.00920377,0.18285977
-5.12956478,5.55903089,0.21259098,1.86135743,0.00127090,0.07254999,1.14403811,3.58892796,0.00862305,0.18714248
-5.12356178,5.57251745,0.20784085,1.88251305,0.00126470,0.07125108,1.14558808,3.58334349,0.00811003,0.19127737
-5.11755878,5.58099680,0.20378320,1.89867438,0.00125661,0.07012148,1.14745737,3.57730896,0.00766777,0.19518657
-5.11155578,5.58299885,0.20045862,1.90930343,0.00124668,0.06916966,1.14930633,3.56984479,0.00729874,0.19880147
-5.10555278,5.57727273,0.19789947,1.91401707,0.00123507,0.06840293,1.15081414,3.56003157,0.00700485,0.20206468
-5.09954977,5.56283119,0.19613038,1.91259855,0.00122201,0.06782764,1.15169087,3.54704380,0.00678747,0.20493173
-5.09354677,5.53898620,0.19516867,1.90500364,0.00120788,0.06744929,1.15168810,3.53018079,0.00664749,0.20737232
-5.08754377,5.50537392,0.19502460,1.89136092,0.00119317,0.06727255,1.15060762,3.50889341,0.00658534,0.20937112
-5.08154077,5.46196775,0.19570148,1.87196628,0.00117851,0.06730113,1.14830781,3.48280500,0.00660095,0.21092796
-5.07553777,5.40907836,0.19719540,1.84727180,0.00116468,0.06753750,1.14470723,3.45172542,0.00669380,0.21205747
-5.06953477,5.34734063,0.19949482,1.81786947,0.00115260,0.06798257,1.13978541,3.41565723,0.00686282,0.21278817
-5.06353177,5.27768765,0.20257994,1.78447046,0.00114338,0.06863524,1.13358053,3.37479356,0.00710636,0.21316096
-5.05752876,5.20131274,0.20642181,1.74788075,0.00113827,0.06949183,1.12618422,3.32950737,0.00742217,0.21322707
-5.05152576,5.11962114,0.21098150,1.70897425,0.00113869,0.07054563,1.11773367,3.28033272,0.00780726,0.21304574
-5.04552276,5.03417341,0.21620915,1.66866448,0.00114625,0.07178632,1.10840140,3.22793864,0.00825789,0.21268144
-5.03951976,4.94662311,0.22204330,1.62787600,0.00116271,0.07319955,1.09838324,3.17309687,0.00876947,0.21220096
-5.03351676,4.85865172,0.22841037,1.58751677,0.00119000,0.07476666,1.08788518,3.11664516,0.00933655,0.21167054
-5.02751376,4.77190384,0.23522451,1.54845255,0.00123024,0.07646442,1.07710976,3.05944799,0.00995276,0.21115300
-5.02151076,4.68792582,0.24238796,1.51148430,0.00128569,0.07826513,1.06624282,3.00235665,0.01061083,0.21070518
-5.01550775,4.60811067,0.24979190,1.47732943,0.00135878,0.08013679,1.05544129,2.94617105,0.01130264,0.21037576
-5.00950475,4.53365211,0.25731786,1.44660740,0.00145207,0.08204359,1.04482284,2.89160513,0.01201930,0.21020353
-5.00350175,4.46550957,0.26483976,1.41983023,0.00156829,0.08394657,1.03445793,2.83925784,0.01275124,0.21021633
-4.99749875,4.40438604,0.27222649,1.39739778,0.00171024,0.08580450,1.02436475,2.78959113,0.01348844,0.21043050
-4.99149575,4.35071932,0.27934494,1.37959793,0.00188083,0.08757496,1.01450749,2.74291630,0.01422056,0.21085110
-4.98549275,4.30468685,0.28606349,1.36661105,0.00208299,0.08921558,1.00479785,2.69938909,0.01493723,0.21147265
-4.97948974,4.26622334,0.29225571,1.35851830,0.00231966,0.09068529,0.99509999,2.65901377,0.01562829,0.21228055
-4.97348674,4.23504978,0.29780422,1.35531285,0.00259372,0.09194570,0.98523838,2.62165580,0.01628406,0.21325284
-4.96748374,4.21071161,0.30260435,1.35691324,0.00290787,0.09296242,0.97500832,2.58706201,0.01689565,0.21436245
-4.96148074,4.19262351,0.30656773,1.36317765,0.00326461,0.09370623,0.96418831,2.55488690,0.01745518,0.21557956
-4.95547774,4.18011761,0.30962524,1.37391826,0.00366607,0.09415420,0.95255373,2.52472334,0.01795606,0.21687403
-4.94947474,4.17249207,0.31172952,1.38891454,0.00411392,0.09429049,0.93989078,2.49613562,0.01839320,0.21821773
-4.94347174,4.16905686,0.31285664,1.40792470,0.00460925,0.09410697,0.92601009,2.46869258,0.01876313,0.21958660
-4.93746873,4.16917374,0.31300693,1.43069445,0.00515243,0.09360350,0.91075898,2.44199899,0.01906414,0.22096223
-4.93146573,4.17228803,0.31220492,1.45696266,0.00574298,0.09278791,0.89403178,2.41572287,0.01929625,0.22233305
-4.92546273,4.17795043,0.31049835,1.48646365,0.00637944,0.09167567,0.87577757,2.38961742,0.01946126,0.22369481
-4.91945973,4.18582753,0.30795621,1.51892609,0.00705927,0.09028923,0.85600486,2.36353620,0.01956254,0.22505050
-4.91345673,4.19570097,0.30466602,1.55406878,0.00777875,0.08865711,0.83478312,2.33744071,0.01960492,0.22640963
-4.90745373,4.20745556,0.30073044,1.59159400,0.00853293,0.08681276,0.81224092,2.31140027,0.01959444,0.22778701
-4.90145073,4.22105786,0.29626327,1.63117897,0.00931563,0.08479320,0.78856107,2.28558443,0.01953804,0.22920096
-4.89544772,4.23652705,0.29138519,1.67246667,0.01011943,0.08263759,0.76397286,2.26024858,0.01944331,0.23067134
-4.88944472,4.25390080,0.28621933,1.71505683,0.01093576,0.08038580,0.73874222,2.23571424,0.01931808,0.23221721
-4.88344172,4.27319897,0.28088700,1.75849830,0.01175503,0.07807691,0.71316009,2.21234520,0.01917018,0.23385467
-4.87743872,4.29438816,0.27550364,1.80228390,0.01256680,0.07574787,0.68753001,2.19052163,0.01900707,0.23559471
-4.87143572,4.31735026,0.27017537,1.84584849,0.01336000,0.07343240,0.66215544,2.17061372,0.01883558,0.23744144
-4.86543272,4.34185750,0.26499611,1.88857126,0.01412323,0.07115993,0.63732769,2.15295688,0.01866172,0.23939074
-4.85942971,4.36755627,0.26004554,1.92978241,0.01484502,0.06895501,0.61331503,2.13782994,0.01849050,0.24142951
-4.85342671,4.39396131,0.25538783,1.96877458,0.01551420,0.06683680,0.59035353,2.12543786,0.01832584,0.24353550
-4.84742371,4.42046097,0.25107126,2.00481877,0.01612022,0.06481904,0.56864010,2.11589981,0.01817055,0.24567779
-4.84142071,4.44633365,0.24712870,2.03718435,0.01665351,0.06291014,0.54832799,2.10924336,0.01802641,0.24781797
-4.83541771,4.47077435,0.24357874,2.06516219,0.01710578,0.06111360,0.52952479,2.10540468,0.01789424,0.24991183
-4.82941471,4.49293011,0.24042752,2.08809006,0.01747031,0.05942869,0.51229306,2.10423464,0.01777411,0.25191151
-4.82341171,4.51194181,0.23767096,2.10537892,0.01774224,0.05785121,0.49665312,2.10550998,0.01766558,0.25376811
-4.81740870,4.52698994,0.23529732,2.11653880,0.01791868,0.05637443,0.48258797,2.10894864,0.01756786,0.25543437
-4.81140570,4.53734123,0.23328984,2.12120285,0.01799891,0.05499005,0.47004974,2.11422787,0.01748017,0.25686745
-4.80540270,4.54239331,0.23162932,2.11914827,0.01798436,0.05368919,0.45896720,2.12100376,0.01740189,0.25803159
-4.79939970,4.54171443,0.23029646,2.11031283,0.01787865,0.05246329,0.44925392,2.12893083,0.01733288,0.25890043
-4.79339670,4.53507583,0.22927380,2.09480612,0.01768744,0.05130493,0.44081638,2.13768027,0.01727360,0.25945900
-4.78739370,4.52247461,0.22854724,2.07291476,0.01741829,0.05020846,0.43356176,2.14695572,0.01722528,0.25970508
-4.78139070,4.50414587,0.22810694,2.04510116,0.01708042,0.04917047,0.42740473,2.15650554,0.01719000,0.25965007
-4.77538769,4.48056314,0.22794773,2.01199582,0.01668448,0.04819012,0.42227311,2.16613108,0.01717071,0.25931913
-4.76938469,4.45242728,0.22806892,1.97438330,0.01624219,0.04726916,0.41811205,2.17569057,0.01717119,0.25875075
-4.76338169,4.42064437,0.22847362,1.93318255,0.01576605,0.04641187,0.41488650,2.18509860,0.01719598,0.25799560
-4.75737869,4.38629383,0.22916766,1.88942234,0.01526897,0.04562475,0.41258207,2.19432152,0.01725015,0.25711497
-4.75137569,4.35058849,0.23015822,1.84421279,0.01476400,0.04491612,0.41120423,2.20336938,0.01733918,0.25617863
-4.74537269,4.31482876,0.23145222,1.79871409,0.01426393,0.04429558,0.41077607,2.21228504,0.01746871,0.25526240
-4.73936968,4.28035309,0.23305474,1.75410384,0.01378109,0.04377340,0.41133472,2.22113136,0.01764424,0.25444542
-4.73336668,4.24848715,0.23496741,1.71154392,0.01332702,0.04335993,0.41292686,2.22997747,0.01787095,0.25380738
-4.72736368,4.22049397,0.23718708,1.67214835,0.01291231,0.04306494,0.41560359,2.23888499,0.01815337,0.25342567
-4.72136068,4.19752716,0.23970467,1.63695300,0.01254636,0.04289711,0.41941491,2.24789500,0.01849522,0.25337271
-4.71535768,4.18058900,0.24250438,1.60688822,0.01223727,0.04286350,0.42440436,2.25701655,0.01889915,0.25371349
-4.70935468,4.17049484,0.24556331,1.58275504,0.01199172,0.04296916,0.43060396,2.26621732,0.01936662,0.25450338
-4.70335168,4.16784494,0.24885137,1.56520558,0.01181489,0.04321691,0.43802984,2.27541680,0.01989773,0.25578634
-4.69734867,4.17300440,0.25233167,1.55472807,0.01171040,0.04360719,0.44667888,2.28448221,0.02049116,0.25759356
-4.69134567,4.18609149,0.25596112,1.55163670,0.01168025,0.04413801,0.45652634,2.29322731,0.02114418,0.25994254
-4.68534267,4.20697443,0.25969145,1.55606631,0.01172486,0.04480512,0.46752492,2.30141409,0.02185259,0.26283667
-4.67933967,4.23527636,0.26347027,1.56797201,0.01184301,0.04560214,0.47960497,2.30875701,0.02261086,0.26626525
-4.67333667,4.27038784,0.26724242,1.58713336,0.01203192,0.04652095,0.49267614,2.31492974,0.02341217,0.27020399
-4.66733367,4.31148643,0.27095132,1.61316299,0.01228722,0.04755197,0.50663019,2.31957392,0.02424857,0.27461597
-4.66133067,4.35756224,0.27454035,1.64551917,0.01260304,0.04868455,0.52134483,2.32230964,0.02511114,0.27945299
-4.65532766,4.40744885,0.27795417,1.68352199,0.01297209,0.04990739,0.53668850,2.32274732,0.02599016,0.28465724
-4.64932466,4.45985828,0.28113994,1.72637268,0.01338571,0.05120890,0.55252564,2.32050047,0.02687534,0.29016330
-4.64332166,4.51341919,0.28404851,1.77317534,0.01383409,0.05257750,0.56872229,2.31519899,0.02775597,0.29590041
