energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93996998,1.75147887,-1.82351388,0.03379069,-0.03560316,0.09986273,-0.09705120,0.51596336,-0.54874006,0.39230814,-0.41415100,0.24344677,-0.22964970,0.25685556,-0.26426891,0.03496524,-0.03655885,0.73975081,-0.77850614
-5.93396698,1.71646992,-1.81788607,0.03290286,-0.03557290,0.09987361,-0.09853990,0.50320329,-0.54369410,0.38374105,-0.41231478,0.24750876,-0.23521934,0.25056942,-0.26365638,0.03416818,-0.03637513,0.72231349,-0.77336230
-5.92796398,1.67559937,-1.80383287,0.03185913,-0.03533709,0.09956566,-0.09968635,0.48897830,-0.53628330,0.37387538,-0.40850576,0.25118936,-0.24049060,0.24322005,-0.26158007,0.03322215,-0.03598273,0.70243578,-0.76457238
-5.92196098,1.62994045,-1.78171075,0.03068305,-0.03489835,0.09896328,-0.10047646,0.47363251,-0.52666031,0.36297805,-0.40282523,0.25448124,-0.24540165,0.23498539,-0.25809193,0.03215427,-0.03539253,0.68060540,-0.75232719
-5.91595798,1.58068092,-1.75210594,0.02940143,-0.03426506,0.09809680,-0.10090713,0.45754004,-0.51504268,0.35134233,-0.39542836,0.25738504,-0.24990752,0.22606231,-0.25327990,0.03099487,-0.03462103,0.65735754,-0.73691535
-5.90995498,1.52908479,-1.71581009,0.02804336,-0.03345105,0.09700085,-0.10098529,0.44109412,-0.50170479,0.33927862,-0.38651858,0.25990737,-0.25397779,0.21666067,-0.24726492,0.02977653,-0.03368983,0.63325832,-0.71871219
-5.90395198,1.47645394,-1.67379044,0.02663934,-0.03247508,0.09571272,-0.10072667,0.42469650,-0.48696845,0.32710500,-0.37634066,0.26205925,-0.25759436,0.20699717,-0.24019685,0.02853301,-0.03262492,0.60888830,-0.69816645
-5.89794897,1.42409091,-1.62715582,0.02522021,-0.03136015,0.09427096,-0.10015446,0.40874732,-0.47119264,0.31513797,-0.36517255,0.26385510,-0.26074921,0.19728938,-0.23224969,0.02729823,-0.03145586,0.58482643,-0.67578520
-5.89194597,1.37326408,-1.57711999,0.02381624,-0.03013271,0.09271397,-0.09929783,0.39363576,-0.45476277,0.30368355,-0.35331650,0.26531226,-0.26344257,0.18774997,-0.22361612,0.02610519,-0.03021478,0.56163514,-0.65211782
-5.88594297,1.32517611,-1.52496379,0.02245619,-0.02882176,0.09107898,-0.09819045,0.37973170,-0.43807992,0.29302917,-0.34108972,0.26645099,-0.26568140,0.17858152,-0.21450174,0.02498505,-0.02893540,0.53984682,-0.62773948
-5.87993997,1.28093626,-1.47199750,0.02116651,-0.02745781,0.08940111,-0.09686904,0.36737836,-0.42155039,0.28343639,-0.32881491,0.26729484,-0.26747836,0.16997183,-0.20511915,0.02396618,-0.02765198,0.51995196,-0.60323490
-5.87393697,1.24153715,-1.41952460,0.01997061,-0.02607195,0.08771272,-0.09537205,0.35688604,-0.40557590,0.27513464,-0.31681101,0.26787132,-0.26885120,0.16208995,-0.19568207,0.02307341,-0.02639823,0.50238921,-0.57918276
-5.86793397,1.20783601,-1.36880808,0.01888826,-0.02469482,0.08604291,-0.09373842,0.34852691,-0.39054460,0.26831617,-0.30538447,0.26821261,-0.26982263,0.15508304,-0.18639978,0.02232740,-0.02520640,0.48753730,-0.55614124
-5.86193097,1.18054034,-1.32104001,0.01793517,-0.02335566,0.08441731,-0.09200656,0.34253071,-0.37682309,0.26313222,-0.29482118,0.26835629,-0.27042053,0.14907386,-0.17747193,0.02174411,-0.02410628,0.47570891,-0.53463515
-5.85592796,1.16019801,-1.27731508,0.01712265,-0.02208144,0.08285789,-0.09021347,0.33908133,-0.36474945,0.25969033,-0.28537935,0.26834578,-0.27067836,0.14415914,-0.16908396,0.02133446,-0.02312446,0.46714629,-0.51514465
-5.84992496,1.14719129,-1.23860822,0.01645748,-0.02089613,0.08138300,-0.08839406,0.33831406,-0.35462737,0.25805297,-0.27728353,0.26823048,-0.27063574,0.14040860,-0.16140314,0.02110419,-0.02228357,0.46201868,-0.49809587
-5.84392196,1.14173466,-1.20575672,0.01594190,-0.01982003,0.08000743,-0.08658063,0.34031355,-0.34672113,0.25823732,-0.27071964,0.26806538,-0.27033890,0.13786469,-0.15457535,0.02105376,-0.02160179,0.46042118,-0.48385341
-5.83791896,1.14387589,-1.17944657,0.01557369,-0.01886932,0.07874255,-0.08480247,0.34511232,-0.34125159,0.26021611,-0.26583136,0.26791018,-0.26984096,0.13654292,-0.14872256,0.02117856,-0.02109243,0.46237512,-0.47271462
-5.83191596,1.15350026,-1.16020285,0.01534649,-0.01805568,0.07759644,-0.08308566,0.35268976,-0.33839288,0.26391964,-0.26271766,0.26782791,-0.26920184,0.13643275,-0.14394112,0.02146914,-0.02076368,0.46782970,-0.46490564
-5.82591296,1.17033757,-1.14838413,0.01525009,-0.01738615,0.07657408,-0.08145282,0.36297189,-0.33826975,0.26923872,-0.26143159,0.26788298,-0.26848774,0.13749891,-0.14030069,0.02191161,-0.02061853,0.47666479,-0.46057910
-5.81990995,1.19397172,-1.14418030,0.01527094,-0.01686306,0.07567746,-0.07992312,0.37583157,-0.34095552,0.27602851,-0.26198028,0.26813887,-0.26777005,0.13968325,-0.13784386,0.02248818,-0.02065480,0.48869493,-0.45981330
-5.81390695,1.22385284,-1.14761378,0.01539265,-0.01648418,0.07490578,-0.07851213,0.39108972,-0.34647062,0.28411318,-0.26432604,0.26865557,-0.26712377,0.14290687,-0.13658646,0.02317777,-0.02086541,0.50367440,-0.46261267
-5.80790395,1.25931171,-1.15854379,0.01559660,-0.01624299,0.07425555,-0.07723186,0.40851725,-0.35478164,0.29329135,-0.26838856,0.26948686,-0.26662540,0.14707263,-0.13651829,0.02395675,-0.02123865,0.52130326,-0.46890967
-5.80190095,1.29957656,-1.17667341,0.01586260,-0.01612902,0.07372079,-0.07609076,0.42783823,-0.36580103,0.30334200,-0.27404813,0.27067775,-0.26635042,0.15206792,-0.13760450,0.02479963,-0.02175867,0.54123455,-0.47856776
-5.79589795,1.34379188,-1.20155950,0.01616948,-0.01612837,0.07329320,-0.07509374,0.44873414,-0.37938752,0.31403094,-0.28114979,0.27226213,-0.26637049,0.15776764,-0.13978736,0.02567992,-0.02240604,0.56308233,-0.49138556
-5.78989495,1.39103917,-1.23262513,0.01649581,-0.01622423,0.07296238,-0.07424219,0.47084947,-0.39534738,0.32511750,-0.28950825,0.27426089,-0.26675049,0.16403744,-0.14298842,0.02657091,-0.02315837,0.58643073,-0.50710213
-5.78389195,1.44035939,-1.26917461,0.01682054,-0.01639760,0.07271611,-0.07353412,0.49379854,-0.41343669,0.33636143,-0.29891363,0.27668065,-0.26754569,0.17073702,-0.14711104,0.02744644,-0.02399109,0.61084368,-0.52540335
-5.77788894,1.49077641,-1.31041094,0.01712355,-0.01662787,0.07254066,-0.07296427,0.51717371,-0.43336479,0.34752968,-0.30913766,0.27951310,-0.26879911,0.17772357,-0.15204320,0.02828171,-0.02487811,0.63587528,-0.54592932
-5.77188594,1.54132131,-1.35545545,0.01738627,-0.01689361,0.07242122,-0.07252431,0.54055459,-0.45479893,0.35840288,-0.31994047,0.28273519,-0.27053938,0.18485513,-0.15766062,0.02905389,-0.02579270,0.66108054,-0.56828283
-5.76588294,1.59105642,-1.40336948,0.01759212,-0.01717320,0.07234222,-0.07220315,0.56351832,-0.47737035,0.36878137,-0.33107748,0.28630998,-0.27277914,0.19199396,-0.16382995,0.02974279,-0.02670823,0.68602617,-0.59203865
-5.75987994,1.63909878,-1.45317758,0.01772696,-0.01744554,0.07228790,-0.07198722,0.58565031,-0.50068158,0.37849058,-0.34230648,0.29018824,-0.27551419,0.19900966,-0.17041226,0.03033131,-0.02759894,0.71030112,-0.61675359
-5.75387694,1.68464190,-1.50389190,0.01777934,-0.01769067,0.07224269,-0.07186097,0.60655544,-0.52431513,0.38738542,-0.35339455,0.29431064,-0.27872347,0.20578208,-0.17726642,0.03080585,-0.02844066,0.73352655,-0.64197720
-5.74787394,1.72697513,-1.55453697,0.01774079,-0.01789036,0.07219165,-0.07180731,0.62586891,-0.54784320,0.39535375,-0.36412451,0.29861033,-0.28236972,0.21220387,-0.18425255,0.03115651,-0.02921144,0.75536480,-0.66726259
-5.74187094,1.76550001,-1.60417427,0.01760588,-0.01802856,0.07212092,-0.07180817,0.64326664,-0.57083827,0.40231856,-0.37430099,0.30301592,-0.28640108,0.21818260,-0.19123535,0.03137721,-0.02989212,0.77552704,-0.69217741
-5.73586793,1.79974272,-1.65192568,0.01737224,-0.01809185,0.07201804,-0.07184503,0.65847459,-0.59288422,0.40823906,-0.38375552,0.30745454,-0.29075321,0.22364234,-0.19808722,0.03146563,-0.03046677,0.79377936,-0.71631429
-5.72986493,1.82936236,-1.69699514,0.01704048,-0.01806971,0.07187215,-0.07189955,0.67127660,-0.61358758,0.41311037,-0.39235077,0.31185477,-0.29535207,0.22852480,-0.20469105,0.03142308,-0.03092302,0.80994698,-0.73930068
-5.72386193,1.85415466,-1.73868750,0.01661402,-0.01795469,0.07167420,-0.07195403,0.68152050,-0.63258850,0.41696212,-0.39998358,0.31614945,-0.30011704,0.23278974,-0.21094272,0.03125414,-0.03125221,0.82391652,-0.76080751
-5.71785893,1.87405116,-1.77642404,0.01609876,-0.01774254,0.07141698,-0.07199195,0.68912208,-0.64957096,0.41985585,-0.40658688,0.32027812,-0.30496425,0.23641497,-0.21675304,0.03096632,-0.03144948,0.83563624,-0.78055648
-5.71185593,1.88911387,-1.80975393,0.01550283,-0.01743212,0.07109501,-0.07199832,0.69406687,-0.66427179,0.42188152,-0.41213019,0.32418894,-0.30980995,0.23939568,-0.22204923,0.03056954,-0.03151366,0.84511426,-0.79832563
-5.70585293,1.89952603,-1.83836132,0.01483617,-0.01702531,0.07070443,-0.07195996,0.69640960,-0.67648815,0.42315321,-0.41661894,0.32784017,-0.31457365,0.24174334,-0.22677590,0.03007558,-0.03144708,0.85241500,-0.81395301
-5.69984992,1.90557931,-1.86206776,0.01411006,-0.01652674,0.07024277,-0.07186573,0.69627135,-0.68608308,0.42380429,-0.42009264,0.33120104,-0.31918102,0.24348415,-0.23089530,0.02949756,-0.03125518,0.85765399,-0.82733839
-5.69384692,1.90765834,-1.88083014,0.01333676,-0.01594353,0.06970860,-0.07170652,0.69383458,-0.69298892,0.42398224,-0.42262182,0.33425215,-0.32356630,0.24465718,-0.23438723,0.02884932,-0.03094618,0.86099144,-0.83844292
-5.68784392,1.90622330,-1.89473422,0.01252904,-0.01528484,0.06910129,-0.07147521,0.68933631,-0.69720840,0.42384340,-0.42430425,0.33698535,-0.32767424,0.24531223,-0.23724824,0.02814490,-0.03053051,0.86262473,-0.84728687
-5.68184092,1.90179137,-1.90398440,0.01169972,-0.01456153,0.06842064,-0.07116652,0.68305968,-0.69881348,0.42354786,-0.42526039,0.33940316,-0.33146136,0.24550760,-0.23949049,0.02739802,-0.03002027,0.86278042,-0.85394563
-5.67583792,1.89491796,-1.90889028,0.01086135,-0.01378562,0.06766667,-0.07077671,0.67532425,-0.69794190,0.42325456,-0.42562837,0.34151790,-0.33489673,0.24530778,-0.24114017,0.02662167,-0.02942873,0.86170590,-0.85854427
-5.66983492,1.88617821,-1.90985071,0.01002579,-0.01296994,0.06683933,-0.07030339,0.66647553,-0.69479167,0.42311686,-0.42555881,0.34335049,-0.33796219,0.24478120,-0.24223566,0.02582774,-0.02876968,0.85966110,-0.86125084
-5.66383192,1.87614951,-1.90733634,0.00920400,-0.01212756,0.06593844,-0.06974510,0.65687394,-0.68961377,0.42327858,-0.42520961,0.34492903,-0.34065203,0.24399808,-0.24282549,0.02502677,-0.02805698,0.85691049,-0.86226891
-5.65782891,1.86539530,-1.90187126,0.00840573,-0.01127145,0.06496356,-0.06910107,0.64688375,-0.68270335,0.42387054,-0.42474093,0.34628729,-0.34297226,0.24302836,-0.24296617,0.02422780,-0.02730408,0.85371551,-0.86182964
-5.65182591,1.85445052,-1.89401460,0.00763941,-0.01041409,0.06391407,-0.06837092,0.63686225,-0.67438982,0.42500765,-0.42431056,0.34746299,-0.34493954,0.24193995,-0.24272003,0.02343826,-0.02652357,0.85032759,-0.86018356
-5.64582291,1.84380862,-1.88434266,0.00691202,-0.00956709,0.06278929,-0.06755447,0.62714936,-0.66502619,0.42678635,-0.42406969,0.34849612,-0.34657987,0.24079696,-0.24215310,0.02266401,-0.02572693,0.84698179,-0.85759257
-5.63981991,1.83391025,-1.87343218,0.00622903,-0.00874097,0.06158864,-0.06665163,0.61805811,-0.65497805,0.42928257,-0.42415923,0.34942706,-0.34792703,0.23965831,-0.24133312,0.02190942,-0.02492426,0.84389109,-0.85432223
-5.63381691,1.82513335,-1.86184481,0.00559447,-0.00794495,0.06031189,-0.06566232,0.60986597,-0.64461252,0.43254982,-0.42470664,0.35029478,-0.34902089,0.23857632,-0.24032765,0.02117746,-0.02412417,0.84124119,-0.85063449
-5.62781391,1.81778461,-1.85011323,0.00501090,-0.00718678,0.05895941,-0.06458654,0.60280738,-0.63428753,0.43661765,-0.42582320,0.35113486,-0.34990561,0.23759552,-0.23920237,0.02046996,-0.02333375,0.83918591,-0.84678093
-5.62181091,1.81209207,-1.83872871,0.00447958,-0.00647269,0.05753243,-0.06342446,0.59706742,-0.62434165,0.44149022,-0.42760169,0.35197762,-0.35062774,0.23675159,-0.23801951,0.01978774,-0.02255855,0.83784313,-0.84299667
-5.61580790,1.80819885,-1.82813008,0.00400058,-0.00580739,0.05603326,-0.06217665,0.59277690,-0.61508469,0.44714503,-0.43011439,0.35284619,-0.35123430,0.23607041,-0.23683644,0.01913084,-0.02180272,0.83729118,-0.83949468
-5.60980490,1.80615803,-1.81869400,0.00357291,-0.00519408,0.05446548,-0.06084423,0.59000878,-0.60678931,0.45353196,-0.43341131,0.35375461,-0.35177069,0.23556718,-0.23570432,0.01849873,-0.02106914,0.83756580,-0.83646071
-5.60380190,1.80592879,-1.81072629,0.00319469,-0.00463454,0.05283406,-0.05942914,0.58877613,-0.59968368,0.46057246,-0.43751859,0.35470620,-0.35227867,0.23524581,-0.23466694,0.01789049,-0.02035961,0.83865787,-0.83404861
-5.59779890,1.80737423,-1.80445432,0.00286333,-0.00412929,0.05114538,-0.05793432,0.58903166,-0.59394545,0.46815930,-0.44243700,0.35569207,-0.35279421,0.23509837,-0.23375960,0.01730494,-0.01967502,0.84051183,-0.83237607
-5.59179590,1.81026116,-1.80002025,0.00257568,-0.00367767,0.04940719,-0.05636394,0.59066886,-0.58969697,0.47615680,-0.44814063,0.35669002,-0.35334547,0.23510498,-0.23300806,0.01674081,-0.01901554,0.84302531,-0.83152092
-5.58579290,1.81426233,-1.79747553,0.00232817,-0.00327805,0.04762853,-0.05472346,0.59352486,-0.58700197,0.48440187,-0.45457574,0.35766398,-0.35395076,0.23523383,-0.23242767,0.01619681,-0.01838085,0.84604987,-0.83151786
-5.57978989,1.81896160,-1.79677653,0.00211700,-0.00292799,0.04581950,-0.05301973,0.59738497,-0.58586371,0.49270584,-0.46165993,0.35856395,-0.35461679,0.23544171,-0.23202261,0.01567170,-0.01777025,0.84939337,-0.83235601
-5.57378689,1.82386254,-1.79778204,0.00193823,-0.00262441,0.04399111,-0.05126094,0.60198900,-0.58622475,0.50085751,-0.46928177,0.35932679,-0.35533709,0.23567498,-0.23178534,0.01516436,-0.01718281,0.85282398,-0.83397723
-5.56778389,1.82840058,-1.80025281,0.00178789,-0.00236374,0.04215496,-0.04945654,0.60703916,-0.58796837,0.50862716,-0.47730103,0.35987765,-0.35609098,0.23587099,-0.23169633,0.01467378,-0.01661747,0.85607605,-0.83627563
-5.56178089,1.83195901,-1.80385382,0.00166209,-0.00214209,0.04032305,-0.04761707,0.61220954,-0.59092170,0.51577186,-0.48554975,0.36013236,-0.35684298,0.23596002,-0.23172415,0.01419912,-0.01607317,0.85885781,-0.83909848
-5.55577789,1.83388853,-1.80815972,0.00155711,-0.00195540,0.03850749,-0.04575396,0.61715684,-0.59486058,0.52204179,-0.49383428,0.36000053,-0.35754295,0.23586772,-0.23182595,0.01373972,-0.01554880,0.86086095,-0.84224864
-5.54977489,1.83353013,-1.81266390,0.00146942,-0.00179952,0.03672035,-0.04387927,0.62153219,-0.59951623,0.52718759,-0.50193840,0.35938941,-0.35812695,0.23551798,-0.23194842,0.01329509,-0.01504335,0.86177168,-0.84548893
-5.54377189,1.83024045,-1.81679141,0.00139576,-0.00167038,0.03497346,-0.04200542,0.62499360,-0.60458351,0.53096844,-0.50962770,0.35820834,-0.35851903,0.23483612,-0.23202930,0.01286499,-0.01455583,0.86128310,-0.84854834
-5.53776888,1.82341870,-1.81991583,0.00133317,-0.00156399,0.03327831,-0.04014497,0.62721860,-0.60973074,0.53316058,-0.51665513,0.35637365,-0.35863375,0.23375238,-0.23199933,0.01244943,-0.01408539,0.85910832,-0.85113021
-5.53176588,1.81253410,-1.82137990,0.00127899,-0.00147660,0.03164604,-0.03831038,0.62791665,-0.61461077,0.53356591,-0.52276766,0.35381363,-0.35837961,0.23220535,-0.23178482,0.01204871,-0.01363127,0.85499374,-0.85292225
-5.52576288,1.79715226,-1.82051933,0.00123089,-0.00140469,0.03008740,-0.03651382,0.62684064,-0.61887307,0.53202022,-0.52771401,0.35047348,-0.35766321,0.23014541,-0.23131054,0.01166353,-0.01319284,0.84873184,-0.85360814
-5.51975988,1.77695927,-1.81668918,0.00118688,-0.00134502,0.02861282,-0.03476708,0.62379716,-0.62217639,0.52840070,-0.53125296,0.34631982,-0.35639390,0.22753778,-0.23050302,0.01129496,-0.01276968,0.84017287,-0.85288030
-5.51375688,1.75178201,-1.80929157,0.00114527,-0.00129470,0.02723246,-0.03308147,0.61865478,-0.62420151,0.52263221,-0.53316213,0.34134448,-0.35448883,0.22436512,-0.22929403,0.01094454,-0.01236161,0.82923458,-0.85045334
-5.50775388,1.72160337,-1.79780354,0.00110471,-0.00125114,0.02595629,-0.03146781,0.61135015,-0.62466363,0.51469205,-0.53324673,0.33556738,-0.35187815,0.22062948,-0.22762408,0.01061433,-0.01196872,0.81590959,-0.84607756
-5.50175088,1.68657137,-1.78180372,0.00106412,-0.00121210,0.02479416,-0.02993652,0.60189132,-0.62332373,0.50461283,-0.53134785,0.32903812,-0.34850990,0.21635342,-0.22544583,0.01030687,-0.01159149,0.80026961,-0.83955182
-5.49574787,1.64700128,-1.76099621,0.00102273,-0.00117569,0.02375580,-0.02849762,0.59035828,-0.61999862,0.49248331,-0.52734989,0.32183634,-0.34435447,0.21158020,-0.22272707,0.01002521,-0.01123084,0.78246645,-0.83073505
-5.48974487,1.60337051,-1.73523035,0.00098000,-0.00114035,0.02285087,-0.02716088,0.57690039,-0.61456875,0.47844704,-0.52118666,0.31407043,-0.33940830,0.20637309,-0.21945330,0.00977288,-0.01088818,0.76272930,-0.81955574
-5.48374187,1.55630600,-1.70451506,0.00093563,-0.00110483,0.02208878,-0.02593588,0.56173102,-0.60698387,0.46269890,-0.51284587,0.30587492,-0.33369643,0.20081361,-0.21562946,0.00955379,-0.01056545,0.74135852,-0.80601874
-5.47773887,1.50656476,-1.66902669,0.00088954,-0.00106818,0.02147865,-0.02483209,0.54511929,-0.59726571,0.44547958,-0.50237163,0.29740632,-0.32727382,0.19499891,-0.21128101,0.00937217,-0.01026516,0.71871599,-0.79020901
-5.47173587,1.45500817,-1.62910980,0.00084178,-0.00102974,0.02102901,-0.02385884,0.52737958,-0.58550788,0.42706838,-0.48986483,0.28883772,-0.32022527,0.18903836,-0.20645394,0.00923237,-0.00999041,0.69521250,-0.77229179
-5.46573287,1.40257131,-1.58527037,0.00079259,-0.00098911,0.02074755,-0.02302537,0.50885899,-0.57187263,0.40777456,-0.47548129,0.28035241,-0.31266373,0.18304939,-0.20121390,0.00913880,-0.00974478,0.67129269,-0.75250917
-5.45972986,1.35022875,-1.53816162,0.00074229,-0.00094609,0.02064082,-0.02234065,0.48992364,-0.55658475,0.38792772,-0.45942783,0.27213662,-0.30472722,0.17715300,-0.19564432,0.00909564,-0.00953234,0.64741829,-0.73117309
-5.45372686,1.29895842,-1.48856295,0.00069129,-0.00090072,0.02071382,-0.02181324,0.47094410,-0.53992277,0.36786763,-0.44195625,0.26437198,-0.29657425,0.17146891,-0.18984367,0.00910674,-0.00935750,0.62405040,-0.70865496
-5.44772386,1.24970546,-1.43735289,0.00064007,-0.00085316,0.02096965,-0.02145103,0.45228100,-0.52220789,0.34793410,-0.42335569,0.25722782,-0.28837803,0.16611081,-0.18392189,0.00917540,-0.00922486,0.60163185,-0.68537238
-5.44172086,1.20334760,-1.38547726,0.00058912,-0.00080375,0.02140912,-0.02126092,0.43427117,-0.50379105,0.32845723,-0.40394362,0.25085391,-0.28031977,0.16118179,-0.17799627,0.00930418,-0.00913909,0.58057027,-0.66177356
-5.43571786,1.16066405,-1.33391418,0.00053893,-0.00075290,0.02203047,-0.02124848,0.41721525,-0.48503891,0.30974853,-0.38405597,0.24537382,-0.27258121,0.15677027,-0.17218685,0.00949477,-0.00910468,0.56122287,-0.63832023
-5.42971486,1.12230909,-1.28363756,0.00049000,-0.00070111,0.02282906,-0.02141757,0.40136705,-0.46631923,0.29209331,-0.36403676,0.24087938,-0.26533698,0.15294661,-0.16661163,0.00974786,-0.00912580,0.54388372,-0.61546980
-5.42371186,1.08879181,-1.23558087,0.00044277,-0.00064892,0.02379726,-0.02176995,0.38692540,-0.44798652,0.27574455,-0.34422794,0.23742643,-0.25874692,0.14976056,-0.16138190,0.01006306,-0.00920606,0.52877386,-0.59365766
-5.41770885,1.06046277,-1.19060297,0.00039764,-0.00059690,0.02492435,-0.02230490,0.37402860,-0.43036838,0.26091848,-0.32495963,0.23503212,-0.25294899,0.14723968,-0.15659773,0.01043885,-0.00934836,0.51603502,-0.57328060
-5.41170585,1.03750801,-1.14945773,0.00035496,-0.00054559,0.02619660,-0.02301895,0.36275180,-0.41375352,0.24779196,-0.30654141,0.23367390,-0.24805295,0.14538879,-0.15234406,0.01087264,-0.00955470,0.50572700,-0.55468198
-5.40570285,1.01995074,-1.11276872,0.00031501,-0.00049553,0.02759749,-0.02390564,0.35310736,-0.39838163,0.23650154,-0.28925487,0.23329024,-0.24413519,0.14419053,-0.14868747,0.01136078,-0.00982606,0.49782877,-0.53813951
-5.39969985,1.00766011,-1.08101028,0.00027801,-0.00044719,0.02910804,-0.02495542,0.34504802,-0.38443583,0.22714429,-0.27334777,0.23378302,-0.24123507,0.14360682,-0.14567377,0.01189871,-0.01016231,0.49224334,-0.52385617
-5.39369685,1.00036665,-1.05449562,0.00024409,-0.00040101,0.03070723,-0.02615559,0.33847273,-0.37203786,0.21977994,-0.25902989,0.23502156,-0.23935278,0.14358142,-0.14332658,0.01248111,-0.01056215,0.48880581,-0.51195465
-5.38769385,0.99768326,-1.03337246,0.00021335,-0.00035733,0.03237262,-0.02749054,0.33323478,-0.36124614,0.21443429,-0.24647066,0.23684802,-0.23844902,0.14404309,-0.14164697,0.01310206,-0.01102315,0.48729440,-0.50247549
-5.38169085,0.99913059,-1.01762616,0.00018580,-0.00031645,0.03408093,-0.02894191,0.32915167,-0.35205693,0.21110340,-0.23579857,0.23908393,-0.23844641,0.14490954,-0.14061409,0.01375527,-0.01154178,0.48744367,-0.49537908
-5.37568784,1.00416526,-1.00708997,0.00016142,-0.00027859,0.03580881,-0.03048906,0.32601637,-0.34440815,0.20975842,-0.22710215,0.24153751,-0.23923254,0.14609162,-0.14018678,0.01443429,-0.01211352,0.48895923,-0.49055115
-5.36968484,1.01220956,-1.00146167,0.00014013,-0.00024388,0.03753353,-0.03210956,0.32360922,-0.33818590,0.21035051,-0.22043238,0.24401157,-0.24066464,0.14749787,-0.14030618,0.01513271,-0.01273300,0.49153327,-0.48781156
-5.36368184,1.02268093,-1.00032557,0.00012182,-0.00021241,0.03923367,-0.03377983,0.32171004,-0.33323302,0.21281574,-0.21580618,0.24631137,-0.24257553,0.14903891,-0.14089890,0.01584435,-0.01339418,0.49486007,-0.48692581
-5.35767884,1.03501986,-1.00317853,0.00010637,-0.00018418,0.04088983,-0.03547580,0.32010969,-0.32935949,0.21707954,-0.21321070,0.24825235,-0.24478055,0.15063165,-0.14188098,0.01656342,-0.01409054,0.49865062,-0.48761860
-5.35167584,1.04871482,-1.00945860,0.00009360,-0.00015915,0.04248517,-0.03717366,0.31862071,-0.32635388,0.22306060,-0.21260817,0.24966722,-0.24708526,0.15220304,-0.14316206,0.01728462,-0.01481530,0.50264595,-0.48958879
-5.34567284,1.06332315,-1.01857476,0.00008338,-0.00013723,0.04400595,-0.03885059,0.31708641,-0.32399543,0.23067396,-0.21394082,0.25041211,-0.24929341,0.15369320,-0.14464980,0.01800324,-0.01556160,0.50662813,-0.49252498
