energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.84992496,8.03171328,0.99971609,0.48889407,0.01253340,2.72443141,0.13367884,2.13533373,2.93357846,2.11521691
-5.84392196,8.20389140,1.01411565,0.49066919,0.01211395,2.81418610,0.13713823,2.15629908,3.05121365,2.18497666
-5.83791896,8.37956574,1.03103201,0.49264614,0.01172830,2.90347356,0.14056886,2.17976071,3.16911584,2.25549395
-5.83191596,8.55517755,1.05023186,0.49472860,0.01137334,2.99064427,0.14391259,2.20514512,3.28502422,2.32547336
-5.82591296,8.72676644,1.07140184,0.49678843,0.01104517,3.07394826,0.14710621,2.23174002,3.39654202,2.39350839
-5.81990995,8.89009591,1.09415655,0.49867081,0.01073927,3.15158784,0.15008335,2.25871877,3.50120979,2.45812375
-5.81390695,9.04078948,1.11804817,0.50020058,0.01045083,3.22177320,0.15277668,2.28516840,3.59658281,2.51782086
-5.80790395,9.17447221,1.14257739,0.50118939,0.01017492,3.28277863,0.15512012,2.31012002,3.68030962,2.57112480
-5.80190095,9.28691176,1.16720538,0.50144343,0.00990676,3.33299711,0.15705098,2.33258053,3.75020859,2.61663082
-5.79589795,9.37415392,1.19136661,0.50077130,0.00964186,3.37099119,0.15851207,2.35156437,3.80433915,2.65304866
-5.78989495,9.43264737,1.21448206,0.49899181,0.00937619,3.39553817,0.15945345,2.36612421,3.84106494,2.67924298
-5.78389195,9.45935314,1.23597270,0.49594121,0.00910627,3.40566787,0.15983403,2.37537957,3.85910622,2.69426826
-5.77788894,9.45183524,1.25527281,0.49147971,0.00882928,3.40069165,0.15962277,2.37854243,3.85757946,2.69739718
-5.77188594,9.40832938,1.27184288,0.48549691,0.00854307,3.38022164,0.15879945,2.37493913,3.83602268,2.68814123
-5.76588294,9.32778805,1.28518181,0.47791602,0.00824622,3.34417979,0.15735517,2.36402787,3.79440561,2.66626317
-5.75987994,9.20990114,1.29483816,0.46869669,0.00793796,3.29279636,0.15529234,2.34541160,3.73312468,2.63178099
-5.75387694,9.05509227,1.30042006,0.45783642,0.00761819,3.22659861,0.15262436,2.31884603,3.65298335,2.58496353
-5.74787394,8.86449204,1.30160374,0.44537053,0.00728741,3.14639008,0.14937495,2.28424277,3.55515909,2.52631818
-5.74187094,8.63989040,1.29814032,0.43137072,0.00694663,3.05322178,0.14557723,2.24166782,3.44115877,2.45657150
-5.73586793,8.38367070,1.28986075,0.41594248,0.00659731,2.94835678,0.14127253,2.19133573,3.31276470,2.37664374
-5.72986493,8.09872910,1.27667883,0.39922134,0.00624129,2.83322968,0.13650907,2.13359999,3.17197412,2.28761848
-5.72386193,7.78838294,1.25859223,0.38136830,0.00588067,2.70940286,0.13134052,2.06894004,3.02093465,2.19070880
-5.71785893,7.45627199,1.23568148,0.36256463,0.00551776,2.57852129,0.12582459,1.99794573,2.86187867,2.08722140
-5.71185593,7.10625674,1.20810700,0.34300633,0.00515496,2.44226766,0.12002153,1.92129977,2.69705928,1.97851998
-5.70585293,6.74231719,1.17610428,0.32289836,0.00479473,2.30231943,0.11399277,1.83975894,2.52869027,1.86598939
-5.69984992,6.36845584,1.13997750,0.30244907,0.00443948,2.16030933,0.10779967,1.75413454,2.35889203,1.75100163
-5.69384692,5.98860768,1.10009150,0.28186479,0.00409154,2.01779033,0.10150238,1.66527300,2.18964527,1.63488476
-5.68784392,5.60655962,1.05686276,0.26134499,0.00375308,1.87620611,0.09515879,1.57403686,2.02275341,1.51889562
-5.68184092,5.22588121,1.01074931,0.24107801,0.00342609,1.73686751,0.08882377,1.48128682,1.85981449,1.40419698
-5.67583792,4.84986781,0.96224014,0.22123742,0.00311233,1.60093527,0.08254841,1.38786518,1.70220259,1.29183931
-5.66983492,4.48149679,0.91184432,0.20197922,0.00281332,1.46940903,0.07637954,1.29458109,1.55105856,1.18274766
-5.66383192,4.12339683,0.86008016,0.18343979,0.00253031,1.34312232,0.07035933,1.20219763,1.40728926,1.07771325
-5.65782891,3.77782977,0.80746467,0.16573457,0.00226428,1.22274303,0.06452504,1.11142116,1.27157450,0.97738982
-5.65182591,3.44668427,0.75450378,0.14895757,0.00201596,1.10877873,0.05890884,1.02289280,1.14438028,0.88229415
-5.64582291,3.13147997,0.70168331,0.13318146,0.00178579,1.00158599,0.05353785,0.93718222,1.02597713,0.79281043
-5.63981991,2.83338084,0.64946113,0.11845832,0.00157401,0.90138293,0.04843414,0.85478359,0.91646215,0.70919768
-5.63381691,2.55321617,0.59826046,0.10482090,0.00138062,0.80826411,0.04361488,0.77611370,0.81578340,0.63159982
-5.62781391,2.29150758,0.54846471,0.09228433,0.00120543,0.72221699,0.03909257,0.70151208,0.72376546,0.56005763
-5.62181091,2.04850064,0.50041352,0.08084812,0.00104811,0.64313900,0.03487533,0.63124289,0.64013500,0.49452193
-5.61580790,1.82419953,0.45440042,0.07049845,0.00090822,0.57085490,0.03096719,0.56549858,0.56454554,0.43486761
-5.60980490,1.61840351,0.41067180,0.06121060,0.00078521,0.50513351,0.02736850,0.50440490,0.49660067,0.38090769
-5.60380190,1.43074404,0.36942722,0.05295148,0.00067851,0.44570365,0.02407637,0.44802715,0.43587514,0.33240730
-5.59779890,1.26072159,0.33082091,0.04568216,0.00058756,0.39226876,0.02108511,0.39637747,0.38193368,0.28909689
-5.59179590,1.10774134,0.29496438,0.03936038,0.00051183,0.34452015,0.01838677,0.34942278,0.33434719,0.25068470
-5.58579290,0.97114717,0.26192985,0.03394291,0.00045087,0.30214871,0.01597160,0.30709337,0.29270649,0.21686798
-5.57978989,0.85025342,0.23175449,0.02938779,0.00040435,0.26485501,0.01382867,0.26929164,0.25663348,0.18734307
-5.57378689,0.74437411,0.20444510,0.02565642,0.00037210,0.23235786,0.01194638,0.23590101,0.22579009,0.16181413
-5.56778389,0.65284930,0.17998314,0.02271532,0.00035410,0.20440141,0.01031303,0.20679457,0.19988509,0.14000050
-5.56178089,0.57506845,0.15832985,0.02053779,0.00035054,0.18076087,0.00891739,0.18184346,0.17867897,0.12164280
-5.55577789,0.51049052,0.13943138,0.01910511,0.00036182,0.16124694,0.00774924,0.16092462,0.16198711,0.10650763
-5.54977489,0.45866074,0.12322358,0.01840757,0.00038855,0.14570901,0.00679990,0.14392778,0.14968140,0.09439116
-5.54377189,0.41922380,0.10963644,0.01844513,0.00043158,0.13403722,0.00606271,0.13076155,0.14169035,0.08512141
-5.53776888,0.39193340,0.09859794,0.01922768,0.00049191,0.12616347,0.00553350,0.12135844,0.13799796,0.07855955
-5.53176588,0.37665786,0.09003723,0.02077498,0.00057078,0.12206125,0.00521098,0.11567859,0.13864102,0.07460002
-5.52576288,0.37338165,0.08388703,0.02311621,0.00066952,0.12174443,0.00509708,0.11371215,0.14370530,0.07316978
-5.51975988,0.38220269,0.08008517,0.02628906,0.00078959,0.12526491,0.00519722,0.11548026,0.15332015,0.07422643
-5.51375688,0.40332517,0.07857526,0.03033855,0.00093247,0.13270903,0.00552046,0.12103440,0.16765178,0.07775567
-5.50775388,0.43704793,0.07930643,0.03531529,0.00109964,0.14419283,0.00607957,0.13045414,0.18689509,0.08376762
-5.50175088,0.48374816,0.08223225,0.04127348,0.00129244,0.15985606,0.00689094,0.14384333,0.21126406,0.09229258
-5.49574787,0.54386080,0.08730880,0.04826855,0.00151203,0.17985494,0.00797441,0.16132468,0.24098080,0.10337593
-5.48974487,0.61785354,0.09449209,0.05635447,0.00175930,0.20435380,0.00935288,0.18303277,0.27626332,0.11707238
-5.48374187,0.70619819,0.10373487,0.06558083,0.00203474,0.23351557,0.01105179,0.20910582,0.31731233,0.13343972
-5.47773887,0.80933861,0.11498310,0.07598984,0.00233840,0.26749148,0.01309845,0.23967609,0.36429727,0.15253217
-5.47173587,0.92765637,0.12817216,0.08761315,0.00266974,0.30640993,0.01552109,0.27485952,0.41734195,0.17439346
-5.46573287,1.06143480,0.14322311,0.10046886,0.00302761,0.35036517,0.01834788,0.31474465,0.47651033,0.19904992
-5.45972986,1.21082284,0.16003916,0.11455867,0.00341018,0.39940577,0.02160571,0.35938133,0.54179289,0.22650371
-5.45372686,1.37579985,0.17850263,0.12986530,0.00381487,0.45352364,0.02531882,0.40876965,0.61309408,0.25672655
-5.44772386,1.55614307,0.19847251,0.14635047,0.00423836,0.51264380,0.02950739,0.46284949,0.69022166,0.28965408
-5.44172086,1.75139901,0.21978301,0.16395338,0.00467659,0.57661550,0.03418606,0.52149129,0.77287829,0.32518125
-5.43571786,1.96086053,0.24224302,0.18258996,0.00512481,0.64520523,0.03936245,0.58448841,0.86065611,0.36315890
-5.42971486,2.18355109,0.26563685,0.20215288,0.00557765,0.71809191,0.04503574,0.65155179,0.95303465,0.40339181
-5.42371186,2.41821751,0.28972606,0.22251252,0.00602921,0.79486487,0.05119547,0.72230710,1.04938257,0.44563841
-5.41770885,2.66333231,0.31425265,0.24351880,0.00647323,0.87502485,0.05782049,0.79629500,1.14896354,0.48961238
-5.41170585,2.91710674,0.33894341,0.26500400,0.00690319,0.95798839,0.06487827,0.87297470,1.25094625,0.53498606
-5.40570285,3.17751460,0.36351531,0.28678644,0.00731255,1.04309561,0.07232455,0.95173103,1.35441862,0.58139586
-5.39969985,3.44232724,0.38768183,0.30867507,0.00769491,1.12962147,0.08010348,1.03188494,1.45840595,0.62844957
-5.39369685,3.70915890,0.41116001,0.33047459,0.00804422,1.21679037,0.08814817,1.11270753,1.56189258,0.67573529
-5.38769385,3.97552160,0.43367783,0.35199123,0.00835499,1.30379368,0.09638182,1.19343703,1.66384654,0.72283189
-5.38169085,4.23888795,0.45498171,0.37303875,0.00862248,1.38980977,0.10471926,1.27329845,1.76324627,0.76932061
-5.37568784,4.49675963,0.47484385,0.39344456,0.00884284,1.47402587,0.11306906,1.35152506,1.85910871,0.81479733
-5.36968484,4.74673920,0.49306890,0.41305551,0.00901330,1.55566103,0.12133592,1.42738101,1.95051755,0.85888508
-5.36368184,4.98660215,0.50949980,0.43174330,0.00913225,1.63398913,0.12942347,1.50018403,2.03665066,0.90124633
-5.35767884,5.21436605,0.52402244,0.44940902,0.00919934,1.70836120,0.13723723,1.56932715,2.11680555,0.94159431
-5.35167584,5.42835345,0.53656889,0.46598672,0.00921545,1.77822578,0.14468758,1.63429850,2.19042171,0.97970299
-5.34567284,5.62724532,0.54711899,0.48144560,0.00918273,1.84314656,0.15169269,1.69469782,2.25709893,1.01541512
-5.33966983,5.81012209,0.55570022,0.49579084,0.00910449,1.90281628,0.15818117,1.75024894,2.31661052,1.04864788
-5.33366683,5.97648955,0.56238579,0.50906273,0.00898512,1.95706605,0.16409432,1.80080729,2.36891092,1.07939569
-5.32766383,6.12628788,0.56729093,0.52133422,0.00882991,2.00586970,0.16938787,1.84636168,2.41413708,1.10773007
-5.32166083,6.25988246,0.57056763,0.53270675,0.00864486,2.04934251,0.17403300,1.88703010,2.45260343,1.13379623
-5.31565783,6.37803626,0.57239788,0.54330465,0.00843652,2.08773445,0.17801673,1.92304936,2.48479050,1.15780660
-5.30965483,6.48186448,0.57298576,0.55326812,0.00821169,2.12141793,0.18134153,1.95475889,2.51132752,1.18003139
-5.30365183,6.57277308,0.57254869,0.56274521,0.00797723,2.15087063,0.18402414,1.98257916,2.53296963,1.20078647
-5.29764882,6.65238383,0.57130824,0.57188299,0.00773982,2.17665407,0.18609377,2.00698585,2.55057065,1.22041922
-5.29164582,6.72244942,0.56948089,0.58081856,0.00750572,2.19938895,0.18758971,2.02848072,2.56505249,1.23929283
-5.28564282,6.78476268,0.56726909,0.58967006,0.00728056,2.21972833,0.18855845,2.04756092,2.57737249,1.25776983
-5.27963982,6.84106456,0.56485318,0.59852839,0.00706919,2.23833011,0.18905058,2.06468813,2.58849017,1.27619556
-5.27363682,6.89295577,0.56238445,0.60744992,0.00687553,2.25583005,0.18911756,2.08025936,2.59933469,1.29488249
-5.26763382,6.94181677,0.55997962,0.61645076,0.00670246,2.27281663,0.18880865,2.09458109,2.61077459,1.31409607
-5.26163082,6.98874044,0.55771718,0.62550283,0.00655176,2.28980918,0.18816812,2.10784823,2.62359097,1.33404272
-5.25562781,7.03448131,0.55563564,0.63453210,0.00642410,2.30724008,0.18723285,2.12012927,2.63845517,1.35486081
-5.24962481,7.07942414,0.55373381,0.64341915,0.00631907,2.32544209,0.18603065,2.13135863,2.65591193,1.37661472
-5.24362181,7.12357360,0.55197321,0.65200215,0.00623523,2.34464113,0.18457925,2.14133686,2.67636843,1.39929253
-5.23761881,7.16656570,0.55028236,0.66008206,0.00617025,2.36495481,0.18288597,2.14973875,2.70008952,1.42280724
-5.23161581,7.20770034,0.54856291,0.66743010,0.00612100,2.38639662,0.18094820,2.15612928,2.72719900,1.44700150
-5.22561281,7.24599301,0.54669722,0.67379694,0.00608375,2.40888519,0.17875464,2.15998648,2.75768668,1.47165551
-5.21960980,7.28024283,0.54455713,0.67892335,0.00605431,2.43225799,0.17628706,2.16073024,2.79142035,1.49649765
-5.21360680,7.30911288,0.54201335,0.68255173,0.00602827,2.45628857,0.17352259,2.15775551,2.82816204,1.52121724
-5.20760380,7.33121848,0.53894529,0.68443802,0.00600114,2.48070599,0.17043634,2.15046811,2.86758732,1.54547880
-5.20160080,7.34521828,0.53525054,0.68436338,0.00596856,2.50521551,0.16700414,2.13832137,2.90930667,1.56893706
-5.19559780,7.34990325,0.53085382,0.68214502,0.00592646,2.52951904,0.16320533,2.12085154,2.95288773,1.59125192
-5.18959480,7.34427879,0.52571481,0.67764579,0.00587123,2.55333446,0.15902521,2.09771022,2.99787728,1.61210276
-5.18359180,7.32763546,0.51983452,0.67078186,0.00579983,2.57641249,0.15445726,2.06869193,3.04382208,1.63120139
-5.17758879,7.29960491,0.51325995,0.66152831,0.00570990,2.59855051,0.14950484,2.03375559,3.09028760,1.64830311
-5.17158579,7.26019818,0.50608669,0.64992226,0.00559984,2.61960258,0.14418223,1.99303878,3.13687400,1.66321549
-5.16558279,7.20982474,0.49845950,0.63606349,0.00546881,2.63948519,0.13851518,1.94686398,3.18322877,1.67580450
-5.15957979,7.14929165,0.49057067,0.62011251,0.00531678,2.65817878,0.13254074,1.89573677,3.22905587,1.68599792
-5.15357679,7.07978336,0.48265625,0.60228625,0.00514449,2.67572505,0.12630644,1.84033601,3.27412102,1.69378594
-5.14757379,7.00282341,0.47499040,0.58285166,0.00495337,2.69222022,0.11986906,1.78149662,3.31825320,1.69921903
-5.14157079,6.92022056,0.46787797,0.56211750,0.00474551,2.70780500,0.11329277,1.72018600,3.36134259,1.70240338
-5.13556778,6.83400219,0.46164563,0.54042494,0.00452353,2.72265168,0.10664708,1.65747520,3.40333504,1.70349402
-5.12956478,6.74633839,0.45663192,0.51813723,0.00429049,2.73694916,0.10000450,1.59450634,3.44422351,1.70268618
-5.12356178,6.65946066,0.45317663,0.49562917,0.00404976,2.75088668,0.09343810,1.53245788,3.48403689,1.70020511
-5.11755878,6.57557892,0.45160985,0.47327686,0.00380494,2.76463709,0.08701918,1.47250928,3.52282667,1.69629491
-5.11155578,6.49680077,0.45224119,0.45144804,0.00355967,2.77834046,0.08081505,1.41580665,3.56065203,1.69120683
-5.10555278,6.42505628,0.45534945,0.43049375,0.00331761,2.79208873,0.07488710,1.36343082,3.59756396,1.68518745
-5.09954977,6.36203161,0.46117333,0.41074135,0.00308226,2.80591217,0.06928920,1.31636912,3.63358910,1.67846716
-5.09354677,6.30911395,0.46990327,0.39248940,0.00285697,2.81976821,0.06406645,1.27549187,3.66871405,1.67124956
-5.08754377,6.26734989,0.48167500,0.37600435,0.00264477,2.83353325,0.05925448,1.24153428,3.70287081,1.66370199
-5.08154077,6.23741854,0.49656474,0.36151923,0.00244841,2.84699771,0.05487903,1.21508447,3.73592428,1.65594764
-5.07553777,6.21962020,0.51458659,0.34923423,0.00227031,2.85986486,0.05095604,1.19657750,3.76766238,1.64805961
-5.06953477,6.21388062,0.53569189,0.33931894,0.00211253,2.87175331,0.04749214,1.18629560,3.79778974,1.64005711
-5.06353177,6.21977038,0.55977085,0.33191602,0.00197678,2.88220351,0.04448537,1.18437408,3.82592537,1.63190411
-5.05752876,6.23653822,0.58665622,0.32714611,0.00186446,2.89068791,0.04192628,1.19081242,3.85160485,1.62351035
-5.05152576,6.26315660,0.61612908,0.32511332,0.00177672,2.89662469,0.03979917,1.20548976,3.87428743,1.61473494
-5.04552276,6.29837735,0.64792630,0.32591106,0.00171441,2.89939462,0.03808344,1.22818375,3.89336784,1.60539238
-5.03951976,6.34079478,0.68174973,0.32962776,0.00167822,2.89836045,0.03675511,1.25859177,3.90819286,1.59526067
-5.03351676,6.38891332,0.71727641,0.33635191,0.00166868,2.89288828,0.03578814,1.29635337,3.91808198,1.58409149
-5.02751376,6.44121662,0.75416970,0.34617605,0.00168621,2.88237000,0.03515585,1.34107259,3.92235135,1.57162175
-5.02151076,6.49623479,0.79209073,0.35919944,0.00173113,2.86624594,0.03483208,1.39233921,3.92034017,1.55758621
-5.01550775,6.55260669,0.83070970,0.37552885,0.00180374,2.84402684,0.03479224,1.44974766,3.91143800,1.54173049
-5.00950475,6.60913418,0.86971667,0.39527748,0.00190425,2.81531415,0.03501406,1.51291263,3.89511183,1.52382398
-5.00350175,6.66482580,0.90883120,0.41856177,0.00203286,2.77981763,0.03547818,1.58148069,3.87093133,1.50367191
-4.99749875,6.71892765,0.94781059,0.44549601,0.00218968,2.73736963,0.03616839,1.65513719,3.83859084,1.48112602
-4.99149575,6.77093991,0.98645634,0.47618504,0.00237471,2.68793510,0.03707167,1.73360820,3.79792691,1.45609340
-4.98549275,6.82061835,1.02461848,0.51071509,0.00258779,2.63161696,0.03817793,1.81665736,3.74893023,1.42854288
-4.97948974,6.86796067,1.06219773,0.54914314,0.00282854,2.56865646,0.03947950,1.90407796,3.69175118,1.39850880
-4.97348674,6.91317863,1.09914541,0.59148545,0.00309627,2.49942839,0.04097051,1.99568078,3.62669865,1.36609182
-4.96748374,6.95665754,1.13546120,0.63770552,0.00338994,2.42443153,0.04264596,2.09127839,3.55423211,1.33145693
-4.96148074,6.99890570,1.17118877,0.68770237,0.00370804,2.34427448,0.04450081,2.19066710,3.47494728,1.29482863
-4.95547774,7.04049652,1.20640988,0.74129978,0.00404854,2.25965778,0.04652896,2.29360766,3.38955635,1.25648361
-4.94947474,7.08200713,1.24123690,0.79823705,0.00440881,2.17135308,0.04872218,2.39980613,3.29886365,1.21674135
-4.94347174,7.12395680,1.27580438,0.85816222,0.00478562,2.08018027,0.05106923,2.50889608,3.20373837,1.17595318
-4.93746873,7.16674923,1.31026005,0.92062803,0.00517509,1.98698387,0.05355502,2.62042369,3.10508576,1.13449030
-4.93146573,7.21062182,1.34475544,0.98509152,0.00557268,1.89260949,0.05615995,2.73383655,3.00381837,1.09273142
-4.92546273,7.25560515,1.37943666,1.05091724,0.00597329,1.79788163,0.05885952,2.84847732,2.90082895,1.05105066
-4.91945973,7.30149489,1.41443550,1.11738459,0.00637126,1.70358364,0.06162421,2.96358270,2.79696628,1.00980626
-4.91345673,7.34783759,1.44986108,1.18369914,0.00676053,1.61044062,0.06441964,3.07828806,2.69301502,0.96933045
-4.90745373,7.39393118,1.48579219,1.24900770,0.00713476,1.51910588,0.06720701,3.19163768,2.58968051,0.92992113
-4.90145073,7.43883980,1.52227040,1.31241687,0.00748748,1.43015115,0.06994391,3.30260020,2.48757875,0.89183537
-4.89544772,7.48142184,1.55929402,1.37301443,0.00781231,1.34406085,0.07258535,3.41008853,2.38723179,0.85528496
-4.88944472,7.52036949,1.59681282,1.42989271,0.00810311,1.26123016,0.07508505,3.51298341,2.28906816,0.82043411
-4.88344172,7.55425721,1.63472371,1.48217335,0.00835427,1.18196659,0.07739695,3.61015940,2.19342789,0.78739906
-4.87743872,7.58159660,1.67286732,1.52903214,0.00856086,1.10649464,0.07947687,3.70051230,2.10057119,0.75624956
-4.87143572,7.60089450,1.71102563,1.56972330,0.00871883,1.03496292,0.08128413,3.78298667,2.01068998,0.72701180
-4.86543272,7.61071165,1.74892086,1.60360199,0.00882524,0.96745306,0.08278334,3.85660251,1.92392129,0.69967268
-4.85942971,7.60971925,1.78621581,1.63014430,0.00887834,0.90398985,0.08394593,3.92048011,1.84036138,0.67418504
-4.85342671,7.59675110,1.82251604,1.64896393,0.00887775,0.84455183,0.08475167,3.97386242,1.76007992,0.65047339
-4.84742371,7.57084973,1.85737398,1.65982484,0.00882449,0.78908188,0.08518985,4.01613441,1.68313331,0.62844018
-4.84142071,7.53130524,1.89029549,1.66264961,0.00872103,0.73749732,0.08526025,4.04683913,1.60957661,0.60797203
-4.83541771,7.47768608,1.92074894,1.65752309,0.00857125,0.68969903,0.08497376,4.06569033,1.53947370,0.58894592
-4.82941471,7.40986165,1.94817687,1.64469138,0.00838039,0.64557955,0.08435264,4.07258183,1.47290541,0.57123512
-4.82341171,7.32801672,1.97201038,1.62455622,0.00815492,0.60502986,0.08343035,4.06759348,1.40997560,0.55471467
-4.81740870,7.23265790,1.99168575,1.59766514,0.00790240,0.56794475,0.08225103,4.05099417,1.35081513,0.53926640
-4.81140570,7.12461276,2.00666306,1.56469773,0.00763129,0.53422693,0.08086857,4.02324164,1.29558402,0.52478337
-4.80540270,7.00502174,2.01644598,1.52644864,0.00735068,0.50378989,0.07934535,3.98497939,1.24447178,0.51117359
-4.79939970,6.87532330,2.02060207,1.48380783,0.00707015,0.47655955,0.07775054,3.93703041,1.19769614,0.49836307
-4.79339670,6.73723242,2.01878240,1.43773888,0.00679942,0.45247486,0.07615823,3.88038757,1.15550038,0.48629812
-4.78739370,6.59271245,2.01073953,1.38925580,0.00654812,0.43148749,0.07464527,3.81620043,1.11814920,0.47494669
-4.78139070,6.44394021,1.99634268,1.33939919,0.00632558,0.41356067,0.07328889,3.74575809,1.08592331,0.46429892
-4.77538769,6.29326442,1.97558911,1.28921224,0.00614052,0.39866726,0.07216428,3.67046788,1.05911277,0.45436663
-4.76938469,6.14315735,1.94861069,1.23971729,0.00600086,0.38678717,0.07134208,3.59182963,1.03800890,0.44518188
-4.76338169,5.99616013,1.91567510,1.19189324,0.00591348,0.37790425,0.07088595,3.51140564,1.02289515,0.43679455
-4.75737869,5.85482229,1.87718124,1.14665463,0.00588409,0.37200269,0.07085021,3.43078659,1.01403669,0.42926891
-4.75137569,5.72163681,1.83364876,1.10483252,0.00591704,0.36906304,0.07127773,3.35155402,1.01166921,0.42267944
-4.74537269,5.59897209,1.78570202,1.06715771,0.00601522,0.36905812,0.07219803,3.27524024,1.01598698,0.41710592
-4.73936968,5.48900325,1.73404925,1.03424671,0.00617999,0.37194884,0.07362576,3.20328709,1.02713081,0.41262799
-4.73336668,5.39364513,1.67945772,1.00659064,0.00641114,0.37768031,0.07555959,3.13700500,1.04517635,0.40931952
-4.72736368,5.31449014,1.62272632,0.98454738,0.00670692,0.38617831,0.07798160,3.07753419,1.07012337,0.40724306
-4.72136068,5.25275395,1.56465696,0.96833721,0.00706405,0.39734651,0.08085709,3.02580993,1.10188667,0.40644457
-4.71535768,5.20923219,1.50602621,0.95804204,0.00747784,0.41106460,0.08413506,2.98253370,1.14028944,0.40694891
-4.70935468,5.18427099,1.44755887,0.95360827,0.00794233,0.42718754,0.08774918,2.94815208,1.18505958,0.40875626
-4.70335168,5.17775358,1.38990481,0.95485333,0.00845043,0.44554619,0.09161929,2.92284480,1.23582956,0.41183982
-4.69734867,5.18910478,1.33362021,0.96147557,0.00899415,0.46594922,0.09565353,2.90652300,1.29214023,0.41614486
-4.69134567,5.21731380,1.27915430,0.97306750,0.00956484,0.48818656,0.09975084,2.89883824,1.35344859,0.42158935
-4.68534267,5.26097531,1.22684204,0.98913163,0.01015345,0.51203400,0.10380390,2.89920225,1.41913960,0.42806610
-4.67933967,5.31834714,1.17690303,1.00909871,0.01075077,0.53725907,0.10770239,2.90681667,1.48854142,0.43544642
-4.67333667,5.38742235,1.12944641,1.03234750,0.01134775,0.56362758,0.11133639,2.92071165,1.56094360,0.44358495
-4.66733367,5.46601216,1.08448141,1.05822549,0.01193574,0.59091067,0.11459989,2.93979131,1.63561724,0.45232566
-4.66133067,5.55183562,1.04193243,1.08606959,0.01250678,0.61889189,0.11739416,2.96288388,1.71183605,0.46150837
-4.65532766,5.64261138,1.00165778,1.11522615,0.01305380,0.64737364,0.11963100,2.98879402,1.78889712,0.47097561
-4.64932466,5.73614658,0.96347077,1.14506945,0.01357084,0.67618284,0.12123552,3.01635436,1.86614015,0.48057940
-4.64332166,5.83041825,0.92716172,1.17501776,0.01405317,0.70517507,0.12214853,3.04447379,1.94296397,0.49018735
