energy_ev,total_up,In_p_up,In_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-4.30115058,3.52685488,0.27246437,0.00613354,1.26044090,3.17535331,0.00975631,0.20513928
-4.29514757,3.68055076,0.28689745,0.00631068,1.36929402,3.29876741,0.01067716,0.22174079
-4.28914457,3.84560502,0.30219387,0.00652217,1.48283153,3.43235493,0.01161588,0.23877361
-4.28314157,4.02062393,0.31818313,0.00676548,1.60016601,3.57500636,0.01256132,0.25606114
-4.27713857,4.20407651,0.33467762,0.00703754,1.72031598,3.72550033,0.01350129,0.27341616
-4.27113557,4.39432350,0.35147654,0.00733477,1.84222462,3.88252600,0.01442276,0.29064552
-4.26513257,4.58964716,0.36837002,0.00765317,1.96478053,4.04470577,0.01531216,0.30755510
-4.25912956,4.78828112,0.38514357,0.00798836,2.08683982,4.21061743,0.01615571,0.32395498
-4.25312656,4.98843925,0.40158240,0.00833569,2.20724839,4.37881555,0.01693976,0.33966440
-4.24712356,5.18834295,0.41747581,0.00869031,2.32486370,4.54785132,0.01765117,0.35451638
-4.24112056,5.38624584,0.43262133,0.00904731,2.43857498,4.71629059,0.01827772,0.36836190
-4.23511756,5.58045555,0.44682847,0.00940176,2.54732116,4.88272972,0.01880846,0.38107314
-4.22911456,5.76935195,0.45992219,0.00974887,2.65010600,5.04580913,0.01923405,0.39254594
-4.22311156,5.95140186,0.47174567,0.01008403,2.74600998,5.20422442,0.01954713,0.40270120
-4.21710855,6.12517010,0.48216266,0.01040295,2.83419878,5.35673535,0.01974250,0.41148521
-4.21110555,6.28932732,0.49105914,0.01070171,2.91392856,5.50217274,0.01981740,0.41886892
-4.20510255,6.44265492,0.49834437,0.01097682,2.98454837,5.63944395,0.01977153,0.42484625
-4.19909955,6.58404800,0.50395136,0.01122530,3.04550018,5.76753721,0.01960717,0.42943152
-4.19309655,6.71251683,0.50783676,0.01144471,3.09631736,5.88552546,0.01932911,0.43265630
-4.18709355,6.82718786,0.50998028,0.01163317,3.13662228,5.99257029,0.01894450,0.43456575
-4.18109055,6.92730509,0.51038372,0.01178935,3.16612392,6.08792644,0.01846272,0.43521479
-4.17508754,7.01223236,0.50906969,0.01191253,3.18461617,6.17094718,0.01789506,0.43466433
-4.16908454,7.08145717,0.50608013,0.01200250,3.19197736,6.24109097,0.01725445,0.43297782
-4.16308154,7.13459632,0.50147470,0.01205961,3.18817141,6.29792938,0.01655513,0.43021824
-4.15707854,7.17140326,0.49532919,0.01208468,3.17325072,6.34115601,0.01581222,0.42644579
-4.15107554,7.19177703,0.48773390,0.01207900,3.14736066,6.37059625,0.01504142,0.42171639
-4.14507254,7.19577205,0.47879218,0.01204424,3.11074515,6.38621717,0.01425860,0.41608090
-4.13906953,7.18360813,0.46861898,0.01198241,3.06375283,6.38813692,0.01347944,0.40958527
-4.13306653,7.15567965,0.45733957,0.01189584,3.00684296,6.37663276,0.01271916,0.40227135
-4.12706353,7.11256286,0.44508837,0.01178706,2.94059016,6.35214697,0.01199218,0.39417838
-4.12106053,7.05502034,0.43200775,0.01165880,2.86568709,6.31528978,0.01131193,0.38534493
-4.11505753,6.98400157,0.41824698,0.01151390,2.78294422,6.26683859,0.01069064,0.37581111
-4.10905453,6.90063891,0.40396100,0.01135524,2.69328614,6.20773307,0.01013919,0.36562093
-4.10305153,6.80623840,0.38930931,0.01118575,2.59774385,6.13906570,0.00966704,0.35482448
-4.09704852,6.70226536,0.37445469,0.01100829,2.49744282,6.06206773,0.00928217,0.34347992
-4.09104552,6.59032460,0.35956178,0.01082564,2.39358721,5.97809091,0.00899106,0.33165493
-4.08504252,6.47213608,0.34479571,0.01064046,2.28744033,5.88858528,0.00879875,0.31942781
-4.07903952,6.34950660,0.33032050,0.01045525,2.18030231,5.79507396,0.00870883,0.30688781
-4.07303652,6.22429854,0.31629754,0.01027231,2.07348575,5.69912577,0.00872358,0.29413492
-4.06703352,6.09839712,0.30288398,0.01009374,1.96829046,5.60232686,0.00884403,0.28127912
-4.06103052,5.97367739,0.29023121,0.00992140,1.86597844,5.50625245,0.00907005,0.26843896
-4.05502751,5.85197235,0.27848342,0.00975691,1.76775016,5.41243992,0.00940049,0.25573978
-4.04902451,5.73504356,0.26777628,0.00960169,1.67472321,5.32236428,0.00983324,0.24331152
-4.04302151,5.62455530,0.25823579,0.00945689,1.58791418,5.23741697,0.01036539,0.23128636
-4.03701851,5.52205319,0.24997734,0.00932349,1.50822432,5.15888865,0.01099329,0.21979609
-4.03101551,5.42894772,0.24310491,0.00920226,1.43642929,5.08795645,0.01171264,0.20896961
-4.02501251,5.34650296,0.23771047,0.00909381,1.37317322,5.02567561,0.01251861,0.19893036
-4.01900950,5.27583005,0.23387350,0.00899860,1.31896661,4.97297548,0.01340583,0.18979397
-4.01300650,5.21788498,0.23166056,0.00891702,1.27418776,4.93065909,0.01436852,0.18166601
-4.00700350,5.17346976,0.23112497,0.00884935,1.23908697,4.89940551,0.01540046,0.17463999
-4.00100050,5.14323565,0.23230627,0.00879583,1.21379267,4.87977398,0.01649506,0.16879552
-3.99499750,5.12768717,0.23522976,0.00875666,1.19831863,4.87220846,0.01764534,0.16419677
-3.98899450,5.12718562,0.23990569,0.00873202,1.19257132,4.87704141,0.01884393,0.16089098
-3.98299150,5.14195058,0.24632835,0.00872210,1.19635667,4.89449559,0.02008304,0.15890725
-3.97698849,5.17205854,0.25447492,0.00872703,1.20938565,4.92468286,0.02135446,0.15825544
-3.97098549,5.21743778,0.26430400,0.00874690,1.23127817,4.96759936,0.02264951,0.15892531
-3.96498249,5.27785927,0.27575413,0.00878176,1.26156518,5.02311664,0.02395904,0.16088573
-3.95897949,5.35292382,0.28874210,0.00883152,1.29968908,5.09096911,0.02527336,0.16408421
-3.95297649,5.44204620,0.30316137,0.00889596,1.34500291,5.17073825,0.02658226,0.16844666
-3.94697349,5.54443763,0.31888060,0.00897466,1.39676870,5.26183502,0.02787503,0.17387746
-3.94097049,5.65908835,0.33574259,0.00906694,1.45415603,5.36348186,0.02914045,0.18025994
-3.93496748,5.78475249,0.35356365,0.00917182,1.51624151,5.47469649,0.03036684,0.18745734
-3.92896448,5.91993765,0.37213378,0.00928800,1.58201024,5.59427954,0.03154219,0.19531432
-3.92296148,6.06290158,0.39121759,0.00941381,1.65036021,5.72080852,0.03265422,0.20365904
-3.91695848,6.21165829,0.41055632,0.00954721,1.72011033,5.85264013,0.03369055,0.21230589
-3.91095548,6.36399553,0.42987084,0.00968580,1.79001277,5.98792280,0.03463892,0.22105881
-3.90495248,6.51750499,0.44886593,0.00982682,1.85876997,6.12462088,0.03548735,0.22971528
-3.89894947,6.66962571,0.46723554,0.00996726,1.92505636,6.26055118,0.03622445,0.23807074
-3.89294647,6.81770078,0.48466918,0.01010388,1.98754439,6.39343163,0.03683965,0.24592356
-3.88694347,6.95904575,0.50085916,0.01023332,2.04493445,6.52094123,0.03732354,0.25308014
-3.88094047,7.09102707,0.51550851,0.01035223,2.09598751,6.64078945,0.03766816,0.25936020
-3.87493747,7.21114719,0.52833927,0.01045738,2.13955942,6.75079237,0.03786730,0.26460200
-3.86893447,7.31713295,0.53910090,0.01054579,2.17463532,6.84895225,0.03791681,0.26866711
-3.86293147,7.40702280,0.54757834,0.01061487,2.20036272,6.93353662,0.03781485,0.27144482
-3.85692846,7.47924836,0.55359948,0.01066253,2.21608150,7.00315281,0.03756218,0.27285572
-3.85092546,7.53270589,0.55704160,0.01068729,2.22134946,7.05681351,0.03716227,0.27285439
-3.84492246,7.56681314,0.55783647,0.01068840,2.21596184,7.09398965,0.03662150,0.27143112
-3.83891946,7.58154807,0.55597387,0.01066585,2.19996378,7.11464674,0.03594914,0.26861241
-3.83291646,7.57746646,0.55150322,0.01062044,2.17365486,7.11926222,0.03515740,0.26446026
-3.82691346,7.55569644,0.54453334,0.01055372,2.13758507,7.10882181,0.03426126,0.25907038
-3.82091046,7.51790931,0.53523009,0.01046802,2.09254236,7.08479409,0.03327827,0.25256919
-3.81490745,7.46626714,0.52381209,0.01036631,2.03953178,7.04908384,0.03222832,0.24510981
-3.80890445,7.40334883,0.51054466,0.01025209,1.97974708,7.00396553,0.03113316,0.23686718
-3.80290145,7.33205766,0.49573204,0.01012930,1.91453570,6.95199972,0.03001606,0.22803259
-3.79689845,7.25551421,0.47970834,0.01000212,1.84535848,6.89593590,0.02890120,0.21880764
-3.79089545,7.17693930,0.46282756,0.00987478,1.77374560,6.83860617,0.02781316,0.20939805
-3.78489245,7.09953243,0.44545290,0.00975143,1.70125049,6.78281463,0.02677627,0.20000747
-3.77888944,7.02635095,0.42794607,0.00963593,1.62940334,6.73122767,0.02581402,0.19083154
-3.77288644,6.96019579,0.41065665,0.00953170,1.55966612,6.68627012,0.02494843,0.18205236
-3.76688344,6.90350863,0.39391224,0.00944158,1.49339057,6.65003226,0.02419946,0.17383368
-3.76088044,6.85828520,0.37800945,0.00936768,1.43178072,6.62419186,0.02358450,0.16631677
-3.75487744,6.82600850,0.36320633,0.00931137,1.37586128,6.60995472,0.02311784,0.15961730
-3.74887444,6.80760447,0.34971618,0.00927315,1.32645267,6.60801619,0.02281036,0.15382309
-3.74287144,6.80342194,0.33770313,0.00925273,1.28415372,6.61854536,0.02266925,0.14899296
-3.73686843,6.81323712,0.32727956,0.00924899,1.24933215,6.64119193,0.02269779,0.14515651
-3.73086543,6.83628190,0.31850526,0.00926006,1.22212308,6.67511532,0.02289539,0.14231491
-3.72486243,6.87129408,0.31138843,0.00928346,1.20243533,6.71903392,0.02325770,0.14044255
-3.71885943,6.91658668,0.30588831,0.00931617,1.18996503,6.77129191,0.02377675,0.13948945
-3.71285643,6.97013247,0.30191930,0.00935483,1.18421568,6.82993986,0.02444140,0.13938440
-3.70685343,7.02965961,0.29935638,0.00939583,1.18452385,6.89282527,0.02523773,0.14003853
-3.70085043,7.09275331,0.29804151,0.00943553,1.19008926,6.95768813,0.02614960,0.14134930
-3.69484742,7.15695896,0.29779076,0.00947039,1.20000797,7.02225716,0.02715923,0.14320468
-3.68884442,7.21988154,0.29840190,0.00949712,1.21330738,7.08434199,0.02824786,0.14548729
-3.68284142,7.27927702,0.29966208,0.00951277,1.22898158,7.14191703,0.02939637,0.14807854
-3.67683842,7.33313171,0.30135538,0.00951492,1.24602581,7.19319344,0.03058592,0.15086241
-3.67083542,7.37972614,0.30326990,0.00950164,1.26346862,7.23667591,0.03179844,0.15372881
-3.66483242,7.41768130,0.30520418,0.00947165,1.28040071,7.27120242,0.03301721,0.15657651
-3.65882941,7.44598561,0.30697280,0.00942426,1.29599950,7.29596546,0.03422712,0.15931535
-3.65282641,7.46400232,0.30841085,0.00935936,1.30954864,7.31051462,0.03541498,0.16186789
-3.64682341,7.47145788,0.30937739,0.00927742,1.32045200,7.31474117,0.03656960,0.16417029
-3.64082041,7.46841295,0.30975762,0.00917941,1.32824193,7.30884643,0.03768177,0.16617253
-3.63481741,7.45521843,0.30946396,0.00906668,1.33258191,7.29329629,0.03874411,0.16783798
-3.62881441,7.43245980,0.30843593,0.00894092,1.33326381,7.26876504,0.03975079,0.16914237
-3.62281141,7.40089334,0.30663906,0.00880404,1.33020032,7.23607221,0.04069715,0.17007235
-3.61680840,7.36137842,0.30406294,0.00865803,1.32341340,7.19611630,0.04157931,0.17062357
-3.61080540,7.31480994,0.30071854,0.00850492,1.31301960,7.14980936,0.04239369,0.17079865
-3.60480240,7.26205473,0.29663499,0.00834667,1.29921320,7.09801614,0.04313658,0.17060498
-3.59879940,7.20389574,0.29185616,0.00818508,1.28224837,7.04150131,0.04380375,0.17005267
-3.59279640,7.14098677,0.28643707,0.00802174,1.26242121,6.98088745,0.04439009,0.16915259
-3.58679340,7.07382010,0.28044037,0.00785799,1.24005274,6.91662583,0.04488945,0.16791486
-3.58079040,7.00270832,0.27393320,0.00769489,1.21547354,6.84898126,0.04529451,0.16634755
-3.57478739,6.92778079,0.26698425,0.00753325,1.18901076,6.77803115,0.04559686,0.16445608
-3.56878439,6.84899412,0.25966152,0.00737358,1.16097789,6.70367829,0.04578717,0.16224286
-3.56278139,6.76615542,0.25203046,0.00721614,1.13166750,6.62567582,0.04585552,0.15970763
-3.55677839,6.67895602,0.24415271,0.00706100,1.10134697,6.54366217,0.04579182,0.15684807
-3.55077539,6.58701296,0.23608546,0.00690803,1.07025701,6.45720326,0.04558637,0.15366083
-3.54477239,6.48991511,0.22788118,0.00675698,1.03861256,6.36583894,0.04523038,0.15014289
-3.53876938,6.38727051,0.21958783,0.00660751,1.00660574,6.26913026,0.04471657,0.14629296
-3.53276638,6.27875183,0.21124932,0.00645922,0.97441007,6.16670452,0.04403976,0.14211297
-3.52676338,6.16413680,0.20290627,0.00631173,0.94218556,6.05829516,0.04319730,0.13760952
-3.52076038,6.04334121,0.19459674,0.00616465,0.91008392,5.94377416,0.04218953,0.13279503
-3.51475738,5.91644246,0.18635707,0.00601765,0.87825359,5.82317498,0.04102000,0.12768868
-3.50875438,5.78369267,0.17822256,0.00587046,0.84684388,5.69670510,0.03969564,0.12231702
-3.50275138,5.64552063,0.17022811,0.00572288,0.81600812,5.56474768,0.03822670,0.11671406
-3.49674837,5.50252328,0.16240852,0.00557477,0.78590557,5.42785279,0.03662661,0.11092113
-3.49074537,5.35544745,0.15479874,0.00542607,0.75670200,5.28671924,0.03491163,0.10498616
-3.48474237,5.20516360,0.14743379,0.00527679,0.72856897,5.14216857,0.03310040,0.09896277
-3.47873937,5.05263371,0.14034859,0.00512697,0.70168204,4.99511330,0.03121342,0.09290898
-3.47273637,4.89887540,0.13357752,0.00497670,0.67621812,4.84652170,0.02927246,0.08688575
-3.46673337,4.74492504,0.12715395,0.00482610,0.65235213,4.69738153,0.02729982,0.08095537
-3.46073037,4.59180193,0.12110965,0.00467532,0.63025347,4.54866501,0.02531779,0.07517985
-3.45472736,4.44047598,0.11547412,0.00452449,0.61008233,4.40129719,0.02334797,0.06961938
-3.44872436,4.29184052,0.11027402,0.00437377,0.59198630,4.25612951,0.02141068,0.06433091
-3.44272136,4.14669172,0.10553250,0.00422330,0.57609747,4.11391988,0.01952456,0.05936689
-3.43671836,4.00571551,0.10126868,0.00407322,0.56252998,3.97532008,0.01770610,0.05477440
-3.43071536,3.86948230,0.09749715,0.00392367,0.55137840,3.84087102,0.01596941,0.05059439
-3.42471236,3.73844944,0.09422758,0.00377480,0.54271673,3.71100547,0.01432605,0.04686136
-3.41870935,3.61297082,0.09146432,0.00362673,0.53659817,3.58605782,0.01278494,0.04360324
-3.41270635,3.49331240,0.08920623,0.00347964,0.53305546,3.46627982,0.01135244,0.04084158
-3.40670335,3.37967271,0.08744644,0.00333367,0.53210188,3.35186091,0.01003246,0.03859198
-3.40070035,3.27220630,0.08617226,0.00318903,0.53373262,3.24295169,0.00882668,0.03686465
-3.39469735,3.17104892,0.08536525,0.00304593,0.53792655,3.13968880,0.00773476,0.03566525
-3.38869435,3.07634227,0.08500123,0.00290461,0.54464832,3.04221947,0.00675472,0.03499561
-3.38269135,2.98825702,0.08505054,0.00276535,0.55385047,2.95072415,0.00588317,0.03485474
-3.37668834,2.90701233,0.08547838,0.00262847,0.56547585,2.86543557,0.00511568,0.03523959
-3.37068534,2.83289069,0.08624532,0.00249432,0.57945993,2.78665315,0.00444709,0.03614595
-3.36468234,2.76624695,0.08730790,0.00236327,0.59573320,2.71475135,0.00387180,0.03756915
-3.35867934,2.70751086,0.08861957,0.00223573,0.61422347,2.65018164,0.00338400,0.03950471
-3.35267634,2.65718269,0.09013161,0.00211213,0.63485808,2.59346727,0.00297798,0.04194879
-3.34667334,2.61582180,0.09179443,0.00199291,0.65756602,2.54519116,0.00264824,0.04489856
-3.34067034,2.58402869,0.09355888,0.00187851,0.68227976,2.50597698,0.00238972,0.04835237
-3.33466733,2.56242085,0.09537774,0.00176935,0.70893682,2.47646421,0.00219786,0.05230980
-3.32866433,2.55160370,0.09720733,0.00166585,0.73748100,2.45727812,0.00206876,0.05677152
-3.32266133,2.55213767,0.09900913,0.00156838,0.76786314,2.44899604,0.00199915,0.06173904
-3.31665833,2.56450302,0.10075129,0.00147727,0.80004132,2.45211141,0.00198652,0.06721438
-3.31065533,2.58906395,0.10241011,0.00139278,0.83398043,2.46699731,0.00202904,0.07319953
-3.30465233,2.62603401,0.10397126,0.00131512,0.86965111,2.49387130,0.00212558,0.07969596
-3.29864932,2.67544427,0.10543075,0.00124440,0.90702789,2.53276353,0.00227567,0.08670395
-3.29264632,2.73711633,0.10679551,0.00118066,0.94608667,2.58348968,0.00247943,0.09422195
-3.28664332,2.81064150,0.10808356,0.00112383,0.98680149,2.64563062,0.00273749,0.10224588
-3.28064032,2.89536767,0.10932371,0.00107377,1.02914062,2.71851989,0.00305091,0.11076840
-3.27463732,2.99039473,0.11055478,0.00103023,1.07306224,2.80124030,0.00342104,0.11977822
-3.26863432,3.09457930,0.11182424,0.00099289,1.11850959,2.89263009,0.00384938,0.12925940
-3.26263132,3.20654895,0.11318644,0.00096133,1.16540604,2.99129894,0.00433748,0.13919064
-3.25662831,3.32472552,0.11470035,0.00093508,1.21364998,3.09565348,0.00488666,0.14954459
-3.25062531,3.44735685,0.11642693,0.00091359,1.26310995,3.20393142,0.00549795,0.16028725
-3.24462231,3.57255571,0.11842618,0.00089628,1.31362002,3.31424317,0.00617176,0.17137729
-3.23861931,3.69834428,0.12075406,0.00088253,1.36497569,3.42461909,0.00690778,0.18276554
-3.23261631,3.82270223,0.12345933,0.00087171,1.41693048,3.53306044,0.00770469,0.19439438
-3.22661331,3.94361627,0.12658042,0.00086319,1.46919328,3.63759172,0.00856000,0.20619736
-3.22061031,4.05912909,0.13014263,0.00085636,1.52142671,3.73631207,0.00946986,0.21809881
-3.21460730,4.16738518,0.13415557,0.00085064,1.57324661,3.82744348,0.01042890,0.23001367
-3.20860430,4.26667197,0.13861120,0.00084547,1.62422270,3.90937348,0.01143011,0.24184746
-3.20260130,4.35545435,0.14348236,0.00084038,1.67388058,3.98069084,0.01246479,0.25349654
-3.19659830,4.43240136,0.14872209,0.00083493,1.72170527,4.04021257,0.01352251,0.26484860
-3.19059530,4.49640443,0.15426372,0.00082876,1.76714623,4.08700157,0.01459123,0.27578355
-3.18459230,4.54658682,0.16002167,0.00082157,1.80962402,4.12037448,0.01565742,0.28617480
-3.17858929,4.58230467,0.16589321,0.00081314,1.84853863,4.13990015,0.01670625,0.29589090
-3.17258629,4.60314040,0.17176085,0.00080330,1.88327954,4.14538939,0.01772191,0.30479770
-3.16658329,4.60888973,0.17749556,0.00079195,1.91323725,4.13687728,0.01868800,0.31276087
-3.16058029,4.59954386,0.18296055,0.00077905,1.93781636,4.11459972,0.01958790,0.31964884
-3.15457729,4.57526847,0.18801550,0.00076461,1.95644986,4.07896608,0.02040530,0.32533603
-3.14857429,4.53638130,0.19252112,0.00074867,1.96861422,4.03052977,0.02112465,0.32970632
-3.14257129,4.48332992,0.19634388,0.00073132,1.97384501,3.96995874,0.02173173,0.33265663
-3.13656828,4.41667115,0.19936060,0.00071267,1.97175239,3.89800750,0.02221412,0.33410044
-3.13056528,4.33705312,0.20146286,0.00069284,1.96203588,3.81549214,0.02256166,0.33397110
-3.12456228,4.24520073,0.20256089,0.00067199,1.94449792,3.72326924,0.02276689,0.33222479
-3.11855928,4.14190464,0.20258694,0.00065026,1.91905533,3.62221933,0.02282537,0.32884293
-3.11255628,4.02801385,0.20149781,0.00062782,1.88574824,3.51323493,0.02273594,0.32383392
-3.10655328,3.90443112,0.19927658,0.00060481,1.84474578,3.39721302,0.02250087,0.31723408
-3.10055028,3.77211057,0.19593341,0.00058138,1.79634823,3.27505120,0.02212589,0.30910775
-3.09454727,3.63205651,0.19150537,0.00055770,1.74098517,3.14764668,0.02162015,0.29954640
-3.08854427,3.48532227,0.18605539,0.00053390,1.67920963,3.01589716,0.02099601,0.28866686
-3.08254127,3.33300826,0.17967027,0.00051012,1.61168824,2.88070238,0.02026882,0.27660868
-3.07653827,3.17625820,0.17245806,0.00048649,1.53918766,2.74296551,0.01945653,0.26353071
-3.07053527,3.01625296,0.16454467,0.00046315,1.46255773,2.60359328,0.01857934,0.24960703
-3.06453227,2.85420161,0.15607014,0.00044022,1.38271199,2.46349449,0.01765918,0.23502242
-3.05852926,2.69132968,0.14718454,0.00041781,1.30060628,2.32357625,0.01671927,0.21996753
-3.05252626,2.52886471,0.13804377,0.00039605,1.21721624,2.18473805,0.01578361,0.20463397
-3.04652326,2.36801979,0.12880543,0.00037505,1.13351466,2.04786367,0.01487651,0.18920959
-3.04052026,2.20997560,0.11962482,0.00035491,1.05044946,1.91381134,0.01402211,0.17387391
-3.03451726,2.05586184,0.11065132,0.00033574,0.96892314,1.78340270,0.01324396,0.15879421
-3.02851426,1.90673903,0.10202520,0.00031763,0.88977438,1.65741123,0.01256462,0.14412205
-3.02251126,1.76358140,0.09387488,0.00030069,0.81376236,1.53655069,0.01200534,0.12999067
-3.01650825,1.62726173,0.08631474,0.00028499,0.74155415,1.42146439,0.01158564,0.11651301
-3.01050525,1.49853867,0.07944348,0.00027061,0.67371551,1.31271563,0.01132316,0.10378064
-3.00450225,1.37804711,0.07334299,0.00025763,0.61070496,1.21078001,0.01123326,0.09186333
-2.99849925,1.26629165,0.06807770,0.00024611,0.55287123,1.11603962,0.01132890,0.08080948
-2.99249625,1.16364331,0.06369433,0.00023610,0.50045364,1.02877939,0.01162032,0.07064708
-2.98649325,1.07033930,0.06022203,0.00022763,0.45358527,0.94918560,0.01211486,0.06138523
-2.98049025,0.98648551,0.05767277,0.00022072,0.41229828,0.87734630,0.01281677,0.05301611
-2.97448724,0.91206134,0.05604200,0.00021540,0.37653116,0.81325355,0.01372692,0.04551720
-2.96848424,0.84692643,0.05530939,0.00021164,0.34613727,0.75680705,0.01484272,0.03885370
-2.96248124,0.79082885,0.05543984,0.00020942,0.32089427,0.70781907,0.01615784,0.03298101
-2.95647824,0.74341431,0.05638443,0.00020869,0.30051416,0.66602022,0.01766215,0.02784718
-2.95047524,0.70423604,0.05808153,0.00020938,0.28465351,0.63106592,0.01934159,0.02339519
-2.94447224,0.67276512,0.06045803,0.00021139,0.27292363,0.60254344,0.02117814,0.01956514
-2.93846923,0.64840110,0.06343056,0.00021461,0.26490054,0.57997937,0.02314992,0.01629604
-2.93246623,0.63048283,0.06690693,0.00021891,0.26013466,0.56284740,0.02523132,0.01352754
-2.92646323,0.61829948,0.07078756,0.00022411,0.25816008,0.55057668,0.02739327,0.01120118
-2.92046023,0.61110188,0.07496720,0.00023005,0.25850348,0.54256049,0.02960363,0.00926148
-2.91445723,0.60811422,0.07933671,0.00023652,0.26069261,0.53816557,0.03182771,0.00765678
-2.90845423,0.60854616,0.08378502,0.00024331,0.26426452,0.53674195,0.03402894,0.00633974
-2.90245123,0.61160543,0.08820124,0.00025021,0.26877338,0.53763341,0.03616958,0.00526773
-2.89644822,0.61651087,0.09247692,0.00025699,0.27379800,0.54018847,0.03821159,0.00440300
-2.89044522,0.62250589,0.09650830,0.00026342,0.27894898,0.54377186,0.04011757,0.00371275
-2.88444222,0.62887202,0.10019876,0.00026929,0.28387556,0.54777624,0.04185170,0.00316906
-2.87843922,0.63494255,0.10346106,0.00027440,0.28827196,0.55163395,0.04338075,0.00274877
-2.87243622,0.64011575,0.10621961,0.00027857,0.29188319,0.55482854,0.04467501,0.00243336
-2.86643322,0.64386737,0.10841250,0.00028163,0.29451036,0.55690571,0.04570921,0.00220877
-2.86043022,0.64576216,0.10999339,0.00028346,0.29601520,0.55748330,0.04646330,0.00206530
-2.85442721,0.64546388,0.11093296,0.00028398,0.29632387,0.55626008,0.04692310,0.00199744
-2.84842421,0.64274358,0.11122012,0.00028313,0.29542991,0.55302288,0.04708082,0.00200390
-2.84242121,0.63748573,0.11086275,0.00028090,0.29339632,0.54765196,0.04693536,0.00208755
-2.83641821,0.62969212,0.10988809,0.00027733,0.29035669,0.54012429,0.04649245,0.00225546
-2.83041521,0.61948327,0.10834258,0.00027251,0.28651545,0.53051466,0.04576456,0.00251906
-2.82441221,0.60709730,0.10629136,0.00026656,0.28214710,0.51899460,0.04477062,0.00289421
-2.81840920,0.59288629,0.10381732,0.00025965,0.27759457,0.50582907,0.04353556,0.00340140
-2.81240620,0.57731023,0.10101976,0.00025200,0.27326655,0.49137105,0.04208968,0.00406590
-2.80640320,0.56092860,0.09801268,0.00024386,0.26963390,0.47605422,0.04046790,0.00491786
-2.80040020,0.54438988,0.09492274,0.00023549,0.26722495,0.46038377,0.03870882,0.00599245
-2.79439720,0.52841905,0.09188705,0.00022721,0.26661975,0.44492577,0.03685381,0.00732975
-2.78839420,0.51380341,0.08905057,0.00021935,0.26844294,0.43029510,0.03494597,0.00897464
-2.78239120,0.50137675,0.08656344,0.00021223,0.27335531,0.41714225,0.03302913,0.01097642
-2.77638819,0.49200211,0.08457806,0.00020621,0.28204372,0.40613915,0.03114679,0.01338826
-2.77038519,0.48655326,0.08324604,0.00020163,0.29520917,0.39796426,0.02934119,0.01626636
-2.76438219,0.48589499,0.08271501,0.00019883,0.31355304,0.39328690,0.02765239,0.01966881
-2.75837919,0.49086232,0.08312532,0.00019812,0.33776109,0.39275106,0.02611740,0.02365420
-2.75237619,0.50223887,0.08460662,0.00019979,0.36848547,0.39695890,0.02476947,0.02827981
-2.74637319,0.52073437,0.08727438,0.00020411,0.40632465,0.40645385,0.02363739,0.03359960
-2.74037019,0.54696182,0.09122636,0.00021129,0.45180144,0.42170377,0.02274499,0.03966183
-2.73436718,0.58141453,0.09653910,0.00022151,0.50533973,0.44308423,0.02211061,0.04650648
-2.72836418,0.62444352,0.10326452,0.00023488,0.56724025,0.47086233,0.02174681,0.05416253
-2.72236118,0.67623599,0.11142668,0.00025146,0.63765632,0.50518152,0.02166009,0.06264516
-2.71635818,0.73679559,0.12101887,0.00027121,0.71657055,0.54604782,0.02185071,0.07195302
-2.71035518,0.80592532,0.13200118,0.00029406,0.80377350,0.59331812,0.02231271,0.08206565
-2.70435218,0.88321411,0.14429861,0.00031983,0.89884561,0.64669122,0.02303391,0.09294134
-2.69834917,0.96802803,0.15780002,0.00034827,1.00114381,0.70570222,0.02399611,0.10451534
-2.69234617,1.05950716,0.17235793,0.00037904,1.10979381,0.76972101,0.02517542,0.11669881
-2.68634317,1.15656894,0.18778941,0.00041174,1.22368953,0.83795543,0.02654263,0.12937854
-2.68034017,1.25791881,0.20387818,0.00044590,1.34150038,0.90945960,0.02806383,0.14241746
-2.67433717,1.36206854,0.22037781,0.00048095,1.46168723,0.98314775,0.02970103,0.15565619
-2.66833417,1.46736247,0.23701632,0.00051631,1.58252734,1.05781358,0.03141304,0.16891556
-2.66233117,1.57201136,0.25350189,0.00055133,1.70214802,1.13215511,0.03315632,0.18200008
-2.65632816,1.67413333,0.26952963,0.00058534,1.81856861,1.20480444,0.03488606,0.19470237
-2.65032516,1.77180075,0.28478935,0.00061767,1.92974948,1.27436177,0.03655728,0.20680835
-2.64432216,1.86309170,0.29897394,0.00064765,2.03364676,1.33943254,0.03812592,0.21810303
-2.63831916,1.94614420,0.31178804,0.00067464,2.12827059,1.39866655,0.03955008,0.22837682
-2.63231616,2.01921114,0.32295691,0.00069804,2.21174481,1.45079747,0.04079105,0.23743186
-2.62631316,2.08071357,0.33223478,0.00071734,2.28236553,1.49468113,0.04181448,0.24508840
-2.62031016,2.12929029,0.33941264,0.00073208,2.33865598,1.52933109,0.04259120,0.25119064
-2.61430715,2.16384127,0.34432484,0.00074192,2.37941525,1.55394977,0.04309813,0.25561205
-2.60830415,2.18356304,0.34685447,0.00074661,2.40375848,1.56795371,0.04331880,0.25825969
-2.60230115,2.18797429,0.34693701,0.00074603,2.41114677,1.57099193,0.04324377,0.25907747
