energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.45372686,5.43486565,0.03165722,0.70110650,1.84061703,2.40225715,2.75673974,0.00000000,1.21169009,0.44272970
-5.44772386,5.41206849,0.02982384,0.69511574,1.83781590,2.38803451,2.76802252,0.00000000,1.21162438,0.44360049
-5.44172086,5.39134118,0.02810224,0.68941640,1.83729059,2.37470432,2.77913369,0.00000000,1.21473998,0.44417692
-5.43571786,5.37370185,0.02650892,0.68413064,1.83952273,2.36268072,2.79057113,0.00000000,1.22160032,0.44450498
-5.42971486,5.36004680,0.02505727,0.67937377,1.84495234,2.35232117,2.80278410,0.00000000,1.23271726,0.44463006
-5.42371186,5.35110957,0.02375749,0.67524919,1.85395464,2.34391053,2.81614966,0.00000000,1.24852934,0.44459417
-5.41770885,5.34742545,0.02261663,0.67184364,1.86681858,2.33764754,2.83095168,0.00000000,1.26938049,0.44443339
-5.41170585,5.34930300,0.02163864,0.66922294,1.88372754,2.33363456,2.84736357,0.00000000,1.29550030,0.44417573
-5.40570285,5.35680379,0.02082458,0.66742826,1.90474347,2.33187082,2.86543544,0.00000000,1.32698674,0.44383952
-5.39969985,5.36973143,0.02017281,0.66647323,1.92979487,2.33224964,2.88508655,0.00000000,1.36379223,0.44343239
-5.39369685,5.38763053,0.01967924,0.66634189,1.95866947,2.33455981,2.90610340,0.00000000,1.40571415,0.44295104
-5.38769385,5.40979600,0.01933766,0.66698754,1.99101194,2.33849113,2.92814378,0.00000000,1.45239031,0.44238174
-5.38169085,5.43529235,0.01914010,0.66833273,2.02632685,2.34364397,2.95074669,0.00000000,1.50330006,0.44170159
-5.37568784,5.46298262,0.01907714,0.67027030,2.06398722,2.34954255,2.97334785,0.00000000,1.55777140,0.44088049
-5.36968484,5.49156592,0.01913831,0.67266543,2.10324815,2.35565141,2.99530018,0.00000000,1.61499399,0.43988368
-5.36368184,5.51962203,0.01931251,0.67535894,2.14326552,2.36139457,3.01589838,0.00000000,1.67403798,0.43867464
-5.35767884,5.54566158,0.01958831,0.67817140,2.18311895,2.36617643,3.03440651,0.00000000,1.73387807,0.43721831
-5.35167584,5.56817943,0.01995435,0.68090830,2.22183841,2.36940371,3.05008735,0.00000000,1.79342191,0.43548427
-5.34567284,5.58570932,0.02039965,0.68336588,2.25843336,2.37050736,3.06223211,0.00000000,1.85154188,0.43344970
-5.33966983,5.59687714,0.02091385,0.68533755,2.29192346,2.36896365,3.07018907,0.00000000,1.90710889,0.43110193
-5.33366683,5.60045078,0.02148744,0.68662062,2.32136961,2.36431345,3.07338986,0.00000000,1.95902681,0.42844035
-5.32766383,5.59538410,0.02211191,0.68702312,2.34590401,2.35617881,3.07137198,0.00000000,2.00626608,0.42547762
-5.32166083,5.58085327,0.02277982,0.68637039,2.36475809,2.34427632,3.06379663,0.00000000,2.04789504,0.42223992
-5.31565783,5.55628398,0.02348477,0.68451121,2.37728708,2.32842648,3.05046098,0.00000000,2.08310749,0.41876636
-5.30965483,5.52136829,0.02422130,0.68132313,2.38299026,2.30855900,3.03130444,0.00000000,2.11124557,0.41510750
-5.30365183,5.47607078,0.02498477,0.67671690,2.38152600,2.28471367,3.00640869,0.00000000,2.13181674,0.41132310
-5.29764882,5.42062388,0.02577110,0.67063957,2.37272106,2.25703713,2.97599180,0.00000000,2.14450447,0.40747920
-5.29164582,5.35551320,0.02657645,0.66307637,2.35657378,2.22577573,2.94039686,0.00000000,2.14917218,0.40364480
-5.28564282,5.28145385,0.02739699,0.65405113,2.33325114,2.19126504,2.90007602,0.00000000,2.14586065,0.39988839
-5.27963982,5.19935943,0.02822846,0.64362522,2.30308009,2.15391679,2.85557102,0.00000000,2.13477918,0.39627439
-5.27363682,5.11030562,0.02906595,0.63189522,2.26653349,2.11420389,2.80749141,0.00000000,2.11629128,0.39286011
-5.26763382,5.01549057,0.02990355,0.61898927,2.22421161,2.07264458,2.75649176,0.00000000,2.09089584,0.38969304
-5.26163082,4.91619423,0.03073413,0.60506239,2.17682015,2.02978639,2.70324923,0.00000000,2.05920492,0.38680908
-5.25562781,4.81373886,0.03154922,0.59029108,2.12514587,1.98619083,2.64844268,0.00000000,2.02191945,0.38423149
-5.24962481,4.70945256,0.03233895,0.57486728,2.07003095,1.94241946,2.59273430,0.00000000,1.97980399,0.38197085
-5.24362181,4.60463730,0.03309209,0.55899219,2.01234742,1.89902180,2.53675447,0.00000000,1.93366199,0.38002607
-5.23761881,4.50054267,0.03379626,0.54287009,1.95297251,1.85652558,2.48109052,0.00000000,1.88431234,0.37838612
-5.23161581,4.39834573,0.03443819,0.52670255,1.89276603,1.81542913,2.42627927,0.00000000,1.83256830,0.37703265
-5.22561281,4.29913717,0.03500412,0.51068316,1.83255047,1.77619619,2.37280335,0.00000000,1.77921933,0.37594310
-5.21960980,4.20391314,0.03548025,0.49499302,1.77309432,1.73925256,2.32109082,0.00000000,1.72501621,0.37509413
-5.21360680,4.11357194,0.03585331,0.47979712,1.71509893,1.70498427,2.27151730,0.00000000,1.67065962,0.37446506
-5.20760380,4.02891425,0.03611105,0.46524171,1.65918899,1.67373678,2.22440987,0.00000000,1.61679193,0.37404104
-5.20160080,3.95064549,0.03624288,0.45145253,1.60590639,1.64581449,2.18005170,0.00000000,1.56399200,0.37381572
-5.19559780,3.87937885,0.03624034,0.43853409,1.55570731,1.62148005,2.13868663,0.00000000,1.51277245,0.37379310
-5.18959480,3.81563755,0.03609754,0.42656964,1.50896190,1.60095308,2.10052262,0.00000000,1.46357886,0.37398844
-5.18359180,3.75985526,0.03581157,0.41562199,1.46595620,1.58440773,2.06573377,0.00000000,1.41679029,0.37442807
-5.17758879,3.71237388,0.03538269,0.40573475,1.42689575,1.57196913,2.03446017,0.00000000,1.37272073,0.37514812
-5.17158579,3.67343847,0.03481444,0.39693415,1.39191030,1.56370859,2.00680572,0.00000000,1.33162080,0.37619205
-5.16558279,3.64318943,0.03411363,0.38923099,1.36105944,1.55963794,1.98283390,0.00000000,1.29367961,0.37760740
-5.15957979,3.62165272,0.03329008,0.38262286,1.33433863,1.55970342,1.96256212,0.00000000,1.25902660,0.37944160
-5.15357679,3.60872925,0.03235636,0.37709641,1.31168557,1.56377970,1.94595521,0.00000000,1.22773314,0.38173745
-5.14757379,3.60418491,0.03132734,0.37262960,1.29298692,1.57166492,1.93291905,0.00000000,1.19981443,0.38452838
-5.14157079,3.60764294,0.03021962,0.36919389,1.27808525,1.58307743,1.92329527,0.00000000,1.17523154,0.38783383
-5.13556778,3.61858045,0.02905097,0.36675646,1.26678643,1.59765520,1.91685805,0.00000000,1.15389425,0.39165528
-5.12956478,3.63633053,0.02783967,0.36528230,1.25886766,1.61495843,1.91331386,0.00000000,1.13566482,0.39597305
-5.12356178,3.66009154,0.02660393,0.36473624,1.25408610,1.63447607,1.91230504,0.00000000,1.12036318,0.40074425
-5.11755878,3.68894414,0.02536122,0.36508500,1.25218826,1.65563643,1.91341748,0.00000000,1.10777360,0.40590208
-5.11155578,3.72187658,0.02412783,0.36629914,1.25292015,1.67782200,1.91619270,0.00000000,1.09765314,0.41135665
-5.10555278,3.75781775,0.02291836,0.36835486,1.25603795,1.70038819,1.92014406,0.00000000,1.08974163,0.41699725
-5.09954977,3.79567700,0.02174542,0.37123579,1.26131888,1.72268526,1.92477659,0.00000000,1.08377314,0.42269615
-5.09354677,3.83438906,0.02061938,0.37493445,1.26857198,1.74408272,1.92960948,0.00000000,1.07948849,0.42831365
-5.08754377,3.87296174,0.01954828,0.37945338,1.27764803,1.76399498,1.93420006,0.00000000,1.07664819,0.43370427
-5.08154077,3.91052384,0.01853786,0.38480594,1.28844826,1.78190680,1.93816789,0.00000000,1.07504521,0.43872353
-5.07553777,3.94637031,0.01759166,0.39101641,1.30093086,1.79739730,1.94121740,0.00000000,1.07451683,0.44323527
-5.06953477,3.98000163,0.01671121,0.39811956,1.31511495,1.81016096,1.94315759,0.00000000,1.07495478,0.44711875
-5.06353177,4.01115480,0.01589634,0.40615935,1.33108122,1.82002428,1.94391733,0.00000000,1.07631290,0.45027542
-5.05752876,4.03982334,0.01514551,0.41518691,1.34896905,1.82695692,1.94355505,0.00000000,1.07861172,0.45263469
-5.05152576,4.06626462,0.01445613,0.42525769,1.36896967,1.83107657,1.94226186,0.00000000,1.08193951,0.45415860
-5.04552276,4.09099335,0.01382496,0.43642788,1.39131557,1.83264675,1.94035766,0.00000000,1.08644929,0.45484494
-5.03951976,4.11476091,0.01324841,0.44875021,1.41626630,1.83206774,1.93827992,0.00000000,1.09235203,0.45472859
-5.03351676,4.13852130,0.01272290,0.46226930,1.44409134,1.82986055,1.93656568,0.00000000,1.09990588,0.45388116
-5.02751376,4.16338495,0.01224508,0.47701690,1.47505070,1.82664490,1.93582731,0.00000000,1.10940210,0.45240875
-5.02151076,4.19056281,0.01181205,0.49300707,1.50937434,1.82311205,1.93672338,0.00000000,1.12114822,0.45044798
-5.01550775,4.22130370,0.01142153,0.51023195,1.54724158,1.81999400,1.93992598,0.00000000,1.13544913,0.44816055
-5.00950475,4.25682812,0.01107192,0.52865808,1.58876168,1.81803047,1.94608634,0.00000000,1.15258743,0.44572651
-5.00350175,4.29826253,0.01076232,0.54822386,1.63395686,1.81793561,1.95580050,0.00000000,1.17280371,0.44333671
-4.99749875,4.34657755,0.01049256,0.56883822,1.68274905,1.82036599,1.96957715,0.00000000,1.19627821,0.44118467
-4.99149575,4.40253388,0.01026304,0.59038077,1.73495125,1.82589175,1.98780928,0.00000000,1.22311473,0.43945845
-4.98549275,4.46663897,0.01007469,0.61270354,1.79026432,1.83497225,2.01075133,0.00000000,1.25332785,0.43833288
-4.97948974,4.53911707,0.00992883,0.63563437,1.84827977,1.84793771,2.03850328,0.00000000,1.28683423,0.43796243
-4.97348674,4.61989432,0.00982701,0.65898170,1.90848861,1.86497747,2.07100253,0.00000000,1.32344871,0.43847530
-4.96748374,4.70859997,0.00977084,0.68254087,1.97029615,1.88613577,2.10802412,0.00000000,1.36288532,0.43996877
-4.96148074,4.80458350,0.00976189,0.70610131,2.03304199,1.91131479,2.14918952,0.00000000,1.40476356,0.44250624
-4.95547774,4.90694683,0.00980150,0.72945451,2.09602459,1.94028499,2.19398329,0.00000000,1.44861948,0.44611584
-4.94947474,5.01458967,0.00989072,0.75240227,2.15852890,1.97270187,2.24177710,0.00000000,1.49392124,0.45079090
-4.94347174,5.12626554,0.01003015,0.77476470,2.21985583,2.00812814,2.29185957,0.00000000,1.54008829,0.45649192
-4.93746873,5.24064503,0.01021990,0.79638761,2.27935191,2.04606007,2.34347050,0.00000000,1.58651327,0.46315017
-4.93146573,5.35638290,0.01045949,0.81714870,2.33643750,2.08595632,2.39583760,0.00000000,1.63258546,0.47067245
-4.92546273,5.47218500,0.01074790,0.83696235,2.39063197,2.12726776,2.44821376,0.00000000,1.67771456,0.47894691
-4.91945973,5.58687132,0.01108346,0.85578252,2.44157443,2.16946642,2.49991273,0.00000000,1.72135357,0.48784943
-4.91345673,5.69943152,0.01146393,0.87360354,2.48903867,2.21207214,2.55034146,0.00000000,1.76301943,0.49725028
-4.90745373,5.80906972,0.01188648,0.89045887,2.53294155,2.25467535,2.59902716,0.00000000,1.80231053,0.50702072
-4.90145073,5.91523632,0.01234776,0.90641761,2.57334406,2.29695472,2.64563769,0.00000000,1.83891981,0.51703913
-4.89544772,6.01764481,0.01284390,0.92157908,2.61044513,2.33868892,2.68999413,0.00000000,1.87264310,0.52719629
-4.88944472,6.11627289,0.01337064,0.93606562,2.64456817,2.37976184,2.73207490,0.00000000,1.90338196,0.53739976
-4.88344172,6.21134785,0.01392333,0.95001414,2.67614116,2.42016101,2.77201110,0.00000000,1.93114109,0.54757688
-4.87743872,6.30331731,0.01449703,0.96356670,2.70567125,2.45996967,2.81007344,0.00000000,1.95602028,0.55767645
-4.87143572,6.39280692,0.01508661,0.97686071,2.73371518,2.49935272,2.84665141,0.00000000,1.97820155,0.56766900
-4.86543272,6.48056768,0.01568678,0.99001941,2.76084704,2.53853784,2.88222576,0.00000000,1.99793213,0.57754562
-4.85942971,6.56741607,0.01629222,1.00314295,2.78762526,2.57779263,2.91733600,0.00000000,2.01550422,0.58731559
-4.85342671,6.65417032,0.01689764,1.01630078,2.81456032,2.61739936,2.95254447,0.00000000,2.03123278,0.59700279
-4.84742371,6.74158668,0.01749791,1.02952572,2.84208512,2.65762881,2.98839905,0.00000000,2.04543254,0.60664137
-4.84142071,6.83029941,0.01808811,1.04280996,2.87052948,2.69871469,3.02539652,0.00000000,2.05839560,0.61627075
-4.83541771,6.92076765,0.01866366,1.05610340,2.90010008,2.74083015,3.06394846,0.00000000,2.07037079,0.62593040
-4.82941471,7.01323252,0.01922039,1.06931431,2.93086686,2.78406777,3.10435161,0.00000000,2.08154607,0.63565463
-4.82341171,7.10768638,0.01975465,1.08231226,2.96275653,2.82842409,3.14676413,0.00000000,2.09203480,0.64546771
-4.81740870,7.20385619,0.02026336,1.09493329,2.99555338,2.87378957,3.19118904,0.00000000,2.10186674,0.65537961
-4.81140570,7.30120141,0.02074412,1.10698678,3.02890727,2.91994437,3.23746553,0.00000000,2.11098413,0.66538254
-4.80540270,7.39892643,0.02119525,1.11826394,3.06234809,2.96656023,3.28526858,0.00000000,2.11924312,0.67544854
-4.79939970,7.49600646,0.02161580,1.12854712,3.09530596,3.01320816,3.33411668,0.00000000,2.12642026,0.68552809
-4.79339670,7.59122515,0.02200558,1.13761964,3.12713573,3.05937137,3.38338714,0.00000000,2.13222373,0.69554996
-4.78739370,7.68322140,0.02236514,1.14527550,3.15714448,3.10446267,3.43233798,0.00000000,2.13630853,0.70542206
-4.78139070,7.77054252,0.02269573,1.15132836,3.18462038,3.14784507,3.48013508,0.00000000,2.13829469,0.71503338
-4.77538769,7.85170055,0.02299918,1.15561950,3.20886149,3.18885465,3.52588303,0.00000000,2.13778751,0.72425685
-4.76938469,7.92522849,0.02327785,1.15802417,3.22920273,3.22682398,3.56865808,0.00000000,2.13439853,0.73295284
-4.76338169,7.98973320,0.02353443,1.15845611,3.24504000,3.26110513,3.60754131,0.00000000,2.12776621,0.74097317
-4.75737869,8.04394243,0.02377179,1.15687006,3.25585016,3.29109083,3.64165034,0.00000000,2.11757502,0.74816553
-4.75137569,8.08674348,0.02399283,1.15326214,3.26120609,3.31623278,3.67016827,0.00000000,2.10357208,0.75437784
-4.74537269,8.11721208,0.02420024,1.14766830,3.26078650,3.33605634,3.69236831,0.00000000,2.08558044,0.75946266
-4.73936968,8.13463041,0.02439636,1.14016084,3.25438025,3.35017101,3.70763339,0.00000000,2.06350841,0.76328123
-4.73336668,8.13849430,0.02458297,1.13084350,3.24188553,3.35827644,3.71547007,0.00000000,2.03735469,0.76570718
-4.72736368,8.12851005,0.02476113,1.11984533,3.22330427,3.36016412,3.71551650,0.00000000,2.00720896,0.76662974
-4.72136068,8.10458218,0.02493110,1.10731386,3.19873279,3.35571501,3.70754472,0.00000000,1.97324840,0.76595638
-4.71535768,8.06679380,0.02509224,1.09340796,3.16834942,3.34489365,3.69145775,0.00000000,1.93573036,0.76361495
-4.70935468,8.01538191,0.02524296,1.07829094,3.13240035,3.32773974,3.66728212,0.00000000,1.89498173,0.75955516
-4.70335168,7.95070972,0.02538079,1.06212414,3.09118466,3.30435783,3.63515708,0.00000000,1.85138594,0.75374965
-4.69734867,7.87323864,0.02550245,1.04506150,3.04503973,3.27490628,3.59532131,0.00000000,1.80536826,0.74619448
-4.69134567,7.78350195,0.02560398,1.02724530,2.99432785,3.23958631,3.54809854,0.00000000,1.75738044,0.73690926
-4.68534267,7.68208224,0.02568094,1.00880330,2.93942485,3.19863200,3.49388301,0.00000000,1.70788544,0.72593687
-4.67933967,7.56959394,0.02572863,0.98984732,2.88071128,3.15230200,3.43312572,0.00000000,1.65734308,0.71334292
-4.67333667,7.44667213,0.02574238,0.97047321,2.81856647,3.10087334,3.36632245,0.00000000,1.60619742,0.69921488
-4.66733367,7.31396776,0.02571775,0.95076221,2.75336556,3.04463777,3.29400394,0.00000000,1.55486624,0.68366098
-4.66133067,7.17214933,0.02565090,0.93078338,2.68547925,2.98390051,3.21672850,0.00000000,1.50373308,0.66680896
-4.65532766,7.02191017,0.02553875,0.91059691,2.61527607,2.91898134,3.13507731,0.00000000,1.45314200,0.64880451
-4.64932466,6.86398030,0.02537929,0.89025806,2.54312649,2.85021771,3.04965195,0.00000000,1.40339512,0.62980959
-4.64332166,6.69914112,0.02517171,0.86982122,2.46940834,2.77796918,2.96107386,0.00000000,1.35475261,0.61000050
