energy_ev,total_up,B_p_up,B_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.78989495,1.66041826,0.12630497,0.00000000,0.56665754,0.31315577,0.01187888,0.61764797
-5.78389195,1.64628439,0.12837565,0.00000000,0.56481823,0.31015856,0.01231151,0.61012302
-5.77788894,1.63733985,0.13035171,0.00000000,0.56483632,0.30877529,0.01293004,0.60494308
-5.77188594,1.63397852,0.13222942,0.00000000,0.56674677,0.30910952,0.01374994,0.60228520
-5.76588294,1.63661839,0.13401275,0.00000000,0.57059124,0.31126794,0.01478644,0.60232798
-5.75987994,1.64569511,0.13571344,0.00000000,0.57641955,0.31535933,0.01605410,0.60524800
-5.75387694,1.66165082,0.13735082,0.00000000,0.58428935,0.32149231,0.01756613,0.61121460
-5.74787394,1.68491850,0.13895105,0.00000000,0.59426410,0.32977190,0.01933374,0.62038325
-5.74187094,1.71590208,0.14054611,0.00000000,0.60640925,0.34029495,0.02136536,0.63288768
-5.73586793,1.75495318,0.14217233,0.00000000,0.62078676,0.35314460,0.02366589,0.64883101
-5.72986493,1.80234519,0.14386860,0.00000000,0.63744809,0.36838388,0.02623587,0.66827633
-5.72386193,1.85824572,0.14567435,0.00000000,0.65642606,0.38604875,0.02907080,0.69123702
-5.71785893,1.92268866,0.14762730,0.00000000,0.67772576,0.40614089,0.03216043,0.71766727
-5.71185593,1.99554713,0.14976115,0.00000000,0.70131511,0.42862060,0.03548825,0.74745340
-5.70585293,2.07650885,0.15210322,0.00000000,0.72711552,0.45340015,0.03903108,0.78040623
-5.69984992,2.16505534,0.15467229,0.00000000,0.75499328,0.48033809,0.04275891,0.81625535
-5.69384692,2.26044659,0.15747661,0.00000000,0.78475211,0.50923487,0.04663492,0.85464543
-5.68784392,2.36171245,0.16051224,0.00000000,0.81612773,0.53983022,0.05061573,0.89513538
-5.68184092,2.46765214,0.16376196,0.00000000,0.84878472,0.57180265,0.05465194,0.93720037
-5.67583792,2.57684273,0.16719459,0.00000000,0.88231637,0.60477131,0.05868892,0.98023737
-5.66983492,2.68765744,0.17076498,0.00000000,0.91624768,0.63830055,0.06266784,1.02357407
-5.66383192,2.79829364,0.17441467,0.00000000,0.95004190,0.67190704,0.06652690,1.06648126
-5.65782891,2.90681058,0.17807318,0.00000000,0.98311051,0.70506958,0.07020281,1.10818865
-5.65182591,3.01117594,0.18165996,0.00000000,1.01482657,0.73724138,0.07363239,1.14790345
-5.64582291,3.10931981,0.18508692,0.00000000,1.04454103,0.76786433,0.07675423,1.18483149
-5.63981991,3.19919437,0.18826145,0.00000000,1.07160155,0.79638494,0.07951047,1.21819995
-5.63381691,3.27883699,0.19108977,0.00000000,1.09537293,0.82227126,0.08184846,1.24728089
-5.62781391,3.34643424,0.19348060,0.00000000,1.11525855,0.84503013,0.08372240,1.27141468
-5.62181091,3.40038386,0.19534881,0.00000000,1.13072163,0.86422392,0.08509475,1.29003224
-5.61580790,3.43935208,0.19661896,0.00000000,1.14130547,0.87948615,0.08593748,1.30267509
-5.60980490,3.46232348,0.19722862,0.00000000,1.14665163,0.89053513,0.08623298,1.30901228
-5.60380190,3.46864093,0.19713119,0.00000000,1.14651511,0.89718496,0.08597472,1.30885334
-5.59779890,3.45803371,0.19629822,0.00000000,1.14077591,0.89935344,0.08516750,1.30215658
-5.59179590,3.43063230,0.19472096,0.00000000,1.12944610,0.89706641,0.08382739,1.28903232
-5.58579290,3.38696908,0.19241129,0.00000000,1.11267230,0.89045833,0.08198132,1.26974076
-5.57978989,3.32796489,0.18940174,0.00000000,1.09073325,0.87976904,0.07966625,1.24468469
-5.57378689,3.25490202,0.18574484,0.00000000,1.06403263,0.86533699,0.07692816,1.21439726
-5.56778389,3.16938498,0.18151173,0.00000000,1.03308752,0.84758905,0.07382066,1.17952531
-5.56178089,3.07329090,0.17679006,0.00000000,0.99851289,0.82702762,0.07040352,1.14080926
-5.55577789,2.96871199,0.17168149,0.00000000,0.96100313,0.80421562,0.06674091,1.09906018
-5.54977489,2.85789252,0.16629869,0.00000000,0.92131125,0.77975987,0.06289969,1.05513532
-5.54377189,2.74316335,0.16076217,0.00000000,0.88022675,0.75429392,0.05894765,1.00991299
-5.53776888,2.62687652,0.15519689,0.00000000,0.83855318,0.72846073,0.05495174,0.96426797
-5.53176588,2.51134270,0.14972905,0.00000000,0.79708622,0.70289609,0.05097653,0.91904825
-5.52576288,2.39877345,0.14448286,0.00000000,0.75659316,0.67821322,0.04708269,0.87505405
-5.51975988,2.29123031,0.13957767,0.00000000,0.71779434,0.65498904,0.04332578,0.83301966
-5.51375688,2.19058182,0.13512533,0.00000000,0.68134729,0.63375243,0.03975518,0.79359861
-5.50775388,2.09846921,0.13122794,0.00000000,0.64783365,0.61497451,0.03641329,0.75735238
-5.50175088,2.01628097,0.12797590,0.00000000,0.61774925,0.59906124,0.03333496,0.72474268
-5.49574787,1.94513606,0.12544642,0.00000000,0.59149721,0.58634781,0.03054718,0.69612713
-5.48974487,1.88587491,0.12370222,0.00000000,0.56938401,0.57709507,0.02806895,0.67175808
-5.48374187,1.83905749,0.12279062,0.00000000,0.55161819,0.57148742,0.02591139,0.65178422
-5.47773887,1.80496717,0.12274283,0.00000000,0.53831141,0.56963203,0.02407800,0.63625436
-5.47173587,1.78361927,0.12357346,0.00000000,0.52948145,0.57155910,0.02256511,0.62512308
-5.46573287,1.77477331,0.12528019,0.00000000,0.52505683,0.57722286,0.02136244,0.61825763
-5.45972986,1.77794791,0.12784366,0.00000000,0.52488269,0.58650332,0.02045374,0.61544575
-5.45372686,1.79243780,0.13122747,0.00000000,0.52872764,0.59920848,0.01981755,0.61640411
-5.44772386,1.81733240,0.13537840,0.00000000,0.53629135,0.61507719,0.01942801,0.62078704
-5.44172086,1.85153586,0.14022687,0.00000000,0.54721278,0.63378258,0.01925570,0.62819545
-5.43571786,1.89378867,0.14568765,0.00000000,0.56107890,0.65493635,0.01926850,0.63818589
-5.42971486,1.94269086,0.15166090,0.00000000,0.57743400,0.67809409,0.01943245,0.65027968
-5.42371186,1.99672727,0.15803365,0.00000000,0.59578945,0.70276162,0.01971265,0.66397234
-5.41770885,2.05429509,0.16468158,0.00000000,0.61563400,0.72840289,0.02007408,0.67874304
-5.41170585,2.11373381,0.17147134,0.00000000,0.63644460,0.75444916,0.02048246,0.69406455
-5.40570285,2.17335767,0.17826328,0.00000000,0.65769773,0.78030977,0.02090494,0.70941327
-5.39969985,2.23149037,0.18491458,0.00000000,0.67888103,0.80538425,0.02131090,0.72427962
-5.39369685,2.28650139,0.19128269,0.00000000,0.69950516,0.82907572,0.02167253,0.73817843
-5.38769385,2.33684340,0.19722911,0.00000000,0.71911552,0.85080512,0.02196539,0.75065936
-5.38169085,2.38108948,0.20262321,0.00000000,0.73730363,0.87002594,0.02216885,0.76131680
-5.37568784,2.41796894,0.20734606,0.00000000,0.75371754,0.88623887,0.02226643,0.76979920
-5.36968484,2.44640052,0.21129409,0.00000000,0.76807122,0.89900596,0.02224602,0.77581730
-5.36368184,2.46552134,0.21438239,0.00000000,0.78015207,0.90796344,0.02209993,0.77915104
-5.35767884,2.47471033,0.21654749,0.00000000,0.78982652,0.91283285,0.02182488,0.77965461
-5.35167584,2.47360505,0.21774952,0.00000000,0.79704317,0.91342986,0.02142180,0.77725964
-5.34567284,2.46211087,0.21797359,0.00000000,0.80183339,0.90967040,0.02089559,0.77197609
-5.33966983,2.44040195,0.21723030,0.00000000,0.80430905,0.90157373,0.02025465,0.76389086
-5.33366683,2.40891408,0.21555539,0.00000000,0.80465774,0.88926243,0.01951048,0.75316420
-5.32766383,2.36832931,0.21300853,0.00000000,0.80313538,0.87295913,0.01867712,0.74002386
-5.32166083,2.31955334,0.20967125,0.00000000,0.80005665,0.85298036,0.01777052,0.72475748
-5.31565783,2.26368664,0.20564417,0.00000000,0.79578378,0.82972768,0.01680800,0.70770342
-5.30965483,2.20199060,0.20104366,0.00000000,0.79071408,0.80367651,0.01580761,0.68924046
-5.30365183,2.13585043,0.19599802,0.00000000,0.78526708,0.77536329,0.01478758,0.66977697
-5.29764882,2.06673634,0.19064350,0.00000000,0.77987161,0.74537148,0.01376578,0.64973987
-5.29164582,1.99616480,0.18512019,0.00000000,0.77495375,0.71431698,0.01275932,0.62956401
-5.28564282,1.92566137,0.17956806,0.00000000,0.77092600,0.68283351,0.01178409,0.60968225
-5.27963982,1.85672640,0.17412327,0.00000000,0.76817814,0.65155858,0.01085456,0.59051666
-5.27363682,1.79080470,0.16891491,0.00000000,0.76707014,0.62112027,0.00998351,0.57247103
-5.26763382,1.72925974,0.16406224,0.00000000,0.76792709,0.59212533,0.00918196,0.55592484
-5.26163082,1.67335275,0.15967244,0.00000000,0.77103632,0.56514862,0.00845909,0.54122857
-5.25562781,1.62422662,0.15583902,0.00000000,0.77664618,0.54072411,0.00782232,0.52870044
-5.24962481,1.58289419,0.15264074,0.00000000,0.78496648,0.51933731,0.00727736,0.51862417
-5.24362181,1.55023018,0.15014101,0.00000000,0.79616973,0.50141912,0.00682836,0.51124760
-5.23761881,1.52696620,0.14838772,0.00000000,0.81039291,0.48734081,0.00647804,0.50678185
-5.23161581,1.51368754,0.14741343,0.00000000,0.82773914,0.47741004,0.00622790,0.50540066
-5.22561281,1.51083122,0.14723569,0.00000000,0.84827863,0.47186777,0.00607833,0.50723964
-5.21960980,1.51868444,0.14785761,0.00000000,0.87204863,0.47088570,0.00602878,0.51239528
-5.21360680,1.53738276,0.14926834,0.00000000,0.89905209,0.47456440,0.00607787,0.52092343
-5.20760380,1.56690802,0.15144364,0.00000000,0.92925473,0.48293190,0.00622354,0.53283738
-5.20160080,1.60708586,0.15434638,0.00000000,0.96258093,0.49594289,0.00646303,0.54810548
-5.19559780,1.65758314,0.15792697,0.00000000,0.99890843,0.51347854,0.00679299,0.56664858
-5.18959480,1.71790607,0.16212387,0.00000000,1.03806247,0.53534729,0.00720948,0.58833748
-5.18359180,1.78739960,0.16686400,0.00000000,1.07980982,0.56128662,0.00770792,0.61299079
-5.17758879,1.86524920,0.17206342,0.00000000,1.12385360,0.59096613,0.00828317,0.64037362
-5.17158579,1.95048583,0.17762807,0.00000000,1.16982939,0.62399219,0.00892944,0.67019733
-5.16558279,2.04199505,0.18345486,0.00000000,1.21730349,0.65991418,0.00964035,0.70212093
-5.15957979,2.13853082,0.18943305,0.00000000,1.26577382,0.69823247,0.01040893,0.73575415
-5.15357679,2.23873451,0.19544594,0.00000000,1.31467398,0.73840813,0.01122768,0.77066262
-5.14757379,2.34115901,0.20137306,0.00000000,1.36338075,0.77987420,0.01208868,0.80637500
-5.14157079,2.44429766,0.20709264,0.00000000,1.41122489,0.82204820,0.01298372,0.84239211
-5.13556778,2.54661725,0.21248436,0.00000000,1.45750518,0.86434561,0.01390442,0.87819774
-5.12956478,2.64659392,0.21743237,0.00000000,1.50150510,0.90619372,0.01484250,0.91327080
-5.12356178,2.74275054,0.22182838,0.00000000,1.54251163,0.94704537,0.01578994,0.94709840
-5.11755878,2.83369404,0.22557474,0.00000000,1.57983503,0.98639197,0.01673927,0.97918913
-5.11155578,2.91815079,0.22858724,0.00000000,1.61282902,1.02377513,0.01768378,1.00908604
-5.10555278,2.99499845,0.23079771,0.00000000,1.64090999,1.05879656,0.01861777,1.03637868
-5.09954977,3.06329267,0.23215602,0.00000000,1.66357455,1.09112545,0.01953672,1.06071359
-5.09354677,3.12228730,0.23263153,0.00000000,1.68041441,1.12050341,0.02043750,1.08180273
-5.08754377,3.17144725,0.23221387,0.00000000,1.69112789,1.14674629,0.02131845,1.09942953
-5.08154077,3.21045339,0.23091295,0.00000000,1.69552767,1.16974334,0.02217941,1.11345217
-5.07553777,3.23919946,0.22875826,0.00000000,1.69354436,1.18945343,0.02302169,1.12380418
-5.06953477,3.25778142,0.22579743,0.00000000,1.68522601,1.20589888,0.02384798,1.13049233
-5.06353177,3.26647996,0.22209417,0.00000000,1.67073372,1.21915721,0.02466209,1.13359199
-5.05752876,3.26573753,0.21772563,0.00000000,1.65033381,1.22935139,0.02546875,1.13324048
-5.05152576,3.25613113,0.21277940,0.00000000,1.62438718,1.23663918,0.02627318,1.12962864
-5.04552276,3.23834274,0.20735028,0.00000000,1.59333651,1.24120218,0.02708077,1.12299139
-5.03951976,3.21312877,0.20153685,0.00000000,1.55769218,1.24323523,0.02789661,1.11359770
-5.03351676,3.18129047,0.19543821,0.00000000,1.51801761,1.24293676,0.02872499,1.10174046
-5.02751376,3.14364646,0.18915086,0.00000000,1.47491477,1.24050051,0.02956903,1.08772701
-5.02151076,3.10100875,0.18276596,0.00000000,1.42901054,1.23610894,0.03043018,1.07187039
-5.01550775,3.05416306,0.17636696,0.00000000,1.38094422,1.22992876,0.03130789,1.05448200
-5.00950475,3.00385400,0.17002781,0.00000000,1.33135674,1.22210844,0.03219927,1.03586561
-5.00350175,2.95077525,0.16381167,0.00000000,1.28088150,1.21277771,0.03309892,1.01631294
-4.99749875,2.89556459,0.15777019,0.00000000,1.23013701,1.20204902,0.03399879,0.99610079
-4.99149575,2.83880325,0.15194331,0.00000000,1.17972096,1.19002045,0.03488823,0.97548945
-4.98549275,2.78101893,0.14635956,0.00000000,1.13020575,1.17677978,0.03575411,0.95472241
-4.97948974,2.72269146,0.14103683,0.00000000,1.08213479,1.16240942,0.03658112,0.93402680
-4.97348674,2.66426015,0.13598338,0.00000000,1.03601950,1.14699144,0.03735216,0.91361443
-4.96748374,2.60613179,0.13119920,0.00000000,0.99233646,1.13061256,0.03804883,0.89368307
-4.96148074,2.54868818,0.12667750,0.00000000,0.95152439,1.11336843,0.03865204,0.87441755
-4.95547774,2.49229242,0.12240621,0.00000000,0.91398083,1.09536701,0.03914268,0.85599052
-4.94947474,2.43729322,0.11836954,0.00000000,0.88005815,1.07673062,0.03950231,0.83856252
-4.94347174,2.38402654,0.11454938,0.00000000,0.85005901,1.05759649,0.03971389,0.82228133
-4.93746873,2.33281457,0.11092657,0.00000000,0.82423126,1.03811582,0.03976246,0.80728046
-4.93146573,2.28396174,0.10748196,0.00000000,0.80276246,1.01845123,0.03963577,0.79367685
-4.92546273,2.23774816,0.10419719,0.00000000,0.78577427,0.99877278,0.03932482,0.78156779
-4.91945973,2.19442085,0.10105531,0.00000000,0.77331718,0.97925280,0.03882433,0.77102736
-4.91345673,2.15418351,0.09804104,0.00000000,0.76536579,0.96005979,0.03813302,0.76210267
-4.90745373,2.11718549,0.09514094,0.00000000,0.76181539,0.94135180,0.03725375,0.75481001
-4.90145073,2.08351099,0.09234324,0.00000000,0.76247991,0.92326978,0.03619355,0.74913150
-4.89544772,2.05316942,0.08963766,0.00000000,0.76709194,0.90593114,0.03496348,0.74501235
-4.88944472,2.02608780,0.08701501,0.00000000,0.77530505,0.88942424,0.03357827,0.74235924
-4.88344172,2.00210602,0.08446683,0.00000000,0.78669851,0.87380400,0.03205596,0.74104000
-4.87743872,1.98097579,0.08198498,0.00000000,0.80078473,0.85908903,0.03041734,0.74088478
-4.87143572,1.96236350,0.07956129,0.00000000,0.81701917,0.84526059,0.02868530,0.74168891
-4.86543272,1.94585754,0.07718730,0.00000000,0.83481273,0.83226347,0.02688421,0.74321744
-4.85942971,1.93097971,0.07485413,0.00000000,0.85354608,0.82000887,0.02503922,0.74521131
-4.85342671,1.91720069,0.07255245,0.00000000,0.87258564,0.80837910,0.02317557,0.74739494
-4.84742371,1.90395882,0.07027260,0.00000000,0.89130052,0.79723408,0.02131795,0.74948493
-4.84142071,1.89068143,0.06800490,0.00000000,0.90907984,0.78641908,0.01948997,0.75119963
-4.83541771,1.87680774,0.06573999,0.00000000,0.92534958,0.77577353,0.01771365,0.75226900
-4.82941471,1.86181224,0.06346933,0.00000000,0.93958851,0.76514032,0.01600909,0.75244441
-4.82341171,1.84522725,0.06118570,0.00000000,0.95134218,0.75437509,0.01439414,0.75150783
-4.81740870,1.82666379,0.05888379,0.00000000,0.96023475,0.74335512,0.01288432,0.74928007
-4.81140570,1.80582942,0.05656069,0.00000000,0.96597789,0.73198727,0.01149275,0.74562758
-4.80540270,1.78254244,0.05421640,0.00000000,0.96837662,0.72021462,0.01023023,0.74046746
-4.79939970,1.75674174,0.05185424,0.00000000,0.96733181,0.70802151,0.00910537,0.73377066
-4.79339670,1.72849179,0.04948111,0.00000000,0.96283943,0.69543674,0.00812480,0.72556300
-4.78739370,1.69798289,0.04710771,0.00000000,0.95498672,0.68253486,0.00729348,0.71592420
-4.78139070,1.66552661,0.04474860,0.00000000,0.94394561,0.66943557,0.00661490,0.70498495
-4.77538769,1.63154699,0.04242212,0.00000000,0.92996379,0.65630131,0.00609144,0.69292222
-4.76938469,1.59656796,0.04015029,0.00000000,0.91335408,0.64333324,0.00572459,0.67995312
-4.76338169,1.56119776,0.03795854,0.00000000,0.89448268,0.63076590,0.00551520,0.66632756
-4.75737869,1.52611127,0.03587545,0.00000000,0.87375682,0.61886082,0.00546364,0.65232025
-4.75137569,1.49203093,0.03393245,0.00000000,0.85161246,0.60789943,0.00556992,0.63822214
-4.74537269,1.45970720,0.03216345,0.00000000,0.82850260,0.59817550,0.00583373,0.62433190
-4.73936968,1.42989919,0.03060457,0.00000000,0.80488647,0.58998757,0.00625441,0.61094762
-4.73336668,1.40335617,0.02929382,0.00000000,0.78121996,0.58363139,0.00683087,0.59835891
-4.72736368,1.38080027,0.02827085,0.00000000,0.75794755,0.57939273,0.00756142,0.58683982
-4.72136068,1.36291085,0.02757667,0.00000000,0.73549554,0.57754071,0.00844354,0.57664245
-4.71535768,1.35031057,0.02725341,0.00000000,0.71426683,0.57832154,0.00947368,0.56799154
-4.70935468,1.34355322,0.02734404,0.00000000,0.69463674,0.58195302,0.01064699,0.56107988
-4.70335168,1.34311329,0.02789204,0.00000000,0.67694990,0.58861948,0.01195702,0.55606470
-4.69734867,1.34937710,0.02894096,0.00000000,0.66151777,0.59846741,0.01339554,0.55306481
-4.69134567,1.36263524,0.03053389,0.00000000,0.64861659,0.61160156,0.01495231,0.55215859
-4.68534267,1.38307629,0.03271279,0.00000000,0.63848542,0.62808155,0.01661492,0.55338265
-4.67933967,1.41078152,0.03551755,0.00000000,0.63132409,0.64791897,0.01836876,0.55673118
-4.67333667,1.44572052,0.03898497,0.00000000,0.62729087,0.67107491,0.02019701,0.56215588
-4.66733367,1.48774775,0.04314745,0.00000000,0.62649983,0.69745793,0.02208074,0.56956646
-4.66133067,1.53659994,0.04803159,0.00000000,0.62901781,0.72692258,0.02399911,0.57883177
-4.65532766,1.59189462,0.05365658,0.00000000,0.63486124,0.75926846,0.02592964,0.58978136
-4.64932466,1.65312982,0.06003253,0.00000000,0.64399284,0.79423990,0.02784862,0.60220774
-4.64332166,1.71968518,0.06715880,0.00000000,0.65631854,0.83152640,0.02973152,0.61586913
-4.63731866,1.79082499,0.07502241,0.00000000,0.67168501,0.87076403,0.03155348,0.63049285
-4.63131566,1.86570315,0.08359657,0.00000000,0.68987795,0.91153775,0.03328987,0.64577924
-4.62531266,1.94337072,0.09283962,0.00000000,0.71062167,0.95338496,0.03491684,0.66140630
-4.61930965,2.02278602,0.10269428,0.00000000,0.73358022,0.99580033,0.03641185,0.67703475
-4.61330665,2.10282789,0.11308743,0.00000000,0.75836034,1.03824201,0.03775421,0.69231379
-4.60730365,2.18231197,0.12393048,0.00000000,0.78451656,1.08013934,0.03892557,0.70688723
-4.60130065,2.26001026,0.13512043,0.00000000,0.81155842,1.12090210,0.03991035,0.72040016
-4.59529765,2.33467380,0.14654163,0.00000000,0.83895991,1.15993122,0.04069605,0.73250587
-4.58929465,2.40505827,0.15806816,0.00000000,0.86617110,1.19663089,0.04127360,0.74287308
-4.58329165,2.46995205,0.16956697,0.00000000,0.89263155,1.23042192,0.04163745,0.75119317
-4.57728864,2.52820628,0.18090154,0.00000000,0.91778527,1.26075609,0.04178577,0.75718752
-4.57128564,2.57876599,0.19193600,0.00000000,0.94109669,1.28713111,0.04172037,0.76061447
-4.56528264,2.62070148,0.20253956,0.00000000,0.96206707,1.30910586,0.04144669,0.76127601
-4.55927964,2.65323889,0.21259102,0.00000000,0.98025064,1.32631528,0.04097365,0.75902387
-4.55327664,2.67578870,0.22198324,0.00000000,0.99526989,1.33848461,0.04031340,0.75376481
-4.54727364,2.68797116,0.23062719,0.00000000,1.00682913,1.34544212,0.03948112,0.74546500
-4.54127064,2.68963730,0.23845562,0.00000000,1.01472582,1.34713008,0.03849465,0.73415320
-4.53526763,2.68088456,0.24542583,0.00000000,1.01885896,1.34361313,0.03737418,0.71992272
-4.52926463,2.66206608,0.25152176,0.00000000,1.01923411,1.33508387,0.03614184,0.70293187
-4.52326163,2.63379295,0.25675487,0.00000000,1.01596478,1.32186506,0.03482129,0.68340301
-4.51725863,2.59692905,0.26116411,0.00000000,1.00926987,1.30440833,0.03343734,0.66161992
-4.51125563,2.55257829,0.26481466,0.00000000,0.99946742,1.28328920,0.03201545,0.63792370
-4.50525263,2.50206445,0.26779576,0.00000000,0.98696471,1.25919840,0.03058131,0.61270717
-4.49924962,2.44690423,0.27021743,0.00000000,0.97224526,1.23292978,0.02916039,0.58640792
-4.49324662,2.38877417,0.27220646,0.00000000,0.95585322,1.20536502,0.02777744,0.55950013
-4.48724362,2.32947262,0.27390181,0.00000000,0.93837583,1.17745560,0.02645612,0.53248542
-4.48124062,2.27087795,0.27544948,0.00000000,0.92042483,1.15020253,0.02521847,0.50588294
-4.47523762,2.21490434,0.27699733,0.00000000,0.90261750,1.12463448,0.02408453,0.48021899
-4.46923462,2.16345664,0.27868984,0.00000000,0.88555822,1.10178495,0.02307196,0.45601636
-4.46323162,2.11838551,0.28066321,0.00000000,0.86982128,1.08266902,0.02219564,0.43378381
-4.45722861,2.08144431,0.28304087,0.00000000,0.85593547,1.06826039,0.02146740,0.41400569
-4.45122561,2.05424872,0.28592972,0.00000000,0.84437120,1.05946923,0.02089571,0.39713213
-4.44522261,2.03824017,0.28941695,0.00000000,0.83553012,1.05712134,0.02048557,0.38356996
-4.43921961,2.03465363,0.29356785,0.00000000,0.82973782,1.06193908,0.02023832,0.37367430
-4.43321661,2.04449056,0.29842439,0.00000000,0.82723931,1.07452440,0.02015167,0.36774132
-4.42721361,2.06849712,0.30400463,0.00000000,0.82819729,1.09534430,0.02021970,0.36600185
-4.42121061,2.10714806,0.31030301,0.00000000,0.83269292,1.12471898,0.02043307,0.36861627
-4.41520760,2.16063622,0.31729125,0.00000000,0.84072868,1.16281281,0.02077924,0.37567051
-4.40920460,2.22886766,0.32491999,0.00000000,0.85223300,1.20962850,0.02124278,0.38717328
-4.40320160,2.31146244,0.33312085,0.00000000,0.86706605,1.26500429,0.02180579,0.40305465
-4.39719860,2.40776093,0.34180891,0.00000000,0.88502642,1.32861475,0.02244838,0.42316597
-4.39119560,2.51683548,0.35088558,0.00000000,0.90585828,1.39997488,0.02314919,0.44728107
-4.38519260,2.63750752,0.36024150,0.00000000,0.92925866,1.47844789,0.02388597,0.47509910
-4.37918959,2.76836995,0.36975973,0.00000000,0.95488468,1.56325668,0.02463619,0.50624873
-4.37318659,2.90781458,0.37931885,0.00000000,0.98236063,1.65349890,0.02537760,0.54029391
-4.36718359,3.05406459,0.38879615,0.00000000,1.01128485,1.74816566,0.02608882,0.57674116
-4.36118059,3.20521172,0.39807076,0.00000000,1.04123654,1.84616361,0.02674992,0.61504841
-4.35517759,3.35925763,0.40702668,0.00000000,1.07178248,1.94634022,0.02734287,0.65463519
-4.34917459,3.51415908,0.41555581,0.00000000,1.10248402,2.04751168,0.02785196,0.69489413
-4.34317159,3.66787603,0.42356077,0.00000000,1.13290439,2.14849302,0.02826418,0.73520360
-4.33716858,3.81842183,0.43095774,0.00000000,1.16261649,2.24812970,0.02856945,0.77494118
-4.33116558,3.96391433,0.43767902,0.00000000,1.19121133,2.34532984,0.02876073,0.81349765
-4.32516258,4.10262669,0.44367551,0.00000000,1.21830710,2.43909628,0.02883417,0.85029121
-4.31915958,4.23303642,0.44891894,0.00000000,1.24355893,2.52855739,0.02878895,0.88478150
-4.31315658,4.35387120,0.45340386,0.00000000,1.26666906,2.61299569,0.02862726,0.91648291
-4.30715358,4.46414997,0.45714918,0.00000000,1.28739727,2.69187322,0.02835398,0.94497702
