energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.62781391,2.76210741,0.01111543,0.27723083,1.58202261,1.06217684,0.03460319,1.12055768,0.51209308,0.05416672
-5.62181091,2.65059259,0.01071451,0.26996616,1.49433802,1.01967220,0.03370678,1.06769463,0.46569990,0.05446899
-5.61580790,2.54697213,0.01033261,0.26402933,1.41149715,0.98105209,0.03270465,1.01737412,0.42365868,0.05501427
-5.60980490,2.45158520,0.00997310,0.25942697,1.33387576,0.94646813,0.03160330,0.96975139,0.38598202,0.05578240
-5.60380190,2.36462063,0.00963911,0.25613769,1.26174545,0.91599227,0.03041207,0.92494386,0.35259054,0.05674868
-5.59779890,2.28615062,0.00933358,0.25411801,1.19529422,0.88963225,0.02914292,0.88304115,0.32332466,0.05788491
-5.59179590,2.21616863,0.00905931,0.25330934,1.13464925,0.86734930,0.02781034,0.84411590,0.29795841,0.05916067
-5.58579290,2.15462927,0.00881895,0.25364566,1.07990046,0.84907733,0.02643101,0.80823445,0.27621433,0.06054484
-5.57978989,2.10148806,0.00861501,0.25506153,1.03112358,0.83474242,0.02502346,0.77546697,0.25777889,0.06200710
-5.57378689,2.05673910,0.00844985,0.25750001,0.98840172,0.82428167,0.02360766,0.74589641,0.24231768,0.06351951
-5.56778389,2.02044860,0.00832560,0.26092004,0.95184411,0.81766055,0.02220456,0.71962595,0.22948975,0.06505802
-5.56178089,1.99278287,0.00824409,0.26530295,0.92160138,0.81488787,0.02083560,0.69678461,0.21896068,0.06660378
-5.55577789,1.97402919,0.00820679,0.27065766,0.89787651,0.81602761,0.01952219,0.67753080,0.21041394,0.06814421
-5.54977489,1.96460860,0.00821470,0.27702428,0.88093095,0.82120713,0.01828527,0.66205380,0.20356026,0.06967384
-5.54377189,1.96507972,0.00826826,0.28447572,0.87108551,0.83062119,0.01714477,0.65057295,0.19814486,0.07119465
-5.53776888,1.97613308,0.00836719,0.29311731,0.86871578,0.84453160,0.01611925,0.64333486,0.19395245,0.07271613
-5.53176588,1.99857599,0.00851049,0.30308408,0.87424221,0.86326229,0.01522547,0.64060841,0.19080998,0.07425481
-5.52576288,2.03330796,0.00869629,0.31453587,0.88811480,0.88719003,0.01447804,0.64267788,0.18858735,0.07583342
-5.51975988,2.08128738,0.00892182,0.32765028,0.91079303,0.91673086,0.01388917,0.64983440,0.18719609,0.07747961
-5.51375688,2.14349053,0.00918337,0.34261361,0.94272150,0.95232280,0.01346839,0.66236574,0.18658638,0.07922434
-5.50775388,2.22086403,0.00947632,0.35961028,0.98430210,0.99440540,0.01322239,0.68054497,0.18674267,0.08109990
-5.50175088,2.31427273,0.00979513,0.37881093,1.03586383,1.04339692,0.01315488,0.70461809,0.18767811,0.08313787
-5.49574787,2.42444474,0.01013347,0.40035989,1.09763135,1.09966998,0.01326648,0.73479117,0.18942825,0.08536682
-5.48974487,2.55191608,0.01048428,0.42436252,1.16969382,1.16352667,0.01355473,0.77121720,0.19204433,0.08781015
-5.48374187,2.69697725,0.01083997,0.45087304,1.25197532,1.23517421,0.01401403,0.81398326,0.19558641,0.09048404
-5.47773887,2.85962418,0.01119252,0.47988354,1.34420854,1.31470224,0.01463576,0.86309839,0.20011683,0.09339565
-5.47173587,3.03951606,0.01153376,0.51131475,1.44591330,1.40206261,0.01540836,0.91848261,0.20569404,0.09654168
-5.46573287,3.23594228,0.01185553,0.54500925,1.55638125,1.49705295,0.01631746,0.97995763,0.21236735,0.09990745
-5.45972986,3.44780051,0.01214992,0.58072744,1.67466812,1.59930444,0.01734616,1.04723969,0.22017248,0.10346645
-5.45372686,3.67358760,0.01240950,0.61814693,1.79959454,1.70827495,0.01847527,1.11993487,0.22912835,0.10718055
-5.44772386,3.91140434,0.01262755,0.65686524,1.92975616,1.82324762,0.01968368,1.19753740,0.23923487,0.11100073
-5.44172086,4.15897486,0.01279824,0.69640627,2.06354332,1.94333547,0.02094870,1.27943107,0.25047206,0.11486840
-5.43571786,4.41368052,0.01291679,0.73623017,2.19917022,2.06749189,0.02224660,1.36489413,0.26280017,0.11871731
-5.42971486,4.67260783,0.01297964,0.77574649,2.33471301,2.19452704,0.02355302,1.45310753,0.27616089,0.12247579
-5.42371186,4.93260895,0.01298456,0.81433010,2.46815569,2.32312949,0.02484359,1.54316680,0.29047940,0.12606940
-5.41770885,5.19037332,0.01293067,0.85133946,2.59744243,2.45189274,0.02609444,1.63409700,0.30566710,0.12942376
-5.41170585,5.44250768,0.01281850,0.88613625,2.72053442,2.57934564,0.02728278,1.72487087,0.32162487,0.13246744
-5.40570285,5.68562221,0.01264993,0.91810591,2.83546922,2.70398580,0.02838746,1.81442947,0.33824655,0.13513473
-5.39969985,5.91641940,0.01242819,0.94667796,2.94042008,2.82431497,0.02938949,1.90170486,0.35542253,0.13736833
-5.39369685,6.13178281,0.01215770,0.97134540,3.03375313,2.93887511,0.03027250,1.98564431,0.37304321,0.13912148
-5.38769385,6.32886236,0.01184398,0.99168236,3.11407978,3.04628411,0.03102314,2.06523514,0.39100218,0.14035990
-5.38169085,6.50515323,0.01149353,1.00735923,3.18030251,3.14526995,0.03163140,2.13952955,0.40919908,0.14106300
-5.37568784,6.65856551,0.01111361,1.01815461,3.23165177,3.23470218,0.03209085,2.20766859,0.42754186,0.14122462
-5.36968484,6.78748222,0.01071216,1.02396366,3.26771281,3.31361982,0.03239870,2.26890453,0.44594871,0.14085325
-5.36368184,6.89080377,0.01029756,1.02480257,3.28844118,3.38125467,0.03255587,2.32262073,0.46434929,0.13997153
-5.35767884,6.96797745,0.00987851,1.02080879,3.29416639,3.43704953,0.03256685,2.36834855,0.48268559,0.13861541
-5.35167584,7.01901100,0.00946391,1.01223737,3.28558361,3.48067063,0.03243955,2.40578040,0.50091225,0.13683276
-5.34567284,7.04447014,0.00906267,0.99945327,3.26373397,3.51201405,0.03218499,2.43477873,0.51899649,0.13468168
-5.33966983,7.04546025,0.00868363,0.98292021,3.22997416,3.53120599,0.03181701,2.45538041,0.53691767,0.13222854
-5.33366683,7.02359302,0.00833544,0.96318649,3.18593676,3.53859689,0.03135184,2.46779635,0.55466647,0.12954586
-5.32766383,6.98093934,0.00802648,0.94086823,3.13348273,3.53474969,0.03080769,2.47240642,0.57224378,0.12671020
-5.32166083,6.91997014,0.00776479,0.91663083,3.07464797,3.52042268,0.03020428,2.46974955,0.58965920,0.12380003
-5.31565783,6.84348698,0.00755795,0.89116916,3.01158578,3.49654735,0.02956242,2.46050957,0.60692924,0.12089378
-5.30965483,6.75454468,0.00741305,0.86518731,2.94650707,3.46420206,0.02890353,2.44549687,0.62407516,0.11806799
-5.30365183,6.65636817,0.00733659,0.83937845,2.88162037,3.42458227,0.02824922,2.42562660,0.64112035,0.11539579
-5.29764882,6.55226596,0.00733442,0.81440544,2.81907310,3.37896814,0.02762087,2.40189395,0.65808739,0.11294547
-5.29164582,6.44554252,0.00741162,0.79088279,2.76089583,3.32869040,0.02703922,2.37534710,0.67499465,0.11077942
-5.28564282,6.33941179,0.00757239,0.76936048,2.70895078,3.27509549,0.02652401,2.34705869,0.69185264,0.10895322
-5.27963982,6.23691397,0.00781997,0.75030991,2.66488566,3.21951086,0.02609362,2.31809648,0.70866009,0.10751491
-5.27363682,6.14083765,0.00815649,0.73411256,2.63009368,3.16321122,0.02576472,2.28949393,0.72539997,0.10650452
-5.26763382,6.05364906,0.00858284,0.72105139,2.60568045,3.10738685,0.02555194,2.26222158,0.74203565,0.10595363
-5.26163082,5.97743016,0.00909853,0.71130529,2.59243827,3.05311457,0.02546755,2.23715982,0.75850742,0.10588513
-5.25562781,5.91382704,0.00970159,0.70494660,2.59082801,3.00133228,0.02552116,2.21507391,0.77472971,0.10631308
-5.24962481,5.86400989,0.01038843,0.70194180,2.60096892,2.95281763,0.02571942,2.19659176,0.79058921,0.10724262
-5.24362181,5.82864570,0.01115376,0.70215522,2.62263646,2.90817142,0.02606580,2.18218529,0.80594413,0.10866997
-5.23761881,5.80788443,0.01199051,0.70535560,2.65526801,2.86780629,0.02656030,2.17215582,0.82062502,0.11058262
-5.23161581,5.80135928,0.01288987,0.71122546,2.69797654,2.83194088,0.02719935,2.16662403,0.83443699,0.11295955
-5.22561281,5.80820125,0.01384126,0.71937275,2.74957202,2.80059978,0.02797564,2.16552497,0.84716374,0.11577159
-5.21960980,5.82706793,0.01483246,0.72934458,2.80859019,2.77361928,0.02887815,2.16860841,0.85857306,0.11898201
-5.21360680,5.85618604,0.01584974,0.74064249,2.87332835,2.75065878,0.02989220,2.17544467,0.86842389,0.12254719
-5.20760380,5.89340691,0.01687807,0.75273886,2.94188754,2.73121764,0.03099962,2.18543620,0.87647456,0.12641755
-5.20160080,5.93627343,0.01790142,0.76509389,3.01222034,2.71465698,0.03217910,2.19783450,0.88249181,0.13053864
-5.19559780,5.98209696,0.01890307,0.77717251,3.08218320,2.70022573,0.03340654,2.21176238,0.88626034,0.13485233
-5.18959480,6.02804185,0.01986601,0.78846081,3.14959234,2.68709035,0.03465568,2.22624084,0.88759214,0.13929832
-5.18359180,6.07121533,0.02077333,0.79848134,3.21228149,2.67436700,0.03589868,2.24022002,0.88633532,0.14381557
-5.17758879,6.10875963,0.02160874,0.80680676,3.26816027,2.66115535,0.03710693,2.25261317,0.88238181,0.14834400
-5.17158579,6.13794377,0.02235694,0.81307151,3.31527114,2.64657275,0.03825180,2.26233272,0.87567349,0.15282606
-5.16558279,6.15625149,0.02300417,0.81698099,3.35184347,2.62978763,0.03930555,2.26832709,0.86620646,0.15720844
-5.15957979,6.16146265,0.02353857,0.81831808,3.37634269,2.61005090,0.04024218,2.26961703,0.85403313,0.16144351
-5.15357679,6.15172491,0.02395061,0.81694685,3.38751298,2.58672427,0.04103823,2.26532997,0.83926209,0.16549087
-5.14757379,6.12561332,0.02423343,0.81281345,3.38441200,2.55930442,0.04167360,2.25473119,0.82205567,0.16931846
-5.14157079,6.08217554,0.02438307,0.80594416,3.36643622,2.52744205,0.04213216,2.23725041,0.80262546,0.17290369
-5.13556778,6.02096109,0.02439868,0.79644092,3.33333604,2.49095531,0.04240235,2.21250279,0.78122597,0.17623414
-5.12956478,5.94203365,0.02428261,0.78447467,3.28522008,2.44983691,0.04247749,2.18030341,0.75814688,0.17930805
-5.12356178,5.84596605,0.02404037,0.77027665,3.22254855,2.40425483,0.04235598,2.14067461,0.73370426,0.18213449
-5.11755878,5.73381835,0.02368058,0.75412841,3.14611592,2.35454656,0.04204135,2.09384595,0.70823127,0.18473317
-5.11155578,5.60709996,0.02321472,0.73635073,3.05702366,2.30120730,0.04154203,2.04024674,0.68206880,0.18713402
-5.10555278,5.46771760,0.02265690,0.71729206,2.95664424,2.24487247,0.04087099,1.98049153,0.65555655,0.18937632
-5.09954977,5.31791118,0.02202351,0.69731688,2.84657781,2.18629540,0.04004522,1.91535940,0.62902486,0.19150761
-5.09354677,5.16018026,0.02133278,0.67679443,2.72860332,2.12632116,0.03908502,1.84576772,0.60278765,0.19358225
-5.08754377,4.99720407,0.02060440,0.65608815,2.60462611,2.06585752,0.03801328,1.77274182,0.57713663,0.19565974
-5.08154077,4.83175816,0.01985901,0.63554606,2.47662380,2.00584421,0.03685457,1.69738188,0.55233700,0.19780272
-5.07553777,4.66663075,0.01911773,0.61549248,2.34659268,1.94722173,0.03563427,1.62082834,0.52862449,0.20007482
-5.06953477,4.50454183,0.01840173,0.59622103,2.21649633,1.89090085,0.03437769,1.54422744,0.50620373,0.20253832
-5.06353177,4.34806765,0.01773178,0.57798913,2.08821821,1.83773387,0.03310927,1.46869815,0.48524787,0.20525168
-5.05752876,4.19957313,0.01712785,0.56101392,1.96351960,1.78848869,0.03185177,1.39530180,0.46589903,0.20826701
-5.05152576,4.06115388,0.01660872,0.54546969,1.84400397,1.74382647,0.03062568,1.32501538,0.44826964,0.21162763
-5.04552276,3.93458959,0.01619174,0.53148654,1.73108847,1.70428355,0.02944865,1.25870938,0.43244407,0.21536563
-5.03951976,3.82130932,0.01589248,0.51915033,1.62598297,1.67025808,0.02833521,1.19713061,0.41848058,0.21949979
-5.03351676,3.72236931,0.01572459,0.50850366,1.52967655,1.64200158,0.02729647,1.14089034,0.40641328,0.22403360
-5.02751376,3.63844313,0.01569958,0.49954783,1.44293122,1.61961549,0.02634010,1.09045774,0.39625389,0.22895387
-5.02151076,3.56982339,0.01582668,0.49224543,1.36628225,1.60305253,0.02547043,1.04615834,0.38799318,0.23422966
-5.01550775,3.51643426,0.01611274,0.48652370,1.30004437,1.59212246,0.02468864,1.00817697,0.38160214,0.23981187
-5.00950475,3.47785316,0.01656214,0.48227819,1.24432286,1.58650180,0.02399308,0.97656474,0.37703262,0.24563337
-5.00350175,3.45334045,0.01717668,0.47937678,1.19902855,1.58574697,0.02337968,0.95124914,0.37421780,0.25160983
-4.99749875,3.44187501,0.01795556,0.47766394,1.16389581,1.58930991,0.02284244,0.93204656,0.37307220,0.25764117
-4.99149575,3.44219441,0.01889525,0.47696498,1.13850238,1.59655576,0.02237388,0.91867636,0.37349161,0.26361367
-4.98549275,3.45283770,0.01998948,0.47709031,1.12229039,1.60678161,0.02196559,0.91077591,0.37535293,0.26940268
-4.97948974,3.47218945,0.02122918,0.47783968,1.11458767,1.61923583,0.02160868,0.90791560,0.37851410,0.27487580
-4.97348674,3.49852367,0.02260245,0.47900619,1.11462884,1.63313720,0.02129424,0.90961368,0.38281428,0.27989653
-4.96748374,3.53004656,0.02409458,0.48038015,1.12157574,1.64769345,0.02101374,0.91535014,0.38807433,0.28432812
-4.96148074,3.56493711,0.02568810,0.48175278,1.13453690,1.66211874,0.02075934,0.92457957,0.39409787,0.28803768
-4.95547774,3.60138519,0.02736290,0.48291969,1.15258593,1.67564981,0.02052414,0.93674283,0.40067283,0.29090013
-4.94947474,3.63762667,0.02909642,0.48368412,1.17477873,1.68756060,0.02030239,0.95127738,0.40757373,0.29280213
-4.94347174,3.67197543,0.03086396,0.48386007,1.20016972,1.69717539,0.02008952,0.96762654,0.41456466,0.29364556
-4.93746873,3.70285241,0.03263900,0.48327520,1.22782690,1.70388030,0.01988223,0.98524765,0.42140296,0.29335067
-4.93146573,3.72881180,0.03439377,0.48177362,1.25684614,1.70713346,0.01967846,1.00361948,0.42784354,0.29185860
-4.92546273,3.74856444,0.03609980,0.47921850,1.28636451,1.70647377,0.01947728,1.02224892,0.43364383,0.28913327
-4.91945973,3.76099882,0.03772862,0.47549461,1.31557287,1.70152851,0.01927878,1.04067729,0.43856924,0.28516253
-4.91345673,3.76519959,0.03925256,0.47051059,1.34372758,1.69201984,0.01908396,1.05848627,0.44239883,0.27995859
-4.90745373,3.76046365,0.04064555,0.46420110,1.37016131,1.67777027,0.01889455,1.07530359,0.44493128,0.27355770
-4.90145073,3.74631378,0.04188402,0.45652874,1.39429277,1.65870708,0.01871286,1.09080850,0.44599060,0.26601909
-4.89544772,3.72250936,0.04294780,0.44748559,1.41563516,1.63486570,0.01854167,1.10473686,0.44543168,0.25742327
-4.88944472,3.68905410,0.04382088,0.43709447,1.43380325,1.60639183,0.01838403,1.11688582,0.44314521,0.24786975
-4.88344172,3.64620018,0.04449221,0.42540968,1.44851865,1.57354216,0.01824325,1.12711780,0.43906187,0.23747421
-4.87743872,3.59444831,0.04495631,0.41251720,1.45961327,1.53668354,0.01812273,1.13536370,0.43315553,0.22636540
-4.87143572,3.53454346,0.04521370,0.39853435,1.46703071,1.49629031,0.01802599,1.14162489,0.42544535,0.21468172
-4.86543272,3.46746571,0.04527120,0.38360868,1.47082548,1.45293953,0.01795661,1.14597403,0.41599657,0.20256767
-4.85942971,3.39441595,0.04514193,0.36791628,1.47115997,1.40730414,0.01791823,1.14855424,0.40491996,0.19017032
-4.85342671,3.31679637,0.04484511,0.35165927,1.46829934,1.36014362,0.01791459,1.14957671,0.39236998,0.17763586
-4.84742371,3.23618575,0.04440561,0.33506260,1.46260417,1.31229237,0.01794957,1.14931644,0.37854154,0.16510637
-4.84142071,3.15430965,0.04385322,0.31837023,1.45452128,1.26464571,0.01802725,1.14810629,0.36366561,0.15271690
-4.83541771,3.07300595,0.04322175,0.30184061,1.44457270,1.21814358,0.01815194,1.14632905,0.34800374,0.14059287
-4.82941471,2.99418632,0.04254787,0.28574174,1.43334308,1.17375232,0.01832819,1.14440800,0.33184172,0.12884795
-4.82341171,2.91979418,0.04186981,0.27034567,1.42146578,1.13244456,0.01856089,1.14279569,0.31548254,0.11758237
-4.81740870,2.85175991,0.04122601,0.25592284,1.40960777,1.09517792,0.01885515,1.14196144,0.29923899,0.10688166
-4.81140570,2.79195435,0.04065357,0.24273613,1.39845361,1.06287258,0.01921632,1.14237757,0.28342599,0.09681597
-4.80540270,2.74214138,0.04018687,0.23103492,1.38868856,1.03638853,0.01964986,1.14450480,0.26835302,0.08743968
-4.79939970,2.70393058,0.03985613,0.22104917,1.38098121,1.01650279,0.02016119,1.14877695,0.25431671,0.07879161
-4.79339670,2.67873114,0.03968615,0.21298377,1.37596553,1.00388724,0.02075549,1.15558544,0.24159391,0.07089547
-4.78739370,2.66770793,0.03969521,0.20701316,1.37422279,0.99908772,0.02143741,1.16526394,0.23043526,0.06376071
-4.78139070,2.67174098,0.03989424,0.20327646,1.37626348,1.00250480,0.02221079,1.17807347,0.22105947,0.05738361
-4.77538769,2.69138952,0.04028619,0.20187310,1.38250957,1.01437694,0.02307831,1.19418866,0.21364826,0.05174863
-4.76938469,2.72686171,0.04086579,0.20285922,1.39327757,1.03476667,0.02404107,1.21368538,0.20834222,0.04682986
-4.76338169,2.77799135,0.04161954,0.20624481,1.40876292,1.06355023,0.02509826,1.23653059,0.20523745,0.04259268
-4.75737869,2.84422274,0.04252610,0.21199184,1.42902621,1.10041135,0.02624675,1.26257456,0.20438306,0.03899535
-4.75137569,2.92460490,0.04355695,0.22001341,1.45398215,1.14483962,0.02748078,1.29154639,0.20577964,0.03599078
-4.74537269,3.01779606,0.04467734,0.23017406,1.48339178,1.19613393,0.02879165,1.32305291,0.20937861,0.03352814
-4.73936968,3.12207947,0.04584754,0.24229134,1.51685882,1.25341119,0.03016759,1.35658169,0.21508251,0.03155452
-4.73336668,3.23539096,0.04702422,0.25613881,1.55383089,1.31562078,0.03159362,1.39150822,0.22274642,0.03001655
-4.72736368,3.35535860,0.04816207,0.27145029,1.59360605,1.38156447,0.03305165,1.42710746,0.23218025,0.02886184
-4.72136068,3.47935424,0.04921540,0.28792569,1.63534513,1.44992193,0.03452065,1.46256982,0.24315218,0.02804047
-4.71535768,3.60455634,0.05013985,0.30523812,1.67809011,1.51928131,0.03597698,1.49702122,0.25539322,0.02750631
-4.70935468,3.72802279,0.05089397,0.32304236,1.72078835,1.58817438,0.03739493,1.52954678,0.26860277,0.02721824
-4.70335168,3.84677209,0.05144078,0.34098447,1.76232220,1.65511534,0.03874729,1.55921758,0.28245521,0.02714130
-4.69734867,3.95787057,0.05174900,0.35871236,1.80154342,1.71864234,0.04000615,1.58511951,0.29660753,0.02724775
-4.69134567,4.05852291,0.05179419,0.37588692,1.83731121,1.77736035,0.04114371,1.60638331,0.31070764,0.02751795
-4.68534267,4.14616287,0.05155957,0.39219364,1.86853245,1.82998413,0.04213320,1.62221449,0.32440338,0.02794114
-4.67933967,4.21854091,0.05103644,0.40735392,1.89420281,1.87537951,0.04294982,1.63192208,0.33735191,0.02851613
-4.67333667,4.27380508,0.05022445,0.42113608,1.91344667,1.91260178,0.04357164,1.63494481,0.34922916,0.02925169
-4.66733367,4.31057199,0.04913146,0.43336529,1.92555439,1.94092933,0.04398042,1.63087370,0.35973904,0.03016692
-4.66133067,4.32798452,0.04777304,0.44393208,1.93001488,1.95989123,0.04416241,1.61946989,0.36862217,0.03129123
-4.65532766,4.32575365,0.04617185,0.45279910,1.92654214,1.96928759,0.04410888,1.60067689,0.37566352,0.03266422
-4.64932466,4.30418217,0.04435666,0.46000559,1.91509408,1.96920148,0.04381664,1.57462669,0.38069896,0.03433518
-4.64332166,4.26416888,0.04236125,0.46566939,1.89588289,1.96000189,0.04328817,1.54163923,0.38362014,0.03636232
