energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,1.95495612,0.00409351,0.27759259,0.11417526,2.07629113,0.96370188,0.50768202,0.00000000
-5.99399700,1.84144909,0.00369415,0.25886622,0.10734265,1.91905807,0.91193626,0.48249561,0.00000000
-5.98799400,1.73032411,0.00332406,0.24008522,0.10099311,1.76284212,0.86153470,0.45816482,0.00000000
-5.98199100,1.62317895,0.00298412,0.22152197,0.09521998,1.60969611,0.81324928,0.43506221,0.00000000
-5.97598799,1.52144806,0.00267485,0.20342562,0.09010404,1.46147374,0.76774757,0.41352491,0.00000000
-5.96998499,1.42637611,0.00239646,0.18601770,0.08571322,1.31979957,0.72559990,0.39384824,0.00000000
-5.96398199,1.33900146,0.00214880,0.16948913,0.08210299,1.18605002,0.68727154,0.37628155,0.00000000
-5.95797899,1.26014921,0.00193148,0.15399881,0.07931725,1.06134500,0.65311980,0.36102645,0.00000000
-5.95197599,1.19043363,0.00174385,0.13967353,0.07738988,0.94654946,0.62339566,0.34823713,0.00000000
-5.94597299,1.13026880,0.00158503,0.12660919,0.07634647,0.84228366,0.59824971,0.33802267,0.00000000
-5.93996998,1.07988622,0.00145401,0.11487305,0.07620633,0.74894059,0.57774154,0.33045106,0.00000000
-5.93396698,1.03935781,0.00134963,0.10450683,0.07698465,0.66670890,0.56185196,0.32555439,0.00000000
-5.92796398,1.00862260,0.00127069,0.09553044,0.07869437,0.59559950,0.55049712,0.32333489,0.00000000
-5.92196098,0.98751514,0.00121591,0.08794603,0.08134801,0.53547407,0.54354352,0.32377141,0.00000000
-5.91595798,0.97579397,0.00118405,0.08174210,0.08495895,0.48607389,0.54082314,0.32682567,0.00000000
-5.90995498,0.97316843,0.00117385,0.07689750,0.08954228,0.44704734,0.54214778,0.33244807,0.00000000
-5.90395198,0.97932233,0.00118413,0.07338506,0.09511503,0.41797512,0.54732173,0.34058261,0.00000000
-5.89794897,0.99393323,0.00121374,0.07117462,0.10169574,0.39839202,0.55615230,0.35117053,0.00000000
-5.89194597,1.01668646,0.00126161,0.07023546,0.10930335,0.38780480,0.56845759,0.36415259,0.00000000
-5.88594297,1.04728337,0.00132670,0.07053792,0.11795541,0.38570574,0.58407121,0.37946977,0.00000000
-5.87993997,1.08544356,0.00140805,0.07205414,0.12766571,0.39158186,0.60284387,0.39706245,0.00000000
-5.87393697,1.13090118,0.00150470,0.07475807,0.13844133,0.40492011,0.62464184,0.41686807,0.00000000
-5.86793397,1.18339603,0.00161573,0.07862459,0.15027943,0.42520884,0.64934253,0.43881757,0.00000000
-5.86193097,1.24266000,0.00174019,0.08362799,0.16316375,0.45193623,0.67682754,0.46283073,0.00000000
-5.85592796,1.30840013,0.00187714,0.08973984,0.17706111,0.48458642,0.70697376,0.48881093,0.00000000
-5.84992496,1.38027937,0.00202554,0.09692639,0.19191820,0.52263411,0.73964314,0.51663955,0.00000000
-5.84392196,1.45789664,0.00218433,0.10514578,0.20765872,0.56553843,0.77467183,0.54617056,0.00000000
-5.83791896,1.54076748,0.00235235,0.11434515,0.22418123,0.61273689,0.81185941,0.57722564,0.00000000
-5.83191596,1.62830684,0.00252835,0.12445784,0.24135785,0.66364020,0.85095911,0.60959031,0.00000000
-5.82591296,1.71981541,0.00271101,0.13540106,0.25903405,0.71762845,0.89166959,0.64301139,0.00000000
-5.81990995,1.81447069,0.00289895,0.14707394,0.27702951,0.77404937,0.93362899,0.67719615,0.00000000
-5.81390695,1.91132380,0.00309072,0.15935644,0.29514042,0.83221884,0.97641197,0.71181335,0.00000000
-5.80790395,2.00930299,0.00328491,0.17210903,0.31314295,0.89142406,1.01952989,0.74649641,0.00000000
-5.80190095,2.10722398,0.00348010,0.18517334,0.33079808,0.95092936,1.06243467,0.78084861,0.00000000
-5.79589795,2.20380764,0.00367503,0.19837389,0.34785758,1.00998458,1.10452632,0.81445047,0.00000000
-5.78989495,2.29770449,0.00386858,0.21152078,0.36407101,1.06783595,1.14516404,0.84686904,0.00000000
-5.78389195,2.38752552,0.00405989,0.22441346,0.37919354,1.12373888,1.18368072,0.87766881,0.00000000
-5.77788894,2.47187849,0.00424848,0.23684528,0.39299424,1.17697252,1.21940030,0.90642409,0.00000000
-5.77188594,2.54940823,0.00443427,0.24860891,0.40526460,1.22685534,1.25165745,0.93273216,0.00000000
-5.76588294,2.61883966,0.00461775,0.25950214,0.41582687,1.27276117,1.27981875,0.95622694,0.00000000
-5.75987994,2.67902157,0.00479999,0.26933410,0.42454184,1.31413520,1.30330455,0.97659254,0.00000000
