energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,1.91396582,0.00768391,0.32545360,0.43208317,0.00000000,0.00705701,0.74602566,1.27978642,0.52783809
-5.99399700,1.84081352,0.00780727,0.29460990,0.43288789,0.00000000,0.00666476,0.73423486,1.17384794,0.50688514
-5.98799400,1.76980785,0.00790017,0.26560286,0.43399196,0.00000000,0.00627096,0.72126029,1.07358106,0.48697050
-5.98199100,1.70123599,0.00795978,0.23858044,0.43526849,0.00000000,0.00587980,0.70721313,0.97949165,0.46811969
-5.97598799,1.63532252,0.00798392,0.21365088,0.43658415,0.00000000,0.00549516,0.69222718,0.89195251,0.45033208
-5.96998499,1.57224955,0.00797116,0.19088569,0.43780907,0.00000000,0.00512050,0.67646515,0.81121517,0.43358780
-5.96398199,1.51217909,0.00792093,0.17032361,0.43882715,0.00000000,0.00475886,0.66012497,0.73742467,0.41785545
-5.95797899,1.45527626,0.00783362,0.15197510,0.43954623,0.00000000,0.00441283,0.64344554,0.67063660,0.40310008
-5.95197599,1.40173214,0.00771060,0.13582739,0.43990777,0.00000000,0.00408460,0.62671158,0.61083531,0.38929111
-5.94597299,1.35178496,0.00755427,0.12184953,0.43989548,0.00000000,0.00377594,0.61025725,0.55795240,0.37640980
-5.93996998,1.30573822,0.00736808,0.10999751,0.43954255,0.00000000,0.00348826,0.59446806,0.51188471,0.36445580
-5.93396698,1.26397488,0.00715649,0.10021885,0.43893691,0.00000000,0.00322270,0.57978088,0.47251076,0.35345251
-5.92796398,1.22696635,0.00692498,0.09245688,0.43822441,0.00000000,0.00298014,0.56668168,0.43970522,0.34345092
-5.92196098,1.19527575,0.00667995,0.08665415,0.43760940,0.00000000,0.00276132,0.55570091,0.41335056,0.33453168
-5.91595798,1.16955490,0.00642868,0.08275506,0.43735279,0.00000000,0.00256686,0.54740632,0.39334570,0.32680531
-5.90995498,1.15053475,0.00617929,0.08070763,0.43776738,0.00000000,0.00239735,0.54239334,0.37961121,0.32041047
-5.90395198,1.13900939,0.00594058,0.08046422,0.43921049,0.00000000,0.00225340,0.54127297,0.37209112,0.31551027
-5.89794897,1.13581413,0.00572202,0.08198142,0.44207424,0.00000000,0.00213572,0.54465749,0.37075133,0.31228684
-5.89194597,1.14179808,0.00553361,0.08521896,0.44677357,0.00000000,0.00204509,0.55314421,0.37557489,0.31093426
-5.88594297,1.15779243,0.00538579,0.09013796,0.45373245,0.00000000,0.00198246,0.56729770,0.38655457,0.31165023
-5.87993997,1.18457557,0.00528936,0.09669846,0.46336887,0.00000000,0.00194893,0.58763105,0.40368311,0.31462675
-5.87393697,1.22283635,0.00525533,0.10485662,0.47607899,0.00000000,0.00194579,0.61458668,0.42694200,0.32004036
-5.86793397,1.27313727,0.00529484,0.11456161,0.49222122,0.00000000,0.00197448,0.64851743,0.45628920,0.32804220
-5.86193097,1.33587910,0.00541898,0.12575257,0.51210084,0.00000000,0.00203658,0.68966864,0.49164679,0.33874851
-5.85592796,1.41126870,0.00563867,0.13835573,0.53595571,0.00000000,0.00213382,0.73816209,0.53288921,0.35223197
-5.84992496,1.49929177,0.00596448,0.15228206,0.56394394,0.00000000,0.00226805,0.79398238,0.57983283,0.36851439
-5.84392196,1.59969195,0.00640638,0.16742555,0.59613384,0.00000000,0.00244118,0.85696671,0.63222755,0.38756103
-5.83791896,1.71195754,0.00697359,0.18366225,0.63249681,0.00000000,0.00265515,0.92679861,0.68975100,0.40927700
-5.83191596,1.83531714,0.00767426,0.20085040,0.67290353,0.00000000,0.00291191,1.00300613,0.75200590,0.43350599
-5.82591296,1.96874446,0.00851523,0.21883144,0.71712364,0.00000000,0.00321337,1.08496501,0.81852067,0.46003133
-5.81990995,2.11097292,0.00950172,0.23743222,0.76482908,0.00000000,0.00356135,1.17190692,0.88875369,0.48857959
-5.81390695,2.26051952,0.01063703,0.25646801,0.81560094,0.00000000,0.00395757,1.26293280,0.96210087,0.51882658
-5.80790395,2.41571750,0.01192226,0.27574658,0.86893973,0.00000000,0.00440357,1.35703103,1.03790644,0.55040538
-5.80190095,2.57475648,0.01335595,0.29507284,0.92427848,0.00000000,0.00490071,1.45309987,1.11547635,0.58291634
-5.79589795,2.73572854,0.01493391,0.31425398,0.98099828,0.00000000,0.00545011,1.54997352,1.19409378,0.61593837
-5.78989495,2.89667836,0.01664894,0.33310484,1.03844550,0.00000000,0.00605265,1.64645071,1.27303584,0.64904112
-5.78389195,3.05565504,0.01849069,0.35145313,1.09595000,0.00000000,0.00670894,1.74132485,1.35159071,0.68179744
-5.77788894,3.21076345,0.02044557,0.36914424,1.15284342,0.00000000,0.00741925,1.83341433,1.42907418,0.71379555
-5.77188594,3.36021266,0.02249679,0.38604538,1.20847684,0.00000000,0.00818357,1.92159187,1.50484483,0.74465025
-5.76588294,3.50235914,0.02462444,0.40204868,1.26223696,0.00000000,0.00900152,2.00481147,1.57831686,0.77401273
-5.75987994,3.63574296,0.02680573,0.41707321,1.31356011,0.00000000,0.00987234,2.08213202,1.64897008,0.80157837
-5.75387694,3.75911522,0.02901530,0.43106562,1.36194357,0.00000000,0.01079490,2.15273639,1.71635630,0.82709232
-5.74787394,3.87145585,0.03122572,0.44399938,1.40695370,0.00000000,0.01176766,2.21594544,1.78010217,0.85035252
-5.74187094,3.97198106,0.03340795,0.45587272,1.44823082,0.00000000,0.01278861,2.27122636,1.83990809,0.87121021
-5.73586793,4.06014072,0.03553204,0.46670531,1.48549069,0.00000000,0.01385525,2.31819535,1.89554361,0.88956786
-5.72986493,4.13560631,0.03756781,0.47653386,1.51852275,0.00000000,0.01496456,2.35661460,1.94683975,0.90537491
-5.72386193,4.19825062,0.03948556,0.48540697,1.54718566,0.00000000,0.01611293,2.38638432,1.99367889,0.91862164
-5.71785893,4.24812101,0.04125688,0.49337955,1.57140047,0.00000000,0.01729611,2.40753040,2.03598296,0.92933161
-5.71185593,4.28540821,0.04285535,0.50050708,1.59114211,0.00000000,0.01850914,2.42018866,2.07370102,0.93755334
-5.70585293,4.31041282,0.04425726,0.50684017,1.60642997,0.00000000,0.01974630,2.42458694,2.10679706,0.94335174
-5.69984992,4.32351202,0.04544223,0.51241971,1.61731822,0.00000000,0.02100103,2.42102605,2.13523901,0.94679997
-5.69384692,4.32512828,0.04639373,0.51727300,1.62388648,0.00000000,0.02226593,2.40986087,2.15898966,0.94797224
-5.68784392,4.31570228,0.04709949,0.52141095,1.62623170,0.00000000,0.02353267,2.39148260,2.17800034,0.94693800
-5.68184092,4.29567136,0.04755178,0.52482669,1.62446136,0.00000000,0.02479201,2.36630303,2.19220749,0.94375799
-5.67583792,4.26545450,0.04774747,0.52749557,1.61868865,0.00000000,0.02603383,2.33474166,2.20153259,0.93848220
-5.66983492,4.22544441,0.04768808,0.52937657,1.60902954,0.00000000,0.02724716,2.29721597,2.20588520,0.93114995
-5.66383192,4.17600658,0.04737952,0.53041498,1.59560192,0.00000000,0.02842032,2.25413506,2.20516886,0.92179192
-5.65782891,4.11748473,0.04683185,0.53054620,1.57852643,0.00000000,0.02954100,2.20589664,2.19928933,0.91043391
-5.65182591,4.05021163,0.04605881,0.52970032,1.55792884,0.00000000,0.03059650,2.15288702,2.18816443,0.89710202
-5.64582291,3.97452393,0.04507732,0.52780735,1.53394347,0.00000000,0.03157397,2.09548347,2.17173485,0.88182866
-5.63981991,3.89077942,0.04390687,0.52480252,1.50671714,0.00000000,0.03246066,2.03405855,2.14997482,0.86465910
-5.63381691,3.79937488,0.04256895,0.52063149,1.47641325,0.00000000,0.03324426,1.96898542,2.12290214,0.84565779
-5.62781391,3.70076304,0.04108638,0.51525513,1.44321541,0.00000000,0.03391323,1.90064359,2.09058667,0.82491410
-5.62181091,3.59546703,0.03948271,0.50865350,1.40733024,0.00000000,0.03445715,1.82942426,2.05315666,0.80254693
-5.61580790,3.48409096,0.03778163,0.50082895,1.36898902,0.00000000,0.03486712,1.75573468,2.01080275,0.77870783
-5.60980490,3.36732594,0.03600649,0.49180808,1.32844796,0.00000000,0.03513605,1.68000109,1.96377909,0.75358230
-5.60380190,3.24595073,0.03417983,0.48164254,1.28598697,0.00000000,0.03525898,1.60266981,1.91240191,0.72738922
-5.59779890,3.12082699,0.03232305,0.47040864,1.24190703,0.00000000,0.03523339,1.52420640,1.85704544,0.70037824
-5.59179590,2.99288933,0.03045613,0.45820590,1.19652620,0.00000000,0.03505936,1.44509287,1.79813566,0.67282534
-5.58579290,2.86313067,0.02859744,0.44515460,1.15017460,0.00000000,0.03473970,1.36582306,1.73614226,0.64502667
-5.57978989,2.73258377,0.02676369,0.43139252,1.10318853,0.00000000,0.03428002,1.28689652,1.67156939,0.61729108
-5.57378689,2.60229998,0.02496982,0.41707115,1.05590424,0.00000000,0.03368870,1.20881122,1.60494565,0.58993161
-5.56778389,2.47332632,0.02322911,0.40235149,1.00865148,0.00000000,0.03297673,1.13205551,1.53681393,0.56325641
-5.56178089,2.34668208,0.02155321,0.38739970,0.96174740,0.00000000,0.03215753,1.05709990,1.46772153,0.53755968
-5.55577789,2.22333618,0.01995228,0.37238283,0.91549084,0.00000000,0.03124664,0.98438892,1.39821094,0.51311278
-5.54977489,2.10418616,0.01843508,0.35746481,0.87015753,0.00000000,0.03026139,0.91433355,1.32881154,0.49015625
-5.54377189,1.99003987,0.01700913,0.34280283,0.82599610,0.00000000,0.02922043,0.84730461,1.26003249,0.46889295
-5.53776888,1.88160045,0.01568081,0.32854418,0.78322519,0.00000000,0.02814334,0.78362726,1.19235664,0.44948259
-5.53176588,1.77945508,0.01445546,0.31482369,0.74203172,0.00000000,0.02705009,0.72357680,1.12623571,0.43203805
-5.52576288,1.68406779,0.01333748,0.30176180,0.70257014,0.00000000,0.02596055,0.66737589,1.06208645,0.41662342
-5.51975988,1.59577633,0.01233039,0.28946323,0.66496277,0.00000000,0.02489404,0.61519316,1.00028760,0.40325397
-5.51375688,1.51479301,0.01143680,0.27801614,0.62930103,0.00000000,0.02386883,0.56714315,0.94117772,0.39189790
-5.50775388,1.44120912,0.01065845,0.26749193,0.59564743,0.00000000,0.02290172,0.52328739,0.88505337,0.38247986
-5.50175088,1.37500254,0.00999618,0.25794542,0.56403823,0.00000000,0.02200763,0.48363665,0.83216788,0.37488591
-5.49574787,1.31604802,0.00944984,0.24941537,0.53448652,0.00000000,0.02119932,0.44815386,0.78273024,0.36896972
-5.48974487,1.26412947,0.00901823,0.24192536,0.50698564,0.00000000,0.02048709,0.41675789,0.73690440,0.36455974
-5.48374187,1.21895366,0.00869906,0.23548483,0.48151273,0.00000000,0.01987856,0.38932770,0.69480869,0.36146690
-5.47773887,1.18016477,0.00848884,0.23009023,0.45803228,0.00000000,0.01937859,0.36570688,0.65651559,0.35949263
-5.47173587,1.14735914,0.00838279,0.22572631,0.43649959,0.00000000,0.01898919,0.34570846,0.62205188,0.35843669
-5.46573287,1.12009977,0.00837487,0.22236729,0.41686391,0.00000000,0.01870951,0.32911977,0.59139925,0.35810461
-5.45972986,1.09793004,0.00845768,0.21997812,0.39907129,0.00000000,0.01853598,0.31570740,0.56449551,0.35831437
-5.45372686,1.08038641,0.00862251,0.21851563,0.38306699,0.00000000,0.01846237,0.30522226,0.54123651,0.35890215
-5.44772386,1.06700982,0.00885940,0.21792951,0.36879733,0.00000000,0.01848006,0.29740452,0.52147886,0.35972692
-5.44172086,1.05735547,0.00915722,0.21816336,0.35621102,0.00000000,0.01857829,0.29198873,0.50504348,0.36067373
-5.43571786,1.05100121,0.00950382,0.21915550,0.34526001,0.00000000,0.01874441,0.28870888,0.49172004,0.36165575
-5.42971486,1.04755428,0.00988622,0.22083979,0.33589963,0.00000000,0.01896430,0.28730348,0.48127218,0.36261498
-5.42371186,1.04665665,0.01029085,0.22314637,0.32808835,0.00000000,0.01922273,0.28752073,0.47344349,0.36352176
-5.41770885,1.04798902,0.01070380,0.22600237,0.32178697,0.00000000,0.01950375,0.28912364,0.46796407,0.36437327
-5.41170585,1.05127369,0.01111116,0.22933260,0.31695749,0.00000000,0.01979115,0.29189505,0.46455745,0.36519106
-5.40570285,1.05627642,0.01149932,0.23306031,0.31356167,0.00000000,0.02006887,0.29564255,0.46294771,0.36601796
-5.39969985,1.06280759,0.01185530,0.23710794,0.31155941,0.00000000,0.02032144,0.30020305,0.46286646,0.36691456
-5.39369685,1.07072257,0.01216711,0.24139799,0.31090714,0.00000000,0.02053438,0.30544696,0.46405952,0.36795541
-5.38769385,1.07992167,0.01242400,0.24585391,0.31155620,0.00000000,0.02069459,0.31128173,0.46629288,0.36922524
-5.38169085,1.09034947,0.01261681,0.25040119,0.31345152,0.00000000,0.02079066,0.31765457,0.46935782,0.37081536
-5.37568784,1.10199375,0.01273816,0.25496840,0.31653047,0.00000000,0.02081317,0.32455418,0.47307487,0.37282025
-5.36968484,1.11488372,0.01278267,0.25948834,0.32072220,0.00000000,0.02075490,0.33201127,0.47729647,0.37533465
-5.36368184,1.12908758,0.01274702,0.26389931,0.32594729,0.00000000,0.02061097,0.34009766,0.48190818,0.37845104
-5.35767884,1.14470926,0.01263006,0.26814620,0.33211789,0.00000000,0.02037891,0.34892389,0.48682841,0.38225746
-5.35167584,1.16188403,0.01243277,0.27218173,0.33913824,0.00000000,0.02005870,0.35863519,0.49200656,0.38683578
-5.34567284,1.18077292,0.01215816,0.27596739,0.34690558,0.00000000,0.01965259,0.36940580,0.49741984,0.39226024
-5.33966983,1.20155577,0.01181111,0.27947431,0.35531127,0.00000000,0.01916505,0.38143159,0.50306876,0.39859604
-5.33366683,1.22442279,0.01139820,0.28268392,0.36424224,0.00000000,0.01860250,0.39492126,0.50897160,0.40589813
-5.32766383,1.24956468,0.01092739,0.28558821,0.37358239,0.00000000,0.01797303,0.41008616,0.51515812,0.41420982
-5.32166083,1.27716130,0.01040776,0.28818979,0.38321406,0.00000000,0.01728609,0.42712904,0.52166283,0.42356120
-5.31565783,1.30736924,0.00984919,0.29050141,0.39301937,0.00000000,0.01655219,0.44623222,0.52851821,0.43396739
-5.30965483,1.34030844,0.00926204,0.29254525,0.40288137,0.00000000,0.01578248,0.46754538,0.53574828,0.44542647
-5.30365183,1.37604847,0.00865682,0.29435164,0.41268499,0.00000000,0.01498841,0.49117372,0.54336278,0.45791720
-5.29764882,1.41459502,0.00804392,0.29595755,0.42231767,0.00000000,0.01418138,0.51716677,0.55135244,0.47139659
-5.29164582,1.45587710,0.00743330,0.29740463,0.43166980,0.00000000,0.01337243,0.54550868,0.55968547,0.48579736
-5.28564282,1.49973592,0.00683432,0.29873702,0.44063494,0.00000000,0.01257194,0.57611015,0.56830569,0.50102571
-5.27963982,1.54591597,0.00625552,0.29999897,0.44910989,0.00000000,0.01178935,0.60880296,0.57713220,0.51695932
