energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.81990995,5.56329904,1.69235906,2.76780678,0.00508406,0.47040371,0.74561556,0.96825234,0.01745410,1.30099229
-5.81390695,5.48273895,1.64348006,2.74870712,0.00489959,0.46751441,0.73342593,0.94389972,0.01688293,1.26935801
-5.80790395,5.40467476,1.59472419,2.73098500,0.00470415,0.46517651,0.72151984,0.91973831,0.01625279,1.23826177
-5.80190095,5.33098301,1.54693272,2.71549304,0.00450098,0.46357914,0.71010938,0.89608469,0.01557503,1.20812317
-5.79589795,5.26325603,1.50086367,2.70296138,0.00429320,0.46288630,0.69936428,0.87319304,0.01486121,1.17927823
-5.78989495,5.20273647,1.45716778,2.69396063,0.00408366,0.46322766,0.68940635,0.85124927,0.01412285,1.15197103
-5.78389195,5.15026712,1.41636907,2.68887183,0.00387497,0.46469051,0.68030620,0.83036823,0.01337104,1.12634947
-5.77788894,5.10625806,1.37885088,2.68786458,0.00366936,0.46731355,0.67208216,0.81059413,0.01261623,1.10246510
-5.77188594,5.07067235,1.34484759,2.69088456,0.00346870,0.47108254,0.66470145,0.79190394,0.01186793,1.08027695
-5.76588294,5.04303074,1.31444221,2.69765088,0.00327448,0.47592821,0.65808353,0.77421358,0.01113461,1.05965899
-5.75987994,5.02243481,1.28756982,2.70766338,0.00308777,0.48172644,0.65210528,0.75738641,0.01042352,1.04041083
-5.75387694,5.00760751,1.26402647,2.72021975,0.00290930,0.48830082,0.64660787,0.74124370,0.00974068,1.02227100
-5.74787394,4.99694899,1.24348299,2.73444152,0.00273946,0.49542740,0.64140486,0.72557628,0.00909083,1.00493210
-5.74187094,4.98860522,1.22550303,2.74930786,0.00257833,0.50284162,0.63629112,0.71015698,0.00847750,0.98805716
-5.73586793,4.98054620,1.20956449,2.76369578,0.00242574,0.51024696,0.63105227,0.69475315,0.00790307,0.97129635
-5.72986493,4.97065040,1.19508333,2.77642472,0.00228134,0.51732517,0.62547401,0.67913870,0.00736891,0.95430341
-5.72386193,4.95679173,1.18143886,2.78630387,0.00214462,0.52374746,0.61935122,0.66310518,0.00687547,0.93675096
-5.71785893,4.93692536,1.16799933,2.79217978,0.00201502,0.52918635,0.61249620,0.64647138,0.00642250,0.91834430
-5.71185593,4.90916886,1.15414697,2.79298249,0.00189189,0.53332759,0.60474598,0.62909125,0.00600916,0.89883309
-5.70585293,4.87187538,1.13930154,2.78776800,0.00177464,0.53588173,0.59596835,0.61085968,0.00563421,0.87802064
-5.69984992,4.82369610,1.12294141,2.77575531,0.00166267,0.53659474,0.58606646,0.59171627,0.00529617,0.85577044
-5.69384692,4.76362959,1.10462167,2.75635652,0.00155548,0.53525734,0.57498198,0.57164690,0.00499342,0.83201016
-5.68784392,4.69105652,1.08398853,2.72919884,0.00145266,0.53171262,0.56269666,0.55068322,0.00472440,0.80673275
-5.68184092,4.60575871,1.06078981,2.69413766,0.00135387,0.52586165,0.54923252,0.52890032,0.00448765,0.77999518
-5.67583792,4.50792226,1.03488109,2.65126035,0.00125891,0.51766680,0.53465057,0.50641268,0.00428190,0.75191478
-5.66983492,4.39812523,1.00622770,2.60088088,0.00116764,0.50715285,0.51904835,0.48336887,0.00410615,0.72266365
-5.66383192,4.27731096,0.97490248,2.54352578,0.00108005,0.49440561,0.50255637,0.45994516,0.00395969,0.69246144
-5.65782891,4.14674861,0.94107975,2.47991224,0.00099617,0.47956843,0.48533371,0.43633851,0.00384209,0.66156687
-5.65182591,4.00798307,0.90502579,2.41091968,0.00091611,0.46283659,0.46756291,0.41275920,0.00375317,0.63026845
-5.64582291,3.86277673,0.86708643,2.33755609,0.00084002,0.44445003,0.44944435,0.38942346,0.00369300,0.59887470
-5.63981991,3.71304564,0.82767237,2.26092087,0.00076808,0.42468462,0.43119035,0.36654635,0.00366179,0.56770422
-5.63381691,3.56079290,0.78724275,2.18216578,0.00070047,0.40384251,0.41301920,0.34433512,0.00365983,0.53707606
-5.62781391,3.40804193,0.74628792,2.10245569,0.00063735,0.38224189,0.39514909,0.32298326,0.00368738,0.50730039
-5.62181091,3.25677202,0.70531183,2.02293073,0.00057887,0.36020666,0.37779231,0.30266536,0.00374461,0.47866999
-5.61580790,3.10885856,0.66481486,1.94467117,0.00052515,0.33805641,0.36114974,0.28353286,0.00383143,0.45145252
-5.60980490,2.96601965,0.62527759,1.86866625,0.00047625,0.31609709,0.34540566,0.26571081,0.00394746,0.42588384
-5.60380190,2.82977073,0.58714609,1.79578788,0.00043218,0.29461262,0.33072315,0.24929548,0.00409185,0.40216235
-5.59779890,2.70138816,0.55081914,1.72676982,0.00039291,0.27385788,0.31723993,0.23435302,0.00426326,0.38044460
-5.59179590,2.58188248,0.51663764,1.66219271,0.00035834,0.25405309,0.30506502,0.22091894,0.00445975,0.36084204
-5.58579290,2.47198160,0.48487658,1.60247499,0.00032832,0.23537970,0.29427596,0.20899845,0.00467875,0.34341901
-5.57978989,2.37212363,0.45573955,1.54786961,0.00030264,0.21797804,0.28491688,0.19856760,0.00491701,0.32819207
-5.57378689,2.28245920,0.42935595,1.49846623,0.00028107,0.20194634,0.27699738,0.18957506,0.00517063,0.31513044
-5.56778389,2.20286225,0.40578064,1.45419816,0.00026330,0.18734137,0.27049231,0.18194454,0.00543510,0.30415779
-5.56178089,2.13294868,0.38499621,1.41485381,0.00024901,0.17418031,0.26534241,0.17557778,0.00570532,0.29515510
-5.55577789,2.07210158,0.36691723,1.38009155,0.00023785,0.16244383,0.26145589,0.17035802,0.00597575,0.28796467
-5.54977489,2.01950207,0.35139669,1.34945765,0.00022944,0.15208000,0.25871094,0.16615379,0.00624051,0.28239520
-5.54377189,1.97416453,0.33823382,1.32240619,0.00022341,0.14300902,0.25695906,0.16282307,0.00649352,0.27822773
-5.53776888,1.93497490,0.32718342,1.29832069,0.00021935,0.13512835,0.25602929,0.16021766,0.00672867,0.27522232
-5.53176588,1.90073108,0.31796594,1.27653632,0.00021690,0.12831811,0.25573304,0.15818772,0.00694002,0.27312540
-5.52576288,1.87018396,0.31027819,1.25636258,0.00021567,0.12244654,0.25586964,0.15658623,0.00712194,0.27167745
-5.51975988,1.84207827,0.30380421,1.23710538,0.00021530,0.11737532,0.25623225,0.15527350,0.00726933,0.27062085
-5.51375688,1.81519192,0.29822588,1.21808844,0.00021545,0.11296458,0.25661403,0.15412142,0.00737778,0.26970765
-5.50775388,1.78837290,0.29323316,1.19867324,0.00021582,0.10907751,0.25681437,0.15301738,0.00744369,0.26870704
-5.50175088,1.76057285,0.28853329,1.17827716,0.00021613,0.10558433,0.25664500,0.15186788,0.00746442,0.26741219
-5.49574787,1.73087638,0.28385907,1.15638952,0.00021613,0.10236580,0.25593560,0.15060143,0.00743835,0.26564630
-5.48974487,1.69852540,0.27897574,1.13258494,0.00021562,0.09931589,0.25453894,0.14917096,0.00736497,0.26326758
-5.48374187,1.66293795,0.27368637,1.10653398,0.00021442,0.09634385,0.25233518,0.14755544,0.00724485,0.26017309
-5.47773887,1.62372088,0.26783564,1.07801057,0.00021241,0.09337556,0.24923516,0.14576065,0.00707964,0.25630110
-5.47173587,1.58067637,0.26131210,1.04689630,0.00020950,0.09035418,0.24518268,0.14381914,0.00687200,0.25163218
-5.46573287,1.53380194,0.25404861,1.01318128,0.00020564,0.08724014,0.24015561,0.14178933,0.00662546,0.24618862
-5.45972986,1.48328422,0.24602138,0.97696175,0.00020081,0.08401062,0.23416573,0.13975361,0.00634437,0.24003259
-5.45372686,1.42948678,0.23724747,0.93843449,0.00019504,0.08065843,0.22725749,0.13781571,0.00603368,0.23326283
-5.44772386,1.37293249,0.22778110,0.89788831,0.00018838,0.07719047,0.21950554,0.13609717,0.00569878,0.22601016
-5.44172086,1.31428123,0.21770888,0.85569295,0.00018090,0.07362589,0.21101139,0.13473314,0.00534535,0.21843190
-5.43571786,1.25430370,0.20714419,0.81228578,0.00017270,0.06999393,0.20189914,0.13386755,0.00497918,0.21070555
-5.42971486,1.19385251,0.19622110,0.76815698,0.00016391,0.06633164,0.19231059,0.13364779,0.00460598,0.20302178
-5.42371186,1.13383150,0.18508796,0.72383362,0.00015466,0.06268153,0.18239997,0.13421915,0.00423122,0.19557719
-5.41770885,1.07516465,0.17390093,0.67986340,0.00014509,0.05908921,0.17232840,0.13571901,0.00386005,0.18856702
-5.41170585,1.01876547,0.16281783,0.63679864,0.00013536,0.05560117,0.16225839,0.13827116,0.00349710,0.18217797
-5.40570285,0.96550840,0.15199240,0.59518108,0.00012560,0.05226271,0.15234865,0.14198036,0.00314649,0.17658166
-5.39969985,0.91620276,0.14156912,0.55552818,0.00011599,0.04911611,0.14274921,0.14692732,0.00281170,0.17192863
-5.39369685,0.87157065,0.13167897,0.51832130,0.00010665,0.04619909,0.13359728,0.15316440,0.00249557,0.16834338
-5.38769385,0.83222908,0.12243597,0.48399613,0.00009773,0.04354361,0.12501375,0.16071207,0.00220029,0.16592037
-5.38169085,0.79867722,0.11393468,0.45293573,0.00008935,0.04117492,0.11710061,0.16955651,0.00192741,0.16472127
-5.37568784,0.77128884,0.10624875,0.42546626,0.00008165,0.03911111,0.10993918,0.17964829,0.00167791,0.16477352
-5.36968484,0.75031010,0.09943035,0.40185525,0.00007473,0.03736285,0.10358931,0.19090240,0.00145221,0.16607011
-5.36368184,0.73586260,0.09351052,0.38231253,0.00006870,0.03593354,0.09808944,0.20319959,0.00125026,0.16857080
-5.35767884,0.72795118,0.08850033,0.36699328,0.00006364,0.03481975,0.09345745,0.21638916,0.00107159,0.17220448
-5.35167584,0.72647592,0.08439275,0.35600297,0.00005963,0.03401185,0.08969228,0.23029300,0.00091544,0.17687275
-5.34567284,0.73124763,0.08116498,0.34940365,0.00005675,0.03349496,0.08677611,0.24471092,0.00078077,0.18245447
-5.33966983,0.74200572,0.07878127,0.34722104,0.00005506,0.03324994,0.08467702,0.25942701,0.00066635,0.18881108
-5.33366683,0.75843756,0.07719591,0.34945180,0.00005462,0.03325455,0.08335195,0.27421684,0.00057087,0.19579261
-5.32766383,0.78019808,0.07635634,0.35607052,0.00005547,0.03348461,0.08274980,0.28885517,0.00049292,0.20324384
-5.32166083,0.80692851,0.07620614,0.36703564,0.00005765,0.03391518,0.08281457,0.30312385,0.00043112,0.21101062
-5.31565783,0.83827318,0.07668780,0.38229405,0.00006118,0.03452163,0.08348823,0.31681959,0.00038408,0.21894590
-5.30965483,0.87389335,0.07774517,0.40178373,0.00006608,0.03528059,0.08471336,0.32976113,0.00035048,0.22691519
-5.30365183,0.91347725,0.07932542,0.42543437,0.00007235,0.03617073,0.08643538,0.34179552,0.00032909,0.23480121
-5.29764882,0.95674569,0.08138048,0.45316564,0.00007998,0.03717333,0.08860419,0.35280307,0.00031873,0.24250755
-5.29164582,1.00345295,0.08386785,0.48488323,0.00008895,0.03827265,0.09117526,0.36270085,0.00031834,0.24996097
-5.28564282,1.05338280,0.08675086,0.52047288,0.00009921,0.03945601,0.09411014,0.37144430,0.00032693,0.25711249
-5.27963982,1.10633999,0.08999831,0.55979269,0.00011069,0.04071365,0.09737632,0.37902705,0.00034357,0.26393690
-5.27363682,1.16213779,0.09358356,0.60266429,0.00012333,0.04203838,0.10094651,0.38547884,0.00036744,0.27043097
-5.26763382,1.22058237,0.09748313,0.64886359,0.00013700,0.04342501,0.10479750,0.39086151,0.00039773,0.27661030
-5.26163082,1.28145527,0.10167502,0.69811167,0.00015160,0.04486966,0.10890850,0.39526358,0.00043371,0.28250511
-5.25562781,1.34449529,0.10613667,0.75006685,0.00016698,0.04636891,0.11325935,0.39879337,0.00047467,0.28815509
-5.24962481,1.40938114,0.11084300,0.80431870,0.00018299,0.04791895,0.11782860,0.40157134,0.00051995,0.29360372
-5.24362181,1.47571656,0.11576438,0.86038461,0.00019946,0.04951478,0.12259155,0.40372190,0.00056889,0.29889247
-5.23761881,1.54301910,0.12086492,0.91770980,0.00021621,0.05114938,0.12751860,0.40536530,0.00062090,0.30405509
-5.23161581,1.61071396,0.12610112,0.97567109,0.00023307,0.05281314,0.13257400,0.40661009,0.00067542,0.30911249
-5.22561281,1.67813383,0.13142100,1.03358487,0.00024987,0.05449347,0.13771496,0.40754657,0.00073194,0.31406859
-5.21960980,1.74452536,0.13676394,1.09071914,0.00026644,0.05617454,0.14289151,0.40824158,0.00079002,0.31890731
-5.21360680,1.80906240,0.14206105,1.14630951,0.00028265,0.05783746,0.14804699,0.40873518,0.00084934,0.32359108
-5.20760380,1.87086586,0.14723641,1.19957864,0.00029837,0.05946060,0.15311917,0.40903917,0.00090965,0.32806089
-5.20160080,1.92902947,0.15220884,1.24975829,0.00031352,0.06102025,0.15804213,0.40913767,0.00097088,0.33223804
-5.19559780,1.98265025,0.15689444,1.29611317,0.00032806,0.06249153,0.16274871,0.40898973,0.00103310,0.33602741
-5.18959480,2.03086225,0.16120952,1.33796519,0.00034196,0.06384944,0.16717341,0.40853373,0.00109657,0.33932221
-5.18359180,2.07287170,0.16507401,1.37471711,0.00035528,0.06507016,0.17125563,0.40769337,0.00116174,0.34200983
-5.17758879,2.10799170,0.16841497,1.40587420,0.00036808,0.06613235,0.17494306,0.40638472,0.00122926,0.34397857
-5.17158579,2.13567428,0.17117020,1.43106260,0.00038049,0.06701843,0.17819494,0.40452405,0.00129998,0.34512474
-5.16558279,2.15553803,0.17329152,1.45004354,0.00039265,0.06771589,0.18098508,0.40203574,0.00137494,0.34535983
-5.15957979,2.16738947,0.17474781,1.46272231,0.00040476,0.06821830,0.18330435,0.39885996,0.00145538,0.34461716
-5.15357679,2.17123677,0.17552731,1.46915147,0.00041701,0.06852615,0.18516245,0.39495940,0.00154262,0.34285779
-5.14757379,2.16729487,0.17563925,1.46952812,0.00042962,0.06864741,0.18658887,0.39032480,0.00163811,0.34007507
-5.14157079,2.15598147,0.17511465,1.46418503,0.00044280,0.06859767,0.18763285,0.38497885,0.00174332,0.33629779
-5.13556778,2.13790388,0.17400607,1.45357637,0.00045676,0.06839997,0.18836234,0.37897818,0.00185968,0.33159152
-5.12956478,2.11383739,0.17238651,1.43825843,0.00047165,0.06808423,0.18886195,0.37241334,0.00198851,0.32605818
-5.12356178,2.08469608,0.17034727,1.41886649,0.00048760,0.06768628,0.18922986,0.36540679,0.00213093,0.31983368
-5.11755878,2.05149763,0.16799504,1.39608905,0.00050470,0.06724661,0.18957398,0.35810896,0.00228780,0.31308388
-5.11155578,2.01532387,0.16544815,1.37064068,0.00052297,0.06680878,0.19000735,0.35069262,0.00245962,0.30599891
-5.10555278,1.97727912,0.16283231,1.34323488,0.00054235,0.06641767,0.19064315,0.34334589,0.00264645,0.29878632
-5.09954977,1.93844840,0.16027592,1.31455840,0.00056272,0.06611759,0.19158940,0.33626434,0.00284787,0.29166314
-5.09354677,1.89985762,0.15790518,1.28524816,0.00058389,0.06595032,0.19294374,0.32964250,0.00306292,0.28484752
-5.08754377,1.86243762,0.15583928,1.25587192,0.00060561,0.06595325,0.19478853,0.32366539,0.00329006,0.27855015
-5.08154077,1.82699384,0.15418574,1.22691349,0.00062753,0.06615767,0.19718646,0.31850041,0.00352717,0.27296595
-5.07553777,1.79418284,0.15303632,1.19876307,0.00064930,0.06658723,0.20017696,0.31429014,0.00377158,0.26826639
-5.06953477,1.76449665,0.15246342,1.17171293,0.00067048,0.06725675,0.20377360,0.31114633,0.00402007,0.26459281
-5.06353177,1.73825548,0.15251733,1.14595843,0.00069065,0.06817140,0.20796252,0.30914538,0.00426900,0.26205103
-5.05752876,1.71560882,0.15322430,1.12160414,0.00070933,0.06932626,0.21270219,0.30832563,0.00451435,0.26070740
-5.05152576,1.69654458,0.15458562,1.09867427,0.00072611,0.07070630,0.21792429,0.30868649,0.00475187,0.26058654
-5.04552276,1.68090556,0.15657760,1.07712701,0.00074055,0.07228678,0.22353580,0.31018939,0.00497720,0.26167076
-5.03951976,1.66841222,0.15915257,1.05687148,0.00075230,0.07403411,0.22942228,0.31276062,0.00518601,0.26390118
-5.03351676,1.65869034,0.16224077,1.03778664,0.00076104,0.07590704,0.23545201,0.31629576,0.00537418,0.26718046
-5.02751376,1.65130232,0.16575310,1.01974085,0.00076655,0.07785818,0.24148100,0.32066558,0.00553797,0.27137707
-5.02151076,1.64578036,0.16958456,1.00261133,0.00076868,0.07983580,0.24735859,0.32572298,0.00567412,0.27633072
-5.01550775,1.64166011,0.17361828,0.98630231,0.00076741,0.08178583,0.25293330,0.33131076,0.00578008,0.28185898
-5.00950475,1.63851318,0.17773002,0.97076134,0.00076277,0.08365395,0.25805889,0.33726982,0.00585406,0.28776455
-5.00350175,1.63597724,0.18179291,0.95599275,0.00075495,0.08538777,0.26260019,0.34344730,0.00589518,0.29384309
-4.99749875,1.63378236,0.18568225,0.94206798,0.00074420,0.08693884,0.26643861,0.34970446,0.00590355,0.29989117
-4.99149575,1.63177262,0.18928031,0.92913225,0.00073088,0.08826473,0.26947701,0.35592385,0.00588028,0.30571415
-4.98549275,1.62992224,0.19248081,0.91740736,0.00071544,0.08933070,0.27164386,0.36201545,0.00582753,0.31113363
-4.97948974,1.62834551,0.19519300,0.90719063,0.00069838,0.09011127,0.27289636,0.36792153,0.00574847,0.31599417
-4.97348674,1.62730029,0.19734525,0.89884992,0.00068029,0.09059139,0.27322271,0.37362014,0.00564722,0.32016920
-4.96748374,1.62718498,0.19888788,0.89281511,0.00066176,0.09076729,0.27264310,0.37912681,0.00552877,0.32356565
-4.96148074,1.62852892,0.19979525,0.88956615,0.00064341,0.09064690,0.27120970,0.38449470,0.00539888,0.32612741
-4.95547774,1.63197667,0.20006699,0.88961823,0.00062588,0.09024988,0.26900543,0.38981290,0.00526390,0.32783728
-4.94947474,1.63826662,0.19972826,0.89350447,0.00060975,0.08960730,0.26614175,0.39520320,0.00513066,0.32871742
-4.94347174,1.64820457,0.19882912,0.90175665,0.00059559,0.08876075,0.26275540,0.40081519,0.00500623,0.32882831
-4.93746873,1.66263311,0.19744290,0.91488468,0.00058388,0.08776122,0.25900426,0.40682008,0.00489782,0.32826617
-4.93146573,1.68239782,0.19566376,0.93335523,0.00057505,0.08666754,0.25506243,0.41340333,0.00481250,0.32715898
-4.92546273,1.70831127,0.19360327,0.95757043,0.00056941,0.08554451,0.25111478,0.42075643,0.00475708,0.32566119
-4.91945973,1.74111607,0.19138643,0.98784705,0.00056719,0.08446074,0.24735100,0.42906815,0.00473788,0.32394740
-4.91345673,1.78144815,0.18914692,1.02439705,0.00056849,0.08348634,0.24395940,0.43851550,0.00476061,0.32220505
-4.90745373,1.82980169,0.18702203,1.06731008,0.00057331,0.08269044,0.24112073,0.44925490,0.00483012,0.32062665
-4.90145073,1.88649677,0.18514724,1.11653857,0.00058153,0.08213866,0.23900198,0.46141373,0.00495034,0.31940163
-4.89544772,1.95165133,0.18365078,1.17188616,0.00059291,0.08189059,0.23775070,0.47508282,0.00512411,0.31870822
-4.88944472,2.02515838,0.18264830,1.23299990,0.00060711,0.08199744,0.23748970,0.49030995,0.00535307,0.31870569
-4.88344172,2.10666971,0.18223788,1.29936684,0.00062370,0.08249982,0.23831253,0.50709481,0.00563759,0.31952725
-4.87743872,2.19558703,0.18249564,1.37031531,0.00064217,0.08342591,0.24027978,0.52538569,0.00597672,0.32127394
-4.87143572,2.29106130,0.18347205,1.44502127,0.00066194,0.08478989,0.24341652,0.54507785,0.00636815,0.32400971
-4.86543272,2.39200062,0.18518922,1.52251978,0.00068240,0.08659095,0.24771072,0.56601399,0.00680826,0.32775802
-4.85942971,2.49708710,0.18763917,1.60172153,0.00070292,0.08881266,0.25311307,0.58798661,0.00729209,0.33249999
-4.85342671,2.60480233,0.19078340,1.68143428,0.00072286,0.09142303,0.25953800,0.61074236,0.00781350,0.33817439
-4.84742371,2.71346118,0.19455359,1.76038869,0.00074163,0.09437507,0.26686600,0.63398824,0.00836523,0.34467922
-4.84142071,2.82125296,0.19885359,1.83726797,0.00075868,0.09760794,0.27494726,0.65739942,0.00893905,0.35187513
-4.83541771,2.92628897,0.20356259,1.91074056,0.00077355,0.10104864,0.28360637,0.68062847,0.00952601,0.35959038
-4.82941471,3.02665469,0.20853944,1.97949478,0.00078584,0.10461431,0.29264817,0.70331569,0.01011656,0.36762710
-4.82341171,3.12046519,0.21362785,2.04227446,0.00079532,0.10821482,0.30186430,0.72510009,0.01070085,0.37576880
-4.81740870,3.20592159,0.21866242,2.09791429,0.00080184,0.11175582,0.31104053,0.74563067,0.01126900,0.38378859
-4.81140570,3.28136667,0.22347517,2.14537363,0.00080540,0.11514199,0.31996423,0.76457765,0.01181132,0.39145789
-4.80540270,3.34533753,0.22790233,2.18376764,0.00080617,0.11828044,0.32843210,0.78164305,0.01231862,0.39855526
-4.79939970,3.39661324,0.23179104,2.21239445,0.00080445,0.12108396,0.33625752,0.79657040,0.01278250,0.40487495
-4.79339670,3.43425570,0.23500590,2.23075749,0.00080069,0.12347432,0.34327743,0.80915314,0.01319555,0.41023479
-4.78739370,3.45764206,0.23743469,2.23858192,0.00079547,0.12538506,0.34935839,0.81924140,0.01355161,0.41448316
-4.78139070,3.46648755,0.23899349,2.23582471,0.00078952,0.12676400,0.35440154,0.82674695,0.01384597,0.41750475
-4.77538769,3.46085760,0.23963049,2.22267787,0.00078366,0.12757520,0.35834632,0.83164618,0.01407549,0.41922488
-4.76938469,3.44116916,0.23932874,2.19956465,0.00077881,0.12780028,0.36117278,0.83398097,0.01423871,0.41961220
-4.76338169,3.40818078,0.23810741,2.16712905,0.00077599,0.12743911,0.36290226,0.83385754,0.01433589,0.41867981
-4.75737869,3.36297232,0.23602166,2.12621875,0.00077622,0.12650983,0.36359667,0.83144333,0.01436902,0.41648473
-4.75137569,3.30691476,0.23316113,2.07786243,0.00078059,0.12504819,0.36335612,0.82696206,0.01434168,0.41312573
-4.74537269,3.24163156,0.22964699,2.02324207,0.00079013,0.12310620,0.36231519,0.82068717,0.01425900,0.40873981
-4.73936968,3.16895289,0.22562787,1.96366133,0.00080588,0.12075026,0.36063793,0.81293406,0.01412741,0.40349739
-4.73336668,3.09086454,0.22127466,1.90051118,0.00082877,0.11805880,0.35851181,0.80405114,0.01395446,0.39759652
-4.72736368,3.00945323,0.21677447,1.83523382,0.00085966,0.11511950,0.35614090,0.79441024,0.01374855,0.39125628
-4.72136068,2.92685019,0.21232414,1.76928618,0.00089928,0.11202627,0.35373841,0.78439659,0.01351867,0.38470965
-4.71535768,2.84517484,0.20812323,1.70410399,0.00094817,0.10887609,0.35151914,0.77439864,0.01327407,0.37819625
-4.70935468,2.76648027,0.20436718,1.64106753,0.00100673,0.10576580,0.34969190,0.76479806,0.01302401,0.37195492
-4.70335168,2.69270195,0.20124048,1.58147000,0.00107512,0.10278904,0.34845221,0.75596001,0.01277745,0.36621663
-4.69734867,2.62561108,0.19891045,1.52648909,0.00115330,0.10003336,0.34797570,0.74822411,0.01254278,0.36119774
-4.69134567,2.56677362,0.19752157,1.47716263,0.00124096,0.09757765,0.34841222,0.74189606,0.01232758,0.35709386
-4.68534267,2.51751588,0.19719077,1.43436853,0.00133755,0.09548988,0.34988100,0.73724021,0.01213845,0.35407442
-4.67933967,2.47889718,0.19800357,1.39880943,0.00144228,0.09382540,0.35246691,0.73447308,0.01198076,0.35227799
-4.67333667,2.45169008,0.20001140,1.37100225,0.00155410,0.09262554,0.35621805,0.73375813,0.01185862,0.35180854
-4.66733367,2.43636838,0.20322999,1.35127252,0.00167169,0.09191676,0.36114450,0.73520158,0.01177476,0.35273254
-4.66133067,2.43310277,0.20763893,1.33975372,0.00179355,0.09171031,0.36721852,0.73884965,0.01173048,0.35507715
-4.65532766,2.44176420,0.21318234,1.33639106,0.00191796,0.09200228,0.37437596,0.74468711,0.01172572,0.35882922
-4.64932466,2.46193462,0.21977058,1.34094995,0.00204303,0.09277410,0.38251889,0.75263732,0.01175908,0.36393543
-4.64332166,2.49292465,0.22728296,1.35302836,0.00216677,0.09399342,0.39151934,0.76256366,0.01182793,0.37030332
