energy_ev,total_up,Hf_p_up,Hf_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-5.56778389,3.55835606,2.13774692,1.87260701,0.02278943,1.69924692,0.79799933,0.00000000
-5.56178089,3.58595930,2.16650013,1.85913916,0.02413499,1.68622022,0.81891117,0.00000000
-5.55577789,3.61160105,2.19219937,1.84457561,0.02541754,1.67244804,0.83913793,0.00000000
-5.54977489,3.63436927,2.21432985,1.82887660,0.02661720,1.65792365,0.85821639,0.00000000
-5.54377189,3.65319555,2.23232273,1.81191898,0.02771424,1.64255816,0.87565313,0.00000000
-5.53776888,3.66689139,2.24557181,1.79350306,0.02868960,1.62618530,0.89094158,0.00000000
-5.53176588,3.67419266,2.25345432,1.77336403,0.02952543,1.60857050,0.90358065,0.00000000
-5.52576288,3.67381050,2.25535516,1.75118737,0.03020570,1.58942403,0.91309400,0.00000000
-5.51975988,3.66448635,2.25069358,1.72662765,0.03071661,1.56841752,0.91904915,0.00000000
-5.51375688,3.64504896,2.23895106,1.69932985,0.03104720,1.54520318,0.92107557,0.00000000
-5.50775388,3.61447048,2.21969919,1.66895203,0.03118965,1.51943481,0.91888091,0.00000000
-5.50175088,3.57191915,2.19262614,1.63518828,0.03113970,1.49078943,0.91226465,0.00000000
-5.49574787,3.51680606,2.15756034,1.59779074,0.03089678,1.45898858,0.90112848,0.00000000
-5.48974487,3.44882358,2.11449017,1.55658957,0.03046422,1.42381814,0.88548301,0.00000000
-5.48374187,3.36797373,2.06357856,1.51150980,0.02984911,1.38514561,0.86545046,0.00000000
-5.47773887,3.27458491,2.00517159,1.46258420,0.02906226,1.34293403,0.84126323,0.00000000
-5.47173587,3.16931631,1.93980068,1.40996153,0.02811784,1.29725189,0.81325851,0.00000000
-5.46573287,3.05314959,1.86817790,1.35390970,0.02703305,1.24827834,0.78186905,0.00000000
-5.45972986,2.92736840,1.79118472,1.29481379,0.02582762,1.19630371,0.74761070,0.00000000
-5.45372686,2.79352656,1.70985436,1.23316897,0.02452323,1.14172521,0.71106720,0.00000000
-5.44772386,2.65340635,1.62534862,1.16956872,0.02314295,1.08503807,0.67287290,0.00000000
-5.44172086,2.50896892,1.53892997,1.10468900,0.02171053,1.02682270,0.63369423,0.00000000
-5.43571786,2.36229885,1.45193011,1.03926909,0.02024984,0.96772833,0.59421048,0.00000000
-5.42971486,2.21554524,1.36571608,0.97409000,0.01878416,0.90845418,0.55509493,0.00000000
-5.42371186,2.07086173,1.28165534,0.90995146,0.01733568,0.84972881,0.51699671,0.00000000
-5.41770885,1.93034760,1.20108087,0.84764847,0.01592494,0.79228866,0.48052413,0.00000000
-5.41170585,1.79599223,1.12525761,0.78794827,0.01457042,0.73685673,0.44622998,0.00000000
-5.40570285,1.66962444,1.05535107,0.73156872,0.01328818,0.68412204,0.41459910,0.00000000
-5.39969985,1.55286838,0.99239923,0.67915870,0.01209163,0.63472079,0.38603847,0.00000000
-5.39369685,1.44710697,0.93728807,0.63128120,0.01099136,0.58921963,0.36087001,0.00000000
-5.38769385,1.35345351,0.89073157,0.58839954,0.00999508,0.54810166,0.33932609,0.00000000
-5.38169085,1.27273202,0.85325632,0.55086687,0.00910764,0.51175526,0.32154763,0.00000000
-5.37568784,1.20546607,0.82519093,0.51891933,0.00833115,0.48046612,0.30758481,0.00000000
-5.36968484,1.15187616,0.80666037,0.49267263,0.00766514,0.45441234,0.29739997,0.00000000
-5.36368184,1.11188495,0.79758519,0.47212207,0.00710678,0.43366257,0.29087279,0.00000000
-5.35767884,1.08512998,0.79768540,0.45714580,0.00665115,0.41817713,0.28780727,0.00000000
-5.35167584,1.07098300,0.80648899,0.44751099,0.00629154,0.40781170,0.28794037,0.00000000
-5.34567284,1.06857522,0.82334468,0.44288275,0.00601974,0.40232355,0.29095207,0.00000000
-5.33966983,1.07682765,0.84743880,0.44283519,0.00582643,0.40137981,0.29647656,0.00000000
-5.33366683,1.09448572,0.87781587,0.44686465,0.00570144,0.40456766,0.30411431,0.00000000
-5.32766383,1.12015719,0.91340248,0.45440433,0.00563411,0.41140609,0.31344474,0.00000000
-5.32166083,1.15235256,0.95303414,0.46484019,0.00561357,0.42135886,0.32403923,0.00000000
-5.31565783,1.18952697,0.99548439,0.47752762,0.00562908,0.43384849,0.33547411,0.00000000
-5.30965483,1.23012253,1.03949572,0.49180854,0.00567024,0.44827088,0.34734331,0.00000000
-5.30365183,1.27261021,1.08381135,0.50702838,0.00572726,0.46401025,0.35927033,0.00000000
-5.29764882,1.31552998,1.12720722,0.52255264,0.00579119,0.48045416,0.37091914,0.00000000
-5.29164582,1.35752819,1.16852322,0.53778254,0.00585407,0.49700806,0.38200371,0.00000000
-5.28564282,1.39739114,1.20669262,0.55216925,0.00590909,0.51310927,0.39229573,0.00000000
-5.27963982,1.43407364,1.24076885,0.56522647,0.00595070,0.52823976,0.40163025,0.00000000
-5.27363682,1.46672171,1.26994859,0.57654074,0.00597470,0.54193754,0.40990905,0.00000000
-5.26763382,1.49468859,1.29359036,0.58577936,0.00597824,0.55380621,0.41710147,0.00000000
-5.26163082,1.51754341,1.31122784,0.59269550,0.00595986,0.56352245,0.42324262,0.00000000
-5.25562781,1.53507222,1.32257748,0.59713050,0.00591943,0.57084109,0.42842917,0.00000000
-5.24962481,1.54727143,1.32753985,0.59901309,0.00585811,0.57559761,0.43281255,0.00000000
-5.24362181,1.55433377,1.32619502,0.59835577,0.00577820,0.57770812,0.43659020,0.00000000
-5.23761881,1.55662756,1.31879179,0.59524846,0.00568310,0.57716661,0.43999490,0.00000000
-5.23161581,1.55467012,1.30573165,0.58984969,0.00557710,0.57403972,0.44328291,0.00000000
-5.22561281,1.54909667,1.28754781,0.58237578,0.00546527,0.56845938,0.44672134,0.00000000
-5.21960980,1.54062599,1.26488065,0.57308847,0.00535328,0.56061339,0.45057536,0.00000000
-5.21360680,1.53002461,1.23845039,0.56228162,0.00524725,0.55073465,0.45509583,0.00000000
-5.20760380,1.51807109,1.20902838,0.55026752,0.00515355,0.53908932,0.46050805,0.00000000
-5.20160080,1.50552202,1.17740831,0.53736347,0.00507871,0.52596466,0.46700195,0.00000000
-5.19559780,1.49308130,1.14437837,0.52387913,0.00502922,0.51165685,0.47472434,0.00000000
-5.18959480,1.48137386,1.11069575,0.51010533,0.00501139,0.49645955,0.48377343,0.00000000
-5.18359180,1.47092498,1.07706425,0.49630452,0.00503126,0.48065355,0.49419578,0.00000000
-5.17758879,1.46214567,1.04411572,0.48270345,0.00509447,0.46449792,0.50598578,0.00000000
-5.17158579,1.45532455,1.01239605,0.46948803,0.00520611,0.44822302,0.51908751,0.00000000
-5.16558279,1.45062601,0.98235563,0.45680064,0.00537070,0.43202550,0.53339866,0.00000000
-5.15957979,1.44809421,0.95434447,0.44473972,0.00559200,0.41606542,0.54877621,0.00000000
-5.15357679,1.44766222,0.92861156,0.43336140,0.00587297,0.40046538,0.56504346,0.00000000
-5.14757379,1.44916514,0.90530811,0.42268306,0.00621568,0.38531157,0.58199766,0.00000000
-5.14157079,1.45235614,0.88449384,0.41268828,0.00662114,0.37065646,0.59941807,0.00000000
-5.13556778,1.45692416,0.86614580,0.40333285,0.00708930,0.35652277,0.61707356,0.00000000
-5.12956478,1.46251198,0.85016871,0.39455142,0.00761887,0.34290850,0.63472965,0.00000000
-5.12356178,1.46873375,0.83640630,0.38626437,0.00820727,0.32979244,0.65215443,0.00000000
-5.11755878,1.47519079,0.82465267,0.37838445,0.00885053,0.31713998,0.66912326,0.00000000
-5.11155578,1.48148539,0.81466343,0.37082301,0.00954328,0.30490869,0.68542204,0.00000000
-5.10555278,1.48723186,0.80616588,0.36349541,0.01027864,0.29305355,0.70084922,0.00000000
-5.09954977,1.49206504,0.79886820,0.35632562,0.01104831,0.28153150,0.71521672,0.00000000
-5.09354677,1.49564630,0.79246735,0.34924978,0.01184256,0.27030519,0.72834986,0.00000000
-5.08754377,1.49766752,0.78665591,0.34221887,0.01265034,0.25934577,0.74008692,0.00000000
-5.08154077,1.49785355,0.78112781,0.33520046,0.01345947,0.24863495,0.75027846,0.00000000
-5.07553777,1.49596384,0.77558326,0.32817970,0.01425678,0.23816601,0.75878699,0.00000000
-5.06953477,1.49179389,0.76973325,0.32115976,0.01502845,0.22794425,0.76548718,0.00000000
-5.06353177,1.48517718,0.76330365,0.31416177,0.01576027,0.21798671,0.77026699,0.00000000
-5.05752876,1.47598782,0.75603934,0.30722450,0.01643802,0.20832150,0.77302979,0.00000000
-5.05152576,1.46414436,0.74770845,0.30040388,0.01704787,0.19898677,0.77369751,0.00000000
-5.04552276,1.44961471,0.73810667,0.29377241,0.01757675,0.19002954,0.77221477,0.00000000
-5.03951976,1.43242185,0.72706181,0.28741852,0.01801278,0.18150441,0.76855367,0.00000000
-5.03351676,1.41265003,0.71443820,0.28144586,0.01834565,0.17347228,0.76271888,0.00000000
-5.02751376,1.39045061,0.70014099,0.27597234,0.01856697,0.16599913,0.75475263,0.00000000
-5.02151076,1.36604704,0.68411974,0.27112897,0.01867054,0.15915476,0.74473909,0.00000000
-5.01550775,1.33973789,0.66637136,0.26705823,0.01865262,0.15301158,0.73280756,0.00000000
-5.00950475,1.31189726,0.64694169,0.26391182,0.01851202,0.14764329,0.71913411,0.00000000
-5.00350175,1.28297190,0.62592574,0.26184778,0.01825021,0.14312348,0.70394113,0.00000000
-4.99749875,1.25347437,0.60346627,0.26102667,0.01787123,0.13952394,0.68749470,0.00000000
-4.99149575,1.22397215,0.57975051,0.26160700,0.01738159,0.13691287,0.67009936,0.00000000
-4.98549275,1.19507247,0.55500514,0.26373966,0.01679006,0.13535259,0.65209062,0.00000000
-4.97948974,1.16740339,0.52948958,0.26756164,0.01610735,0.13489717,0.63382518,0.00000000
-4.97348674,1.14159155,0.50348775,0.27318916,0.01534578,0.13558958,0.61566925,0.00000000
-4.96748374,1.11823755,0.47729875,0.28071035,0.01451884,0.13745886,0.59798557,0.00000000
-4.96148074,1.09789012,0.45122672,0.29017795,0.01364083,0.14051703,0.58111965,0.00000000
-4.95547774,1.08102025,0.42557046,0.30160230,0.01272636,0.14475615,0.56538587,0.00000000
-4.94947474,1.06799671,0.40061321,0.31494508,0.01178997,0.15014563,0.55105439,0.00000000
-4.94347174,1.05906448,0.37661317,0.33011416,0.01084569,0.15662985,0.53833931,0.00000000
-4.93746873,1.05432709,0.35379507,0.34696008,0.00990673,0.16412653,0.52738896,0.00000000
-4.93146573,1.05373430,0.33234329,0.36527438,0.00898515,0.17252580,0.51827874,0.00000000
-4.92546273,1.05707593,0.31239681,0.38479020,0.00809164,0.18169025,0.51100702,0.00000000
-4.91945973,1.06398229,0.29404613,0.40518526,0.00723536,0.19145601,0.50549443,0.00000000
-4.91345673,1.07393176,0.27733233,0.42608734,0.00642379,0.20163507,0.50158644,0.00000000
-4.90745373,1.08626514,0.26224818,0.44708224,0.00566276,0.21201865,0.49905937,0.00000000
-4.90145073,1.10020647,0.24874120,0.46772395,0.00495643,0.22238172,0.49762946,0.00000000
-4.89544772,1.11488943,0.23671853,0.48754690,0.00430742,0.23248859,0.49696462,0.00000000
-4.88944472,1.12938821,0.22605316,0.50607956,0.00371687,0.24209920,0.49669820,0.00000000
-4.88344172,1.14275160,0.21659130,0.52285925,0.00318464,0.25097615,0.49644435,0.00000000
-4.87743872,1.15403857,0.20816052,0.53744720,0.00270949,0.25889196,0.49581399,0.00000000
-4.87143572,1.16235400,0.20057816,0.54944341,0.00228928,0.26563643,0.49443082,0.00000000
-4.86543272,1.16688274,0.19365971,0.55850062,0.00192113,0.27102372,0.49194655,0.00000000
-4.85942971,1.16692065,0.18722682,0.56433674,0.00160167,0.27489886,0.48805474,0.00000000
-4.85342671,1.16190122,0.18111457,0.56674521,0.00132720,0.27714334,0.48250260,0.00000000
-4.84742371,1.15141676,0.17517785,0.56560283,0.00109387,0.27767974,0.47510034,0.00000000
-4.84142071,1.13523326,0.16929659,0.56087474,0.00089782,0.27647490,0.46572773,0.00000000
-4.83541771,1.11329866,0.16337977,0.55261633,0.00073532,0.27354184,0.45433770,0.00000000
-4.82941471,1.08574428,0.15736819,0.54097211,0.00060290,0.26894007,0.44095699,0.00000000
-4.82341171,1.05287966,0.15123598,0.52617162,0.00049742,0.26277458,0.42568392,0.00000000
-4.81740870,1.01518148,0.14499105,0.50852265,0.00041614,0.25519337,0.40868366,0.00000000
-4.81140570,0.97327722,0.13867443,0.48840212,0.00035683,0.24638385,0.39018129,0.00000000
-4.80540270,0.92792470,0.13235881,0.46624519,0.00031774,0.23656816,0.37045316,0.00000000
-4.79939970,0.87998849,0.12614646,0.44253308,0.00029768,0.22599777,0.34981695,0.00000000
-4.79339670,0.83041460,0.12016656,0.41778006,0.00029603,0.21494749,0.32862119,0.00000000
-4.78739370,0.78020438,0.11457232,0.39252043,0.00031275,0.20370929,0.30723448,0.00000000
-4.78139070,0.73038891,0.10953786,0.36729570,0.00034838,0.19258595,0.28603503,0.00000000
-4.77538769,0.68200461,0.10525508,0.34264263,0.00040405,0.18188504,0.26540091,0.00000000
-4.76938469,0.63607105,0.10193049,0.31908240,0.00048146,0.17191304,0.24570123,0.00000000
-4.76338169,0.59357121,0.09978223,0.29711113,0.00058284,0.16297008,0.22728857,0.00000000
-4.75737869,0.55543467,0.09903698,0.27719194,0.00071095,0.15534508,0.21049266,0.00000000
-4.75137569,0.52252369,0.09992700,0.25974855,0.00086903,0.14931148,0.19561542,0.00000000
-4.74537269,0.49562207,0.10268708,0.24516035,0.00106072,0.14512342,0.18292722,0.00000000
-4.73936968,0.47542652,0.10755137,0.23375886,0.00129001,0.14301251,0.17266428,0.00000000
-4.73336668,0.46254013,0.11474998,0.22582528,0.00156114,0.14318484,0.16502692,0.00000000
-4.72736368,0.45746752,0.12450532,0.22158905,0.00187847,0.14581839,0.16017864,0.00000000
-4.72136068,0.46061115,0.13702814,0.22122702,0.00224637,0.15106069,0.15824552,0.00000000
-4.71535768,0.47226855,0.15251312,0.22486322,0.00266907,0.15902660,0.15931611,0.00000000
-4.70935468,0.49262997,0.17113431,0.23256894,0.00315049,0.16979639,0.16344131,0.00000000
-4.70335168,0.52177651,0.19304027,0.24436301,0.00369405,0.18341387,0.17063433,0.00000000
-4.69734867,0.55967844,0.21834917,0.26021231,0.00430251,0.19988487,0.18087065,0.00000000
-4.69134567,0.60619410,0.24714408,0.28003241,0.00497775,0.21917598,0.19408794,0.00000000
-4.68534267,0.66106933,0.27946854,0.30368851,0.00572061,0.24121378,0.21018604,0.00000000
-4.67933967,0.72393801,0.31532293,0.33099668,0.00653071,0.26588459,0.22902713,0.00000000
-4.67333667,0.79432393,0.35466161,0.36172561,0.00740632,0.29303494,0.25043621,0.00000000
-4.66733367,0.87164448,0.39739139,0.39559891,0.00834426,0.32247288,0.27420214,0.00000000
-4.66133067,0.95521651,0.44337138,0.43229822,0.00933977,0.35397010,0.30007931,0.00000000
-4.65532766,1.04426466,0.49241447,0.47146707,0.01038659,0.38726513,0.32779017,0.00000000
-4.64932466,1.13793226,0.54429052,0.51271560,0.01147692,0.42206736,0.35702876,0.00000000
-4.64332166,1.23529488,0.59873131,0.55562613,0.01260155,0.45806202,0.38746526,0.00000000
-4.63731866,1.33537634,0.65543710,0.59975950,0.01375003,0.49491584,0.41875150,0.00000000
-4.63131566,1.43716674,0.71408465,0.64466192,0.01491089,0.53228334,0.45052757,0.00000000
-4.62531266,1.53964208,0.77433629,0.68987240,0.01607193,0.56981341,0.48242917,0.00000000
-4.61930965,1.64178479,0.83584978,0.73493015,0.01722052,0.60715591,0.51409560,0.00000000
-4.61330665,1.74260424,0.89828835,0.77938208,0.01834403,0.64396819,0.54517809,0.00000000
-4.60730365,1.84115668,0.96133043,0.82278977,0.01943017,0.67992095,0.57534821,0.00000000
-4.60130065,1.93656352,1.02467863,0.86473596,0.02046744,0.71470346,0.60430591,0.00000000
-4.59529765,2.02802729,1.08806726,0.90483018,0.02144551,0.74802777,0.63178696,0.00000000
-4.58929465,2.11484471,1.15126815,0.94271337,0.02235563,0.77963188,0.65756937,0.00000000
-4.58329165,2.19641622,1.21409423,0.97806150,0.02319091,0.80928173,0.68147853,0.00000000
-4.57728864,2.27225176,1.27640073,1.01058805,0.02394668,0.83677198,0.70339086,0.00000000
-4.57128564,2.34197277,1.33808388,1.04004551,0.02462061,0.86192589,0.72323570,0.00000000
-4.56528264,2.40531033,1.39907710,1.06622593,0.02521293,0.88459416,0.74099538,0.00000000
-4.55927964,2.46210010,1.45934498,1.08896072,0.02572637,0.90465328,0.75670351,0.00000000
-4.55327664,2.51227415,1.51887529,1.10811987,0.02616616,0.92200342,0.77044144,0.00000000
-4.54727364,2.55585070,1.57766957,1.12361093,0.02653983,0.93656629,0.78233309,0.00000000
-4.54127064,2.59292218,1.63573276,1.13537776,0.02685697,0.94828328,0.79253835,0.00000000
-4.53526763,2.62364259,1.69306264,1.14339937,0.02712884,0.95711400,0.80124530,0.00000000
-4.52926463,2.64821467,1.74963952,1.14768905,0.02736800,0.96303563,0.80866157,0.00000000
-4.52326163,2.66687781,1.80541702,1.14829367,0.02758774,0.96604311,0.81500512,0.00000000
-4.51725863,2.67989701,1.86031435,1.14529347,0.02780161,0.96615026,0.82049490,0.00000000
-4.51125563,2.68755357,1.91421065,1.13880215,0.02802280,0.96339187,0.82534163,0.00000000
-4.50525263,2.69013760,1.96694182,1.12896716,0.02826355,0.95782660,0.82973908,0.00000000
-4.49924962,2.68794283,2.01830005,1.11597029,0.02853465,0.94954054,0.83385619,0.00000000
-4.49324662,2.68126338,2.06803625,1.10002823,0.02884482,0.93865125,0.83783034,0.00000000
-4.48724362,2.67039282,2.11586536,1.08139300,0.02920034,0.92531190,0.84176194,0.00000000
-4.48124062,2.65562505,2.16147447,1.06035223,0.02960459,0.90971524,0.84571060,0.00000000
-4.47523762,2.63725698,2.20453351,1.03722890,0.03005781,0.89209721,0.84969305,0.00000000
-4.46923462,2.61559262,2.24470832,1.01238075,0.03055690,0.87273963,0.85368295,0.00000000
-4.46323162,2.59094841,2.28167543,0.98619902,0.03109538,0.85197202,0.85761250,0.00000000
-4.45722861,2.56365933,2.31513850,0.95910659,0.03166353,0.83017212,0.86137594,0.00000000
-4.45122561,2.53408564,2.34484545,0.93155561,0.03224854,0.80776507,0.86483490,0.00000000
-4.44522261,2.50261991,2.37060613,0.90402442,0.03283493,0.78522118,0.86782525,0.00000000
-4.43921961,2.46969390,2.39230961,0.87701402,0.03340500,0.76305226,0.87016541,0.00000000
-4.43321661,2.43578523,2.40994061,0.85104405,0.03393946,0.74180655,0.87166579,0.00000000
-4.42721361,2.40142320,2.42359441,0.82664834,0.03441806,0.72206241,0.87213884,0.00000000
-4.42121061,2.36719365,2.43348942,0.80437008,0.03482035,0.70442086,0.87140956,0.00000000
-4.41520760,2.33374236,2.43997693,0.78475668,0.03512647,0.68949724,0.86932578,0.00000000
-4.40920460,2.30177648,2.44354722,0.76835430,0.03531788,0.67791200,0.86576792,0.00000000
-4.40320160,2.27206378,2.44483147,0.75570199,0.03537812,0.67028100,0.86065763,0.00000000
-4.39719860,2.24542904,2.44459885,0.74732552,0.03529346,0.66720538,0.85396497,0.00000000
-4.39119560,2.22274736,2.44374843,0.74373065,0.03505349,0.66926107,0.84571363,0.00000000
-4.38519260,2.20493397,2.44329553,0.74539603,0.03465156,0.67698824,0.83598393,0.00000000
-4.37918959,2.19293030,2.44435229,0.75276545,0.03408507,0.69088057,0.82491334,0.00000000
-4.37318659,2.18768619,2.44810270,0.76623947,0.03335566,0.71137464,0.81269437,0.00000000
-4.36718359,2.19013834,2.45577218,0.78616655,0.03246918,0.73883925,0.79956992,0.00000000
-4.36118059,2.20118522,2.46859248,0.81283353,0.03143553,0.77356498,0.78582598,0.00000000
-4.35517759,2.22165899,2.48776256,0.84645572,0.03026833,0.81575393,0.77178227,0.00000000
-4.34917459,2.25229502,2.51440664,0.88716678,0.02898450,0.86550984,0.75778087,0.00000000
-4.34317159,2.29370006,2.54953077,0.93500853,0.02760369,0.92282876,0.74417348,0.00000000
-4.33716858,2.34632022,2.59397942,0.98992122,0.02614764,0.98759051,0.73130788,0.00000000
-4.33116558,2.41040994,2.64839386,1.05173451,0.02463952,1.05955120,0.71951406,0.00000000
-4.32516258,2.48600355,2.71317402,1.12015974,0.02310315,1.13833728,0.70909085,0.00000000
-4.31915958,2.57289076,2.78844582,1.19478391,0.02156238,1.22344140,0.70029348,0.00000000
-4.31315658,2.67059760,2.87403538,1.27506597,0.02004037,1.31422057,0.69332277,0.00000000
-4.30715358,2.77837421,2.96945194,1.36033582,0.01855901,1.40989709,0.68831645,0.00000000
