energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-3.29264632,10.73828625,0.00587726,0.09937996,0.50910717,0.57424552,0.39848261,8.96626004,0.00979910,1.08919737
-3.28664332,10.65232268,0.00603120,0.09635098,0.50190450,0.56871455,0.38604260,8.89702209,0.00990758,1.07835375
-3.28064032,10.56776004,0.00616989,0.09406520,0.49409872,0.56280869,0.37371555,8.82918611,0.01004869,1.06740991
-3.27463732,10.48524860,0.00629202,0.09246354,0.48577364,0.55673006,0.36149886,8.76313210,0.01022615,1.05653799
-3.26863432,10.40550324,0.00639682,0.09148894,0.47705485,0.55071881,0.34942199,8.69916585,0.01044387,1.04599189
-3.26263132,10.32924925,0.00648412,0.09108571,0.46810230,0.54504396,0.33754146,8.63748981,0.01070580,1.03609249
-3.25662831,10.25717158,0.00655433,0.09119895,0.45910217,0.53999379,0.32593521,8.57817988,0.01101570,1.02721128
-3.25062531,10.18987029,0.00660848,0.09177408,0.45025836,0.53586587,0.31469686,8.52116965,0.01137696,1.01975294
-3.24462231,10.12782476,0.00664816,0.09275657,0.44178413,0.53295723,0.30392984,8.46624361,0.01179250,1.01413780
-3.23861931,10.07136857,0.00667548,0.09409174,0.43389412,0.53155499,0.29374171,8.41304008,0.01226458,1.01078475
-3.23261631,10.02067664,0.00669303,0.09572484,0.42679712,0.53192766,0.28423897,8.36106433,0.01279475,1.01009531
-3.22661331,9.97576519,0.00670375,0.09760123,0.42068968,0.53431747,0.27552232,8.30971193,0.01338381,1.01243925
-3.22061031,9.93650437,0.00671090,0.09966676,0.41575087,0.53893380,0.26768266,8.25830145,0.01403178,1.01814229
-3.21460730,9.90264266,0.00671794,0.10186833,0.41213813,0.54594784,0.26079790,8.20611523,0.01473796,1.02747595
-3.20860430,9.87384100,0.00672839,0.10415451,0.40998420,0.55548858,0.25493049,8.15244617,0.01550101,1.04064989
-3.20260130,9.84971417,0.00674581,0.10647633,0.40939515,0.56764000,0.25012582,8.09664805,0.01631903,1.05780655
-3.19659830,9.82987625,0.00677359,0.10878809,0.41044921,0.58243947,0.24641143,8.03818640,0.01718975,1.07901805
-3.19059530,9.81398629,0.00681496,0.11104821,0.41319644,0.59987719,0.24379681,7.97668673,0.01811063,1.10428520
-3.18459230,9.80179078,0.00687283,0.11321997,0.41765887,0.61989656,0.24227396,7.91197685,0.01907901,1.13353810
-3.17858929,9.79315894,0.00694971,0.11527228,0.42383103,0.64239520,0.24181827,7.84412016,0.02009229,1.16663828
-3.17258629,9.78810778,0.00704771,0.11718024,0.43168071,0.66722659,0.24238988,7.77343718,0.02114799,1.20338183
-3.16658329,9.78681410,0.00716836,0.11892553,0.44114971,0.69420217,0.24393523,7.70051336,0.02224389,1.24350322
-3.16058029,9.78961196,0.00731269,0.12049666,0.45215459,0.72309365,0.24638873,7.62619154,0.02337802,1.28667952
-3.15457729,9.79697464,0.00748107,0.12188893,0.46458733,0.75363572,0.24967441,7.55154884,0.02454867,1.33253488
-3.14857429,9.80948176,0.00767326,0.12310420,0.47831591,0.78552895,0.25370757,7.47785855,0.02575435,1.38064499
-3.14257129,9.82777311,0.00788835,0.12415041,0.49318484,0.81844296,0.25839626,7.40653831,0.02699366,1.43054159
-3.13656828,9.85249195,0.00812479,0.12504088,0.50901586,0.85202011,0.26364263,7.33908738,0.02826511,1.48171710
-3.13056528,9.88422150,0.00838032,0.12579344,0.52560881,0.88587960,0.26934420,7.27701609,0.02956700,1.53362949
-3.12456228,9.92341913,0.00865208,0.12642944,0.54274295,0.91962230,0.27539501,7.22177155,0.03089714,1.58570765
-3.11855928,9.97035313,0.00893654,0.12697264,0.56017887,0.95283643,0.28168672,7.17466377,0.03225268,1.63735755
-3.11255628,10.02504701,0.00922964,0.12744809,0.57766108,0.98510408,0.28810980,7.13679698,0.03362991,1.68796952
-3.10655328,10.08723625,0.00952678,0.12788106,0.59492153,1.01600880,0.29455482,7.10901016,0.03502407,1.73692685
-3.10055028,10.15634156,0.00982291,0.12829603,0.61168408,1.04514414,0.30091395,7.09183083,0.03642925,1.78361598
-3.09454727,10.23146190,0.01011267,0.12871585,0.62766988,1.07212311,0.30708268,7.08544524,0.03783838,1.82743829
-3.08854427,10.31138920,0.01039043,0.12916114,0.64260369,1.09658829,0.31296182,7.08968720,0.03924326,1.86782355
-3.08254127,10.39464548,0.01065050,0.12964982,0.65622098,1.11822239,0.31845986,7.10404666,0.04063469,1.90424462
-3.07653827,10.47954123,0.01088720,0.13019700,0.66827548,1.13675877,0.32349542,7.12769791,0.04200275,1.93623326
-3.07053527,10.56425259,0.01109508,0.13081497,0.67854712,1.15199148,0.32800002,7.15954616,0.04333712,1.96339619
-3.06453227,10.64691335,0.01126902,0.13151354,0.68684981,1.16378432,0.33192071,7.19828983,0.04462748,1.98543088
-3.05852926,10.72571655,0.01140445,0.13230046,0.69303872,1.17207827,0.33522278,7.24249512,0.04586404,2.00214004
-3.05252626,10.79901943,0.01149744,0.13318204,0.69701681,1.17689685,0.33789197,7.29067828,0.04703799,2.01344415
-3.04652326,10.86544514,0.01154491,0.13416374,0.69873996,1.17834872,0.33993634,7.34139066,0.04814209,2.01939074
-3.04052026,10.92397429,0.01154472,0.13525080,0.69822058,1.17662742,0.34138739,7.39330116,0.04917114,2.02015988
-3.03451726,10.97401990,0.01149576,0.13644878,0.69552928,1.17200759,0.34230034,7.44527104,0.05012240,2.01606496
-3.02851426,11.01548012,0.01139804,0.13776391,0.69079440,1.16483789,0.34275336,7.49641605,0.05099595,2.00754823
-3.02251126,11.04876421,0.01125271,0.13920326,0.68419935,1.15553045,0.34284581,7.54615212,0.05179488,1.99517088
-3.01650825,11.07478908,0.01106207,0.14077460,0.67597760,1.14454728,0.34269525,7.59422145,0.05252538,1.97959754
-3.01050525,11.09494531,0.01082952,0.14248602,0.66640570,1.13238392,0.34243336,7.64069729,0.05319659,1.96157560
-3.00450225,11.11103371,0.01055945,0.14434525,0.65579424,1.11955123,0.34220091,7.68596721,0.05382036,1.94191004
-2.99849925,11.12517542,0.01025718,0.14635874,0.64447738,1.10655572,0.34214188,7.73069586,0.05441082,1.92143444
-2.99249625,11.13970048,0.00992876,0.14853050,0.63280115,1.09387973,0.34239698,7.77576996,0.05498370,1.90097979
-2.98649325,11.15702131,0.00958083,0.15086085,0.62111118,1.08196213,0.34309691,7.82222930,0.05555574,1.88134205
-2.98049025,11.17949894,0.00922044,0.15334515,0.60974028,1.07118061,0.34435571,7.87118877,0.05614377,1.86325040
-2.97448724,11.20931054,0.00885480,0.15597254,0.59899649,1.06183650,0.34626443,7.92375703,0.05676394,1.84733746
-2.96848424,11.24832695,0.00849115,0.15872488,0.58915217,1.05414286,0.34888569,7.98095801,0.05743081,1.83411313
-2.96248124,11.29800870,0.00813654,0.16157607,0.58043448,1.04821662,0.35224928,8.04366114,0.05815662,1.82394348
-2.95647824,11.35932806,0.00779764,0.16449159,0.57301780,1.04407509,0.35634918,8.11252608,0.05895054,1.81703572
-2.95047524,11.43272324,0.00748063,0.16742866,0.56701848,1.04163719,0.36114225,8.18796652,0.05981819,1.81343023
-2.94447224,11.51808887,0.00719107,0.17033684,0.56249194,1.04072931,0.36654862,8.27013666,0.06076118,1.81300011
-2.93846923,11.61480483,0.00693379,0.17315916,0.55943239,1.04109567,0.37245399,8.35894238,0.06177706,1.81545835
-2.93246623,11.72180292,0.00671286,0.17583385,0.55777515,1.04241247,0.37871365,8.45407729,0.06285929,1.82037241
-2.92646323,11.83766834,0.00653155,0.17829644,0.55740129,1.04430541,0.38515812,8.55508228,0.06399763,1.82718553
-2.92046023,11.96077073,0.00639238,0.18048234,0.55814461,1.04636951,0.39160022,8.66142510,0.06517856,1.83524367
-2.91445723,12.08941716,0.00629711,0.18232962,0.55980022,1.04819025,0.39784310,8.77259519,0.06638606,1.84382691
-2.90845423,12.22201781,0.00624683,0.18378194,0.56213474,1.04936516,0.40368899,8.88820725,0.06760242,1.85218368
-2.90245123,12.35725388,0.00624206,0.18479148,0.56489724,1.04952453,0.40894813,9.00810644,0.06880927,1.85956612
-2.89644822,12.49423665,0.00628278,0.18532156,0.56783068,1.04835043,0.41344745,9.13246708,0.06998856,1.86526500
-2.89044522,12.63264661,0.00636857,0.18534903,0.57068312,1.04559306,0.41703854,9.26187701,0.07112366,1.86864222
-2.88444222,12.77284254,0.00649868,0.18486601,0.57321838,1.04108361,0.41960454,9.39740008,0.07220028,1.86915964
-2.87843922,12.91593158,0.00667210,0.18388108,0.57522551,1.03474310,0.42106555,9.54061026,0.07320744,1.86640264
-2.87243622,13.06379354,0.00688761,0.18241964,0.57652680,1.02658693,0.42138223,9.69359221,0.07413807,1.86009755
-2.86643322,13.21905520,0.00714386,0.18052357,0.57698389,1.01672476,0.42055762,9.85890529,0.07498961,1.85012201
-2.86043022,13.38501309,0.00743931,0.17825002,0.57650188,1.00535607,0.41863679,10.03950971,0.07576423,1.83650802
-2.85442721,13.56550635,0.00777230,0.17566943,0.57503125,0.99276154,0.41570467,10.23865631,0.07646882,1.81943766
-2.84842421,13.76474448,0.00814098,0.17286292,0.57256759,0.97929084,0.41188192,10.45974349,0.07711475,1.79923177
-2.84242121,13.98709716,0.00854325,0.16991906,0.56914925,0.96534737,0.40731936,10.70614721,0.07771729,1.77633239
-2.83641821,14.23685646,0.00897673,0.16693025,0.56485312,0.95137092,0.40219097,10.98103193,0.07829490,1.75128001
-2.83041521,14.51798329,0.00943867,0.16398885,0.55978879,0.93781893,0.39668614,11.28715184,0.07886816,1.72468667
-2.82441221,14.83385141,0.00992591,0.16118334,0.55409153,0.92514734,0.39100133,11.62665304,0.07945872,1.69720663
-2.81840920,15.18700296,0.01043475,0.15859454,0.54791445,0.91379189,0.38533175,12.00088754,0.08008798,1.66950589
-2.81240620,15.57892919,0.01096097,0.15629222,0.54142025,0.90415067,0.37986340,12.41024992,0.08077586,1.64223219
-2.80640320,16.00988910,0.01149977,0.15433225,0.53477306,0.89656865,0.37476588,12.85404670,0.08153951,1.61598697
-2.80040020,16.47877700,0.01204577,0.15275437,0.52813087,0.89132487,0.37018624,13.33040699,0.08239221,1.59130053
-2.79439720,16.98304737,0.01259300,0.15158068,0.52163873,0.88862255,0.36624421,13.83624100,0.08334232,1.56861161
-2.78839420,17.51870273,0.01313502,0.15081502,0.51542326,0.88858266,0.36302893,14.36725048,0.08439256,1.54825220
-2.78239120,18.08034672,0.01366497,0.15044315,0.50958862,0.89124085,0.36059729,14.91799270,0.08553947,1.53043811
-2.77638819,18.66130115,0.01417570,0.15043367,0.50421407,0.89654786,0.35897382,15.48199648,0.08677325,1.51526570
-2.77038519,19.25378245,0.01465993,0.15073983,0.49935324,0.90437311,0.35815211,16.05192592,0.08807781,1.50271451
-2.76438219,19.84912963,0.01511041,0.15130176,0.49503513,0.91451127,0.35809752,16.61978519,0.08943121,1.49265563
-2.75837919,20.43807330,0.01552010,0.15204943,0.49126652,0.92669117,0.35875102,17.17715500,0.09080639,1.48486509
-2.75237619,21.01103296,0.01588239,0.15290576,0.48803582,0.94058687,0.36003380,17.71545026,0.09217214,1.47904137
-2.74637319,21.55842861,0.01619130,0.15379001,0.48531798,0.95582998,0.36185250,18.22618665,0.09349427,1.47482612
-2.74037019,22.07099199,0.01644161,0.15462117,0.48308010,0.97202292,0.36410451,18.70124405,0.09473700,1.47182683
-2.73436718,22.54006318,0.01662909,0.15532116,0.48128747,0.98875247,0.36668335,19.13311470,0.09586434,1.46964035
-2.72836418,22.95785924,0.01675058,0.15581776,0.47990974,1.00560303,0.36948357,19.51512496,0.09684159,1.46787606
-2.72236118,23.31770354,0.01680414,0.15604713,0.47892666,1.02216927,0.37240524,19.84162151,0.09763672,1.46617753
-2.71635818,23.61420678,0.01678906,0.15595578,0.47833336,1.03806762,0.37535757,20.10811452,0.09822167,1.46424189
-2.71035518,23.84339365,0.01670592,0.15550204,0.47814471,1.05294642,0.37826175,20.31137316,0.09857339,1.46183591
-2.70435218,24.00277208,0.01655658,0.15465684,0.47839858,1.06649452,0.38105296,20.44947138,0.09867480,1.45880834
-2.69834917,24.09134548,0.01634406,0.15340402,0.47915793,1.07844810,0.38368142,20.52178457,0.09851533,1.45509812
-2.69234617,24.10957087,0.01607250,0.15173994,0.48051159,1.08859577,0.38611266,20.52894055,0.09809132,1.45073824
-2.68634317,24.05926906,0.01574701,0.14967277,0.48257364,1.09678200,0.38832713,20.47273011,0.09740603,1.44585543
-2.68034017,23.94349469,0.01537351,0.14722123,0.48548164,1.10290888,0.39031921,20.35598467,0.09646949,1.44066585
-2.67433717,23.76637566,0.01495858,0.14441312,0.48939354,1.10693638,0.39209583,20.18242948,0.09529801,1.43546720
-2.66833417,23.53293236,0.01450926,0.14128359,0.49448363,1.10888135,0.39367492,19.95652165,0.09391359,1.43062776
-2.66233117,23.24888700,0.01403290,0.13787337,0.50093758,1.10881530,0.39508375,19.68328208,0.09234309,1.42657312
-2.65632816,22.92047310,0.01353697,0.13422697,0.50894678,1.10686124,0.39635739,19.36813017,0.09061733,1.42377096
-2.65032516,22.55425371,0.01302893,0.13039098,0.51870219,1.10318964,0.39753735,19.01672863,0.08877020,1.42271482
-2.64432216,22.15695553,0.01251608,0.12641252,0.53038794,1.09801374,0.39867055,18.63484472,0.08683760,1.42390735
-2.63831916,21.73532418,0.01200545,0.12233793,0.54417482,1.09158425,0.39980857,18.22823194,0.08485660,1.42784362
-2.63231616,21.29600351,0.01150372,0.11821171,0.56021383,1.08418356,0.40100728,17.80253485,0.08286452,1.43499497
-2.62631316,20.84544012,0.01101717,0.11407564,0.57863012,1.07611951,0.40232671,17.36321733,0.08089819,1.44579384
-2.62031016,20.38981202,0.01055164,0.10996830,0.59951724,1.06771875,0.40383120,16.91551313,0.07899324,1.46061995
-2.61430715,19.93497881,0.01011252,0.10592464,0.62293201,1.05931986,0.40558955,16.46439605,0.07718358,1.47978791
-2.60830415,19.48644973,0.00970473,0.10197589,0.64889012,1.05126604,0.40767535,16.01456589,0.07550087,1.50353663
-2.60230115,19.04936484,0.00933274,0.09814955,0.67736245,1.04389764,0.41016698,15.57044579,0.07397418,1.53202049
-2.59629815,18.62848457,0.00900064,0.09446948,0.70827235,1.03754450,0.41314755,15.13618611,0.07262966,1.56530237
-2.59029515,18.22818295,0.00871209,0.09095611,0.74149387,1.03251827,0.41670441,14.71567042,0.07149024,1.60334865
-2.58429215,17.85244049,0.00847036,0.08762657,0.77685101,1.02910472,0.42092824,14.31251948,0.07057546,1.64602614
-2.57828914,17.50483365,0.00827836,0.08449492,0.81411807,1.02755634,0.42591173,13.93009031,0.06990119,1.69310093
-2.57228614,17.18851901,0.00813863,0.08157228,0.85302122,1.02808539,0.43174778,13.57146805,0.06947946,1.74423928
-2.56628314,16.90621154,0.00805334,0.07886691,0.89324113,1.03085753,0.43852727,13.23944999,0.06931825,1.79901053
-2.56028014,16.66015776,0.00802422,0.07638429,0.93441684,1.03598641,0.44633652,12.93652205,0.06942128,1.85689208
-2.55427714,16.45210560,0.00805261,0.07412712,0.97615079,1.04352933,0.45525447,12.66482919,0.06978786,1.91727640
-2.54827414,16.28327396,0.00813936,0.07209529,1.01801496,1.05348434,0.46534981,12.42614224,0.07041273,1.97948019
-2.54227114,16.15432532,0.00828483,0.07028594,1.05955808,1.06578877,0.47667815,12.22182418,0.07128598,2.04275554
-2.53626813,16.06534541,0.00848883,0.06869341,1.10031376,1.08031965,0.48927947,12.05279940,0.07239302,2.10630305
-2.53026513,16.01583370,0.00875062,0.06730933,1.13980938,1.09689585,0.50317595,11.91952951,0.07371468,2.16928679
-2.52426213,16.00470796,0.00906889,0.06612281,1.17757566,1.11528215,0.51837033,11.82199907,0.07522741,2.23085077
-2.51825913,16.03032566,0.00944173,0.06512060,1.21315647,1.13519516,0.53484506,11.75971386,0.07690354,2.29013667
-2.51225613,16.09052378,0.00986670,0.06428746,1.24611885,1.15631094,0.55256214,11.73171397,0.07871183,2.34630241
-2.50625313,16.18267745,0.01034086,0.06360656,1.27606273,1.17827415,0.57146381,11.73660252,0.08061798,2.39854101
-2.50025013,16.30377646,0.01086085,0.06306003,1.30263019,1.20070846,0.59147408,11.77259015,0.08258534,2.44609923
-2.49424712,16.45051763,0.01142297,0.06262952,1.32551386,1.22322779,0.61250107,11.83755413,0.08457580,2.48829536
-2.48824412,16.61940939,0.01202331,0.06229684,1.34446415,1.24544805,0.63443993,11.92910989,0.08655057,2.52453550
-2.48224112,16.80688435,0.01265790,0.06204464,1.35929501,1.26699891,0.65717639,12.04469190,0.08847121,2.55432774
-2.47623812,17.00941433,0.01332282,0.06185702,1.36988803,1.28753502,0.68059054,12.18163996,0.09030054,2.57729367
-2.47023512,17.22362241,0.01401437,0.06172015,1.37619462,1.30674645,0.70456074,12.33728652,0.09200357,2.59317660
-2.46423212,17.44638576,0.01472923,0.06162276,1.37823614,1.32436763,0.72896746,12.50904034,0.09354836,2.60184637
-2.45822911,17.67492378,0.01546456,0.06155655,1.37610202,1.34018459,0.75369663,12.69446165,0.09490677,2.60330017
-2.45222611,17.90686636,0.01621812,0.06151640,1.36994583,1.35404016,0.77864242,12.89132471,0.09605505,2.59765955
-2.44622311,18.14029789,0.01698833,0.06150050,1.35997948,1.36583682,0.80370925,13.09766363,0.09697434,2.58516364
-2.44022011,18.37377412,0.01777433,0.06151020,1.34646578,1.37553716,0.82881268,13.31179870,0.09765094,2.56615872
-2.43421711,18.60631010,0.01857595,0.06154980,1.32970964,1.38316192,0.85387930,13.53234113,0.09807638,2.54108474
-2.42821411,18.83733907,0.01939366,0.06162605,1.31004827,1.38878563,0.87884546,13.75817565,0.09824736,2.51045926
-2.42221111,19.06664394,0.02022845,0.06174756,1.28784083,1.39253018,0.90365476,13.98842119,0.09816548,2.47485954
-2.41620810,19.29426422,0.02108171,0.06192407,1.26345788,1.39455654,0.92825464,14.22237184,0.09783680,2.43490343
-2.41020510,19.52038336,0.02195504,0.06216562,1.23727119,1.39505501,0.95259207,14.45942092,0.09727134,2.39123007
-2.40420210,19.74520205,0.02285001,0.06248164,1.20964415,1.39423456,0.97660854,14.69897253,0.09648242,2.34448093
-2.39819910,19.96880466,0.02376796,0.06288001,1.18092327,1.39231163,1.00023487,14.94034580,0.09548597,2.29528217
-2.39219610,20.19102630,0.02470974,0.06336621,1.15143099,1.38949902,1.02338597,15.18267754,0.09429979,2.24422886
-2.38619310,20.41132844,0.02567552,0.06394248,1.12146005,1.38599537,1.04595607,15.42482972,0.09294286,2.19187158
-2.38019010,20.62869079,0.02666459,0.06460710,1.09126953,1.38197565,1.06781467,15.66530793,0.09143467,2.13870594
-2.37418709,20.84152674,0.02767517,0.06535390,1.06108260,1.37758326,1.08880375,15.90219675,0.08979462,2.08516517
-2.36818409,21.04762829,0.02870439,0.06617183,1.03108594,1.37292393,1.10873636,16.13311732,0.08804157,2.03161590
-2.36218109,21.24414550,0.02974820,0.06704492,1.00143068,1.36806179,1.12739705,16.35521129,0.08619343,1.97835713
-2.35617809,21.42760342,0.03080143,0.06795230,0.97223473,1.36301779,1.14454409,16.56515394,0.08426694,1.92562210
-2.35017509,21.59395757,0.03185794,0.06886861,0.94358609,1.35777045,1.15991380,16.75919786,0.08227756,1.87358289
-2.34417209,21.73868715,0.03291078,0.06976456,0.91554709,1.35225895,1.17322669,16.93324686,0.08023945,1.82235716
-2.33816908,21.85692281,0.03395247,0.07060772,0.88815913,1.34638829,1.18419545,17.08295776,0.07816561,1.77201671
-2.33216608,21.94360403,0.03497533,0.07136355,0.86144762,1.34003635,1.19253444,17.20386653,0.07606810,1.72259723
-2.32616308,21.99365926,0.03597182,0.07199654,0.83542689,1.33306237,1.19797021,17.29153327,0.07395829,1.67410876
-2.32016008,22.00220053,0.03693495,0.07247145,0.81010492,1.32531637,1.20025282,17.34169947,0.07184720,1.62654625
-2.31415708,21.96472339,0.03785865,0.07275465,0.78548753,1.31664925,1.19916709,17.35045019,0.06974585,1.57989991
-2.30815408,21.87730234,0.03873819,0.07281539,0.76158199,1.30692267,1.19454360,17.31437304,0.06766555,1.53416469
-2.30215108,21.73677210,0.03957044,0.07262707,0.73840004,1.29601860,1.18626855,17.23070600,0.06561825,1.48934863
-2.29614807,21.54088556,0.04035423,0.07216832,0.71596004,1.28384776,1.17429208,17.09746660,0.06361671,1.44547990
-2.29014507,21.28844039,0.04109051,0.07142399,0.69428851,1.27035668,1.15863466,16.91355559,0.06167471,1.40261209
-2.28414207,20.97936791,0.04178245,0.07038583,0.67342097,1.25553300,1.13939096,16.67882972,0.05980706,1.36082780
-2.27813907,20.61477957,0.04243549,0.06905298,0.65340211,1.23940877,1.11673110,16.39413981,0.05802963,1.32024042
-2.27213607,20.19696868,0.04305722,0.06743219,0.63428549,1.22206156,1.09089912,16.06133194,0.05635916,1.28099417
-2.26613307,19.72936726,0.04365717,0.06553772,0.61613279,1.20361347,1.06220858,15.68321160,0.05481301,1.24326242
-2.26013007,19.21646012,0.04424651,0.06339100,0.59901270,1.18422789,1.03103551,15.26347249,0.05340891,1.20724445
-2.25412706,18.66366027,0.04483764,0.06102002,0.58299956,1.16410446,0.99780899,14.80659344,0.05216448,1.17316091
-2.24812406,18.07715167,0.04544372,0.05845852,0.56817178,1.14347226,0.96299969,14.31770832,0.05109678,1.14124809
-2.24212106,17.46370663,0.04607805,0.05574496,0.55461017,1.12258167,0.92710690,13.80245513,0.05022182,1.11175126
-2.23611806,16.83048614,0.04675351,0.05292139,0.54239611,1.10169527,0.89064454,13.26681118,0.04955400,1.08491735
-2.23011506,16.18483194,0.04748190,0.05003221,0.53160961,1.08107823,0.85412682,12.71692172,0.04910556,1.06098718
-2.22411206,15.53405908,0.04827329,0.04712293,0.52232729,1.06098853,0.81805401,12.15892925,0.04888610,1.04018746
-2.21810905,14.88525722,0.04913538,0.04423894,0.51462018,1.04166761,0.78289901,11.59881046,0.04890207,1.02272287
-2.21210605,14.24510804,0.05007296,0.04142435,0.50855148,1.02333161,0.74909513,11.04222688,0.04915636,1.00876827
-2.20610305,13.61972520,0.05108733,0.03872094,0.50417405,1.00616394,0.71702551,10.49439442,0.04964799,0.99846145
-2.20010005,13.01452148,0.05217596,0.03616727,0.50152788,0.99030918,0.68701465,9.95997551,0.05037181,0.99189650
-2.19409705,12.43410665,0.05333216,0.03379796,0.50063734,0.97586876,0.65932215,9.44299667,0.05131841,0.98911798
-2.18809405,11.88221779,0.05454491,0.03164311,0.50150846,0.96289871,0.63413881,8.94679250,0.05247410,0.99011619
-2.18209105,11.36168259,0.05579892,0.02972801,0.50412619,0.95140946,0.61158529,8.47397633,0.05382096,0.99482361
-2.17608804,10.87441455,0.05707478,0.02807288,0.50845184,0.94136800,0.59171305,8.02643632,0.05533713,1.00311278
-2.17008504,10.42143817,0.05834932,0.02669294,0.51442084,0.93270222,0.57450756,7.60535487,0.05699714,1.01479570
-2.16408204,10.00294117,0.05959616,0.02559851,0.52194093,0.92530751,0.55989352,7.21124881,0.05877235,1.02962503
-2.15807904,9.61834994,0.06078643,0.02479533,0.53089104,0.91905544,0.54774184,6.84402676,0.06063157,1.04729707
-2.15207604,9.26642442,0.06188963,0.02428493,0.54112107,0.91380424,0.53787792,6.50306042,0.06254170,1.06745674
-2.14607304,8.94536770,0.06287464,0.02406508,0.55245260,0.90941085,0.53009115,6.18726577,0.06446851,1.08970451
-2.14007004,8.65294618,0.06371081,0.02413041,0.56468086,0.90574409,0.52414491,5.89519077,0.06637741,1.11360525
-2.13406703,8.38661567,0.06436913,0.02447289,0.57757795,0.90269841,0.51978702,5.62510603,0.06823432,1.13869900
-2.12806403,8.14364915,0.06482339,0.02508249,0.59089727,0.90020778,0.51676012,5.37509529,0.07000653,1.16451324
-2.12206103,7.92126225,0.06505134,0.02594777,0.60437940,0.89825895,0.51481162,5.14314293,0.07166346,1.19057665
-2.11605803,7.71673240,0.06503574,0.02705643,0.61775892,0.89690354,0.51370306,4.92721598,0.07317752,1.21643371
-2.11005503,7.52750844,0.06476523,0.02839593,0.63077234,0.89626810,0.51321846,4.72533870,0.07452475,1.24165977
-2.10405203,7.35130717,0.06423516,0.02995398,0.64316659,0.89656164,0.51317154,4.53565797,0.07568545,1.26587603
-2.09804902,7.18619446,0.06344804,0.03171900,0.65470787,0.89807979,0.51341159,4.35649826,0.07664464,1.28876376
-2.09204602,7.03064830,0.06241383,0.03368054,0.66519035,0.90120510,0.51382779,4.18640523,0.07739245,1.31007703
-2.08604302,6.88360212,0.06115001,0.03582961,0.67444434,0.90640309,0.51435204,4.02417745,0.07792425,1.32965343
-2.08004002,6.74446708,0.05968127,0.03815889,0.68234349,0.91421355,0.51496006,3.86888589,0.07824073,1.34742196
-2.07403702,6.61313269,0.05803904,0.04066286,0.68881042,0.92523709,0.51567097,3.71988146,0.07834777,1.36340760
-2.06803402,6.48994590,0.05626075,0.04333782,0.69382062,0.94011706,0.51654518,3.57679089,0.07825612,1.37773208
-2.06203102,6.37566929,0.05438893,0.04618169,0.69740416,0.95951700,0.51768086,3.43950186,0.07798106,1.39061049
-2.05602801,6.27142020,0.05247005,0.04919379,0.69964496,0.98409434,0.51920907,3.30813832,0.07754177,1.40234369
-2.05002501,6.17859291,0.05055341,0.05237437,0.70067765,1.01447102,0.52128761,3.18302747,0.07696075,1.41330646
-2.04402201,6.09876709,0.04868986,0.05572402,0.70068196,1.05120221,0.52409394,3.06465991,0.07626302,1.42393167
-2.03801901,6.03360616,0.04693055,0.05924300,0.69987478,1.09474425,0.52781740,2.95364490,0.07547537,1.43469113
-2.03201601,5.98474997,0.04532583,0.06293036,0.69850039,1.14542316,0.53265083,2.85066258,0.07462554,1.44607365
-2.02601301,5.95370624,0.04392408,0.06678308,0.69681897,1.20340536,0.53878211,2.75641524,0.07374137,1.45856121
-2.02001001,5.94174574,0.04277089,0.07079507,0.69509427,1.26867200,0.54638570,2.67157968,0.07285001,1.47260447
-2.01400700,5.94980594,0.04190822,0.07495627,0.69358069,1.34099834,0.55561462,2.59676253,0.07197721,1.48859845
-2.00800400,5.97840755,0.04137388,0.07925176,0.69251079,1.41993957,0.56659307,2.53246038,0.07114661,1.50685983
-2.00200100,6.02758797,0.04120109,0.08366099,0.69208346,1.50482421,0.57941001,2.47902611,0.07037915,1.52760679
-1.99599800,6.09685496,0.04141829,0.08815720,0.69245369,1.59475583,0.59411387,2.43664267,0.06969266,1.55094257
-1.98999500,6.18516259,0.04204902,0.09270710,0.69372427,1.68862368,0.61070860,2.40530505,0.06910144,1.57684358
-1.98399200,6.29091099,0.04311193,0.09727077,0.69593993,1.78512215,0.62915128,2.38481077,0.06861602,1.60515268
-1.97798899,6.41196960,0.04462087,0.10180193,0.69908419,1.88277883,0.64935111,2.37475895,0.06824307,1.63557818
-1.97198599,6.54572311,0.04658500,0.10624851,0.70307902,1.97999034,0.67117007,2.37455725,0.06798536,1.66769855
-1.96598299,6.68913748,0.04900879,0.11055356,0.70778741,2.07506457,0.69442498,2.38343609,0.06784185,1.70097268
-1.95997999,6.83884298,0.05189211,0.11465646,0.71301851,2.16626793,0.71889089,2.40046878,0.06780782,1.73475538
-1.95397699,6.99123005,0.05523004,0.11849446,0.71853528,2.25187554,0.74430560,2.42459632,0.06787518,1.76831712
-1.94797399,7.14255318,0.05901271,0.12200433,0.72406399,2.33022241,0.77037512,2.45465515,0.06803268,1.80086741
-1.94197099,7.28903798,0.06322496,0.12512426,0.72930517,2.39975327,0.79677971,2.48940652,0.06826630,1.83158040
-1.93596798,7.42698637,0.06784584,0.12779580,0.73394548,2.45906903,0.82318039,2.52756583,0.06855955,1.85962172
-1.92996498,7.55287526,0.07284812,0.12996574,0.73766982,2.50696781,0.84922552,2.56783064,0.06889385,1.88417531
