energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.91595798,1.81349832,-1.96649227,0.39146910,-0.41633139,0.65736033,-0.69834603,0.00132500,-0.00225482,0.15287496,-0.17250484,0.92286394,-0.99679244,0.00000000,-0.00000000,0.52795976,-0.54410829,0.10116603,-0.10015059
-5.90995498,1.78477256,-1.92346896,0.39043366,-0.40708353,0.64844303,-0.68867227,0.00114632,-0.00192813,0.15024502,-0.16945718,0.90954585,-0.97370911,0.00000000,-0.00000000,0.52552107,-0.53722629,0.10122534,-0.09905512
-5.90395198,1.75907305,-1.88449173,0.39154369,-0.40002484,0.63945780,-0.67920413,0.00100161,-0.00164756,0.14766005,-0.16650705,0.89837549,-0.95342612,0.00000000,-0.00000000,0.52396845,-0.53170262,0.10147439,-0.09833599
-5.89794897,1.73584976,-1.84957072,0.39467413,-0.39524413,0.63025887,-0.66996434,0.00088747,-0.00140931,0.14508578,-0.16365700,0.88903021,-0.93592637,0.00000000,-0.00000000,0.52308515,-0.52749225,0.10185021,-0.09795900
-5.89194597,1.71448903,-1.81855679,0.39965864,-0.39277530,0.62068505,-0.66092690,0.00080084,-0.00120955,0.14248694,-0.16089821,0.88114891,-0.92110626,0.00000000,-0.00000000,0.52263668,-0.52450197,0.10228844,-0.09788132
-5.88594297,1.69434078,-1.79115469,0.40629430,-0.39259762,0.61056937,-0.65202113,0.00073900,-0.00104455,0.13982964,-0.15821206,0.87434580,-0.90878246,0.00000000,-0.00000000,0.52237943,-0.52259506,0.10272526,-0.09805294
-5.87993997,1.67474506,-1.76694133,0.41434669,-0.39463742,0.59974878,-0.64313791,0.00069961,-0.00091074,0.13708347,-0.15557224,0.86822406,-0.89870102,0.00000000,-0.00000000,0.52206917,-0.52159729,0.10309913,-0.09841816
-5.87393697,1.65505698,-1.74538806,0.42355523,-0.39877070,0.58807312,-0.63413756,0.00068076,-0.00080482,0.13422327,-0.15294706,0.86238875,-0.89054851,0.00000000,-0.00000000,0.52146886,-0.52130411,0.10335249,-0.09891734
-5.86793397,1.63466899,-1.72588589,0.43363863,-0.40482684,0.57541311,-0.62485911,0.00068097,-0.00072377,0.13123035,-0.15030194,0.85645877,-0.88396463,0.00000000,-0.00000000,0.52035567,-0.52148851,0.10343324,-0.09948859
-5.86193097,1.61302980,-1.70777242,0.44430033,-0.41259297,0.56166690,-0.61513022,0.00069920,-0.00066497,0.12809322,-0.14760187,0.85007720,-0.87855565,0.00000000,-0.00000000,0.51852699,-0.52190934,0.10329590,-0.10006963
-5.85592796,1.58965943,-1.69035908,0.45523395,-0.42181906,0.54676509,-0.60477731,0.00073483,-0.00062616,0.12480782,-0.14481365,0.84292014,-0.87390833,0.00000000,-0.00000000,0.51580522,-0.52231964,0.10290264,-0.10059949
-5.84992496,1.56416005,-1.67295757,0.46612877,-0.43222354,0.53067383,-0.59363527,0.00078765,-0.00060548,0.12137720,-0.14190788,0.83470349,-0.86960351,0.00000000,-0.00000000,0.51204132,-0.52247470,0.10222390,-0.10102016
-5.84392196,1.53622280,-1.65490446,0.47667499,-0.44349925,0.51339627,-0.58155638,0.00085783,-0.00060150,0.11781084,-0.13886054,0.82518798,-0.86522909,0.00000000,-0.00000000,0.50711716,-0.52213955,0.10123886,-0.10127814
-5.83791896,1.50563056,-1.63558293,0.48656907,-0.45531980,0.49497213,-0.56841794,0.00094591,-0.00061319,0.11412355,-0.13565409,0.81418230,-0.86039179,0.00000000,-0.00000000,0.50094667,-0.52109563,0.09993549,-0.10132570
-5.83191596,1.47225717,-1.61444107,0.49551892,-0.46734605,0.47547579,-0.55412829,0.00105269,-0.00063995,0.11033415,-0.13227804,0.80154451,-0.85472763,0.00000000,-0.00000000,0.49347596,-0.51914644,0.09831045,-0.10112201
-5.82591296,1.43606362,-1.59100630,0.50324895,-0.47923282,0.45501298,-0.53863112,0.00117922,-0.00068157,0.10646409,-0.12872913,0.78718188,-0.84791052,0.00000000,-0.00000000,0.48468244,-0.51612216,0.09636869,-0.10063397
-5.81990995,1.39709174,-1.56489573,0.50950508,-0.49063565,0.43371640,-0.52190783,0.00132674,-0.00073821,0.10253596,-0.12501095,0.77104940,-0.83965921,0.00000000,-0.00000000,0.47457323,-0.51188304,0.09412284,-0.09983683
-5.81390695,1.35545602,-1.53582245,0.51405935,-0.50121758,0.41174050,-0.50397819,0.00149653,-0.00081040,0.09857214,-0.12113327,0.75314729,-0.82974231,0.00000000,-0.00000000,0.46318293,-0.50632168,0.09159245,-0.09871445
-5.80790395,1.31133426,-1.50359795,0.51671446,-0.51065585,0.38925591,-0.48489910,0.00168989,-0.00089897,0.09459368,-0.11711102,0.73351747,-0.81798146,0.00000000,-0.00000000,0.45057095,-0.49936416,0.08880302,-0.09725942
-5.80190095,1.26495741,-1.46813117,0.51730768,-0.51864850,0.36644355,-0.46476194,0.00190801,-0.00100503,0.09061930,-0.11296311,0.71223958,-0.80425284,0.00000000,-0.00000000,0.43681847,-0.49097021,0.08578501,-0.09547283
-5.79589795,1.21659935,-1.42942453,0.51571434,-0.52492058,0.34348892,-0.44368866,0.00215186,-0.00112989,0.08666482,-0.10871115,0.68942646,-0.78848713,0.00000000,-0.00000000,0.42202533,-0.48113248,0.08257269,-0.09336385
-5.78989495,1.16656679,-1.38756751,0.51185061,-0.52923004,0.32057670,-0.42182678,0.00242206,-0.00127501,0.08274284,-0.10437819,0.66521935,-0.77066799,0.00000000,-0.00000000,0.40630673,-0.46987495,0.07920303,-0.09094914
-5.78389195,1.11518963,-1.34272836,0.50567544,-0.53137302,0.29788585,-0.39934385,0.00271881,-0.00144191,0.07886266,-0.09998760,0.63978303,-0.75082945,0.00000000,-0.00000000,0.38979000,-0.45725083,0.07571454,-0.08825201
-5.77788894,1.06281210,-1.29514445,0.49719165,-0.53118839,0.27558534,-0.37642151,0.00304176,-0.00163210,0.07503060,-0.09556200,0.61330087,-0.72905227,0.00000000,-0.00000000,0.37261139,-0.44333983,0.07214617,-0.08530152
-5.77188594,1.00978460,-1.24511175,0.48644585,-0.52856145,0.25383064,-0.35324950,0.00338990,-0.00184696,0.07125042,-0.09112258,0.58596998,-0.70545941,0.00000000,-0.00000000,0.35491301,-0.42824509,0.06853625,-0.08213142
-5.76588294,0.95645651,-1.19297388,0.47352738,-0.52342654,0.23276103,-0.33001986,0.00376151,-0.00208763,0.06752397,-0.08668853,0.55799645,-0.68021099,0.00000000,-0.00000000,0.33683992,-0.41208980,0.06492155,-0.07877904
-5.75987994,0.90316971,-1.13911104,0.45856610,-0.51576850,0.21249757,-0.30692152,0.00415406,-0.00235493,0.06385191,-0.08227679,0.52959081,-0.65349870,0.00000000,-0.00000000,0.31853728,-0.39501366,0.06133643,-0.07528411
-5.75387694,0.85025305,-1.08392915,0.44172901,-0.50562281,0.19314194,-0.28413556,0.00456421,-0.00264920,0.06023442,-0.07790201,0.50096368,-0.62553980,0.00000000,-0.00000000,0.30014782,-0.37716915,0.05781213,-0.07168764
-5.74787394,0.79801748,-1.02784936,0.42321597,-0.49307446,0.17477591,-0.26183108,0.00498781,-0.00297025,0.05667195,-0.07357671,0.47232171,-0.59657109,0.00000000,-0.00000000,0.28180947,-0.35871784,0.05437617,-0.06803074
-5.74187094,0.74675203,-0.97129812,0.40325439,-0.47825540,0.15746142,-0.24016188,0.00541989,-0.00331721,0.05316577,-0.06931159,0.44386380,-0.56684260,0.00000000,-0.00000000,0.26365312,-0.33982664,0.05105196,-0.06435360
-5.73586793,0.69672034,-0.91469795,0.38209331,-0.46134075,0.14124123,-0.21926394,0.00585475,-0.00368849,0.04971847,-0.06511592,0.41577778,-0.53661143,0.00000000,-0.00000000,0.24580079,-0.32066422,0.04785853,-0.06069448
-5.72986493,0.64815801,-0.85845891,0.35999689,-0.44254372,0.12613992,-0.19925366,0.00628609,-0.00408168,0.04633427,-0.06099806,0.38823738,-0.50613574,0.00000000,-0.00000000,0.22836394,-0.30139747,0.04481041,-0.05708885
-5.72386193,0.60127049,-0.80297098,0.33723759,-0.42210962,0.11216531,-0.18022690,0.00670709,-0.00449355,0.04301910,-0.05696578,0.36139984,-0.47566893,0.00000000,-0.00000000,0.21144212,-0.28218826,0.04191772,-0.05356860
-5.71785893,0.55623175,-0.74859730,0.31408938,-0.40030895,0.09931012,-0.16225864,0.00711063,-0.00491999,0.03978057,-0.05302678,0.33540390,-0.44545434,0.00000000,-0.00000000,0.19512200,-0.26319042,0.03918629,-0.05016152
-5.71185593,0.51318355,-0.69566840,0.29082110,-0.37742992,0.08755372,-0.14540330,0.00748948,-0.00535611,0.03662779,-0.04918887,0.31036843,-0.41572037,0.00000000,-0.00000000,0.17947660,-0.24454700,0.03661806,-0.04689083
-5.70585293,0.47223553,-0.64447751,0.26769027,-0.35377070,0.07686405,-0.12969552,0.00783646,-0.00579625,0.03357098,-0.04546022,0.28639167,-0.38667625,0.00000000,-0.00000000,0.16456502,-0.22638800,0.03421144,-0.04377491
-5.69984992,0.43346588,-0.59527695,0.24493757,-0.32963162,0.06719959,-0.11515144,0.00814474,-0.00623408,0.03062106,-0.04184941,0.26355105,-0.35850855,0.00000000,-0.00000000,0.15043244,-0.20882845,0.03196187,-0.04082725
-5.69384692,0.39692278,-0.54827567,0.22278209,-0.30530764,0.05851120,-0.10177019,0.00840804,-0.00666277,0.02778916,-0.03836532,0.24190357,-0.33137849,0.00000000,-0.00000000,0.13711046,-0.19196698,0.02986239,-0.03805646
-5.68784392,0.36262650,-0.50363803,0.20141766,-0.28108136,0.05074402,-0.08953576,0.00862082,-0.00707515,0.02508606,-0.03501706,0.22148684,-0.30542015,0.00000000,-0.00000000,0.12461782,-0.17588492,0.02790425,-0.03546655
-5.68184092,0.33057204,-0.46148374,0.18101007,-0.25721679,0.04383919,-0.07841894,0.00877852,-0.00746386,0.02252176,-0.03181362,0.20232050,-0.28073952,0.00000000,-0.00000000,0.11296134,-0.16064587,0.02607758,-0.03305730
-5.67583792,0.30073238,-0.42188904,0.16169550,-0.23395406,0.03773546,-0.06837934,0.00887772,-0.00782163,0.02010497,-0.02876362,0.18440822,-0.25741452,0.00000000,-0.00000000,0.10213713,-0.14629578,0.02437199,-0.03082469
-5.66983492,0.27306205,-0.38488893,0.14357992,-0.21150529,0.03237070,-0.05936750,0.00891626,-0.00814148,0.01784274,-0.02587496,0.16773994,-0.23549583,0.00000000,-0.00000000,0.09213205,-0.13286355,0.02277721,-0.02876157
-5.66383192,0.24750108,-0.35048048,0.12673958,-0.19005157,0.02768319,-0.05132691,0.00889337,-0.00841693,0.01574020,-0.02315448,0.15229445,-0.21500857,0.00000000,-0.00000000,0.08292525,-0.12036204,0.02128361,-0.02685824
-5.65782891,0.22397907,-0.31862700,0.11122231,-0.16974122,0.02361279,-0.04419595,0.00880969,-0.00864227,0.01380038,-0.02060763,0.13804209,-0.19595462,0.00000000,-0.00000000,0.07448979,-0.10878949,0.01988270,-0.02510322
-5.65182591,0.20241937,-0.28926296,0.09704971,-0.15068919,0.02010196,-0.03790979,0.00866731,-0.00881273,0.01202408,-0.01823824,0.12494752,-0.17831556,0.00000000,-0.00000000,0.06679433,-0.09813121,0.01856759,-0.02348391
-5.64582291,0.18274308,-0.26229938,0.08421984,-0.13297763,0.01709660,-0.03240200,0.00846969,-0.00892467,0.01040999,-0.01604834,0.11297247,-0.16205610,0.00000000,-0.00000000,0.05980471,-0.08836160,0.01733325,-0.02198734
-5.63981991,0.16487297,-0.23762964,0.07271048,-0.11665740,0.01454673,-0.02760617,0.00822158,-0.00897574,0.00895471,-0.01403801,0.10207837,-0.14712763,0.00000000,-0.00000000,0.05348556,-0.07944623,0.01617685,-0.02060081
-5.63381691,0.14873702,-0.21513532,0.06248265,-0.10175045,0.01240706,-0.02345722,0.00792893,-0.00896496,0.00765301,-0.01220538,0.09222878,-0.13347215,0.00000000,-0.00000000,0.04780169,-0.07134407,0.01509787,-0.01931252
-5.62781391,0.13427169,-0.19469200,0.05348424,-0.08825291,0.01063741,-0.01989259,0.00759867,-0.00889281,0.00649808,-0.01054668,0.08339159,-0.12102599,0.00000000,-0.00000000,0.04271936,-0.06400965,0.01409821,-0.01811211
-5.62181091,0.12142466,-0.17617483,0.04565369,-0.07613863,0.00920305,-0.01685321,0.00723859,-0.00876122,0.00548178,-0.00905636,0.07554095,-0.10972347,0.00000000,-0.00000000,0.03820740,-0.05739515,0.01318225,-0.01699111
-5.61580790,0.11015720,-0.15946357,0.03892347,-0.06536302,0.00807484,-0.01428436,0.00685712,-0.00857353,0.00459504,-0.00772729,0.06865885,-0.09950037,0.00000000,-0.00000000,0.03423809,-0.05145235,0.01235676,-0.01594330
-5.60980490,0.10044601,-0.14444720,0.03322335,-0.05586707,0.00722936,-0.01213625,0.00646312,-0.00833442,0.00382814,-0.00655098,0.06273640,-0.09029693,0.00000000,-0.00000000,0.03078788,-0.04613438,0.01163086,-0.01496499
-5.60380190,0.09228458,-0.13102781,0.02848332,-0.04758133,0.00664896,-0.01036458,0.00606568,-0.00804980,0.00317106,-0.00551789,0.05777475,-0.08206054,0.00000000,-0.00000000,0.02783791,-0.04139720,0.01101586,-0.01405520
-5.59779890,0.08568407,-0.11912384,0.02463612,-0.04042965,0.00632164,-0.00893082,0.00567395,-0.00772663,0.00261376,-0.00461770,0.05378571,-0.07474792,0.00000000,-0.00000000,0.02537431,-0.03720086,0.01052508,-0.01321570
-5.59179590,0.08067367,-0.10867255,0.02161930,-0.03433278,0.00624095,-0.00780245,0.00529698,-0.00737275,0.00214655,-0.00383958,0.05079198,-0.06832691,0.00000000,-0.00000000,0.02338841,-0.03351048,0.01017365,-0.01245106
-5.58579290,0.07730052,-0.09963181,0.01937690,-0.02921146,0.00640576,-0.00695305,0.00494352,-0.00699668,0.00176024,-0.00317256,0.04882708,-0.06277763,0.00000000,-0.00000000,0.02187666,-0.03029689,0.00997828,-0.01176857
-5.57978989,0.07562916,-0.09198116,0.01786056,-0.02498917,0.00682000,-0.00636229,0.00462196,-0.00660742,0.00144647,-0.00260570,0.04793495,-0.05809336,0.00000000,-0.00000000,0.02084049,-0.02753715,0.00995697,-0.01117809
-5.57378689,0.07574050,-0.08572227,0.01703033,-0.02159436,0.00749233,-0.00601585,0.00434019,-0.00621422,0.00119782,-0.00212840,0.04816922,-0.05428084,0.00000000,-0.00000000,0.02028599,-0.02521465,0.01012872,-0.01069188
-5.56778389,0.07773030,-0.08087870,0.01685490,-0.01896223,0.00843571,-0.00590523,0.00410556,-0.00582642,0.00100805,-0.00173062,0.04959211,-0.05136024,0.00000000,-0.00000000,0.02022347,-0.02331920,0.01051316,-0.01032438
-5.56178089,0.08170729,-0.07749523,0.01731162,-0.01703603,0.00966695,-0.00602750,0.00392482,-0.00545322,0.00087219,-0.00140300,0.05227313,-0.04936471,0.00000000,-0.00000000,0.02066691,-0.02184671,0.01113019,-0.01009191
-5.55577789,0.08779076,-0.07563655,0.01838607,-0.01576783,0.01120621,-0.00638497,0.00380410,-0.00510357,0.00078671,-0.00113707,0.05628730,-0.04833960,0.00000000,-0.00000000,0.02163327,-0.02079890,0.01199954,-0.01001240
-5.54977489,0.09610781,-0.07538557,0.02007142,-0.01511896,0.01307633,-0.00698485,0.00374891,-0.00478597,0.00074958,-0.00092534,0.06171324,-0.04834133,0.00000000,-0.00000000,0.02314177,-0.02018271,0.01314029,-0.01010501
-5.54377189,0.10679015,-0.07684126,0.02236752,-0.01506003,0.01530228,-0.00783875,0.00376414,-0.00450842,0.00076041,-0.00076139,0.06863085,-0.04943597,0.00000000,-0.00000000,0.02521305,-0.02000967,0.01457036,-0.01038979
-5.53776888,0.11997067,-0.08011608,0.02527987,-0.01557054,0.01791042,-0.00896222,0.00385409,-0.00427827,0.00082052,-0.00063998,0.07711889,-0.05169751,0.00000000,-0.00000000,0.02786825,-0.02029517,0.01630595,-0.01088726
-5.53176588,0.13577966,-0.08533309,0.02881847,-0.01663829,0.02092781,-0.01037417,0.00402246,-0.00410220,0.00093303,-0.00055706,0.08725229,-0.05520591,0.00000000,-0.00000000,0.03112814,-0.02105758,0.01836096,-0.01161794
-5.52576288,0.15434098,-0.09262264,0.03299660,-0.01825847,0.02438146,-0.01209625,0.00427242,-0.00398616,0.00110293,-0.00050987,0.09909942,-0.06004479,0.00000000,-0.00000000,0.03501215,-0.02231739,0.02074637,-0.01260188
-5.51975988,0.17576811,-0.10211883,0.03782962,-0.02043265,0.02829765,-0.01415216,0.00460660,-0.00393535,0.00133718,-0.00049694,0.11271929,-0.06629903,0.00000000,-0.00000000,0.03953752,-0.02409620,0.02346967,-0.01385814
-5.51375688,0.20016037,-0.11395570,0.04333383,-0.02316759,0.03270118,-0.01656698,0.00502709,-0.00395421,0.00164474,-0.00051819,0.12815893,-0.07405209,0.00000000,-0.00000000,0.04471838,-0.02641578,0.02653425,-0.01540418
-5.50775388,0.22759929,-0.12826323,0.04952550,-0.02647394,0.03761479,-0.01936638,0.00553547,-0.00404644,0.00203666,-0.00057498,0.14545082,-0.08338322,0.00000000,-0.00000000,0.05056505,-0.02929703,0.02993896,-0.01725536
-5.50175088,0.25814545,-0.14516331,0.05641991,-0.03036502,0.04305856,-0.02257590,0.00613281,-0.00421497,0.00252603,-0.00067012,0.16461081,-0.09436458,0.00000000,-0.00000000,0.05708337,-0.03275901,0.03367762,-0.01942424
-5.49574787,0.29183579,-0.16476571,0.06403074,-0.03485558,0.04904946,-0.02622015,0.00681964,-0.00446204,0.00312807,-0.00080805,0.18563626,-0.10705843,0.00000000,-0.00000000,0.06427424,-0.03681803,0.03773872,-0.02192007
-5.48974487,0.32868155,-0.18716427,0.07236952,-0.03996064,0.05560101,-0.03032216,0.00759595,-0.00478918,0.00385997,-0.00099482,0.20850486,-0.12151437,0.00000000,-0.00000000,0.07213328,-0.04148674,0.04210528,-0.02474813
-5.48374187,0.36866693,-0.21243337,0.08144537,-0.04569453,0.06272306,-0.03490263,0.00846114,-0.00519727,0.00474085,-0.00123824,0.23317391,-0.13776680,0.00000000,-0.00000000,0.08065075,-0.04677344,0.04675480,-0.02790927
-5.47773887,0.41174852,-0.24062490,0.09126495,-0.05207009,0.07042177,-0.03997941,0.00941400,-0.00568654,0.00579157,-0.00154797,0.25958028,-0.15583277,0.00000000,-0.00000000,0.08981161,-0.05268144,0.05165946,-0.03139942
-5.47173587,0.45785549,-0.27176590,0.10183246,-0.05909806,0.07869964,-0.04556700,0.01045262,-0.00625661,0.00703443,-0.00193558,0.28764108,-0.17571017,0.00000000,-0.00000000,0.09959580,-0.05920870,0.05678644,-0.03520924
-5.46573287,0.50689050,-0.30585693,0.11314996,-0.06678683,0.08755572,-0.05167620,0.01157439,-0.00690655,0.00849286,-0.00241462,0.31725480,-0.19737661,0.00000000,-0.00000000,0.10997867,-0.06634761,0.06209851,-0.03932393
-5.45972986,0.55873121,-0.34287130,0.12521758,-0.07514232,0.09698595,-0.05831398,0.01277589,-0.00763489,0.01019101,-0.00300067,0.34830322,-0.22078878,0.00000000,-0.00000000,0.12093159,-0.07408504,0.06755474,-0.04372315
-5.45372686,0.61323225,-0.38275532,0.13803386,-0.08416820,0.10698352,-0.06548337,0.01405280,-0.00843965,0.01215312,-0.00371138,0.38065360,-0.24588268,0.00000000,-0.00000000,0.13242256,-0.08240265,0.07311136,-0.04838111
-5.44772386,0.67022749,-0.42542943,0.15159597,-0.09386636,0.11753932,-0.07318370,0.01539985,-0.00931840,0.01440299,-0.00456634,0.41416133,-0.27257440,0.00000000,-0.00000000,0.14441695,-0.09127738,0.07872277,-0.05326690
-5.44172086,0.72953232,-0.47079023,0.16589978,-0.10423749,0.12864237,-0.08141089,0.01681068,-0.01026826,0.01696319,-0.00558704,0.44867269,-0.30076180,0.00000000,-0.00000000,0.15687815,-0.10068220,0.08434264,-0.05834499
-5.43571786,0.79094585,-0.51871339,0.18093969,-0.11528187,0.14028014,-0.09015788,0.01827779,-0.01128594,0.01985427,-0.00679667,0.48402767,-0.33032666,0.00000000,-0.00000000,0.16976817,-0.11058708,0.08992502,-0.06357585
-5.42971486,0.85425262,-0.56905704,0.19670820,-0.12700016,0.15243885,-0.09941527,0.01979241,-0.01236777,0.02309389,-0.00821979,0.52006252,-0.36113758,0.00000000,-0.00000000,0.18304805,-0.12096001,0.09542545,-0.06891685
-5.42371186,0.91922381,-0.62166568,0.21319510,-0.13939418,0.16510351,-0.10917192,0.02134448,-0.01350968,0.02669592,-0.00988201,0.55661207,-0.39305310,0.00000000,-0.00000000,0.19667811,-0.13176813,0.10080203,-0.07432320
-5.41770885,0.98561766,-0.67637404,0.23038627,-0.15246746,0.17825785,-0.11941568,0.02292248,-0.01470719,0.03066953,-0.01180946,0.59351138,-0.42592521,0.00000000,-0.00000000,0.21061792,-0.14297886,0.10601629,-0.07974905
-5.41170585,1.05317916,-0.73301080,0.24826211,-0.16622565,0.19188393,-0.13013401,0.02451353,-0.01595538,0.03501826,-0.01402818,0.63059692,-0.45960282,0.00000000,-0.00000000,0.22482601,-0.15456084,0.11103402,-0.08514866
-5.40570285,1.12163881,-0.79140179,0.26679565,-0.18067644,0.20596154,-0.14131456,0.02610326,-0.01724887,0.03973919,-0.01656342,0.66770696,-0.49393497,0.00000000,-0.00000000,0.23925940,-0.16648484,0.11582577,-0.09047749
-5.39969985,1.19071065,-0.85137222,0.28595028,-0.19582908,0.22046730,-0.15294553,0.02767595,-0.01858168,0.04482224,-0.01943880,0.70468123,-0.52877379,0.00000000,-0.00000000,0.25387274,-0.17872423,0.12036725,-0.09569338
-5.39369685,1.26008975,-0.91274792,0.30567741,-0.21169339,0.23537357,-0.16501590,0.02921461,-0.01994721,0.05024951,-0.02267539,0.74135994,-0.56397662,0.00000000,-0.00000000,0.26861740,-0.19125521,0.12463936,-0.10075754
-5.38769385,1.32944924,-0.97535518,0.32591401,-0.22827813,0.25064713,-0.17751531,0.03070112,-0.02133809,0.05599493,-0.02629074,0.77758218,-0.59940752,0.00000000,-0.00000000,0.28344035,-0.20405667,0.12862809,-0.10563538
-5.38169085,1.39843735,-1.03901914,0.34658030,-0.24558886,0.26624767,-0.19043369,0.03211653,-0.02274612,0.06202397,-0.03029781,0.81318394,-0.63493773,0.00000000,-0.00000000,0.29828304,-0.21710954,0.13232410,-0.11029723
-5.37568784,1.46667478,-1.10356078,0.36757772,-0.26362524,0.28212633,-0.20376053,0.03344129,-0.02416209,0.06829380,-0.03470396,0.84799581,-0.67044523,0.00000000,-0.00000000,0.31308034,-0.23039583,0.13572219,-0.11471877
-5.36968484,1.53375281,-1.16879251,0.38878744,-0.28237793,0.29822419,-0.21748383,0.03465569,-0.02557577,0.07475353,-0.03950995,0.88184085,-0.70581321,0.00000000,-0.00000000,0.32775968,-0.24389719,0.13882054,-0.11888125
-5.36368184,1.59923256,-1.23451271,0.41006956,-0.30182512,0.31447102,-0.23158880,0.03574029,-0.02697576,0.08134487,-0.04470899,0.91453265,-0.74092774,0.00000000,-0.00000000,0.34224045,-0.25759327,0.14161984,-0.12277142
-5.35767884,1.66264596,-1.30049950,0.43126317,-0.32192900,0.33078424,-0.24605622,0.03667637,-0.02834954,0.08800304,-0.05028596,0.94587407,-0.77567465,0.00000000,-0.00000000,0.35643387,-0.27145973,0.14412245,-0.12638124
-5.35167584,1.72349857,-1.36650414,0.45218754,-0.34263233,0.34706840,-0.26086071,0.03744650,-0.02968344,0.09465801,-0.05621685,0.97565683,-0.80993583,0.00000000,-0.00000000,0.37024333,-0.28546625,0.14633150,-0.12970735
-5.34567284,1.78127475,-1.43224484,0.47264437,-0.36385536,0.36321517,-0.27596888,0.03803505,-0.03096274,0.10123598,-0.06246832,1.00366221,-0.84358545,0.00000000,-0.00000000,0.38356539,-0.29957457,0.14825010,-0.13275037
