energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Te_p_up,Te_d_up
-5.88594297,0.89984098,0.09307285,0.78551339,0.00448658,0.00707903,0.05967848,0.02973996,0.07940217,0.00000000
-5.87993997,0.90420898,0.10292414,0.77513743,0.00503345,0.00764026,0.06763414,0.03355934,0.08639641,0.00000000
-5.87393697,0.91905535,0.11430677,0.77332415,0.00563154,0.00839908,0.07647982,0.03793896,0.09456448,0.00000000
-5.86793397,0.94495598,0.12731099,0.78056651,0.00628223,0.00936595,0.08623217,0.04290700,0.10395964,0.00000000
-5.86193097,0.98232474,0.14200893,0.79721974,0.00698620,0.01055011,0.09689363,0.04848428,0.11461769,0.00000000
-5.85592796,1.03139948,0.15845032,0.82349206,0.00774327,0.01195920,0.10845057,0.05468293,0.12655450,0.00000000
-5.84992496,1.09222989,0.17665817,0.85943711,0.00855223,0.01359880,0.12087160,0.06150491,0.13976380,0.00000000
-5.84392196,1.16466773,0.19662465,0.90494828,0.00941061,0.01547193,0.13410629,0.06894090,0.15421527,0.00000000
-5.83791896,1.24835966,0.21830745,0.95975511,0.01031455,0.01757859,0.14808417,0.07696917,0.16985316,0.00000000
-5.83191596,1.34274339,0.24162671,1.02342203,0.01125868,0.01991526,0.16271422,0.08555483,0.18659543,0.00000000
-5.82591296,1.44704743,0.26646279,1.09534986,0.01223599,0.02247451,0.17788493,0.09464938,0.20433358,0.00000000
-5.81990995,1.56029527,0.29265507,1.17478036,0.01323783,0.02524459,0.19346495,0.10419063,0.22293310,0.00000000
-5.81390695,1.68131434,0.32000199,1.26080426,0.01425390,0.02820925,0.20930434,0.11410301,0.24223483,0.00000000
-5.80790395,1.80875020,0.34826244,1.35237290,0.01527237,0.03134757,0.22523649,0.12429841,0.26205699,0.00000000
-5.80190095,1.94108615,0.37715855,1.44831391,0.01628002,0.03463402,0.24108079,0.13467739,0.28219811,0.00000000
-5.79589795,2.07666830,0.40638007,1.54735062,0.01726247,0.03803869,0.25664583,0.14513091,0.30244066,0.00000000
-5.78989495,2.21373582,0.43559001,1.64812530,0.01820452,0.04152763,0.27173318,0.15554244,0.32255533,0.00000000
-5.78389195,2.35045570,0.46443172,1.74922561,0.01909050,0.04506343,0.28614173,0.16579047,0.34230601,0.00000000
-5.77788894,2.48496131,0.49253697,1.84921376,0.01990466,0.04860593,0.29967231,0.17575129,0.36145497,0.00000000
-5.77188594,2.61539349,0.51953483,1.94665753,0.02063168,0.05211307,0.31213253,0.18530193,0.37976845,0.00000000
-5.76588294,2.73994286,0.54506113,2.04016206,0.02125713,0.05554185,0.32334172,0.19432323,0.39702216,0.00000000
-5.75987994,2.85689179,0.56876792,2.12840142,0.02176791,0.05884940,0.33313566,0.20270283,0.41300665,0.00000000
-5.75387694,2.96465451,0.59033265,2.21014868,0.02215273,0.06199398,0.34137101,0.21033801,0.42753220,0.00000000
-5.74787394,3.06181372,0.60946674,2.28430338,0.02240250,0.06493611,0.34792931,0.21713825,0.44043320,0.00000000
-5.74187094,3.14715230,0.62592300,2.34991534,0.02251070,0.06763954,0.35272017,0.22302742,0.45157170,0.00000000
-5.73586793,3.21967890,0.63950177,2.40620383,0.02247358,0.07007212,0.35568383,0.22794550,0.46084006,0.00000000
-5.72986493,3.27864664,0.65005536,2.45257161,0.02229037,0.07220660,0.35679262,0.23184974,0.46816261,0.00000000
-5.72386193,3.32356412,0.65749082,2.48861332,0.02196334,0.07402122,0.35605163,0.23471536,0.47349635,0.00000000
-5.71785893,3.35419889,0.66177080,2.51411816,0.02149771,0.07550014,0.35349822,0.23653560,0.47683054,0.00000000
-5.71185593,3.37057351,0.66291259,2.52906712,0.02090154,0.07663363,0.34920067,0.23732131,0.47818545,0.00000000
-5.70585293,3.37295482,0.66098558,2.53362520,0.02018544,0.07741813,0.34325587,0.23710005,0.47761031,0.00000000
-5.69984992,3.36183747,0.65610717,2.52812942,0.01936227,0.07785607,0.33578623,0.23591483,0.47518051,0.00000000
-5.69384692,3.33792274,0.64843746,2.51307338,0.01844670,0.07795557,0.32693596,0.23382250,0.47099444,0.00000000
-5.68784392,3.30209411,0.63817314,2.48908944,0.01745475,0.07772997,0.31686683,0.23089203,0.46517001,0.00000000
-5.68184092,3.25539084,0.62554077,2.45692947,0.01640332,0.07719725,0.30575371,0.22720264,0.45784100,0.00000000
-5.67583792,3.19898073,0.61078984,2.41744511,0.01530969,0.07637937,0.29377999,0.22284189,0.44915362,0.00000000
-5.66983492,3.13413334,0.59418598,2.37156827,0.01419099,0.07530159,0.28113301,0.21790399,0.43926311,0.00000000
-5.66383192,3.06219435,0.57600446,2.32029256,0.01306380,0.07399168,0.26799988,0.21248810,0.42833078,0.00000000
-5.65782891,2.98456167,0.55652427,2.26465586,0.01194372,0.07247928,0.25456357,0.20669684,0.41652138,0.00000000
-5.65182591,2.90266367,0.53602295,2.20572442,0.01084504,0.07079511,0.24099958,0.20063505,0.40400080,0.00000000
-5.64582291,2.81793941,0.51477211,2.14457826,0.00978044,0.06897038,0.22747317,0.19440866,0.39093421,0.00000000
-5.63981991,2.73182068,0.49303383,2.08229763,0.00876082,0.06703613,0.21413716,0.18812366,0.37748450,0.00000000
-5.63381691,2.64571552,0.47105772,2.01995040,0.00779519,0.06502274,0.20113047,0.18188529,0.36381094,0.00000000
-5.62781391,2.56099258,0.44907874,1.95857972,0.00689062,0.06295938,0.18857714,0.17579713,0.35006800,0.00000000
-5.62181091,2.47896601,0.42731546,1.89919179,0.00605225,0.06087363,0.17658600,0.16996031,0.33640428,0.00000000
-5.61580790,2.40088034,0.40596884,1.84274329,0.00528342,0.05879112,0.16525078,0.16447258,0.32296142,0.00000000
-5.60980490,2.32789521,0.38522134,1.79012840,0.00458579,0.05673521,0.15465065,0.15942731,0.30987293,0.00000000
-5.60380190,2.26106982,0.36523620,1.74216542,0.00395950,0.05472681,0.14485108,0.15491242,0.29726305,0.00000000
-5.59779890,2.20134738,0.34615692,1.69958317,0.00340344,0.05278419,0.13590500,0.15100918,0.28524544,0.00000000
-5.59179590,2.14953993,0.32810693,1.66300756,0.00291539,0.05092291,0.12785410,0.14779094,0.27392192,0.00000000
-5.58579290,2.10631424,0.31118929,1.63294901,0.00249232,0.04915582,0.12073024,0.14532187,0.26338124,0.00000000
-5.57978989,2.07217961,0.29548662,1.60979129,0.00213058,0.04749309,0.11455697,0.14365569,0.25369796,0.00000000
-5.57378689,2.04747843,0.28106126,1.59378277,0.00182611,0.04594245,0.10935103,0.14283455,0.24493160,0.00000000
-5.56778389,2.03238047,0.26795562,1.58503061,0.00157465,0.04450931,0.10512384,0.14288815,0.23712610,0.00000000
-5.56178089,2.02688170,0.25619300,1.58349883,0.00137190,0.04319719,0.10188297,0.14383306,0.23030969,0.00000000
-5.55577789,2.03080841,0.24577869,1.58901078,0.00121369,0.04200801,0.09963349,0.14567248,0.22449526,0.00000000
-5.54977489,2.04382686,0.23670157,1.60125633,0.00109604,0.04094258,0.09837926,0.14839643,0.21968132,0.00000000
-5.54377189,2.06545885,0.22893617,1.61980398,0.00101534,0.04000106,0.09812411,0.15198232,0.21585341,0.00000000
-5.53776888,2.09510268,0.22244513,1.64411769,0.00096833,0.03918350,0.09887282,0.15639608,0.21298611,0.00000000
-5.53176588,2.13205919,0.21718198,1.67357800,0.00095221,0.03849029,0.10063197,0.16159372,0.21104548,0.00000000
-5.52576288,2.17556172,0.21309434,1.70750666,0.00096462,0.03792265,0.10341048,0.16752327,0.20999183,0.00000000
-5.51975988,2.22480884,0.21012710,1.74519375,0.00100368,0.03748306,0.10722002,0.17412708,0.20978275,0.00000000
-5.51375688,2.27899827,0.20822575,1.78592616,0.00106791,0.03717556,0.11207496,0.18134431,0.21037617,0.00000000
-5.50775388,2.33736046,0.20733951,1.82901594,0.00115627,0.03700601,0.11799209,0.18911354,0.21173336,0.00000000
-5.50175088,2.39918993,0.20742417,1.87382722,0.00126808,0.03698217,0.12498996,0.19737531,0.21382160,0.00000000
-5.49574787,2.46387270,0.20844445,1.91980015,0.00140296,0.03711370,0.13308775,0.20607445,0.21661648,0.00000000
-5.48974487,2.53090833,0.21037583,1.96647076,0.00156076,0.03741194,0.14230386,0.21516210,0.22010357,0.00000000
-5.48374187,2.59992518,0.21320560,2.01348544,0.00174152,0.03788967,0.15265404,0.22459723,0.22427945,0.00000000
-5.47773887,2.67068792,0.21693322,2.06060923,0.00194534,0.03856063,0.16414925,0.23434755,0.22915189,0.00000000
-5.47173587,2.74309668,0.22156980,2.10772757,0.00217234,0.03943898,0.17679320,0.24438980,0.23473930,0.00000000
-5.46573287,2.81717774,0.22713685,2.15484099,0.00242255,0.04053866,0.19057971,0.25470932,0.24106929,0.00000000
-5.45972986,2.89306605,0.23366422,2.20205329,0.00269584,0.04187270,0.20549001,0.26529881,0.24817654,0.00000000
-5.45372686,2.97098044,0.24118746,2.24955354,0.00299180,0.04345248,0.22149003,0.27615657,0.25609991,0.00000000
-5.44772386,3.05119262,0.24974456,2.29759289,0.00330974,0.04528696,0.23852791,0.28728399,0.26487912,0.00000000
-5.44172086,3.13399169,0.25937245,2.34645750,0.00364853,0.04738203,0.25653178,0.29868267,0.27455091,0.00000000
-5.43571786,3.21964592,0.27010322,2.39643885,0.00400664,0.04973987,0.27540804,0.31035115,0.28514512,0.00000000
-5.42971486,3.30836400,0.28196039,2.44780318,0.00438201,0.05235839,0.29504023,0.32228149,0.29668071,0.00000000
-5.42371186,3.40025770,0.29495538,2.50076161,0.00477211,0.05523083,0.31528862,0.33445602,0.30916201,0.00000000
-5.41770885,3.49530820,0.30908439,2.55544273,0.00517389,0.05834553,0.33599062,0.34684417,0.32257531,0.00000000
-5.41170585,3.59333792,0.32432581,2.61186898,0.00558381,0.06168580,0.35696215,0.35939991,0.33688615,0.00000000
-5.40570285,3.69398955,0.34063831,2.66993820,0.00599789,0.06523003,0.37799986,0.37205979,0.35203726,0.00000000
-5.39969985,3.79671343,0.35795981,2.72941144,0.00641176,0.06895196,0.39888436,0.38474170,0.36794737,0.00000000
-5.39369685,3.90076436,0.37620720,2.78990753,0.00682076,0.07282107,0.41938429,0.39734465,0.38451103,0.00000000
-5.38769385,4.00520796,0.39527698,2.85090488,0.00722002,0.07680322,0.43926119,0.40974947,0.40159936,0.00000000
-5.38169085,4.10893654,0.41504670,2.91175037,0.00760460,0.08086136,0.45827503,0.42182052,0.41906178,0.00000000
-5.37568784,4.21069378,0.43537719,2.97167478,0.00796959,0.08495642,0.47619014,0.43340836,0.43672868,0.00000000
-5.36968484,4.30910720,0.45611538,3.02981411,0.00831027,0.08904819,0.49278144,0.44435329,0.45441490,0.00000000
-5.36368184,4.40272668,0.47709758,3.08523553,0.00862219,0.09309632,0.50784059,0.45448972,0.47192385,0.00000000
-5.35767884,4.49006757,0.49815303,3.13696684,0.00890137,0.09706130,0.52118194,0.46365097,0.48905216,0.00000000
-5.35167584,4.56965590,0.51910761,3.18402769,0.00914433,0.10090541,0.53264785,0.47167451,0.50559465,0.00000000
-5.34567284,4.64007409,0.53978731,3.22546140,0.00934825,0.10459351,0.54211328,0.47840738,0.52134930,0.00000000
-5.33966983,4.70000461,0.56002152,3.26036559,0.00951101,0.10809385,0.54948930,0.48371135,0.53612218,0.00000000
-5.33366683,4.74827004,0.57964582,3.28792040,0.00963126,0.11137857,0.55472545,0.48746790,0.54973202,0.00000000
-5.32766383,4.78386762,0.59850412,3.30741316,0.00970843,0.11442414,0.55781065,0.48958248,0.56201425,0.00000000
-5.32166083,4.80599703,0.61645028,3.31825849,0.00974274,0.11721149,0.55877279,0.48998817,0.57282441,0.00000000
-5.31565783,4.81408053,0.63334898,3.32001325,0.00973517,0.11972603,0.55767686,0.48864833,0.58204080,0.00000000
-5.30965483,4.80777492,0.64907591,3.31238601,0.00968740,0.12195740,0.55462172,0.48555828,0.58956630,0.00000000
-5.30365183,4.78697525,0.66351757,3.29524103,0.00960178,0.12389908,0.54973568,0.48074601,0.59532936,0.00000000
-5.29764882,4.75181083,0.67657047,3.26859696,0.00948116,0.12554783,0.54317110,0.47427175,0.59928420,0.00000000
-5.29164582,4.70263421,0.68814029,3.23262096,0.00932888,0.12690307,0.53509825,0.46622663,0.60141031,0.00000000
-5.28564282,4.64000422,0.69814093,3.18761875,0.00914863,0.12796612,0.52569882,0.45673044,0.60171136,0.00000000
-5.27963982,4.56466457,0.70649379,3.13402162,0.00894433,0.12873952,0.51515925,0.44592869,0.60021369,0.00000000
-5.27363682,4.47751933,0.71312748,3.07237135,0.00872008,0.12922640,0.50366440,0.43398907,0.59696453,0.00000000
-5.26763382,4.37960682,0.71797817,3.00330391,0.00848005,0.12942991,0.49139182,0.42109749,0.59203009,0.00000000
-5.26163082,4.27207347,0.72099057,2.92753292,0.00822845,0.12935288,0.47850678,0.40745406,0.58549380,0.00000000
-5.25562781,4.15614866,0.72211990,2.84583362,0.00796946,0.12899764,0.46515848,0.39326882,0.57745463,0.00000000
-5.24962481,4.03312183,0.72133453,2.75902805,0.00770722,0.12836604,0.45147748,0.37875783,0.56802583,0.00000000
-5.24362181,3.90432237,0.71861951,2.66797177,0.00744585,0.12745975,0.43757448,0.36413929,0.55733390,0.00000000
-5.23761881,3.77110279,0.71398066,2.57354250,0.00718949,0.12628075,0.42354038,0.34963015,0.54551806,0.00000000
-5.23161581,3.63482521,0.70744904,2.47663060,0.00694231,0.12483196,0.40944760,0.33544302,0.53272994,0.00000000
-5.22561281,3.49685088,0.69908556,2.37813130,0.00670861,0.12311811,0.39535250,0.32178354,0.51913356,0.00000000
-5.21960980,3.35853219,0.68898539,2.27893844,0.00649289,0.12114656,0.38129863,0.30884805,0.50490542,0.00000000
-5.21360680,3.22120650,0.67728169,2.17993912,0.00629992,0.11892822,0.36732053,0.29682172,0.49023455,0.00000000
-5.20760380,3.08619077,0.66414850,2.08200893,0.00613481,0.11647839,0.35344783,0.28587682,0.47532231,0.00000000
-5.20160080,2.95477617,0.64980225,1.98600715,0.00600310,0.11381742,0.33970933,0.27617130,0.46038187,0.00000000
-5.19559780,2.82822175,0.63450169,1.89277141,0.00591077,0.11097122,0.32613670,0.26784746,0.44563707,0.00000000
-5.18959480,2.70774629,0.61854601,1.80311148,0.00586431,0.10797140,0.31276765,0.26103063,0.43132058,0.00000000
-5.18359180,2.59451788,0.60227091,1.71780173,0.00587065,0.10485522,0.29964821,0.25582797,0.41767133,0.00000000
-5.17758879,2.48964079,0.58604271,1.63757230,0.00593717,0.10166511,0.28683412,0.25232710,0.40493099,0.00000000
-5.17158579,2.39413956,0.57025049,1.56309874,0.00607158,0.09844789,0.27439119,0.25059482,0.39333968,0.00000000
-5.16558279,2.30894066,0.55529633,1.49499053,0.00628179,0.09525365,0.26239457,0.25067576,0.38313089,0.00000000
-5.15957979,2.23485208,0.54158423,1.43377864,0.00657575,0.09213433,0.25092710,0.25259109,0.37452574,0.00000000
-5.15357679,2.17254189,0.52950779,1.37990274,0.00696125,0.08914217,0.24007680,0.25633728,0.36772674,0.00000000
-5.14757379,2.12251657,0.51943729,1.33369866,0.00744564,0.08632785,0.22993373,0.26188514,0.36291145,0.00000000
-5.14157079,2.08510052,0.51170671,1.29538667,0.00803561,0.08373876,0.22058641,0.26917899,0.36022603,0.00000000
-5.13556778,2.06041795,0.50660122,1.26506157,0.00873684,0.08141714,0.21211808,0.27813635,0.35977927,0.00000000
-5.12956478,2.04837842,0.50434568,1.24268506,0.00955377,0.07939852,0.20460308,0.28864802,0.36163725,0.00000000
-5.12356178,2.04866738,0.50509489,1.22808129,0.01048922,0.07771025,0.19810355,0.30057871,0.36581895,0.00000000
-5.11755878,2.06074268,0.50892590,1.22093599,0.01154421,0.07637043,0.19266667,0.31376830,0.37229315,0.00000000
-5.11155578,2.08383800,0.51583297,1.22079978,0.01271765,0.07538720,0.18832268,0.32803377,0.38097683,0.00000000
-5.10555278,2.11697364,0.52572544,1.22709579,0.01400616,0.07475849,0.18508380,0.34317182,0.39173526,0.00000000
-5.09954977,2.15897501,0.53842879,1.23913173,0.01540394,0.07447214,0.18294406,0.35896213,0.40438389,0.00000000
-5.09354677,2.20849854,0.55368889,1.25611620,0.01690268,0.07450664,0.18188012,0.37517125,0.41869213,0.00000000
-5.08754377,2.26406456,0.57117941,1.27717883,0.01849159,0.07483212,0.18185307,0.39155715,0.43438890,0.00000000
-5.08154077,2.32409618,0.59051216,1.30139379,0.02015747,0.07541185,0.18281095,0.40787411,0.45116989,0.00000000
-5.07553777,2.38696287,0.61124997,1.32780568,0.02188489,0.07620404,0.18469205,0.42387805,0.46870634,0.00000000
-5.06953477,2.45102727,0.63292161,1.35545701,0.02365643,0.07716383,0.18742863,0.43933205,0.48665486,0.00000000
-5.06353177,2.51469330,0.65503811,1.38341610,0.02545306,0.07824545,0.19095086,0.45401190,0.50466817,0.00000000
-5.05752876,2.57645371,0.67710984,1.41080439,0.02725448,0.07940433,0.19519084,0.46771156,0.52240619,0.00000000
-5.05152576,2.63493505,0.69866345,1.43682192,0.02903962,0.08059919,0.20008628,0.48024826,0.53954703,0.00000000
-5.04552276,2.68893814,0.71925812,1.46076987,0.03078709,0.08179385,0.20558378,0.49146713,0.55579743,0.00000000
-5.03951976,2.73747213,0.73850017,1.48206931,0.03247574,0.08295878,0.21164138,0.50124522,0.57090225,0.00000000
-5.03351676,2.77978079,0.75605549,1.50027528,0.03408512,0.08407224,0.21823024,0.50949460,0.58465241,0.00000000
-5.02751376,2.81535960,0.77165916,1.51508551,0.03559601,0.08512094,0.22533532,0.51616460,0.59689111,0.00000000
-5.02151076,2.84396306,0.78512192,1.52634357,0.03699086,0.08610028,0.23295501,0.52124291,0.60751786,0.00000000
-5.01550775,2.86560170,0.79633312,1.53403618,0.03825418,0.08701401,0.24109972,0.52475554,0.61649029,0.00000000
-5.00950475,2.88052901,0.80526014,1.53828505,0.03937290,0.08787344,0.24978934,0.52676571,0.62382343,0.00000000
-5.00350175,2.88921893,0.81194438,1.53933351,0.04033660,0.08869627,0.25904994,0.52737142,0.62958674,0.00000000
-4.99749875,2.89233495,0.81649413,1.53752873,0.04113768,0.08950494,0.26890962,0.52670206,0.63389878,0.00000000
-4.99149575,2.89069235,0.81907462,1.53330033,0.04177148,0.09032482,0.27939393,0.52491395,0.63691996,0.00000000
-4.98549275,2.88521527,0.81989606,1.52713654,0.04223622,0.09118215,0.29052095,0.52218512,0.63884365,0.00000000
-4.97948974,2.87689087,0.81920018,1.51955893,0.04253300,0.09210201,0.30229646,0.51870934,0.63988598,0.00000000
-4.97348674,2.86672247,0.81724605,1.51109694,0.04266558,0.09310630,0.31470939,0.51468986,0.64027502,0.00000000
-4.96748374,2.85568399,0.81429597,1.50226341,0.04264019,0.09421191,0.32772778,0.51033285,0.64023962,0.00000000
-4.96148074,2.84467771,0.81060214,1.49353205,0.04246527,0.09542923,0.34129570,0.50584101,0.63999860,0.00000000
-4.95547774,2.83449712,0.80639469,1.48531791,0.04215119,0.09676100,0.35533104,0.50140750,0.63975072,0.00000000
-4.94947474,2.82579642,0.80187180,1.47796152,0.04170985,0.09820161,0.36972466,0.49721042,0.63966584,0.00000000
-4.94347174,2.81906778,0.79719207,1.47171721,0.04115444,0.09973687,0.38434066,0.49340813,0.63987765,0.00000000
-4.93746873,2.81462717,0.79246964,1.46674596,0.04049899,0.10134426,0.39901812,0.49013551,0.64047842,0.00000000
-4.93146573,2.81260890,0.78777203,1.46311282,0.03975808,0.10299375,0.41357404,0.48750138,0.64151560,0.00000000
-4.92546273,2.81296886,0.78312061,1.46078882,0.03894653,0.10464886,0.42780748,0.48558707,0.64299081,0.00000000
-4.91945973,2.81549580,0.77849367,1.45965691,0.03807902,0.10626829,0.44150474,0.48444624,0.64486078,0.00000000
-4.91345673,2.81982975,0.77383154,1.45952145,0.03716985,0.10780764,0.45444534,0.48410583,0.64704043,0.00000000
-4.90745373,2.82548637,0.76904351,1.46012070,0.03623268,0.10922144,0.46640859,0.48456814,0.64940770,0.00000000
-4.90145073,2.83188578,0.76401591,1.46114144,0.03528028,0.11046513,0.47718034,0.48581381,0.65180991,0.00000000
-4.89544772,2.83838429,0.75862101,1.46223500,0.03432435,0.11149709,0.48655988,0.48780551,0.65407134,0.00000000
-4.88944472,2.84430726,0.75272595,1.46303388,0.03337534,0.11228042,0.49436639,0.49049216,0.65600159,0.00000000
-4.88344172,2.84898169,0.74620148,1.46316818,0.03244236,0.11278452,0.50044491,0.49381333,0.65740432,0.00000000
-4.87743872,2.85176677,0.73892974,1.46228117,0.03153309,0.11298637,0.50467146,0.49770357,0.65808599,0.00000000
-4.87143572,2.85208113,0.73081106,1.46004331,0.03065371,0.11287134,0.50695717,0.50209646,0.65786424,0.00000000
-4.86543272,2.84942562,0.72176918,1.45616415,0.02980891,0.11243366,0.50725119,0.50692798,0.65657544,0.00000000
-4.85942971,2.84340063,0.71175489,1.45040187,0.02900193,0.11167641,0.50554236,0.51213919,0.65408120,0.00000000
-4.85342671,2.83371750,0.70074791,1.44256999,0.02823457,0.11061113,0.50185947,0.51767776,0.65027354,0.00000000
-4.84742371,2.82020349,0.68875714,1.43254115,0.02750736,0.10925695,0.49627029,0.52349856,0.64507856,0.00000000
-4.84142071,2.80280062,0.67581922,1.42024807,0.02681958,0.10763953,0.48887924,0.52956302,0.63845847,0.00000000
-4.83541771,2.78155841,0.66199574,1.40568164,0.02616946,0.10578965,0.47982392,0.53583742,0.63041194,0.00000000
-4.82941471,2.75662143,0.64736926,1.38888650,0.02555429,0.10374157,0.46927060,0.54229019,0.62097297,0.00000000
-4.82341171,2.72821241,0.63203850,1.36995443,0.02497058,0.10153147,0.45740895,0.54888848,0.61020809,0.00000000
-4.81740870,2.69661200,0.61611299,1.34901604,0.02441422,0.09919569,0.44444608,0.55559415,0.59821247,0.00000000
-4.81140570,2.66213669,0.59970756,1.32623121,0.02388064,0.09676925,0.43060031,0.56235958,0.58510489,0.00000000
-4.80540270,2.62511593,0.58293695,1.30177895,0.02336496,0.09428437,0.41609472,0.56912366,0.57102203,0.00000000
-4.79939970,2.58587021,0.56591089,1.27584723,0.02286213,0.09176933,0.40115095,0.57580829,0.55611237,0.00000000
-4.79339670,2.54469121,0.54873000,1.24862340,0.02236707,0.08924760,0.38598329,0.58231568,0.54053003,0.00000000
-4.78739370,2.50182526,0.53148248,1.22028562,0.02187481,0.08673728,0.37079338,0.58852692,0.52442888,0.00000000
-4.78139070,2.45746130,0.51424204,1.19099599,0.02138060,0.08425087,0.35576579,0.59430186,0.50795722,0.00000000
-4.77538769,2.41172373,0.49706690,1.16089551,0.02088001,0.08179540,0.34106436,0.59948068,0.49125333,0.00000000
-4.76938469,2.36467094,0.48000004,1.13010124,0.02036907,0.07937285,0.32682975,0.60388703,0.47444206,0.00000000
-4.76338169,2.31629922,0.46307049,1.09870571,0.01984433,0.07698084,0.31317793,0.60733275,0.45763250,0.00000000
-4.75737869,2.26655197,0.44629559,1.06677848,0.01930295,0.07461358,0.30019987,0.60962407,0.44091698,0.00000000
-4.75137569,2.21533344,0.42968404,1.03436982,0.01874282,0.07226287,0.28796220,0.61056894,0.42437117,0.00000000
-4.74537269,2.16252609,0.41323940,1.00151587,0.01816257,0.06991934,0.27650880,0.60998512,0.40805526,0.00000000
-4.73936968,2.10801025,0.39696395,0.96824518,0.01756164,0.06757355,0.26586320,0.60770865,0.39201608,0.00000000
-4.73336668,2.05168491,0.38086236,0.93458583,0.01694033,0.06521710,0.25603155,0.60360222,0.37628986,0.00000000
-4.72736368,1.99348800,0.36494518,0.90057275,0.01629981,0.06284365,0.24700603,0.59756282,0.36090544,0.00000000
-4.72136068,1.93341476,0.34923174,0.86625457,0.01564209,0.06044968,0.23876837,0.58952844,0.34588755,0.00000000
-4.71535768,1.87153308,0.33375224,0.83169953,0.01496998,0.05803507,0.23129336,0.57948311,0.33126006,0.00000000
-4.70935468,1.80799449,0.31854899,0.79699993,0.01428705,0.05560349,0.22455212,0.56746018,0.31704879,0.00000000
-4.70335168,1.74304016,0.30367671,0.76227484,0.01359754,0.05316242,0.21851492,0.55354346,0.30328370,0.00000000
-4.69734867,1.67700138,0.28920171,0.72767081,0.01290620,0.05072304,0.21315345,0.53786619,0.29000044,0.00000000
-4.69134567,1.61029443,0.27520029,0.69336049,0.01221816,0.04829979,0.20844237,0.52060777,0.27724098,0.00000000
-4.68534267,1.54341017,0.26175626,0.65953923,0.01153880,0.04590985,0.20436024,0.50198854,0.26505352,0.00000000
-4.67933967,1.47689890,0.24895789,0.62641989,0.01087353,0.04357240,0.20088967,0.48226269,0.25349149,0.00000000
-4.67333667,1.41135150,0.23689448,0.59422610,0.01022761,0.04130777,0.19801683,0.46170985,0.24261203,0.00000000
-4.66733367,1.34737801,0.22565288,0.56318451,0.00960600,0.03913667,0.19573046,0.44062569,0.23247389,0.00000000
-4.66133067,1.28558486,0.21531408,0.53351640,0.00901317,0.03707931,0.19402051,0.41931206,0.22313509,0.00000000
-4.65532766,1.22655243,0.20595039,0.50542923,0.00845291,0.03515473,0.19287648,0.39806721,0.21465060,0.00000000
-4.64932466,1.17081399,0.19762315,0.47910865,0.00792829,0.03338013,0.19228581,0.37717660,0.20707010,0.00000000
-4.64332166,1.11883752,0.19038147,0.45471143,0.00744146,0.03177052,0.19223244,0.35690467,0.20043633,0.00000000
