energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up
-6.00000000,1.75335905,0.15413384,1.32045687,0.00408928,0.03420826,0.37235899,0.00000000
-5.99399700,1.75350040,0.15666734,1.31184782,0.00401724,0.03378440,0.38085653,0.00000000
-5.98799400,1.75810889,0.15924111,1.30853955,0.00395614,0.03345910,0.38844221,0.00000000
-5.98199100,1.76726714,0.16183501,1.31071919,0.00390829,0.03322284,0.39501660,0.00000000
-5.97598799,1.78099636,0.16443106,1.31848476,0.00387576,0.03306615,0.40050864,0.00000000
-5.96998499,1.79926201,0.16701379,1.33184861,0.00386025,0.03298001,0.40487774,0.00000000
-5.96398199,1.82197734,0.16957020,1.35074049,0.00386311,0.03295610,0.40811426,0.00000000
-5.95797899,1.84900456,0.17208932,1.37501014,0.00388529,0.03298695,0.41023831,0.00000000
-5.95197599,1.88015374,0.17456136,1.40442922,0.00392727,0.03306587,0.41129695,0.00000000
-5.94597299,1.91517989,0.17697660,1.43869307,0.00398907,0.03318682,0.41135998,0.00000000
-5.93996998,1.95377883,0.17932403,1.47742243,0.00407021,0.03334415,0.41051463,0.00000000
-5.93396698,1.99558273,0.18158996,1.52016564,0.00416968,0.03353230,0.40885935,0.00000000
-5.92796398,2.04015640,0.18375668,1.56640184,0.00428594,0.03374539,0.40649733,0.00000000
-5.92196098,2.08699504,0.18580127,1.61554574,0.00441695,0.03397687,0.40352996,0.00000000
-5.91595798,2.13552467,0.18769481,1.66695423,0.00456015,0.03421922,0.40005078,0.00000000
-5.90995498,2.18510564,0.18940194,1.71993516,0.00471251,0.03446370,0.39614019,0.00000000
-5.90395198,2.23504000,0.19088098,1.77375853,0.00487062,0.03470018,0.39186141,0.00000000
-5.89794897,2.28458255,0.19208458,1.82766970,0.00503074,0.03491716,0.38725775,0.00000000
-5.89194597,2.33295570,0.19296090,1.88090465,0.00518888,0.03510186,0.38235141,0.00000000
-5.88594297,2.37936742,0.19345541,1.93270646,0.00534094,0.03524051,0.37714395,0.00000000
-5.87993997,2.42303173,0.19351298,1.98234253,0.00548280,0.03531867,0.37161815,0.00000000
-5.87393697,2.46319044,0.19308042,2.02912168,0.00561047,0.03532179,0.36574125,0.00000000
-5.86793397,2.49913522,0.19210919,2.07241028,0.00572020,0.03523571,0.35946935,0.00000000
-5.86193097,2.53022869,0.19055810,2.11164657,0.00580865,0.03504733,0.35275250,0.00000000
-5.85592796,2.55592330,0.18839598,2.14635248,0.00587294,0.03474515,0.34554025,0.00000000
-5.84992496,2.57577710,0.18560403,2.17614240,0.00591081,0.03431997,0.33778729,0.00000000
-5.84392196,2.58946546,0.18217775,2.20072833,0.00592068,0.03376530,0.32945874,0.00000000
-5.83791896,2.59678831,0.17812838,2.21992156,0.00590171,0.03307789,0.32053490,0.00000000
-5.83191596,2.59767260,0.17348374,2.23363078,0.00585383,0.03225799,0.31101506,0.00000000
-5.82591296,2.59217022,0.16828838,2.24185703,0.00577777,0.03130952,0.30092024,0.00000000
-5.81990995,2.58045170,0.16260312,2.24468606,0.00567498,0.03024011,0.29029481,0.00000000
-5.81390695,2.56279643,0.15650397,2.24227888,0.00554767,0.02906099,0.27920680,0.00000000
-5.80790395,2.53958030,0.15008042,2.23486124,0.00539863,0.02778670,0.26774710,0.00000000
-5.80190095,2.51126175,0.14343334,2.22271285,0.00523123,0.02643471,0.25602754,0.00000000
-5.79589795,2.47836717,0.13667249,2.20615735,0.00504927,0.02502497,0.24417812,0.00000000
-5.78989495,2.44147682,0.12991384,2.18555336,0.00485689,0.02357932,0.23234344,0.00000000
-5.78389195,2.40121170,0.12327669,2.16128746,0.00465840,0.02212093,0.22067878,0.00000000
-5.77788894,2.35822239,0.11688092,2.13376911,0.00445826,0.02067362,0.20934580,0.00000000
-5.77188594,2.31317978,0.11084434,2.10342769,0.00426089,0.01926136,0.19850831,0.00000000
-5.76588294,2.26676802,0.10528019,2.07071138,0.00407062,0.01790761,0.18832804,0.00000000
-5.75987994,2.21967939,0.10029498,2.03608751,0.00389159,0.01663489,0.17896087,0.00000000
-5.75387694,2.17261059,0.09598664,2.00004379,0.00372772,0.01546431,0.17055327,0.00000000
-5.74787394,2.12625996,0.09244301,1.96308961,0.00358259,0.01441524,0.16323940,0.00000000
-5.74187094,2.08132478,0.08974063,1.92575682,0.00345949,0.01350501,0.15713851,0.00000000
-5.73586793,2.03849803,0.08794382,1.88859910,0.00336131,0.01274876,0.15235294,0.00000000
-5.72986493,1.99846381,0.08710404,1.85218941,0.00329059,0.01215927,0.14896647,0.00000000
-5.72386193,1.96189098,0.08725948,1.81711493,0.00324946,0.01174695,0.14704316,0.00000000
-5.71785893,1.92942450,0.08843468,1.78396931,0.00323964,0.01151980,0.14662636,0.00000000
-5.71185593,1.90167448,0.09064043,1.75334224,0.00326244,0.01148342,0.14773812,0.00000000
-5.70585293,1.87920303,0.09387355,1.72580636,0.00331874,0.01164108,0.15037869,0.00000000
-5.69984992,1.86250920,0.09811685,1.70190229,0.00340893,0.01199372,0.15452633,0.00000000
-5.69384692,1.85201284,0.10333906,1.68212212,0.00353291,0.01254006,0.16013715,0.00000000
