energy_ev,total_up,Ag_p_up,Ag_d_up,B_p_up,B_d_up,Te_p_up,Te_d_up
-6.00000000,2.79310904,0.33962028,2.49708224,0.05160460,0.00000000,0.22148783,0.00000000
-5.99399700,2.77382363,0.32821678,2.48651685,0.04941540,0.00000000,0.21653504,0.00000000
-5.98799400,2.75876434,0.31624069,2.47976230,0.04713593,0.00000000,0.21197849,0.00000000
-5.98199100,2.74765336,0.30389899,2.47642305,0.04479027,0.00000000,0.20784629,0.00000000
-5.97598799,2.74018219,0.29141326,2.47606424,0.04240497,0.00000000,0.20417158,0.00000000
-5.96998499,2.73601751,0.27901226,2.47822193,0.04000828,0.00000000,0.20099108,0.00000000
-5.96398199,2.73480553,0.26692459,2.48241245,0.03762926,0.00000000,0.19834338,0.00000000
-5.95797899,2.73617519,0.25537151,2.48814063,0.03529698,0.00000000,0.19626693,0.00000000
-5.95197599,2.73974036,0.24456022,2.49490708,0.03303964,0.00000000,0.19479788,0.00000000
-5.94597299,2.74510135,0.23467788,2.50221458,0.03088379,0.00000000,0.19396777,0.00000000
-5.93996998,2.75184595,0.22588649,2.50957368,0.02885368,0.00000000,0.19380128,0.00000000
-5.93396698,2.75955032,0.21831876,2.51650764,0.02697063,0.00000000,0.19431409,0.00000000
-5.92796398,2.76777998,0.21207503,2.52255667,0.02525260,0.00000000,0.19551086,0.00000000
-5.92196098,2.77609108,0.20722140,2.52728180,0.02371385,0.00000000,0.19738356,0.00000000
-5.91595798,2.78403207,0.20378883,2.53026821,0.02236474,0.00000000,0.19991013,0.00000000
-5.90995498,2.79114611,0.20177335,2.53112829,0.02121168,0.00000000,0.20305359,0.00000000
-5.90395198,2.79697418,0.20113735,2.52950439,0.02025712,0.00000000,0.20676165,0.00000000
-5.89794897,2.80105914,0.20181159,2.52507140,0.01949976,0.00000000,0.21096688,0.00000000
-5.89194597,2.80295078,0.20369820,2.51753937,0.01893473,0.00000000,0.21558746,0.00000000
-5.88594297,2.80221192,0.20667425,2.50665602,0.01855394,0.00000000,0.22052857,0.00000000
-5.87993997,2.79842577,0.21059591,2.49220960,0.01834644,0.00000000,0.22568434,0.00000000
-5.87393697,2.79120425,0.21530312,2.47403197,0.01829879,0.00000000,0.23094043,0.00000000
-5.86793397,2.78019763,0.22062452,2.45200200,0.01839551,0.00000000,0.23617702,0.00000000
-5.86193097,2.76510495,0.22638260,2.42604953,0.01861954,0.00000000,0.24127232,0.00000000
-5.85592796,2.74568533,0.23239893,2.39615969,0.01895265,0.00000000,0.24610639,0.00000000
-5.84992496,2.72176968,0.23849934,2.36237755,0.01937587,0.00000000,0.25056506,0.00000000
-5.84392196,2.69327253,0.24451889,2.32481304,0.01986992,0.00000000,0.25454403,0.00000000
-5.83791896,2.66020342,0.25030654,2.28364586,0.02041558,0.00000000,0.25795269,0.00000000
-5.83191596,2.62267730,0.25572937,2.23912994,0.02099406,0.00000000,0.26071781,0.00000000
-5.82591296,2.58092335,0.26067627,2.19159739,0.02158736,0.00000000,0.26278663,0.00000000
-5.81990995,2.53529156,0.26506086,2.14146109,0.02217849,0.00000000,0.26412946,0.00000000
-5.81390695,2.48625637,0.26882380,2.08921585,0.02275182,0.00000000,0.26474144,0.00000000
-5.80790395,2.43441690,0.27193403,2.03543744,0.02329326,0.00000000,0.26464351,0.00000000
-5.80190095,2.38049305,0.27438930,1.98077912,0.02379046,0.00000000,0.26388239,0.00000000
-5.79589795,2.32531735,0.27621556,1.92596532,0.02423296,0.00000000,0.26252960,0.00000000
-5.78989495,2.26982199,0.27746551,1.87178227,0.02461232,0.00000000,0.26067948,0.00000000
-5.78389195,2.21502132,0.27821615,1.81906532,0.02492219,0.00000000,0.25844623,0.00000000
-5.77788894,2.16198966,0.27856539,1.76868300,0.02515831,0.00000000,0.25596010,0.00000000
-5.77188594,2.11183504,0.27862798,1.72151811,0.02531853,0.00000000,0.25336287,0.00000000
-5.76588294,2.06566938,0.27853064,1.67844601,0.02540275,0.00000000,0.25080259,0.00000000
-5.75987994,2.02457588,0.27840675,1.64031086,0.02541280,0.00000000,0.24842808,0.00000000
-5.75387694,1.98957478,0.27839063,1.60790037,0.02535228,0.00000000,0.24638310,0.00000000
-5.74787394,1.96158861,0.27861173,1.58191997,0.02522641,0.00000000,0.24480063,0.00000000
-5.74187094,1.94140833,0.27918887,1.56296752,0.02504179,0.00000000,0.24379737,0.00000000
-5.73586793,1.92966163,0.28022484,1.55150943,0.02480611,0.00000000,0.24346874,0.00000000
-5.72986493,1.92678517,0.28180149,1.54785953,0.02452791,0.00000000,0.24388465,0.00000000
-5.72386193,1.93300180,0.28397561,1.55216175,0.02421624,0.00000000,0.24508611,0.00000000
-5.71785893,1.94830436,0.28677579,1.56437762,0.02388042,0.00000000,0.24708298,0.00000000
-5.71185593,1.97244703,0.29020037,1.58427967,0.02352967,0.00000000,0.24985289,0.00000000
-5.70585293,2.00494526,0.29421672,1.61145131,0.02317292,0.00000000,0.25334145,0.00000000
-5.69984992,2.04508465,0.29876178,1.64529396,0.02281849,0.00000000,0.25746382,0.00000000
-5.69384692,2.09193928,0.30374404,1.68504141,0.02247396,0.00000000,0.26210744,0.00000000
-5.68784392,2.14439899,0.30904683,1.72978155,0.02214601,0.00000000,0.26713607,0.00000000
-5.68184092,2.20120527,0.31453280,1.77848484,0.02184032,0.00000000,0.27239479,0.00000000
-5.67583792,2.26099449,0.32004953,1.83003898,0.02156154,0.00000000,0.27771590,0.00000000
