energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,8.95982407,1.38918653,4.97897605,0.02480254,0.51649848,0.07106523,2.30028548,1.55927180,0.58358892
-5.99399700,8.77411110,1.36218748,4.89078035,0.02423784,0.50443599,0.06941551,2.23624005,1.50419172,0.56525910
-5.98799400,8.60059551,1.33727985,4.80976949,0.02374363,0.49352939,0.06788424,2.17448235,1.45120570,0.54774135
-5.98199100,8.44187812,1.31487726,4.73728256,0.02332769,0.48390193,0.06648522,2.11581437,1.40088416,0.53129477
-5.97598799,8.30015026,1.29532468,4.67442917,0.02299613,0.47564310,0.06522862,2.06094494,1.35372026,0.51614262
-5.96998499,8.17714064,1.27889102,4.62206174,0.02275335,0.46880665,0.06412090,2.01047400,1.31012075,0.50246718
-5.96398199,8.07407758,1.26576441,4.58075621,0.02260203,0.46340979,0.06316483,1.96488062,1.27039965,0.49040601
-5.95797899,7.99166780,1.25605036,4.55080162,0.02254318,0.45943361,0.06235958,1.92451506,1.23477481,0.48004961
-5.95197599,7.93009220,1.24977272,4.53219922,0.02257621,0.45682466,0.06170095,1.88959496,1.20336746,0.47144076
-5.94597299,7.88901867,1.24687723,4.52467072,0.02269904,0.45549772,0.06118164,1.86020568,1.17620441,0.46457517
-5.93996998,7.86763129,1.24723754,4.52767581,0.02290824,0.45533950,0.06079167,1.83630458,1.15322300,0.45940374
-5.93396698,7.86467474,1.25066334,4.54043804,0.02319921,0.45621325,0.06051877,1.81772905,1.13427820,0.45583610
-5.92796398,7.87851225,1.25691011,4.56197843,0.02356629,0.45796407,0.06034891,1.80420773,1.11915177,0.45374530
-5.92196098,7.90719498,1.26569028,4.59115553,0.02400292,0.46042471,0.06026683,1.79537461,1.10756300,0.45297359
-5.91595798,7.94854025,1.27668514,4.62671062,0.02450184,0.46342161,0.06025660,1.79078524,1.09918055,0.45333889
-5.90995498,8.00021582,1.28955713,4.66731649,0.02505517,0.46678111,0.06030219,1.78993464,1.09363504,0.45464186
-5.90395198,8.05982716,1.30396205,4.71162816,0.02565458,0.47033534,0.06038797,1.79227601,1.09053199,0.45667320
-5.89794897,8.12500458,1.31956069,4.75833355,0.02629134,0.47392786,0.06049930,1.79723972,1.08946451,0.45922101
-5.89194597,8.19348719,1.33602957,4.80620254,0.02695647,0.47741865,0.06062295,1.80425199,1.09002562,0.46207788
-5.88594297,8.26320053,1.35307044,4.85413250,0.02764077,0.48068840,0.06074748,1.81275241,1.09181959,0.46504746
-5.87993997,8.33232539,1.37041821,4.90118862,0.02833492,0.48364184,0.06086359,1.82221005,1.09447216,0.46795033
-5.87393697,8.39935536,1.38784721,4.94663772,0.02902952,0.48621020,0.06096431,1.83213750,1.09763941,0.47062902
-5.86793397,8.46314123,1.40517562,4.98997416,0.02971513,0.48835248,0.06104516,1.84210260,1.10101501,0.47295191
-5.86193097,8.52292108,1.42226809,5.03093700,0.03038239,0.49005584,0.06110414,1.85173752,1.10433584,0.47481601
-5.85592796,8.57833510,1.43903645,5.06951792,0.03102206,0.49133479,0.06114166,1.86074512,1.10738588,0.47614852
-5.84992496,8.62942518,1.45543882,5.10595949,0.03162511,0.49222952,0.06116040,1.86890261,1.10999845,0.47690728
-5.84392196,8.67661973,1.47147715,5.14074415,0.03218283,0.49280334,0.06116501,1.87606244,1.11205685,0.47707994
-5.83791896,8.72070459,1.48719332,5.17457429,0.03268700,0.49313941,0.06116184,1.88215077,1.11349352,0.47668221
-5.83191596,8.76278183,1.50266427,5.20834430,0.03312999,0.49333685,0.06115852,1.88716364,1.11428793,0.47575510
-5.82591296,8.80421804,1.51799608,5.24310579,0.03350495,0.49350649,0.06116356,1.89116125,1.11446331,0.47436153
-5.81990995,8.84658459,1.53331756,5.28002718,0.03380601,0.49376635,0.06118595,1.89426058,1.11408249,0.47258228
-5.81390695,8.89159205,1.54877328,5.32034936,0.03402845,0.49423705,0.06123463,1.89662691,1.11324299,0.47051163
-5.80790395,8.94102139,1.56451648,5.36533891,0.03416884,0.49503735,0.06131815,1.89846434,1.11207162,0.46825293
-5.80190095,8.99665435,1.58070200,5.41624053,0.03422530,0.49627983,0.06144424,1.90000591,1.11071866,0.46591405
-5.79589795,9.06020521,1.59747924,5.47423032,0.03419756,0.49806703,0.06161946,1.90150346,1.10935185,0.46360324
-5.78989495,9.13325624,1.61498557,5.54037133,0.03408708,0.50048795,0.06184886,1.90321769,1.10815024,0.46142523
-5.78389195,9.21719852,1.63334005,5.61557283,0.03389716,0.50361514,0.06213580,1.90540841,1.10729814,0.45947788
-5.77788894,9.31317981,1.65263780,5.70055436,0.03363286,0.50750236,0.06248172,1.90832552,1.10697905,0.45784943
-5.77188594,9.42206059,1.67294496,5.79581559,0.03330103,0.51218282,0.06288603,1.91220056,1.10736984,0.45661633
-5.76588294,9.54437928,1.69429435,5.90161269,0.03291014,0.51766812,0.06334609,1.91723921,1.10863505,0.45584180
-5.75987994,9.68032713,1.71668211,6.01794179,0.03247008,0.52394773,0.06385720,1.92361469,1.11092163,0.45557497
-5.75387694,9.82973321,1.74006508,6.14452978,0.03199195,0.53098915,0.06441272,1.93146224,1.11435387,0.45585063
-5.74787394,9.99205947,1.76435934,6.28083257,0.03148776,0.53873852,0.06500417,1.94087471,1.11902890,0.45668955
-5.74187094,10.16640569,1.78943977,6.42604073,0.03097005,0.54712191,0.06562143,1.95189928,1.12501270,0.45809921
-5.73586793,10.35152391,1.81514077,6.57909221,0.03045151,0.55604694,0.06625299,1.96453542,1.13233665,0.46007488
-5.72986493,10.54584192,1.84125817,6.73869184,0.02994462,0.56540494,0.06688624,1.97873405,1.14099502,0.46260100
-5.72386193,10.74749483,1.86755243,6.90333688,0.02946121,0.57507338,0.06750772,1.99439793,1.15094315,0.46565264
-5.71785893,10.95436410,1.89375295,7.07134816,0.02901209,0.58491870,0.06810350,2.01138330,1.16209675,0.46919706
-5.71185593,11.16412297,1.91956362,7.24090582,0.02860669,0.59479935,0.06865954,2.02950262,1.17433223,0.47319522
-5.70585293,11.37428719,1.94466942,7.41008897,0.02825278,0.60456898,0.06916197,2.04852855,1.18748821,0.47760317
-5.69984992,11.58226991,1.96874392,7.57691829,0.02795618,0.61407983,0.06959752,2.06819877,1.20136825,0.48237335
-5.69384692,11.78543952,1.99145759,7.73940045,0.02772061,0.62318616,0.06995383,2.08822190,1.21574479,0.48745554
-5.68784392,11.98117914,2.01248657,7.89557346,0.02754760,0.63174763,0.07021977,2.10828407,1.23036426,0.49279780
-5.68184092,12.16694624,2.03152177,8.04355179,0.02743647,0.63963269,0.07038575,2.12805607,1.24495327,0.49834706
-5.67583792,12.34033132,2.04827794,8.18157015,0.02738441,0.64672175,0.07044400,2.14720094,1.25922569,0.50404955
-5.66983492,12.49911386,2.06250240,8.30802483,0.02738663,0.65291021,0.07038879,2.16538180,1.27289053,0.50985112
-5.66383192,12.64131454,2.07398318,8.42151156,0.02743662,0.65811115,0.07021659,2.18226963,1.28566018,0.51569742
-5.65782891,12.76524200,2.08255631,8.52085882,0.02752642,0.66225772,0.06992623,2.19755088,1.29725892,0.52153405
-5.65182591,12.86953322,2.08811181,8.60515558,0.02764696,0.66530509,0.06951898,2.21093473,1.30743131,0.52730669
-5.64582291,12.95318604,2.09059842,8.67377268,0.02778848,0.66723192,0.06899853,2.22215973,1.31595003,0.53296131
-5.63981991,13.01558298,2.09002659,8.72637711,0.02794093,0.66804128,0.06837097,2.23099982,1.32262313,0.53844448
-5.63381691,13.05650539,2.08646986,8.76293847,0.02809437,0.66776107,0.06764466,2.23726947,1.32730006,0.54370375
-5.62781391,13.07613742,2.08006431,8.78372743,0.02823934,0.66644368,0.06683012,2.24082780,1.32987647,0.54868828
-5.62181091,13.07505927,2.07100629,8.78930581,0.02836730,0.66416519,0.06593975,2.24158178,1.33029744,0.55334956
-5.61580790,13.05422983,2.05954837,8.78050849,0.02847085,0.66102379,0.06498762,2.23948824,1.32855906,0.55764222
-5.60980490,13.01495885,2.04599359,8.75841757,0.02854407,0.65713771,0.06398912,2.23455479,1.32470820,0.56152502
-5.60380190,12.95886936,2.03068839,8.72432918,0.02858268,0.65264245,0.06296068,2.22683962,1.31884058,0.56496185
-5.59779890,12.88785126,2.01401421,8.67971411,0.02858417,0.64768764,0.06191934,2.21645009,1.31109709,0.56792272
-5.59179590,12.80400748,1.99637833,8.62617344,0.02854782,0.64243338,0.06088243,2.20354036,1.30165865,0.57038470
-5.58579290,12.70959438,1.97820405,8.56539048,0.02847469,0.63704628,0.05986715,2.18830794,1.29073975,0.57233269
-5.57978989,12.60695849,1.95992067,8.49908086,0.02836752,0.63169533,0.05889024,2.17098934,1.27858093,0.57376007
-5.57378689,12.49847162,1.94195360,8.42894251,0.02823056,0.62654763,0.05796760,2.15185494,1.26544073,0.57466903
-5.56778389,12.38646691,1.92471497,8.35660749,0.02806934,0.62176431,0.05711398,2.13120317,1.25158715,0.57507071
-5.56178089,12.27317802,1.90859505,8.28359740,0.02789044,0.61749651,0.05634270,2.10935428,1.23728934,0.57498493
-5.55577789,12.16068394,1.89395469,8.21128436,0.02770117,0.61388181,0.05566539,2.08664363,1.22280961,0.57443973
-5.54977489,12.05086134,1.88111913,8.14085892,0.02750931,0.61104106,0.05509183,2.06341499,1.20839621,0.57347055
-5.54377189,11.94534639,1.87037322,8.07330630,0.02732279,0.60907582,0.05462984,2.04001372,1.19427724,0.57211917
-5.53776888,11.84550720,1.86195820,8.00939173,0.02714942,0.60806637,0.05428517,2.01678023,1.18065565,0.57043243
-5.53176588,11.75242778,1.85607001,7.94965539,0.02699663,0.60807046,0.05406155,1.99404362,1.16770583,0.56846077
-5.52576288,11.66690366,1.85285905,7.89441693,0.02687122,0.60912274,0.05396071,1.97211596,1.15557152,0.56625667
-5.51975988,11.58944880,1.85243127,7.84378885,0.02677920,0.61123489,0.05398249,1.95128689,1.14436523,0.56387303
-5.51375688,11.52031269,1.85485039,7.79769800,0.02672566,0.61439635,0.05412503,1.93181903,1.13416894,0.56136156
-5.50775388,11.45950628,1.86014086,7.75591348,0.02671459,0.61857569,0.05438491,1.91394387,1.12503603,0.55877121
-5.50175088,11.40683452,1.86829148,7.71807937,0.02674890,0.62372238,0.05475739,1.89785842,1.11699409,0.55614673
-5.49574787,11.36193353,1.87925918,7.68375026,0.02683035,0.62976894,0.05523660,1.88372251,1.11004837,0.55352737
-5.48974487,11.32430973,1.89297277,7.65242743,0.02695956,0.63663336,0.05581581,1.87165665,1.10418563,0.55094579
-5.48374187,11.29337870,1.90933630,7.62359374,0.02713605,0.64422160,0.05648759,1.86174066,1.09937803,0.54842710
-5.47773887,11.26850139,1.92823189,7.59674529,0.02735829,0.65243009,0.05724399,1.85401272,1.09558681,0.54598828
-5.47173587,11.24901601,1.94952185,7.57141821,0.02762378,0.66114814,0.05807669,1.84846915,1.09276551,0.54363766
-5.46573287,11.23426382,1.97304991,7.54720946,0.02792909,0.67026016,0.05897713,1.84506473,1.09086260,0.54137488
-5.45972986,11.22360823,1.99864161,7.52379085,0.02827000,0.67964761,0.05993652,1.84371359,1.08982330,0.53919093
-5.45372686,11.21644657,2.02610398,7.50091591,0.02864156,0.68919071,0.06094590,1.84429076,1.08959062,0.53706859
-5.44772386,11.21221500,2.05522453,7.47841995,0.02903821,0.69876983,0.06199609,1.84663441,1.09010569,0.53498313
-5.44172086,11.21038698,2.08576986,7.45621383,0.02945383,0.70826661,0.06307770,1.85054870,1.09130729,0.53290327
-5.43571786,11.21046689,2.11748405,7.43427252,0.02988190,0.71756485,0.06418102,1.85580743,1.09313093,0.53079240
-5.42971486,11.21197980,2.15008730,7.41261975,0.03031556,0.72655128,0.06529597,1.86215835,1.09550758,0.52861009
-5.42371186,11.21445959,2.18327496,7.39131025,0.03074776,0.73511608,0.06641204,1.86932825,1.09836225,0.52631375
-5.41770885,11.21743670,2.21671734,7.37041113,0.03117136,0.74315352,0.06751830,1.87702860,1.10161274,0.52386049
-5.41170585,11.22042750,2.25006065,7.34998389,0.03157925,0.75056251,0.06860334,1.88496191,1.10516866,0.52120911
-5.40570285,11.22292656,2.28292920,7.33006843,0.03196453,0.75724729,0.06965538,1.89282841,1.10893111,0.51832208
-5.39969985,11.22440304,2.31492911,7.31067036,0.03232062,0.76311823,0.07066233,1.90033315,1.11279294,0.51516751
-5.39369685,11.22430195,2.34565365,7.29175222,0.03264141,0.76809282,0.07161200,1.90719314,1.11663992,0.51172102
