energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,3.69780175,0.02905401,0.13528092,1.78149812,0.59363976,2.41667018,0.00000000
-5.99399700,3.72640653,0.02954395,0.13083637,1.78974256,0.59055262,2.44596147,0.00000000
-5.98799400,3.76570431,0.03010194,0.12639066,1.80305443,0.58805616,2.48296326,0.00000000
-5.98199100,3.81581951,0.03071596,0.12200383,1.82148529,0.58626234,2.52766310,0.00000000
-5.97598799,3.87646225,0.03137328,0.11772968,1.84487806,0.58524809,2.57975857,0.00000000
-5.96998499,3.94692924,0.03206044,0.11361501,1.87286831,0.58505279,2.63865903,0.00000000
-5.96398199,4.02612089,0.03276333,0.10969929,1.90489383,0.58567757,2.70349847,0.00000000
-5.95797899,4.11257429,0.03346726,0.10601463,1.94021213,0.58708625,2.77315915,0.00000000
-5.95197599,4.20451094,0.03415717,0.10258602,1.97792534,0.58920804,2.84630547,0.00000000
-5.94597299,4.29989760,0.03481783,0.09943201,2.01701153,0.59194184,2.92142677,0.00000000
-5.93996998,4.39651791,0.03543418,0.09656545,2.05636130,0.59516184,2.99688758,0.00000000
-5.93396698,4.49205171,0.03599161,0.09399455,2.09481797,0.59872427,3.07098316,0.00000000
-5.92796398,4.58415907,0.03647636,0.09172404,2.13121995,0.60247491,3.14199830,0.00000000
-5.92196098,4.67056510,0.03687594,0.08975630,2.16444317,0.60625696,3.20826664,0.00000000
-5.91595798,4.74914205,0.03717944,0.08809262,2.19344205,0.60991891,3.26822823,0.00000000
-5.90995498,4.81798500,0.03737791,0.08673424,2.21728697,0.61332196,3.32048266,0.00000000
-5.90395198,4.87547781,0.03746468,0.08568334,2.23519690,0.61634667,3.36383556,0.00000000
-5.89794897,4.92034639,0.03743554,0.08494377,2.24656555,0.61889845,3.39733637,0.00000000
-5.89194597,4.95169706,0.03728893,0.08452154,2.25098013,0.62091159,3.42030587,0.00000000
-5.88594297,4.96903838,0.03702596,0.08442505,2.24823204,0.62235169,3.43235239,0.00000000
-5.87993997,4.97228571,0.03665037,0.08466497,2.23831907,0.62321641,3.43337612,0.00000000
-5.87393697,4.96174871,0.03616837,0.08525388,2.22143933,0.62353435,3.42356165,0.00000000
-5.86793397,4.93810268,0.03558842,0.08620556,2.19797736,0.62336242,3.40335932,0.00000000
-5.86193097,4.90234561,0.03492084,0.08753408,2.16848337,0.62278160,3.37345675,0.00000000
-5.85592796,4.85574333,0.03417746,0.08925260,2.13364670,0.62189156,3.33474195,0.00000000
-5.84992496,4.79976586,0.03337119,0.09137215,2.09426506,0.62080438,3.28826040,0.00000000
-5.84392196,4.73601825,0.03251545,0.09390020,2.05121103,0.61963771,3.23516797,0.00000000
-5.83791896,4.66616961,0.03162381,0.09683929,2.00539754,0.61850782,3.17668247,0.00000000
-5.83191596,4.59188361,0.03070945,0.10018577,1.95774387,0.61752290,3.11403595,0.00000000
-5.82591296,4.51475404,0.02978476,0.10392860,1.90914377,0.61677700,3.04843002,0.00000000
-5.81990995,4.43624802,0.02886099,0.10804852,1.86043696,0.61634491,2.98099622,0.00000000
-5.81390695,4.35765953,0.02794796,0.11251737,1.81238512,0.61627824,2.91276291,0.00000000
-5.80790395,4.28007467,0.02705382,0.11729787,1.76565304,0.61660295,2.84462994,0.00000000
-5.80190095,4.20434994,0.02618499,0.12234377,1.72079561,0.61731836,2.77735165,0.00000000
-5.79589795,4.13110357,0.02534607,0.12760035,1.67825051,0.61839765,2.71152852,0.00000000
-5.78989495,4.06071966,0.02453991,0.13300540,1.63833679,0.61978991,2.64760714,0.00000000
-5.78389195,3.99336392,0.02376774,0.13849054,1.60125850,0.62142340,2.58588769,0.00000000
-5.77788894,3.92900942,0.02302935,0.14398288,1.56711313,0.62321000,2.52653815,0.00000000
-5.77188594,3.86747031,0.02232334,0.14940698,1.53590366,0.62505039,2.46961359,0.00000000
-5.76588294,3.80844108,0.02164737,0.15468700,1.50755349,0.62683978,2.41507924,0.00000000
-5.75987994,3.75153882,0.02099849,0.15974894,1.48192312,0.62847384,2.36283565,0.00000000
-5.75387694,3.69634605,0.02037338,0.16452290,1.45882755,0.62985442,2.31274433,0.00000000
-5.74787394,3.64245146,0.01976867,0.16894522,1.43805342,0.63089476,2.26465240,0.00000000
-5.74187094,3.58948670,0.01918120,0.17296045,1.41937510,0.63152405,2.21841487,0.00000000
-5.73586793,3.53715709,0.01860821,0.17652297,1.40256875,0.63169086,2.17391339,0.00000000
-5.72986493,3.48526509,0.01804755,0.17959822,1.38742404,0.63136549,2.13107072,0.00000000
-5.72386193,3.43372540,0.01749779,0.18216356,1.37375296,0.63054098,2.08986034,0.00000000
-5.71785893,3.38257156,0.01695834,0.18420856,1.36139549,0.62923291,2.05031091,0.00000000
-5.71185593,3.33195378,0.01642944,0.18573478,1.35022228,0.62747792,2.01250579,0.00000000
-5.70585293,3.28212898,0.01591216,0.18675511,1.34013433,0.62533105,1.97657784,0.00000000
-5.69984992,3.23344370,0.01540839,0.18729263,1.33106009,0.62286231,1.94270022,0.00000000
-5.69384692,3.18631143,0.01492070,0.18737904,1.32295044,0.62015244,1.91107398,0.00000000
-5.68784392,3.14118581,0.01445225,0.18705285,1.31577201,0.61728829,1.88191328,0.00000000
-5.68184092,3.09853162,0.01400667,0.18635729,1.30949965,0.61435811,1.85542948,0.00000000
-5.67583792,3.05879525,0.01358791,0.18533822,1.30410845,0.61144702,1.83181495,0.00000000
-5.66983492,3.02237635,0.01320009,0.18404194,1.29956612,0.60863281,1.81122775,0.00000000
-5.66383192,2.98960252,0.01284738,0.18251323,1.29582623,0.60598258,1.79377798,0.00000000
-5.65782891,2.96070805,0.01253383,0.18079362,1.29282279,0.60355007,1.77951669,0.00000000
-5.65182591,2.93581810,0.01226331,0.17891989,1.29046651,0.60137405,1.76842784,0.00000000
-5.64582291,2.91493885,0.01203936,0.17692308,1.28864309,0.59947763,1.76042374,0.00000000
-5.63981991,2.89795406,0.01186512,0.17482781,1.28721351,0.59786866,1.75534415,0.00000000
-5.63381691,2.88462788,0.01174329,0.17265214,1.28601631,0.59654093,1.75295896,0.00000000
-5.62781391,2.87461374,0.01167601,0.17040772,1.28487176,0.59547616,1.75297418,0.00000000
-5.62181091,2.86746839,0.01166487,0.16810049,1.28358758,0.59464653,1.75504096,0.00000000
-5.61580790,2.86267028,0.01171087,0.16573157,1.28196577,0.59401756,1.75876685,0.00000000
-5.60980490,2.85964108,0.01181438,0.16329844,1.27981019,0.59355110,1.76372883,0.00000000
-5.60380190,2.85776907,0.01197511,0.16079634,1.27693447,0.59320816,1.76948727,0.00000000
-5.59779890,2.85643318,0.01219211,0.15821972,1.27316961,0.59295144,1.77560013,0.00000000
-5.59179590,2.85502630,0.01246373,0.15556360,1.26837094,0.59274739,1.78163669,0.00000000
-5.58579290,2.85297690,0.01278762,0.15282498,1.26242414,0.59256760,1.78719014,0.00000000
-5.57978989,2.84976781,0.01316070,0.15000400,1.25524982,0.59238952,1.79188847,0.00000000
-5.57378689,2.84495156,0.01357915,0.14710488,1.24680668,0.59219655,1.79540338,0.00000000
-5.56778389,2.83816173,0.01403841,0.14413664,1.23709296,0.59197742,1.79745672,0.00000000
-5.56178089,2.82911997,0.01453317,0.14111356,1.22614637,0.59172505,1.79782447,0.00000000
-5.55577789,2.81763882,0.01505741,0.13805528,1.21404240,0.59143505,1.79633829,0.00000000
-5.54977489,2.80362047,0.01560444,0.13498671,1.20089141,0.59110388,1.79288468,0.00000000
-5.54377189,2.78705198,0.01616692,0.13193770,1.18683458,0.59072710,1.78740213,0.00000000
-5.53776888,2.76799746,0.01673699,0.12894247,1.17203910,0.59029762,1.77987649,0.00000000
-5.53176588,2.74658803,0.01730638,0.12603892,1.15669285,0.58980432,1.77033515,0.00000000
-5.52576288,2.72301033,0.01786649,0.12326784,1.14099900,0.58923111,1.75884038,0.00000000
-5.51975988,2.69749430,0.01840858,0.12067204,1.12517069,0.58855653,1.74548232,0.00000000
-5.51375688,2.67030115,0.01892396,0.11829552,1.10942608,0.58775390,1.73037215,0.00000000
-5.50775388,2.64171215,0.01940413,0.11618264,1.09398404,0.58679224,1.71363572,0.00000000
-5.50175088,2.61201871,0.01984100,0.11437739,1.07906051,0.58563766,1.69540810,0.00000000
-5.49574787,2.58151439,0.02022705,0.11292272,1.06486557,0.58425533,1.67582926,0.00000000
-5.48974487,2.55048894,0.02055556,0.11185996,1.05160141,0.58261183,1.65504096,0.00000000
-5.48374187,2.51922449,0.02082072,0.11122846,1.03946081,0.58067779,1.63318502,0.00000000
-5.47773887,2.48799380,0.02101781,0.11106512,1.02862627,0.57843059,1.61040278,0.00000000
-5.47173587,2.45706036,0.02114328,0.11140419,1.01926950,0.57585695,1.58683569,0.00000000
-5.46573287,2.42667983,0.02119488,0.11227697,1.01155105,0.57295528,1.56262668,0.00000000
-5.45972986,2.39710239,0.02117164,0.11371164,1.00561991,0.56973755,1.53792213,0.00000000
-5.45372686,2.36857541,0.02107394,0.11573290,1.00161280,0.56623057,1.51287401,0.00000000
-5.44772386,2.34134579,0.02090342,0.11836173,0.99965314,0.56247654,1.48764177,0.00000000
-5.44172086,2.31566145,0.02066296,0.12161492,0.99984927,0.55853281,1.46239377,0.00000000
-5.43571786,2.29177138,0.02035657,0.12550456,1.00229211,0.55447072,1.43730785,0.00000000
-5.42971486,2.26992389,0.01998928,0.13003729,1.00705207,0.55037369,1.41257078,0.00000000
-5.42371186,2.25036277,0.01956696,0.13521354,1.01417525,0.54633440,1.38837647,0.00000000
-5.41770885,2.23332129,0.01909621,0.14102654,1.02367915,0.54245126,1.36492283,0.00000000
-5.41170585,2.21901405,0.01858420,0.14746125,1.03554798,0.53882434,1.34240735,0.00000000
-5.40570285,2.20762710,0.01803844,0.15449327,1.04972782,0.53555080,1.32102156,0.00000000
-5.39969985,2.19930664,0.01746668,0.16208770,1.06612201,0.53272012,1.30094452,0.00000000
-5.39369685,2.19414707,0.01687675,0.17019810,1.08458701,0.53040930,1.28233577,0.00000000
-5.38769385,2.19217895,0.01627636,0.17876565,1.10492914,0.52867827,1.26532814,0.00000000
-5.38169085,2.19335792,0.01567301,0.18771844,1.12690257,0.52756576,1.25002070,0.00000000
-5.37568784,2.19755521,0.01507386,0.19697126,1.15020879,0.52708586,1.23647258,0.00000000
-5.36968484,2.20455075,0.01448561,0.20642573,1.17449797,0.52722549,1.22469780,0.00000000
-5.36368184,2.21402954,0.01391445,0.21597095,1.19937225,0.52794293,1.21466172,0.00000000
-5.35767884,2.22558197,0.01336593,0.22548473,1.22439131,0.52916761,1.20627945,0.00000000
-5.35167584,2.23870852,0.01284496,0.23483542,1.24907998,0.53080128,1.19941626,0.00000000
-5.34567284,2.25282904,0.01235576,0.24388437,1.27293804,0.53272048,1.19389049,0.00000000
-5.33966983,2.26729677,0.01190186,0.25248897,1.29545191,0.53478052,1.18947860,0.00000000
-5.33366683,2.28141677,0.01148607,0.26050622,1.31610791,0.53682067,1.18592267,0.00000000
-5.32766383,2.29446827,0.01111055,0.26779671,1.33440685,0.53867057,1.18293987,0.00000000
-5.32166083,2.30573039,0.01077684,0.27422901,1.34987924,0.54015759,1.18023374,0.00000000
-5.31565783,2.31451014,0.01048592,0.27968414,1.36210094,0.54111491,1.17750695,0.00000000
-5.30965483,2.32017187,0.01023831,0.28406008,1.37070830,0.54139002,1.17447481,0.00000000
-5.30365183,2.32216679,0.01003420,0.28727609,1.37541254,0.54085324,1.17087940,0.00000000
-5.29764882,2.32006149,0.00987352,0.28927664,1.37601263,0.53940604,1.16650333,0.00000000
-5.29164582,2.31356403,0.00975612,0.29003485,1.37240620,0.53698859,1.16118288,0.00000000
-5.28564282,2.30254658,0.00968186,0.28955507,1.36459800,0.53358636,1.15481976,0.00000000
-5.27963982,2.28706333,0.00965081,0.28787477,1.35270549,0.52923536,1.14739099,0.00000000
-5.27363682,2.26736270,0.00966334,0.28506522,1.33696133,0.52402567,1.13895635,0.00000000
-5.26763382,2.24389319,0.00972024,0.28123132,1.31771249,0.51810316,1.12966309,0.00000000
-5.26163082,2.21730204,0.00982282,0.27651009,1.29541589,0.51166907,1.11974729,0.00000000
-5.25562781,2.18842652,0.00997297,0.27106825,1.27063072,0.50497745,1.10953195,0.00000000
-5.24962481,2.15827782,0.01017319,0.26509858,1.24400727,0.49833039,1.09942134,0.00000000
-5.24362181,2.12801749,0.01042655,0.25881533,1.21627291,0.49207108,1.08989190,0.00000000
-5.23761881,2.09892721,0.01073663,0.25244881,1.18821518,0.48657491,1.08147953,0.00000000
-5.23161581,2.07237243,0.01110739,0.24623918,1.16066268,0.48223874,1.07476384,0.00000000
-5.22561281,2.04976107,0.01154299,0.24042979,1.13446413,0.47946869,1.07034959,0.00000000
-5.21960980,2.03249843,0.01204760,0.23526012,1.11046628,0.47866684,1.06884593,0.00000000
-5.21360680,2.02193982,0.01262506,0.23095860,1.08949121,0.48021716,1.07084420,0.00000000
-5.20760380,2.01934267,0.01327866,0.22773559,1.07231389,0.48447127,1.07689506,0.00000000
-5.20160080,2.02581972,0.01401078,0.22577665,1.05964042,0.49173438,1.08748585,0.00000000
-5.19559780,2.04229526,0.01482259,0.22523631,1.05208801,0.50225210,1.10301914,0.00000000
-5.18959480,2.06946604,0.01571371,0.22623269,1.05016709,0.51619850,1.12379345,0.00000000
-5.18359180,2.10776881,0.01668198,0.22884300,1.05426635,0.53366596,1.14998702,0.00000000
-5.17758879,2.15735577,0.01772320,0.23310015,1.06464129,0.55465730,1.18164550,0.00000000
-5.17158579,2.21807934,0.01883097,0.23899066,1.08140666,0.57908057,1.21867432,0.00000000
-5.16558279,2.28948718,0.01999663,0.24645391,1.10453317,0.60674682,1.26083615,0.00000000
-5.15957979,2.37082805,0.02120923,0.25538279,1.13384875,0.63737107,1.30775387,0.00000000
-5.15357679,2.46106850,0.02245567,0.26562588,1.16904421,0.67057665,1.35891903,0.00000000
-5.14757379,2.55892022,0.02372092,0.27699100,1.20968337,0.70590278,1.41370564,0.00000000
-5.14157079,2.66287700,0.02498828,0.28925020,1.25521708,0.74281542,1.47138881,0.00000000
-5.13556778,2.77126023,0.02623983,0.30214591,1.30500086,0.78072087,1.53116748,0.00000000
