energy_ev,total_up,Bi_p_up,Bi_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.78389195,6.29259648,0.84315908,0.01657814,1.90767201,2.87079341,0.08208180,2.72817344
-5.77788894,6.37626719,0.80736084,0.01638149,1.91963472,2.92683191,0.08082985,2.81686513
-5.77188594,6.47202359,0.77358248,0.01625963,1.93735868,2.98777011,0.07986855,2.90967931
-5.76588294,6.58229361,0.74237956,0.01621753,1.96139282,3.05486463,0.07922960,3.00749154
-5.75987994,6.70943082,0.71425278,0.01625892,1.99222356,3.12937098,0.07893656,3.11122318
-5.75387694,6.85563566,0.68964268,0.01638627,2.03026115,3.21249948,0.07900447,3.22179711
-5.74787394,7.02287193,0.66892580,0.01660086,2.07582479,3.30536844,0.07943973,3.34008754
-5.74187094,7.21278187,0.65241246,0.01690279,2.12912700,3.40895617,0.08024024,3.46686606
-5.73586793,7.42660356,0.64034587,0.01729113,2.19025826,3.52405397,0.08139582,3.60274653
-5.72986493,7.66509475,0.63290260,0.01776402,2.25917292,3.65122228,0.08288883,3.74813177
-5.72386193,7.92846747,0.63019414,0.01831880,2.33567759,3.79075203,0.08469499,3.90316499
-5.71785893,8.21633734,0.63226951,0.01895218,2.41942276,3.94263360,0.08678448,4.06768906
-5.71185593,8.52769142,0.63911866,0.01966041,2.50989886,4.10653511,0.08912300,4.24121616
-5.70585293,8.86087728,0.65067649,0.02043944,2.60643722,4.28179172,0.09167316,4.42291015
-5.69984992,9.21361538,0.66682732,0.02128518,2.70821647,4.46740712,0.09439580,4.61158339
-5.69384692,9.58303548,0.68740957,0.02219361,2.81427428,4.66206770,0.09725139,4.80570878
-5.68784392,9.96573671,0.71222047,0.02316101,2.92352444,4.86416938,0.10020142,5.00344738
-5.68184092,10.35786942,0.74102067,0.02418412,3.03477846,5.07185644,0.10320974,5.20269070
-5.67583792,10.75523608,0.77353852,0.02526029,3.14677097,5.28307098,0.10624375,5.40111634
-5.66983492,11.15340706,0.80947393,0.02638761,3.25818796,5.49561113,0.10927548,5.59625473
-5.66383192,11.54784653,0.84850179,0.02756500,3.36769643,5.70719564,0.11228241,5.78556400
-5.65782891,11.93404299,0.89027478,0.02879226,3.47397447,5.91553205,0.11524809,5.96650986
-5.65182591,12.30763888,0.93442584,0.03007006,3.57574043,6.11838553,0.11816243,6.13664683
-5.64582291,12.66455339,0.98057006,0.03139989,3.67178014,6.31364525,0.12102172,6.29369719
-5.63981991,13.00109349,1.02830643,0.03278398,3.76097130,6.49938562,0.12382833,6.43562410
-5.63381691,13.31404841,1.07721945,0.03422513,3.84230428,6.67391941,0.12659010,6.56069579
-5.62781391,13.60076386,1.12688082,0.03572649,3.91489903,6.83584082,0.12931941,6.66753790
-5.62181091,13.85919343,1.17685148,0.03729136,3.97801774,6.98405657,0.13203208,6.75517201
-5.61580790,14.08792562,1.22668413,0.03892287,4.03107324,7.11780398,0.13474601,6.82303872
-5.60980490,14.28618620,1.27592645,0.04062370,4.07363355,7.23665543,0.13747967,6.87100475
-5.60380190,14.45381672,1.32412506,0.04239573,4.10542258,7.34050953,0.14025062,6.89935391
-5.59779890,14.59123112,1.37083038,0.04423978,4.12631756,7.42956948,0.14307391,6.90876284
-5.59179590,14.69935308,1.41560223,0.04615523,4.13634352,7.50431020,0.14596073,6.90026285
-5.58579290,14.77953756,1.45801608,0.04813978,4.13566532,7.56543582,0.14891713,6.87518979
-5.57978989,14.83348067,1.49766982,0.05018921,4.12457746,7.61382968,0.15194301,6.83512438
-5.57378689,14.86312171,1.53419062,0.05229716,4.10349202,7.65049931,0.15503148,6.78182578
-5.56778389,14.87054202,1.56724171,0.05445503,4.07292505,7.67651891,0.15816841,6.71716115
-5.56178089,14.85786465,1.59652851,0.05665185,4.03348155,7.69297169,0.16133256,6.64303434
-5.55577789,14.82715886,1.62180394,0.05887431,3.98583923,7.70089481,0.16449589,6.56131647
-5.54977489,14.78035288,1.64287244,0.06110685,3.93073126,7.70122898,0.16762438,6.47378119
-5.54377189,14.71915827,1.65959241,0.06333172,3.86892843,7.69477481,0.17067905,6.38204705
-5.53776888,14.64500823,1.67187689,0.06552927,3.80122068,7.68215766,0.17361734,6.28752904
-5.53176588,14.55901179,1.67969249,0.06767816,3.72839886,7.66380223,0.17639465,6.19140106
-5.52576288,14.46192557,1.68305637,0.06975571,3.65123675,7.63991790,0.17896604,6.09457035
-5.51975988,14.35414338,1.68203162,0.07173831,3.57047433,7.61049528,0.18128790,5.99766481
-5.51375688,14.23570426,1.67672126,0.07360178,3.48680258,7.57531410,0.18331965,5.90103313
-5.50775388,14.10631812,1.66726118,0.07532191,3.40085060,7.53396199,0.18502526,5.80475762
-5.50175088,13.96540807,1.65381259,0.07687489,3.31317568,7.48586350,0.18637461,5.70867888
-5.49574787,13.81216784,1.63655431,0.07823788,3.22425670,7.43031822,0.18734456,5.61243087
-5.48974487,13.64563186,1.61567562,0.07938946,3.13449140,7.36654637,0.18791969,5.51548495
-5.48374187,13.46475565,1.59137003,0.08031020,3.04419764,7.29374019,0.18809276,5.41720067
-5.47773887,13.26850307,1.56383035,0.08098317,2.95361874,7.21111903,0.18786476,5.31688114
-5.47173587,13.05593722,1.53324553,0.08139435,2.86293266,7.11798589,0.18724465,5.21383045
-5.46573287,12.82631121,1.49979930,0.08153314,2.77226457,7.01378301,0.18624878,5.10741069
-5.45972986,12.57915484,1.46367077,0.08139272,2.68170226,6.89814412,0.18490004,4.99709595
-5.45372686,12.31435369,1.42503680,0.08097037,2.59131349,6.77094120,0.18322678,4.88252107
-5.44772386,12.03221659,1.38407598,0.08026770,2.50116437,6.63232318,0.18126159,4.76352286
-5.44172086,11.73352853,1.34097378,0.07929084,2.41133765,6.48274512,0.17904000,4.64017203
-5.43571786,11.41958591,1.29592840,0.07805048,2.32195001,6.32298588,0.17659912,4.51279445
-5.42971486,11.09221207,1.24915688,0.07656181,2.23316714,6.15415333,0.17397641,4.38198063
-5.42371186,10.75375155,1.20090067,0.07484433,2.14521585,5.97767637,0.17120849,4.24858305
-5.41770885,10.40704256,1.15143043,0.07292162,2.05839237,5.79528349,0.16833012,4.11370140
-5.41170585,10.05536780,1.10104921,0.07082086,1.97306623,5.60896836,0.16537348,3.97865616
-5.40570285,9.70238497,1.05009389,0.06857236,1.88967953,5.42094336,0.16236753,3.84495168
-5.39969985,9.35203884,0.99893436,0.06620895,1.80874134,5.23358249,0.15933773,3.71423006
-5.39369685,9.00845796,0.94797045,0.06376522,1.73081756,5.04935555,0.15630595,3.58821783
-5.38769385,8.67583938,0.89762644,0.06127683,1.65651649,4.87075603,0.15329060,3.46866745
-5.38169085,8.35832565,0.84834347,0.05877963,1.58647087,4.70022522,0.15030695,3.35729578
-5.37568784,8.05987843,0.80056993,0.05630884,1.52131701,4.54007542,0.14736759,3.25572224
-5.36968484,7.78415355,0.75475037,0.05389824,1.46167210,4.39241518,0.14448300,3.16540870
-5.36368184,7.53438211,0.71131342,0.05157937,1.40811056,4.25907937,0.14166215,3.08760362
-5.35767884,7.31326214,0.67065913,0.04938075,1.36114055,4.14156684,0.13891309,3.02329253
-5.35167584,7.12286491,0.63314649,0.04732725,1.32118170,4.04098810,0.13624348,2.97315664
-5.34567284,6.96455969,0.59908168,0.04543954,1.28854491,3.95802499,0.13366099,2.93754127
-5.33966983,6.83895968,0.56870749,0.04373365,1.26341536,3.89290422,0.13117358,2.91643525
-5.33366683,6.74589156,0.54219460,0.04222064,1.24583917,3.84538562,0.12878960,2.90946223
-5.32766383,6.68439009,0.51963494,0.04090647,1.23571469,3.81476589,0.12651774,2.91588420
-5.32166083,6.65271818,0.50103763,0.03979198,1.23278865,3.79989780,0.12436675,2.93461732
-5.31565783,6.64841229,0.48632759,0.03887302,1.23665755,3.79922441,0.12234510,2.96425976
-5.30965483,6.66835196,0.47534688,0.03814075,1.24677442,3.81082703,0.12046049,3.00313059
-5.30365183,6.70885152,0.46785895,0.03758204,1.26246074,3.83248560,0.11871931,3.04931872
-5.29764882,6.76577123,0.46355541,0.03718000,1.28292346,3.86174938,0.11712611,3.10074032
-5.29164582,6.83464439,0.46206523,0.03691463,1.30727647,3.89601548,0.11568310,3.15520296
-5.28564282,6.91081655,0.46296607,0.03676351,1.33456595,3.93261267,0.11438985,3.21047439
-5.27963982,6.98959224,0.46579720,0.03670263,1.36379892,3.96888756,0.11324304,3.26435381
-5.27363682,7.06638440,0.47007366,0.03670719,1.39397390,4.00229019,0.11223652,3.31474316
-5.26763382,7.13686167,0.47530116,0.03675237,1.42411283,4.03045594,0.11136160,3.35971617
-5.26163082,7.19708845,0.48099106,0.03681425,1.45329298,4.05128112,0.11060753,3.39758273
-5.25562781,7.24365298,0.48667509,0.03687045,1.48067792,4.06298949,0.10996230,3.42694633
-5.24962481,7.27377892,0.49191910,0.03690093,1.50554620,4.06418735,0.10941363,3.44675268
-5.24362181,7.28541664,0.49633547,0.03688855,1.52731685,4.05390557,0.10895010,3.45632757
-5.23761881,7.27731081,0.49959378,0.03681958,1.54557056,4.03162689,0.10856250,3.45540280
-5.23161581,7.24904203,0.50142920,0.03668404,1.56006589,3.99729790,0.10824512,3.44412907
-5.22561281,7.20104090,0.50164855,0.03647600,1.57074964,3.95132527,0.10799710,3.42307545
-5.21960980,7.13457421,0.50013370,0.03619361,1.57776112,3.89455681,0.10782365,3.39321531
-5.21360680,7.05170370,0.49684226,0.03583905,1.58142992,3.82824795,0.10773712,3.35589934
-5.20760380,6.95521895,0.49180560,0.03541838,1.58226748,3.75401541,0.10775781,3.31281642
-5.20160080,6.84854697,0.48512438,0.03494115,1.58095237,3.67377977,0.10791446,3.26594388
-5.19559780,6.73564181,0.47696171,0.03441998,1.57831022,3.58969919,0.10824446,3.21748879
-5.18959480,6.62085808,0.46753439,0.03387005,1.57528862,3.50409685,0.10879360,3.16982227
-5.18359180,6.50881281,0.45710247,0.03330841,1.57292819,3.41938477,0.10961551,3.12540909
-5.17758879,6.40424062,0.44595779,0.03275335,1.57233061,3.33798660,0.11077062,3.08673479
-5.17158579,6.31184659,0.43441173,0.03222371,1.57462489,3.26226200,0.11232478,3.05623268
-5.16558279,6.23616197,0.42278287,0.03173812,1.58093283,3.19443501,0.11434753,3.03621284
-5.15957979,6.18140675,0.41138492,0.03131436,1.59233496,3.13652848,0.11691000,3.02879529
-5.15357679,6.15136320,0.40051541,0.03096870,1.60983780,3.09030642,0.12008262,3.03584904
-5.14757379,6.14926381,0.39044551,0.03071534,1.63434353,3.05722555,0.12393253,3.05893860
-5.14157079,6.17769615,0.38141134,0.03056587,1.66662284,3.03839710,0.12852094,3.09927918
-5.13556778,6.23852698,0.37360702,0.03052892,1.70729141,3.03455950,0.13390042,3.15770146
-5.12956478,6.33284681,0.36717957,0.03060982,1.75679085,3.04606213,0.14011214,3.23462650
-5.12356178,6.46093563,0.36222580,0.03081041,1.81537404,3.07285997,0.14718335,3.33005106
-5.11755878,6.62224998,0.35879120,0.03112897,1.88309523,3.11451893,0.15512499,3.44354331
-5.11155578,6.81543094,0.35687065,0.03156024,1.95980479,3.17023093,0.16392964,3.57424867
-5.10555278,7.03833194,0.35641091,0.03209556,2.04514859,3.23883806,0.17356990,3.72090518
-5.09954977,7.28806529,0.35731463,0.03272309,2.13857158,3.31886485,0.18399718,3.88186788
-5.09354677,7.56106560,0.35944555,0.03342813,2.23932551,3.40855733,0.19514120,4.05514127
-5.08754377,7.85316825,0.36263481,0.03419353,2.34648027,3.50592798,0.20690999,4.23841892
-5.08154077,8.15970078,0.36668782,0.03500017,2.45893848,3.60880502,0.21919064,4.42912929
-5.07553777,8.47558488,0.37139164,0.03582744,2.57545308,3.71488518,0.23185080,4.62448659
-5.06953477,8.79544659,0.37652235,0.03665382,2.69464738,3.82178831,0.24474084,4.82154568
-5.06353177,9.11373218,0.38185239,0.03745745,2.81503746,3.92711282,0.25769667,5.01725980
-5.05752876,9.42482716,0.38715743,0.03821670,2.93505631,4.02849062,0.27054330,5.20854001
-5.05152576,9.72317589,0.39222274,0.03891074,3.05307974,4.12364035,0.28309876,5.39231524
-5.04552276,10.00339900,0.39684880,0.03952008,3.16745351,4.21041764,0.29517858,5.56559172
-5.03951976,10.26040621,0.40085617,0.04002705,3.27652159,4.28686141,0.30660047,5.72551078
-5.03351676,10.48950197,0.40408939,0.04041625,3.37865511,4.35123490,0.31718909,5.86940375
-5.02751376,10.68648145,0.40642009,0.04067490,3.47228168,4.40206077,0.32678073,5.99484302
-5.02151076,10.84771471,0.40774914,0.04079312,3.55591477,4.43814906,0.33522779,6.09968809
-5.01550775,10.97021694,0.40800795,0.04076415,3.62818246,4.45861760,0.34240271,6.18212563
-5.00950475,11.05170310,0.40715900,0.04058444,3.68785519,4.46290424,0.34820140,6.24070264
-5.00350175,11.09062540,0.40519567,0.04025367,3.73387172,4.45077057,0.35254577,6.27435187
-4.99749875,11.08619287,0.40214128,0.03977465,3.76536268,4.42229719,0.35538556,6.28240878
-4.99149575,11.03837225,0.39804770,0.03915319,3.78167090,4.37787064,0.35669910,6.26461958
-4.98549275,10.94787029,0.39299335,0.03839783,3.78236776,4.31816250,0.35649314,6.22113990
-4.97948974,10.81609811,0.38708076,0.03751955,3.76726491,4.24410147,0.35480175,6.15252418
-4.97348674,10.64511850,0.38043378,0.03653136,3.73642056,4.15683920,0.35168433,6.05970583
-4.96748374,10.43757813,0.37319436,0.03544796,3.69014008,4.05771137,0.34722274,5.94396873
-4.96148074,10.19662651,0.36551915,0.03428520,3.62897033,3.94819516,0.34151794,5.80691073
-4.95547774,9.92582469,0.35757570,0.03305973,3.55368779,3.82986465,0.33468598,5.65040033
-4.94947474,9.62904641,0.34953857,0.03178848,3.46528056,3.70434584,0.32685381,5.47652785
-4.94347174,9.31037521,0.34158518,0.03048826,3.36492472,3.57327267,0.31815495,5.28755247
-4.93746873,8.97400066,0.33389152,0.02917534,3.25395556,3.43824560,0.30872527,5.08584708
-4.93146573,8.62411725,0.32662786,0.02786509,3.13383484,3.30079403,0.29869902,4.87384258
-4.92546273,8.26482894,0.31995441,0.02657167,3.00611488,3.16234378,0.28820531,4.65397351
-4.91945973,7.90006245,0.31401700,0.02530778,2.87240099,3.02419039,0.27736517,4.42862667
-4.91345673,7.53349143,0.30894300,0.02408441,2.73431349,2.88747881,0.26628923,4.20009441
-4.90745373,7.16847370,0.30483747,0.02291076,2.59345053,2.75318992,0.25507613,3.97053383
-4.90145073,6.80800256,0.30177962,0.02179414,2.45135326,2.62213362,0.24381160,3.74193295
-4.89544772,6.45467295,0.29981987,0.02073992,2.30947426,2.49494835,0.23256826,3.51608459
-4.88944472,6.11066237,0.29897735,0.01975160,2.16915034,2.37210633,0.22140599,3.29456821
-4.88344172,5.77772598,0.29923827,0.01883087,2.03158045,2.25392382,0.21037285,3.07873968
-4.87743872,5.45720464,0.30055501,0.01797770,1.89780913,2.14057535,0.19950642,2.86972864
-4.87143572,5.15004440,0.30284614,0.01719056,1.76871577,2.03211099,0.18883534,2.66844270
-4.86543272,4.85682549,0.30599743,0.01646651,1.64500966,1.92847558,0.17838105,2.47557750
-4.85942971,4.57779875,0.30986390,0.01580148,1.52723053,1.82952876,0.16815958,2.29163167
-4.85342671,4.31292729,0.31427283,0.01519042,1.41575402,1.73506506,0.15818319,2.11692529
-4.84742371,4.06193140,0.31902784,0.01462756,1.31080155,1.64483312,0.14846186,1.95162079
-4.84142071,3.82433464,0.32391390,0.01410657,1.21245378,1.55855340,0.13900450,1.79574501
-4.83541771,3.59950950,0.32870309,0.01362086,1.12066673,1.47593395,0.12981993,1.64921142
-4.82941471,3.38672107,0.33316102,0.01316370,1.03528980,1.39668388,0.12091749,1.51184161
-4.82341171,3.18516765,0.33705378,0.01272847,0.95608480,1.32052439,0.11230736,1.38338526
-4.81740870,2.99401733,0.34015501,0.01230882,0.88274524,1.24719747,0.10400058,1.26353818
-4.81140570,2.81244012,0.34225296,0.01189883,0.81491512,1.17647222,0.09600890,1.15195804
-4.80540270,2.63963513,0.34315721,0.01149317,0.75220665,1.10814908,0.08834437,1.04827765
-4.79939970,2.47485270,0.34270489,0.01108718,0.69421647,1.04206219,0.08101884,0.95211587
-4.79339670,2.31741168,0.34076592,0.01067700,0.64053989,0.97808019,0.07404338,0.86308623
-4.78739370,2.16671176,0.33724726,0.01025963,0.59078306,0.91610569,0.06742772,0.78080355
-4.78139070,2.02224141,0.33209587,0.00983295,0.54457280,0.85607363,0.06117971,0.70488872
-4.77538769,1.88358146,0.32530031,0.00939573,0.50156413,0.79794884,0.05530484,0.63497218
-4.76938469,1.75040505,0.31689081,0.00894766,0.46144558,0.74172295,0.04980594,0.57069614
-4.76338169,1.62247406,0.30693795,0.00848922,0.42394233,0.68741076,0.04468292,0.51171593
-4.75737869,1.49963272,0.29554993,0.00802169,0.38881747,0.63504636,0.03993269,0.45770084
-4.75137569,1.38179877,0.28286855,0.00754703,0.35587160,0.58467889,0.03554922,0.40833435
-4.74537269,1.26895278,0.26906422,0.00706777,0.32494094,0.53636832,0.03152366,0.36331425
-4.73936968,1.16112613,0.25433008,0.00658687,0.29589448,0.49018115,0.02784459,0.32235250
-4.73336668,1.05838828,0.23887568,0.00610764,0.26863021,0.44618622,0.02449839,0.28517500
-4.72736368,0.96083384,0.22292034,0.00563356,0.24307096,0.40445081,0.02146954,0.25152145
-4.72136068,0.86857007,0.20668669,0.00516819,0.21915995,0.36503698,0.01874110,0.22114505
-4.71535768,0.78170532,0.19039449,0.00471501,0.19685653,0.32799850,0.01629505,0.19381241
-4.70935468,0.70033896,0.17425513,0.00427737,0.17613210,0.29337828,0.01411275,0.16930343
-4.70335168,0.62455301,0.15846693,0.00385832,0.15696661,0.26120656,0.01217528,0.14741125
-4.69734867,0.55440614,0.14321148,0.00346062,0.13934571,0.23149981,0.01046383,0.12794236
-4.69134567,0.48992996,0.12865106,0.00308663,0.12325866,0.20426050,0.00895996,0.11071678
-4.68534267,0.43112781,0.11492724,0.00273832,0.10869708,0.17947778,0.00764588,0.09556838
-4.67933967,0.37797614,0.10216064,0.00241724,0.09565450,0.15712887,0.00650471,0.08234533
-4.67333667,0.33042814,0.09045181,0.00212456,0.08412687,0.13718138,0.00552058,0.07091072
-4.66733367,0.28841963,0.07988301,0.00186107,0.07411364,0.11959631,0.00467887,0.06114322
-4.66133067,0.25187664,0.07052090,0.00162728,0.06561965,0.10433157,0.00396625,0.05293797
-4.65532766,0.22072443,0.06241987,0.00142343,0.05865743,0.09134599,0.00337078,0.04620744
-4.64932466,0.19489729,0.05562579,0.00124961,0.05324990,0.08060362,0.00288198,0.04088235
-4.64332166,0.17434880,0.05018000,0.00110580,0.04943319,0.07207794,0.00249084,0.03691255
-4.63731866,0.15906175,0.04612337,0.00099197,0.04725945,0.06575606,0.00218983,0.03426773
-4.63131566,0.14905727,0.04350006,0.00090812,0.04679940,0.06164245,0.00197290,0.03293801
-4.62531266,0.14440253,0.04236096,0.00085438,0.04814436,0.05976203,0.00183545,0.03293407
-4.61930965,0.14521657,0.04276645,0.00083104,0.05140763,0.06016250,0.00177425,0.03428698
-4.61330665,0.15167351,0.04478848,0.00083859,0.05672499,0.06291558,0.00178741,0.03704740
-4.60730365,0.16400301,0.04851167,0.00087775,0.06425407,0.06811709,0.00187425,0.04128419
-4.60130065,0.18248729,0.05403336,0.00094943,0.07417249,0.07588566,0.00203520,0.04708226
-4.59529765,0.20745474,0.06146265,0.00105477,0.08667466,0.08635993,0.00227163,0.05453966
-4.58929465,0.23926977,0.07091817,0.00119504,0.10196710,0.09969428,0.00258570,0.06376375
-4.58329165,0.27831899,0.08252477,0.00137160,0.12026234,0.11605308,0.00298014,0.07486658
-4.57728864,0.32499389,0.09640913,0.00158580,0.14177138,0.13560335,0.00345804,0.08795948
-4.57128564,0.37967044,0.11269433,0.00183891,0.16669488,0.15850627,0.00402264,0.10314684
-4.56528264,0.44268594,0.13149364,0.00213195,0.19521331,0.18490750,0.00467703,0.12051941
-4.55927964,0.51431420,0.15290361,0.00246560,0.22747630,0.21492673,0.00542391,0.14014717
-4.55327664,0.59473960,0.17699688,0.00284004,0.26359157,0.24864686,0.00626536,0.16207218
-4.54727364,0.68403143,0.20381486,0.00325484,0.30361396,0.28610315,0.00720258,0.18630152
-4.54127064,0.78211948,0.23336068,0.00370883,0.34753499,0.32727291,0.00823570,0.21280089
-4.53526763,0.88877239,0.26559281,0.00419994,0.39527347,0.37206632,0.00936357,0.24148908
-4.52926463,1.00357982,0.30041956,0.00472521,0.44666780,0.42031870,0.01058371,0.27223376
-4.52326163,1.12593992,0.33769498,0.00528061,0.50147040,0.47178505,0.01189219,0.30484898
-4.51725863,1.25505304,0.37721630,0.00586112,0.55934481,0.52613703,0.01328370,0.33909458
-4.51125563,1.38992262,0.41872326,0.00646068,0.61986572,0.58296297,0.01475158,0.37467791
-4.50525263,1.52936393,0.46189948,0.00707227,0.68252240,0.64177099,0.01628805,0.41125790
-4.49924962,1.67202077,0.50637589,0.00768802,0.74672540,0.70199558,0.01788442,0.44845151
-4.49324662,1.81639011,0.55173625,0.00829934,0.81181668,0.76300726,0.01953142,0.48584261
-4.48724362,1.96085398,0.59752469,0.00889714,0.87708279,0.82412541,0.02121951,0.52299287
-4.48124062,2.10371758,0.64325487,0.00947204,0.94177080,0.88463371,0.02293938,0.55945440
-4.47523762,2.24325240,0.68842058,0.01001461,1.00510632,0.94379764,0.02468225,0.59478363
-4.46923462,2.37774230,0.73250738,0.01051568,1.06631307,1.00088339,0.02644035,0.62855576
-4.46323162,2.50553085,0.77500465,0.01096659,1.12463299,1.05517738,0.02820724,0.66037915
-4.45722861,2.62506765,0.81541783,0.01135949,1.17934622,1.10600553,0.02997813,0.68990892
-4.45122561,2.73495163,0.85328007,0.01168756,1.22979002,1.15275141,0.03175004,0.71685893
-4.44522261,2.83396917,0.88816310,0.01194529,1.27537583,1.19487251,0.03352194,0.74101160
-4.43921961,2.92112546,0.91968675,0.01212863,1.31560382,1.23191391,0.03529467,0.76222487
-4.43321661,2.99566762,0.94752684,0.01223513,1.35007424,1.26351867,0.03707079,0.78043592
-4.42721361,3.05709866,0.97142134,0.01226405,1.37849538,1.28943475,0.03885423,0.79566129
-4.42121061,3.10518193,0.99117449,0.01221633,1.40068778,1.30951809,0.04064991,0.80799351
-4.41520760,3.13993606,1.00665911,0.01209458,1.41658477,1.32373199,0.04246311,0.81759409
-4.40920460,3.16162124,1.01781704,0.01190299,1.42622963,1.33214287,0.04429891,0.82468354
-4.40320160,3.17071783,1.02465801,0.01164715,1.42976967,1.33491308,0.04616150,0.82952872
-4.39719860,3.16789883,1.02725712,0.01133386,1.42744775,1.33229098,0.04805351,0.83242840
-4.39119560,3.15399826,1.02575129,0.01097088,1.41959196,1.32459935,0.04997537,0.83369777
-4.38519260,3.12997709,1.02033500,0.01056673,1.40660412,1.31222254,0.05192483,0.83365287
-4.37918959,3.09688905,1.01125554,0.01013035,1.38894769,1.29559330,0.05389655,0.83259589
-4.37318659,3.05584794,0.99880806,0.00967089,1.36713583,1.27517998,0.05588185,0.83080210
-4.36718359,3.00799825,0.98333068,0.00919744,1.34172003,1.25147466,0.05786878,0.82850936
-4.36118059,2.95449027,0.96519966,0.00871880,1.31327985,1.22498268,0.05984229,0.82591067
-4.35517759,2.89646053,0.94482475,0.00824328,1.28241384,1.19621399,0.06178467,0.82315023
-4.34917459,2.83501805,0.92264465,0.00777860,1.24973187,1.16567646,0.06367625,0.82032324
-4.34317159,2.77123613,0.89912251,0.00733168,1.21584881,1.13387100,0.06549621,0.81747925
-4.33716858,2.70614927,0.87474127,0.00690866,1.18137920,1.10128850,0.06722363,0.81462891
-4.33116558,2.64075415,0.84999871,0.00651480,1.14693284,1.06840820,0.06883857,0.81175338
-4.32516258,2.57601352,0.82540191,0.00615451,1.11311070,1.03569701,0.07032318,0.80881593
-4.31915958,2.51286134,0.80146108,0.00583140,1.08050083,1.00360935,0.07166286,0.80577460
-4.31315658,2.45220795,0.77868257,0.00554828,1.04967388,0.97258701,0.07284720,0.80259516
-4.30715358,2.39494340,0.75756085,0.00530725,1.02117783,0.94305851,0.07387083,0.79926330
