energy_ev,total_up,Al_p_up,Al_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-6.00000000,2.31054258,0.16522026,0.00000000,0.83201621,0.46453106,0.03182679,0.94925344
-5.99399700,2.26819562,0.16112511,0.00000000,0.81162944,0.45433768,0.03067863,0.93736246
-5.98799400,2.21511479,0.15653075,0.00000000,0.78827053,0.44204593,0.02947101,0.92029837
-5.98199100,2.15154080,0.15141704,0.00000000,0.76198663,0.42775142,0.02820530,0.89816132
-5.97598799,2.07801228,0.14578594,0.00000000,0.73291794,0.41160503,0.02688508,0.87118810
-5.96998499,1.99534600,0.13966082,0.00000000,0.70129369,0.39380841,0.02551617,0.83974237
-5.96398199,1.90460715,0.13308498,0.00000000,0.66742456,0.37460760,0.02410659,0.80430061
-5.95797899,1.80707166,0.12611932,0.00000000,0.63169214,0.35428537,0.02266631,0.76543466
-5.95197599,1.70418261,0.11883950,0.00000000,0.59453615,0.33315269,0.02120701,0.72379174
-5.94597299,1.59750309,0.11133275,0.00000000,0.55644008,0.31153967,0.01974172,0.68007309
-5.93996998,1.48866789,0.10369436,0.00000000,0.51791601,0.28978649,0.01828438,0.63501217
-5.93396698,1.37933616,0.09602431,0.00000000,0.47948948,0.26823472,0.01684944,0.58935345
-5.92796398,1.27114715,0.08842394,0.00000000,0.44168497,0.24721930,0.01545144,0.54383257
-5.92196098,1.16568066,0.08099299,0.00000000,0.40501266,0.22706154,0.01410460,0.49915881
-5.91595798,1.06442334,0.07382699,0.00000000,0.36995697,0.20806329,0.01282244,0.45600010
-5.90995498,0.96874172,0.06701523,0.00000000,0.33696699,0.19050228,0.01161753,0.41497118
-5.90395198,0.87986227,0.06063915,0.00000000,0.30644924,0.17462879,0.01050118,0.37662487
-5.89794897,0.79885820,0.05477137,0.00000000,0.27876242,0.16066341,0.00948331,0.34144643
-5.89194597,0.72664267,0.04947516,0.00000000,0.25421432,0.14879590,0.00857233,0.30985079
-5.88594297,0.66396736,0.04480439,0.00000000,0.23306036,0.13918476,0.00777507,0.28218221
-5.87993997,0.61142541,0.04080381,0.00000000,0.21550360,0.13195750,0.00709681,0.25871591
-5.87393697,0.56945737,0.03750969,0.00000000,0.20169575,0.12721121,0.00654127,0.23966108
-5.86793397,0.53835915,0.03495055,0.00000000,0.19173877,0.12501320,0.00611068,0.22516478
-5.86193097,0.51829045,0.03314798,0.00000000,0.18568670,0.12540171,0.00580586,0.21531597
-5.85592796,0.50928287,0.03211748,0.00000000,0.18354739,0.12838626,0.00562628,0.21014952
-5.84992496,0.51124682,0.03186910,0.00000000,0.18528393,0.13394775,0.00557012,0.20964944
-5.84392196,0.52397658,0.03240796,0.00000000,0.19081545,0.14203820,0.00563428,0.21375133
-5.83791896,0.54715345,0.03373449,0.00000000,0.20001749,0.15258015,0.00581448,0.22234380
-5.83191596,0.58034688,0.03584441,0.00000000,0.21272181,0.16546584,0.00610520,0.23526884
-5.82591296,0.62301395,0.03872842,0.00000000,0.22871590,0.18055627,0.00649968,0.25232135
-5.81990995,0.67449793,0.04237164,0.00000000,0.24774232,0.19768038,0.00698996,0.27324803
-5.81390695,0.73402651,0.04675278,0.00000000,0.26949834,0.21663447,0.00756678,0.29774593
-5.80790395,0.80071077,0.05184325,0.00000000,0.29363608,0.23718224,0.00821967,0.32546126
-5.80190095,0.87354583,0.05760606,0.00000000,0.31976358,0.25905542,0.00893688,0.35598868
-5.79589795,0.95141402,0.06399478,0.00000000,0.34744706,0.28195540,0.00970551,0.38887167
-5.78989495,1.03309156,0.07095262,0.00000000,0.37621471,0.30555590,0.01051155,0.42360443
-5.78389195,1.11725936,0.07841162,0.00000000,0.40556213,0.32950674,0.01134005,0.45963548
-5.77788894,1.20251827,0.08629225,0.00000000,0.43495964,0.35343883,0.01217530,0.49637339
-5.77188594,1.28740906,0.09450328,0.00000000,0.46386120,0.37697023,0.01300109,0.53319471
-5.76588294,1.37043693,0.10294218,0.00000000,0.49171503,0.39971329,0.01380100,0.56945399
-5.75987994,1.45009993,0.11149599,0.00000000,0.51797557,0.42128250,0.01455876,0.60449586
-5.75387694,1.52492075,0.12004270,0.00000000,0.54211626,0.44130305,0.01525857,0.63766878
-5.74787394,1.59348061,0.12845328,0.00000000,0.56364296,0.45941961,0.01588556,0.66834004
-5.74187094,1.65445411,0.13659404,0.00000000,0.58210713,0.47530509,0.01642612,0.69591146
-5.73586793,1.70664369,0.14432963,0.00000000,0.59711851,0.48866906,0.01686831,0.71983514
-5.72986493,1.74901200,0.15152626,0.00000000,0.60835644,0.49926539,0.01720220,0.73962865
-5.72386193,1.78071108,0.15805528,0.00000000,0.61557956,0.50689902,0.01742013,0.75488889
-5.71785893,1.80110676,0.16379680,0.00000000,0.61863313,0.51143126,0.01751699,0.76530403
-5.71185593,1.80979727,0.16864338,0.00000000,0.61745390,0.51278375,0.01749030,0.77066299
-5.70585293,1.80662515,0.17250343,0.00000000,0.61207203,0.51094061,0.01734031,0.77086189
-5.69984992,1.79168185,0.17530445,0.00000000,0.60261012,0.50594894,0.01706997,0.76590731
-5.69384692,1.76530492,0.17699562,0.00000000,0.58927936,0.49791754,0.01668480,0.75591605
-5.68784392,1.72806778,0.17754990,0.00000000,0.57237293,0.48701394,0.01619267,0.74111147
-5.68184092,1.68076259,0.17696548,0.00000000,0.55225702,0.47345991,0.01560354,0.72181658
-5.67583792,1.62437706,0.17526631,0.00000000,0.52935986,0.45752567,0.01492910,0.69844416
-5.66983492,1.56006622,0.17250202,0.00000000,0.50415939,0.43952296,0.01418240,0.67148440
-5.66383192,1.48912029,0.16874685,0.00000000,0.47716990,0.41979745,0.01337741,0.64149059
-5.65782891,1.41293027,0.16409797,0.00000000,0.44892848,0.39872059,0.01252858,0.60906349
-5.65182591,1.33295231,0.15867301,0.00000000,0.41998157,0.37668139,0.01165045,0.57483509
-5.64582291,1.25067265,0.15260699,0.00000000,0.39087241,0.35407829,0.01075721,0.53945230
-5.63981991,1.16757395,0.14604880,0.00000000,0.36212955,0.33131153,0.00986240,0.50356130
-5.63381691,1.08510453,0.13915733,0.00000000,0.33425693,0.30877610,0.00897855,0.46779299
-5.62781391,1.00465102,0.13209736,0.00000000,0.30772566,0.28685558,0.00811697,0.43275004
-5.62181091,0.92751531,0.12503542,0.00000000,0.28296768,0.26591687,0.00728757,0.39899581
-5.61580790,0.85489601,0.11813574,0.00000000,0.26037118,0.24630599,0.00649874,0.36704547
-5.60980490,0.78787455,0.11155639,0.00000000,0.24027786,0.22834476,0.00575734,0.33735920
-5.60380190,0.72740573,0.10544579,0.00000000,0.22298161,0.21232852,0.00506873,0.31033762
-5.59779890,0.67431242,0.09993955,0.00000000,0.20872852,0.19852457,0.00443682,0.28631925
-5.59179590,0.62928380,0.09515790,0.00000000,0.19771784,0.18717128,0.00386423,0.26557975
-5.58579290,0.59287658,0.09120356,0.00000000,0.19010361,0.17847770,0.00335247,0.24833272
-5.57978989,0.56551837,0.08816026,0.00000000,0.18599658,0.17262339,0.00290212,0.23473183
-5.57378689,0.54751261,0.08609179,0.00000000,0.18546624,0.16975840,0.00251309,0.22487373
-5.56778389,0.53904438,0.08504158,0.00000000,0.18854263,0.17000310,0.00218478,0.21880176
-5.56178089,0.54018640,0.08503291,0.00000000,0.19521784,0.17344779,0.00191637,0.21650991
-5.55577789,0.55090491,0.08606956,0.00000000,0.20544701,0.18015200,0.00170699,0.21794701
-5.54977489,0.57106495,0.08813693,0.00000000,0.21914890,0.19014336,0.00155592,0.22302073
-5.54377189,0.60043506,0.09120364,0.00000000,0.23620601,0.20341608,0.00146277,0.23160162
-5.53776888,0.63869117,0.09522338,0.00000000,0.25646439,0.21992916,0.00142758,0.24352674
-5.53176588,0.68541997,0.10013711,0.00000000,0.27973332,0.23960430,0.00145094,0.25860312
-5.52576288,0.74012189,0.10587546,0.00000000,0.30578505,0.26232384,0.00153404,0.27661095
-5.51975988,0.80221403,0.11236125,0.00000000,0.33435484,0.28792884,0.00167866,0.29730661
-5.51375688,0.87103342,0.11951203,0.00000000,0.36514155,0.31621752,0.00188716,0.32042553
-5.50775388,0.94584095,0.12724259,0.00000000,0.39780898,0.34694440,0.00216240,0.34568505
-5.50175088,1.02582648,0.13546734,0.00000000,0.43198820,0.37982033,0.00250759,0.37278725
-5.49574787,1.11011523,0.14410239,0.00000000,0.46728095,0.41451356,0.00292616,0.40142191
-5.48974487,1.19777585,0.15306742,0.00000000,0.50326430,0.45065220,0.00342155,0.43126949
-5.48374187,1.28783035,0.16228704,0.00000000,0.53949645,0.48782806,0.00399695,0.46200440
-5.47773887,1.37926576,0.17169177,0.00000000,0.57552379,0.52560196,0.00465510,0.49329827
-5.47173587,1.47104763,0.18121854,0.00000000,0.61088895,0.56351058,0.00539797,0.52482338
-5.46573287,1.56213502,0.19081064,0.00000000,0.64513972,0.60107459,0.00622651,0.55625628
-5.45972986,1.65149683,0.20041728,0.00000000,0.67783865,0.63780815,0.00714038,0.58728126
-5.45372686,1.73812903,0.20999265,0.00000000,0.70857288,0.67322921,0.00813770,0.61759402
-5.44772386,1.82107234,0.21949466,0.00000000,0.73696403,0.70687062,0.00921484,0.64690513
-5.44172086,1.89942994,0.22888349,0.00000000,0.76267773,0.73829142,0.01036625,0.67494350
-5.43571786,1.97238469,0.23811993,0.00000000,0.78543251,0.76708813,0.01158436,0.70145969
-5.42971486,2.03921537,0.24716383,0.00000000,0.80500768,0.79290554,0.01285956,0.72622903
-5.42371186,2.09931159,0.25597267,0.00000000,0.82124992,0.81544658,0.01418022,0.74905463
-5.41770885,2.15218684,0.26450046,0.00000000,0.83407848,0.83448101,0.01553285,0.76977021
-5.41170585,2.19748946,0.27269705,0.00000000,0.84348865,0.84985250,0.01690232,0.78824267
-5.40570285,2.23501122,0.28050794,0.00000000,0.84955346,0.86148390,0.01827213,0.80437460
-5.39969985,2.26469336,0.28787475,0.00000000,0.85242364,0.86938054,0.01962486,0.81810648
-5.39369685,2.28662984,0.29473615,0.00000000,0.85232577,0.87363134,0.02094257,0.82941867
-5.38769385,2.30106790,0.30102948,0.00000000,0.84955864,0.87440773,0.02220734,0.83833314
-5.38169085,2.30840576,0.30669285,0.00000000,0.84448810,0.87196052,0.02340178,0.84491487
-5.37568784,2.30918752,0.31166756,0.00000000,0.83754039,0.86661459,0.02450963,0.84927277
-5.36968484,2.30409521,0.31590090,0.00000000,0.82919410,0.85876174,0.02551624,0.85156011
-5.36368184,2.29393820,0.31934893,0.00000000,0.81997106,0.84885175,0.02640914,0.85197423
-5.35767884,2.27963974,0.32197922,0.00000000,0.81042616,0.83738197,0.02717846,0.85075558
-5.35167584,2.26222095,0.32377330,0.00000000,0.80113634,0.82488555,0.02781728,0.84818564
-5.34567284,2.24278220,0.32472866,0.00000000,0.79268884,0.81191872,0.02832199,0.84458396
-5.33966983,2.22248191,0.32486014,0.00000000,0.78566893,0.79904719,0.02869234,0.84030397
-5.33366683,2.20251312,0.32420065,0.00000000,0.78064709,0.78683212,0.02893163,0.83572746
-5.32766383,2.18407789,0.32280099,0.00000000,0.77816593,0.77581578,0.02904651,0.83125790
-5.32166083,2.16835978,0.32072895,0.00000000,0.77872694,0.76650724,0.02904689,0.82731241
-5.31565783,2.15649504,0.31806755,0.00000000,0.78277720,0.75936844,0.02894562,0.82431252
-5.30965483,2.14954276,0.31491247,0.00000000,0.79069643,0.75480079,0.02875805,0.82267389
-5.30365183,2.14845487,0.31136893,0.00000000,0.80278451,0.75313288,0.02850162,0.82279512
-5.29764882,2.15404653,0.30754796,0.00000000,0.81924984,0.75460939,0.02819524,0.82504599
-5.29164582,2.16696810,0.30356246,0.00000000,0.84019905,0.75938173,0.02785877,0.82975544
-5.28564282,2.18767936,0.29952297,0.00000000,0.86562828,0.76750078,0.02751236,0.83719967
-5.27963982,2.21642732,0.29553364,0.00000000,0.89541667,0.77891203,0.02717586,0.84759075
-5.27363682,2.25322852,0.29168835,0.00000000,0.92932246,0.79345349,0.02686821,0.86106631
-5.26763382,2.29785689,0.28806741,0.00000000,0.96698206,0.81085665,0.02660691,0.87768070
-5.26163082,2.34983820,0.28473472,0.00000000,1.00791263,0.83075079,0.02640750,0.89739803
-5.25562781,2.40845178,0.28173588,0.00000000,1.05151832,0.85267059,0.02628315,0.92008763
-5.24962481,2.47274009,0.27909705,0.00000000,1.09710042,0.87606723,0.02624431,0.94552220
-5.24362181,2.54152654,0.27682481,0.00000000,1.14387135,0.90032267,0.02629849,0.97337895
-5.23761881,2.61344140,0.27490698,0.00000000,1.19097251,0.92476698,0.02645009,1.00324396
-5.23161581,2.68695554,0.27331442,0.00000000,1.23749545,0.94869814,0.02670035,1.03461975
-5.22561281,2.76042118,0.27200372,0.00000000,1.28250599,0.97140379,0.02704746,1.06693607
-5.21960980,2.83211868,0.27092067,0.00000000,1.32507046,0.99218425,0.02748669,1.09956371
-5.21360680,2.90030787,0.27000445,0.00000000,1.36428343,1.01037592,0.02801069,1.13183092
-5.20760380,2.96328235,0.26919224,0.00000000,1.39929573,1.02537423,0.02860983,1.16304213
-5.20160080,3.01942473,0.26842426,0.00000000,1.42934184,1.03665518,0.02927266,1.19249827
-5.19559780,3.06726093,0.26764881,0.00000000,1.45376570,1.04379469,0.02998645,1.21951806
-5.18959480,3.10551140,0.26682722,0.00000000,1.47204367,1.04648478,0.03073772,1.24345955
-5.18359180,3.13313728,0.26593853,0.00000000,1.48380389,1.04454604,0.03151293,1.26374110
-5.17758879,3.14937951,0.26498352,0.00000000,1.48884117,1.03793568,0.03229901,1.27986096
-5.17158579,3.15378947,0.26398808,0.00000000,1.48712670,1.02675094,0.03308410,1.29141474
-5.16558279,3.14624954,0.26300556,0.00000000,1.47881223,1.01122747,0.03385802,1.29811004
-5.15957979,3.12698274,0.26211810,0.00000000,1.46422834,0.99173291,0.03461292,1.29977747
-5.15357679,3.09655093,0.26143669,0.00000000,1.44387705,0.96875575,0.03534363,1.29637781
