energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,5.62616699,0.06122478,0.00000000,0.08756873,3.60312717,3.89089323,1.52836835
-5.99399700,5.80710374,0.06157020,0.00000000,0.08908295,3.73776341,4.01490665,1.59305783
-5.98799400,5.99212536,0.06189298,0.00000000,0.09042044,3.87698756,4.13588014,1.66259272
-5.98199100,6.17831542,0.06217116,0.00000000,0.09155085,4.01874268,4.25227050,1.73593594
-5.97598799,6.36260598,0.06238284,0.00000000,0.09244543,4.16084020,4.36247640,1.81195600
-5.96998499,6.54182787,0.06250669,0.00000000,0.09307776,4.30099344,4.46486344,1.88944240
-5.96398199,6.71276615,0.06252262,0.00000000,0.09342433,4.43685534,4.55779331,1.96712345
-5.95797899,6.87221975,0.06241232,0.00000000,0.09346524,4.56605957,4.63965636,2.04368626
-5.95197599,7.01706398,0.06215973,0.00000000,0.09318471,4.68626432,4.70890675,2.11779872
-5.94597299,7.14431442,0.06175153,0.00000000,0.09257157,4.79519803,4.76409926,2.18813309
-5.93996998,7.25119056,0.06117747,0.00000000,0.09161968,4.89070571,4.80392644,2.25339078
-5.93396698,7.33517732,0.06043070,0.00000000,0.09032817,4.97079484,4.82725490,2.31232787
-5.92796398,7.39408274,0.05950784,0.00000000,0.08870156,5.03367951,4.83315921,2.36378055
-5.92196098,7.42608976,0.05840916,0.00000000,0.08674979,5.07782146,4.82095214,2.40669006
-5.91595798,7.42980059,0.05713842,0.00000000,0.08448802,5.10196673,4.79020986,2.44012624
-5.90995498,7.40427194,0.05570282,0.00000000,0.08193639,5.10517667,4.74079096,2.46330908
-5.90395198,7.34903992,0.05411268,0.00000000,0.07911953,5.08685223,4.67284829,2.47562744
-5.89794897,7.26413349,0.05238112,0.00000000,0.07606607,5.04675064,4.58683285,2.47665440
-5.89194597,7.15007604,0.05052370,0.00000000,0.07280794,4.98499370,4.48348952,2.46615867
-5.88594297,7.00787481,0.04855788,0.00000000,0.06937966,4.90206747,4.36384440,2.44411151
-5.87993997,6.83899845,0.04650260,0.00000000,0.06581755,4.79881312,4.22918412,2.41068899
-5.87393697,6.64534357,0.04437773,0.00000000,0.06215888,4.67640921,4.08102787,2.36626940
-5.86793397,6.42919122,0.04220355,0.00000000,0.05844106,4.53634606,3.92109299,2.31142575
-5.86193097,6.19315507,0.04000030,0.00000000,0.05470087,4.38039297,3.75125555,2.24691382
-5.85592796,5.94012289,0.03778772,0.00000000,0.05097365,4.21055935,3.57350727,2.17365588
-5.84992496,5.67319356,0.03558466,0.00000000,0.04729266,4.02905136,3.38991047,2.09272085
-5.84392196,5.39561174,0.03340875,0.00000000,0.04368849,3.83822522,3.20255282,2.00530137
-5.83791896,5.11070227,0.03127615,0.00000000,0.04018857,3.64053893,3.01350340,1.91268878
-5.83191596,4.82180660,0.02920142,0.00000000,0.03681681,3.43850403,2.82477172,1.81624657
-5.82591296,4.53222299,0.02719739,0.00000000,0.03359336,3.23463868,2.63827105,1.71738344
-5.81990995,4.24515221,0.02527516,0.00000000,0.03053452,3.03142353,2.45578713,1.61752645
-5.81390695,3.96364991,0.02344422,0.00000000,0.02765270,2.83126154,2.27895296,1.51809527
-5.80790395,3.69058665,0.02171252,0.00000000,0.02495658,2.63644251,2.10923028,1.42047801
-5.80190095,3.42861593,0.02008674,0.00000000,0.02245130,2.44911295,1.94789766,1.32600920
-5.79589795,3.18015027,0.01857247,0.00000000,0.02013877,2.27125158,1.79604502,1.23595016
-5.78989495,2.94734495,0.01717452,0.00000000,0.01801801,2.10465045,1.65457400,1.15147217
-5.78389195,2.73208870,0.01589722,0.00000000,0.01608561,1.95090129,1.52420343,1.07364222
-5.77788894,2.53600031,0.01474469,0.00000000,0.01433611,1.81138670,1.40547877,1.00341150
-5.77188594,2.36042996,0.01372117,0.00000000,0.01276247,1.68727546,1.29878456,0.94160620
-5.76588294,2.20646403,0.01283122,0.00000000,0.01135654,1.57952104,1.20435863,0.88892054
-5.75987994,2.07493205,0.01208002,0.00000000,0.01010939,1.48886267,1.12230702,0.84591160
-5.75387694,1.96641463,0.01147348,0.00000000,0.00901175,1.41582793,1.05261852,0.81299566
-5.74787394,1.88125140,0.01101840,0.00000000,0.00805431,1.36073646,0.99517813,0.79044574
-5.74187094,1.81954811,0.01072249,0.00000000,0.00722798,1.32370379,0.94977867,0.77839013
-5.73586793,1.78118249,0.01059438,0.00000000,0.00652409,1.30464535,0.91613016,0.77681173
-5.72986493,1.76580868,0.01064345,0.00000000,0.00593457,1.30328012,0.89386698,0.78554831
-5.72386193,1.77286028,0.01087971,0.00000000,0.00545198,1.31913422,0.88255255,0.80429349
-5.71785893,1.80155254,0.01131348,0.00000000,0.00506956,1.35154439,0.88168214,0.83259882
-5.71185593,1.85088436,0.01195508,0.00000000,0.00478122,1.39966208,0.89068411,0.86987723
-5.70585293,1.91964077,0.01281438,0.00000000,0.00458142,1.46245841,0.90892010,0.91540793
-5.69984992,2.00639697,0.01390035,0.00000000,0.00446513,1.53873077,0.93568497,0.96834334
-5.69384692,2.10952493,0.01522055,0.00000000,0.00442761,1.62711159,0.97020708,1.02771826
-5.68784392,2.22720322,0.01678053,0.00000000,0.00446435,1.72607998,1.01164962,1.09246154
-5.68184092,2.35743120,0.01858334,0.00000000,0.00457084,1.83397660,1.05911344,1.16141045
-5.67583792,2.49804784,0.02062895,0.00000000,0.00474246,1.94902229,1.11164201,1.23332783
-5.66983492,2.64675575,0.02291378,0.00000000,0.00497431,2.06934043,1.16822875,1.30692195
-5.66383192,2.80115041,0.02543029,0.00000000,0.00526114,2.19298310,1.22782685,1.38086880
-5.65782891,2.95875431,0.02816668,0.00000000,0.00559720,2.31796077,1.28936158,1.45383649
-5.65182591,3.11705570,0.03110668,0.00000000,0.00597623,2.44227495,1.35174503,1.52451111
-5.64582291,3.27355088,0.03422956,0.00000000,0.00639143,2.56395315,1.41389274,1.59162355
-5.63981991,3.42578928,0.03751027,0.00000000,0.00683551,2.68108526,1.47474194,1.65397623
-5.63381691,3.57141990,0.04091983,0.00000000,0.00730072,2.79186034,1.53327073,1.71046923
-5.62781391,3.70823786,0.04442582,0.00000000,0.00777902,2.89460268,1.58851754,1.76012465
-5.62181091,3.83422965,0.04799320,0.00000000,0.00826222,2.98780604,1.63960036,1.80210850
-5.61580790,3.94761552,0.05158523,0.00000000,0.00874215,3.07016487,1.68573478,1.83574937
-5.60980490,4.04688785,0.05516458,0.00000000,0.00921091,3.14060169,1.72625050,1.86055304
-5.60380190,4.13084394,0.05869457,0.00000000,0.00966109,3.19828939,1.76060544,1.87621270
-5.59779890,4.19861246,0.06214058,0.00000000,0.01008605,3.24266798,1.78839714,1.88261424
-5.59179590,4.24967246,0.06547137,0.00000000,0.01048011,3.27345513,1.80937098,1.87983654
-5.58579290,4.28386430,0.06866054,0.00000000,0.01083886,3.29065014,1.82342490,1.86814676
-5.57978989,4.30139226,0.07168780,0.00000000,0.01115931,3.29453126,1.83061048,1.84799075
-5.57378689,4.30281861,0.07454021,0.00000000,0.01144008,3.28564644,1.83113036,1.81997911
-5.56778389,4.28904922,0.07721311,0.00000000,0.01168158,3.26479789,1.82533208,1.78486932
-5.56178089,4.26131128,0.07971096,0.00000000,0.01188602,3.23302084,1.81369842,1.74354460
-5.55577789,4.22112354,0.08204772,0.00000000,0.01205747,3.19155724,1.79683467,1.69699034
-5.54977489,4.17025993,0.08424699,0.00000000,0.01220185,3.14182511,1.77545308,1.64626879
-5.54377189,4.11070755,0.08634176,0.00000000,0.01232676,3.08538452,1.75035495,1.59249283
-5.53776888,4.04462004,0.08837375,0.00000000,0.01244136,3.02390093,1.72241086,1.53679974
-5.53176588,3.97426750,0.09039243,0.00000000,0.01255616,2.95910709,1.69253945,1.48032545
-5.52576288,3.90198417,0.09245359,0.00000000,0.01268271,2.89276415,1.66168537,1.42418024
-5.51975988,3.83011512,0.09461770,0.00000000,0.01283327,2.82662318,1.63079692,1.36942614
-5.51375688,3.76096313,0.09694786,0.00000000,0.01302052,2.76238767,1.60080376,1.31705675
-5.50775388,3.69673712,0.09950766,0.00000000,0.01325711,2.70167808,1.57259543,1.26797964
-5.50175088,3.63950305,0.10235882,0.00000000,0.01355530,2.64599892,1.54700101,1.22300170
-5.49574787,3.59113868,0.10555882,0.00000000,0.01392658,2.59670916,1.52477037,1.18281745
-5.48974487,3.55329302,0.10915857,0.00000000,0.01438130,2.55499653,1.50655755,1.14800049
-5.48374187,3.52735152,0.11320016,0.00000000,0.01492829,2.52185605,1.49290667,1.11899796
-5.47773887,3.51440779,0.11771494,0.00000000,0.01557462,2.49807333,1.48424055,1.09612790
-5.47173587,3.51524249,0.12272181,0.00000000,0.01632526,2.48421286,1.48085257,1.07957951
-5.46573287,3.53030998,0.12822594,0.00000000,0.01718299,2.48061151,1.48290181,1.06941593
-5.45972986,3.55973312,0.13421793,0.00000000,0.01814817,2.48737728,1.49041172,1.06557941
-5.45372686,3.60330611,0.14067348,0.00000000,0.01921876,2.50439331,1.50327234,1.06789867
-5.44772386,3.66050556,0.14755353,0.00000000,0.02039027,2.53132699,1.52124602,1.07609803
-5.44172086,3.73050924,0.15480490,0.00000000,0.02165590,2.56764382,1.54397649,1.08980826
-5.43571786,3.81222195,0.16236151,0.00000000,0.02300665,2.61262565,1.57100102,1.10857856
-5.42971486,3.90430773,0.17014593,0.00000000,0.02443154,2.66539266,1.60176517,1.13188958
-5.42371186,4.00522724,0.17807139,0.00000000,0.02591790,2.72492850,1.63563981,1.15916708
-5.41770885,4.11327909,0.18604402,0.00000000,0.02745161,2.79010764,1.67193964,1.18979585
-5.41170585,4.22664373,0.19396537,0.00000000,0.02901751,2.85972420,1.70994266,1.22313363
-5.40570285,4.34342835,0.20173497,0.00000000,0.03059972,2.93252122,1.74890981,1.25852464
-5.39969985,4.46171141,0.20925289,0.00000000,0.03218196,3.00721961,1.78810412,1.29531246
-5.39369685,4.57958518,0.21642224,0.00000000,0.03374798,3.08254571,1.82680873,1.33285203
-5.38769385,4.69519515,0.22315142,0.00000000,0.03528183,3.15725681,1.86434302,1.37052038
-5.38169085,4.80677518,0.22935611,0.00000000,0.03676819,3.23016393,1.90007651,1.40772608
-5.37568784,4.91267742,0.23496092,0.00000000,0.03819267,3.30015129,1.93344010,1.44391725
-5.36968484,5.01139667,0.23990066,0.00000000,0.03954200,3.36619230,1.96393443,1.47858790
-5.36368184,5.10158877,0.24412123,0.00000000,0.04080430,3.42736173,1.99113522,1.51128295
-5.35767884,5.18208324,0.24758009,0.00000000,0.04196919,3.48284430,2.01469588,1.54160156
-5.35167584,5.25189039,0.25024634,0.00000000,0.04302792,3.53193984,2.03434744,1.56919932
-5.34567284,5.31020374,0.25210056,0.00000000,0.04397347,3.57406545,2.04989636,1.59378910
-5.33966983,5.35639829,0.25313425,0.00000000,0.04480059,3.60875506,2.06122056,1.61514092
-5.33366683,5.39002572,0.25334916,0.00000000,0.04550583,3.63565714,2.06826417,1.63308106
-5.32766383,5.41080743,0.25275645,0.00000000,0.04608751,3.65453089,2.07103170,1.64749044
-5.32166083,5.41862616,0.25137571,0.00000000,0.04654573,3.66524163,2.06958200,1.65830258
-5.31565783,5.41351714,0.24923406,0.00000000,0.04688223,3.66775577,2.06402237,1.66550118
-5.30965483,5.39565921,0.24636521,0.00000000,0.04710042,3.66213577,2.05450338,1.66911747
-5.30365183,5.36536642,0.24280858,0.00000000,0.04720514,3.64853520,2.04121443,1.66922733
-5.29764882,5.32308015,0.23860854,0.00000000,0.04720264,3.62719414,2.02438020,1.66594824
-5.29164582,5.26936181,0.23381375,0.00000000,0.04710035,3.59843474,2.00425796,1.65943598
-5.28564282,5.20488577,0.22847654,0.00000000,0.04690671,3.56265685,1.98113557,1.64988107
-5.27963982,5.13043228,0.22265242,0.00000000,0.04663098,3.52033343,1.95533000,1.63750488
-5.27363682,5.04687974,0.21639961,0.00000000,0.04628297,3.47200548,1.92718597,1.62255539
-5.26763382,4.95519602,0.20977857,0.00000000,0.04587281,3.41827614,1.89707446,1.60530243
-5.26163082,4.85642824,0.20285162,0.00000000,0.04541066,3.35980379,1.86539081,1.58603263
-5.25562781,4.75169075,0.19568238,0.00000000,0.04490644,3.29729387,1.83255207,1.56504391
-5.24962481,4.64215115,0.18833529,0.00000000,0.04436957,3.23148940,1.79899351,1.54263971
-5.24362181,4.52901430,0.18087497,0.00000000,0.04380867,3.16316028,1.76516414,1.51912311
-5.23761881,4.41350471,0.17336554,0.00000000,0.04323136,3.09309156,1.73152134,1.49479096
-5.23161581,4.29684759,0.16586991,0.00000000,0.04264400,3.02207102,1.69852466,1.46992838
-5.22561281,4.18024928,0.15844894,0.00000000,0.04205157,2.95087655,1.66662912,1.44480378
-5.21960980,4.06487789,0.15116063,0.00000000,0.04145754,2.88026386,1.63627831,1.41966476
-5.21360680,3.95184496,0.14405930,0.00000000,0.04086377,2.81095517,1.60789769,1.39473502
-5.20760380,3.84218904,0.13719480,0.00000000,0.04027060,2.74362947,1.58188845,1.37021265
-5.20160080,3.73686212,0.13061175,0.00000000,0.03967683,2.67891485,1.55862245,1.34626993
-5.19559780,3.63671956,0.12434898,0.00000000,0.03907991,2.61738347,1.53843853,1.32305454
-5.18959480,3.54251412,0.11843901,0.00000000,0.03847613,2.55954942,1.52164043,1.30069252
-5.18359180,3.45489434,0.11290773,0.00000000,0.03786080,2.50586953,1.50849651,1.27929249
-5.17758879,3.37440744,0.10777425,0.00000000,0.03722861,2.45674718,1.49924138,1.25895119
-5.17158579,3.30150625,0.10305095,0.00000000,0.03657384,2.41253869,1.49407909,1.23975983
-5.16558279,3.23655985,0.09874370,0.00000000,0.03589076,2.37356183,1.49318790,1.22181106
-5.15957979,3.17986684,0.09485223,0.00000000,0.03517392,2.34010570,1.49672587,1.20520572
-5.15357679,3.13167049,0.09137073,0.00000000,0.03441839,2.31244116,1.50483706,1.19005923
-5.14757379,3.09217422,0.08828852,0.00000000,0.03362014,2.29083076,1.51765750,1.17650683
-5.14157079,3.06155638,0.08559091,0.00000000,0.03277615,2.27553732,1.53532026,1.16470721
-5.13556778,3.03998293,0.08326003,0.00000000,0.03188471,2.26682998,1.55795916,1.15484406
-5.12956478,3.02761679,0.08127584,0.00000000,0.03094544,2.26498701,1.58571015,1.14712527
-5.12356178,3.02462292,0.07961702,0.00000000,0.02995943,2.27029458,1.61871025,1.14177939
-5.11755878,3.03116835,0.07826197,0.00000000,0.02892920,2.28304110,1.65709329,1.13904936
-5.11155578,3.04741663,0.07718966,0.00000000,0.02785869,2.30350690,1.70098262,1.13918360
