energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up
-5.86793397,0.77597517,0.06923965,0.35152451,0.00004203,0.03178647,0.15267435,0.20172440,0.00039304,0.25532818
-5.86193097,0.80658080,0.06751799,0.37612156,0.00004663,0.03152701,0.15309220,0.20627449,0.00036913,0.25978203
-5.85592796,0.84237544,0.06635274,0.40499462,0.00005225,0.03139929,0.15450049,0.21080865,0.00035562,0.26489025
-5.84992496,0.88303751,0.06570853,0.43802299,0.00005883,0.03139466,0.15679130,0.21526033,0.00035160,0.27050130
-5.84392196,0.92818427,0.06554499,0.47502572,0.00006633,0.03150316,0.15985070,0.21956520,0.00035611,0.27646430
-5.83791896,0.97736943,0.06581767,0.51575533,0.00007469,0.03171370,0.16356110,0.22366224,0.00036825,0.28263210
-5.83191596,1.03008191,0.06647903,0.55989255,0.00008384,0.03201426,0.16780357,0.22749496,0.00038708,0.28886425
-5.82591296,1.08574609,0.06747953,0.60704275,0.00009368,0.03239221,0.17246026,0.23101259,0.00041170,0.29502992
-5.81990995,1.14372393,0.06876860,0.65673449,0.00010412,0.03283454,0.17741646,0.23417117,0.00044118,0.30101036
-5.81390695,1.20331922,0.07029568,0.70842051,0.00011503,0.03332816,0.18256267,0.23693463,0.00047462,0.30670118
-5.80790395,1.26378427,0.07201117,0.76148168,0.00012627,0.03386019,0.18779629,0.23927565,0.00051109,0.31201407
-5.80190095,1.32432901,0.07386730,0.81523404,0.00013770,0.03441827,0.19302302,0.24117627,0.00054967,0.31687800
-5.79589795,1.38413284,0.07581899,0.86893913,0.00014914,0.03499082,0.19815805,0.24262838,0.00058945,0.32123997
-5.78989495,1.44235884,0.07782452,0.92181753,0.00016042,0.03556730,0.20312685,0.24363376,0.00062953,0.32506507
-5.78389195,1.49817040,0.07984621,0.97306544,0.00017135,0.03613847,0.20786578,0.24420401,0.00066905,0.32833613
-5.77788894,1.55074975,0.08185088,1.02187379,0.00018174,0.03669656,0.21232231,0.24436001,0.00070715,0.33105275
-5.77188594,1.59931783,0.08381032,1.06744955,0.00019142,0.03723548,0.21645520,0.24413125,0.00074306,0.33322994
-5.76588294,1.64315504,0.08570155,1.10903819,0.00020021,0.03775094,0.22023431,0.24355483,0.00077609,0.33489643
-5.75987994,1.68162187,0.08750699,1.14594663,0.00020796,0.03824049,0.22364045,0.24267428,0.00080562,0.33609263
-5.75387694,1.71417866,0.08921450,1.17756569,0.00021452,0.03870361,0.22666493,0.24153823,0.00083118,0.33686842
-5.74787394,1.74040349,0.09081731,1.20339092,0.00021979,0.03914163,0.22930914,0.24019894,0.00085242,0.33728084
-5.74187094,1.76000735,0.09231369,1.22304089,0.00022368,0.03955767,0.23158400,0.23871075,0.00086916,0.33739169
-5.73586793,1.77284561,0.09370662,1.23627192,0.00022618,0.03995648,0.23350927,0.23712851,0.00088140,0.33726516
-5.72986493,1.77892518,0.09500318,1.24298855,0.00022726,0.04034421,0.23511283,0.23550601,0.00088935,0.33696555
-5.72386193,1.77840656,0.09621384,1.24324899,0.00022699,0.04072816,0.23642981,0.23389442,0.00089339,0.33655500
-5.71785893,1.77160064,0.09735163,1.23726516,0.00022546,0.04111643,0.23750158,0.23234085,0.00089414,0.33609140
-5.71185593,1.75895996,0.09843116,1.22539726,0.00022279,0.04151758,0.23837466,0.23088687,0.00089243,0.33562642
-5.70585293,1.74106465,0.09946756,1.20814276,0.00021918,0.04194019,0.23909941,0.22956730,0.00088928,0.33520372
-5.69984992,1.71860354,0.10047542,1.18612047,0.00021486,0.04239246,0.23972866,0.22840903,0.00088591,0.33485729
-5.69384692,1.69235103,0.10146768,1.16005004,0.00021008,0.04288178,0.24031623,0.22743005,0.00088373,0.33461013
-5.68784392,1.66314079,0.10245459,1.13072794,0.00020517,0.04341435,0.24091531,0.22663871,0.00088429,0.33447311
-5.68184092,1.63183732,0.10344283,1.09900081,0.00020045,0.04399480,0.24157696,0.22603317,0.00088927,0.33444420
-5.67583792,1.59930667,0.10443475,1.06573740,0.00019629,0.04462592,0.24234846,0.22560124,0.00090044,0.33450811
-5.66983492,1.56638759,0.10542783,1.03180025,0.00019308,0.04530840,0.24327190,0.22532048,0.00091963,0.33463634
-5.66383192,1.53386436,0.10641446,0.99801824,0.00019120,0.04604072,0.24438290,0.22515868,0.00094867,0.33478780
-5.65782891,1.50244254,0.10738192,0.96516126,0.00019107,0.04681911,0.24570946,0.22507473,0.00098932,0.33490986
-5.65182591,1.47272852,0.10831275,0.93391775,0.00019310,0.04763765,0.24727119,0.22501992,0.00104329,0.33494008
-5.64582291,1.44521379,0.10918536,0.90487612,0.00019766,0.04848836,0.24907874,0.22493955,0.00111209,0.33480839
-5.63981991,1.42026437,0.10997496,0.87851048,0.00020514,0.04936156,0.25113355,0.22477497,0.00119705,0.33443983
-5.63381691,1.39811563,0.11065467,0.85517120,0.00021589,0.05024610,0.25342802,0.22446582,0.00129922,0.33375766
-5.62781391,1.37887254,0.11119686,0.83508024,0.00023020,0.05112987,0.25594579,0.22395258,0.00141931,0.33268682
-5.62181091,1.36251509,0.11157457,0.81833136,0.00024836,0.05200014,0.25866252,0.22317918,0.00155766,0.33115759
-5.61580790,1.34890825,0.11176304,0.80489476,0.00027055,0.05284409,0.26154667,0.22209563,0.00171419,0.32910922
-5.60980490,1.33781589,0.11174110,0.79462586,0.00029692,0.05364925,0.26456072,0.22066062,0.00188834,0.32649349
-5.60380190,1.32891790,0.11149253,0.78727747,0.00032753,0.05440391,0.26766238,0.21884384,0.00207906,0.32327795
-5.59779890,1.32182945,0.11100723,0.78251482,0.00036236,0.05509757,0.27080605,0.21662803,0.00228479,0.31944873
-5.59179590,1.31612170,0.11028215,0.77993262,0.00040129,0.05572127,0.27394429,0.21401069,0.00250342,0.31501279
-5.58579290,1.31134299,0.10932196,0.77907353,0.00044410,0.05626791,0.27702946,0.21100523,0.00273239,0.30999949
-5.57978989,1.30703974,0.10813938,0.77944720,0.00049047,0.05673249,0.28001538,0.20764175,0.00296865,0.30446147
-5.57378689,1.30277639,0.10675533,0.78054933,0.00053998,0.05711227,0.28285908,0.20396718,0.00320872,0.29847471
-5.56778389,1.29815382,0.10519863,0.78188012,0.00059209,0.05740697,0.28552253,0.20004497,0.00344879,0.29213792
-5.56178089,1.29282577,0.10350551,0.78296162,0.00064619,0.05761879,0.28797447,0.19595430,0.00368480,0.28557116
-5.55577789,1.28651291,0.10171892,0.78335354,0.00070154,0.05775251,0.29019217,0.19178880,0.00391253,0.27891387
-5.54977489,1.27901439,0.09988753,0.78266720,0.00075736,0.05781544,0.29216312,0.18765486,0.00412773,0.27232225
-5.54377189,1.27021663,0.09806463,0.78057744,0.00081279,0.05781743,0.29388666,0.18366970,0.00432622,0.26596623
-5.53776888,1.26009937,0.09630692,0.77683224,0.00086692,0.05777080,0.29537533,0.17995903,0.00450406,0.26002607
-5.53176588,1.24873885,0.09467318,0.77126001,0.00091883,0.05769016,0.29665593,0.17665457,0.00465765,0.25468852
-5.52576288,1.23630819,0.09322293,0.76377445,0.00096761,0.05759229,0.29777019,0.17389141,0.00478386,0.25014297
-5.51975988,1.22307499,0.09201501,0.75437714,0.00101237,0.05749591,0.29877486,0.17180522,0.00488015,0.24657719
-5.51375688,1.20939622,0.09110625,0.74315767,0.00105229,0.05742133,0.29974126,0.17052937,0.00494465,0.24417322
-5.50775388,1.19571050,0.09055006,0.73029163,0.00108663,0.05739012,0.30075400,0.17019211,0.00497624,0.24310297
-5.50175088,1.18252800,0.09039515,0.71603641,0.00111475,0.05742463,0.30190906,0.17091361,0.00497461,0.24352407
-5.49574787,1.17041799,0.09068423,0.70072511,0.00113616,0.05754742,0.30331103,0.17280317,0.00494028,0.24557557
-5.48974487,1.15999454,0.09145285,0.68475855,0.00115052,0.05778073,0.30506965,0.17595643,0.00487462,0.24937393
-5.48374187,1.15190054,0.09272824,0.66859574,0.00115765,0.05814575,0.30729572,0.18045282,0.00477978,0.25500918
-5.47773887,1.14679056,0.09452841,0.65274307,0.00115753,0.05866197,0.31009652,0.18635314,0.00465868,0.26254143
-5.47173587,1.14531301,0.09686127,0.63774229,0.00115034,0.05934649,0.31357096,0.19369747,0.00451491,0.27199785
-5.46573287,1.14809225,0.09972402,0.62415777,0.00113643,0.06021337,0.31780468,0.20250353,0.00435267,0.28337028
-5.45972986,1.15571110,0.10310283,0.61256328,0.00111628,0.06127307,0.32286540,0.21276540,0.00417662,0.29661356
-5.45372686,1.16869457,0.10697272,0.60352863,0.00109056,0.06253201,0.32879880,0.22445290,0.00399181,0.31164485
-5.44772386,1.18749524,0.11129781,0.59760640,0.00106003,0.06399225,0.33562516,0.23751157,0.00380351,0.32834392
-5.44172086,1.21248105,0.11603198,0.59531929,0.00102556,0.06565145,0.34333709,0.25186335,0.00361716,0.34655468
-5.43571786,1.24392575,0.12111982,0.59714820,0.00098810,0.06750290,0.35189851,0.26740804,0.00343819,0.36608789
-5.42971486,1.28200260,0.12649806,0.60352142,0.00094864,0.06953588,0.36124499,0.28402546,0.00327192,0.38672510
-5.42371186,1.32678128,0.13209733,0.61480520,0.00090815,0.07173619,0.37128557,0.30157834,0.00312352,0.40822385
-5.41770885,1.37822828,0.13784424,0.63129576,0.00086760,0.07408685,0.38190600,0.31991580,0.00299785,0.43032391
-5.41170585,1.43621037,0.14366372,0.65321304,0.00082791,0.07656900,0.39297329,0.33887736,0.00289944,0.45275430
-5.40570285,1.50050103,0.14948155,0.68069612,0.00078990,0.07916287,0.40434131,0.35829732,0.00283241,0.47524110
-5.39969985,1.57078913,0.15522694,0.71380038,0.00075430,0.08184879,0.41585723,0.37800922,0.00280043,0.49751541
-5.39369685,1.64668940,0.16083502,0.75249633,0.00072172,0.08460824,0.42736836,0.39785028,0.00280668,0.51932134
-5.38769385,1.72775378,0.16624922,0.79666992,0.00069262,0.08742469,0.43872908,0.41766551,0.00285381,0.54042343
-5.38169085,1.81348290,0.17142316,0.84612430,0.00066732,0.09028441,0.44980730,0.43731138,0.00294392,0.56061339
-5.37568784,1.90333687,0.17632228,0.90058253,0.00064600,0.09317697,0.46049023,0.45665865,0.00307854,0.57971549
-5.36968484,1.99674466,0.18092472,0.95969136,0.00062868,0.09609548,0.47068885,0.47559435,0.00325861,0.59759052
-5.36368184,2.09311133,0.18522168,1.02302551,0.00061525,0.09903654,0.48034102,0.49402278,0.00348447,0.61413795
-5.35767884,2.19182275,0.18921702,1.09009241,0.00060547,0.10199986,0.48941275,0.51186531,0.00375578,0.62929622
-5.35167584,2.29224748,0.19292617,1.16033707,0.00059900,0.10498755,0.49789767,0.52905910,0.00407156,0.64304101
-5.34567284,2.39373571,0.19637433,1.23314709,0.00059539,0.10800312,0.50581467,0.54555481,0.00443013,0.65538168
-5.33966983,2.49561573,0.19959411,1.30785754,0.00059413,0.11105025,0.51320369,0.56131337,0.00482909,0.66635594
-5.33366683,2.59718808,0.20262261,1.38375589,0.00059466,0.11413139,0.52012008,0.57630195,0.00526529,0.67602315
-5.32766383,2.69771847,0.20549822,1.46008697,0.00059639,0.11724628,0.52662774,0.59048962,0.00573484,0.68445654
-5.32166083,2.79643005,0.20825718,1.53605811,0.00059872,0.12039046,0.53279140,0.60384266,0.00623307,0.69173484
-5.31565783,2.89249642,0.21093018,1.61084477,0.00060107,0.12355392,0.53866873,0.61632012,0.00675457,0.69793381
-5.30965483,2.98503626,0.21353920,1.68359691,0.00060289,0.12671993,0.54430257,0.62786986,0.00729320,0.70311820
-5.30365183,3.07311083,0.21609471,1.75344637,0.00060368,0.12986423,0.54971397,0.63842526,0.00784215,0.70733466
-5.29764882,3.15572550,0.21859355,1.81951556,0.00060302,0.13295454,0.55489643,0.64790315,0.00839401,0.71060592
-5.29164582,3.23183587,0.22101745,1.88092781,0.00060055,0.13595055,0.55981177,0.65620289,0.00894089,0.71292685
-5.28564282,3.30035944,0.22333252,1.93681938,0.00059597,0.13880437,0.56438801,0.66320696,0.00947451,0.71426251
-5.27963982,3.36019289,0.22548952,1.98635337,0.00058910,0.14146151,0.56851948,0.66878305,0.00998637,0.71454831
-5.27363682,3.41023493,0.22742523,2.02873528,0.00057984,0.14386224,0.57206918,0.67278766,0.01046795,0.71369256
-5.26763382,3.44941439,0.22906458,2.06323015,0.00056814,0.14594345,0.57487338,0.67507109,0.01091087,0.71158103
-5.26163082,3.47672248,0.23032367,2.08918074,0.00055407,0.14764080,0.57674837,0.67548357,0.01130711,0.70808345
-5.25562781,3.49124821,0.23111345,2.10602626,0.00053776,0.14889117,0.57749885,0.67388235,0.01164921,0.70306164
-5.24962481,3.49221528,0.23134384,2.11332092,0.00051939,0.14963519,0.57692783,0.67013940,0.01193053,0.69637874
-5.24362181,3.47901893,0.23092826,2.11075156,0.00049921,0.14981981,0.57484721,0.66414919,0.01214538,0.68790905
-5.23761881,3.45126060,0.22978809,2.09815343,0.00047753,0.14940081,0.57108886,0.65583630,0.01228924,0.67754810
-5.23161581,3.40877885,0.22785708,2.07552326,0.00045468,0.14834498,0.56551530,0.64516243,0.01235894,0.66522219
-5.22561281,3.35167458,0.22508534,2.04302889,0.00043102,0.14663207,0.55802969,0.63213232,0.01235273,0.65089708
-5.21960980,3.28032909,0.22144281,2.00101462,0.00040695,0.14425623,0.54858450,0.61679834,0.01227040,0.63458526
-5.21360680,3.19541380,0.21692192,1.95000186,0.00038288,0.14122697,0.53718843,0.59926348,0.01211331,0.61635145
-5.20760380,3.09789076,0.21153951,1.89068469,0.00035924,0.13756962,0.52391134,0.57968252,0.01188436,0.59631613
-5.20160080,2.98900362,0.20533776,1.82392016,0.00033645,0.13332516,0.50888689,0.55826126,0.01158798,0.57465683
-5.19559780,2.87025914,0.19838421,1.75071360,0.00031498,0.12854953,0.49231279,0.53525393,0.01122999,0.55160717
-5.18959480,2.74339981,0.19077081,1.67219920,0.00029527,0.12331247,0.47444879,0.51095874,0.01081746,0.52745374
-5.18359180,2.61036861,0.18261222,1.58961655,0.00027780,0.11769580,0.45561234,0.48571185,0.01035859,0.50253099
-5.17758879,2.47326710,0.17404319,1.50428384,0.00026305,0.11179145,0.43617233,0.45987997,0.00986242,0.47721429
-5.17158579,2.33430859,0.16521550,1.41756879,0.00025151,0.10569912,0.41654109,0.43385190,0.00933868,0.45191160
-5.16558279,2.19576808,0.15629427,1.33085820,0.00024370,0.09952380,0.39716497,0.40802936,0.00879752,0.42705396
-5.15957979,2.05993067,0.14745400,1.24552723,0.00024017,0.09337317,0.37851393,0.38281742,0.00824930,0.40308531
-5.15357679,1.92904032,0.13887447,1.16290942,0.00024146,0.08735503,0.36107047,0.35861497,0.00770429,0.38045186
-5.14757379,1.80525051,0.13073650,1.08426838,0.00024817,0.08157480,0.34531816,0.33580543,0.00717256,0.35959147
-5.14157079,1.69057813,0.12321786,1.01077190,0.00026089,0.07613322,0.33173020,0.31474802,0.00666368,0.34092323
-5.13556778,1.58686179,0.11648933,0.94346914,0.00028023,0.07112418,0.32075813,0.29576985,0.00618658,0.32483755
-5.12956478,1.49572533,0.11071096,0.88327147,0.00030679,0.06663290,0.31282100,0.27915895,0.00574939,0.31168696
-5.12356178,1.41854699,0.10602865,0.83093700,0.00034117,0.06273427,0.30829514,0.26515837,0.00535933,0.30177764
-5.11755878,1.35643470,0.10257102,0.78705921,0.00038395,0.05949153,0.30750456,0.25396145,0.00502256,0.29536203
-5.11155578,1.31020734,0.10044655,0.75205942,0.00043565,0.05695523,0.31071223,0.24570821,0.00474415,0.29263226
-5.10555278,1.28038195,0.09974112,0.72618312,0.00049671,0.05516237,0.31811223,0.24048292,0.00452799,0.29371476
-5.09954977,1.26716666,0.10051580,0.70949982,0.00056749,0.05413585,0.32982290,0.23831274,0.00437675,0.29866585
-5.09354677,1.27045911,0.10280498,0.70190628,0.00064823,0.05388408,0.34588109,0.23916753,0.00429190,0.30746852
-5.08754377,1.28985013,0.10661483,0.70313283,0.00073899,0.05440086,0.36623770,0.24296054,0.00427366,0.32003038
-5.08154077,1.32463243,0.11192223,0.71275237,0.00083969,0.05566540,0.39075455,0.24955024,0.00432103,0.33618289
-5.07553777,1.37381431,0.11867399,0.73019208,0.00095001,0.05764259,0.41920304,0.25874303,0.00443184,0.35568192
-5.06953477,1.43613824,0.12678667,0.75474745,0.00106942,0.06028342,0.45126447,0.27029692,0.00460273,0.37820987
-5.06353177,1.51010445,0.13614697,0.78559856,0.00119717,0.06352569,0.48653251,0.28392617,0.00482927,0.40337930
-5.05752876,1.59399948,0.14661274,0.82182841,0.00133222,0.06729492,0.52451795,0.29930682,0.00510600,0.43073838
-5.05152576,1.68592967,0.15801477,0.86244321,0.00147331,0.07150551,0.56465584,0.31608321,0.00542650,0.45977802
-5.04552276,1.78385958,0.17015935,0.90639446,0.00161894,0.07606221,0.60631509,0.33387530,0.00578356,0.48994088
-5.03951976,1.88565500,0.18283169,0.95260249,0.00176737,0.08086185,0.64881070,0.35228691,0.00616927,0.52063211
-5.03351676,1.98913007,0.19580018,0.99998134,0.00191668,0.08579536,0.69141821,0.37091458,0.00657521,0.55123178
-5.02751376,2.09209782,0.20882142,1.04746434,0.00206481,0.09075004,0.73339045,0.38935710,0.00699259,0.58110870
-5.02151076,2.19242307,0.22164597,1.09403014,0.00220957,0.09561210,0.77397592,0.40722535,0.00741253,0.60963544
-5.01550775,2.28807642,0.23402468,1.13872842,0.00234876,0.10026928,0.81243849,0.42415236,0.00782619,0.63620395
-5.00950475,2.37718774,0.24571540,1.18070457,0.00248016,0.10461370,0.84807764,0.43980316,0.00822509,0.66024161
-5.00350175,2.45809758,0.25648983,1.21922274,0.00260165,0.10854463,0.88024868,0.45388419,0.00860127,0.68122676
-4.99749875,2.52940444,0.26614026,1.25368625,0.00271126,0.11197121,0.90838200,0.46615199,0.00894761,0.69870350
-4.99149575,2.59000612,0.27448591,1.28365470,0.00280722,0.11481500,0.93200063,0.47642063,0.00925799,0.71229490
-4.98549275,2.63913342,0.28137866,1.30885701,0.00288803,0.11701225,0.95073541,0.48456779,0.00952752,0.72171425
-4.97948974,2.67637444,0.28670774,1.32919967,0.00295250,0.11851570,0.96433692,0.49053904,0.00975271,0.72677359
-4.97348674,2.70168828,0.29040337,1.34476986,0.00299979,0.11929602,0.97268369,0.49435017,0.00993161,0.72738941
-4.96748374,2.71540718,0.29243894,1.35583284,0.00302945,0.11934259,0.97578629,0.49608734,0.01006390,0.72358499
-4.96148074,2.71822662,0.29283175,1.36282382,0.00304140,0.11866371,0.97378691,0.49590507,0.01015089,0.71548931
-4.95547774,2.71118343,0.29164216,1.36633417,0.00303597,0.11728627,0.96695459,0.49402193,0.01019554,0.70333250
-4.94947474,2.69562251,0.28897127,1.36709239,0.00301382,0.11525462,0.95567606,0.49071418,0.01020234,0.68743802
-4.94347174,2.67315316,0.28495707,1.36594048,0.00297597,0.11262906,0.94044277,0.48630749,0.01017722,0.66821185
-4.93746873,2.64559649,0.27976933,1.36380627,0.00292372,0.10948362,0.92183438,0.48116696,0.01012730,0.64612913
-4.93146573,2.61492595,0.27360346,1.36167290,0.00285860,0.10590355,0.90049965,0.47568589,0.01006068,0.62171875
-4.92546273,2.58320296,0.26667350,1.36054621,0.00278233,0.10198237,0.87713538,0.47027362,0.00998618,0.59554661
-4.91945973,2.55251010,0.25920463,1.36142136,0.00269672,0.09781877,0.85246423,0.46534291,0.00991302,0.56819816
-4.91345673,2.52488422,0.25142551,1.36524966,0.00260364,0.09351335,0.82721237,0.46129725,0.00985048,0.54026088
-4.90745373,2.50225178,0.24356071,1.37290686,0.00250494,0.08916546,0.80208776,0.45851857,0.00980761,0.51230740
-4.90145073,2.48636864,0.23582358,1.38516380,0.00240240,0.08487015,0.77775975,0.45735571,0.00979289,0.48487989
-4.89544772,2.47876616,0.22840981,1.40266035,0.00229767,0.08071541,0.75484077,0.45811411,0.00981394,0.45847614
-4.88944472,2.48070537,0.22149188,1.42588350,0.00219225,0.07677972,0.73387059,0.46104683,0.00987723,0.43353781
-4.88344172,2.49314028,0.21521459,1.45515018,0.00208742,0.07313009,0.71530348,0.46634735,0.00998790,0.41044114
-4.87743872,2.51669133,0.20969179,1.49059515,0.00198429,0.06982053,0.69949863,0.47414415,0.01014950,0.38949025
-4.87143572,2.55162948,0.20500430,1.53216443,0.00188372,0.06689108,0.68671389,0.48449730,0.01036394,0.37091319
-4.86543272,2.59787104,0.20119916,1.57961423,0.00178637,0.06436734,0.67710281,0.49739697,0.01063136,0.35486054
-4.85942971,2.65498297,0.19828995,1.63251534,0.00169267,0.06226049,0.67071477,0.51276398,0.01095015,0.34140655
-4.85342671,2.72219841,0.19625836,1.69026292,0.00160291,0.06056787,0.66749821,0.53045213,0.01131696,0.33055245
-4.84742371,2.79844135,0.19505657,1.75209126,0.00151718,0.05927391,0.66730641,0.55025240,0.01172682,0.32223182
-4.84142071,2.88235982,0.19461061,1.81709307,0.00143545,0.05835149,0.66990574,0.57189871,0.01217333,0.31631744
-4.83541771,2.97236635,0.19482429,1.88424288,0.00135760,0.05776362,0.67498578,0.59507508,0.01264878,0.31262957
-4.82941471,3.06668443,0.19558363,1.95242391,0.00128342,0.05746535,0.68217117,0.61942405,0.01314446,0.31094496
-4.82341171,3.16339977,0.19676166,2.02045764,0.00121266,0.05740582,0.69103464,0.64455607,0.01365091,0.31100656
-4.81740870,3.26051486,0.19822334,2.08713546,0.00114505,0.05753047,0.70111094,0.67005961,0.01415820,0.31253336
-4.81140570,3.35600544,0.19983040,2.15125151,0.00108034,0.05778320,0.71191121,0.69551178,0.01465629,0.31523019
-4.80540270,3.44787736,0.20144621,2.21163592,0.00101827,0.05810847,0.72293753,0.72048917,0.01513527,0.31879713
-4.79939970,3.53422242,0.20294012,2.26718753,0.00095863,0.05845337,0.73369719,0.74457868,0.01558573,0.32293839
-4.79339670,3.61327157,0.20419165,2.31690529,0.00090124,0.05876938,0.74371634,0.76738793,0.01599902,0.32737038
-4.78739370,3.68344427,0.20509393,2.35991730,0.00084597,0.05901399,0.75255274,0.78855522,0.01636749,0.33182884
-4.78139070,3.74339245,0.20555676,2.39550685,0.00079273,0.05915202,0.75980724,0.80775849,0.01668477,0.33607499
-4.77538769,3.79203791,0.20550892,2.42313456,0.00074148,0.05915663,0.76513366,0.82472330,0.01694589,0.33990048
-4.76938469,3.82860218,0.20489976,2.44245587,0.00069218,0.05901001,0.76824688,0.83922938,0.01714744,0.34313125
-4.76338169,3.85262782,0.20370018,2.45333346,0.00064487,0.05870373,0.76892892,0.85111573,0.01728764,0.34563012
-4.75737869,3.86399055,0.20190278,2.45584401,0.00059956,0.05823876,0.76703276,0.86028398,0.01736635,0.34729825
-4.75137569,3.86290188,0.19952134,2.45027903,0.00055632,0.05762517,0.76248395,0.86669999,0.01738507,0.34807554
-4.74537269,3.84990212,0.19658970,2.43713980,0.00051519,0.05688151,0.75527999,0.87039368,0.01734679,0.34793979
-4.73936968,3.82584400,0.19315990,2.41712624,0.00047623,0.05603395,0.74548741,0.87145693,0.01725591,0.34690503
-4.73336668,3.79186735,0.18929992,2.39112024,0.00043948,0.05511515,0.73323692,0.87003987,0.01711802,0.34501889
-4.72736368,3.74936581,0.18509089,2.36016376,0.00040498,0.05416296,0.71871675,0.86634553,0.01693967,0.34235921
-4.72136068,3.69994654,0.18062402,2.32543227,0.00037275,0.05321900,0.70216450,0.86062307,0.01672816,0.33903003
-4.71535768,3.64538424,0.17599726,2.28820449,0.00034281,0.05232709,0.68385792,0.85315992,0.01649125,0.33515706
-4.70935468,3.58757105,0.17131197,2.24982911,0.00031512,0.05153168,0.66410493,0.84427307,0.01623692,0.33088278
-4.70335168,3.52846390,0.16666948,2.21168961,0.00028968,0.05087634,0.64323340,0.83429983,0.01597304,0.32636142
-4.69734867,3.47003098,0.16216788,2.17516814,0.00026643,0.05040220,0.62158100,0.82358833,0.01570722,0.32175375
-4.69134567,3.41419896,0.15789907,2.14160962,0.00024531,0.05014661,0.59948552,0.81248825,0.01544650,0.31722204
-4.68534267,3.36280270,0.15394606,2.11228695,0.00022624,0.05014184,0.57727607,0.80134194,0.01519720,0.31292520
-4.67933967,3.31753874,0.15038079,2.08836854,0.00020913,0.05041403,0.55526529,0.79047623,0.01496474,0.30901426
-4.67333667,3.27992406,0.14726234,2.07088892,0.00019388,0.05098234,0.53374288,0.78019525,0.01475354,0.30562828
-4.66733367,3.25126105,0.14463572,2.06072336,0.00018039,0.05185824,0.51297048,0.77077442,0.01456698,0.30289080
-4.66133067,3.23260970,0.14253108,2.05856709,0.00016854,0.05304510,0.49317797,0.76245562,0.01440729,0.30090695
-4.65532766,3.22476744,0.14096358,2.06491984,0.00015821,0.05453805,0.47456114,0.75544383,0.01427565,0.29976107
-4.64932466,3.22825704,0.13993360,2.08007583,0.00014928,0.05632398,0.45728067,0.74990499,0.01417220,0.29951524
-4.64332166,3.24332254,0.13942752,2.10411963,0.00014163,0.05838184,0.44146215,0.74596532,0.01409615,0.30020829
