energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-3.15457729,3.76524784,0.01468427,0.06887048,0.54767882,1.43483322,0.53619198,2.05213987,0.30210846,0.00000000
-3.14857429,3.74211491,0.01444938,0.06758858,0.54916932,1.42073095,0.53634282,2.03675918,0.30232355,0.00000000
-3.14257129,3.72157779,0.01427084,0.06626269,0.55001453,1.40774677,0.53682734,2.02315690,0.30249719,0.00000000
-3.13656828,3.70274679,0.01414434,0.06488155,0.55007538,1.39559811,0.53750487,2.01085694,0.30255718,0.00000000
-3.13056528,3.68457468,0.01406422,0.06343454,0.54920779,1.38392858,0.53821263,1.99930018,0.30242243,0.00000000
-3.12456228,3.66591041,0.01402366,0.06191263,0.54726986,1.37232799,0.53877283,1.98787346,0.30200707,0.00000000
-3.11855928,3.64555532,0.01401497,0.06030905,0.54412906,1.36035423,0.53900036,1.97593955,0.30122456,0.00000000
-3.11255628,3.62231930,0.01402984,0.05861990,0.53966909,1.34755600,0.53871046,1.96286652,0.29999197,0.00000000
-3.10655328,3.59507465,0.01405960,0.05684451,0.53379606,1.33349516,0.53772631,1.94805552,0.29823387,0.00000000
-3.10055028,3.56280549,0.01409547,0.05498565,0.52644377,1.31776788,0.53588604,1.93096601,0.29588593,0.00000000
-3.09454727,3.52465116,0.01412879,0.05304954,0.51757787,1.30002381,0.53304904,1.91113755,0.29289799,0.00000000
-3.08854427,3.47994221,0.01415128,0.05104560,0.50719870,1.27998249,0.52910126,1.88820787,0.28923656,0.00000000
-3.08254127,3.42822837,0.01415523,0.04898618,0.49534281,1.25744664,0.52395950,1.86192651,0.28488662,0.00000000
-3.07653827,3.36929774,0.01413370,0.04688605,0.48208312,1.23231191,0.51757437,1.83216432,0.27985279,0.00000000
-3.07053527,3.30318748,0.01408066,0.04476188,0.46752772,1.20457317,0.50993211,1.79891846,0.27415973,0.00000000
-3.06453227,3.23018589,0.01399119,0.04263164,0.45181749,1.17432709,0.50105504,1.76231327,0.26785203,0.00000000
-3.05852926,3.15082669,0.01386155,0.04051395,0.43512265,1.14177143,0.49100085,1.72259725,0.26099330,0.00000000
-3.05252626,3.06587606,0.01368930,0.03842757,0.41763841,1.10720125,0.47986068,1.68013642,0.25366494,0.00000000
-3.04652326,2.97631341,0.01347338,0.03639077,0.39957998,1.07100227,0.46775617,1.63540459,0.24596428,0.00000000
-3.04052026,2.88330686,0.01321414,0.03442093,0.38117704,1.03364212,0.45483563,1.58897090,0.23800246,0.00000000
-3.03451726,2.78818462,0.01291334,0.03253414,0.36266806,0.99565962,0.44126944,1.54148526,0.22990199,0.00000000
-3.02851426,2.69240325,0.01257419,0.03074490,0.34429455,0.95765276,0.42724486,1.49366209,0.22179420,0.00000000
-3.02251126,2.59751405,0.01220127,0.02906594,0.32629546,0.92026588,0.41296062,1.44626293,0.21381648,0.00000000
-3.01650825,2.50512857,0.01180048,0.02750812,0.30890204,0.88417625,0.39862121,1.40007857,0.20610968,0.00000000
-3.01050525,2.41688426,0.01137895,0.02608040,0.29233307,0.85008072,0.38443136,1.35591096,0.19881545,0.00000000
-3.00450225,2.33441121,0.01094495,0.02478994,0.27679081,0.81868254,0.37059073,1.31455569,0.19207372,0.00000000
-2.99849925,2.25930064,0.01050777,0.02364217,0.26245764,0.79067872,0.35728908,1.27678526,0.18602045,0.00000000
-2.99249625,2.19307599,0.01007752,0.02264097,0.24949348,0.76674805,0.34470206,1.24333379,0.18078550,0.00000000
-2.98649325,2.13716692,0.00966505,0.02178888,0.23803397,0.74754003,0.33298777,1.21488322,0.17649070,0.00000000
-2.98049025,2.09288669,0.00928172,0.02108724,0.22818944,0.73366455,0.32228413,1.19205163,0.17324825,0.00000000
-2.97448724,2.06141301,0.00893929,0.02053648,0.22004461,0.72568265,0.31270724,1.17538357,0.17115926,0.00000000
-2.96848424,2.04377256,0.00864969,0.02013622,0.21365894,0.72409802,0.30435053,1.16534272,0.17031250,0.00000000
-2.96248124,2.04082890,0.00842488,0.01988548,0.20906755,0.72934948,0.29728491,1.16230679,0.17078330,0.00000000
-2.95647824,2.05327380,0.00827664,0.01978282,0.20628256,0.74180421,0.29155965,1.16656464,0.17263265,0.00000000
-2.95047524,2.08162152,0.00821646,0.01982641,0.20529488,0.76175178,0.28720394,1.17831538,0.17590638,0.00000000
-2.94447224,2.12620573,0.00825530,0.02001409,0.20607608,0.78939902,0.28422909,1.19766939,0.18063436,0.00000000
-2.93846923,2.18717890,0.00840344,0.02034339,0.20858054,0.82486564,0.28263091,1.22465079,0.18682987,0.00000000
-2.93246623,2.26451351,0.00867035,0.02081148,0.21274748,0.86818071,0.28239250,1.25920111,0.19448897,0.00000000
-2.92646323,2.35800492,0.00906446,0.02141507,0.21850297,0.91928016,0.28348683,1.30118385,0.20358996,0.00000000
-2.92046023,2.46727562,0.00959304,0.02215037,0.22576187,0.97800529,0.28587930,1.35038951,0.21409291,0.00000000
-2.91445723,2.59178052,0.01026200,0.02301287,0.23442939,1.04410259,0.28952989,1.40654082,0.22593933,0.00000000
-2.90845423,2.73081324,0.01107571,0.02399721,0.24440265,1.11722489,0.29439488,1.46929780,0.23905203,0.00000000
-2.90245123,2.88351321,0.01203683,0.02509704,0.25557180,1.19693412,0.30042795,1.53826241,0.25333519,0.00000000
-2.89644822,3.04887364,0.01314612,0.02630482,0.26782108,1.28270571,0.30758079,1.61298276,0.26867472,0.00000000
-2.89044522,3.22575030,0.01440229,0.02761169,0.28102956,1.37393477,0.31580295,1.69295647,0.28493900,0.00000000
-2.88444222,3.41287129,0.01580178,0.02900740,0.29507179,1.46994401,0.32504119,1.77763344,0.30197997,0.00000000
-2.87843922,3.60884776,0.01733864,0.03048018,0.30981830,1.56999346,0.33523827,1.86641789,0.31963474,0.00000000
-2.87243622,3.81218571,0.01900436,0.03201680,0.32513607,1.67329173,0.34633137,1.95866984,0.33772757,0.00000000
-2.86643322,4.02129908,0.02078782,0.03360258,0.34088896,1.77900864,0.35825021,2.05370634,0.35607239,0.00000000
-2.86043022,4.23452395,0.02267517,0.03522155,0.35693826,1.88628891,0.37091508,2.15080247,0.37447575,0.00000000
-2.85442721,4.45013412,0.02464988,0.03685666,0.37314325,1.99426662,0.38423500,2.24919271,0.39274005,0.00000000
-2.84842421,4.66635798,0.02669275,0.03848999,0.38936200,2.10207980,0.39810610,2.34807280,0.41066724,0.00000000
-2.84242121,4.88139658,0.02878211,0.04010315,0.40545225,2.20888492,0.41241050,2.44660270,0.42806255,0.00000000
-2.83641821,5.09344298,0.03089397,0.04167762,0.42127255,2.31387070,0.42701574,2.54391072,0.44473843,0.00000000
-2.83041521,5.30070265,0.03300241,0.04319517,0.43668354,2.41627077,0.44177506,2.63909952,0.46051836,0.00000000
-2.82441221,5.50141485,0.03507993,0.04463832,0.45154950,2.51537487,0.45652841,2.73125388,0.47524047,0.00000000
-2.81840920,5.69387474,0.03709799,0.04599071,0.46573998,2.61053822,0.47110446,2.81945082,0.48876090,0.00000000
-2.81240620,5.87645603,0.03902758,0.04723760,0.47913161,2.70118878,0.48532345,2.90277179,0.50095654,0.00000000
-2.80640320,6.04763385,0.04083987,0.04836615,0.49160998,2.78683235,0.49900091,2.98031716,0.51172740,0.00000000
-2.80040020,6.20600743,0.04250694,0.04936581,0.50307155,2.86705542,0.51195210,3.05122263,0.52099815,0.00000000
-2.79439720,6.35032216,0.04400252,0.05022852,0.51342548,2.94152579,0.52399706,3.11467725,0.52871900,0.00000000
-2.78839420,6.47949052,0.04530274,0.05094891,0.52259541,3.00999125,0.53496597,3.16994247,0.53486586,0.00000000
-2.78239120,6.59261117,0.04638689,0.05152433,0.53052096,3.07227635,0.54470466,3.21637161,0.53943969,0.00000000
-2.77638819,6.68898562,0.04723809,0.05195486,0.53715894,3.12827771,0.55308000,3.25342883,0.54246516,0.00000000
-2.77038519,6.76813166,0.04784387,0.05224316,0.54248425,3.17795804,0.55998475,3.28070677,0.54398865,0.00000000
-2.76438219,6.82979281,0.04819672,0.05239434,0.54649028,3.22133925,0.56534181,3.29794177,0.54407569,0.00000000
-2.75837919,6.87394315,0.04829438,0.05241560,0.54918881,3.25849488,0.56910738,3.30502595,0.54280794,0.00000000
-2.75237619,6.90078665,0.04814011,0.05231594,0.55060939,3.28954216,0.57127298,3.30201499,0.54027983,0.00000000
-2.74637319,6.91075083,0.04774263,0.05210575,0.55079814,3.31463391,0.57186608,3.28913110,0.53659499,0.00000000
-2.74037019,6.90447409,0.04711605,0.05179640,0.54981595,3.33395050,0.57094923,3.26676053,0.53186265,0.00000000
-2.73436718,6.88278685,0.04627945,0.05139976,0.54773621,3.34769191,0.56861777,3.23544528,0.52619403,0.00000000
-2.72836418,6.84668668,0.04525643,0.05092778,0.54464205,3.35607022,0.56499601,3.19586909,0.51969901,0.00000000
-2.72236118,6.79730794,0.04407438,0.05039205,0.54062320,3.35930255,0.56023215,3.14883792,0.51248301,0.00000000
-2.71635818,6.73588691,0.04276372,0.04980341,0.53577260,3.35760453,0.55449211,3.09525559,0.50464428,0.00000000
-2.71035518,6.66372349,0.04135696,0.04917158,0.53018291,3.35118460,0.54795257,3.03609538,0.49627171,0.00000000
-2.70435218,6.58214116,0.03988771,0.04850489,0.52394310,3.34023914,0.54079354,2.97236889,0.48744310,0.00000000
-2.69834917,6.49244673,0.03838969,0.04781004,0.51713523,3.32494883,0.53319079,2.90509340,0.47822401,0.00000000
-2.69234617,6.39589196,0.03689568,0.04709197,0.50983162,3.30547619,0.52530862,2.83525919,0.46866722,0.00000000
-2.68634317,6.29363867,0.03543660,0.04635378,0.50209258,3.28196474,0.51729328,2.76379857,0.45881272,0.00000000
-2.68034017,6.18672935,0.03404058,0.04559676,0.49396487,3.25453980,0.50926740,2.69155773,0.44868833,0.00000000
-2.67433717,6.07606468,0.03273223,0.04482053,0.48548082,3.22331121,0.50132566,2.61927317,0.43831074,0.00000000
-2.66833417,5.96238931,0.03153195,0.04402317,0.47665844,3.18837785,0.49353202,2.54755344,0.42768713,0.00000000
-2.66233117,5.84628662,0.03045556,0.04320154,0.46750234,3.14983409,0.48591862,2.47686737,0.41681707,0.00000000
-2.65632816,5.72818273,0.02951390,0.04235155,0.45800544,3.10777795,0.47848631,2.40753900,0.40569484,0.00000000
-2.65032516,5.60835971,0.02871283,0.04146860,0.44815152,3.06232059,0.47120687,2.33974956,0.39431184,0.00000000
-2.64432216,5.48697689,0.02805322,0.04054794,0.43791841,3.01359683,0.46402671,2.27354604,0.38265918,0.00000000
-2.63831916,5.36409926,0.02753124,0.03958508,0.42728157,2.96177604,0.45687187,2.20885588,0.37073028,0.00000000
-2.63231616,5.23973101,0.02713876,0.03857627,0.41621804,2.90707280,0.44965404,2.14550674,0.35852320,0.00000000
-2.62631316,5.11385222,0.02686391,0.03751881,0.40471038,2.84975656,0.44227716,2.08325026,0.34604293,0.00000000
-2.62031016,4.98645639,0.02669170,0.03641143,0.39275052,2.79015964,0.43464444,2.02178829,0.33330318,0.00000000
-2.61430715,4.85758649,0.02660478,0.03525458,0.38034322,2.72868270,0.42666518,1.96080016,0.32032781,0.00000000
-2.60830415,4.72736719,0.02658424,0.03405063,0.36750890,2.66579729,0.41826123,1.89996958,0.30715179,0.00000000
-2.60230115,4.59603142,0.02661040,0.03280397,0.35428581,2.60204481,0.40937270,1.83900967,0.29382149,0.00000000
-2.59629815,4.46393944,0.02666362,0.03152106,0.34073131,2.53803171,0.39996256,1.77768488,0.28039453,0.00000000
-2.59029515,4.33158947,0.02672501,0.03021035,0.32692223,2.47442079,0.39002010,1.71582885,0.26693898,0.00000000
-2.58429215,4.19961905,0.02677715,0.02888214,0.31295421,2.41191881,0.37956297,1.65335740,0.25353204,0.00000000
-2.57828914,4.06879720,0.02680467,0.02754832,0.29894020,2.35126077,0.36863777,1.59027624,0.24025824,0.00000000
-2.57228614,3.94000791,0.02679468,0.02622210,0.28500797,2.29319154,0.35731926,1.52668332,0.22720719,0.00000000
-2.56628314,3.81422586,0.02673712,0.02491761,0.27129704,2.23844548,0.34570821,1.46276590,0.21447114,0.00000000
-2.56028014,3.69248595,0.02662499,0.02364954,0.25795484,2.18772520,0.33392810,1.39879294,0.20214222,0.00000000
-2.55427714,3.57584829,0.02645436,0.02243274,0.24513261,2.14168020,0.32212080,1.33510334,0.19030972,0.00000000
-2.54827414,3.46536063,0.02622437,0.02128176,0.23298095,2.10088664,0.31044153,1.27209100,0.17905738,0.00000000
-2.54227114,3.36202036,0.02593697,0.02021054,0.22164549,2.06582893,0.29905324,1.21018762,0.16846084,0.00000000
-2.53626813,3.26673779,0.02559662,0.01923200,0.21126259,2.03688424,0.28812087,1.14984427,0.15858545,0.00000000
-2.53026513,3.18030275,0.02520997,0.01835776,0.20195547,2.01431032,0.27780544,1.09151268,0.14948439,0.00000000
-2.52426213,3.10335579,0.02478529,0.01759785,0.19383077,1.99823732,0.26825859,1.03562730,0.14119724,0.00000000
-2.51825913,3.03636521,0.02433206,0.01696057,0.18697574,1.98866371,0.25961734,0.98258872,0.13374906,0.00000000
-2.51225613,2.97961074,0.02386038,0.01645231,0.18145612,1.98545636,0.25199965,0.93274943,0.12715001,0.00000000
-2.50625313,2.93317412,0.02338049,0.01607745,0.17731472,1.98835464,0.24550058,0.88640215,0.12139538,0.00000000
-2.50025013,2.89693669,0.02290224,0.01583839,0.17457080,1.99697810,0.24018942,0.84377112,0.11646623,0.00000000
-2.49424712,2.87058367,0.02243470,0.01573552,0.17322010,2.01083728,0.23610767,0.80500658,0.11233032,0.00000000
-2.48824412,2.85361441,0.02198572,0.01576727,0.17323561,2.02934708,0.23326788,0.77018235,0.10894360,0.00000000
-2.48224112,2.84535800,0.02156170,0.01593024,0.17456896,2.05184194,0.23165360,0.73929632,0.10625177,0.00000000
-2.47623812,2.84499324,0.02116731,0.01621930,0.17715225,2.07759240,0.23121999,0.71227365,0.10419231,0.00000000
-2.47023512,2.85157197,0.02080545,0.01662773,0.18090038,2.10582230,0.23189550,0.68897225,0.10269641,0.00000000
-2.46423212,2.86404495,0.02047716,0.01714742,0.18571368,2.13572619,0.23358416,0.66919020,0.10169115,0.00000000
-2.45822911,2.88128932,0.02018174,0.01776903,0.19148065,2.16648656,0.23616866,0.65267455,0.10110153,0.00000000
-2.45222611,2.90213687,0.01991688,0.01848227,0.19808091,2.19729067,0.23951398,0.63913127,0.10085249,0.00000000
-2.44622311,2.92540256,0.01967887,0.01927609,0.20538810,2.22734671,0.24347161,0.62823565,0.10087074,0.00000000
-2.44022011,2.94991261,0.01946293,0.02013898,0.21327261,2.25589921,0.24788408,0.61964297,0.10108642,0.00000000
-2.43421711,2.97453190,0.01926349,0.02105929,0.22160431,2.28224382,0.25258989,0.61299908,0.10143452,0.00000000
-2.42821411,2.99819019,0.01907458,0.02202554,0.23025488,2.30574127,0.25742854,0.60795048,0.10185608,0.00000000
-2.42221111,3.01990699,0.01889020,0.02302679,0.23910001,2.32583070,0.26224566,0.60415377,0.10229909,0.00000000
-2.41620810,3.03881468,0.01870471,0.02405298,0.24802124,2.34204222,0.26689812,0.60128425,0.10271921,0.00000000
-2.41020510,3.05417980,0.01851315,0.02509534,0.25690757,2.35400866,0.27125889,0.59904351,0.10308013,0.00000000
-2.40420210,3.06542195,0.01831162,0.02614673,0.26565673,2.36147639,0.27522154,0.59716593,0.10335386,0.00000000
-2.39819910,3.07213015,0.01809754,0.02720198,0.27417630,2.36431494,0.27870437,0.59542390,0.10352067,0.00000000
-2.39219610,3.07407618,0.01786990,0.02825822,0.28238452,2.36252507,0.28165384,0.59363195,0.10356896,0.00000000
-2.38619310,3.07122440,0.01762941,0.02931509,0.29021093,2.35624499,0.28404730,0.59164944,0.10349491,0.00000000
-2.38019010,3.06373768,0.01737864,0.03037488,0.29759692,2.34575419,0.28589486,0.58938201,0.10330211,0.00000000
-2.37418709,3.05197893,0.01712203,0.03144265,0.30449612,2.33147446,0.28724034,0.58678178,0.10300098,0.00000000
-2.36818409,3.03650773,0.01686583,0.03252614,0.31087472,2.31396770,0.28816111,0.58384619,0.10260825,0.00000000
-2.36218109,3.01807194,0.01661802,0.03363558,0.31671169,2.29393010,0.28876697,0.58061561,0.10214628,0.00000000
-2.35617809,2.99759384,0.01638806,0.03478349,0.32199898,2.27218242,0.28919793,0.57716981,0.10164246,0.00000000
-2.35017509,2.97615093,0.01618666,0.03598417,0.32674155,2.24965620,0.28962085,0.57362329,0.10112854,0.00000000
-2.34417209,2.95495144,0.01602541,0.03725326,0.33095738,2.22737593,0.29022529,0.57011962,0.10063995,0.00000000
-2.33816908,2.93530498,0.01591642,0.03860713,0.33467723,2.20643738,0.29121838,0.56682500,0.10021516,0.00000000
-2.33216608,2.91858889,0.01587184,0.04006216,0.33794429,2.18798245,0.29281904,0.56392111,0.09989496,0.00000000
-2.32616308,2.90621114,0.01590343,0.04163413,0.34081351,2.17317113,0.29525169,0.56159754,0.09972188,0.00000000
-2.32016008,2.89957080,0.01602209,0.04333745,0.34335072,2.16315133,0.29873965,0.56004403,0.09973944,0.00000000
-2.31415708,2.90001727,0.01623732,0.04518449,0.34563137,2.15902747,0.30349847,0.55944273,0.09999147,0.00000000
-2.30815408,2.90880960,0.01655681,0.04718502,0.34773894,2.16182892,0.30972941,0.55996078,0.10052147,0.00000000
-2.30215108,2.92707739,0.01698600,0.04934568,0.34976309,2.17247934,0.31761331,0.56174345,0.10137185,0.00000000
-2.29614807,2.95578463,0.01752773,0.05166959,0.35179744,2.19176808,0.32730504,0.56490813,0.10258322,0.00000000
-2.29014507,2.99569789,0.01818195,0.05415612,0.35393710,2.22032479,0.33892873,0.56953933,0.10419367,0.00000000
-2.28414207,3.04736003,0.01894548,0.05680083,0.35627606,2.25859821,0.35257390,0.57568501,0.10623799,0.00000000
-2.27813907,3.11107073,0.01981200,0.05959550,0.35890444,2.30684011,0.36829267,0.58335417,0.10874699,0.00000000
-2.27213607,3.18687434,0.02077198,0.06252842,0.36190584,2.36509497,0.38609795,0.59251604,0.11174673,0.00000000
-2.26613307,3.27455586,0.02181287,0.06558469,0.36535471,2.43319609,0.40596284,0.60310070,0.11525783,0.00000000
-2.26013007,3.37364504,0.02291930,0.06874676,0.36931409,2.51076809,0.42782097,0.61500121,0.11929483,0.00000000
-2.25412706,3.48342864,0.02407351,0.07199493,0.37383358,2.59723602,0.45156791,0.62807708,0.12386551,0.00000000
-2.24812406,3.60297016,0.02525573,0.07530801,0.37894789,2.69184058,0.47706335,0.64215893,0.12897042,0.00000000
-2.24212106,3.73113639,0.02644479,0.07866391,0.38467578,2.79365894,0.50413405,0.65705419,0.13460236,0.00000000
-2.23611806,3.86662965,0.02761870,0.08204026,0.39101966,2.90163038,0.53257736,0.67255347,0.14074604,0.00000000
-2.23011506,4.00802429,0.02875531,0.08541494,0.39796567,3.01458561,0.56216509,0.68843740,0.14737782,0.00000000
-2.22411206,4.15380611,0.02983300,0.08876655,0.40548441,3.13127883,0.59264766,0.70448360,0.15446560,0.00000000
-2.21810905,4.30241302,0.03083133,0.09207480,0.41353211,3.25042095,0.62375836,0.72047344,0.16196883,0.00000000
-2.21210605,4.45227541,0.03173166,0.09532077,0.42205228,3.37071303,0.65521759,0.73619839,0.16983872,0.00000000
-2.20610305,4.60185469,0.03251773,0.09848703,0.43097770,3.49087847,0.68673700,0.75146564,0.17801862,0.00000000
-2.20010005,4.74967861,0.03317613,0.10155778,0.44023269,3.60969282,0.71802354,0.76610274,0.18644455,0.00000000
-2.19409705,4.89437221,0.03369666,0.10451875,0.44973550,3.72601028,0.74878327,0.77996123,0.19504597,0.00000000
-2.18809405,5.03468352,0.03407259,0.10735716,0.45940072,3.83878602,0.77872511,0.79291898,0.20374673,0.00000000
-2.18209105,5.16950330,0.03430078,0.11006162,0.46914169,3.94709367,0.80756437,0.80488135,0.21246625,0.00000000
-2.17608804,5.29787858,0.03438164,0.11262196,0.47887268,4.05013771,0.83502630,0.81578112,0.22112081,0.00000000
-2.17008504,5.41901986,0.03431903,0.11502922,0.48851089,4.14726059,0.86084953,0.82557731,0.22962510,0.00000000
-2.16408204,5.53230239,0.03411994,0.11727558,0.49797811,4.23794464,0.88478961,0.83425296,0.23789388,0.00000000
-2.15807904,5.63726185,0.03379418,0.11935439,0.50720211,4.32180929,0.90662247,0.84181215,0.24584371,0.00000000
-2.15207604,5.73358535,0.03335386,0.12126031,0.51611765,4.39860387,0.92614810,0.84827642,0.25339481,0.00000000
-2.14607304,5.82109842,0.03281291,0.12298954,0.52466706,4.46819686,0.94319408,0.85368079,0.26047287,0.00000000
-2.14007004,5.89974912,0.03218650,0.12454010,0.53280066,4.53056237,0.95761918,0.85806966,0.26701085,0.00000000
-2.13406703,5.96959027,0.03149049,0.12591219,0.54047666,4.58576449,0.96931678,0.86149287,0.27295066,0.00000000
-2.12806403,6.03076070,0.03074085,0.12710862,0.54766095,4.63394067,0.97821803,0.86400199,0.27824466,0.00000000
-2.12206103,6.08346662,0.02995314,0.12813521,0.55432656,4.67528468,0.98429463,0.86564718,0.28285693,0.00000000
-2.11605803,6.12796380,0.02914206,0.12900116,0.56045302,4.71003023,0.98756097,0.86647461,0.28676420,0.00000000
-2.11005503,6.16454141,0.02832108,0.12971942,0.56602555,4.73843558,0.98807556,0.86652465,0.28995652,0.00000000
-2.10405203,6.19350784,0.02750208,0.13030684,0.57103420,4.76076997,0.98594150,0.86583082,0.29243749,0.00000000
-2.09804902,6.21517897,0.02669520,0.13078422,0.57547297,4.77730217,0.98130591,0.86441945,0.29422407,0.00000000
-2.09204602,6.22986899,0.02590870,0.13117621,0.57933897,4.78829132,0.97435806,0.86231003,0.29534599,0.00000000
-2.08604302,6.23788357,0.02514893,0.13151091,0.58263162,4.79398019,0.96532633,0.85951620,0.29584479,0.00000000
-2.08004002,6.23951535,0.02442044,0.13181932,0.58535195,4.79459086,0.95447375,0.85604706,0.29577237,0.00000000
-2.07403702,6.23504113,0.02372604,0.13213449,0.58750195,4.79032238,0.94209228,0.85190882,0.29518925,0.00000000
-2.06803402,6.22472039,0.02306706,0.13249046,0.58908410,4.78135024,0.92849584,0.84710652,0.29416255,0.00000000
-2.06203102,6.20879449,0.02244355,0.13292104,0.59010089,4.76782712,0.91401229,0.84164558,0.29276361,0.00000000
-2.05602801,6.18748605,0.02185454,0.13345835,0.59055450,4.74988442,0.89897451,0.83553315,0.29106560,0.00000000
-2.05002501,6.16099783,0.02129831,0.13413134,0.59044644,4.72763413,0.88371084,0.82877899,0.28914091,0.00000000
-2.04402201,6.12951080,0.02077262,0.13496412,0.58977729,4.70117040,0.86853528,0.82139587,0.28705864,0.00000000
-2.03801901,6.09318098,0.02027497,0.13597450,0.58854643,4.67057067,0.85373763,0.81339936,0.28488212,0.00000000
-2.03201601,6.05213502,0.01980279,0.13717246,0.58675166,4.63589580,0.83957408,0.80480710,0.28266669,0.00000000
-2.02601301,6.00646464,0.01935358,0.13855892,0.58438894,4.59718928,0.82625856,0.79563753,0.28045770,0.00000000
-2.02001001,5.95622012,0.01892506,0.14012471,0.58145201,4.55447543,0.81395528,0.78590820,0.27828891,0.00000000
-2.01400700,5.90140355,0.01851522,0.14184992,0.57793205,4.50775681,0.80277266,0.77563392,0.27618131,0.00000000
-2.00800400,5.84196248,0.01812238,0.14370365,0.57381734,4.45701128,0.79275923,0.76482475,0.27414246,0.00000000
-2.00200100,5.77778479,0.01774518,0.14564417,0.56909309,4.40218909,0.78390153,0.75348425,0.27216640,0.00000000
-1.99599800,5.70869582,0.01738259,0.14761962,0.56374132,4.34321062,0.77612421,0.74160799,0.27023405,0.00000000
-1.98999500,5.63445850,0.01703389,0.14956913,0.55774095,4.27996555,0.76929259,0.72918275,0.26831429,0.00000000
-1.98399200,5.55477746,0.01669862,0.15142446,0.55106825,4.21231382,0.76321750,0.71618631,0.26636553,0.00000000
-1.97798899,5.46930749,0.01637658,0.15311206,0.54369746,4.14008909,0.75766241,0.70258819,0.26433788,0.00000000
-1.97198599,5.37766698,0.01606783,0.15455542,0.53560183,4.06310508,0.75235254,0.68835123,0.26217563,0.00000000
-1.96598299,5.27945602,0.01577272,0.15567776,0.52675504,3.98116486,0.74698575,0.67343403,0.25982028,0.00000000
-1.95997999,5.17427900,0.01549188,0.15640484,0.51713293,3.89407318,0.74124473,0.65779421,0.25721359,0.00000000
-1.95397699,5.06177092,0.01522633,0.15666780,0.50671546,3.80165141,0.73480998,0.64139230,0.25430093,0.00000000
-1.94797399,4.94162626,0.01497754,0.15640590,0.49548904,3.70375466,0.72737320,0.62419605,0.25103446,0.00000000
-1.94197099,4.81362900,0.01474749,0.15556909,0.48344881,3.60029014,0.71865031,0.60618488,0.24737614,0.00000000
-1.93596798,4.67768223,0.01453876,0.15412014,0.47060106,3.49123594,0.70839370,0.58735424,0.24330044,0.00000000
-1.92996498,4.53383555,0.01435461,0.15203643,0.45696532,3.37665897,0.69640318,0.56771956,0.23879648,0.00000000
-1.92396198,4.38230848,0.01419900,0.14931114,0.44257634,3.25673101,0.68253500,0.54731950,0.23386963,0.00000000
-1.91795898,4.22350839,0.01407661,0.14595387,0.42748547,3.13174177,0.66670879,0.52621830,0.22854230,0.00000000
-1.91195598,4.05804152,0.01399281,0.14199065,0.41176149,3.00210784,0.64891193,0.50450701,0.22285403,0.00000000
-1.90595298,3.88671600,0.01395360,0.13746332,0.39549087,2.86837690,0.62920138,0.48230348,0.21686073,0.00000000
-1.89994997,3.71053648,0.01396541,0.13242836,0.37877711,2.73122657,0.60770286,0.45975114,0.21063311,0.00000000
-1.89394697,3.53069021,0.01403499,0.12695516,0.36173946,2.59145765,0.58460744,0.43701648,0.20425438,0.00000000
-1.88794397,3.34852489,0.01416914,0.12112396,0.34451084,2.44998196,0.56016603,0.41428548,0.19781725,0.00000000
-1.88194097,3.16551949,0.01437444,0.11502333,0.32723501,2.30780513,0.53468182,0.39175905,0.19142053,0.00000000
-1.87593797,2.98324898,0.01465700,0.10874759,0.31006332,2.16600515,0.50850133,0.36964790,0.18516521,0.00000000
-1.86993497,2.80334507,0.01502212,0.10239411,0.29315090,2.02570753,0.48200446,0.34816691,0.17915047,0.00000000
-1.86393197,2.62745456,0.01547403,0.09606062,0.27665265,1.88805845,0.45559409,0.32752944,0.17346969,0.00000000
-1.85792896,2.45719737,0.01601565,0.08984283,0.26071922,1.75419699,0.42968572,0.30794187,0.16820670,0.00000000
-1.85192596,2.29412639,0.01664837,0.08383212,0.24549304,1.62522772,0.40469765,0.28959857,0.16343237,0.00000000
-1.84592296,2.13969065,0.01737191,0.07811379,0.23110472,1.50219501,0.38104200,0.27267766,0.15920185,0.00000000
-1.83991996,1.99520362,0.01818428,0.07276553,0.21766994,1.38605995,0.35911696,0.25733762,0.15555251,0.00000000
-1.83391696,1.86181757,0.01908180,0.06785644,0.20528690,1.27768083,0.33930038,0.24371491,0.15250271,0.00000000
-1.82791396,1.74050491,0.02005923,0.06344640,0.19403455,1.17779766,0.32194485,0.23192264,0.15005136,0.00000000
-1.82191096,1.63204651,0.02110996,0.05958586,0.18397147,1.08702119,0.30737403,0.22205028,0.14817850,0.00000000
-1.81590795,1.53702706,0.02222630,0.05631596,0.17513561,1.00582622,0.29588028,0.21416426,0.14684663,0.00000000
-1.80990495,1.45583660,0.02339984,0.05366893,0.16754466,0.93454925,0.28772316,0.20830924,0.14600282,0.00000000
-1.80390195,1.38867749,0.02462181,0.05166867,0.16119703,0.87338963,0.28312862,0.20450996,0.14558149,0.00000000
-1.79789895,1.33557528,0.02588348,0.05033145,0.15607338,0.82241394,0.28228834,0.20277333,0.14550763,0.00000000
-1.79189595,1.29639239,0.02717652,0.04966657,0.15213849,0.78156256,0.28535905,0.20309048,0.14570032,0.00000000
