energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.71785893,1.34487863,0.00836618,0.32646650,0.34330291,0.00000000,1.16052554,0.49738220
-5.71185593,1.32417914,0.00754850,0.30663202,0.34627425,0.00000000,1.13327949,0.49007568
-5.70585293,1.31378398,0.00683454,0.28986021,0.35151367,0.00000000,1.11461843,0.48664239
-5.69984992,1.31369865,0.00622614,0.27612880,0.35910115,0.00000000,1.10454757,0.48704398
-5.69384692,1.32388223,0.00572340,0.26539039,0.36911730,0.00000000,1.10303540,0.49121725
-5.68784392,1.34425549,0.00532479,0.25757819,0.38164084,0.00000000,1.11002497,0.49907892
-5.68184092,1.37470589,0.00502739,0.25261126,0.39674482,0.00000000,1.12544235,0.51052947
-5.67583792,1.41508887,0.00482706,0.25039912,0.41449165,0.00000000,1.14920174,0.52545573
-5.66983492,1.46522533,0.00471862,0.25084530,0.43492731,0.00000000,1.18120685,0.54373203
-5.66383192,1.52489535,0.00469601,0.25384975,0.45807480,0.00000000,1.22134841,0.56521997
-5.65782891,1.59382863,0.00475245,0.25931003,0.48392732,0.00000000,1.26949797,0.58976689
-5.65182591,1.67169238,0.00488058,0.26712135,0.51244147,0.00000000,1.32549847,0.61720311
-5.64582291,1.75807751,0.00507260,0.27717539,0.54353093,0.00000000,1.38915213,0.64733844
-5.63981991,1.85248435,0.00532036,0.28935832,0.57706096,0.00000000,1.46020669,0.67995816
-5.63381691,1.95430915,0.00561550,0.30354805,0.61284433,0.00000000,1.53834082,0.71481909
-5.62781391,2.06283256,0.00594954,0.31961115,0.65063873,0.00000000,1.62314999,0.75164600
-5.62181091,2.17721153,0.00631396,0.33739969,0.69014630,0.00000000,1.71413392,0.79012903
-5.61580790,2.29647560,0.00670034,0.35674833,0.73101534,0.00000000,1.81068675,0.82992238
-5.60980490,2.41952881,0.00710045,0.37747201,0.77284436,0.00000000,1.91209102,0.87064480
-5.60380190,2.54515769,0.00750636,0.39936458,0.81518856,0.00000000,2.01751652,0.91188196
-5.59779890,2.67204602,0.00791056,0.42219857,0.85756875,0.00000000,2.12602455,0.95319109
-5.59179590,2.79879629,0.00830605,0.44572627,0.89948224,0.00000000,2.23657823,0.99410777
-5.58579290,2.92395765,0.00868651,0.46968236,0.94041579,0.00000000,2.34805902,1.03415488
-5.57978989,3.04605970,0.00904634,0.49378796,0.97985982,0.00000000,2.45928925,1.07285348
-5.57378689,3.16365095,0.00938084,0.51775624,1.01732365,0.00000000,2.56906017,1.10973524
-5.56778389,3.27534075,0.00968623,0.54129916,1.05235098,0.00000000,2.67616469,1.14435595
-5.56178089,3.37984280,0.00995978,0.56413539,1.08453508,0.00000000,2.77943350,1.17630963
-5.55577789,3.47601844,0.01019983,0.58599885,1.11353295,0.00000000,2.87777315,1.20524243
-5.54977489,3.56291757,0.01040583,0.60664755,1.13907775,0.00000000,2.97020423,1.23086575
-5.54377189,3.63981507,0.01057833,0.62587231,1.16098892,0.00000000,3.05589770,1.25296788
-5.53776888,3.70624070,0.01071892,0.64350475,1.17917939,0.00000000,3.13420747,1.27142331
-5.53176588,3.76200054,0.01083022,0.65942428,1.19365936,0.00000000,3.20469704,1.28619932
-5.52576288,3.80718842,0.01091569,0.67356328,1.20453648,0.00000000,3.26715853,1.29735919
-5.51975988,3.84218616,0.01097959,0.68591053,1.21201211,0.00000000,3.32162259,1.30506164
-5.51375688,3.86765202,0.01102671,0.69651213,1.21637378,0.00000000,3.36835783,1.30955647
-5.50775388,3.88449713,0.01106229,0.70546997,1.21798405,0.00000000,3.40785945,1.31117615
-5.50175088,3.89385070,0.01109170,0.71293770,1.21726627,0.00000000,3.44082681,1.31032380
-5.49574787,3.89701510,0.01112033,0.71911403,1.21468766,0.00000000,3.46813061,1.30745780
-5.48974487,3.89541256,0.01115329,0.72423386,1.21074079,0.00000000,3.49077100,1.30307378
-5.48374187,3.89052620,0.01119526,0.72855750,1.20592401,0.00000000,3.50982833,1.29768465
-5.47773887,3.88383779,0.01125025,0.73235833,1.20072212,0.00000000,3.52640904,1.29179976
-5.47173587,3.87676577,0.01132146,0.73590986,1.19558811,0.00000000,3.54158956,1.28590413
-5.46573287,3.87060654,0.01141113,0.73947242,1.19092707,0.00000000,3.55636107,1.28043879
-5.45972986,3.86648227,0.01152048,0.74328056,1.18708299,0.00000000,3.57157847,1.27578338
-5.45372686,3.86529811,0.01164962,0.74753169,1.18432942,0.00000000,3.58791646,1.27224187
-5.44772386,3.86771125,0.01179758,0.75237652,1.18286425,0.00000000,3.60583531,1.27003224
-5.44172086,3.87411343,0.01196236,0.75791205,1.18280910,0.00000000,3.62555867,1.26928061
-5.43571786,3.88462811,0.01214104,0.76417731,1.18421316,0.00000000,3.64706456,1.27002034
-5.42971486,3.89912209,0.01232992,0.77115225,1.18706122,0.00000000,3.67009041,1.27219587
-5.42371186,3.91723100,0.01252467,0.77875970,1.19128527,0.00000000,3.69415173,1.27567129
-5.41770885,3.93839664,0.01272060,0.78687031,1.19677884,0.00000000,3.71857335,1.28024287
-5.41170585,3.96191384,0.01291283,0.79531023,1.20341302,0.00000000,3.74253119,1.28565486
-5.40570285,3.98698360,0.01309655,0.80387085,1.21105295,0.00000000,3.76510193,1.29161756
-5.39969985,4.01276875,0.01326725,0.81232020,1.21957342,0.00000000,3.78531738,1.29782629
-5.39369685,4.03844855,0.01342088,0.82041505,1.22887257,0.00000000,3.80221992,1.30398025
-5.38769385,4.06326827,0.01355406,0.82791320,1.23888227,0.00000000,3.81491561,1.30979985
-5.38169085,4.08658038,0.01366420,0.83458496,1.24957456,0.00000000,3.82262137,1.31504149
-5.37568784,4.10787467,0.01374955,0.84022336,1.26096320,0.00000000,3.82470342,1.31950876
-5.36968484,4.12679509,0.01380927,0.84465229,1.27310034,0.00000000,3.82070450,1.32305937
-5.36368184,4.14314228,0.01384339,0.84773225,1.28606808,0.00000000,3.81035845,1.32560745
-5.35767884,4.15686193,0.01385272,0.84936348,1.29996557,0.00000000,3.79359150,1.32712109
-5.35167584,4.16801975,0.01383874,0.84948628,1.31489234,0.00000000,3.77051048,1.32761544
-5.34567284,4.17676529,0.01380345,0.84807871,1.33092904,0.00000000,3.74137949,1.32714185
-5.33966983,4.18328740,0.01374916,0.84515202,1.34811692,0.00000000,3.70658670,1.32577414
-5.33366683,4.18776486,0.01367832,0.84074416,1.36643755,0.00000000,3.66660431,1.32359283
-5.32766383,4.19031620,0.01359330,0.83491208,1.38579446,0.00000000,3.62194469,1.32066879
-5.32166083,4.19095263,0.01349621,0.82772338,1.40599807,0.00000000,3.57311602,1.31704742
-5.31565783,4.18953805,0.01338875,0.81924796,1.42675537,0.00000000,3.52058080,1.31273479
-5.30965483,4.18575945,0.01327204,0.80955053,1.44766538,0.00000000,3.46472031,1.30768669
-5.30365183,4.17911040,0.01314663,0.79868425,1.46822106,0.00000000,3.40580732,1.30180154
-5.29764882,4.16888931,0.01301237,0.78668618,1.48781812,0.00000000,3.34398916,1.29491788
-5.29164582,4.15421329,0.01286851,0.77357485,1.50577043,0.00000000,3.27928201,1.28681661
-5.28564282,4.13404706,0.01271372,0.75934989,1.52133160,0.00000000,3.21157656,1.27722802
-5.27963982,4.10724555,0.01254628,0.74399400,1.53372162,0.00000000,3.14065466,1.26584327
-5.27363682,4.07260769,0.01236416,0.72747680,1.54215733,0.00000000,3.06621516,1.25232950
-5.26763382,4.02893824,0.01216531,0.70976037,1.54588504,0.00000000,2.98790727,1.23634781
-5.26163082,3.97511378,0.01194780,0.69080599,1.54421356,0.00000000,2.90536870,1.21757287
-5.25562781,3.91014894,0.01171008,0.67058155,1.53654582,0.00000000,2.81826579,1.19571290
-5.24962481,3.83325875,0.01145118,0.64906905,1.52240737,0.00000000,2.72633296,1.17052892
-5.24362181,3.74391319,0.01117094,0.62627165,1.50147017,0.00000000,2.62940866,1.14185191
-5.23761881,3.64188091,0.01087012,0.60221973,1.47357033,0.00000000,2.52746542,1.10959689
-5.23161581,3.52725934,0.01055058,0.57697558,1.43871906,0.00000000,2.42063231,1.07377320
-5.22561281,3.40048962,0.01021534,0.55063633,1.39710599,0.00000000,2.30920828,1.03449017
-5.21960980,3.26235566,0.00986861,0.52333495,1.34909519,0.00000000,2.19366592,0.99195812
-5.21360680,3.11396745,0.00951575,0.49523931,1.29521372,0.00000000,2.07464550,0.94648459
-5.20760380,2.95672988,0.00916320,0.46654933,1.23613392,0.00000000,1.95294011,0.89846611
-5.20160080,2.79229901,0.00881836,0.43749230,1.17265005,0.00000000,1.82947274,0.84837601
-5.19559780,2.62252824,0.00848938,0.40831697,1.10565087,0.00000000,1.70526726,0.79674909
-5.18959480,2.44940760,0.00818494,0.37928637,1.03608942,0.00000000,1.58141479,0.74416401
-5.18359180,2.27499923,0.00791404,0.35067011,0.96495165,0.00000000,1.45903776,0.69122432
-5.17758879,2.10137233,0.00768566,0.32273633,0.89322524,0.00000000,1.33925345,0.63853918
-5.17158579,1.93054076,0.00750849,0.29574393,0.82187016,0.00000000,1.22313909,0.58670468
-5.16558279,1.76440579,0.00739064,0.26993524,0.75179198,0.00000000,1.11169999,0.53628659
-5.15957979,1.60470644,0.00733933,0.24552954,0.68381904,0.00000000,1.00584216,0.48780523
-5.15357679,1.45297883,0.00736060,0.22271770,0.61868411,0.00000000,0.90635031,0.44172306
-5.14757379,1.31052577,0.00745907,0.20165802,0.55701088,0.00000000,0.81387191,0.39843515
-5.14157079,1.17839694,0.00763770,0.18247336,0.49930551,0.00000000,0.72890735,0.35826294
-5.13556778,1.05737935,0.00789760,0.16524969,0.44595308,0.00000000,0.65180622,0.32145102
-5.12956478,0.94799775,0.00823787,0.15003574,0.39721851,0.00000000,0.58276908,0.28816689
-5.12356178,0.85052359,0.00865555,0.13684393,0.35325150,0.00000000,0.52185424,0.25850338
-5.11755878,0.76499141,0.00914555,0.12565223,0.31409484,0.00000000,0.46898843,0.23248328
-5.11155578,0.69122103,0.00970073,0.11640681,0.27969527,0.00000000,0.42398069,0.21006575
-5.10555278,0.62884397,0.01031194,0.10902538,0.24991618,0.00000000,0.38653823,0.19115399
-5.09954977,0.57733248,0.01096822,0.10340097,0.22455139,0.00000000,0.35628356,0.17560374
-5.09354677,0.53602969,0.01165703,0.09940587,0.20333938,0.00000000,0.33277181,0.16323207
-5.08754377,0.50417962,0.01236455,0.09689586,0.18597719,0.00000000,0.31550759,0.15382616
-5.08154077,0.48095590,0.01307597,0.09571429,0.17213366,0.00000000,0.30396085,0.14715156
-5.07553777,0.46548821,0.01377595,0.09569605,0.16146145,0.00000000,0.29758103,0.14295982
-5.06953477,0.45688604,0.01444896,0.09667139,0.15360767,0.00000000,0.29580943,0.14099523
-5.06353177,0.45425903,0.01507979,0.09846942,0.14822285,0.00000000,0.29808950,0.14100046
-5.05752876,0.45673397,0.01565391,0.10092122,0.14496814,0.00000000,0.30387501,0.14272118
-5.05152576,0.46346819,0.01615797,0.10386273,0.14352091,0.00000000,0.31263615,0.14590961
-5.04552276,0.47365965,0.01658012,0.10713717,0.14357861,0.00000000,0.32386379,0.15032700
-5.03951976,0.48655390,0.01691038,0.11059709,0.14486115,0.00000000,0.33707201,0.15574524
-5.03351676,0.50144825,0.01714091,0.11410605,0.14711207,0.00000000,0.35179934,0.16194764
-5.02751376,0.51769366,0.01726624,0.11753994,0.15009846,0.00000000,0.36760879,0.16872917
-5.02151076,0.53469471,0.01728335,0.12078792,0.15361019,0.00000000,0.38408730,0.17589615
-5.01550775,0.55190825,0.01719173,0.12375302,0.15745840,0.00000000,0.40084463,0.18326575
-5.00950475,0.56884107,0.01699333,0.12635243,0.16147367,0.00000000,0.41751226,0.19066530
-5.00350175,0.58504719,0.01669241,0.12851751,0.16550406,0.00000000,0.43374239,0.19793175
-4.99749875,0.60012512,0.01629534,0.13019353,0.16941309,0.00000000,0.44920740,0.20491124
-4.99149575,0.61371536,0.01581032,0.13133924,0.17307804,0.00000000,0.46359993,0.21145895
-4.98549275,0.62549854,0.01524707,0.13192626,0.17638845,0.00000000,0.47663366,0.21743940
-4.97948974,0.63519440,0.01461644,0.13193830,0.17924514,0.00000000,0.48804485,0.22272708
-4.97348674,0.64256154,0.01393009,0.13137046,0.18155963,0.00000000,0.49759472,0.22720753
-4.96748374,0.64739815,0.01320005,0.13022829,0.18325401,0.00000000,0.50507246,0.23077878
-4.96148074,0.64954358,0.01243842,0.12852707,0.18426125,0.00000000,0.51029880,0.23335310
-4.95547774,0.64888049,0.01165699,0.12629097,0.18452591,0.00000000,0.51312991,0.23485897
-4.94947474,0.64533751,0.01086703,0.12355239,0.18400495,0.00000000,0.51346138,0.23524312
-4.94347174,0.63889207,0.01007897,0.12035129,0.18266889,0.00000000,0.51123205,0.23447257
-4.93746873,0.62957309,0.00930231,0.11673470,0.18050281,0.00000000,0.50642739,0.23253645
-4.93146573,0.61746325,0.00854543,0.11275628,0.17750729,0.00000000,0.49908216,0.22944753
-4.92546273,0.60270061,0.00781560,0.10847593,0.17369915,0.00000000,0.48928222,0.22524337
-4.91945973,0.58547926,0.00711893,0.10395957,0.16911183,0.00000000,0.47716510,0.21998684
-4.91345673,0.56604893,0.00646045,0.09927889,0.16379533,0.00000000,0.46291955,0.21376623
-4.90745373,0.54471340,0.00584420,0.09451121,0.15781579,0.00000000,0.44678371,0.20669462
-4.90145073,0.52182766,0.00527336,0.08973939,0.15125455,0.00000000,0.42904213,0.19890870
-4.89544772,0.49779404,0.00475037,0.08505168,0.14420676,0.00000000,0.41002169,0.19056711
-4.88944472,0.47305719,0.00427718,0.08054168,0.13677969,0.00000000,0.39008659,0.18184814
-4.88344172,0.44809836,0.00385535,0.07630825,0.12909062,0.00000000,0.36963264,0.17294720
-4.87743872,0.42342897,0.00348628,0.07245542,0.12126461,0.00000000,0.34908104,0.16407391
-4.87143572,0.39958387,0.00317137,0.06909225,0.11343210,0.00000000,0.32887194,0.15544905
-4.86543272,0.37711445,0.00291219,0.06633269,0.10572653,0.00000000,0.30945808,0.14730139
-4.85942971,0.35658177,0.00271061,0.06429532,0.09828201,0.00000000,0.29129858,0.13986460
-4.85342671,0.33854988,0.00256893,0.06310304,0.09123119,0.00000000,0.27485314,0.13337422
-4.84742371,0.32357948,0.00248994,0.06288260,0.08470332,0.00000000,0.26057666,0.12806469
-4.84142071,0.31222184,0.00247701,0.06376397,0.07882256,0.00000000,0.24891447,0.12416664
-4.83541771,0.30501295,0.00253409,0.06587947,0.07370662,0.00000000,0.24029785,0.12190416
-4.82941471,0.30246789,0.00266567,0.06936267,0.06946553,0.00000000,0.23514011,0.12149226
-4.82341171,0.30507518,0.00287674,0.07434699,0.06620071,0.00000000,0.23383267,0.12313433
-4.81740870,0.31329096,0.00317263,0.08096391,0.06400412,0.00000000,0.23674137,0.12701954
-4.81140570,0.32753289,0.00355890,0.08934087,0.06295756,0.00000000,0.24420249,0.13332022
-4.80540270,0.34817363,0.00404111,0.09959872,0.06313192,0.00000000,0.25651856,0.14218907
-4.79939970,0.37553384,0.00462456,0.11184890,0.06458640,0.00000000,0.27395371,0.15375632
-4.79339670,0.40987471,0.00531405,0.12619026,0.06736769,0.00000000,0.29672855,0.16812668
-4.78739370,0.45139020,0.00611349,0.14270559,0.07150896,0.00000000,0.32501459,0.18537643
-4.78139070,0.50019922,0.00702566,0.16145809,0.07702886,0.00000000,0.35892832,0.20555042
-4.77538769,0.55633805,0.00805180,0.18248777,0.08393032,0.00000000,0.39852526,0.22865947
-4.76938469,0.61975362,0.00919133,0.20580806,0.09219950,0.00000000,0.44379408,0.25467812
-4.76338169,0.69029802,0.01044153,0.23140269,0.10180479,0.00000000,0.49465150,0.28354310
-4.75737869,0.76772495,0.01179729,0.25922321,0.11269602,0.00000000,0.55093812,0.31515272
-4.75137569,0.85168875,0.01325094,0.28918718,0.12480408,0.00000000,0.61241591,0.34936736
-4.74537269,0.94174647,0.01479214,0.32117734,0.13804112,0.00000000,0.67876770,0.38601137
-4.73936968,1.03736356,0.01640789,0.35504189,0.15230134,0.00000000,0.74959912,0.42487637
-4.73336668,1.13792342,0.01808265,0.39059596,0.16746259,0.00000000,0.82444344,0.46572631
-4.72736368,1.24274103,0.01979858,0.42762451,0.18338889,0.00000000,0.90276934,0.50830391
-4.72136068,1.35108050,0.02153590,0.46588640,0.19993383,0.00000000,0.98399180,0.55233877
-4.71535768,1.46217615,0.02327342,0.50511984,0.21694487,0.00000000,1.06748587,0.59755663
-4.70935468,1.57525652,0.02498908,0.54504890,0.23426849,0.00000000,1.15260296,0.64368956
-4.70335168,1.68957026,0.02666069,0.58539081,0.25175601,0.00000000,1.23868911,0.69048668
-4.69734867,1.80441291,0.02826668,0.62586398,0.26926984,0.00000000,1.32510436,0.73772480
-4.69134567,1.91915302,0.02978685,0.66619602,0.28668992,0.00000000,1.41124246,0.78521841
-4.68534267,2.03325617,0.03120322,0.70613163,0.30392008,0.00000000,1.49654964,0.83282836
-4.67933967,2.14630547,0.03250071,0.74543980,0.32089379,0.00000000,1.58054156,0.88046870
-4.67333667,2.25801687,0.03366781,0.78391980,0.33757912,0.00000000,1.66281722,0.92811099
-4.66733367,2.36824817,0.03469712,0.82140575,0.35398239,0.00000000,1.74306891,0.97578561
-4.66133067,2.47700064,0.03558569,0.85776926,0.37015032,0.00000000,1.82108740,1.02357981
-4.65532766,2.58441257,0.03633523,0.89292002,0.38617026,0.00000000,1.89676190,1.07163222
-4.64932466,2.69074466,0.03695202,0.92680416,0.40216844,0.00000000,1.97007436,1.12012389
-4.64332166,2.79635740,0.03744670,0.95940049,0.41830608,0.00000000,2.04108850,1.16926614
-4.63731866,2.90168140,0.03783381,0.99071465,0.43477340,0.00000000,2.10993386,1.21928552
-4.63131566,3.00718191,0.03813108,1.02077173,0.45178177,0.00000000,2.17678567,1.27040674
-4.62531266,3.11331931,0.03835862,1.04960747,0.46955408,0.00000000,2.24184196,1.32283427
-4.61930965,3.22050770,0.03853794,1.07725904,0.48831404,0.00000000,2.30529890,1.37673358
-4.61330665,3.32907396,0.03869087,1.10375555,0.50827452,0.00000000,2.36732631,1.43221320
-4.60730365,3.43921974,0.03883847,1.12910938,0.52962592,0.00000000,2.42804473,1.48930842
-4.60130065,3.55098884,0.03899993,1.15330871,0.55252482,0.00000000,2.48750568,1.54796795
-4.59529765,3.66424205,0.03919161,1.17631192,0.57708383,0.00000000,2.54567656,1.60804419
-4.58929465,3.77864138,0.03942612,1.19804438,0.60336297,0.00000000,2.60243124,1.66928794
-4.58329165,3.89364496,0.03971163,1.21839784,0.63136342,0.00000000,2.65754723,1.73134807
-4.57728864,4.00851320,0.04005146,1.23723274,0.66102370,0.00000000,2.71070963,1.79377626
-4.57128564,4.12232644,0.04044377,1.25438322,0.69221892,0.00000000,2.76152190,1.85603687
-4.56528264,4.23401314,0.04088164,1.26966472,0.72476292,0.00000000,2.80952274,1.91752144
-4.55927964,4.34238746,0.04135336,1.28288370,0.75841344,0.00000000,2.85420814,1.97756731
-4.55327664,4.44619423,0.04184295,1.29384883,0.79288003,0.00000000,2.89505727,2.03547931
-4.54727364,4.54415878,0.04233092,1.30238303,0.82783422,0.00000000,2.93156036,2.09055360
-4.54127064,4.63503896,0.04279521,1.30833554,0.86292150,0.00000000,2.96324696,2.14210234
-4.53526763,4.71767644,0.04321223,1.31159317,0.89777442,0.00000000,2.98971260,2.18947793
-4.52926463,4.79104428,0.04355798,1.31208999,0.93202601,0.00000000,3.01064210,2.23209565
-4.52326163,4.85428824,0.04380925,1.30981480,0.96532279,0.00000000,3.02582796,2.26945351
-4.51725863,4.90675941,0.04394463,1.30481571,0.99733665,0.00000000,3.03518265,2.30114832
-4.51125563,4.94803657,0.04394557,1.29720167,1.02777493,0.00000000,3.03874396,2.32688734
-4.50525263,4.97793706,0.04379721,1.28714057,1.05638805,0.00000000,3.03667303,2.34649493
-4.49924962,4.99651584,0.04348903,1.27485411,1.08297452,0.00000000,3.02924532,2.35991404
-4.49324662,5.00405313,0.04301528,1.26060967,1.10738292,0.00000000,3.01683504,2.36720276
-4.48724362,5.00103162,0.04237525,1.24470958,1.12951102,0.00000000,2.99989414,2.36852625
-4.48124062,4.98810495,0.04157320,1.22747860,1.14930213,0.00000000,2.97892735,2.36414462
-4.47523762,4.96605963,0.04061814,1.20925010,1.16673917,0.00000000,2.95446480,2.35439786
-4.46923462,4.93577285,0.03952341,1.19035205,1.18183691,0.00000000,2.92703423,2.33968847
-4.46323162,4.89816885,0.03830604,1.17109344,1.19463307,0.00000000,2.89713434,2.32046312
-4.45722861,4.85417649,0.03698605,1.15175204,1.20517905,0.00000000,2.86521123,2.29719421
-4.45122561,4.80469038,0.03558563,1.13256412,1.21353087,0.00000000,2.83163916,2.27036235
-4.44522261,4.75053772,0.03412821,1.11371680,1.21974110,0.00000000,2.79670688,2.24044063
-4.43921961,4.69245228,0.03263769,1.09534325,1.22385222,0.00000000,2.76061016,2.20788124
-4.43321661,4.63105677,0.03113751,1.07752107,1.22589205,0.00000000,2.72345082,2.17310504
-4.42721361,4.56685371,0.02964998,1.06027370,1.22587119,0.00000000,2.68524202,2.13649421
-4.42121061,4.50022488,0.02819554,1.04357471,1.22378292,0.00000000,2.64591928,2.09838799
-4.41520760,4.43143840,0.02679229,1.02735459,1.21960510,0.00000000,2.60535610,2.05908141
-4.40920460,4.36066242,0.02545556,1.01150936,1.21330411,0.00000000,2.56338313,2.01882658
-4.40320160,4.28798374,0.02419761,0.99591053,1.20484027,0.00000000,2.51980919,1.97783614
-4.39719860,4.21342974,0.02302755,0.98041564,1.19417434,0.00000000,2.47444291,1.93628827
-4.39119560,4.13699182,0.02195131,0.96487861,1.18127452,0.00000000,2.42711327,1.89433275
-4.38519260,4.05864870,0.02097174,0.94915950,1.16612348,0.00000000,2.37768790,1.85209754
-4.37918959,3.97838804,0.02008884,0.93313282,1.14872486,0.00000000,2.32608802,1.80969535
-4.37318659,3.89622529,0.01930001,0.91669428,1.12910892,0.00000000,2.27229917,1.76722986
-4.36718359,3.81221902,0.01860046,0.89976553,1.10733688,0.00000000,2.21637746,1.72480137
-4.36118059,3.72648215,0.01798356,0.88229687,1.08350392,0.00000000,2.15845113,1.68251165
-4.35517759,3.63918925,0.01744127,0.86426792,1.05774064,0.00000000,2.09871781,1.64046798
-4.34917459,3.55058003,0.01696458,0.84568655,1.03021304,0.00000000,2.03743786,1.59878644
-4.34317159,3.46095968,0.01654396,0.82658631,1.00112123,0.00000000,1.97492485,1.55759459
-4.33716858,3.37069664,0.01616972,0.80702269,0.97069686,0.00000000,1.91153383,1.51703357
-4.33116558,3.28021869,0.01583244,0.78706882,0.93919979,0.00000000,1.84764855,1.47725985
-4.32516258,3.19000795,0.01552332,0.76681080,0.90691402,0.00000000,1.78366861,1.43844679
-4.31915958,3.10059546,0.01523445,0.74634331,0.87414318,0.00000000,1.71999728,1.40078595
-4.31315658,3.01255575,0.01495909,0.72576555,0.84120580,0.00000000,1.65703082,1.36448822
-4.30715358,2.92650159,0.01469186,0.70517797,0.80843053,0.00000000,1.59514972,1.32978468
