energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.87393697,2.61726161,-2.61712956,0.28185268,-0.28187225,0.13551686,-0.13555881,0.00028128,-0.00028069,0.81633556,-0.81624487,1.11029317,-1.11008703,1.26163591,-1.26161178,0.55129547,-0.55131009,0.00000000,-0.00000000
-5.86793397,2.61052802,-2.61043627,0.27908843,-0.27911320,0.13303005,-0.13307646,0.00024952,-0.00024907,0.81859971,-0.81852081,1.08916242,-1.08897559,1.27423468,-1.27422664,0.54198445,-0.54200883,0.00000000,-0.00000000
-5.86193097,2.60432132,-2.60427187,0.27724613,-0.27727589,0.13130898,-0.13136002,0.00022727,-0.00022695,0.82014544,-0.82007915,1.06953598,-1.06936990,1.28450367,-1.28451218,0.53416326,-0.53419754,0.00000000,-0.00000000
-5.85592796,2.59881177,-2.59880567,0.27632947,-0.27636384,0.13038646,-0.13044220,0.00021384,-0.00021362,0.82099995,-0.82094687,1.05152436,-1.05137996,1.29241874,-1.29244393,0.52790705,-0.52795108,0.00000000,-0.00000000
-5.84992496,2.59411816,-2.59415558,0.27631546,-0.27635395,0.13027803,-0.13033842,0.00020874,-0.00020862,0.82119467,-0.82115517,1.03515840,-1.03503610,1.29800603,-1.29804768,0.52324381,-0.52329717,0.00000000,-0.00000000
-5.84392196,2.59031684,-2.59039714,0.27715742,-0.27719940,0.13098340,-0.13104830,0.00021174,-0.00021172,0.82076653,-0.82074078,1.02039677,-1.02029652,1.30134322,-1.30140086,0.52015872,-0.52022074,0.00000000,-0.00000000
-5.83791896,2.58745254,-2.58757434,0.27878883,-0.27883358,0.13248845,-0.13255764,0.00022283,-0.00022290,0.81975884,-0.81974681,1.00713594,-1.00705731,1.30255905,-1.30263194,0.51860044,-0.51867026,0.00000000,-0.00000000
-5.83191596,2.58555033,-2.58571171,0.28112803,-0.28117479,0.13476774,-0.13484092,0.00024229,-0.00024245,0.81822194,-0.81822344,0.99522231,-0.99516450,1.30183105,-1.30191823,0.51848878,-0.51856540,0.00000000,-0.00000000
-5.82591296,2.58462834,-2.58482691,0.28408342,-0.28413141,0.13778727,-0.13786411,0.00027062,-0.00027087,0.81621354,-0.81622823,0.98446559,-0.98442752,1.29938179,-1.29948214,0.51972333,-0.51980566,0.00000000,-0.00000000
-5.81990995,2.58471033,-2.58494346,0.28755885,-0.28760728,0.14150748,-0.14158762,0.00030858,-0.00030893,0.81379891,-0.81382635,0.97465300,-0.97463340,1.29547390,-1.29558620,0.52219254,-0.52227946,0.00000000,-0.00000000
-5.81390695,2.58583773,-2.58610266,0.29145890,-0.29150705,0.14588617,-0.14596927,0.00035720,-0.00035765,0.81105092,-0.81109057,0.96556362,-0.96556107,1.29040415,-1.29052712,0.52578263,-0.52587307,0.00000000,-0.00000000
-5.80790395,2.58808037,-2.58837435,0.29569386,-0.29574107,0.15088127,-0.15096701,0.00041772,-0.00041828,0.80804995,-0.80810119,0.95698219,-0.95699521,1.28449682,-1.28462916,0.53038591,-0.53047891,0.00000000,-0.00000000
-5.80190095,2.59154529,-2.59186574,0.30018401,-0.30022974,0.15645329,-0.15654141,0.00049161,-0.00049230,0.80488382,-0.80494602,0.94871189,-0.94873899,1.27809676,-1.27823719,0.53590796,-0.53600270,0.00000000,-0.00000000
-5.79589795,2.59638316,-2.59672775,0.30486304,-0.30490687,0.16256720,-0.16265752,0.00058054,-0.00058136,0.80164765,-0.80172011,0.94058558,-0.94062535,1.27156210,-1.27170943,0.54227326,-0.54236911,0.00000000,-0.00000000
-5.78989495,2.60279159,-2.60315831,0.30968042,-0.30972208,0.16919380,-0.16928621,0.00068632,-0.00068730,0.79844356,-0.79852559,0.93247508,-0.93252619,1.26525707,-1.26541017,0.54942896,-0.54952550,0.00000000,-0.00000000
-5.78389195,2.61101500,-2.61140218,0.31460260,-0.31464196,0.17631030,-0.17640480,0.00081090,-0.00081205,0.79538030,-0.79547120,0.92429807,-0.92435931,1.25954469,-1.25970253,0.55734650,-0.55744357,0.00000000,-0.00000000
-5.77788894,2.62134058,-2.62174692,0.31961292,-0.31965000,0.18390020,-0.18399688,0.00095626,-0.00095759,0.79257258,-0.79267162,0.91602241,-0.91609276,1.25477958,-1.25494122,0.56602115,-0.56611879,0.00000000,-0.00000000
-5.77188594,2.63409026,-2.63451474,0.32471033,-0.32474527,0.19195237,-0.19205143,0.00112439,-0.00112593,0.79013996,-0.79024641,0.90766784,-0.90774639,1.25130073,-1.25146530,0.57546922,-0.57556770,0.00000000,-0.00000000
-5.76588294,2.64960852,-2.65005036,0.32990689,-0.32993997,0.20045945,-0.20056112,0.00131720,-0.00131894,0.78820532,-0.78831842,0.89930472,-0.89939074,1.24942432,-1.24959100,0.58572336,-0.58582311,0.00000000,-0.00000000
-5.75987994,2.66824639,-2.66870491,0.33522430,-0.33525588,0.20941551,-0.20952013,0.00153639,-0.00153837,0.78689262,-0.78701158,0.89105019,-0.89114307,1.24943633,-1.24960432,0.59682607,-0.59692764,0.00000000,-0.00000000
-5.75387694,2.69034197,-2.69081648,0.34068960,-0.34072009,0.21881336,-0.21892125,0.00178345,-0.00178566,0.78632398,-0.78644795,0.88306173,-0.88316096,1.25158527,-1.25175374,0.60882183,-0.60892583,0.00000000,-0.00000000
-5.74787394,2.71619826,-2.71668790,0.34633028,-0.34636011,0.22864133,-0.22875284,0.00205947,-0.00206192,0.78661599,-0.78674408,0.87552839,-0.87563353,1.25607470,-1.25624277,0.62174841,-0.62185543,0.00000000,-0.00000000
-5.74187094,2.74605918,-2.74656276,0.35216923,-0.35219881,0.23888012,-0.23899553,0.00236509,-0.00236779,0.78787533,-0.78800656,0.86866021,-0.86877083,1.26305597,-1.26322265,0.63562783,-0.63573839,0.00000000,-0.00000000
-5.73586793,2.78008501,-2.78060087,0.35821960,-0.35824928,0.24949957,-0.24961910,0.00270041,-0.00270335,0.79019371,-0.79032701,0.86267605,-0.86279170,1.27262118,-1.27278536,0.65045763,-0.65057208,0.00000000,-0.00000000
-5.72986493,2.81832850,-2.81885439,0.36448025,-0.36451028,0.26045589,-0.26057962,0.00306488,-0.00306805,0.79364236,-0.79377659,0.85779064,-0.85791079,1.28479672,-1.28495711,0.66620301,-0.66632147,0.00000000,-0.00000000
-5.72386193,2.86071323,-2.86124619,0.37093170,-0.37096220,0.27168938,-0.27181727,0.00345722,-0.00346062,0.79826633,-0.79840023,0.85420117,-0.85432519,1.29953771,-1.29969286,0.68279047,-0.68291278,0.00000000,-0.00000000
-5.71785893,2.90701551,-2.90755184,0.37753324,-0.37756418,0.28312299,-0.28325480,0.00387541,-0.00387900,0.80407876,-0.80421101,0.85207430,-0.85220140,1.31672369,-1.31687197,0.70010340,-0.70022907,0.00000000,-0.00000000
-5.71185593,2.95685139,-2.95738661,0.38422113,-0.38425232,0.29466179,-0.29479710,0.00431662,-0.00432038,0.81105571,-0.81118493,0.85153392,-0.85166314,1.33615602,-1.33629565,0.71798007,-0.71810823,0.00000000,-0.00000000
-5.70585293,3.00966981,-3.01019870,0.39090826,-0.39093931,0.30619354,-0.30633173,0.00477721,-0.00478110,0.81913161,-0.81925634,0.85265060,-0.85278082,1.35755737,-1.35768643,0.73621424,-0.73634368,0.00000000,-0.00000000
-5.69984992,3.06475302,-3.06526973,0.39748521,-0.39751558,0.31759040,-0.31773065,0.00525277,-0.00525675,0.82819594,-0.82831471,0.85543301,-0.85556289,1.38057353,-1.38069005,0.75455866,-0.75468781,0.00000000,-0.00000000
-5.69384692,3.12122479,-3.12172297,0.40382282,-0.40385180,0.32871179,-0.32885310,0.00573818,-0.00574221,0.83809132,-0.83820269,0.85982190,-0.85994994,1.40477800,-1.40487997,0.77273121,-0.77285820,0.00000000,-0.00000000
-5.68784392,3.17806660,-3.17853959,0.40977614,-0.40980290,0.33940824,-0.33954945,0.00622770,-0.00623172,0.84861342,-0.84871599,0.86568704,-0.86581160,1.42967925,-1.42976472,0.79042361,-0.79054634,0.00000000,-0.00000000
-5.68184092,3.23414161,-3.23458266,0.41518950,-0.41521311,0.34952622,-0.34966606,0.00671511,-0.00671906,0.85951277,-0.85960523,0.87282727,-0.87294661,1.45473086,-1.45479802,0.80731230,-0.80742849,0.00000000,-0.00000000
-5.67583792,3.28822566,-3.28862819,0.41990265,-0.41992211,0.35891359,-0.35905071,0.00719382,-0.00719766,0.87049867,-0.87057984,0.88097389,-0.88108621,1.47934426,-1.47939151,0.82307087,-0.82317819,0.00000000,-0.00000000
-5.66983492,3.33904415,-3.33940202,0.42375740,-0.42377174,0.36742546,-0.36755849,0.00765712,-0.00766079,0.88124514,-0.88131402,0.88979716,-0.88990066,1.50290372,-1.50292978,0.83738348,-0.83747962,0.00000000,-0.00000000
-5.66383192,3.38531329,-3.38562105,0.42660464,-0.42661290,0.37493006,-0.37505771,0.00809833,-0.00810178,0.89139890,-0.89145470,0.89891590,-0.89900885,1.52478332,-1.52478725,0.84995842,-0.85004123,0.00000000,-0.00000000
-5.65782891,3.42578377,-3.42603694,0.42831114,-0.42831247,0.38131450,-0.38143552,0.00851102,-0.00851418,0.90058910,-0.90063127,0.90790969,-0.90799050,1.54436503,-1.54434635,0.86054114,-0.86060871,0.00000000,-0.00000000
-5.65182591,3.45928492,-3.45948017,0.42876593,-0.42875960,0.38648969,-0.38660302,0.00888919,-0.00889204,0.90843838,-0.90846664,0.91633320,-0.91640046,1.56105743,-1.56101614,0.86892586,-0.86897662,0.00000000,-0.00000000
-5.64582291,3.48476704,-3.48490238,0.42788570,-0.42787118,0.39039455,-0.39049931,0.00922752,-0.00923002,0.91457510,-0.91458945,0.92373214,-0.92378471,1.57431421,-1.57425081,0.87496508,-0.87499790,0.00000000,-0.00000000
-5.63981991,3.50133998,-3.50141486,0.42561913,-0.42559608,0.39299886,-0.39309441,0.00952149,-0.00952360,0.91864597,-0.91864671,0.92965998,-0.92969701,1.58365163,-1.58356712,0.87857641,-0.87859062,0.00000000,-0.00000000
-5.63381691,3.50830580,-3.50832113,0.42194964,-0.42191795,0.39430474,-0.39439069,0.00976756,-0.00976926,0.92032877,-0.92031646,0.93369488,-0.93371586,1.58866425,-1.58856014,0.87974618,-0.87974163,0.00000000,-0.00000000
-5.62781391,3.50518400,-3.50514217,0.41689665,-0.41685645,0.39434664,-0.39442289,0.00996324,-0.00996453,0.91934442,-0.91931989,0.93545594,-0.93546069,1.58903818,-1.58891643,0.87852954,-0.87850660,0.00000000,-0.00000000
-5.62181091,3.49172802,-3.49163275,0.41051503,-0.41046668,0.39318968,-0.39325638,0.01010720,-0.01010807,0.91546804,-0.91543236,0.93461804,-0.93460679,1.58456128,-1.58442424,0.87504712,-0.87500663,0.00000000,-0.00000000
-5.61580790,3.46793217,-3.46778836,0.40289298,-0.40283706,0.39092650,-0.39098403,0.01019927,-0.01019973,0.90853835,-0.90849278,0.93092475,-0.93089805,1.57512980,-1.57498011,0.86947813,-0.86942140,0.00000000,-0.00000000
-5.60980490,3.43402865,-3.43384217,0.39414830,-0.39408558,0.38767271,-0.38772168,0.01024041,-0.01024048,0.89846501,-0.89841099,0.92419851,-0.92415726,1.56075117,-1.56059170,0.86205053,-0.86197920,0.00000000,-0.00000000
-5.60380190,3.39047507,-3.39025244,0.38442336,-0.38435476,0.38356130,-0.38360247,0.01023264,-0.01023235,0.88523355,-0.88517261,0.91434781,-0.91429319,1.54154288,-1.54137660,0.85302855,-0.85294453,0.00000000,-0.00000000
-5.59779890,3.33793295,-3.33768107,0.37387905,-0.37380561,0.37873610,-0.37877036,0.01017893,-0.01017830,0.86890762,-0.86884136,0.90137092,-0.90130436,1.51772745,-1.51755731,0.84269851,-0.84260387,0.00000000,-0.00000000
-5.59179590,3.27723863,-3.27696447,0.36268796,-0.36261078,0.37334498,-0.37337325,0.01008306,-0.01008214,0.84962841,-0.84955845,0.88535615,-0.88527927,1.48962368,-1.48945254,0.83135355,-0.83125037,0.00000000,-0.00000000
-5.58579290,3.20936811,-3.20907839,0.35102735,-0.35094753,0.36753283,-0.36755603,0.00994944,-0.00994826,0.82761123,-0.82753914,0.86647849,-0.86639304,1.45763472,-1.45746521,0.81927834,-0.81916862,0.00000000,-0.00000000
-5.57978989,3.13539763,-3.13509851,0.33907208,-0.33899072,0.36143504,-0.36145402,0.00978294,-0.00978153,0.80313933,-0.80306660,0.84499295,-0.84490074,1.42223341,-1.42206787,0.80673452,-0.80662006,0.00000000,-0.00000000
-5.57378689,3.05646209,-3.05615896,0.32698817,-0.32690627,0.35517166,-0.35518715,0.00958866,-0.00958707,0.77655526,-0.77648328,0.82122487,-0.82112772,1.38394556,-1.38378595,0.79394786,-0.79383016,0.00000000,-0.00000000
-5.56778389,2.97371340,-2.97341067,0.31492698,-0.31484544,0.34884268,-0.34885525,0.00937181,-0.00937008,0.74825003,-0.74818002,0.79555764,-0.79545731,1.34333192,-1.34317980,0.78109784,-0.78097801,0.00000000,-0.00000000
-5.56178089,2.88828081,-2.88798179,0.30302067,-0.30294024,0.34252467,-0.34253469,0.00913750,-0.00913565,0.71865055,-0.71858357,0.76841841,-0.76831657,1.30096967,-1.30082614,0.76831018,-0.76818894,0.00000000,-0.00000000
-5.55577789,2.80123489,-2.80094173,0.29137882,-0.29130011,0.33626891,-0.33627658,0.00889061,-0.00888868,0.68820584,-0.68814279,0.74026248,-0.74016067,1.25743407,-1.25729978,0.75565290,-0.75553049,0.00000000,-0.00000000
-5.54977489,2.71355691,-2.71327064,0.28008659,-0.28001004,0.33010130,-0.33010659,0.00863569,-0.00863371,0.65737265,-0.65731423,0.71155701,-0.71145661,1.21328119,-1.21315637,0.74313593,-0.74301220,0.00000000,-0.00000000
-5.54377189,2.62611468,-2.62583528,0.26920429,-0.26913019,0.32402369,-0.32402642,0.00837690,-0.00837489,0.62660090,-0.62654765,0.68276481,-0.68266703,1.16903224,-1.16891672,0.73071444,-0.73058885,0.00000000,-0.00000000
-5.53776888,2.53964561,-2.53937220,0.25876846,-0.25869698,0.31801691,-0.31801675,0.00811795,-0.00811594,0.59631978,-0.59627208,0.65432884,-0.65423471,1.12516015,-1.12505345,0.71829546,-0.71816715,0.00000000,-0.00000000
-5.53176588,2.45474743,-2.45447845,0.24879417,-0.24872533,0.31204494,-0.31204147,0.00786212,-0.00786013,0.56692487,-0.56688294,0.62665811,-0.62656850,1.08207881,-1.08198019,0.70574746,-0.70561535,0.00000000,-0.00000000
-5.52576288,2.37187633,-2.37160980,0.23927839,-0.23921217,0.30606022,-0.30605300,0.00761231,-0.00761035,0.53876678,-0.53873076,0.60011548,-0.60003112,1.04013531,-1.04004385,0.69291223,-0.69277514,0.00000000,-0.00000000
-5.51975988,2.29135223,-2.29108603,0.23020430,-0.23014061,0.30000956,-0.29999815,0.00737107,-0.00736916,0.51214198,-0.51211190,0.57500783,-0.57492933,0.99960526,-0.99951998,0.67961831,-0.67947507,0.00000000,-0.00000000
-5.51375688,2.21337008,-2.21310223,0.22154596,-0.22148473,0.29384034,-0.29382439,0.00714071,-0.00713887,0.48728581,-0.48726165,0.55157893,-0.55150680,0.96069137,-0.96061127,0.66569517,-0.66554473,0.00000000,-0.00000000
-5.50775388,2.13801638,-2.13774529,0.21327333,-0.21321451,0.28750659,-0.28748594,0.00692338,-0.00692163,0.46436813,-0.46434983,0.53000514,-0.52993984,0.92352489,-0.92344908,0.65098719,-0.65082876,0.00000000,-0.00000000
-5.50175088,2.06528936,-2.06501406,0.20535709,-0.20530071,0.28097469,-0.28094935,0.00672115,-0.00671952,0.44349167,-0.44347916,0.51039403,-0.51033598,0.88816995,-0.88809768,0.63536679,-0.63519992,0.00000000,-0.00000000
-5.49574787,1.99512154,-1.99484188,0.19777309,-0.19771926,0.27422807,-0.27419830,0.00653612,-0.00653464,0.42469297,-0.42468619,0.49278587,-0.49273549,0.85463017,-0.85456093,0.61874576,-0.61857043,0.00000000,-0.00000000
-5.48974487,1.92740320,-1.92712000,0.19050611,-0.19045508,0.26727091,-0.26723725,0.00637045,-0.00636915,0.40794584,-0.40794478,0.47715764,-0.47711536,0.82285735,-0.82279087,0.60108434,-0.60090102,0.00000000,-0.00000000
-5.48374187,1.86200545,-1.86172053,0.18355283,-0.18350496,0.26013050,-0.26009377,0.00622642,-0.00622534,0.39316714,-0.39317180,0.46342944,-0.46339573,0.79276146,-0.79269776,0.58239744,-0.58220711,0.00000000,-0.00000000
-5.47773887,1.79880158,-1.79851781,0.17692371,-0.17687949,0.25285809,-0.25281939,0.00610643,-0.00610562,0.38022442,-0.38023484,0.45147268,-0.45144801,0.76422162,-0.76416102,0.56275787,-0.56256203,0.00000000,-0.00000000
-5.47173587,1.73768578,-1.73740696,0.17064385,-0.17060392,0.24552829,-0.24548896,0.00601296,-0.00601246,0.36894504,-0.36896133,0.44111969,-0.44110458,0.73709742,-0.73704051,0.54229637,-0.54209699,0.00000000,-0.00000000
-5.46573287,1.67858830,-1.67831907,0.16475283,-0.16471788,0.23823699,-0.23819858,0.00594854,-0.00594839,0.35912646,-0.35914873,0.43217425,-0.43216920,0.71124001,-0.71118763,0.52119858,-0.52099805,0.00000000,-0.00000000
-5.45972986,1.62148668,-1.62123235,0.15930337,-0.15927421,0.23109798,-0.23106219,0.00591561,-0.00591586,0.35054687,-0.35057525,0.42442243,-0.42442795,0.68650267,-0.68645586,0.49969922,-0.49950026,0.00000000,-0.00000000
-5.45372686,1.56641269,-1.56617899,0.15435932,-0.15433674,0.22423844,-0.22420707,0.00591644,-0.00591713,0.34297601,-0.34301065,0.41764331,-0.41765985,0.66275017,-0.66271014,0.47807394,-0.47787952,0.00000000,-0.00000000
-5.44772386,1.51345500,-1.51324782,0.14999267,-0.14997749,0.21779367,-0.21776850,0.00595298,-0.00595413,0.33618547,-0.33622650,0.41161901,-0.41164695,0.63986687,-0.63983489,0.45662933,-0.45644251,0.00000000,-0.00000000
-5.44172086,1.46275783,-1.46258298,0.14628022,-0.14627321,0.21190114,-0.21188390,0.00602668,-0.00602831,0.32995813,-0.33000563,0.40614380,-0.40618340,0.61776305,-0.61774043,0.43569166,-0.43551548,0.00000000,-0.00000000
-5.43571786,1.41451604,-1.41437892,0.14329984,-0.14330164,0.20669450,-0.20668674,0.00613836,-0.00614048,0.32409634,-0.32415035,0.40103169,-0.40108307,0.59637951,-0.59636752,0.41559510,-0.41543248,0.00000000,-0.00000000
-5.42971486,1.36896717,-1.36887259,0.14112661,-0.14113774,0.20229756,-0.20230061,0.00628802,-0.00629063,0.31842859,-0.31848906,0.39612259,-0.39618568,0.57569024,-0.57569002,0.39667003,-0.39652363,0.00000000,-0.00000000
-5.42371186,1.32638126,-1.32633314,0.13982910,-0.13984990,0.19881884,-0.19883373,0.00647477,-0.00647784,0.31281441,-0.31288121,0.39128659,-0.39136113,0.55570321,-0.55571574,0.37923194,-0.37910406,0.00000000,-0.00000000
-5.41770885,1.28704905,-1.28705027,0.13946600,-0.13949660,0.19634672,-0.19637412,0.00669666,-0.00670016,0.30714751,-0.30722039,0.38642659,-0.38651208,0.53645942,-0.53648546,0.36357158,-0.36346405,0.00000000,-0.00000000
-5.41170585,1.25126950,-1.25132173,0.14008316,-0.14012344,0.19494561,-0.19498580,0.00695065,-0.00695451,0.30135700,-0.30143561,0.38147907,-0.38157478,0.51803032,-0.51807037,0.34994662,-0.34986078,0.00000000,-0.00000000
-5.40570285,1.21933715,-1.21944079,0.14171128,-0.14176089,0.19465325,-0.19470607,0.00723256,-0.00723670,0.29540697,-0.29549084,0.37641347,-0.37651841,0.50051384,-0.50056812,0.33857526,-0.33851190,0.00000000,-0.00000000
-5.39969985,1.19153018,-1.19168431,0.14436425,-0.14442259,0.19547914,-0.19554403,0.00753712,-0.00754144,0.28929439,-0.28938292,0.37123000,-0.37134298,0.48402932,-0.48409773,0.32963187,-0.32959117,0.00000000,-0.00000000
-5.39369685,1.16809953,-1.16830192,0.14803833,-0.14810455,0.19740436,-0.19748034,0.00785800,-0.00786240,0.28304577,-0.28313826,0.36595651,-0.36607612,0.46871154,-0.46879371,0.32324460,-0.32322621,0.00000000,-0.00000000
-5.38769385,1.14925961,-1.14950684,0.15271194,-0.15278496,0.20038254,-0.20046824,0.00818800,-0.00819236,0.27671267,-0.27680832,0.36064442,-0.36076907,0.45470432,-0.45479959,0.31949510,-0.31949812,0.00000000,-0.00000000
-5.38169085,1.13518084,-1.13546843,0.15834622,-0.15842479,0.20434199,-0.20443571,0.00851917,-0.00852335,0.27036653,-0.27046445,0.35536419,-0.35549216,0.44215378,-0.44226120,0.31841992,-0.31844299,0.00000000,-0.00000000
-5.37568784,1.12598416,-1.12630670,0.16488629,-0.16496897,0.20918885,-0.20928863,0.00884303,-0.00884689,0.26409301,-0.26419226,0.35020055,-0.35033005,0.43120165,-0.43132005,0.32001343,-0.32005476,0.00000000,-0.00000000
-5.36968484,1.12173740,-1.12208880,0.17226287,-0.17234814,0.21481096,-0.21491465,0.00915084,-0.00915425,0.25798628,-0.25808586,0.34524774,-0.34537693,0.42197891,-0.42210692,0.32423186,-0.32428934,0.00000000,-0.00000000
-5.36368184,1.12245362,-1.12282732,0.18039451,-0.18048076,0.22108246,-0.22118778,0.00943387,-0.00943670,0.25214336,-0.25224228,0.34060499,-0.34073207,0.41459988,-0.41473599,0.33099811,-0.33106940,0.00000000,-0.00000000
-5.35767884,1.12809100,-1.12848020,0.18918995,-0.18927557,0.22786852,-0.22797316,0.00968367,-0.00968578,0.24665896,-0.24675623,0.33637245,-0.33649570,0.40915707,-0.40929964,0.34020698,-0.34028961,0.00000000,-0.00000000
-5.35167584,1.13855406,-1.13895195,0.19855077,-0.19863417,0.23503028,-0.23513199,0.00989234,-0.00989363,0.24162093,-0.24171561,0.33264764,-0.33276550,0.40571674,-0.40586410,0.35173032,-0.35182176,0.00000000,-0.00000000
-5.34567284,1.15369595,-1.15409594,0.20837395,-0.20845364,0.24242961,-0.24252628,0.01005285,-0.01005323,0.23710639,-0.23719760,0.32952252,-0.32963361,0.40431551,-0.40446594,0.36542197,-0.36551973,0.00000000,-0.00000000
