energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,Zn_p_up,Zn_d_up
-5.52576288,2.31226889,0.00533588,0.59389015,0.11099297,0.71076783,0.91339993,0.36193115,0.53077657,0.05941070
-5.51975988,2.41333151,0.00518109,0.63357948,0.11461441,0.72883657,0.96909740,0.38493706,0.54660911,0.05982251
-5.51375688,2.51333465,0.00502445,0.67378902,0.11785744,0.74543655,1.02604050,0.40836143,0.56234381,0.06022567
-5.50775388,2.61086774,0.00486351,0.71416176,0.12067903,0.76010812,1.08360295,0.43196469,0.57762818,0.06058817
-5.50175088,2.70461825,0.00469625,0.75434009,0.12304498,0.77245219,1.14115107,0.45551134,0.59214206,0.06088161
-5.49574787,2.79339761,0.00452121,0.79397176,0.12493054,0.78214025,1.19805561,0.47877367,0.60560367,0.06108184
-5.48974487,2.87616213,0.00433750,0.83271577,0.12632063,0.78892164,1.25370334,0.50153536,0.61777358,0.06116945
-5.48374187,2.95202838,0.00414483,0.87024804,0.12720965,0.79262779,1.30750812,0.52359495,0.62845663,0.06112999
-5.47773887,3.02028304,0.00394344,0.90626670,0.12760094,0.79317352,1.35892120,0.54476880,0.63750185,0.06095395
-5.47173587,3.08038720,0.00373411,0.94049700,0.12750592,0.79055545,1.40744050,0.56489387,0.64480055,0.06063665
-5.46573287,3.13197546,0.00351807,0.97269550,0.12694297,0.78484764,1.45261896,0.58382984,0.65028289,0.06017785
-5.45972986,3.17485055,0.00329691,1.00265369,0.12593621,0.77619512,1.49407155,0.60146083,0.65391337,0.05958133
-5.45372686,3.20897397,0.00307250,1.03020070,0.12451411,0.76480537,1.53148110,0.61769645,0.65568548,0.05885436
-5.44772386,3.23445355,0.00284689,1.05520523,0.12270816,0.75093856,1.56460262,0.63247221,0.65561612,0.05800707
-5.44172086,3.25152862,0.00262223,1.07757645,0.12055164,0.73489692,1.59326628,0.64574931,0.65374012,0.05705193
-5.43571786,3.26055373,0.00240067,1.09726391,0.11807851,0.71701369,1.61737880,0.65751366,0.65010530,0.05600310
-5.42971486,3.26198138,0.00218425,1.11425643,0.11532250,0.69764235,1.63692322,0.66777422,0.64476830,0.05487600
-5.42371186,3.25634445,0.00197489,1.12857991,0.11231644,0.67714624,1.65195705,0.67656071,0.63779153,0.05368680
-5.41770885,3.24423884,0.00177427,1.14029414,0.10909185,0.65588911,1.66260871,0.68392071,0.62924123,0.05245208
-5.41170585,3.22630648,0.00158384,1.14948863,0.10567870,0.63422678,1.66907226,0.68991614,0.61918675,0.05118851
-5.40570285,3.20321906,0.00140477,1.15627767,0.10210548,0.61249989,1.67160051,0.69461948,0.60770098,0.04991262
-5.39969985,3.17566251,0.00123792,1.16079473,0.09839929,0.59102808,1.67049660,0.69810964,0.59486160,0.04864065
-5.39369685,3.14432233,0.00108386,1.16318638,0.09458616,0.57010514,1.66610414,0.70046776,0.58075309,0.04738834
-5.38769385,3.10986992,0.00094291,1.16360611,0.09069139,0.54999549,1.65879639,0.70177318,0.56546908,0.04617086
-5.38169085,3.07294972,0.00081509,1.16220821,0.08673982,0.53093142,1.64896449,0.70209965,0.54911470,0.04500263
-5.37568784,3.03416760,0.00070022,1.15914209,0.08275614,0.51311124,1.63700552,0.70151212,0.53180867,0.04389719
-5.36968484,2.99408036,0.00059791,1.15454734,0.07876502,0.49669797,1.62331057,0.70006422,0.51368488,0.04286699
-5.36368184,2.95318674,0.00050762,1.14854976,0.07479121,0.48181861,1.60825345,0.69779658,0.49489309,0.04192318
-5.35767884,2.91192015,0.00042868,1.14125869,0.07085939,0.46856371,1.59218063,0.69473619,0.47559873,0.04107534
-5.35167584,2.87064349,0.00036035,1.13276571,0.06699396,0.45698733,1.57540283,0.69089673,0.45598170,0.04033121
-5.34567284,2.82964624,0.00030184,1.12314493,0.06321868,0.44710731,1.55818876,0.68628005,0.43623412,0.03969638
-5.33966983,2.78914428,0.00025235,1.11245480,0.05955620,0.43890596,1.54076142,0.68087855,0.41655725,0.03917402
-5.33366683,2.74928253,0.00021109,1.10074141,0.05602758,0.43233113,1.52329722,0.67467857,0.39715760,0.03876464
-5.32766383,2.71014059,0.00017732,1.08804311,0.05265175,0.42729789,1.50592811,0.66766435,0.37824267,0.03846590
-5.32166083,2.67174130,0.00015037,1.07439619,0.04944501,0.42369081,1.48874654,0.65982264,0.36001634,0.03827249
-5.31565783,2.63406215,0.00012964,1.05984130,0.04642058,0.42136698,1.47181333,0.65114741,0.34267436,0.03817612
-5.30965483,2.59704905,0.00011464,1.04443022,0.04358835,0.42015992,1.45516782,0.64164458,0.32640014,0.03816568
-5.30365183,2.56063201,0.00010499,1.02823258,0.04095462,0.41988417,1.43884003,0.63133640,0.31136112,0.03822743
-5.29764882,2.52474212,0.00010043,1.01134206,0.03852213,0.42034073,1.42286396,0.62026526,0.29770579,0.03834540
-5.29164582,2.48932888,0.00010080,0.99388172,0.03629013,0.42132321,1.40729145,0.60849659,0.28556169,0.03850185
-5.28564282,2.45437713,0.00010611,0.97600798,0.03425472,0.42262447,1.39220564,0.59612078,0.27503424,0.03867788
-5.27963982,2.41992256,0.00011644,0.95791307,0.03240918,0.42404353,1.37773322,0.58325384,0.26620658,0.03885405
-5.27363682,2.38606489,0.00013205,0.93982550,0.03074456,0.42539263,1.36405463,0.57003690,0.25914019,0.03901115
-5.26763382,2.35297788,0.00015328,0.92200859,0.02925021,0.42650398,1.35141134,0.55663427,0.25387632,0.03913090
-5.26163082,2.32091539,0.00018063,0.90475687,0.02791441,0.42723602,1.34010965,0.54323033,0.25043793,0.03919666
-5.25562781,2.29021300,0.00021468,0.88839034,0.02672498,0.42747883,1.33052037,0.53002530,0.24883206,0.03919408
-5.24962481,2.26128463,0.00025614,0.87324690,0.02566983,0.42715853,1.32307415,0.51722997,0.24905234,0.03911172
-5.24362181,2.23461431,0.00030578,0.85967303,0.02473746,0.42624024,1.31825234,0.50505967,0.25108149,0.03894144
-5.23761881,2.21074301,0.00036449,0.84801301,0.02391733,0.42472977,1.31657347,0.49372774,0.25489356,0.03867880
-5.23161581,2.19025105,0.00043322,0.83859722,0.02320013,0.42267360,1.31857578,0.48343870,0.26045593,0.03832317
-5.22561281,2.17373674,0.00051294,0.83172988,0.02257790,0.42015741,1.32479650,0.47438143,0.26773068,0.03787781
-5.21960980,2.16179219,0.00060467,0.82767668,0.02204404,0.41730311,1.33574858,0.46672271,0.27667559,0.03734969
-5.21360680,2.15497729,0.00070943,0.82665294,0.02159317,0.41426456,1.35189609,0.46060119,0.28724447,0.03674926
-5.20760380,2.15379325,0.00082821,0.82881277,0.02122094,0.41122207,1.37362934,0.45612231,0.29938710,0.03609001
-5.20160080,2.15865691,0.00096193,0.83423974,0.02092371,0.40837621,1.40124113,0.45335413,0.31304870,0.03538797
-5.19559780,2.16987722,0.00111143,0.84293953,0.02069819,0.40594087,1.43490516,0.45232441,0.32816905,0.03466115
-5.18959480,2.18763517,0.00127738,0.85483502,0.02054114,0.40413621,1.47465811,0.45301902,0.34468157,0.03392888
-5.18359180,2.21196820,0.00146032,0.86976408,0.02044892,0.40318155,1.52038628,0.45538176,0.36251224,0.03321115
-5.17758879,2.24276020,0.00166053,0.88748031,0.02041725,0.40328864,1.57181763,0.45931560,0.38157871,0.03252797
-5.17158579,2.27973745,0.00187805,0.90765686,0.02044093,0.40465550,1.62852002,0.46468532,0.40178965,0.03189875
-5.16558279,2.32247117,0.00211261,0.92989322,0.02051369,0.40746098,1.68990572,0.47132152,0.42304443,0.03134176
-5.15957979,2.37038631,0.00236360,0.95372483,0.02062808,0.41186032,1.75524233,0.47902570,0.44523320,0.03087358
-5.15357679,2.42277641,0.00263000,0.97863520,0.02077556,0.41798153,1.82366956,0.48757638,0.46823741,0.03050876
-5.14757379,2.47882370,0.00291043,1.00407010,0.02094657,0.42592291,1.89422132,0.49673588,0.49193074,0.03025946
-5.14157079,2.53762342,0.00320305,1.02945315,0.02113075,0.43575136,1.96585188,0.50625755,0.51618032,0.03013523
-5.13556778,2.59821104,0.00350557,1.05420229,0.02131725,0.44750161,2.03746506,0.51589311,0.54084828,0.03014291
-5.12956478,2.65959097,0.00381530,1.07774641,0.02149506,0.46117612,2.10794486,0.52539982,0.56579332,0.03028649
-5.12356178,2.72076525,0.00412910,1.09954124,0.02165336,0.47674543,2.17618614,0.53454707,0.59087231,0.03056721
-5.11755878,2.78076059,0.00444346,1.11908407,0.02178191,0.49414902,2.24112382,0.54312232,0.61594171,0.03098357
-5.11155578,2.83865256,0.00475451,1.13592651,0.02187140,0.51329624,2.30175934,0.55093586,0.64085868,0.03153148
-5.10555278,2.89358563,0.00505813,1.14968480,0.02191378,0.53406741,2.35718312,0.55782448,0.66548179,0.03220439
-5.09954977,2.94478832,0.00534996,1.16004734,0.02190249,0.55631479,2.40659225,0.56365378,0.68967128,0.03299345
-5.09354677,2.99158286,0.00562559,1.16677917,0.02183267,0.57986361,2.44930289,0.56831909,0.71328882,0.03388772
-5.08754377,3.03338935,0.00588057,1.16972345,0.02170126,0.60451287,2.48475712,0.57174511,0.73619685,0.03487435
-5.08154077,3.06972457,0.00611058,1.16879996,0.02150703,0.63003620,2.51252460,0.57388434,0.75825751,0.03593874
-5.07553777,3.10019627,0.00631154,1.16400106,0.02125049,0.65618275,2.53229931,0.57471447,0.77933144,0.03706478
-5.06953477,3.12449376,0.00647971,1.15538540,0.02093376,0.68267825,2.54389245,0.57423501,0.79927643,0.03823497
-5.06353177,3.14237604,0.00661182,1.14307004,0.02056038,0.70922649,2.54722228,0.57246341,0.81794636,0.03943071
-5.05752876,3.15365885,0.00670518,1.12722151,0.02013505,0.73551133,2.54230216,0.56943103,0.83519044,0.04063243
-5.05152576,3.15820188,0.00675776,1.10804641,0.01966333,0.76119937,2.52922781,0.56517913,0.85085304,0.04181987
-5.04552276,3.15589762,0.00676828,1.08578217,0.01915137,0.78594355,2.50816494,0.55975534,0.86477441,0.04297230
-5.03951976,3.14666274,0.00673622,1.06068848,0.01860557,0.80938777,2.47933815,0.55321058,0.87679220,0.04406884
-5.03351676,3.13043298,0.00666192,1.03303973,0.01803236,0.83117249,2.44302173,0.54559692,0.88674407,0.04508876
-5.02751376,3.10716204,0.00654649,1.00311877,0.01743791,0.85094142,2.39953284,0.53696619,0.89447134,0.04601183
-5.02151076,3.07682460,0.00639187,0.97121210,0.01682794,0.86834915,2.34922720,0.52736957,0.89982354,0.04681874
-5.01550775,3.03942314,0.00620069,0.93760658,0.01620763,0.88306963,2.29249708,0.51685794,0.90266387,0.04749149
-5.00950475,2.99499823,0.00597630,0.90258730,0.01558146,0.89480510,2.22977128,0.50548307,0.90287519,0.04801381
-5.00350175,2.94364114,0.00572255,0.86643666,0.01495322,0.90329537,2.16151651,0.49329930,0.90036645,0.04837168
-4.99749875,2.88550785,0.00544377,0.82943411,0.01432603,0.90832690,2.08823931,0.48036556,0.89507904,0.04855366
-4.99149575,2.82083319,0.00514461,0.79185634,0.01370242,0.90974136,2.01048799,0.46674757,0.88699288,0.04855137
-4.98549275,2.74994375,0.00482990,0.75397752,0.01308440,0.90744326,1.92885355,0.45251986,0.87613176,0.04835982
-4.97948974,2.67326854,0.00450453,0.71606939,0.01247361,0.90140616,1.84396918,0.43776746,0.86256774,0.04797770
-4.97348674,2.59134613,0.00417332,0.67840068,0.01187150,0.89167725,1.75650768,0.42258709,0.84642412,0.04740758
-4.96748374,2.50482768,0.00384088,0.64123611,0.01127940,0.87837977,1.66717656,0.40708760,0.82787694,0.04665604
-4.96148074,2.41447511,0.00351155,0.60483449,0.01069874,0.86171329,1.57671078,0.39138979,0.80715476,0.04573365
-4.95547774,2.32115440,0.00318926,0.56944624,0.01013113,0.84195147,1.48586317,0.37562529,0.78453658,0.04465485
-4.94947474,2.22582389,0.00287749,0.53531031,0.00957848,0.81943755,1.39539301,0.35993485,0.76034810,0.04343770
-4.94347174,2.12951828,0.00257923,0.50265069,0.00904305,0.79457742,1.30605322,0.34446585,0.73495619,0.04210354
-4.93746873,2.03332871,0.00229692,0.47167281,0.00852749,0.76783061,1.21857680,0.32936932,0.70876203,0.04067651
-4.93146573,1.93837996,0.00203249,0.44256007,0.00803486,0.73969948,1.13366328,0.31479661,0.68219292,0.03918298
-4.92546273,1.84580571,0.00178731,0.41547070,0.00756857,0.71071692,1.05196593,0.30089582,0.65569324,0.03765090
-4.91945973,1.75672299,0.00156226,0.39053527,0.00713231,0.68143308,0.97408024,0.28780821,0.62971479,0.03610914
-4.91345673,1.67220672,0.00135776,0.36785498,0.00673000,0.65240152,0.90053450,0.27566476,0.60470699,0.03458670
-4.90745373,1.59326552,0.00117384,0.34750089,0.00636561,0.62416530,0.83178262,0.26458305,0.58110705,0.03311202
-4.90145073,1.52081939,0.00101014,0.32951409,0.00604309,0.59724344,0.76819972,0.25466443,0.55933071,0.03171221
-4.89544772,1.45568016,0.00086604,0.31390683,0.00576618,0.57211825,0.71008033,0.24599185,0.53976353,0.03041239
-4.88944472,1.39853505,0.00074067,0.30066449,0.00553832,0.54922377,0.65763929,0.23862804,0.52275312,0.02923501
-4.88344172,1.34993375,0.00063300,0.28974823,0.00536246,0.52893584,0.61101502,0.23261435,0.50860249,0.02819936
-4.87743872,1.31027905,0.00054189,0.28109818,0.00524099,0.51156382,0.57027473,0.22797014,0.49756441,0.02732106
-4.87143572,1.27982108,0.00046612,0.27463685,0.00517558,0.49734433,0.53542116,0.22469255,0.48983711,0.02661170
-4.86543272,1.25865500,0.00040448,0.27027262,0.00516715,0.48643698,0.50640027,0.22275691,0.48556111,0.02607858
-4.85942971,1.24672192,0.00035576,0.26790304,0.00521577,0.47892223,0.48310931,0.22211739,0.48481726,0.02572462
-4.85342671,1.24381277,0.00031880,0.26741777,0.00532067,0.47480130,0.46540472,0.22270809,0.48762587,0.02554829
-4.84742371,1.24957488,0.00029252,0.26870105,0.00548026,0.47399811,0.45310948,0.22444445,0.49394697,0.02554373
-4.84142071,1.26352084,0.00027590,0.27163351,0.00569215,0.47636307,0.44601931,0.22722486,0.50368147,0.02570097
-4.83541771,1.28503964,0.00026804,0.27609339,0.00595328,0.48167864,0.44390764,0.23093259,0.51667323,0.02600621
-4.82941471,1.31340949,0.00026810,0.28195707,0.00626001,0.48966649,0.44652900,0.23543786,0.53271198,0.02644227
-4.82341171,1.34781241,0.00027536,0.28909909,0.00660832,0.49999597,0.45362098,0.24060019,0.55153698,0.02698907
-4.81740870,1.38735010,0.00028914,0.29739159,0.00699400,0.51229368,0.46490458,0.24627086,0.57284132,0.02762419
-4.81140570,1.43106102,0.00030884,0.30670354,0.00741286,0.52615398,0.48008332,0.25229560,0.59627688,0.02832349
-4.80540270,1.47793836,0.00033393,0.31689963,0.00786098,0.54114996,0.49884131,0.25851737,0.62145981,0.02906178
-4.79939970,1.52694861,0.00036389,0.32783922,0.00833498,0.55684483,0.52084063,0.26477928,0.64797651,0.02981351
-4.79339670,1.57705037,0.00039821,0.33937538,0.00883226,0.57280311,0.54571837,0.27092753,0.67538994,0.03055341
-4.78739370,1.62721315,0.00043642,0.35135414,0.00935123,0.58860161,0.57308386,0.27681438,0.70324637,0.03125719
-4.78139070,1.67643561,0.00047800,0.36361423,0.00989158,0.60383965,0.60251640,0.28230097,0.73108227,0.03190213
-4.77538769,1.72376299,0.00052243,0.37598714,0.01045439,0.61814837,0.63356400,0.28726003,0.75843140,0.03246764
-4.76938469,1.76830315,0.00056915,0.38829788,0.01104230,0.63119876,0.66574332,0.29157827,0.78483188,0.03293572
-4.76338169,1.80924099,0.00061755,0.40036623,0.01165956,0.64270828,0.69854141,0.29515850,0.80983335,0.03329139
-4.75737869,1.84585082,0.00066702,0.41200854,0.01231203,0.65244578,0.73141908,0.29792123,0.83300384,0.03352291
-4.75137569,1.87750631,0.00071686,0.42304016,0.01300705,0.66023466,0.76381637,0.29980589,0.85393658,0.03362201
-4.74537269,1.90368806,0.00076639,0.43327832,0.01375324,0.66595420,0.79515992,0.30077145,0.87225633,0.03358388
-4.73936968,1.92398841,0.00081488,0.44254532,0.01456027,0.66953913,0.82487213,0.30079648,0.88762547,0.03340717
-4.73336668,1.93811358,0.00086161,0.45067216,0.01543840,0.67097741,0.85238209,0.29987876,0.89974950,0.03309381
-4.72736368,1.94588335,0.00090588,0.45750224,0.01639808,0.67030648,0.87713770,0.29803425,0.90838207,0.03264871
-4.72136068,1.94722812,0.00094704,0.46289504,0.01744937,0.66760817,0.89861874,0.29529564,0.91332930,0.03207952
-4.71535768,1.94218395,0.00098448,0.46672980,0.01860136,0.66300249,0.91635034,0.29171056,0.91445343,0.03139613
-4.70935468,1.93088563,0.00101772,0.46890880,0.01986152,0.65664067,0.92991619,0.28733939,0.91167562,0.03061030
-4.70335168,1.91355821,0.00104640,0.46936030,0.02123513,0.64869769,0.93897114,0.28225292,0.90497787,0.02973518
-4.69734867,1.89050740,0.00107030,0.46804094,0.02272459,0.63936476,0.94325233,0.27652987,0.89440400,0.02878483
-4.69134567,1.86210915,0.00108940,0.46493743,0.02432893,0.62884189,0.94258858,0.27025446,0.88005953,0.02777377
-4.68534267,1.82879887,0.00110390,0.46006755,0.02604332,0.61733104,0.93690731,0.26351402,0.86211050,0.02671657
-4.67933967,1.79106059,0.00111422,0.45348036,0.02785875,0.60503000,0.92623886,0.25639685,0.84078116,0.02562748
-4.67333667,1.74941644,0.00112106,0.44525562,0.02976185,0.59212723,0.91071770,0.24899026,0.81635056,0.02452009
-4.66733367,1.70441677,0.00112540,0.43550237,0.03173485,0.57879794,0.89058073,0.24137906,0.78914805,0.02340712
-4.66133067,1.65663120,0.00112850,0.42435680,0.03375579,0.56520141,0.86616234,0.23364432,0.75954777,0.02230018
-4.65532766,1.60664073,0.00113193,0.41197952,0.03579891,0.55147961,0.83788671,0.22586252,0.72796230,0.02120970
-4.64932466,1.55503115,0.00113756,0.39855220,0.03783519,0.53775724,0.80625747,0.21810520,0.69483557,0.02014486
-4.64332166,1.50238787,0.00114756,0.38427384,0.03983315,0.52414298,0.77184529,0.21043885,0.66063528,0.01911360
