energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.66383192,5.88892391,-5.88892475,0.05664982,-0.05664980,1.51829058,-1.51829139,5.93464494,-5.93464946,2.59848990,-2.59849059,0.48833108,-0.48833098,0.00000000,-0.00000000,2.07052518,-2.07052497,0.00000000,-0.00000000
-5.65782891,5.86637295,-5.86637402,0.05793201,-0.05793200,1.46821346,-1.46821434,5.88607303,-5.88607760,2.54029948,-2.54030030,0.50274984,-0.50274975,0.00000000,-0.00000000,2.11926433,-2.11926418,0.00000000,-0.00000000
-5.65182591,5.82667907,-5.82668034,0.05903404,-0.05903403,1.41321762,-1.41321855,5.82158830,-5.82159288,2.47332527,-2.47332619,0.51572789,-0.51572782,0.00000000,-0.00000000,2.16284148,-2.16284140,0.00000000,-0.00000000
-5.64582291,5.77114318,-5.77114462,0.05993672,-0.05993671,1.35447236,-1.35447333,5.74316868,-5.74317321,2.39905293,-2.39905393,0.52701734,-0.52701728,0.00000000,-0.00000000,2.20067821,-2.20067820,0.00000000,-0.00000000
-5.63981991,5.70127496,-5.70127655,0.06062390,-0.06062389,1.29319338,-1.29319436,5.65295226,-5.65295670,2.31905343,-2.31905449,0.53639403,-0.53639399,0.00000000,-0.00000000,2.23227716,-2.23227721,0.00000000,-0.00000000
-5.63381691,5.61874964,-5.61875133,0.06108263,-0.06108263,1.23061312,-1.23061411,5.55319206,-5.55319638,2.23494256,-2.23494366,0.54366179,-0.54366177,0.00000000,-0.00000000,2.25723090,-2.25723102,0.00000000,-0.00000000
-5.62781391,5.52537190,-5.52537367,0.06130326,-0.06130326,1.16795393,-1.16795490,5.44622082,-5.44622497,2.14834416,-2.14834527,0.54865649,-0.54865649,0.00000000,-0.00000000,2.27523240,-2.27523258,0.00000000,-0.00000000
-5.62181091,5.42304810,-5.42304992,0.06127959,-0.06127959,1.10640468,-1.10640563,5.33442641,-5.33443037,2.06085841,-2.06085951,0.55125000,-0.55125003,0.00000000,-0.00000000,2.28608672,-2.28608696,0.00000000,-0.00000000
-5.61580790,5.31376674,-5.31376858,0.06100897,-0.06100897,1.04710141,-1.04710231,5.22023724,-5.22024099,1.97403571,-1.97403679,0.55135378,-0.55135383,0.00000000,-0.00000000,2.28972333,-2.28972363,0.00000000,-0.00000000
-5.60980490,5.19958613,-5.19958796,0.06049244,-0.06049245,0.99111205,-0.99111290,5.10611565,-5.10611918,1.88935634,-1.88935737,0.54892190,-0.54892197,0.00000000,-0.00000000,2.28620805,-2.28620840,0.00000000,-0.00000000
-5.60380190,5.08262745,-5.08262923,0.05973482,-0.05973482,0.93942508,-0.93942587,4.99455681,-4.99456011,1.80821541,-1.80821639,0.54395341,-0.54395350,0.00000000,-0.00000000,2.27575349,-2.27575388,0.00000000,-0.00000000
-5.59779890,4.96507048,-4.96507219,0.05874473,-0.05874473,0.89294163,-0.89294234,4.88808933,-4.88809240,1.73191260,-1.73191350,0.53649372,-0.53649383,0.00000000,-0.00000000,2.25872678,-2.25872722,0.00000000,-0.00000000
-5.59179590,4.84914912,-4.84915074,0.05753461,-0.05753462,0.85247027,-0.85247090,4.78927398,-4.78927682,1.66164525,-1.66164606,0.52663490,-0.52663503,0.00000000,-0.00000000,2.23565331,-2.23565377,0.00000000,-0.00000000
-5.58579290,4.73714328,-4.73714478,0.05612062,-0.05612063,0.81872374,-0.81872429,4.70069642,-4.70069906,1.59850384,-1.59850456,0.51451468,-0.51451484,0.00000000,-0.00000000,2.20721518,-2.20721567,0.00000000,-0.00000000
-5.57978989,4.63136424,-4.63136560,0.05452242,-0.05452243,0.79231659,-0.79231705,4.62495049,-4.62495293,1.54346825,-1.54346886,0.50031415,-0.50031433,0.00000000,-0.00000000,2.17424363,-2.17424413,0.00000000,-0.00000000
-5.57378689,4.53413084,-4.53413203,0.05276290,-0.05276291,0.77376294,-0.77376330,4.56460890,-4.56461117,1.49740366,-1.49740415,0.48425395,-0.48425414,0.00000000,-0.00000000,2.13770447,-2.13770497,0.00000000,-0.00000000
-5.56778389,4.44773465,-4.44773566,0.05086775,-0.05086776,0.76347355,-0.76347381,4.52217967,-4.52218180,1.46105481,-1.46105519,0.46658917,-0.46658936,0.00000000,-0.00000000,2.09867646,-2.09867696,0.00000000,-0.00000000
-5.56178089,4.37439328,-4.37439410,0.04886492,-0.04886493,0.76175164,-0.76175181,4.50004727,-4.50004929,1.43503810,-1.43503835,0.44760294,-0.44760314,0.00000000,-0.00000000,2.05832266,-2.05832313,0.00000000,-0.00000000
-5.55577789,4.31619196,-4.31619257,0.04678403,-0.04678404,0.76878717,-0.76878724,4.50039924,-4.50040118,1.41983075,-1.41983087,0.42759898,-0.42759919,0.00000000,-0.00000000,2.01785534,-2.01785579,0.00000000,-0.00000000
-5.54977489,4.27501491,-4.27501530,0.04465557,-0.04465558,0.78464941,-0.78464938,4.52514031,-4.52514221,1.41575733,-1.41575732,0.40689329,-0.40689350,0.00000000,-0.00000000,1.97849568,-1.97849610,0.00000000,-0.00000000
-5.54377189,4.25246891,-4.25246907,0.04251019,-0.04251021,0.80927829,-0.80927818,4.57579735,-4.57579925,1.42297404,-1.42297391,0.38580532,-0.38580553,0.00000000,-0.00000000,1.94142961,-1.94142998,0.00000000,-0.00000000
-5.53776888,4.24980280,-4.24980273,0.04037782,-0.04037783,0.84247486,-0.84247467,4.65341993,-4.65342188,1.44145161,-1.44145135,0.36464898,-0.36464920,0.00000000,-0.00000000,1.90776176,-1.90776208,0.00000000,-0.00000000
-5.53176588,4.26782721,-4.26782691,0.03828684,-0.03828686,0.88389187,-0.88389159,4.75848193,-4.75848398,1.47095809,-1.47095772,0.34372385,-0.34372406,0.00000000,-0.00000000,1.87846965,-1.87846991,0.00000000,-0.00000000
-5.52576288,4.30683947,-4.30683896,0.03626334,-0.03626335,0.93302526,-0.93302492,4.89079059,-4.89079278,1.51104323,-1.51104275,0.32330690,-0.32330710,0.00000000,-0.00000000,1.85436033,-1.85436052,0.00000000,-0.00000000
-5.51975988,4.36655907,-4.36655834,0.03433030,-0.03433031,0.98920805,-0.98920765,5.04940940,-5.04941179,1.56102595,-1.56102537,0.30364515,-0.30364534,0.00000000,-0.00000000,1.83603191,-1.83603204,0.00000000,-0.00000000
-5.51375688,4.44607850,-4.44607758,0.03250705,-0.03250706,1.05160737,-1.05160693,5.23260128,-5.23260392,1.61998684,-1.61998617,0.28494950,-0.28494968,0.00000000,-0.00000000,1.82384196,-1.82384203,0.00000000,-0.00000000
-5.50775388,4.54383433,-4.54383324,0.03080872,-0.03080873,1.11922615,-1.11922566,5.43779761,-5.43780054,1.68676721,-1.68676648,0.26739000,-0.26739017,0.00000000,-0.00000000,1.81788476,-1.81788477,0.00000000,-0.00000000
-5.50175088,4.65760211,-4.65760088,0.02924593,-0.02924594,1.19091011,-1.19090960,5.66159793,-5.66160121,1.75997619,-1.75997539,0.25109275,-0.25109290,0.00000000,-0.00000000,1.81797895,-1.81797891,0.00000000,-0.00000000
-5.49574787,4.78451787,-4.78451654,0.02782462,-0.02782463,1.26536102,-1.26536050,5.89980350,-5.89980718,1.83800671,-1.83800587,0.23613842,-0.23613856,0.00000000,-0.00000000,1.82366650,-1.82366641,0.00000000,-0.00000000
-5.48974487,4.92112747,-4.92112607,0.02654602,-0.02654603,1.34115641,-1.34115589,6.14748630,-6.14749043,1.91906110,-1.91906025,0.22256263,-0.22256276,0.00000000,-0.00000000,1.83422350,-1.83422337,0.00000000,-0.00000000
-5.48374187,5.06346356,-5.06346214,0.02540690,-0.02540691,1.41677579,-1.41677530,6.39909317,-6.39909778,2.00118615,-2.00118530,0.21035781,-0.21035792,0.00000000,-0.00000000,1.84868263,-1.84868246,0.00000000,-0.00000000
-5.47773887,5.20714838,-5.20714697,0.02439986,-0.02439987,1.49063306,-1.49063260,6.64858267,-6.64858780,2.08231701,-2.08231618,0.19947665,-0.19947675,0.00000000,-0.00000000,1.86586651,-1.86586633,0.00000000,-0.00000000
-5.47173587,5.34751909,-5.34751774,0.02351388,-0.02351389,1.56111414,-1.56111374,6.88959058,-6.88959626,2.16032880,-2.16032801,0.18983689,-0.18983698,0.00000000,-0.00000000,1.88443067,-1.88443048,0.00000000,-0.00000000
-5.46573287,5.47977085,-5.47976961,0.02273490,-0.02273490,1.62661868,-1.62661834,7.11561773,-7.11562398,2.23309408,-2.23309335,0.18132699,-0.18132707,0.00000000,-0.00000000,1.90291413,-1.90291395,0.00000000,-0.00000000
-5.45972986,5.59911181,-5.59911072,0.02204656,-0.02204656,1.68560424,-1.68560398,7.32023289,-7.32023971,2.29854406,-2.29854341,0.17381272,-0.17381279,0.00000000,-0.00000000,1.91979554,-1.91979538,0.00000000,-0.00000000
-5.45372686,5.70092328,-5.70092238,0.02143096,-0.02143097,1.73663125,-1.73663108,7.49728178,-7.49728918,2.35473091,-2.35473036,0.16714406,-0.16714412,0.00000000,-0.00000000,1.93355213,-1.93355200,0.00000000,-0.00000000
-5.44772386,5.78091785,-5.78091717,0.02086949,-0.02086949,1.77840657,-1.77840649,7.64109321,-7.64110117,2.39988848,-2.39988804,0.16116226,-0.16116231,0.00000000,-0.00000000,1.94271887,-1.94271880,0.00000000,-0.00000000
-5.44172086,5.83528822,-5.83528780,0.02034354,-0.02034354,1.80982384,-1.80982387,7.74667263,-7.74668113,2.43248860,-2.43248829,0.15570669,-0.15570673,0.00000000,-0.00000000,1.94594511,-1.94594510,0.00000000,-0.00000000
-5.43571786,5.86083987,-5.86083972,0.01983532,-0.01983532,1.82999864,-1.82999878,7.80987436,-7.80988336,2.45129036,-2.45129018,0.15062125,-0.15062129,0.00000000,-0.00000000,1.94204607,-1.94204612,0.00000000,-0.00000000
-5.42971486,5.85510135,-5.85510149,0.01932846,-0.01932846,1.83829669,-1.83829694,7.82754432,-7.82755377,2.45537989,-2.45537985,0.14576003,-0.14576007,0.00000000,-0.00000000,1.93004698,-1.93004711,0.00000000,-0.00000000
-5.42371186,5.81640724,-5.81640769,0.01880861,-0.01880861,1.83435374,-1.83435410,7.79762670,-7.79763655,2.44419891,-2.44419901,0.14099213,-0.14099216,0.00000000,-0.00000000,1.90921797,-1.90921817,0.00000000,-0.00000000
-5.41770885,5.74395012,-5.74395088,0.01826384,-0.01826385,1.81808612,-1.81808659,7.71922980,-7.71923997,2.41756050,-2.41756075,0.13620537,-0.13620541,0.00000000,-0.00000000,1.87909828,-1.87909857,0.00000000,-0.00000000
-5.41170585,5.63779951,-5.63780057,0.01768501,-0.01768502,1.78969146,-1.78969203,7.59264813,-7.59265855,2.37565150,-2.37565189,0.13130897,-0.13130901,0.00000000,-0.00000000,1.83950909,-1.83950946,0.00000000,-0.00000000
-5.40570285,5.49888747,-5.49888881,0.01706589,-0.01706590,1.74963947,-1.74964014,7.41934053,-7.41935113,2.31902145,-2.31902197,0.12623505,-0.12623508,0.00000000,-0.00000000,1.79055464,-1.79055508,0.00000000,-0.00000000
-5.39969985,5.32896216,-5.32896377,0.01640324,-0.01640325,1.69865322,-1.69865398,7.20186578,-7.20187646,2.24855868,-2.24855933,0.12093901,-0.12093905,0.00000000,-0.00000000,1.73261210,-1.73261263,0.00000000,-0.00000000
-5.39369685,5.13051238,-5.13051422,0.01569674,-0.01569674,1.63768200,-1.63768283,6.94377953,-6.94379021,2.16545490,-2.16545567,0.11539896,-0.11539900,0.00000000,-0.00000000,1.66631116,-1.66631175,0.00000000,-0.00000000
-5.38769385,4.90666720,-4.90666926,0.01494876,-0.01494876,1.56786683,-1.56786773,6.64949826,-6.64950885,2.07116006,-2.07116092,0.10961419,-0.10961423,0.00000000,-0.00000000,1.59250453,-1.59250518,0.00000000,-0.00000000
-5.38169085,4.66107623,-4.66107846,0.01416415,-0.01416415,1.49050059,-1.49050153,6.32413717,-6.32414759,1.96732964,-1.96733058,0.10360292,-0.10360296,0.00000000,-0.00000000,1.51223143,-1.51223213,0.00000000,-0.00000000
-5.37568784,4.39777642,-4.39777878,0.01334985,-0.01334986,1.40698432,-1.40698530,5.97333022,-5.97334038,1.85576711,-1.85576812,0.09739946,-0.09739951,0.00000000,-0.00000000,1.42667588,-1.42667662,0.00000000,-0.00000000
-5.36968484,4.12105196,-4.12105443,0.01251454,-0.01251454,1.31878198,-1.31878298,5.60304071,-5.60305055,1.73836400,-1.73836505,0.09105105,-0.09105109,0.00000000,-0.00000000,1.33712201,-1.33712277,0.00000000,-0.00000000
-5.36368184,3.83529375,-3.83529627,0.01166818,-0.01166819,1.22737538,-1.22737639,5.21937120,-5.21938065,1.61704036,-1.61704144,0.08461440,-0.08461445,0.00000000,-0.00000000,1.24490860,-1.24490939,0.00000000,-0.00000000
-5.35767884,3.54486431,-3.54486685,0.01082168,-0.01082168,1.13422133,-1.13422233,4.82838070,-4.82838969,1.49368807,-1.49368916,0.07815231,-0.07815235,0.00000000,-0.00000000,1.15138497,-1.15138576,0.00000000,-0.00000000
-5.35167584,3.25397373,-3.25397626,0.00998645,-0.00998645,1.04071255,-1.04071354,4.43591649,-4.43592498,1.37011914,-1.37012023,0.07173035,-0.07173039,0.00000000,-0.00000000,1.05786985,-1.05787063,0.00000000,-0.00000000
-5.34567284,2.96657099,-2.96657347,0.00917409,-0.00917409,0.94814371,-0.94814467,4.04746653,-4.04747448,1.24802087,-1.24802194,0.06541386,-0.06541391,0.00000000,-0.00000000,0.96561497,-0.96561574,0.00000000,-0.00000000
