energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.84459666,-2.84459654,0.02248031,-0.02248029,0.52423696,-0.52423720,2.80590051,-2.80590095,0.92067036,-0.92067070,0.09014117,-0.09014110,0.00000000,-0.00000000,1.20342500,-1.20342462,0.00000000,-0.00000000
-5.99399700,3.00490850,-3.00490822,0.02487527,-0.02487525,0.53014231,-0.53014250,2.95854496,-2.95854534,0.93670932,-0.93670957,0.10208622,-0.10208615,0.00000000,-0.00000000,1.30279301,-1.30279259,0.00000000,-0.00000000
-5.98799400,3.17756409,-3.17756367,0.02747588,-0.02747586,0.53943530,-0.53943544,3.11842860,-3.11842892,0.95899025,-0.95899043,0.11507581,-0.11507573,0.00000000,-0.00000000,1.40601187,-1.40601141,0.00000000,-0.00000000
-5.98199100,3.35945708,-3.35945654,0.03025625,-0.03025623,0.55154833,-0.55154843,3.28239660,-3.28239688,0.98648589,-0.98648600,0.12908506,-0.12908497,0.00000000,-0.00000000,1.51177951,-1.51177904,0.00000000,-0.00000000
-5.97598799,3.54722540,-3.54722476,0.03318587,-0.03318585,0.56587340,-0.56587346,3.44714164,-3.44714189,1.01807960,-1.01807964,0.14406762,-0.14406752,0.00000000,-0.00000000,1.61867404,-1.61867355,0.00000000,-0.00000000
-5.96998499,3.73733750,-3.73733678,0.03622987,-0.03622984,0.58178241,-0.58178244,3.60929918,-3.60929942,1.05260013,-1.05260012,0.15995394,-0.15995384,0.00000000,-0.00000000,1.72518399,-1.72518349,0.00000000,-0.00000000
-5.96398199,3.92618303,-3.92618226,0.03934932,-0.03934930,0.59864706,-0.59864705,3.76554474,-3.76554498,1.08885659,-1.08885655,0.17664996,-0.17664986,0.00000000,-0.00000000,1.82974229,-1.82974180,0.00000000,-0.00000000
-5.95797899,4.11016549,-4.11016468,0.04250190,-0.04250187,0.61585782,-0.61585779,3.91268984,-3.91269008,1.12567281,-1.12567273,0.19403638,-0.19403627,0.00000000,-0.00000000,1.93076268,-1.93076219,0.00000000,-0.00000000
-5.95197599,4.28579428,-4.28579347,0.04564246,-0.04564244,0.63284167,-0.63284162,4.04777367,-4.04777392,1.16192026,-1.16192015,0.21196860,-0.21196850,0.00000000,-0.00000000,2.02667768,-2.02667721,0.00000000,-0.00000000
-5.94597299,4.44977370,-4.44977291,0.04872402,-0.04872399,0.64907799,-0.64907792,4.16814739,-4.16814767,1.19654890,-1.19654878,0.23027754,-0.23027743,0.00000000,-0.00000000,2.11597686,-2.11597642,0.00000000,-0.00000000
-5.93996998,4.59908635,-4.59908559,0.05169864,-0.05169862,0.66411252,-0.66411244,4.27154853,-4.27154883,1.22861527,-1.22861514,0.24877125,-0.24877114,0.00000000,-0.00000000,2.19724420,-2.19724380,0.00000000,-0.00000000
-5.93396698,4.73106880,-4.73106810,0.05451861,-0.05451859,0.67756912,-0.67756903,4.35616311,-4.35616344,1.25730720,-1.25730707,0.26723749,-0.26723739,0.00000000,-0.00000000,2.26919337,-2.26919302,0.00000000,-0.00000000
-5.92796398,4.84347762,-4.84347698,0.05713756,-0.05713754,0.68915908,-0.68915898,4.42067400,-4.42067436,1.28196478,-1.28196465,0.28544735,-0.28544725,0.00000000,-0.00000000,2.33069984,-2.33069954,0.00000000,-0.00000000
-5.92196098,4.93454395,-4.93454339,0.05951170,-0.05951169,0.69868803,-0.69868793,4.46429416,-4.46429454,1.30209718,-1.30209704,0.30315969,-0.30315958,0.00000000,-0.00000000,2.38082885,-2.38082861,0.00000000,-0.00000000
-5.91595798,5.00301572,-5.00301524,0.06160101,-0.06160100,0.70606033,-0.70606023,4.48678443,-4.48678483,1.31739495,-1.31739482,0.32012656,-0.32012646,0.00000000,-0.00000000,2.41885841,-2.41885823,0.00000000,-0.00000000
-5.90995498,5.04818633,-5.04818595,0.06337037,-0.06337035,0.71128108,-0.71128097,4.48845577,-4.48845620,1.32773784,-1.32773771,0.33609937,-0.33609928,0.00000000,-0.00000000,2.44429671,-2.44429661,0.00000000,-0.00000000
-5.90395198,5.06990971,-5.06990942,0.06479061,-0.06479060,0.71445569,-0.71445557,4.47015670,-4.47015713,1.33319778,-1.33319766,0.35083569,-0.35083560,0.00000000,-0.00000000,2.45689367,-2.45689363,0.00000000,-0.00000000
-5.89794897,5.06860145,-5.06860124,0.06583943,-0.06583942,0.71578722,-0.71578710,4.43324680,-4.43324723,1.33403725,-1.33403713,0.36410639,-0.36410631,0.00000000,-0.00000000,2.45664619,-2.45664622,0.00000000,-0.00000000
-5.89194597,5.04522657,-5.04522644,0.06650210,-0.06650210,0.71557152,-0.71557139,4.37955789,-4.37955831,1.33070296,-1.33070284,0.37570306,-0.37570299,0.00000000,-0.00000000,2.44379738,-2.44379747,0.00000000,-0.00000000
-5.88594297,5.00127430,-5.00127424,0.06677203,-0.06677203,0.71419030,-0.71419016,4.31134432,-4.31134472,1.32381505,-1.32381492,0.38544520,-0.38544514,0.00000000,-0.00000000,2.41882988,-2.41883003,0.00000000,-0.00000000
-5.87993997,4.93872091,-4.93872092,0.06665098,-0.06665098,0.71210218,-0.71210202,4.23122430,-4.23122466,1.31415197,-1.31415182,0.39318709,-0.39318704,0.00000000,-0.00000000,2.38245359,-2.38245380,0.00000000,-0.00000000
-5.87393697,4.85998148,-4.85998152,0.06614920,-0.06614921,0.70983191,-0.70983174,4.14211387,-4.14211418,1.30263126,-1.30263109,0.39882389,-0.39882386,0.00000000,-0.00000000,2.33558840,-2.33558867,0.00000000,-0.00000000
-5.86793397,4.76785174,-4.76785180,0.06528520,-0.06528520,0.70795770,-0.70795750,4.04715544,-4.04715569,1.29028656,-1.29028636,0.40229682,-0.40229679,0.00000000,-0.00000000,2.27934252,-2.27934283,0.00000000,-0.00000000
-5.86193097,4.66544130,-4.66544135,0.06408528,-0.06408529,0.70709680,-0.70709657,3.94964223,-3.94964240,1.27824105,-1.27824081,0.40359696,-0.40359695,0.00000000,-0.00000000,2.21498697,-2.21498731,0.00000000,-0.00000000
-5.85592796,4.55609954,-4.55609957,0.06258296,-0.06258297,0.70788946,-0.70788920,3.85294026,-3.85294035,1.26767788,-1.26767758,0.40276772,-0.40276772,0.00000000,-0.00000000,2.14392714,-2.14392751,0.00000000,-0.00000000
-5.84992496,4.44333551,-4.44333548,0.06081804,-0.06081805,0.71098137,-0.71098107,3.76040911,-3.76040910,1.25980784,-1.25980748,0.39990553,-0.39990554,0.00000000,-0.00000000,2.06767194,-2.06767233,0.00000000,-0.00000000
-5.84392196,4.33073332,-4.33073322,0.05883563,-0.05883564,0.71700472,-0.71700437,3.67532263,-3.67532252,1.25583495,-1.25583453,0.39515887,-0.39515889,0.00000000,-0.00000000,1.98780141,-1.98780180,0.00000000,-0.00000000
-5.83791896,4.22186464,-4.22186444,0.05668495,-0.05668497,0.72655822,-0.72655783,3.60079086,-3.60079064,1.25692056,-1.25692005,0.38872549,-0.38872551,0.00000000,-0.00000000,1.90593345,-1.90593383,0.00000000,-0.00000000
-5.83191596,4.12019997,-4.12019964,0.05441809,-0.05441810,0.74018644,-0.74018600,3.53968426,-3.53968393,1.26414656,-1.26414596,0.38084794,-0.38084797,0.00000000,-0.00000000,1.82369035,-1.82369072,0.00000000,-0.00000000
-5.82591296,4.02902057,-4.02902010,0.05208866,-0.05208868,0.75835889,-0.75835840,3.49456164,-3.49456120,1.27847887,-1.27847818,0.37180754,-0.37180757,0.00000000,-0.00000000,1.74266591,-1.74266625,0.00000000,-0.00000000
-5.81990995,3.95133318,-3.95133254,0.04975051,-0.04975052,0.78144949,-0.78144894,3.46760314,-3.46760260,1.30073187,-1.30073108,0.36191688,-0.36191691,0.00000000,-0.00000000,1.66439368,-1.66439399,0.00000000,-0.00000000
-5.81390695,3.88978954,-3.88978872,0.04745634,-0.04745635,0.80971706,-0.80971647,3.46054992,-3.46054929,1.33153516,-1.33153427,0.35151136,-0.35151139,0.00000000,-0.00000000,1.59031706,-1.59031732,0.00000000,-0.00000000
-5.80790395,3.84661325,-3.84661224,0.04525652,-0.04525653,0.84328775,-0.84328710,3.47465227,-3.47465157,1.37130361,-1.37130261,0.34093984,-0.34093987,0.00000000,-0.00000000,1.52176187,-1.52176208,0.00000000,-0.00000000
-5.80190095,3.82353627,-3.82353507,0.04319790,-0.04319791,0.88214006,-0.88213936,3.51062806,-3.51062730,1.42021215,-1.42021105,0.33055485,-0.33055487,0.00000000,-0.00000000,1.45991193,-1.45991208,0.00000000,-0.00000000
-5.79589795,3.82174738,-3.82174599,0.04132280,-0.04132280,0.92609348,-0.92609274,3.56863341,-3.56863262,1.47817641,-1.47817521,0.32070281,-0.32070283,0.00000000,-0.00000000,1.40578829,-1.40578837,0.00000000,-0.00000000
-5.78989495,3.84185489,-3.84185332,0.03966811,-0.03966811,0.97480154,-0.97480077,3.64824741,-3.64824661,1.54484042,-1.54483914,0.31171448,-0.31171449,0.00000000,-0.00000000,1.36023246,-1.36023247,0.00000000,-0.00000000
-5.78389195,3.88386541,-3.88386367,0.03826462,-0.03826463,1.02774994,-1.02774914,3.74847235,-3.74847159,1.61957238,-1.61957102,0.30389605,-0.30389604,0.00000000,-0.00000000,1.32389419,-1.32389414,0.00000000,-0.00000000
-5.77788894,3.94718035,-3.94717845,0.03713650,-0.03713650,1.08426041,-1.08425959,3.86775085,-3.86775015,1.70146931,-1.70146789,0.29752119,-0.29752118,0.00000000,-0.00000000,1.29722399,-1.29722386,0.00000000,-0.00000000
-5.77188594,4.03061082,-4.03060880,0.03630093,-0.03630093,1.14350066,-1.14349983,4.00400020,-4.00399962,1.78937105,-1.78936959,0.29282434,-0.29282432,0.00000000,-0.00000000,1.28047054,-1.28047034,0.00000000,-0.00000000
-5.76588294,4.13241146,-4.13240933,0.03576803,-0.03576803,1.20450051,-1.20449970,4.15466414,-4.15466371,1.88188373,-1.88188224,0.28999529,-0.28999525,0.00000000,-0.00000000,1.27368307,-1.27368281,0.00000000,-0.00000000
-5.75987994,4.25033229,-4.25033010,0.03554086,-0.03554085,1.26617411,-1.26617332,4.31678093,-4.31678069,1.97741240,-1.97741091,0.28917532,-0.28917526,0.00000000,-0.00000000,1.27671853,-1.27671820,0.00000000,-0.00000000
-5.75387694,4.38168755,-4.38168533,0.03561569,-0.03561568,1.32734757,-1.32734682,4.48706615,-4.48706615,2.07420210,-2.07420063,0.29045490,-0.29045483,0.00000000,-0.00000000,1.28925310,-1.28925272,0.00000000,-0.00000000
-5.74787394,4.52343902,-4.52343682,0.03598236,-0.03598235,1.38679142,-1.38679072,4.66200764,-4.66200791,2.17038611,-2.17038469,0.29387289,-0.29387281,0.00000000,-0.00000000,1.31079777,-1.31079734,0.00000000,-0.00000000
-5.74187094,4.67229098,-4.67228882,0.03662485,-0.03662484,1.44325663,-1.44325600,4.83796919,-4.83796976,2.26403984,-2.26403849,0.29941719,-0.29941710,0.00000000,-0.00000000,1.34071705,-1.34071658,0.00000000,-0.00000000
-5.73586793,4.82479304,-4.82479098,0.03752191,-0.03752190,1.49551288,-1.49551234,5.01129899,-5.01129991,2.35323827,-2.35323701,0.30702668,-0.30702657,0.00000000,-0.00000000,1.37825022,-1.37824971,0.00000000,-0.00000000
-5.72986493,4.97744689,-4.97744496,0.03864779,-0.03864778,1.54238761,-1.54238716,5.17843865,-5.17843993,2.43611481,-2.43611366,0.31659426,-0.31659414,0.00000000,-0.00000000,1.42253413,-1.42253361,0.00000000,-0.00000000
-5.72386193,5.12681231,-5.12681055,0.03997305,-0.03997304,1.58280409,-1.58280375,5.33602790,-5.33602955,2.51091903,-2.51091802,0.32797082,-0.32797069,0.00000000,-0.00000000,1.47262670,-1.47262616,0.00000000,-0.00000000
-5.71785893,5.26960824,-5.26960667,0.04146539,-0.04146537,1.61581699,-1.61581676,5.48100077,-5.48100281,2.57607102,-2.57607016,0.34096980,-0.34096966,0.00000000,-0.00000000,1.52753006,-1.52752952,0.00000000,-0.00000000
-5.71185593,5.40280461,-5.40280328,0.04309043,-0.04309041,1.64064374,-1.64064364,5.61066908,-5.61067151,2.63020985,-2.63020916,0.35537230,-0.35537216,0.00000000,-0.00000000,1.58621268,-1.58621214,0.00000000,-0.00000000
-5.70585293,5.52370136,-5.52370028,0.04481260,-0.04481258,1.65669045,-1.65669048,5.72278969,-5.72279249,2.67223417,-2.67223366,0.37093235,-0.37093220,0.00000000,-0.00000000,1.64762959,-1.64762907,0.00000000,-0.00000000
-5.69984992,5.62999158,-5.62999078,0.04659580,-0.04659578,1.66357112,-1.66357127,5.81561322,-5.81561638,2.70133336,-2.70133303,0.38738225,-0.38738210,0.00000000,-0.00000000,1.71074028,-1.71073979,0.00000000,-0.00000000
-5.69384692,5.71980697,-5.71980645,0.04840415,-0.04840413,1.66111941,-1.66111970,5.88791258,-5.88791607,2.71700778,-2.71700764,0.40443785,-0.40443770,0.00000000,-0.00000000,1.77452387,-1.77452341,0.00000000,-0.00000000
-5.68784392,5.79174446,-5.79174422,0.05020255,-0.05020253,1.64939264,-1.64939305,5.93899117,-5.93899496,2.71907782,-2.71907787,0.42180369,-0.42180354,0.00000000,-0.00000000,1.83799142,-1.83799100,0.00000000,-0.00000000
-5.68184092,5.84487432,-5.84487437,0.05195725,-0.05195723,1.62866789,-1.62866842,5.96867168,-5.96867572,2.70768140,-2.70768162,0.43917786,-0.43917772,0.00000000,-0.00000000,1.90019569,-1.90019532,0.00000000,-0.00000000
-5.67583792,5.87873093,-5.87873126,0.05363622,-0.05363621,1.59943071,-1.59943135,5.97726753,-5.97727178,2.68326067,-2.68326106,0.45625666,-0.45625653,0.00000000,-0.00000000,1.96023850,-1.96023817,0.00000000,-0.00000000
-5.66983492,5.89328836,-5.89328896,0.05520958,-0.05520957,1.56235721,-1.56235794,5.96554002,-5.96554442,2.64653901,-2.64653956,0.47273908,-0.47273896,0.00000000,-0.00000000,2.01727638,-2.01727611,0.00000000,-0.00000000
