energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.75387694,0.90410768,0.00782070,0.03808542,0.59577828,0.20486936,0.18812208,0.16854406,0.01787567,0.37808178
-5.74787394,0.87951954,0.00825125,0.03799291,0.59703650,0.18952347,0.19061235,0.16795608,0.01700721,0.36652710
-5.74187094,0.85904592,0.00864412,0.03821202,0.59905716,0.17583082,0.19443572,0.16761290,0.01623404,0.35707002
-5.73586793,0.84216832,0.00899164,0.03870727,0.60153175,0.16369889,0.19942565,0.16743774,0.01554466,0.34946366
-5.72986493,0.82832022,0.00928684,0.03943951,0.60414089,0.15301485,0.20539714,0.16735002,0.01492659,0.34343841
-5.72386193,0.81690808,0.00952367,0.04036687,0.60656434,0.14365139,0.21215100,0.16726794,0.01436695,0.33871184
-5.71785893,0.80733153,0.00969720,0.04144563,0.60849069,0.13547250,0.21947804,0.16711089,0.01385296,0.33499810
-5.71185593,0.79900216,0.00980381,0.04263114,0.60962640,0.12833882,0.22716315,0.16680189,0.01337241,0.33201662
-5.70585293,0.79136056,0.00984132,0.04387861,0.60970380,0.12211272,0.23498934,0.16626971,0.01291409,0.32949993
-5.69984992,0.78389123,0.00980909,0.04514393,0.60848820,0.11666267,0.24274156,0.16545089,0.01246816,0.32720051
-5.69384692,0.77613525,0.00970804,0.04638442,0.60578365,0.11186710,0.25021063,0.16429134,0.01202634,0.32489655
-5.68784392,0.76770049,0.00954063,0.04755948,0.60143753,0.10761766,0.25719681,0.16274773,0.01158214,0.32239673
-5.68184092,0.75826951,0.00931082,0.04863134,0.59534381,0.10382179,0.26351351,0.16078848,0.01113094,0.31954383
-5.67583792,0.74760510,0.00902391,0.04956565,0.58744510,0.10040466,0.26899071,0.15839449,0.01067000,0.31621747
-5.66983492,0.73555366,0.00868638,0.05033213,0.57773345,0.09731060,0.27347831,0.15555943,0.01019838,0.31233585
-5.66383192,0.72204662,0.00830573,0.05090508,0.56625011,0.09450393,0.27684927,0.15228983,0.00971687,0.30785668
-5.65782891,0.70710005,0.00789022,0.05126393,0.55308431,0.09196931,0.27900240,0.14860481,0.00922777,0.30277733
-5.65182591,0.69081272,0.00744863,0.05139367,0.53837119,0.08971164,0.27986490,0.14453559,0.00873472,0.29713439
-5.64582291,0.67336274,0.00699005,0.05128522,0.52228902,0.08775558,0.27939442,0.14012474,0.00824245,0.29100248
-5.63981991,0.65500302,0.00652360,0.05093572,0.50505590,0.08614467,0.27758052,0.13542529,0.00775656,0.28449267
-5.63381691,0.63605559,0.00605822,0.05034867,0.48692588,0.08494009,0.27444562,0.13049959,0.00728326,0.27775021
-5.62781391,0.61690503,0.00560246,0.04953400,0.46818488,0.08421905,0.27004517,0.12541805,0.00682915,0.27095194
-5.62181091,0.59799085,0.00516433,0.04850796,0.44914614,0.08407292,0.26446712,0.12025785,0.00640101,0.26430308
-5.61580790,0.57979919,0.00475108,0.04729296,0.43014560,0.08460487,0.25783065,0.11510138,0.00600555,0.25803359
-5.60980490,0.56285345,0.00436918,0.04591714,0.41153699,0.08592726,0.25028404,0.11003473,0.00564932,0.25239406
-5.60380190,0.54770437,0.00402413,0.04441396,0.39368685,0.08815858,0.24200192,0.10514604,0.00533845,0.24765103
-5.59779890,0.53491915,0.00372048,0.04282156,0.37696936,0.09142006,0.23318182,0.10052380,0.00507861,0.24408196
-5.59179590,0.52506999,0.00346179,0.04118208,0.36176113,0.09583197,0.22404015,0.09625511,0.00487485,0.24196965
-5.58579290,0.51872208,0.00325058,0.03954086,0.34843589,0.10150954,0.21480773,0.09242395,0.00473148,0.24159635
-5.57978989,0.51642109,0.00308843,0.03794559,0.33735920,0.10855869,0.20572504,0.08910944,0.00465203,0.24323752
-5.57378689,0.51868059,0.00297593,0.03644541,0.32888311,0.11707167,0.19703730,0.08638412,0.00463918,0.24715544
-5.56778389,0.52596943,0.00291279,0.03509001,0.32334094,0.12712265,0.18898948,0.08431238,0.00469466,0.25359276
-5.56178089,0.53869962,0.00289788,0.03392866,0.32104221,0.13876346,0.18182149,0.08294899,0.00481920,0.26276613
-5.55577789,0.55721489,0.00292931,0.03300936,0.32226771,0.15201968,0.17576348,0.08233775,0.00501253,0.27486018
-5.54977489,0.58178041,0.00300447,0.03237788,0.32726491,0.16688728,0.17103155,0.08251053,0.00527331,0.29002196
-5.54377189,0.61257395,0.00312017,0.03207696,0.33624374,0.18332995,0.16782378,0.08348637,0.00559913,0.30835606
-5.53776888,0.64967901,0.00327271,0.03214549,0.34937275,0.20127736,0.16631668,0.08527112,0.00598648,0.32992063
-5.53176588,0.69308006,0.00345796,0.03261768,0.36677579,0.22062452,0.16666210,0.08785725,0.00643082,0.35472442
-5.52576288,0.74266021,0.00367152,0.03352237,0.38852924,0.24123237,0.16898450,0.09122419,0.00692658,0.38272498
-5.51975988,0.79820155,0.00390879,0.03488232,0.41465986,0.26292966,0.17337869,0.09533894,0.00746727,0.41382816
-5.51375688,0.85938812,0.00416515,0.03671354,0.44514317,0.28551617,0.17990795,0.10015718,0.00804556,0.44788889
-5.50775388,0.92581155,0.00443609,0.03902469,0.47990257,0.30876730,0.18860247,0.10562462,0.00865345,0.48471323
-5.50175088,0.99697913,0.00471734,0.04181649,0.51880903,0.33243974,0.19945814,0.11167874,0.00928241,0.52406174
-5.49574787,1.07232414,0.00500507,0.04508129,0.56168143,0.35627819,0.21243570,0.11825082,0.00992362,0.56565383
-5.48974487,1.15121789,0.00529601,0.04880260,0.60828758,0.38002280,0.22746023,0.12526799,0.01056820,0.60917308
-5.48374187,1.23298323,0.00558765,0.05295482,0.65834576,0.40341702,0.24442103,0.13265557,0.01120744,0.65427333
-5.47773887,1.31690867,0.00587838,0.05750308,0.71152690,0.42621548,0.26317193,0.14033925,0.01183306,0.70058512
-5.47173587,1.40226291,0.00616763,0.06240326,0.76745743,0.44819154,0.28353219,0.14824717,0.01243754,0.74772242
-5.46573287,1.48830884,0.00645599,0.06760218,0.82572256,0.46914405,0.30528789,0.15631183,0.01301432,0.79528926
-5.45972986,1.57431680,0.00674529,0.07303804,0.88587024,0.48890308,0.32819410,0.16447166,0.01355804,0.84288605
-5.45372686,1.65957629,0.00703869,0.07864114,0.94741569,0.50733416,0.35197780,0.17267215,0.01406481,0.89011542
-5.44772386,1.74340604,0.00734067,0.08433483,1.00984638,0.52434088,0.37634159,0.18086658,0.01453230,0.93658737
-5.44172086,1.82516199,0.00765701,0.09003674,1.07262769,0.53986570,0.40096822,0.18901622,0.01495990,0.98192360
-5.43571786,1.90424312,0.00799472,0.09566033,1.13520892,0.55388877,0.42552604,0.19709000,0.01534879,1.02576107
-5.42971486,1.98009507,0.00836189,0.10111659,1.19702993,0.56642511,0.44967509,0.20506377,0.01570186,1.06775469
-5.42371186,2.05221177,0.00876751,0.10631605,1.25752797,0.57752003,0.47307393,0.21291899,0.01602372,1.10757927
-5.41770885,2.12013526,0.00922126,0.11117087,1.31614496,0.58724328,0.49538684,0.22064121,0.01632046,1.14493085
-5.41170585,2.18345412,0.00973317,0.11559702,1.37233491,0.59568215,0.51629143,0.22821813,0.01659950,1.17952757
-5.40570285,2.24180089,0.01031333,0.11951654,1.42557128,0.60293409,0.53548605,0.23563760,0.01686928,1.21111023
-5.39969985,2.29484892,0.01097150,0.12285960,1.47535437,0.60909924,0.55269708,0.24288558,0.01713895,1.23944281
-5.39369685,2.34230926,0.01171672,0.12556652,1.52121826,0.61427333,0.56768556,0.24994419,0.01741794,1.26431304
-5.38769385,2.38392786,0.01255686,0.12758945,1.56273741,0.61854143,0.58025298,0.25679001,0.01771564,1.28553325
-5.38169085,2.41948357,0.01349824,0.12889375,1.59953252,0.62197306,0.59024591,0.26339270,0.01804090,1.30294159
-5.37568784,2.44878723,0.01454518,0.12945898,1.63127559,0.62461872,0.59755932,0.26971411,0.01840167,1.31640373
-5.36968484,2.47168199,0.01569964,0.12927946,1.65769411,0.62650830,0.60213836,0.27570789,0.01880454,1.32581495
-5.36368184,2.48804504,0.01696080,0.12836432,1.67857414,0.62765144,0.60397855,0.28131965,0.01925441,1.33110276
-5.35767884,2.49779062,0.01832483,0.12673714,1.69376230,0.62803963,0.60312437,0.28648772,0.01975414,1.33222976
-5.35167584,2.50087424,0.01978465,0.12443503,1.70316671,0.62765017,0.59966628,0.29114445,0.02030426,1.32919680
-5.34567284,2.49729788,0.02132976,0.12150741,1.70675677,0.62645161,0.59373637,0.29521799,0.02090285,1.32204606
-5.33966983,2.48711577,0.02294622,0.11801432,1.70456197,0.62441033,0.58550287,0.29863453,0.02154537,1.31086400
-5.33366683,2.47044052,0.02461673,0.11402449,1.69666985,0.62149796,0.57516370,0.30132083,0.02222465,1.29578395
-5.32766383,2.44744912,0.02632083,0.10961326,1.68322311,0.61769907,0.56293951,0.30320698,0.02293102,1.27698799
-5.32166083,2.41838832,0.02803521,0.10486027,1.66441621,0.61301879,0.54906642,0.30422919,0.02365244,1.25470813
-5.31565783,2.38357923,0.02973413,0.09984724,1.64049149,0.60748983,0.53378895,0.30433257,0.02437484,1.22922642
-5.30965483,2.34342042,0.03139003,0.09465581,1.61173497,0.60117850,0.51735323,0.30347370,0.02508243,1.20087403
-5.30365183,2.29838954,0.03297413,0.08936548,1.57847206,0.59418945,0.50000094,0.30162289,0.02575820,1.17002901
-5.29764882,2.24904289,0.03445723,0.08405185,1.54106316,0.58666867,0.48196421,0.29876602,0.02638441,1.13711285
-5.29164582,2.19601286,0.03581047,0.07878511,1.49989925,0.57880469,0.46346138,0.29490595,0.02694317,1.10258576
-5.28564282,2.14000308,0.03700620,0.07362881,1.45539756,0.57082780,0.44469403,0.29006333,0.02741702,1.06694057
-5.27963982,2.08178106,0.03801884,0.06863902,1.40799721,0.56300719,0.42584499,0.28427682,0.02778952,1.03069558
-5.27363682,2.02216843,0.03882562,0.06386375,1.35815482,0.55564606,0.40707746,0.27760275,0.02804585,0.99438619
-5.26763382,1.96202869,0.03940740,0.05934270,1.30634008,0.54907494,0.38853495,0.27011417,0.02817330,0.95855564
-5.26163082,1.90225273,0.03974930,0.05510730,1.25303110,0.54364310,0.37034203,0.26189934,0.02816176,0.92374489
-5.25562781,1.84374209,0.03984120,0.05118098,1.19870950,0.53970860,0.35260558,0.25305977,0.02800410,0.89048188
-5.24962481,1.78739052,0.03967810,0.04757955,1.14385531,0.53762710,0.33541633,0.24370777,0.02769641,0.85927042
-5.24362181,1.73406389,0.03926038,0.04431184,1.08894147,0.53773969,0.31885059,0.23396371,0.02723818,0.83057882
-5.23761881,1.68457927,0.03859374,0.04138029,1.03442807,0.54036034,0.30297184,0.22395304,0.02663235,0.80482872
-5.23161581,1.63968337,0.03768911,0.03878169,0.98075646,0.54576312,0.28783222,0.21380312,0.02588517,0.78238424
-5.22561281,1.60003136,0.03656227,0.03650785,0.92834321,0.55416979,0.27347360,0.20364009,0.02500605,0.76354179
-5.21960980,1.56616648,0.03523338,0.03454630,0.87757426,0.56573814,0.25992841,0.19358579,0.02400721,0.74852104
-5.21360680,1.53850155,0.03372633,0.03288088,0.82879947,0.58055154,0.24722003,0.18375484,0.02290330,0.73745715
-5.20760380,1.51730295,0.03206805,0.03149234,0.78232771,0.59861016,0.23536293,0.17425207,0.02171088,0.73039482
-5.20160080,1.50267810,0.03028765,0.03035887,0.73842298,0.61982430,0.22436253,0.16517026,0.02044796,0.72728440
-5.19559780,1.49456713,0.02841564,0.02945654,0.69730168,0.64401023,0.21421500,0.15658840,0.01913335,0.72798037
-5.18959480,1.49273949,0.02648302,0.02875977,0.65913135,0.67088888,0.20490699,0.14857041,0.01778620,0.73224250
-5.18359180,1.49679602,0.02452054,0.02824174,0.62403102,0.70008765,0.19641559,0.14116443,0.01642538,0.73973983
-5.17758879,1.50617685,0.02255792,0.02787474,0.59207335,0.73114553,0.18870844,0.13440274,0.01506905,0.75005757
-5.17158579,1.52017527,0.02062321,0.02763065,0.56328858,0.76352150,0.18174425,0.12830219,0.01373418,0.76270689
-5.16558279,1.53795739,0.01874226,0.02748131,0.53767008,0.79660620,0.17547368,0.12286520,0.01243621,0.77713752
-5.15957979,1.55858718,0.01693833,0.02739896,0.51518152,0.82973666,0.16984067,0.11808123,0.01118877,0.79275274
-5.15357679,1.58105611,0.01523176,0.02735672,0.49576517,0.86221353,0.16478415,0.11392877,0.01000348,0.80892651
-5.14757379,1.60431641,0.01363985,0.02732902,0.47935098,0.89332048,0.16024017,0.11037752,0.00888985,0.82502204
-5.14157079,1.62731666,0.01217685,0.02729209,0.46586605,0.92234505,0.15614417,0.10739087,0.00785524,0.84041129
-5.13556778,1.64903831,0.01085394,0.02722440,0.45524368,0.94860003,0.15243352,0.10492849,0.00690493,0.85449449
-5.12956478,1.66853144,0.00967950,0.02710706,0.44743176,0.97144483,0.14904994,0.10294881,0.00604223,0.86671907
-5.12356178,1.68494822,0.00865923,0.02692424,0.44239959,0.99030561,0.14594180,0.10141143,0.00526863,0.87659711
-5.11755878,1.69757251,0.00779646,0.02666338,0.44014283,1.00469369,0.14306617,0.10027915,0.00458401,0.88372051
-5.11155578,1.70584402,0.00709242,0.02631547,0.44068599,1.01422109,0.14039029,0.09951969,0.00398684,0.88777332
-5.10555278,1.70937601,0.00654650,0.02587511,0.44408215,1.01861276,0.13789263,0.09910689,0.00347447,0.88854048
-5.09954977,1.70796535,0.00615650,0.02534050,0.45040968,1.01771480,0.13556317,0.09902137,0.00304326,0.88591272
-5.09354677,1.70159468,0.00591888,0.02471331,0.45976600,1.01149841,0.13340306,0.09925056,0.00268890,0.87988729
-5.08754377,1.69042624,0.00582890,0.02399847,0.47225837,1.00005922,0.13142361,0.09978824,0.00240654,0.87056446
-5.08154077,1.67478785,0.00588074,0.02320378,0.48799214,0.98361229,0.12964458,0.10063345,0.00219097,0.85814006
-5.07553777,1.65515152,0.00606759,0.02233948,0.50705701,0.96248283,0.12809190,0.10178892,0.00203676,0.84289430
-5.06953477,1.63210603,0.00638167,0.02141779,0.52951176,0.93709317,0.12679502,0.10325912,0.00193841,0.82517754
-5.06353177,1.60632464,0.00681419,0.02045229,0.55536854,0.90794666,0.12578388,0.10504802,0.00189037,0.80539360
-5.05752876,1.57852973,0.00735535,0.01945739,0.58457741,0.87560918,0.12508578,0.10715673,0.00188714,0.78398153
-5.05152576,1.54945624,0.00799427,0.01844774,0.61701218,0.84068922,0.12472233,0.10958110,0.00192330,0.76139668
-5.04552276,1.51981568,0.00871895,0.01743766,0.65245849,0.80381738,0.12470660,0.11230958,0.00199351,0.73809205
-5.03951976,1.49026272,0.00951623,0.01644068,0.69060506,0.76562627,0.12504071,0.11532133,0.00209255,0.71450067
-5.03351676,1.46136598,0.01037183,0.01546908,0.73103889,0.72673166,0.12571394,0.11858484,0.00221533,0.69102002
-5.02751376,1.43358452,0.01127041,0.01453356,0.77324504,0.68771554,0.12670160,0.12205714,0.00235688,0.66799902
-5.02151076,1.40725122,0.01219568,0.01364302,0.81661139,0.64911198,0.12796458,0.12568360,0.00251237,0.64572822
-5.01550775,1.38256369,0.01313060,0.01280436,0.86043859,0.61139597,0.12944976,0.12939859,0.00267716,0.62443352
-5.00950475,1.35958318,0.01405763,0.01202247,0.90395500,0.57497575,0.13109124,0.13312674,0.00284682,0.60427355
-5.00350175,1.33824124,0.01495909,0.01130028,0.94633638,0.54018855,0.13281233,0.13678495,0.00301719,0.58534070
-4.99749875,1.31835369,0.01581749,0.01063890,0.98672942,0.50729985,0.13452817,0.14028507,0.00318449,0.56766554
-4.99149575,1.29964080,0.01661602,0.01003782,1.02427848,0.47650568,0.13614900,0.14353696,0.00334533,0.55122416
-4.98549275,1.28175253,0.01733898,0.00949517,1.05815412,0.44793770,0.13758376,0.14645209,0.00349689,0.53594796
-4.97948974,1.26429727,0.01797229,0.00900808,1.08758237,0.42167051,0.13874387,0.14894714,0.00363699,0.52173513
-4.97348674,1.24687221,0.01850393,0.00857293,1.11187319,0.39773052,0.13954721,0.15094781,0.00376419,0.50846306
-4.96748374,1.22909388,0.01892442,0.00818579,1.13044694,0.37610573,0.13992170,0.15239225,0.00387796,0.49600097
-4.96148074,1.21062678,0.01922717,0.00784267,1.14285740,0.35675594,0.13980877,0.15323430,0.00397874,0.48422196
-4.95547774,1.19120888,0.01940889,0.00753987,1.14881026,0.33962249,0.13916620,0.15344607,0.00406804,0.47301385
-4.94947474,1.17067240,0.01946979,0.00727425,1.14817623,0.32463720,0.13797038,0.15301995,0.00414860,0.46228811
-4.94347174,1.14895891,0.01941375,0.00704342,1.14099793,0.31173005,0.13621779,0.15196977,0.00422438,0.45198663
-4.93746873,1.12612814,0.01924839,0.00684599,1.12749046,0.30083509,0.13392583,0.15033117,0.00430066,0.44208579
-4.93146573,1.10236011,0.01898500,0.00668165,1.10803539,0.29189462,0.13113266,0.14816112,0.00438405,0.43259800
-4.92546273,1.07795067,0.01863847,0.00655123,1.08316868,0.28486133,0.12789645,0.14553658,0.00448246,0.42357047
-4.91945973,1.05330095,0.01822693,0.00645681,1.05356301,0.27969863,0.12429379,0.14255246,0.00460509,0.41508158
-4.91345673,1.02890149,0.01777154,0.00640162,1.02000551,0.27637923,0.12041753,0.13931881,0.00476235,0.40723518
-4.90745373,1.00531194,0.01729599,0.00639006,0.98337185,0.27488228,0.11637412,0.13595759,0.00496569,0.40015322
-4.90145073,0.98313774,0.01682610,0.00642757,0.94459796,0.27518935,0.11228056,0.13259899,0.00522750,0.39396725
-4.89544772,0.96300492,0.01638925,0.00652056,0.90465078,0.27727973,0.10826108,0.12937753,0.00556087,0.38880941
-4.88944472,0.94553442,0.01601388,0.00667625,0.86449900,0.28112532,0.10444384,0.12642813,0.00597933,0.38480347
-4.88344172,0.93131723,0.01572887,0.00690257,0.82508533,0.28668565,0.10095750,0.12388220,0.00649659,0.38205648
-4.87743872,0.92089143,0.01556298,0.00720797,0.78730106,0.29390330,0.09792808,0.12186403,0.00712618,0.38065146
-4.87143572,0.91472211,0.01554427,0.00760130,0.75196387,0.30270007,0.09547595,0.12048745,0.00788106,0.38064169
-4.86543272,0.91318495,0.01569951,0.00809160,0.71979951,0.31297420,0.09371320,0.11985296,0.00877327,0.38204671
-4.85942971,0.91655385,0.01605366,0.00868795,0.69142772,0.32459873,0.09274131,0.12004528,0.00981344,0.38485036
-4.85342671,0.92499299,0.01662925,0.00939923,0.66735252,0.33742128,0.09264920,0.12113147,0.01101037,0.38900080
-4.84742371,0.93855315,0.01744594,0.01023398,0.64795680,0.35126497,0.09351167,0.12315960,0.01237059,0.39441248
-4.84142071,0.95717224,0.01851997,0.01120009,0.63350096,0.36593083,0.09538819,0.12615784,0.01389788,0.40096997
-4.83541771,0.98067955,0.01986372,0.01230464,0.62412519,0.38120117,0.09832201,0.13013409,0.01559293,0.40853314
-4.82941471,1.00880323,0.02148530,0.01355354,0.61985487,0.39684403,0.10233959,0.13507611,0.01745291,0.41694367
-4.82341171,1.04118048,0.02338815,0.01495134,0.62060846,0.41261838,0.10745029,0.14095193,0.01947122,0.42603214
-4.81740870,1.07736969,0.02557077,0.01650088,0.62620738,0.42827983,0.11364638,0.14771075,0.02163725,0.43562567
-4.81140570,1.11686406,0.02802641,0.01820302,0.63638723,0.44358656,0.12090318,0.15528407,0.02393630,0.44555534
-4.80540270,1.15910593,0.03074298,0.02005638,0.65080984,0.45830537,0.12917952,0.16358711,0.02634955,0.45566328
-4.79939970,1.20350155,0.03370295,0.02205706,0.66907573,0.47221740,0.13841840,0.17252055,0.02885425,0.46580898
-4.79339670,1.24943562,0.03688345,0.02419843,0.69073658,0.48512352,0.14854788,0.18197240,0.03142394,0.47587452
-4.78739370,1.29628534,0.04025642,0.02647101,0.71530744,0.49684899,0.15948224,0.19182012,0.03402891,0.48576862
-4.78139070,1.34343377,0.04378899,0.02886236,0.74227848,0.50724743,0.17112340,0.20193296,0.03663672,0.49542925
-4.77538769,1.39028210,0.04744393,0.03135711,0.77112612,0.51620388,0.18336261,0.21217437,0.03921289,0.50482481
-4.76938469,1.43626080,0.05118030,0.03393705,0.80132344,0.52363685,0.19608241,0.22240460,0.04172168,0.51395390
-4.76338169,1.48083952,0.05495421,0.03658140,0.83234987,0.52949941,0.20915881,0.23248341,0.04412693,0.52284362
-4.75737869,1.52353547,0.05871973,0.03926711,0.86369996,0.53377914,0.22246373,0.24227277,0.04639302,0.53154671
-4.75137569,1.56392037,0.06242990,0.04196931,0.89489138,0.53649713,0.23586757,0.25163962,0.04848575,0.54013744
-4.74537269,1.60162569,0.06603780,0.04466185,0.92547184,0.53770590,0.24924181,0.26045845,0.05037334,0.54870662
-4.73936968,1.63634612,0.06949773,0.04731792,0.95502508,0.53748645,0.26246167,0.26861386,0.05202722,0.55735579
-4.73336668,1.66784118,0.07276625,0.04991070,0.98317564,0.53594440,0.27540854,0.27600279,0.05342287,0.56619089
-4.72736368,1.69593489,0.07580337,0.05241405,1.00959246,0.53320542,0.28797227,0.28253642,0.05454049,0.57531557
-4.72136068,1.72051334,0.07857345,0.05480321,1.03399114,0.52941009,0.30005304,0.28814178,0.05536545,0.58482438
-4.71535768,1.74152042,0.08104613,0.05705536,1.05613478,0.52470827,0.31156274,0.29276276,0.05588874,0.59479611
-4.70935468,1.75895154,0.08319697,0.05915027,1.07583352,0.51925328,0.32242588,0.29636075,0.05610703,0.60528740
-4.70335168,1.77284577,0.08500794,0.06107066,1.09294264,0.51319607,0.33257986,0.29891465,0.05602271,0.61632703
-4.69734867,1.78327660,0.08646764,0.06280255,1.10735942,0.50667952,0.34197463,0.30042034,0.05564366,0.62791095
-4.69134567,1.79034170,0.08757132,0.06433545,1.11901903,0.49983321,0.35057175,0.30088970,0.05498286,0.63999843
-4.68534267,1.79415235,0.08832061,0.06566236,1.12788950,0.49276885,0.35834299,0.30034913,0.05405788,0.65250944
-4.67933967,1.79482300,0.08872304,0.06677968,1.13396627,0.48557652,0.36526843,0.29883768,0.05289018,0.66532353
-4.67333667,1.79246161,0.08879134,0.06768693,1.13726661,0.47832199,0.37133437,0.29640490,0.05150438,0.67828043
-4.66733367,1.78716149,0.08854259,0.06838646,1.13782435,0.47104528,0.37653107,0.29310855,0.04992744,0.69118229
-4.66133067,1.77899511,0.08799722,0.06888300,1.13568516,0.46376036,0.38085063,0.28901221,0.04818784,0.70379790
-4.65532766,1.76801047,0.08717800,0.06918320,1.13090300,0.45645639,0.38428511,0.28418305,0.04631478,0.71586868
-4.64932466,1.75423047,0.08610896,0.06929526,1.12353774,0.44910006,0.38682510,0.27868975,0.04433738,0.72711646
-4.64332166,1.73765523,0.08481441,0.06922842,1.11365438,0.44163926,0.38845889,0.27260069,0.04228402,0.73725271
