energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.99938404,-1.88389545,0.00355819,-0.03903235,0.22239127,-0.10647205,0.17160452,-0.75373650,0.00000000,-0.00000000,0.39854433,-0.90355138,0.51631178,-0.25910789,0.00509371,-0.03802294,0.31570589,-1.14066076
-5.99399700,0.94455276,-1.79701358,0.00294198,-0.03683899,0.20585111,-0.10233518,0.16970675,-0.72074351,0.00000000,-0.00000000,0.39061574,-0.85800403,0.47857029,-0.25221311,0.00451693,-0.03589666,0.30684602,-1.08674920
-5.98799400,0.89036239,-1.70881166,0.00241533,-0.03452035,0.18936804,-0.09836552,0.16787562,-0.68697309,0.00000000,-0.00000000,0.38215549,-0.81254260,0.44093474,-0.24547296,0.00402205,-0.03365887,0.29822556,-1.03173344
-5.98199100,0.83704380,-1.62077029,0.00196902,-0.03211634,0.17315264,-0.09468701,0.16592761,-0.65293451,0.00000000,-0.00000000,0.37304157,-0.76788007,0.40387267,-0.23908752,0.00359868,-0.03134819,0.28964534,-0.97646987
-5.97598799,0.78481985,-1.53426319,0.00159395,-0.02966599,0.15739546,-0.09141525,0.16370499,-0.61909762,0.00000000,-0.00000000,0.36318375,-0.72465921,0.36780789,-0.23324289,0.00323682,-0.02900219,0.28093573,-0.92175179
-5.96998499,0.73390394,-1.45052536,0.00128140,-0.02720651,0.14226442,-0.08865421,0.16107883,-0.58588266,0.00000000,-0.00000000,0.35252643,-0.68343844,0.33311411,-0.22810627,0.00292713,-0.02665645,0.27196033,-0.86829174
-5.96398199,0.68449984,-1.37062725,0.00102313,-0.02477234,0.12790336,-0.08649314,0.15795100,-0.55365255,0.00000000,-0.00000000,0.34105064,-0.64468098,0.30011127,-0.22382152,0.00266111,-0.02434364,0.26261854,-0.81670747
-5.95797899,0.63680265,-1.29545553,0.00081157,-0.02239447,0.11443169,-0.08500398,0.15425504,-0.52270757,0.00000000,-0.00000000,0.32877495,-0.60874763,0.26906445,-0.22050538,0.00243114,-0.02209291,0.25284688,-0.76751209
-5.95197599,0.59100065,-1.22570063,0.00063981,-0.02009986,0.10194518,-0.08423917,0.14995597,-0.49328263,0.00000000,-0.00000000,0.31575556,-0.57589300,0.24018512,-0.21824434,0.00223065,-0.01992938,0.24261907,-0.72110817
-5.94597299,0.54727786,-1.16185098,0.00050170,-0.01791115,0.09051757,-0.08423000,0.14504905,-0.46554679,0.00000000,-0.00000000,0.30208521,-0.54626532,0.21363449,-0.21709225,0.00205409,-0.01787378,0.23194498,-0.67778598
-5.93996998,0.50581711,-1.10419382,0.00039185,-0.01584642,0.08020302,-0.08498560,0.13955776,-0.43960511,0.00000000,-0.00000000,0.28789126,-0.51990957,0.18952858,-0.21706882,0.00189695,-0.01594236,0.22086857,-0.63772541
-5.93396698,0.46680324,-1.05282182,0.00030559,-0.01391925,0.07103903,-0.08649242,0.13353096,-0.41550233,0.00000000,-0.00000000,0.27333279,-0.49677360,0.16794457,-0.21815881,0.00175571,-0.01414691,0.20946491,-0.60100132
-5.92796398,0.43042627,-1.00764510,0.00023899,-0.01213883,0.06304978,-0.08871447,0.12703952,-0.39322829,0.00000000,-0.00000000,0.25859703,-0.47671685,0.14892795,-0.22031221,0.00162782,-0.01249491,0.19783650,-0.56759175
-5.92196098,0.39688436,-0.96840783,0.00018879,-0.01051026,0.05624963,-0.09159409,0.12017255,-0.37272453,0.00000000,-0.00000000,0.24389509,-0.45952132,0.13250014,-0.22344520,0.00151161,-0.01098989,0.18610906,-0.53738851
-5.91595798,0.36638633,-0.93470847,0.00015238,-0.00903495,0.05064653,-0.09505344,0.11303347,-0.35389183,0.00000000,-0.00000000,0.22945735,-0.44490418,0.11866612,-0.22744218,0.00140627,-0.00963177,0.17442709,-0.51020955
-5.90995498,0.33915361,-0.90602295,0.00012773,-0.00771104,0.04624533,-0.09899651,0.10573604,-0.33659840,0.00000000,-0.00000000,0.21552850,-0.43253161,0.10742157,-0.23215845,0.00131175,-0.00841740,0.16294927,-0.48581256
-5.90395198,0.31542156,-0.88172981,0.00011340,-0.00653393,0.04305060,-0.10331175,0.09840065,-0.32068821,0.00000000,-0.00000000,0.20236250,-0.42203334,0.09875946,-0.23742403,0.00122874,-0.00734101,0.15184406,-0.46390921
-5.89794897,0.29544008,-0.86113651,0.00010845,-0.00549681,0.04106904,-0.10787521,0.09115086,-0.30598928,0.00000000,-0.00000000,0.19021764,-0.41301733,0.09267550,-0.24304811,0.00115862,-0.00639477,0.14128555,-0.44417942
-5.89194597,0.27947347,-0.84350606,0.00011246,-0.00459114,0.04031125,-0.11255409,0.08411044,-0.29232164,0.00000000,-0.00000000,0.17935167,-0.40508423,0.08917249,-0.24882433,0.00110346,-0.00556934,0.13144984,-0.42628542
-5.88594297,0.26779951,-0.82808326,0.00012548,-0.00380719,0.04079285,-0.11721062,0.07740098,-0.27950466,0.00000000,-0.00000000,0.17001735,-0.39784108,0.08826330,-0.25453671,0.00106600,-0.00485432,0.12251193,-0.40988492
-5.87993997,0.26070773,-0.81411985,0.00014807,-0.00313446,0.04253487,-0.12170622,0.07114010,-0.26736373,0.00000000,-0.00000000,0.16245817,-0.39091389,0.08997248,-0.25996606,0.00104966,-0.00423877,0.11464341,-0.39464317
-5.87393697,0.25849709,-0.80089793,0.00018122,-0.00256208,0.04556337,-0.12590568,0.06544033,-0.25573589,0.00000000,-0.00000000,0.15690457,-0.38395885,0.09433633,-0.26489674,0.00105864,-0.00371155,0.10801073,-0.38024367
-5.86793397,0.26147269,-0.78775114,0.00022642,-0.00207920,0.04990841,-0.12968143,0.06040851,-0.24447458,0.00000000,-0.00000000,0.15357049,-0.37667169,0.10140164,-0.26912353,0.00109791,-0.00326171,0.10277430,-0.36639714
