energy_ev,total_up,B_p_up,B_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-6.00000000,1.63729023,0.10843201,0.00000000,0.23577459,0.19636907,0.01865180,0.73748818
-5.99399700,1.72377654,0.11620953,0.00000000,0.25424603,0.20051985,0.01975793,0.77517126
-5.98799400,1.81196256,0.12385450,0.00000000,0.27339535,0.20470960,0.02090136,0.81412805
-5.98199100,1.90122033,0.13127313,0.00000000,0.29306648,0.20892450,0.02207228,0.85417324
-5.97598799,1.99088134,0.13837040,0.00000000,0.31308352,0.21314756,0.02325978,0.89510664
-5.96998499,2.08025978,0.14505226,0.00000000,0.33325516,0.21736045,0.02445219,0.93672261
-5.96398199,2.16867829,0.15122784,0.00000000,0.35337998,0.22154550,0.02563745,0.97882056
-5.95797899,2.25549485,0.15681168,0.00000000,0.37325245,0.22568787,0.02680364,1.02121577
-5.95197599,2.34012952,0.16172597,0.00000000,0.39266934,0.22977768,0.02793940,1.06374988
-5.94597299,2.42208918,0.16590264,0.00000000,0.41143622,0.23381185,0.02903447,1.10630039
-5.93996998,2.50098910,0.16928523,0.00000000,0.42937375,0.23779568,0.03008014,1.14878830
-5.93396698,2.57656974,0.17183045,0.00000000,0.44632345,0.24174396,0.03106968,1.19118355
-5.92796398,2.64870772,0.17350944,0.00000000,0.46215264,0.24568151,0.03199875,1.23350744
-5.92196098,2.71742006,0.17430860,0.00000000,0.47675823,0.24964306,0.03286560,1.27583197
-5.91595798,2.78286126,0.17422990,0.00000000,0.49006930,0.25367261,0.03367128,1.31827578
-5.90995498,2.84531306,0.17329082,0.00000000,0.50204809,0.25782200,0.03441969,1.36099674
-5.90395198,2.90516719,0.17152370,0.00000000,0.51268965,0.26214909,0.03511742,1.40418155
-5.89794897,2.96290200,0.16897475,0.00000000,0.52201989,0.26671533,0.03577361,1.44803266
-5.89194597,3.01905394,0.16570254,0.00000000,0.53009236,0.27158304,0.03639956,1.49275330
-5.88594297,3.07418547,0.16177613,0.00000000,0.53698377,0.27681249,0.03700824,1.53853128
-5.87993997,3.12885107,0.15727302,0.00000000,0.54278875,0.28245890,0.03761378,1.58552257
-5.87393697,3.18356325,0.15227675,0.00000000,0.54761390,0.28856963,0.03823079,1.63383548
-5.86793397,3.23876036,0.14687454,0.00000000,0.55157168,0.29518161,0.03887373,1.68351656
-5.86193097,3.29477810,0.14115479,0.00000000,0.55477436,0.30231921,0.03955614,1.73453888
-5.85592796,3.35182629,0.13520483,0.00000000,0.55732851,0.30999274,0.04029005,1.78679361
-5.84992496,3.40997224,0.12910869,0.00000000,0.55933018,0.31819751,0.04108525,1.84008541
-5.84392196,3.46913159,0.12294528,0.00000000,0.56086109,0.32691370,0.04194882,1.89413202
-5.83791896,3.52906726,0.11678680,0.00000000,0.56198609,0.33610682,0.04288462,1.94856819
-5.83191596,3.58939635,0.11069759,0.00000000,0.56275186,0.34572901,0.04389300,2.00295380
-5.82591296,3.64960472,0.10473333,0.00000000,0.56318691,0.35572081,0.04497061,2.05678592
-5.81990995,3.70906834,0.09894066,0.00000000,0.56330290,0.36601348,0.04611034,2.10951407
-5.81390695,3.76708010,0.09335721,0.00000000,0.56309697,0.37653171,0.04730148,2.16055815
-5.80790395,3.82288059,0.08801195,0.00000000,0.56255506,0.38719646,0.04853000,2.20932791
-5.80190095,3.87569114,0.08292591,0.00000000,0.56165584,0.39792778,0.04977893,2.25524312
-5.79589795,3.92474719,0.07811303,0.00000000,0.56037503,0.40864755,0.05102892,2.29775334
-5.78989495,3.96933021,0.07358135,0.00000000,0.55868973,0.41928182,0.05225889,2.33635634
