energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up
-5.87393697,4.25358088,1.12530339,2.75553724,0.02523536,0.07444376,0.02008961,0.00000000,0.04531010,0.96179570
-5.86793397,4.29829031,1.13260995,2.79408019,0.02443179,0.07692994,0.02022318,0.00000000,0.04591769,0.96492987
-5.86193097,4.33322289,1.13819348,2.82791386,0.02354924,0.07957514,0.02031204,0.00000000,0.04635430,0.96462119
-5.85592796,4.35728116,1.14180002,2.85608728,0.02259516,0.08234117,0.02035271,0.00000000,0.04661903,0.96077929
-5.84992496,4.36960592,1.14319851,2.87778985,0.02157854,0.08518558,0.02034252,0.00000000,0.04671447,0.95338304
-5.84392196,4.36960502,1.14218797,2.89237863,0.02050970,0.08806271,0.02027967,0.00000000,0.04664659,0.94248134
-5.83791896,4.35697118,1.13860348,2.89939825,0.01939998,0.09092495,0.02016330,0.00000000,0.04642437,0.92819157
-5.83191596,4.33168852,1.13232089,2.89859258,0.01826140,0.09372396,0.01999350,0.00000000,0.04605947,0.91069571
-5.82591296,4.29402784,1.12326017,2.88990799,0.01710632,0.09641184,0.01977131,0.00000000,0.04556571,0.89023438
-5.81990995,4.24453120,1.11138739,2.87348834,0.01594708,0.09894237,0.01949863,0.00000000,0.04495857,0.86709931
-5.81390695,4.18398699,1.09671534,2.84966234,0.01479564,0.10127204,0.01917821,0.00000000,0.04425460,0.84162428
-5.80790395,4.11339697,1.07930292,2.81892395,0.01366331,0.10336110,0.01881352,0.00000000,0.04347089,0.81417528
-5.80190095,4.03393689,1.05925338,2.78190724,0.01256045,0.10517435,0.01840864,0.00000000,0.04262451,0.78514013
-5.79589795,3.94691283,1.03671151,2.73935685,0.01149623,0.10668193,0.01796819,0.00000000,0.04173205,0.75491803
-5.78989495,3.85371509,1.01186008,2.69209570,0.01047852,0.10785978,0.01749715,0.00000000,0.04080920,0.72390947
-5.78389195,3.75577172,0.98491541,2.64099133,0.00951376,0.10869005,0.01700076,0.00000000,0.03987041,0.69250679
-5.77788894,3.65450358,0.95612251,2.58692255,0.00860692,0.10916126,0.01648441,0.00000000,0.03892864,0.66108564
-5.77188594,3.55128250,0.92574975,2.53074760,0.00776152,0.10926828,0.01595351,0.00000000,0.03799523,0.62999770
-5.76588294,3.44739400,0.89408327,2.47327530,0.00697972,0.10901216,0.01541339,0.00000000,0.03707979,0.59956462
-5.75987994,3.34400578,0.86142126,2.41523997,0.00626239,0.10839980,0.01486918,0.00000000,0.03619023,0.57007334
-5.75387694,3.24214258,0.82806826,2.35728117,0.00560926,0.10744342,0.01432578,0.00000000,0.03533282,0.54177282
-5.74787394,3.14266806,0.79432950,2.29992858,0.00501912,0.10615999,0.01378772,0.00000000,0.03451231,0.51487212
-5.74187094,3.04627377,0.76050549,2.24359255,0.00448994,0.10457054,0.01325915,0.00000000,0.03373209,0.48953967
-5.73586793,2.95347508,0.72688691,2.18856006,0.00401908,0.10269933,0.01274380,0.00000000,0.03299435,0.46590370
-5.72986493,2.86461363,0.69374986,2.13499612,0.00360348,0.10057308,0.01224490,0.00000000,0.03230025,0.44405361
-5.72386193,2.77986580,0.66135157,2.08295017,0.00323976,0.09822015,0.01176519,0.00000000,0.03165012,0.42404222
-5.71785893,2.69925627,0.62992662,2.03236665,0.00292441,0.09566977,0.01130691,0.00000000,0.03104358,0.40588859
-5.71185593,2.62267584,0.59968379,1.98309940,0.00265389,0.09295124,0.01087179,0.00000000,0.03047967,0.38958132
-5.70585293,2.54990248,0.57080345,1.93492867,0.00242470,0.09009330,0.01046109,0.00000000,0.02995698,0.37508232
-5.69984992,2.48062464,0.54343567,1.88758015,0.00223348,0.08712354,0.01007558,0.00000000,0.02947371,0.36233058
-5.69384692,2.41446558,0.51769900,1.84074492,0.00207705,0.08406792,0.00971559,0.00000000,0.02902773,0.35124619
-5.68784392,2.35100808,0.49367993,1.79409957,0.00195242,0.08095042,0.00938104,0.00000000,0.02861661,0.34173427
-5.68184092,2.28981828,0.47143308,1.74732551,0.00185678,0.07779276,0.00907152,0.00000000,0.02823767,0.33368874
-5.67583792,2.23046797,0.45098203,1.70012692,0.00178755,0.07461431,0.00878628,0.00000000,0.02788795,0.32699603
-5.66983492,2.17255473,0.43232087,1.65224648,0.00174231,0.07143205,0.00852436,0.00000000,0.02756431,0.32153842
-5.66383192,2.11571915,0.41541629,1.60347855,0.00171882,0.06826065,0.00828457,0.00000000,0.02726337,0.31719720
-5.65782891,2.05965899,0.40021031,1.55367936,0.00171498,0.06511260,0.00806562,0.00000000,0.02698160,0.31385549
-5.65182591,2.00413977,0.38662345,1.50277397,0.00172884,0.06199848,0.00786613,0.00000000,0.02671533,0.31140066
-5.64582291,1.94900196,0.37455829,1.45076014,0.00175858,0.05892714,0.00768473,0.00000000,0.02646084,0.30972652
-5.63981991,1.89416469,0.36390345,1.39770893,0.00180254,0.05590608,0.00752009,0.00000000,0.02621442,0.30873506
-5.63381691,1.83962628,0.35453770,1.34376251,0.00185924,0.05294166,0.00737095,0.00000000,0.02597245,0.30833789
-5.62781391,1.78546185,0.34633422,1.28912948,0.00192742,0.05003946,0.00723623,0.00000000,0.02573150,0.30845733
-5.62181091,1.73181855,0.33916493,1.23407807,0.00200608,0.04720450,0.00711499,0.00000000,0.02548843,0.30902717
-5.61580790,1.67890887,0.33290466,1.17892789,0.00209457,0.04444150,0.00700650,0.00000000,0.02524050,0.30999310
-5.60980490,1.62700255,0.32743521,1.12404071,0.00219266,0.04175506,0.00691026,0.00000000,0.02498544,0.31131291
-5.60380190,1.57641773,0.32264908,1.06981078,0.00230061,0.03914986,0.00682598,0.00000000,0.02472156,0.31295637
-5.59779890,1.52751185,0.31845288,1.01665538,0.00241928,0.03663072,0.00675358,0.00000000,0.02444783,0.31490494
-5.59179590,1.48067281,0.31477030,0.96500593,0.00255021,0.03420276,0.00669323,0.00000000,0.02416389,0.31715122
-5.58579290,1.43631069,0.31154458,0.91530008,0.00269568,0.03187138,0.00664527,0.00000000,0.02387016,0.31969827
-5.57978989,1.39485061,0.30874042,0.86797518,0.00285883,0.02964230,0.00661022,0.00000000,0.02356779,0.32255885
-5.57378689,1.35672666,0.30634534,0.82346307,0.00304364,0.02752157,0.00658875,0.00000000,0.02325867,0.32575446
-5.56778389,1.32237719,0.30437044,0.78218650,0.00325504,0.02551551,0.00658165,0.00000000,0.02294541,0.32931439
-5.56178089,1.29224132,0.30285055,0.74455690,0.00349885,0.02363067,0.00658977,0.00000000,0.02263125,0.33327474
-5.55577789,1.26675659,0.30184374,0.71097342,0.00378179,0.02187380,0.00661402,0.00000000,0.02232000,0.33767734
-5.54977489,1.24635751,0.30143028,0.68182296,0.00411142,0.02025171,0.00665533,0.00000000,0.02201596,0.34256874
-5.54377189,1.23147459,0.30171104,0.65748075,0.00449604,0.01877124,0.00671456,0.00000000,0.02172375,0.34799913
-5.53776888,1.22253362,0.30280530,0.63831118,0.00494457,0.01743913,0.00679256,0.00000000,0.02144823,0.35402135
-5.53176588,1.21995452,0.30484806,0.62466839,0.00546636,0.01626187,0.00689006,0.00000000,0.02119432,0.36068973
-5.52576288,1.22414959,0.30798694,0.61689616,0.00607104,0.01524562,0.00700767,0.00000000,0.02096691,0.36805904
-5.51975988,1.23552051,0.31237852,0.61532683,0.00676827,0.01439598,0.00714586,0.00000000,0.02077069,0.37618325
-5.51375688,1.25445381,0.31818441,0.62027870,0.00756748,0.01371785,0.00730491,0.00000000,0.02061000,0.38511424
-5.50775388,1.28131460,0.32556689,0.63205192,0.00847764,0.01321522,0.00748490,0.00000000,0.02048876,0.39490039
-5.50175088,1.31643815,0.33468426,0.65092254,0.00950693,0.01289092,0.00768569,0.00000000,0.02041031,0.40558502
-5.49574787,1.36011962,0.34568602,0.67713476,0.01066247,0.01274644,0.00790691,0.00000000,0.02037734,0.41720465
-5.48974487,1.41260174,0.35870782,0.71089154,0.01195006,0.01278162,0.00814792,0.00000000,0.02039183,0.42978710
-5.48374187,1.47406095,0.37386631,0.75234382,0.01337383,0.01299450,0.00840778,0.00000000,0.02045499,0.44334955
-5.47773887,1.54459241,0.39125417,0.80157867,0.01493607,0.01338104,0.00868531,0.00000000,0.02056720,0.45789640
-5.47173587,1.62419442,0.41093508,0.85860697,0.01663689,0.01393496,0.00897900,0.00000000,0.02072809,0.47341723
-5.46573287,1.71275320,0.43293913,0.92335131,0.01847408,0.01464762,0.00928706,0.00000000,0.02093651,0.48988478
-5.45972986,1.81002864,0.45725865,0.99563456,0.02044293,0.01550788,0.00960742,0.00000000,0.02119055,0.50725315
-5.45372686,1.91564217,0.48384452,1.07517014,0.02253604,0.01650215,0.00993770,0.00000000,0.02148771,0.52545633
-5.44772386,2.02906760,0.51260343,1.16155457,0.02474329,0.01761444,0.01027529,0.00000000,0.02182489,0.54440709
-5.44172086,2.14962573,0.54339591,1.25426293,0.02705180,0.01882652,0.01061734,0.00000000,0.02219854,0.56399652
-5.43571786,2.27648357,0.57603551,1.35264799,0.02944591,0.02011817,0.01096081,0.00000000,0.02260479,0.58409411
-5.42971486,2.40865873,0.61028920,1.45594330,0.03190730,0.02146754,0.01130251,0.00000000,0.02303956,0.60454865
-5.42371186,2.54502927,0.64587899,1.56327063,0.03441511,0.02285161,0.01163915,0.00000000,0.02349867,0.62518982
-5.41770885,2.68434911,0.68248500,1.67365174,0.03694613,0.02424667,0.01196740,0.00000000,0.02397798,0.64583058
-5.41170585,2.82526882,0.71974982,1.78602436,0.03947506,0.02562890,0.01228394,0.00000000,0.02447346,0.66627024
-5.40570285,2.96636110,0.75728418,1.89926199,0.04197486,0.02697502,0.01258553,0.00000000,0.02498131,0.68629824
-5.39969985,3.10615028,0.79467382,2.01219681,0.04441711,0.02826285,0.01286908,0.00000000,0.02549801,0.70569838
-5.39369685,3.24314468,0.83148739,2.12364499,0.04677250,0.02947197,0.01313169,0.00000000,0.02602031,0.72425341
-5.38769385,3.37587054,0.86728512,2.23243328,0.04901127,0.03058429,0.01337070,0.00000000,0.02654527,0.74174990
-5.38169085,3.50290601,0.90162811,2.33742586,0.05110384,0.03158448,0.01358372,0.00000000,0.02707018,0.75798294
-5.37568784,3.62291394,0.93408775,2.43755023,0.05302133,0.03246044,0.01376872,0.00000000,0.02759252,0.77276079
-5.36968484,3.73467176,0.96425516,2.53182100,0.05473624,0.03320351,0.01392397,0.00000000,0.02810983,0.78590899
-5.36368184,3.83709732,0.99175014,2.61936055,0.05622308,0.03380866,0.01404812,0.00000000,0.02861960,0.79727411
-5.35767884,3.92926958,1.01622951,2.69941565,0.05745899,0.03427447,0.01414015,0.00000000,0.02911911,0.80672660
-5.35167584,4.01044319,1.03739431,2.77136926,0.05842434,0.03460297,0.01419941,0.00000000,0.02960529,0.81416311
-5.34567284,4.08005668,1.05499588,2.83474732,0.05910331,0.03479938,0.01422555,0.00000000,0.03007461,0.81950780
-5.33966983,4.13773405,1.06884047,2.88922005,0.05948440,0.03487171,0.01421855,0.00000000,0.03052293,0.82271301
-5.33366683,4.18328002,1.07879223,2.93459827,0.05956080,0.03483027,0.01417867,0.00000000,0.03094539,0.82375909
-5.32766383,4.21666961,1.08477470,2.97082497,0.05933072,0.03468706,0.01410642,0.00000000,0.03133643,0.82265358
-5.32166083,4.23803299,1.08677067,2.99796295,0.05879749,0.03445524,0.01400256,0.00000000,0.03168974,0.81942988
-5.31565783,4.24763683,1.08482060,3.01617950,0.05796968,0.03414844,0.01386806,0.00000000,0.03199834,0.81414545
-5.30965483,4.24586333,1.07901961,3.02572913,0.05686085,0.03378025,0.01370408,0.00000000,0.03225471,0.80687978
-5.30365183,4.23318866,1.06951352,3.02693553,0.05548935,0.03336362,0.01351201,0.00000000,0.03245096,0.79773223
-5.29764882,4.21016181,1.05649389,3.02017407,0.05387784,0.03291051,0.01329340,0.00000000,0.03257910,0.78681991
-5.29164582,4.17738550,1.04019249,3.00585561,0.05205273,0.03243147,0.01305001,0.00000000,0.03263128,0.77427561
-5.28564282,4.13549986,1.02087545,2.98441291,0.05004350,0.03193548,0.01278382,0.00000000,0.03260016,0.76024602
-5.27963982,4.08516981,0.99883733,2.95628998,0.04788187,0.03142980,0.01249703,0.00000000,0.03247922,0.74489013
-5.27363682,4.02707655,0.97439523,2.92193499,0.04560100,0.03092002,0.01219207,0.00000000,0.03226314,0.72837792
-5.26763382,3.96191310,0.94788336,2.88179685,0.04323462,0.03041017,0.01187165,0.00000000,0.03194810,0.71088930
-5.26163082,3.89038374,0.91964791,2.83632521,0.04081609,0.02990291,0.01153872,0.00000000,0.03153211,0.69261316
-5.25562781,3.81320657,0.89004246,2.78597343,0.03837764,0.02939984,0.01119652,0.00000000,0.03101525,0.67374655
-5.24962481,3.73111844,0.85942398,2.73120396,0.03594960,0.02890177,0.01084855,0.00000000,0.03039986,0.65449381
-5.24362181,3.64488104,0.82814917,2.67249502,0.03355972,0.02840903,0.01049856,0.00000000,0.02969064,0.63506560
-5.23761881,3.55528706,0.79657133,2.61034787,0.03123266,0.02792185,0.01015054,0.00000000,0.02889469,0.61567765
-5.23161581,3.46316515,0.76503743,2.54529343,0.02898958,0.02744054,0.00980865,0.00000000,0.02802138,0.59654915
-5.22561281,3.36938255,0.73388539,2.47789734,0.02684797,0.02696579,0.00947719,0.00000000,0.02708228,0.57790077
-5.21960980,3.27484462,0.70344145,2.40876273,0.02482146,0.02649873,0.00916049,0.00000000,0.02609079,0.55995219
-5.21360680,3.18049032,0.67401736,2.33852988,0.02291999,0.02604107,0.00886290,0.00000000,0.02506190,0.54291914
-5.20760380,3.08728352,0.64590758,2.26787234,0.02114993,0.02559506,0.00858863,0.00000000,0.02401169,0.52701003
-5.20160080,2.99619999,0.61938622,2.19748956,0.01951444,0.02516341,0.00834168,0.00000000,0.02295696,0.51242221
-5.19559780,2.90821032,0.59470380,2.12809582,0.01801383,0.02474915,0.00812574,0.00000000,0.02191466,0.49933799
-5.18959480,2.82425954,0.57208396,2.06040613,0.01664607,0.02435546,0.00794407,0.00000000,0.02090140,0.48792056
-5.18359180,2.74524429,0.55172005,1.99511957,0.01540724,0.02398545,0.00779944,0.00000000,0.01993295,0.47831001
-5.17758879,2.67198857,0.53377192,1.93290089,0.01429212,0.02364193,0.00769398,0.00000000,0.01902374,0.47061959
-5.17158579,2.60521956,0.51836287,1.87436137,0.01329462,0.02332722,0.00762917,0.00000000,0.01818645,0.46493246
-5.16558279,2.54554466,0.50557707,1.82004000,0.01240826,0.02304297,0.00760571,0.00000000,0.01743157,0.46129907
-5.15957979,2.49343110,0.49545762,1.77038586,0.01162661,0.02279003,0.00762355,0.00000000,0.01676718,0.45973537
-5.15357679,2.44918935,0.48800533,1.72574288,0.01094356,0.02256835,0.00768181,0.00000000,0.01619865,0.46022200
-5.14757379,2.41296127,0.48317833,1.68633768,0.01035362,0.02237701,0.00777882,0.00000000,0.01572859,0.46270441
-5.14157079,2.38471374,0.48089286,1.65227125,0.00985207,0.02221422,0.00791214,0.00000000,0.01535679,0.46709412
-5.13556778,2.36423821,0.48102487,1.62351488,0.00943502,0.02207742,0.00807862,0.00000000,0.01508029,0.47327107
-5.12956478,2.35115636,0.48341282,1.59991075,0.00909943,0.02196348,0.00827447,0.00000000,0.01489356,0.48108682
-5.12356178,2.34493154,0.48786143,1.58117695,0.00884300,0.02186883,0.00849535,0.00000000,0.01478876,0.49036873
-5.11755878,2.34488570,0.49414624,1.56691698,0.00866405,0.02178972,0.00873650,0.00000000,0.01475608,0.50092471
-5.11155578,2.35022076,0.50201896,1.55663309,0.00856133,0.02172240,0.00899286,0.00000000,0.01478407,0.51254854
-5.10555278,2.36004379,0.51121333,1.54974307,0.00853377,0.02166335,0.00925922,0.00000000,0.01486014,0.52502533
-5.09954977,2.37339461,0.52145130,1.54559952,0.00858023,0.02160949,0.00953032,0.00000000,0.01497101,0.53813702
-5.09354677,2.38927469,0.53244927,1.54351100,0.00869925,0.02155829,0.00980103,0.00000000,0.01510312,0.55166764
-5.08754377,2.40667618,0.54392424,1.54276402,0.00888880,0.02150791,0.01006643,0.00000000,0.01524318,0.56540804
-5.08154077,2.42460987,0.55559959,1.54264507,0.00914603,0.02145729,0.01032198,0.00000000,0.01537851,0.57916005
-5.07553777,2.44213097,0.56721032,1.54246179,0.00946711,0.02140612,0.01056357,0.00000000,0.01549750,0.59273977
-5.06953477,2.45836201,0.57850762,1.54156263,0.00984707,0.02135481,0.01078760,0.00000000,0.01558990,0.60597998
-5.06353177,2.47251192,0.58926270,1.53935419,0.01027968,0.02130444,0.01099107,0.00000000,0.01564711,0.61873172
-5.05752876,2.48389110,0.59926971,1.53531586,0.01075746,0.02125659,0.01117157,0.00000000,0.01566233,0.63086487
-5.05152576,2.49192210,0.60834791,1.52901132,0.01127169,0.02121325,0.01132732,0.00000000,0.01563073,0.64226797
-5.04552276,2.49614594,0.61634293,1.52009674,0.01181248,0.02117663,0.01145713,0.00000000,0.01554943,0.65284742
-5.03951976,2.49622431,0.62312744,1.50832554,0.01236900,0.02114899,0.01156040,0.00000000,0.01541745,0.66252605
-5.03351676,2.49193805,0.62860107,1.49354983,0.01292964,0.02113252,0.01163702,0.00000000,0.01523565,0.67124150
-5.02751376,2.48318229,0.63268992,1.47571880,0.01348231,0.02112915,0.01168738,0.00000000,0.01500650,0.67894430
-5.02151076,2.46995901,0.63534567,1.45487421,0.01401478,0.02114051,0.01171222,0.00000000,0.01473387,0.68559614
-5.01550775,2.45236759,0.63654445,1.43114357,0.01451505,0.02116778,0.01171262,0.00000000,0.01442276,0.69116820
-5.00950475,2.43059391,0.63628560,1.40473134,0.01497169,0.02121170,0.01168989,0.00000000,0.01407902,0.69563986
-5.00350175,2.40489879,0.63459036,1.37590866,0.01537428,0.02127257,0.01164551,0.00000000,0.01370905,0.69899778
-4.99749875,2.37560610,0.63150068,1.34500215,0.01571379,0.02135026,0.01158105,0.00000000,0.01331949,0.70123535
-4.99149575,2.34309121,0.62707795,1.31238223,0.01598293,0.02144430,0.01149815,0.00000000,0.01291695,0.70235267
-4.98549275,2.30776995,0.62140199,1.27845144,0.01617651,0.02155394,0.01139841,0.00000000,0.01250777,0.70235672
-4.97948974,2.27008853,0.61456994,1.24363318,0.01629173,0.02167832,0.01128342,0.00000000,0.01209779,0.70126191
-4.97348674,2.23051439,0.60669530,1.20836111,0.01632837,0.02181654,0.01115467,0.00000000,0.01169215,0.69909082
-4.96748374,2.18952827,0.59790686,1.17306967,0.01628897,0.02196782,0.01101359,0.00000000,0.01129520,0.69587490
-4.96148074,2.14761739,0.58834758,1.13818572,0.01617891,0.02213160,0.01086149,0.00000000,0.01091037,0.69165527
-4.95547774,2.10526972,0.57817340,1.10412162,0.01600637,0.02230769,0.01069959,0.00000000,0.01054016,0.68648324
-4.94947474,2.06296925,0.56755176,1.07126956,0.01578228,0.02249629,0.01052904,0.00000000,0.01018613,0.68042076
-4.94347174,2.02119220,0.55665994,1.03999734,0.01552008,0.02269812,0.01035088,0.00000000,0.00984895,0.67354052
-4.93746873,1.98040387,0.54568320,1.01064530,0.01523554,0.02291446,0.01016612,0.00000000,0.00952846,0.66592581
-4.93146573,1.94105614,0.53481258,0.98352441,0.01494634,0.02314710,0.00997569,0.00000000,0.00922379,0.65767016
-4.92546273,1.90358530,0.52424253,0.95891515,0.01467174,0.02339838,0.00978055,0.00000000,0.00893349,0.64887665
-4.91945973,1.86841013,0.51416817,0.93706706,0.01443210,0.02367107,0.00958161,0.00000000,0.00865567,0.63965708
-4.91345673,1.83593000,0.50478253,0.91819867,0.01424842,0.02396833,0.00937985,0.00000000,0.00838811,0.63013096
-4.90745373,1.80652275,0.49627344,0.90249753,0.01414179,0.02429356,0.00917626,0.00000000,0.00812850,0.62042442
-4.90145073,1.78054244,0.48882047,0.89012018,0.01413292,0.02465026,0.00897192,0.00000000,0.00787447,0.61066899
-4.89544772,1.75831656,0.48259174,0.88119183,0.01424158,0.02504181,0.00876800,0.00000000,0.00762380,0.60100045
-4.88944472,1.74014292,0.47774079,0.87580562,0.01448615,0.02547131,0.00856576,0.00000000,0.00737454,0.59155762
-4.88344172,1.72628609,0.47440364,0.87402155,0.01488316,0.02594134,0.00836657,0.00000000,0.00712503,0.58248117
-4.87743872,1.71697354,0.47269598,0.87586487,0.01544691,0.02645373,0.00817192,0.00000000,0.00687408,0.57391251
-4.87143572,1.71239170,0.47271089,0.88132439,0.01618911,0.02700934,0.00798345,0.00000000,0.00662092,0.56599278
-4.86543272,1.71268218,0.47451685,0.89035062,0.01711867,0.02760784,0.00780288,0.00000000,0.00636531,0.55886180
-4.85942971,1.71793847,0.47815650,0.90285426,0.01824157,0.02824753,0.00763208,0.00000000,0.00610750,0.55265729
-4.85342671,1.72820373,0.48364609,0.91870522,0.01956074,0.02892515,0.00747301,0.00000000,0.00584819,0.54751410
-4.84742371,1.74346975,0.49097578,0.93773261,0.02107617,0.02963582,0.00732771,0.00000000,0.00558855,0.54356365
-4.84142071,1.76367786,0.50011086,0.95972601,0.02278504,0.03037296,0.00719833,0.00000000,0.00533013,0.54093364
-4.83541771,1.78872186,0.51099404,0.98443835,0.02468195,0.03112830,0.00708702,0.00000000,0.00507476,0.53974787
-4.82941471,1.81845334,0.52354860,1.01159051,0.02675930,0.03189202,0.00699602,0.00000000,0.00482456,0.54012641
-4.82341171,1.85268937,0.53768263,1.04087782,0.02900763,0.03265290,0.00692755,0.00000000,0.00458174,0.54218590
-4.81740870,1.89122245,0.55329401,1.07197836,0.03141617,0.03339858,0.00688382,0.00000000,0.00434864,0.54604008
-4.81140570,1.93383244,0.57027597,1.10456283,0.03397323,0.03411591,0.00686705,0.00000000,0.00412753,0.55180045
-4.80540270,1.98029969,0.58852317,1.13830556,0.03666676,0.03479132,0.00687936,0.00000000,0.00392062,0.55957685
-4.79939970,2.03041881,0.60793764,1.17289627,0.03948480,0.03541128,0.00692285,0.00000000,0.00372994,0.56947793
-4.79339670,2.08401195,0.62843460,1.20805172,0.04241586,0.03596275,0.00699949,0.00000000,0.00355731,0.58161126
-4.78739370,2.14094062,0.64994741,1.24352669,0.04544927,0.03643369,0.00711115,0.00000000,0.00340427,0.59608296
-4.78139070,2.20111494,0.67243158,1.27912337,0.04857542,0.03681349,0.00725954,0.00000000,0.00327205,0.61299659
-4.77538769,2.26449925,0.69586729,1.31469855,0.05178579,0.03709339,0.00744619,0.00000000,0.00316154,0.63245115
-4.76938469,2.33111325,0.72026015,1.35016783,0.05507299,0.03726682,0.00767237,0.00000000,0.00307326,0.65453817
-4.76338169,2.40102798,0.74564013,1.38550645,0.05843052,0.03732967,0.00793910,0.00000000,0.00300739,0.67933770
-4.75737869,2.47435635,0.77205834,1.42074632,0.06185254,0.03728046,0.00824700,0.00000000,0.00296372,0.70691325
-4.75137569,2.55123821,0.79958190,1.45596927,0.06533336,0.03712036,0.00859631,0.00000000,0.00294170,0.73730583
-4.74537269,2.63182041,0.82828693,1.49129653,0.06886705,0.03685318,0.00898677,0.00000000,0.00294041,0.77052726
-4.73936968,2.71623275,0.85824992,1.52687514,0.07244683,0.03648513,0.00941754,0.00000000,0.00295865,0.80655301
-4.73336668,2.80456085,0.88953807,1.56286161,0.07606451,0.03602462,0.00988717,0.00000000,0.00299487,0.84531496
-4.72736368,2.89681766,0.92219891,1.59940400,0.07971002,0.03548186,0.01039350,0.00000000,0.00304728,0.88669449
-4.72136068,2.99291517,0.95624983,1.63662324,0.08337091,0.03486845,0.01093361,0.00000000,0.00311384,0.93051641
-4.71535768,3.09263811,0.99166824,1.67459498,0.08703208,0.03419695,0.01150378,0.00000000,0.00319230,0.97654409
-4.70935468,3.19562169,1.02838283,1.71333284,0.09067552,0.03348038,0.01209951,0.00000000,0.00328026,1.02447638
-4.70335168,3.30133468,1.06626658,1.75277444,0.09428038,0.03273178,0.01271547,0.00000000,0.00337517,1.07394654
-4.69734867,3.40906962,1.10513198,1.79277088,0.09782309,0.03196376,0.01334558,0.00000000,0.00347443,1.12452367
-4.69134567,3.51794087,1.14472892,1.83308053,0.10127776,0.03118811,0.01398304,0.00000000,0.00357541,1.17571664
-4.68534267,3.62689143,1.18474531,1.87336766,0.10461675,0.03041553,0.01462045,0.00000000,0.00367548,1.22698067
-4.67933967,3.73470844,1.22481071,1.91320603,0.10781131,0.02965531,0.01524992,0.00000000,0.00377212,1.27772651
-4.67333667,3.84004705,1.26450287,1.95208745,0.11083243,0.02891525,0.01586322,0.00000000,0.00386292,1.32733191
-4.66733367,3.94146192,1.30335679,1.98943493,0.11365177,0.02820148,0.01645193,0.00000000,0.00394563,1.37515507
-4.66133067,4.03744491,1.34087623,2.02461978,0.11624252,0.02751851,0.01700767,0.00000000,0.00401827,1.42054954
-4.65532766,4.12646738,1.37654685,2.05698191,0.11858034,0.02686923,0.01752226,0.00000000,0.00407908,1.46288009
-4.64932466,4.20702526,1.40985071,2.08585221,0.12064419,0.02625507,0.01798792,0.00000000,0.00412663,1.50153887
-4.64332166,4.27768466,1.44028127,2.11057597,0.12241700,0.02567607,0.01839748,0.00000000,0.00415981,1.53596113
