energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.44172086,6.59216432,0.02658333,0.26157576,1.62730512,0.56644677,1.72664822,4.06483729,1.91365233,0.00000000
-5.43571786,6.68633921,0.02713284,0.26513929,1.65412139,0.57648884,1.75578342,4.12102759,1.94166963,0.00000000
-5.42971486,6.77897829,0.02769303,0.26821460,1.68133438,0.58677840,1.78480769,4.17556416,1.96994136,0.00000000
-5.42371186,6.86937512,0.02825550,0.27078142,1.70849568,0.59722835,1.81342723,4.22811021,1.99825268,0.00000000
-5.41770885,6.95682359,0.02881098,0.27283007,1.73511285,0.60773814,1.84132304,4.27836775,2.02635990,0.00000000
-5.41170585,7.04062372,0.02934950,0.27436089,1.76066057,0.61819453,1.86815579,4.32607950,2.05399174,0.00000000
-5.40570285,7.12008864,0.02986063,0.27538334,1.78459371,0.62847298,1.89357206,4.37103017,2.08085202,0.00000000
-5.39969985,7.19455313,0.03033377,0.27591510,1.80636187,0.63843965,1.91721192,4.41304706,2.10662380,0.00000000
-5.39369685,7.26338354,0.03075842,0.27598093,1.82542490,0.64795414,1.93871750,4.45200024,2.13097497,0.00000000
-5.38769385,7.32598907,0.03112451,0.27561168,1.84126899,0.65687276,1.95774256,4.48780223,2.15356518,0.00000000
-5.38169085,7.38183404,0.03142273,0.27484310,1.85342260,0.66505228,1.97396254,4.52040726,2.17405392,0.00000000
-5.37568784,7.43045082,0.03164482,0.27371489,1.86147186,0.67235408,1.98708476,4.54981011,2.19210947,0.00000000
-5.36968484,7.47145269,0.03178389,0.27226974,1.86507452,0.67864857,1.99685857,4.57604449,2.20741839,0.00000000
-5.36368184,7.50454631,0.03183470,0.27055250,1.86397222,0.68381953,2.00308475,4.59918099,2.21969516,0.00000000
-5.35767884,7.52954299,0.03179383,0.26860953,1.85800036,0.68776842,2.00562406,4.61932463,2.22869162,0.00000000
-5.35167584,7.54636842,0.03165986,0.26648812,1.84709521,0.69041830,2.00440442,4.63661208,2.23420574,0.00000000
-5.34567284,7.55507033,0.03143348,0.26423607,1.83129793,0.69171728,1.99942644,4.65120872,2.23608946,0.00000000
-5.33966983,7.55582389,0.03111751,0.26190145,1.81075540,0.69164130,1.99076706,4.66330571,2.23425522,0.00000000
-5.33366683,7.54893458,0.03071680,0.25953237,1.78571763,0.69019613,1.97858115,4.67311723,2.22868097,0.00000000
-5.32766383,7.53483854,0.03023816,0.25717692,1.75653205,0.68741854,1.96310090,4.68087833,2.21941344,0.00000000
-5.32166083,7.51410051,0.02969014,0.25488312,1.72363468,0.68337648,1.94463306,4.68684331,2.20656961,0.00000000
-5.31565783,7.48740933,0.02908276,0.25269889,1.68753871,0.67816834,1.92355397,4.69128505,2.19033634,0.00000000
-5.30965483,7.45557129,0.02842726,0.25067203,1.64882077,0.67192128,1.90030261,4.69449511,2.17096803,0.00000000
-5.30365183,7.41950126,0.02773569,0.24885014,1.60810550,0.66478861,1.87537171,4.69678476,2.14878264,0.00000000
-5.29764882,7.38021182,0.02702062,0.24728043,1.56604889,0.65694641,1.84929722,4.69848651,2.12415596,0.00000000
-5.29164582,7.33880013,0.02629473,0.24600944,1.52332112,0.64858933,1.82264638,4.69995583,2.09751429,0.00000000
-5.28564282,7.29643268,0.02557050,0.24508256,1.48058930,0.63992585,1.79600462,4.70157269,2.06932583,0.00000000
-5.27963982,7.25432750,0.02485985,0.24454342,1.43850080,0.63117297,1.76996163,4.70374211,2.04009073,0.00000000
-5.27363682,7.21373381,0.02417387,0.24443305,1.39766767,0.62255059,1.74509693,4.70689318,2.01033024,0.00000000
-5.26763382,7.17590894,0.02352255,0.24478887,1.35865252,0.61427570,1.72196524,4.71147598,1.98057490,0.00000000
-5.26163082,7.14209241,0.02291463,0.24564345,1.32195631,0.60655646,1.70108207,4.71795573,1.95135228,0.00000000
-5.25562781,7.11347747,0.02235738,0.24702321,1.28800830,0.59958653,1.68290988,4.72680389,1.92317430,0.00000000
-5.24962481,7.09118035,0.02185659,0.24894688,1.25715845,0.59353962,1.66784509,4.73848607,1.89652460,0.00000000
-5.24362181,7.07620805,0.02141649,0.25142404,1.22967225,0.58856449,1.65620658,4.75344681,1.87184619,0.00000000
-5.23761881,7.06942552,0.02103974,0.25445359,1.20572823,0.58478070,1.64822582,4.77209177,1.84952982,0.00000000
-5.23161581,7.07152364,0.02072753,0.25802243,1.18541791,0.58227507,1.64403924,4.79476799,1.82990341,0.00000000
-5.22561281,7.08298929,0.02047964,0.26210428,1.16874824,0.58109913,1.64368293,4.82174327,1.81322307,0.00000000
-5.21960980,7.10407947,0.02029453,0.26665888,1.15564636,0.58126768,1.64709031,4.85318593,1.79966590,0.00000000
-5.21360680,7.13480084,0.02016952,0.27163155,1.14596632,0.58275844,1.65409274,4.88914622,1.78932513,0.00000000
-5.20760380,7.17489658,0.02010089,0.27695328,1.13949767,0.58551299,1.66442328,4.92954088,1.78220790,0.00000000
-5.20160080,7.22384171,0.02008406,0.28254138,1.13597543,0.58943894,1.67772376,4.97414213,1.77823570,0.00000000
-5.19559780,7.28084812,0.02011375,0.28830072,1.13509121,0.59441325,1.69355487,5.02257214,1.77724789,0.00000000
-5.18959480,7.34487968,0.02018412,0.29412552,1.13650498,0.60028670,1.71140916,5.07430390,1.77900800,0.00000000
-5.18359180,7.41467754,0.02028892,0.29990182,1.13985710,0.60688931,1.73072650,5.12866889,1.78321279,0.00000000
-5.17758879,7.48879494,0.02042168,0.30551036,1.14478029,0.61403644,1.75091154,5.18487152,1.78950373,0.00000000
-5.17158579,7.56564035,0.02057577,0.31082993,1.15091096,0.62153555,1.77135241,5.24200999,1.79748043,0.00000000
-5.16558279,7.64352710,0.02074462,0.31574100,1.15789961,0.62919300,1.79144003,5.29910259,1.80671543,0.00000000
-5.15957979,7.72072722,0.02092180,0.32012941,1.16541994,0.63682097,1.81058720,5.35511819,1.81676967,0.00000000
-5.15357679,7.79552701,0.02110115,0.32389014,1.17317638,0.64424386,1.82824658,5.40900942,1.82720798,0.00000000
-5.14757379,7.86628135,0.02127687,0.32693077,1.18090968,0.65130412,1.84392685,5.45974659,1.83761374,0.00000000
-5.14157079,7.93146426,0.02144365,0.32917454,1.18840069,0.65786711,1.85720638,5.50635067,1.84760205,0.00000000
-5.13556778,7.98971292,0.02159673,0.33056295,1.19547196,0.66382477,1.86774359,5.54792338,1.85683085,0.00000000
-5.12956478,8.03986307,0.02173199,0.33105760,1.20198743,0.66909806,1.87528393,5.58367296,1.86500936,0.00000000
-5.12356178,8.08097419,0.02184599,0.33064131,1.20785025,0.67363790,1.87966287,5.61293412,1.87190355,0.00000000
-5.11755878,8.11234338,0.02193601,0.32931834,1.21299901,0.67742470,1.88080508,5.63518134,1.87733848,0.00000000
-5.11155578,8.13350754,0.02200006,0.32711386,1.21740255,0.68046651,1.87871997,5.65003518,1.88119751,0.00000000
-5.10555278,8.14423453,0.02203688,0.32407257,1.22105396,0.68279593,1.87349386,5.65726128,1.88341856,0.00000000
-5.09954977,8.14450406,0.02204592,0.32025655,1.22396386,0.68446592,1.86527936,5.65676289,1.88398784,0.00000000
-5.09354677,8.13448027,0.02202726,0.31574257,1.22615364,0.68554486,1.85428272,5.64856754,1.88293149,0.00000000
-5.08754377,8.11447792,0.02198157,0.31061887,1.22764889,0.68611105,1.84074986,5.63280913,1.88030587,0.00000000
-5.08154077,8.08492478,0.02191002,0.30498168,1.22847346,0.68624700,1.82495187,5.60970701,1.87618708,0.00000000
-5.07553777,8.04632274,0.02181415,0.29893159,1.22864444,0.68603386,1.80717090,5.57954352,1.87066045,0.00000000
-5.06953477,7.99921012,0.02169581,0.29256996,1.22816827,0.68554623,1.78768711,5.54264160,1.86381071,0.00000000
-5.06353177,7.94412761,0.02155699,0.28599555,1.22703821,0.68484764,1.76676734,5.49934408,1.85571338,0.00000000
-5.05752876,7.88158969,0.02139977,0.27930156,1.22523312,0.68398692,1.74465596,5.44999585,1.84642790,0.00000000
-5.05152576,7.81206305,0.02122619,0.27257300,1.22271761,0.68299564,1.72156838,5.39493000,1.83599284,0.00000000
-5.04552276,7.73595300,0.02103816,0.26588478,1.21944344,0.68188665,1.69768714,5.33445869,1.82442349,0.00000000
-5.03951976,7.65359827,0.02083741,0.25930033,1.21535198,0.68065382,1.67316076,5.26886894,1.81171163,0.00000000
-5.03351676,7.56527387,0.02062545,0.25287077,1.21037750,0.67927295,1.64810503,5.19842354,1.79782771,0.00000000
-5.02751376,7.47120152,0.02040354,0.24663481,1.20445102,0.67770365,1.62260643,5.12336649,1.78272493,0.00000000
-5.02151076,7.37156633,0.02017269,0.24061909,1.19750458,0.67589219,1.59672730,5.04393252,1.76634499,0.00000000
-5.01550775,7.26653840,0.01993374,0.23483904,1.18947539,0.67377498,1.57051210,4.96035970,1.74862506,0.00000000
-5.00950475,7.15629749,0.01968737,0.22930011,1.18030998,0.67128265,1.54399445,4.87290404,1.72950553,0.00000000
-5.00350175,7.04105910,0.01943419,0.22399927,1.16996780,0.66834426,1.51720408,4.78185506,1.70893791,0.00000000
-4.99749875,6.92110000,0.01917483,0.21892672,1.15842433,0.66489168,1.49017354,4.68755105,1.68689254,0.00000000
-4.99149575,6.79678162,0.01891005,0.21406765,1.14567351,0.66086368,1.46294404,4.59039292,1.66336556,0.00000000
-4.98549275,6.66856971,0.01864079,0.20940397,1.13172936,0.65620976,1.43557007,4.49085571,1.63838482,0.00000000
-4.97948974,6.53704912,0.01836831,0.20491601,1.11662690,0.65089330,1.40812277,4.38949678,1.61201428,0.00000000
-4.97348674,6.40293260,0.01809421,0.20058399,1.10042222,0.64489418,1.38069167,4.28696014,1.58435690,0.00000000
-4.96748374,6.26706315,0.01782049,0.19638931,1.08319187,0.63821055,1.35338498,4.18397636,1.55555560,0.00000000
-4.96148074,6.13040956,0.01754959,0.19231559,1.06503156,0.63085976,1.32632847,4.08135792,1.52579252,0.00000000
-4.95547774,5.99405527,0.01728434,0.18834943,1.04605424,0.62287857,1.29966296,3.97999002,1.49528636,0.00000000
-4.94947474,5.85918079,0.01702793,0.18448097,1.02638769,0.61432243,1.27354085,3.88081695,1.46428815,0.00000000
-4.94347174,5.72704054,0.01678383,0.18070408,1.00617169,0.60526412,1.24812176,3.78482459,1.43307547,0.00000000
-4.93746873,5.59893486,0.01655565,0.17701641,0.98555489,0.59579163,1.22356769,3.69301964,1.40194545,0.00000000
-4.93146573,5.47617837,0.01634706,0.17341923,0.96469138,0.58600554,1.20003795,3.60640622,1.37120684,0.00000000
-4.92546273,5.36006604,0.01616157,0.16991701,0.94373723,0.57601601,1.17768408,3.52596093,1.34117144,0.00000000
-4.91945973,5.25183826,0.01600240,0.16651692,0.92284702,0.56593941,1.15664512,3.45260728,1.31214529,0.00000000
-4.91345673,5.15264655,0.01587230,0.16322831,0.90217040,0.55589486,1.13704345,3.38719054,1.28442001,0.00000000
-4.90745373,5.06352120,0.01577339,0.16006196,0.88184898,0.54600083,1.11898130,3.33045412,1.25826452,0.00000000
-4.90145073,4.98534243,0.01570705,0.15702951,0.86201354,0.53637179,1.10253827,3.28301852,1.23391768,0.00000000
-4.89544772,4.91881626,0.01567376,0.15414274,0.84278176,0.52711526,1.08776973,3.24536369,1.21158202,0.00000000
-4.88944472,4.86445619,0.01567312,0.15141308,0.82425645,0.51832917,1.07470644,3.21781584,1.19141878,0.00000000
-4.88344172,4.82257156,0.01570373,0.14885106,0.80652461,0.51009981,1.06335508,3.20053902,1.17354466,0.00000000
-4.87743872,4.79326305,0.01576329,0.14646591,0.78965706,0.50250024,1.05369999,3.19353210,1.15803021,0.00000000
-4.87143572,4.77642549,0.01584866,0.14426534,0.77370899,0.49558934,1.04570566,3.19663115,1.14489995,0.00000000
-4.86543272,4.77175771,0.01595598,0.14225536,0.75872115,0.48941142,1.03932014,3.20951707,1.13413429,0.00000000
-4.85942971,4.77877877,0.01608084,0.14044022,0.74472174,0.48399642,1.03447885,3.23172801,1.12567286,0.00000000
-4.85342671,4.79684966,0.01621851,0.13882252,0.73172882,0.47936053,1.03110889,3.26267594,1.11941933,0.00000000
-4.84742371,4.82519901,0.01636414,0.13740330,0.71975318,0.47550724,1.02913322,3.30166623,1.11524720,0.00000000
-4.84142071,4.86295132,0.01651303,0.13618227,0.70880124,0.47242872,1.02847470,3.34791934,1.11300627,0.00000000
-4.83541771,4.90915606,0.01666082,0.13515802,0.69887807,0.47010726,1.02905960,3.40059318,1.11252946,0.00000000
-4.82941471,4.96281584,0.01680379,0.13432820,0.68998999,0.46851686,1.03082029,3.45880510,1.11363951,0.00000000
-4.82341171,5.02291216,0.01693896,0.13368975,0.68214679,0.46762469,1.03369697,3.52165214,1.11615523,0.00000000
-4.81740870,5.08842732,0.01706433,0.13323893,0.67536319,0.46739237,1.03763826,3.58822873,1.11989692,0.00000000
-4.81140570,5.15836148,0.01717890,0.13297142,0.66965952,0.46777703,1.04260059,3.65764100,1.12469082,0.00000000
-4.80540270,5.23174440,0.01728276,0.13288221,0.66506157,0.46873208,1.04854645,3.72901730,1.13037225,0.00000000
-4.79939970,5.30764156,0.01737707,0.13296553,0.66159939,0.47020772,1.05544148,3.80151478,1.13678748,0.00000000
-4.79339670,5.38515523,0.01746393,0.13321455,0.65930545,0.47215107,1.06325084,3.87432239,1.14379440,0.00000000
-4.78739370,5.46342121,0.01754631,0.13362121,0.65821197,0.47450627,1.07193491,3.94666073,1.15126202,0.00000000
-4.78139070,5.54160255,0.01762784,0.13417588,0.65834786,0.47721432,1.08144484,4.01777975,1.15906912,0.00000000
-4.77538769,5.61888156,0.01771256,0.13486711,0.65973531,0.48021299,1.09171824,4.08695523,1.16710229,0.00000000
-4.76938469,5.69445194,0.01780475,0.13568146,0.66238646,0.48343681,1.10267544,4.15348515,1.17525366,0.00000000
-4.76338169,5.76751240,0.01790861,0.13660330,0.66630032,0.48681727,1.11421666,4.21668709,1.18341883,0.00000000
-4.75737869,5.83726335,0.01802806,0.13761486,0.67146024,0.49028333,1.12622040,4.27589766,1.19149503,0.00000000
-4.75137569,5.90290758,0.01816651,0.13869631,0.67783200,0.49376222,1.13854331,4.33047454,1.19938004,0.00000000
-4.74537269,5.96365574,0.01832663,0.13982609,0.68536293,0.49718076,1.15102160,4.37980172,1.20697184,0.00000000
-4.73936968,6.01873671,0.01851027,0.14098123,0.69398180,0.50046690,1.16347404,4.42329787,1.21416931,0.00000000
-4.73336668,6.06741252,0.01871828,0.14213801,0.70359977,0.50355165,1.17570643,4.46042762,1.22087365,0.00000000
-4.72736368,6.10899694,0.01895052,0.14327250,0.71411218,0.50637123,1.18751721,4.49071505,1.22699078,0.00000000
-4.72136068,6.14287656,0.01920585,0.14436136,0.72540102,0.50886923,1.19870408,4.51375842,1.23243417,0.00000000
-4.71535768,6.16853263,0.01948217,0.14538252,0.73733800,0.51099879,1.20907101,4.52924502,1.23712811,0.00000000
-4.70935468,6.18556206,0.01977652,0.14631593,0.74978793,0.51272453,1.21843531,4.53696486,1.24101093,0.00000000
-4.70335168,6.19369569,0.02008524,0.14714419,0.76261220,0.51402408,1.22663437,4.53682195,1.24403798,0.00000000
-4.69734867,6.19281239,0.02040410,0.14785311,0.77567207,0.51488914,1.23353147,4.52884207,1.24618394,0.00000000
-4.69134567,6.18294754,0.02072850,0.14843208,0.78883173,0.51532590,1.23902050,4.51317621,1.24744438,0.00000000
-4.68534267,6.16429515,0.02105366,0.14887432,0.80196084,0.51535489,1.24302914,4.49009907,1.24783623,0.00000000
-4.67933967,6.13720326,0.02137476,0.14917691,0.81493649,0.51501003,1.24552052,4.46000258,1.24739722,0.00000000
-4.67333667,6.10216272,0.02168718,0.14934071,0.82764468,0.51433716,1.24649315,4.42338460,1.24618423,0.00000000
-4.66733367,6.05979021,0.02198658,0.14937007,0.83998110,0.51339200,1.24597931,4.38083343,1.24427066,0.00000000
-4.66133067,6.01080651,0.02226907,0.14927243,0.85185152,0.51223769,1.24404201,4.33300927,1.24174307,0.00000000
-4.65532766,5.95601161,0.02253128,0.14905789,0.86317187,0.51094211,1.24077083,4.28062343,1.23869729,0.00000000
-4.64932466,5.89625828,0.02277048,0.14873860,0.87386797,0.50957511,1.23627696,4.22441709,1.23523434,0.00000000
-4.64332166,5.83242595,0.02298456,0.14832829,0.88387528,0.50820583,1.23068771,4.16514052,1.23145641,0.00000000
