energy_ev,total_up,Cd_p_up,Cd_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-6.00000000,0.87790643,0.17800911,0.11855450,0.03009269,0.10208863,0.02542186,0.31178631
-5.99399700,0.82802007,0.16835157,0.11306875,0.02939498,0.09443024,0.02494988,0.30090955
-5.98799400,0.78020294,0.15922771,0.10760319,0.02864805,0.08754240,0.02464381,0.28950673
-5.98199100,0.73478263,0.15069979,0.10220431,0.02786665,0.08146171,0.02450774,0.27767892
-5.97598799,0.69201751,0.14281336,0.09691754,0.02706690,0.07620191,0.02454123,0.26553692
-5.96998499,0.65209968,0.13559769,0.09178686,0.02626590,0.07175529,0.02473939,0.25319967
-5.96398199,0.61515909,0.12906657,0.08685441,0.02548144,0.06809464,0.02509304,0.24079214
-5.95797899,0.58126847,0.12321937,0.08215996,0.02473148,0.06517558,0.02558900,0.22844296
-5.95197599,0.55044887,0.11804230,0.07774041,0.02403363,0.06293926,0.02621051,0.21628184
-5.94597299,0.52267545,0.11350986,0.07362922,0.02340462,0.06131528,0.02693766,0.20443680
-5.93996998,0.49788353,0.10958640,0.06985584,0.02285970,0.06022471,0.02774805,0.19303142
-5.93396698,0.47597462,0.10622774,0.06644513,0.02241205,0.05958322,0.02861736,0.18218223
-5.92796398,0.45682249,0.10338285,0.06341688,0.02207227,0.05930408,0.02952010,0.17199631
-5.92196098,0.44027925,0.10099563,0.06078542,0.02184785,0.05930111,0.03043038,0.16256929
-5.91595798,0.42618135,0.09900653,0.05855930,0.02174282,0.05949142,0.03132261,0.15398380
-5.90995498,0.41435554,0.09735433,0.05674123,0.02175743,0.05979789,0.03217235,0.14630846
-5.90395198,0.40462481,0.09597775,0.05532810,0.02188800,0.06015133,0.03295697,0.13959751
-5.89794897,0.39681408,0.09481706,0.05431132,0.02212691,0.06049232,0.03365642,0.13389093
-5.89194597,0.39075578,0.09381553,0.05367723,0.02246272,0.06077264,0.03425376,0.12921520
-5.88594297,0.38629497,0.09292083,0.05340779,0.02288046,0.06095629,0.03473573,0.12558447
-5.87993997,0.38329397,0.09208617,0.05348137,0.02336205,0.06102000,0.03509311,0.12300217
-5.87393697,0.38163625,0.09127131,0.05387369,0.02388689,0.06095341,0.03532100,0.12146282
-5.86793397,0.38122942,0.09044332,0.05455880,0.02443248,0.06075869,0.03541888,0.12095392
-5.86193097,0.38200702,0.08957705,0.05551010,0.02497522,0.06044977,0.03539062,0.12145785
-5.85592796,0.38392910,0.08865539,0.05670125,0.02549116,0.06005115,0.03524422,0.12295343
-5.84992496,0.38698131,0.08766918,0.05810708,0.02595686,0.05959639,0.03499147,0.12541726
-5.84392196,0.39117241,0.08661684,0.05970417,0.02635019,0.05912620,0.03464747,0.12882442
-5.83791896,0.39653035,0.08550377,0.06147140,0.02665107,0.05868635,0.03422997,0.13314875
-5.83191596,0.40309675,0.08434143,0.06339007,0.02684214,0.05832539,0.03375866,0.13836236
-5.82591296,0.41092014,0.08314624,0.06544390,0.02690932,0.05809225,0.03325441,0.14443468
-5.81990995,0.42004810,0.08193825,0.06761865,0.02684222,0.05803384,0.03273836,0.15133084
-5.81390695,0.43051866,0.08073978,0.06990157,0.02663443,0.05819276,0.03223113,0.15900958
-5.80790395,0.44235136,0.07957393,0.07228058,0.02628361,0.05860513,0.03175193,0.16742095
-5.80190095,0.45553849,0.07846310,0.07474335,0.02579145,0.05929874,0.03131785,0.17650373
-5.79589795,0.47003697,0.07742764,0.07727621,0.02516347,0.06029145,0.03094310,0.18618301
-5.78989495,0.48576137,0.07648463,0.07986312,0.02440867,0.06159005,0.03063851,0.19636807
-5.78389195,0.50257868,0.07564686,0.08248473,0.02353910,0.06318959,0.03041101,0.20695072
-5.77788894,0.52030516,0.07492214,0.08511754,0.02256930,0.06507319,0.03026345,0.21780443
-5.77188594,0.53870579,0.07431287,0.08773336,0.02151572,0.06721233,0.03019439,0.22878434
-5.76588294,0.55749638,0.07381606,0.09029907,0.02039606,0.06956777,0.03019829,0.23972836
-5.75987994,0.57634872,0.07342363,0.09277671,0.01922867,0.07209093,0.03026567,0.25045927
-5.75387694,0.59489858,0.07312315,0.09512404,0.01803192,0.07472571,0.03038358,0.26078811
-5.74787394,0.61275636,0.07289896,0.09729539,0.01682369,0.07741080,0.03053619,0.27051849
-5.74187094,0.62952021,0.07273353,0.09924297,0.01562089,0.08008229,0.03070547,0.27945189
-5.73586793,0.64479103,0.07260916,0.10091846,0.01443908,0.08267652,0.03087203,0.28739365
-5.72986493,0.65818859,0.07250984,0.10227483,0.01329218,0.08513310,0.03101597,0.29415948
-5.72386193,0.66936835,0.07242323,0.10326834,0.01219233,0.08739788,0.03111783,0.29958205
-5.71785893,0.67803791,0.07234263,0.10386063,0.01114978,0.08942590,0.03115948,0.30351747
-5.71185593,0.68397241,0.07226887,0.10402063,0.01017290,0.09118399,0.03112499,0.30585123
-5.70585293,0.68702807,0.07221203,0.10372643,0.00926832,0.09265308,0.03100139,0.30650336
-5.69984992,0.68715310,0.07219282,0.10296675,0.00844102,0.09383002,0.03077934,0.30543248
-5.69384692,0.68439549,0.07224364,0.10174209,0.00769458,0.09472882,0.03045366,0.30263848
-5.68784392,0.67890700,0.07240910,0.10006548,0.00703141,0.09538124,0.03002369,0.29816382
-5.68184092,0.67094327,0.07274614,0.09796258,0.00645296,0.09583670,0.02949345,0.29209313
-5.67583792,0.66085980,0.07332346,0.09547143,0.00595997,0.09616144,0.02887169,0.28455134
