energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-5.38769385,1.89733213,0.00612506,0.23748377,0.01054001,0.80973372,0.79219178,0.26949668,0.77834556,0.06906718
-5.38169085,1.99212652,0.00602081,0.24856836,0.01092062,0.85322771,0.82720476,0.28553774,0.81231530,0.07216903
-5.37568784,2.08132971,0.00588433,0.25889896,0.01131818,0.89446716,0.85938029,0.30092911,0.84381418,0.07506888
-5.36968484,2.16342089,0.00571817,0.26829569,0.01171534,0.93274821,0.88816945,0.31541686,0.87234916,0.07771885
-5.36368184,2.23693049,0.00552531,0.27658763,0.01209585,0.96738493,0.91305049,0.32875225,0.89744658,0.08007282
-5.35767884,2.30048104,0.00530915,0.28361765,0.01244481,0.99772849,0.93354381,0.34069893,0.91866511,0.08208761
-5.35167584,2.35282852,0.00507335,0.28924731,0.01274889,1.02318652,0.94922675,0.35104021,0.93560916,0.08372423
-5.34567284,2.39290242,0.00482174,0.29336147,0.01299658,1.04324203,0.95974786,0.35958621,0.94794202,0.08494910
-5.33966983,2.41984268,0.00455819,0.29587246,0.01317838,1.05747089,0.96483957,0.36618049,0.95539824,0.08573521
-5.33366683,2.43303178,0.00428653,0.29672353,0.01328692,1.06555723,0.96432901,0.37070589,0.95779451,0.08606316
-5.32766383,2.43212012,0.00401046,0.29589151,0.01331709,1.06730578,0.95814608,0.37308919,0.95503861,0.08592194
-5.32166083,2.41704348,0.00373350,0.29338830,0.01326609,1.06265058,0.94632853,0.37330444,0.94713579,0.08530958
-5.31565783,2.38803131,0.00345888,0.28926138,0.01313342,1.05165954,0.92902350,0.37137466,0.93419208,0.08423346
-5.30965483,2.34560513,0.00318956,0.28359290,0.01292081,1.03453458,0.90648546,0.36737185,0.91641447,0.08271035
-5.30365183,2.29056695,0.00292820,0.27649772,0.01263211,1.01160705,0.87907057,0.36141516,0.89410750,0.08076609
-5.29764882,2.22397801,0.00267714,0.26812015,0.01227311,0.98332884,0.84722750,0.35366747,0.86766660,0.07843504
-5.29164582,2.14712847,0.00243838,0.25862969,0.01185135,0.95025930,0.81148522,0.34433016,0.83756811,0.07575912
-5.28564282,2.06149951,0.00221368,0.24821588,0.01137580,0.91304859,0.77243820,0.33363670,0.80435659,0.07278674
-5.27963982,1.96871929,0.00200452,0.23708249,0.01085660,0.87241830,0.73072967,0.32184492,0.76862982,0.06957137
-5.27363682,1.87051484,0.00181216,0.22544129,0.01030476,0.82914001,0.68703370,0.30922867,0.73102208,0.06617005
-5.26763382,1.76866184,0.00163767,0.21350563,0.00973182,0.78401283,0.64203685,0.29606892,0.69218656,0.06264179
-5.26163082,1.66493458,0.00148202,0.20148425,0.00914958,0.73784097,0.59642019,0.28264492,0.65277766,0.05904590
-5.25562781,1.56105804,0.00134603,0.18957541,0.00856976,0.69141207,0.55084235,0.26922573,0.61343374,0.05544046
-5.24962481,1.45866413,0.00123052,0.17796165,0.00800376,0.64547730,0.50592441,0.25606235,0.57476128,0.05188081
-5.24362181,1.35925357,0.00113625,0.16680544,0.00746245,0.60073389,0.46223690,0.24338100,0.53732089,0.04841824
-5.23761881,1.26416484,0.00106402,0.15624576,0.00695593,0.55781066,0.42028954,0.23137759,0.50161575,0.04509895
-5.23161581,1.17455086,0.00101464,0.14639584,0.00649341,0.51725695,0.38052380,0.22021372,0.46808279,0.04196312
-5.22561281,1.09136394,0.00098895,0.13734195,0.00608308,0.47953507,0.34330833,0.21001417,0.43708681,0.03904438
-5.21960980,1.01534893,0.00098785,0.12914342,0.00573202,0.44501636,0.30893733,0.20086599,0.40891763,0.03636948
-5.21360680,0.94704419,0.00101226,0.12183361,0.00544619,0.41398057,0.27763146,0.19281923,0.38379003,0.03395819
-5.20760380,0.88678955,0.00106309,0.11542195,0.00523036,0.38661835,0.24954115,0.18588889,0.36184644,0.03182352
-5.20160080,0.83474025,0.00114125,0.10989669,0.00508816,0.36303623,0.22475167,0.18005827,0.34316171,0.02997203
-5.19559780,0.79088561,0.00124752,0.10522835,0.00502202,0.34326375,0.20328983,0.17528320,0.32774987,0.02840445
-5.18959480,0.75507107,0.00138259,0.10137352,0.00503325,0.32726205,0.18513155,0.17149705,0.31557206,0.02711627
-5.18359180,0.72702225,0.00154693,0.09827897,0.00512202,0.31493330,0.17020997,0.16861616,0.30654535,0.02609852
-5.17758879,0.70636970,0.00174073,0.09588574,0.00528739,0.30613055,0.15842375,0.16654544,0.30055179,0.02533851
-5.17158579,0.69267309,0.00196385,0.09413308,0.00552730,0.30066745,0.14964502,0.16518386,0.29744739,0.02482065
-5.16558279,0.68544401,0.00221571,0.09296210,0.00583857,0.29832742,0.14372684,0.16442959,0.29707047,0.02452716
-5.15957979,0.68416638,0.00249526,0.09231886,0.00621693,0.29887206,0.14050991,0.16418460,0.29924919,0.02443873
-5.15357679,0.68831416,0.00280089,0.09215704,0.00665700,0.30204848,0.13982835,0.16435854,0.30380804,0.02453513
-5.14757379,0.69736592,0.00313039,0.09243979,0.00715233,0.30759567,0.14151449,0.16487183,0.31057302,0.02479572
-5.14157079,0.71081623,0.00348095,0.09314101,0.00769538,0.31524971,0.14540274,0.16565787,0.31937576,0.02519986
-5.13556778,0.72818418,0.00384913,0.09424591,0.00827766,0.32474812,0.15133249,0.16666440,0.33005626,0.02572719
-5.12956478,0.74901911,0.00423086,0.09575085,0.00888971,0.33583334,0.15915015,0.16785404,0.34246471,0.02635797
-5.12356178,0.77290410,0.00462155,0.09766259,0.00952131,0.34825568,0.16871053,0.16920405,0.35646229,0.02707321
-5.11755878,0.79945782,0.00501610,0.09999698,0.01016158,0.36177586,0.17987747,0.17070557,0.37192125,0.02785484
-5.11155578,0.82833493,0.00540903,0.10277720,0.01079922,0.37616733,0.19252404,0.17236219,0.38872444,0.02868583
-5.10555278,0.85922588,0.00579463,0.10603158,0.01142272,0.39121864,0.20653231,0.17418837,0.40676445,0.02955030
-5.09954977,0.89185622,0.00616706,0.10979118,0.01202064,0.40673580,0.22179275,0.17620745,0.42594253,0.03043366
-5.09354677,0.92598584,0.00652057,0.11408726,0.01258195,0.42254487,0.23820335,0.17844967,0.44616738,0.03132270
-5.08754377,0.96140836,0.00684966,0.11894858,0.01309629,0.43849461,0.25566850,0.18095025,0.46735396,0.03220575
-5.08154077,0.99795069,0.00714924,0.12439889,0.01355438,0.45445917,0.27409769,0.18374744,0.48942227,0.03307279
-5.07553777,1.03547275,0.00741484,0.13045449,0.01394826,0.47034080,0.29340396,0.18688095,0.51229619,0.03391564
-5.06953477,1.07386729,0.00764279,0.13712203,0.01427168,0.48607214,0.31350222,0.19039043,0.53590235,0.03472808
-5.06353177,1.11305946,0.00783035,0.14439668,0.01452027,0.50161816,0.33430740,0.19431432,0.56016896,0.03550599
-5.05752876,1.15300622,0.00797582,0.15226065,0.01469186,0.51697743,0.35573256,0.19868890,0.58502470,0.03624740
-5.05152576,1.19369510,0.00807868,0.16068225,0.01478655,0.53218244,0.37768689,0.20354759,0.61039746,0.03695261
-5.04552276,1.23514227,0.00813963,0.16961537,0.01480683,0.54729896,0.40007388,0.20892044,0.63621314,0.03762412
-5.03951976,1.27738978,0.00816062,0.17899963,0.01475759,0.56242419,0.42278956,0.21483382,0.66239440,0.03826660
-5.03351676,1.32050184,0.00814482,0.18876103,0.01464601,0.57768373,0.44572113,0.22131020,0.68885948,0.03888668
-5.02751376,1.36456025,0.00809660,0.19881327,0.01448141,0.59322727,0.46874594,0.22836804,0.71552115,0.03949281
-5.02151076,1.40965892,0.00802141,0.20905960,0.01427502,0.60922311,0.49173108,0.23602170,0.74228578,0.04009489
-5.01550775,1.45589764,0.00792568,0.21939523,0.01403966,0.62585163,0.51453358,0.24428136,0.76905287,0.04070393
-5.00950475,1.50337531,0.00781667,0.22971021,0.01378933,0.64329792,0.53700131,0.25315290,0.79571477,0.04133166
-5.00350175,1.55218274,0.00770230,0.23989270,0.01353885,0.66174365,0.55897470,0.26263771,0.82215696,0.04199001
-4.99749875,1.60239519,0.00759092,0.24983241,0.01330336,0.68135860,0.58028904,0.27273237,0.84825865,0.04269066
-4.99149575,1.65406490,0.00749117,0.25942427,0.01309785,0.70229205,0.60077760,0.28342823,0.87389392,0.04344450
-4.98549275,1.70721368,0.00741170,0.26857188,0.01293668,0.72466426,0.62027503,0.29471086,0.89893307,0.04426118
-4.97948974,1.76182561,0.00736098,0.27719076,0.01283314,0.74855846,0.63862124,0.30655924,0.92324430,0.04514855
-4.97348674,1.81784023,0.00734708,0.28521116,0.01279901,0.77401341,0.65566528,0.31894492,0.94669546,0.04611229
-4.96748374,1.87514586,0.00737742,0.29258022,0.01284414,0.80101707,0.67126904,0.33183089,0.96915567,0.04715546
-4.96148074,1.93357363,0.00745859,0.29926331,0.01297616,0.82950133,0.68531061,0.34517040,0.99049680,0.04827820
-4.95547774,1.99289197,0.00759611,0.30524451,0.01320018,0.85933818,0.69768695,0.35890569,1.01059445,0.04947748
-4.94947474,2.05280194,0.00779426,0.31052614,0.01351860,0.89033754,0.70831571,0.37296662,1.02932853,0.05074689
-4.94347174,2.11293348,0.00805587,0.31512721,0.01393101,0.92224670,0.71713619,0.38726944,1.04658322,0.05207659
-4.93746873,2.17284310,0.00838223,0.31908099,0.01443414,0.95475174,0.72410919,0.40171569,1.06224644,0.05345331
-4.93146573,2.23201298,0.00877289,0.32243174,0.01502193,0.98748082,0.72921590,0.41619137,1.07620876,0.05486047
-4.92546273,2.28985232,0.00922560,0.32523079,0.01568568,1.02000950,0.73245588,0.43056655,1.08836214,0.05627841
-4.91945973,2.34570098,0.00973626,0.32753214,0.01641426,1.05186802,0.73384440,0.44469550,1.09859841,0.05768466
-4.91345673,2.39883599,0.01029891,0.32938801,0.01719441,1.08255048,0.73340911,0.45841750,1.10680806,0.05905444
-4.90745373,2.44848121,0.01090576,0.33084435,0.01801116,1.11152581,0.73118670,0.47155841,1.11287934,0.06036113
-4.90145073,2.49382042,0.01154731,0.33193699,0.01884825,1.13825027,0.72721954,0.48393312,1.11669822,0.06157687
-4.89544772,2.53401381,0.01221250,0.33268830,0.01968863,1.16218129,0.72155267,0.49534889,1.11814918,0.06267330
-4.88944472,2.56821784,0.01288891,0.33310493,0.02051505,1.18279217,0.71423148,0.50560948,1.11711729,0.06362223
-4.88344172,2.59560810,0.01356309,0.33317668,0.02131061,1.19958737,0.70530026,0.51452023,1.11349142,0.06439647
-4.87743872,2.61540463,0.01422082,0.33287655,0.02205936,1.21211776,0.69480163,0.52189368,1.10716883,0.06497062
-4.87143572,2.62689891,0.01484754,0.33216215,0.02274688,1.21999543,0.68277711,0.52755581,1.09806081,0.06532189
-4.86543272,2.62948142,0.01542871,0.33097838,0.02336090,1.22290741,0.66926861,0.53135244,1.08609933,0.06543080
-4.85942971,2.62266880,0.01595028,0.32926109,0.02389177,1.22062785,0.65432084,0.53315572,1.07124420,0.06528194
-4.85342671,2.60612919,0.01639910,0.32694177,0.02433295,1.21302805,0.63798436,0.53287027,1.05349046,0.06486454
-4.84742371,2.57970441,0.01676330,0.32395274,0.02468141,1.20008396,0.62031905,0.53043865,1.03287548,0.06417293
-4.84142071,2.54342793,0.01703275,0.32023270,0.02493787,1.18188060,0.60139771,0.52584601,1.00948522,0.06320693
-4.83541771,2.49753716,0.01719929,0.31573214,0.02510702,1.15861336,0.58130939,0.51912337,0.98345924,0.06197199
-4.82941471,2.44247940,0.01725709,0.31041840,0.02519754,1.13058573,0.56016219,0.51034960,0.95499387,0.06047918
-4.82341171,2.37891050,0.01720279,0.30427994,0.02522198,1.09820363,0.53808527,0.49965164,0.92434336,0.05874505
-4.81740870,2.30768601,0.01703562,0.29732962,0.02519654,1.06196636,0.51522977,0.48720296,0.89181846,0.05679122
-4.81140570,2.22984475,0.01675739,0.28960667,0.02514067,1.02245438,0.49176851,0.47322031,0.85778258,0.05464389
-4.80540270,2.14658500,0.01637244,0.28117735,0.02507654,0.98031436,0.46789442,0.45795866,0.82264521,0.05233314
-4.79939970,2.05923424,0.01588745,0.27213409,0.02502837,0.93624199,0.44381759,0.44170453,0.78685305,0.04989212
-4.79339670,1.96921318,0.01531120,0.26259322,0.02502165,0.89096305,0.41976123,0.42476800,0.75087879,0.04735614
-4.78739370,1.87799567,0.01465425,0.25269141,0.02508225,0.84521352,0.39595652,0.40747355,0.71520830,0.04476168
-4.78139070,1.78706576,0.01392858,0.24258101,0.02523550,0.79971935,0.37263663,0.39015025,0.68032639,0.04214541
-4.77538769,1.69787384,0.01314715,0.23242445,0.02550520,0.75517670,0.35003039,0.37312147,0.64670206,0.03954319
-4.76938469,1.61179346,0.01232353,0.22238814,0.02591261,0.71223319,0.32835556,0.35669481,0.61477362,0.03698910
-4.76338169,1.53008061,0.01147143,0.21263612,0.02647550,0.67147109,0.30781251,0.34115236,0.58493450,0.03451460
-4.75737869,1.45383724,0.01060435,0.20332377,0.02720730,0.63339273,0.28857818,0.32674192,0.55752040,0.03214777
-4.75137569,1.38398029,0.00973516,0.19459199,0.02811629,0.59840893,0.27080098,0.31366947,0.53279823,0.02991268
-4.74537269,1.32121776,0.00887583,0.18656208,0.02920499,0.56683056,0.25459673,0.30209317,0.51095755,0.02782898
-4.73936968,1.26603251,0.00803712,0.17933152,0.03046973,0.53886378,0.24004584,0.29211922,0.49210473,0.02591155
-4.73336668,1.21867463,0.00722843,0.17297105,0.03190043,0.51460884,0.22719195,0.28379963,0.47626034,0.02417046
-4.72736368,1.17916257,0.00645765,0.16752290,0.03348059,0.49406257,0.21604206,0.27713215,0.46335965,0.02261099
-4.72136068,1.14729292,0.00573106,0.16300044,0.03518753,0.47712447,0.20656811,0.27206226,0.45325649,0.02123391
-4.71535768,1.12265842,0.00505337,0.15938917,0.03699292,0.46360593,0.19871003,0.26848711,0.44573018,0.02003582
-4.70935468,1.10467341,0.00442776,0.15664890,0.03886352,0.45324244,0.19238003,0.26626135,0.44049531,0.01900969
-4.70335168,1.09260554,0.00385596,0.15471715,0.04076211,0.44570809,0.18746793,0.26520443,0.43721392,0.01814548
-4.69734867,1.08561247,0.00333839,0.15351333,0.04264869,0.44063189,0.18384729,0.26510928,0.43550965,0.01743084
-4.69134567,1.08278186,0.00287434,0.15294376,0.04448176,0.43761521,0.18138211,0.26575178,0.43498312,0.01685186
-4.68534267,1.08317304,0.00246211,0.15290698,0.04621974,0.43624965,0.17993364,0.26690074,0.43522807,0.01639380
-4.67933967,1.08585850,0.00209924,0.15329927,0.04782239,0.43613465,0.17936712,0.26832790,0.43584741,0.01604187
-4.67333667,1.08996344,0.00178267,0.15401999,0.04925229,0.43689405,0.17955796,0.26981757,0.43646854,0.01578189
-4.66733367,1.09470166,0.00150893,0.15497655,0.05047616,0.43819102,0.18039728,0.27117550,0.43675741,0.01560093
-4.66133067,1.09940636,0.00127426,0.15608872,0.05146607,0.43974073,0.18179634,0.27223649,0.43643053,0.01548777
-4.65532766,1.10355435,0.00107484,0.15729208,0.05220046,0.44132018,0.18368970,0.27287060,0.43526467,0.01543339
-4.64932466,1.10678294,0.00090684,0.15854047,0.05266487,0.44277484,0.18603703,0.27298754,0.43310363,0.01543112
-4.64332166,1.10889849,0.00076654,0.15980737,0.05285249,0.44402182,0.18882337,0.27253923,0.42986205,0.01547684
