energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.82591296,0.95202381,0.00064273,0.01118383,0.31655546,0.27792532,0.00220131,0.59082129,0.31936887,0.09255373
-5.81990995,0.87250377,0.00055692,0.01020368,0.29084857,0.25532542,0.00194023,0.54200196,0.29271753,0.08458985
-5.81390695,0.79841470,0.00048139,0.00929720,0.26701688,0.23392247,0.00172310,0.49664102,0.26767914,0.07720818
-5.80790395,0.73057593,0.00041515,0.00847611,0.24532709,0.21399957,0.00154863,0.45524271,0.24452629,0.07047861
-5.80190095,0.66968180,0.00035731,0.00775083,0.22600056,0.19580325,0.00141555,0.41823320,0.22348384,0.06445922
-5.79589795,0.61629698,0.00030704,0.00713039,0.20921169,0.17954127,0.00132268,0.38595760,0.20472702,0.05919599
-5.78989495,0.57085515,0.00026362,0.00662252,0.19508730,0.16538170,0.00126903,0.35867898,0.18838095,0.05472282
-5.78389195,0.53366063,0.00022639,0.00623364,0.18370722,0.15345297,0.00125373,0.33657915,0.17452153,0.05106183
-5.77788894,0.50489209,0.00019474,0.00596892,0.17510553,0.14384488,0.00127610,0.31976081,0.16317726,0.04822371
-5.77188594,0.48460801,0.00016812,0.00583231,0.16927258,0.13661015,0.00133562,0.30825070,0.15433201,0.04620834
-5.76588294,0.47275296,0.00014606,0.00582659,0.16615737,0.13176634,0.00143184,0.30200343,0.14792833,0.04500536
-5.75987994,0.46916451,0.00012810,0.00595335,0.16567040,0.12929807,0.00156439,0.30090560,0.14387137,0.04459482
-5.75387694,0.47358009,0.00011385,0.00621296,0.16768669,0.12915918,0.00173286,0.30478013,0.14203288,0.04494783
-5.74787394,0.48564375,0.00010292,0.00660454,0.17204889,0.13127485,0.00193673,0.31339054,0.14225555,0.04602717
-5.74187094,0.50491260,0.00009500,0.00712582,0.17857061,0.13554357,0.00217527,0.32644516,0.14435726,0.04778788
-5.73586793,0.53086293,0.00008976,0.00777306,0.18703978,0.14183890,0.00244746,0.34360129,0.14813542,0.05017781
-5.72986493,0.56289630,0.00008692,0.00854090,0.19722216,0.15001118,0.00275189,0.36446942,0.15337117,0.05313819
-5.72386193,0.60034579,0.00008621,0.00942222,0.20886500,0.15988911,0.00308666,0.38861766,0.15983363,0.05660418
-5.71785893,0.64248278,0.00008737,0.01040801,0.22170089,0.17128141,0.00344931,0.41557658,0.16728402,0.06050553
-5.71185593,0.68852464,0.00009017,0.01148731,0.23545195,0.18397868,0.00383678,0.44484471,0.17547974,0.06476727
-5.70585293,0.73764376,0.00009438,0.01264711,0.24983423,0.19775558,0.00424533,0.47589482,0.18417851,0.06931059
-5.69984992,0.78897813,0.00009978,0.01387239,0.26456249,0.21237346,0.00467058,0.50818127,0.19314237,0.07405381
-5.69384692,0.84164392,0.00010614,0.01514618,0.27935535,0.22758354,0.00510751,0.54114843,0.20214178,0.07891356
-5.68784392,0.89474993,0.00011325,0.01644975,0.29394055,0.24313076,0.00555050,0.57424031,0.21095954,0.08380614
-5.68184092,0.94741404,0.00012092,0.01776286,0.30806064,0.25875823,0.00599344,0.60691118,0.21939472,0.08864909
-5.67583792,0.99878133,0.00012895,0.01906410,0.32147856,0.27421234,0.00642983,0.63863725,0.22726636,0.09336285
-5.66983492,1.04804359,0.00013714,0.02033133,0.33398326,0.28924839,0.00685294,0.66892886,0.23441695,0.09787263
-5.66383192,1.09445952,0.00014532,0.02154220,0.34539505,0.30363654,0.00725597,0.69734306,0.24071552,0.10211024
-5.65782891,1.13737500,0.00015331,0.02267472,0.35557046,0.31716801,0.00763227,0.72349595,0.24606032,0.10601608
-5.65182591,1.17624256,0.00016097,0.02370786,0.36440651,0.32966115,0.00797552,0.74707434,0.25038090,0.10954089
-5.64582291,1.21063908,0.00016816,0.02462220,0.37184401,0.34096712,0.00827993,0.76784618,0.25363953,0.11264749
-5.63981991,1.24028091,0.00017475,0.02540049,0.37786979,0.35097495,0.00854047,0.78566912,0.25583184,0.11531216
-5.63381691,1.26503535,0.00018067,0.02602831,0.38251772,0.35961562,0.00875307,0.80049672,0.25698661,0.11752578
-5.62781391,1.28492784,0.00018583,0.02649450,0.38586821,0.36686490,0.00891472,0.81238187,0.25716469,0.11929453
-5.62181091,1.30014397,0.00019021,0.02679158,0.38804630,0.37274475,0.00902371,0.82147693,0.25645700,0.12064015
-5.61580790,1.31102620,0.00019376,0.02691610,0.38921813,0.37732310,0.00907962,0.82803048,0.25498158,0.12159963
-5.60980490,1.31806463,0.00019652,0.02686874,0.38958593,0.38071187,0.00908346,0.83238045,0.25287987,0.12222449
-5.60380190,1.32188234,0.00019850,0.02665439,0.38938164,0.38306331,0.00903763,0.83494382,0.25031221,0.12257938
-5.59779890,1.32321523,0.00019977,0.02628201,0.38885925,0.38456471,0.00894595,0.83620307,0.24745265,0.12274026
-5.59179590,1.32288731,0.00020038,0.02576436,0.38828612,0.38543162,0.00881351,0.83668983,0.24448338,0.12279215
-5.58579290,1.32178210,0.00020043,0.02511766,0.38793370,0.38589991,0.00864664,0.83696632,0.24158881,0.12282639
-5.57978989,1.32081138,0.00020002,0.02436105,0.38806778,0.38621697,0.00845268,0.83760522,0.23894957,0.12293766
-5.57378689,1.32088249,0.00019923,0.02351605,0.38893882,0.38663240,0.00823992,0.83916890,0.23673666,0.12322088
-5.56778389,1.32286556,0.00019816,0.02260590,0.39077267,0.38738873,0.00801730,0.84218877,0.23510590,0.12376789
-5.56178089,1.32756214,0.00019692,0.02165490,0.39376208,0.38871246,0.00779431,0.84714570,0.23419299,0.12466434
-5.55577789,1.33567643,0.00019558,0.02068769,0.39805931,0.39080591,0.00758073,0.85445231,0.23410928,0.12598668
-5.54977489,1.34779058,0.00019421,0.01972864,0.40377031,0.39384028,0.00738648,0.86443793,0.23493839,0.12779943
-5.54377189,1.36434479,0.00019287,0.01880120,0.41095050,0.39795016,0.00722141,0.87733689,0.23673397,0.13015294
-5.53776888,1.38562335,0.00019159,0.01792738,0.41960255,0.40322972,0.00709514,0.89328055,0.23951846,0.13308149
-5.53176588,1.41174681,0.00019040,0.01712725,0.42967609,0.40973076,0.00701693,0.91229344,0.24328306,0.13660210
-5.52576288,1.44267073,0.00018929,0.01641859,0.44106951,0.41746264,0.00699551,0.93429367,0.24798884,0.14071380
-5.51975988,1.47819077,0.00018828,0.01581660,0.45363369,0.42639392,0.00703899,0.95909738,0.25356888,0.14539760
-5.51375688,1.51795376,0.00018732,0.01533374,0.46717748,0.43645570,0.00715470,0.98642705,0.25993146,0.15061698
-5.50775388,1.56147395,0.00018642,0.01497961,0.48147473,0.44754621,0.00734916,1.01592317,0.26696404,0.15631903
-5.50175088,1.60815381,0.00018555,0.01476097,0.49627261,0.45953657,0.00762789,1.04715872,0.27453787,0.16243607
-5.49574787,1.65730786,0.00018470,0.01468180,0.51130075,0.47227711,0.00799537,1.07965568,0.28251314,0.16888772
-5.48974487,1.70818884,0.00018388,0.01474342,0.52628084,0.48560403,0.00845486,1.11290274,0.29074427,0.17558332
-5.48374187,1.76001451,0.00018314,0.01494468,0.54093639,0.49934600,0.00900838,1.14637359,0.29908526,0.18242470
-5.47773887,1.81199428,0.00018253,0.01528215,0.55500211,0.51333033,0.00965646,1.17954472,0.30739484,0.18930905
-5.47173587,1.86335422,0.00018217,0.01575034,0.56823254,0.52738839,0.01039813,1.21191221,0.31554112,0.19613184
-5.46573287,1.91335969,0.00018224,0.01634193,0.58040973,0.54136017,0.01123070,1.24300665,0.32340574,0.20278979
-5.45972986,1.96133465,0.00018295,0.01704801,0.59134949,0.55509766,0.01214971,1.27240585,0.33088717,0.20918365
-5.45372686,2.00667712,0.00018459,0.01785829,0.60090609,0.56846720,0.01314879,1.29974467,0.33790316,0.21522074
-5.44772386,2.04887033,0.00018756,0.01876132,0.60897528,0.58135061,0.01421963,1.32472194,0.34439225,0.22081719
-5.44172086,2.08748948,0.00019229,0.01974468,0.61549548,0.59364534,0.01535190,1.34710424,0.35031425,0.22589985
-5.43571786,2.12220423,0.00019934,0.02079518,0.62044717,0.60526371,0.01653338,1.36672650,0.35564974,0.23040768
-5.42971486,2.15277704,0.00020936,0.02189902,0.62385059,0.61613159,0.01774995,1.38348983,0.36039867,0.23429276
-5.42371186,2.17905798,0.00022311,0.02304200,0.62576190,0.62618653,0.01898583,1.39735665,0.36457806,0.23752079
-5.41770885,2.20097652,0.00024144,0.02420969,0.62626799,0.63537584,0.02022380,1.40834369,0.36821910,0.24007106
-5.41170585,2.21853106,0.00026533,0.02538761,0.62548026,0.64365466,0.02144553,1.41651330,0.37136363,0.24193607
-5.40570285,2.23177691,0.00029584,0.02656144,0.62352763,0.65098433,0.02263198,1.42196365,0.37406034,0.24312066
-5.39969985,2.24081366,0.00033417,0.02771722,0.62054924,0.65733120,0.02376383,1.42481833,0.37636077,0.24364079
-5.39369685,2.24577249,0.00038157,0.02884159,0.61668707,0.66266605,0.02482203,1.42521614,0.37831549,0.24352216
-5.38769385,2.24680442,0.00043941,0.02992204,0.61207894,0.66696399,0.02578834,1.42330134,0.37997045,0.24279848
-5.38169085,2.24406980,0.00050910,0.03094715,0.60685215,0.67020509,0.02664582,1.41921506,0.38136389,0.24150978
-5.37568784,2.23772990,0.00059209,0.03190690,0.60111814,0.67237539,0.02737947,1.41308824,0.38252386,0.23970066
-5.36968484,2.22794061,0.00068982,0.03279286,0.59496832,0.67346839,0.02797663,1.40503635,0.38346653,0.23741867
-5.36368184,2.21484866,0.00080371,0.03359856,0.58847130,0.67348672,0.02842751,1.39515614,0.38419529,0.23471281
-5.35767884,2.19859029,0.00093508,0.03431963,0.58167163,0.67244379,0.02872545,1.38352445,0.38470083,0.23163233
-5.35167584,2.17929219,0.00108512,0.03495405,0.57459005,0.67036534,0.02886724,1.37019906,0.38496203,0.22822573
-5.34567284,2.15707443,0.00125482,0.03550236,0.56722507,0.66729049,0.02885321,1.35522131,0.38494766,0.22454016
-5.33966983,2.13205498,0.00144491,0.03596769,0.55955599,0.66327234,0.02868724,1.33862026,0.38461878,0.22062101
-5.33366683,2.10435514,0.00165578,0.03635584,0.55154686,0.65837778,0.02837664,1.32041800,0.38393162,0.21651186
-5.32766383,2.07410545,0.00188746,0.03667522,0.54315129,0.65268657,0.02793186,1.30063556,0.38284083,0.21225457
-5.32166083,2.04145132,0.00213951,0.03693675,0.53431766,0.64628960,0.02736616,1.27929907,0.38130279,0.20788960
-5.31565783,2.00655781,0.00241101,0.03715356,0.52499453,0.63928631,0.02669511,1.25644554,0.37927887,0.20345635
-5.30965483,1.96961315,0.00270046,0.03734070,0.51513579,0.63178150,0.02593605,1.23212796,0.37673831,0.19899354
-5.30365183,1.93083034,0.00300584,0.03751471,0.50470529,0.62388152,0.02510747,1.20641912,0.37366060,0.19453948
-5.29764882,1.89044678,0.00332453,0.03769306,0.49368067,0.61569017,0.02422841,1.17941410,0.37003727,0.19013221
-5.29164582,1.84872171,0.00365332,0.03789358,0.48205621,0.60730442,0.02331780,1.15123099,0.36587277,0.18580938
-5.28564282,1.80593152,0.00398850,0.03813379,0.46984447,0.59881026,0.02239389,1.12200996,0.36118466,0.18160792
-5.27963982,1.76236308,0.00432584,0.03843019,0.45707678,0.59027898,0.02147366,1.09191064,0.35600290,0.17756346
-5.27363682,1.71830564,0.00466072,0.03879752,0.44380255,0.58176397,0.02057238,1.06110805,0.35036840,0.17370946
-5.26763382,1.67404162,0.00498822,0.03924807,0.43008742,0.57329834,0.01970323,1.02978728,0.34433092,0.17007617
-5.26163082,1.62983693,0.00530320,0.03979101,0.41601055,0.56489357,0.01887697,0.99813737,0.33794643,0.16668941
-5.25562781,1.58593159,0.00560047,0.04043179,0.40166123,0.55653910,0.01810180,0.96634484,0.33127420,0.16356933
-5.24962481,1.54253108,0.00587493,0.04117166,0.38713494,0.54820318,0.01738330,0.93458713,0.32437374,0.16072912
-5.24362181,1.49979916,0.00612170,0.04200730,0.37252933,0.53983471,0.01672441,0.90302665,0.31730180,0.15817396
-5.23761881,1.45785270,0.00633626,0.04293066,0.35794027,0.53136616,0.01612560,0.87180565,0.31010969,0.15590011
-5.23161581,1.41675887,0.00651463,0.04392890,0.34345818,0.52271735,0.01558510,0.84104231,0.30284105,0.15389434
-5.22561281,1.37653493,0.00665344,0.04498464,0.32916502,0.51379997,0.01509912,0.81082834,0.29553020,0.15213376
-5.21960980,1.33715079,0.00675009,0.04607625,0.31513190,0.50452259,0.01466223,0.78122812,0.28820114,0.15058615
-5.21360680,1.29853434,0.00680278,0.04717848,0.30141760,0.49479593,0.01426771,0.75227964,0.28086740,0.14921068
-5.20760380,1.26057909,0.00681062,0.04826318,0.28806792,0.48453816,0.01390793,0.72399689,0.27353253,0.14795916
-5.20160080,1.22315408,0.00677361,0.04930022,0.27511592,0.47368004,0.01357476,0.69637384,0.26619132,0.14677775
-5.19559780,1.18611535,0.00669266,0.05025854,0.26258300,0.46216956,0.01325991,0.66938958,0.25883171,0.14560901
-5.18959480,1.14931847,0.00656953,0.05110723,0.25048059,0.44997601,0.01295531,0.64301431,0.25143704,0.14439436
-5.18359180,1.11263155,0.00640680,0.05181674,0.23881254,0.43709329,0.01265343,0.61721595,0.24398881,0.14307659
-5.17758879,1.07594800,0.00620774,0.05236002,0.22757770,0.42354232,0.01234753,0.59196692,0.23646950,0.14160263
-5.17158579,1.03919847,0.00597623,0.05271363,0.21677287,0.40937248,0.01203189,0.56725067,0.22886542,0.13992615
-5.16558279,1.00236135,0.00571662,0.05285877,0.20639563,0.39466210,0.01170201,0.54306768,0.22116939,0.13801004
-5.15957979,0.96547134,0.00543360,0.05278209,0.19644704,0.37951793,0.01135469,0.51944063,0.21338314,0.13582861
-5.15357679,0.92862561,0.00513204,0.05247641,0.18693404,0.36407368,0.01098814,0.49641834,0.20551914,0.13336936
-5.14757379,0.89198732,0.00481690,0.05194111,0.17787130,0.34848775,0.01060198,0.47407843,0.19760195,0.13063429
-5.14157079,0.85578628,0.00449305,0.05118236,0.16928259,0.33294007,0.01019719,0.45252849,0.18966888,0.12764062
-5.13556778,0.82031670,0.00416518,0.05021307,0.16120148,0.31762838,0.00977609,0.43190576,0.18176996,0.12442096
-5.12956478,0.78593207,0.00383770,0.04905255,0.15367138,0.30276396,0.00934219,0.41237516,0.17396721,0.12102281
-5.12356178,0.75303744,0.00351462,0.04772599,0.14674492,0.28856690,0.00890008,0.39412603,0.16633326,0.11750755
-5.11755878,0.72207930,0.00319953,0.04626370,0.14048274,0.27526114,0.00845525,0.37736750,0.15894938,0.11394879
-5.11155578,0.69353354,0.00289555,0.04470015,0.13495171,0.26306944,0.00801391,0.36232269,0.15190293,0.11043038
-5.10555278,0.66789189,0.00260528,0.04307292,0.13022267,0.25220820,0.00758280,0.34922214,0.14528450,0.10704389
-5.09954977,0.64564734,0.00233079,0.04142150,0.12636788,0.24288257,0.00716899,0.33829652,0.13918473,0.10388591
-5.09354677,0.62727913,0.00207368,0.03978613,0.12345813,0.23528172,0.00677966,0.32976908,0.13369101,0.10105517
-5.08754377,0.61323786,0.00183506,0.03820659,0.12155987,0.22957450,0.00642188,0.32384802,0.12888421,0.09864959
-5.08154077,0.60393119,0.00161558,0.03672111,0.12073221,0.22590559,0.00610244,0.32071909,0.12483558,0.09676339
-5.07553777,0.59971067,0.00141552,0.03536534,0.12102422,0.22439220,0.00582763,0.32053867,0.12160390,0.09548442
-5.06953477,0.60086019,0.00123480,0.03417152,0.12247231,0.22512143,0.00560306,0.32342771,0.11923308,0.09489171
-5.06353177,0.60758634,0.00107305,0.03316781,0.12509813,0.22814833,0.00543350,0.32946654,0.11775025,0.09505339
-5.05752876,0.62001114,0.00092964,0.03237781,0.12890677,0.23349477,0.00532273,0.33869084,0.11716444,0.09602500
-5.05152576,0.63816721,0.00080377,0.03182032,0.13388556,0.24114902,0.00527339,0.35108900,0.11746589,0.09784830
-5.04552276,0.66199561,0.00069449,0.03150928,0.14000333,0.25106625,0.00528689,0.36660076,0.11862604,0.10055047
-5.03951976,0.69134643,0.00060077,0.03145395,0.14721037,0.26316976,0.00536330,0.38511734,0.12059817,0.10414387
-5.03351676,0.72598200,0.00052150,0.03165922,0.15543884,0.27735299,0.00550136,0.40648300,0.12331872,0.10862621
-5.02751376,0.76558274,0.00045556,0.03212615,0.16460387,0.29348225,0.00569837,0.43049798,0.12670912,0.11398120
-5.02151076,0.80975529,0.00040182,0.03285259,0.17460508,0.31140014,0.00595026,0.45692280,0.13067828,0.12017952
-5.01550775,0.85804286,0.00035918,0.03383389,0.18532874,0.33092948,0.00625161,0.48548366,0.13512537,0.12718025
-5.00950475,0.90993736,0.00032660,0.03506375,0.19665018,0.35187776,0.00659575,0.51587899,0.13994309,0.13493251
-5.00350175,0.96489297,0.00030306,0.03653496,0.20843673,0.37404190,0.00697488,0.54778672,0.14502106,0.14337733
-4.99749875,1.02234088,0.00028763,0.03824027,0.22055082,0.39721328,0.00738020,0.58087235,0.15024944,0.15244976
-4.99149575,1.08170465,0.00027944,0.04017316,0.23285332,0.42118290,0.00780216,0.61479730,0.15552241,0.16208099
-4.98549275,1.14241582,0.00027767,0.04232852,0.24520693,0.44574648,0.00823062,0.64922756,0.16074170,0.17220059
-4.97948974,1.20392947,0.00028158,0.04470328,0.25747964,0.47070951,0.00865518,0.68384230,0.16581979,0.18273869
-4.97348674,1.26573903,0.00029051,0.04729694,0.26954803,0.49589197,0.00906539,0.71834217,0.17068282,0.19362810
-4.96748374,1.32739026,0.00030382,0.05011190,0.28130041,0.52113275,0.00945109,0.75245710,0.17527308,0.20480629
-4.96148074,1.38849367,0.00032098,0.05315376,0.29263973,0.54629353,0.00980266,0.78595343,0.17955100,0.21621719
-4.95547774,1.44873526,0.00034147,0.05643135,0.30348609,0.57126214,0.01011130,0.81864000,0.18349657,0.22781271
-4.94947474,1.50788495,0.00036487,0.05995672,0.31377880,0.59595512,0.01036932,0.85037311,0.18711014,0.23955402
-4.94347174,1.56580262,0.00039077,0.06374492,0.32347806,0.62031956,0.01057036,0.88106014,0.19041254,0.25141245
-4.93746873,1.62244115,0.00041882,0.06781360,0.33256589,0.64433400,0.01070954,0.91066161,0.19344457,0.26337002
-4.93146573,1.67784648,0.00044873,0.07218246,0.34104662,0.66800834,0.01078366,0.93919149,0.19626572,0.27541954
-4.92546273,1.73215423,0.00048023,0.07687263,0.34894658,0.69138261,0.01079121,0.96671578,0.19895226,0.28756427
-4.91945973,1.78558292,0.00051310,0.08190574,0.35631311,0.71452471,0.01073245,0.99334914,0.20159466,0.29981707
-4.91345673,1.83842365,0.00054713,0.08730303,0.36321291,0.73752691,0.01060934,1.01924958,0.20429440,0.31219915
-4.90745373,1.89102631,0.00058216,0.09308419,0.36972960,0.76050108,0.01042544,1.04461123,0.20716028,0.32473827
-4.90145073,1.94378261,0.00061804,0.09926621,0.37596054,0.78357296,0.01018576,1.06965536,0.21030417,0.33746656
-4.89544772,1.99710613,0.00065462,0.10586205,0.38201312,0.80687519,0.00989652,1.09461966,0.21383656,0.35041789
-4.88944472,2.05141001,0.00069176,0.11287939,0.38800029,0.83053948,0.00956495,1.11974625,0.21786175,0.36362501
-4.88344172,2.10708283,0.00072932,0.12031928,0.39403577,0.85468811,0.00919897,1.14526852,0.22247312,0.37711633
-4.87743872,2.16446358,0.00076713,0.12817488,0.40022885,0.87942491,0.00880694,1.17139748,0.22774830,0.39091276
-4.87143572,2.22381657,0.00080500,0.13643031,0.40667897,0.90482610,0.00839732,1.19830792,0.23374481,0.40502437
-4.86543272,2.28530739,0.00084269,0.14505963,0.41347039,0.93093146,0.00797840,1.22612504,0.24049598,0.41944735
-4.85942971,2.34898091,0.00087995,0.15402601,0.42066710,0.95773605,0.00755806,1.25491219,0.24800760,0.43416122
-4.85342671,2.41474263,0.00091645,0.16328127,0.42830809,0.98518307,0.00714349,1.28466012,0.25625531,0.44912644
-4.84742371,2.48234425,0.00095183,0.17276561,0.43640347,1.01315826,0.00674104,1.31527874,0.26518297,0.46428269
-4.84142071,2.55137463,0.00098567,0.18240779,0.44493134,1.04148612,0.00635603,1.34659145,0.27470214,0.47954788
-4.83541771,2.62125678,0.00101752,0.19212568,0.45383586,1.06992853,0.00599271,1.37833294,0.28469263,0.49481789
-4.82941471,2.69125169,0.00104688,0.20182727,0.46302665,1.09818577,0.00565414,1.41015048,0.29500445,0.50996730
-4.82341171,2.76046915,0.00107324,0.21141203,0.47237942,1.12590036,0.00534225,1.44160912,0.30546082,0.52485105
-4.81740870,2.82788568,0.00109606,0.22077276,0.48173823,1.15266365,0.00505786,1.47220068,0.31586251,0.53930706
-4.81140570,2.89236923,0.00111484,0.22979783,0.49091908,1.17802504,0.00480077,1.50135644,0.32599314,0.55315971
-4.80540270,2.95271006,0.00112906,0.23837374,0.49971495,1.20150378,0.00456989,1.52846318,0.33562551,0.56622422
-4.79939970,3.00765669,0.00113829,0.24638795,0.50790201,1.22260279,0.00436339,1.55288204,0.34452857,0.57831171
-4.79339670,3.05595591,0.00114213,0.25373196,0.51524692,1.24082425,0.00417882,1.57396946,0.35247489,0.58923481
-4.78739370,3.09639508,0.00114029,0.26030449,0.52151478,1.25568619,0.00401337,1.59109949,0.35924838,0.59881366
-4.78139070,3.12784527,0.00113257,0.26601467,0.52647760,1.26673956,0.00386395,1.60368647,0.36465182,0.60688200
-4.77538769,3.14930339,0.00111886,0.27078514,0.52992280,1.27358498,0.00372743,1.61120715,0.36851408,0.61329330
-4.76938469,3.15993163,0.00109921,0.27455494,0.53166148,1.27588860,0.00360075,1.61322133,0.37069667,0.61792644
-4.76338169,3.15909244,0.00107376,0.27728211,0.53153595,1.27339623,0.00348111,1.60939005,0.37109934,0.62069099
-4.75737869,3.14637773,0.00104280,0.27894590,0.52942644,1.26594521,0.00336604,1.59949057,0.36966459,0.62153162
-4.75137569,3.12163086,0.00100673,0.27954845,0.52525645,1.25347350,0.00325353,1.58342761,0.36638081,0.62043163
-4.74537269,3.08496072,0.00096607,0.27911590,0.51899664,1.23602561,0.00314210,1.56124006,0.36128414,0.61741539
-4.73936968,3.03674709,0.00092141,0.27769894,0.51066713,1.21375502,0.00303084,1.53310332,0.35445874,0.61254947
-4.73336668,2.97763733,0.00087346,0.27537260,0.50033801,1.18692317,0.00291944,1.49932678,0.34603578,0.60594258
-4.72736368,2.90853434,0.00082298,0.27223546,0.48812820,1.15589489,0.00280823,1.46034697,0.33619098,0.59774408
-4.72136068,2.83057663,0.00077074,0.26840813,0.47420261,1.12113061,0.00269813,1.41671643,0.32514104,0.58814126
-4.71535768,2.74511108,0.00071758,0.26403114,0.45876783,1.08317573,0.00259062,1.36908908,0.31313893,0.57735537
-4.70935468,2.65365978,0.00066430,0.25926224,0.44206657,1.04264742,0.00248774,1.31820253,0.30046846,0.56563651
-4.70335168,2.55788214,0.00061170,0.25427319,0.42437105,1.00021966,0.00239201,1.26485825,0.28743819,0.55325764
-4.69734867,2.45953379,0.00056054,0.24924619,0.40597560,0.95660686,0.00230638,1.20990041,0.27437496,0.54050779
-4.69134567,2.36042379,0.00051152,0.24436992,0.38718894,0.91254687,0.00223415,1.15419407,0.26161728,0.52768483
-4.68534267,2.26237162,0.00046529,0.23983545,0.36832619,0.86878384,0.00217892,1.09860375,0.24950870,0.51508788
-4.67933967,2.16716536,0.00042241,0.23583209,0.34970115,0.82605159,0.00214447,1.04397289,0.23839140,0.50300983
-4.67333667,2.07652225,0.00038338,0.23254323,0.33161882,0.78505783,0.00213474,0.99110502,0.22860005,0.49173004
-4.66733367,1.99205274,0.00034860,0.23014231,0.31436869,0.74646987,0.00215368,0.94074702,0.22045604,0.48150751
-4.66133067,1.91522870,0.00031839,0.22878909,0.29821862,0.71090184,0.00220517,0.89357491,0.21426215,0.47257487
-4.65532766,1.84735657,0.00029301,0.22862622,0.28340969,0.67890388,0.00229295,0.85018242,0.21029763,0.46513310
-4.64932466,1.78955557,0.00027260,0.22977615,0.27015203,0.65095324,0.00242048,0.81107242,0.20881367,0.45934745
-4.64332166,1.74274124,0.00025727,0.23233851,0.25862150,0.62744745,0.00259084,0.77665128,0.21002924,0.45534433
