energy_ev,total_up,Al_p_up,Al_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-6.00000000,2.58820393,0.52442456,0.00000000,1.22194208,0.50857833,0.41228581,0.47011930
-5.99399700,2.64380754,0.53618048,0.00000000,1.23483226,0.51977561,0.42682930,0.47638814
-5.98799400,2.68869903,0.54574011,0.00000000,1.24411100,0.52876287,0.43894313,0.48121358
-5.98199100,2.72154655,0.55286657,0.00000000,1.24910894,0.53527611,0.44839977,0.48430945
-5.97598799,2.74129418,0.55738313,0.00000000,1.24926923,0.53910696,0.45502309,0.48542902
-5.96998499,2.74720022,0.55917985,0.00000000,1.24416971,0.54011007,0.45869396,0.48437417
-5.96398199,2.73886286,0.55821732,0.00000000,1.23353893,0.53820797,0.45935390,0.48100247
-5.95797899,2.71623209,0.55452751,0.00000000,1.21726539,0.53339330,0.45700677,0.47523206
-5.95197599,2.67960745,0.54821162,0.00000000,1.19539959,0.52572827,0.45171827,0.46704390
-5.94597299,2.62962195,0.53943493,0.00000000,1.16814920,0.51534147,0.44361335,0.45648161
-5.93996998,2.56721309,0.52841923,0.00000000,1.13586758,0.50242220,0.43287161,0.44364884
-5.93396698,2.49358276,0.51543294,0.00000000,1.09903650,0.48721259,0.41972105,0.42870441
-5.92796398,2.41014808,0.50077964,0.00000000,1.05824427,0.46999803,0.40443019,0.41185556
-5.92196098,2.31848574,0.48478552,0.00000000,1.01416026,0.45109630,0.38729924,0.39334964
-5.91595798,2.22027281,0.46778647,0.00000000,0.96750745,0.43084598,0.36865048,0.37346475
-5.90995498,2.11722670,0.45011536,0.00000000,0.91903434,0.40959471,0.34881837,0.35249970
-5.90395198,2.01104720,0.43209025,0.00000000,0.86948755,0.38768781,0.32813982,0.33076385
-5.89794897,1.90336307,0.41400398,0.00000000,0.81958650,0.36545772,0.30694491,0.30856721
-5.89194597,1.79568546,0.39611561,0.00000000,0.77000111,0.34321474,0.28554858,0.28621124
-5.88594297,1.68936974,0.37864407,0.00000000,0.72133356,0.32123936,0.26424334,0.26398066
-5.87993997,1.58558701,0.36176422,0.00000000,0.67410441,0.29977637,0.24329338,0.24213656
-5.87393697,1.48530581,0.34560528,0.00000000,0.62874371,0.27903101,0.22293020,0.22091095
-5.86793397,1.38928409,0.33025173,0.00000000,0.58558684,0.25916691,0.20334973,0.20050290
-5.86193097,1.29807090,0.31574628,0.00000000,0.54487493,0.24030609,0.18471091,0.18107615
-5.85592796,1.21201683,0.30209472,0.00000000,0.50675952,0.22253049,0.16713579,0.16275835
-5.84992496,1.13129180,0.28927220,0.00000000,0.47131055,0.20588501,0.15071080,0.14564155
-5.84392196,1.05590868,0.27723054,0.00000000,0.43852716,0.19038170,0.13548914,0.12978397
-5.83791896,0.98575073,0.26590599,0.00000000,0.40835029,0.17600480,0.12149400,0.11521266
-5.83191596,0.92060136,0.25522705,0.00000000,0.38067623,0.16271614,0.10872239,0.10192694
-5.82591296,0.86017406,0.24512185,0.00000000,0.35537035,0.15046087,0.09714929,0.08990237
-5.81990995,0.80414119,0.23552475,0.00000000,0.33228020,0.13917293,0.08673201,0.07909493
-5.81390695,0.75216014,0.22638171,0.00000000,0.31124731,0.12878016,0.07741443,0.06944525
-5.80790395,0.70389571,0.21765435,0.00000000,0.29211727,0.11920885,0.06913102,0.06088279
-5.80190095,0.65903803,0.20932240,0.00000000,0.27474762,0.11038744,0.06181043,0.05332967
-5.79589795,0.61731565,0.20138464,0.00000000,0.25901347,0.10224952,0.05537865,0.04670408
-5.78989495,0.57850350,0.19385823,0.00000000,0.24481073,0.09473583,0.04976158,0.04092329
-5.78389195,0.54242613,0.18677666,0.00000000,0.23205712,0.08779552,0.04488708,0.03590614
-5.77788894,0.50895656,0.18018648,0.00000000,0.22069112,0.08138653,0.04068638,0.03157492
-5.77188594,0.47801142,0.17414310,0.00000000,0.21066923,0.07547537,0.03709501,0.02785686
-5.76588294,0.44954322,0.16870593,0.00000000,0.20196187,0.07003632,0.03405328,0.02468512
-5.75987994,0.42353062,0.16393317,0.00000000,0.19454851,0.06505021,0.03150634,0.02199935
-5.75387694,0.39996757,0.15987665,0.00000000,0.18841224,0.06050296,0.02940393,0.01974595
-5.74787394,0.37885229,0.15657691,0.00000000,0.18353440,0.05638399,0.02769992,0.01787807
-5.74187094,0.36017678,0.15405894,0.00000000,0.17988964,0.05268464,0.02635175,0.01635542
-5.73586793,0.34391774,0.15232871,0.00000000,0.17744161,0.04939676,0.02531980,0.01514394
-5.72986493,0.33002918,0.15137072,0.00000000,0.17613985,0.04651146,0.02456673,0.01421542
-5.72386193,0.31843737,0.15114669,0.00000000,0.17591765,0.04401820,0.02405703,0.01354712
