energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Te_p_up,Te_d_up
-5.84392196,2.70840842,1.10348437,1.97093804,0.01690063,0.02167208,0.23389004,0.08693669,0.28220850,0.00000000
-5.83791896,2.68235063,1.10623784,1.94327453,0.01717081,0.02276290,0.23541957,0.08784597,0.28231219,0.00000000
-5.83191596,2.64891928,1.10610237,1.90905765,0.01752156,0.02405406,0.23817606,0.08854547,0.28243120,0.00000000
-5.82591296,2.60899723,1.10330875,1.86884570,0.01797990,0.02557258,0.24242785,0.08906038,0.28267318,0.00000000
-5.81990995,2.56361139,1.09814903,1.82330508,0.01857409,0.02734585,0.24844787,0.08942130,0.28315500,0.00000000
-5.81390695,2.51389556,1.09096504,1.77318465,0.01933283,0.02940074,0.25650629,0.08966311,0.28399950,0.00000000
-5.80790395,2.46105040,1.08213548,1.71928875,0.02028440,0.03176265,0.26686189,0.08982372,0.28533159,0.00000000
-5.80190095,2.40630220,1.07206193,1.66245022,0.02145560,0.03445433,0.27975252,0.08994265,0.28727388,0.00000000
-5.79589795,2.35086176,1.06115424,1.60350436,0.02287069,0.03749470,0.29538469,0.09005951,0.28994182,0.00000000
-5.78989495,2.29588509,1.04981587,1.54326504,0.02455026,0.04089748,0.31392268,0.09021240,0.29343863,0.00000000
-5.78389195,2.24243699,1.03842942,1.48250340,0.02651011,0.04466989,0.33547760,0.09043639,0.29785003,0.00000000
-5.77788894,2.19145862,1.02734302,1.42192999,0.02876011,0.04881130,0.36009674,0.09076201,0.30323912,0.00000000
-5.77188594,2.14374001,1.01685776,1.36218035,0.03130322,0.05331203,0.38775392,0.09121378,0.30964151,0.00000000
-5.76588294,2.09989807,1.00721668,1.30380446,0.03413458,0.05815229,0.41834113,0.09180903,0.31706097,0.00000000
-5.75987994,2.06036065,0.99859559,1.24725967,0.03724083,0.06330136,0.45166223,0.09255682,0.32546589,0.00000000
-5.75387694,2.02535688,0.99109616,1.19290722,0.04059964,0.06871707,0.48742910,0.09345718,0.33478661,0.00000000
-5.74787394,1.99491403,0.98474136,1.14101179,0.04417950,0.07434569,0.52526073,0.09450065,0.34491405,0.00000000
-5.74187094,1.96886071,0.97947378,1.09174390,0.04793991,0.08012225,0.56468561,0.09566816,0.35569968,0.00000000
-5.73586793,1.94683639,0.97515668,1.04518458,0.05183172,0.08597122,0.60514773,0.09693122,0.36695693,0.00000000
-5.72986493,1.92830680,0.97157804,1.00133219,0.05579807,0.09180783,0.64601614,0.09825259,0.37846425,0.00000000
-5.72386193,1.91258492,0.96845761,0.96011070,0.05977542,0.09753973,0.68659809,0.09958724,0.38996973,0.00000000
-5.71785893,1.89885675,0.96545669,0.92137931,0.06369508,0.10306915,0.72615553,0.10088368,0.40119719,0.00000000
-5.71185593,1.88621126,0.96219047,0.88494308,0.06748495,0.10829543,0.76392430,0.10208564,0.41185368,0.00000000
-5.70585293,1.87367359,0.95824250,0.85056411,0.07107148,0.11311787,0.79913561,0.10313394,0.42163805,0.00000000
-5.69984992,1.86024036,0.95318088,0.81797323,0.07438182,0.11743867,0.83103886,0.10396865,0.43025038,0.00000000
-5.69384692,1.84491596,0.94657537,0.78688180,0.07734604,0.12116608,0.85892500,0.10453126,0.43740176,0.00000000
-5.68784392,1.82674862,0.93801487,0.75699329,0.07989933,0.12421739,0.88214935,0.10476690,0.44282425,0.00000000
-5.68184092,1.80486481,0.92712446,0.72801462,0.08198409,0.12652176,0.90015294,0.10462648,0.44628025,0.00000000
-5.67583792,1.77850075,0.91358127,0.69966666,0.08355186,0.12802265,0.91248138,0.10406866,0.44757124,0.00000000
-5.66983492,1.74702984,0.89712839,0.67169384,0.08456490,0.12867993,0.91880038,0.10306152,0.44654508,0.00000000
-5.66383192,1.70998474,0.87758622,0.64387252,0.08499752,0.12847129,0.91890720,0.10158389,0.44310185,0.00000000
-5.65782891,1.66707342,0.85486077,0.61601788,0.08483685,0.12739311,0.91273746,0.09962625,0.43719776,0.00000000
-5.65182591,1.61818840,0.82894842,0.58798905,0.08408331,0.12546066,0.90036702,0.09719125,0.42884699,0.00000000
-5.64582291,1.56340896,0.79993703,0.55969245,0.08275050,0.12270757,0.88200881,0.09429365,0.41812139,0.00000000
-5.63981991,1.50299623,0.76800334,0.53108313,0.08086470,0.11918470,0.85800485,0.09095986,0.40514806,0.00000000
-5.63381691,1.43738159,0.73340694,0.50216424,0.07846385,0.11495836,0.82881381,0.08722705,0.39010492,0.00000000
-5.62781391,1.36714900,0.69648097,0.47298453,0.07559629,0.11010808,0.79499474,0.08314180,0.37321455,0.00000000
-5.62181091,1.29301222,0.65762028,0.44363423,0.07231901,0.10472392,0.75718783,0.07875855,0.35473653,0.00000000
-5.61580790,1.21578811,0.61726760,0.41423943,0.06869581,0.09890351,0.71609307,0.07413771,0.33495876,0.00000000
-5.60980490,1.13636732,0.57589842,0.38495537,0.06479527,0.09274904,0.67244773,0.06934372,0.31418816,0.00000000
-5.60380190,1.05568382,0.53400537,0.35595889,0.06068863,0.08636408,0.62700388,0.06444298,0.29274111,0.00000000
-5.59779890,0.97468465,0.49208284,0.32744054,0.05644777,0.07985072,0.58050665,0.05950191,0.27093417,0.00000000
-5.59179590,0.89430122,0.45061254,0.29959668,0.05214331,0.07330677,0.53367425,0.05458513,0.24907540,0.00000000
-5.58579290,0.81542344,0.41005062,0.27262190,0.04784291,0.06682348,0.48718047,0.04975383,0.22745662,0.00000000
-5.57978989,0.73887740,0.37081677,0.24670226,0.04360977,0.06048350,0.44164011,0.04506441,0.20634697,0.00000000
-5.57378689,0.66540762,0.33328571,0.22200935,0.03950156,0.05435947,0.39759781,0.04056751,0.18598786,0.00000000
-5.56778389,0.59566412,0.29778130,0.19869568,0.03556956,0.04851298,0.35552044,0.03630723,0.16658940,0.00000000
-5.56178089,0.53019439,0.26457311,0.17689122,0.03185814,0.04299408,0.31579296,0.03232083,0.14832846,0.00000000
-5.55577789,0.46944042,0.23387570,0.15670143,0.02840466,0.03784120,0.27871769,0.02863867,0.13134818,0.00000000
-5.54977489,0.41374015,0.20585001,0.13820645,0.02523951,0.03308155,0.24451653,0.02528444,0.11575884,0.00000000
-5.54377189,0.36333292,0.18060682,0.12146159,0.02238650,0.02873184,0.21333581,0.02227568,0.10163989,0.00000000
-5.53776888,0.31836816,0.15821178,0.10649883,0.01986340,0.02479924,0.18525318,0.01962446,0.08904297,0.00000000
-5.53176588,0.27891659,0.13869151,0.09332913,0.01768263,0.02128267,0.16028600,0.01733816,0.07799556,0.00000000
-5.52576288,0.24498288,0.12204040,0.08194536,0.01585202,0.01817409,0.13840067,0.01542045,0.06850511,0.00000000
-5.51975988,0.21651908,0.10822767,0.07232558,0.01437557,0.01545996,0.11952240,0.01387213,0.06056328,0.00000000
-5.51375688,0.19343790,0.09720417,0.06443642,0.01325422,0.01312263,0.10354475,0.01269202,0.05415014,0.00000000
-5.50775388,0.17562516,0.08890856,0.05823637,0.01248653,0.01114171,0.09033880,0.01187778,0.04923805,0.00000000
-5.50175088,0.16295068,0.08327272,0.05367873,0.01206913,0.00949528,0.07976136,0.01142653,0.04579505,0.00000000
-5.49574787,0.15527725,0.08022590,0.05071408,0.01199722,0.00816103,0.07166202,0.01133532,0.04378763,0.00000000
-5.48974487,0.15246725,0.07969768,0.04929216,0.01226469,0.00711717,0.06588896,0.01160151,0.04318274,0.00000000
-5.48374187,0.15438671,0.08161952,0.04936310,0.01286426,0.00634314,0.06229334,0.01222280,0.04394906,0.00000000
-5.47773887,0.16090691,0.08592499,0.05087791,0.01378730,0.00582022,0.06073234,0.01319724,0.04605740,0.00000000
-5.47173587,0.17190337,0.09254866,0.05378830,0.01502357,0.00553182,0.06107083,0.01452289,0.04948035,0.00000000
-5.46573287,0.18725278,0.10142400,0.05804593,0.01656091,0.00546373,0.06318194,0.01619746,0.05419124,0.00000000
-5.45972986,0.20682795,0.11248021,0.06360105,0.01838473,0.00560405,0.06694655,0.01821771,0.06016248,0.00000000
-5.45372686,0.23049138,0.12563851,0.07040081,0.02047753,0.00594317,0.07225210,0.02057883,0.06736334,0.00000000
-5.44772386,0.25808796,0.14080802,0.07838733,0.02281846,0.00647341,0.07899069,0.02327373,0.07575750,0.00000000
-5.44172086,0.28943728,0.15788158,0.08749569,0.02538288,0.00718875,0.08705705,0.02629230,0.08530039,0.00000000
-5.43571786,0.32432628,0.17673189,0.09765204,0.02814206,0.00808437,0.09634630,0.02962076,0.09593655,0.00000000
-5.42971486,0.36250273,0.19720823,0.10877199,0.03106305,0.00915618,0.10675194,0.03324109,0.10759720,0.00000000
-5.42371186,0.40367009,0.21913405,0.12075941,0.03410871,0.01040038,0.11816412,0.03713051,0.12019816,0.00000000
-5.41770885,0.44748432,0.24230574,0.13350591,0.03723794,0.01181294,0.13046854,0.04126128,0.13363835,0.00000000
-5.41170585,0.49355296,0.26649277,0.14689093,0.04040621,0.01338917,0.14354584,0.04560055,0.14779899,0.00000000
-5.40570285,0.54143682,0.29143924,0.16078266,0.04356623,0.01512334,0.15727185,0.05011056,0.16254352,0.00000000
-5.39969985,0.59065439,0.31686713,0.17503971,0.04666889,0.01700835,0.17151849,0.05474900,0.17771853,0.00000000
-5.39369685,0.64068899,0.34248097,0.18951366,0.04966436,0.01903550,0.18615542,0.05946967,0.19315549,0.00000000
-5.38769385,0.69099859,0.36797400,0.20405224,0.05250336,0.02119437,0.20105240,0.06422330,0.20867347,0.00000000
-5.38169085,0.74102783,0.39303565,0.21850322,0.05513853,0.02347278,0.21608209,0.06895863,0.22408266,0.00000000
-5.37568784,0.79022195,0.41735987,0.23271873,0.05752575,0.02585689,0.23112334,0.07362359,0.23918868,0.00000000
-5.36968484,0.83804203,0.44065428,0.24655991,0.05962558,0.02833137,0.24606463,0.07816664,0.25379743,0.00000000
-5.36368184,0.88398077,0.46264947,0.25990156,0.06140443,0.03087969,0.26080747,0.08253813,0.26772043,0.00000000
-5.35767884,0.92757823,0.48310822,0.27263673,0.06283568,0.03348446,0.27526975,0.08669166,0.28078026,0.00000000
-5.35167584,0.96843665,0.50183414,0.28468090,0.06390054,0.03612787,0.28938845,0.09058533,0.29281600,0.00000000
-5.34567284,1.00623365,0.51867931,0.29597550,0.06458865,0.03879213,0.30312198,0.09418288,0.30368835,0.00000000
-5.33966983,1.04073317,0.53355049,0.30649072,0.06489832,0.04145995,0.31645165,0.09745465,0.31328420,0.00000000
-5.33366683,1.07179347,0.54641368,0.31622721,0.06483654,0.04411498,0.32938225,0.10037822,0.32152048,0.00000000
-5.32766383,1.09937179,0.55729663,0.32521678,0.06441860,0.04674225,0.34194182,0.10293890,0.32834697,0.00000000
-5.32166083,1.12352543,0.56628924,0.33352186,0.06366740,0.04932855,0.35418037,0.10512976,0.33374809,0.00000000
-5.31565783,1.14440902,0.57354167,0.34123372,0.06261255,0.05186270,0.36616774,0.10695155,0.33774342,0.00000000
-5.30965483,1.16226809,0.57926030,0.34846954,0.06128918,0.05433578,0.37799060,0.10841218,0.34038700,0.00000000
-5.30365183,1.17742927,0.58370153,0.35536837,0.05973663,0.05674125,0.38974884,0.10952603,0.34176542,0.00000000
-5.29764882,1.19028739,0.58716375,0.36208609,0.05799702,0.05907495,0.40155131,0.11031304,0.34199470,0.00000000
-5.29164582,1.20129017,0.58997773,0.36878962,0.05611380,0.06133511,0.41351137,0.11079762,0.34121623,0.00000000
-5.28564282,1.21092109,0.59249581,0.37565053,0.05413032,0.06352210,0.42574221,0.11100753,0.33959179,0.00000000
-5.27963982,1.21968120,0.59508032,0.38283839,0.05208857,0.06563832,0.43835231,0.11097260,0.33729801,0.00000000
-5.27363682,1.22807067,0.59809159,0.39051391,0.05002803,0.06768790,0.45144123,0.11072364,0.33452038,0.00000000
-5.26763382,1.23657088,0.60187619,0.39882245,0.04798471,0.06967643,0.46509576,0.11029135,0.33144716,0.00000000
-5.26163082,1.24562773,0.60675566,0.40788787,0.04599048,0.07161070,0.47938681,0.10970533,0.32826345,0.00000000
-5.25562781,1.25563695,0.61301625,0.41780715,0.04407263,0.07349838,0.49436702,0.10899340,0.32514548,0.00000000
-5.24962481,1.26693182,0.62090003,0.42864591,0.04225370,0.07534783,0.51006924,0.10818103,0.32225566,0.00000000
-5.24362181,1.27977401,0.63059766,0.44043507,0.04055152,0.07716793,0.52650580,0.10729097,0.31973822,0.00000000
-5.23761881,1.29434759,0.64224315,0.45316885,0.03897952,0.07896787,0.54366887,0.10634324,0.31771586,0.00000000
-5.23161581,1.31075664,0.65591065,0.46680408,0.03754723,0.08075719,0.56153151,0.10535517,0.31628732,0.00000000
-5.22561281,1.32902633,0.67161350,0.48126108,0.03626085,0.08254572,0.58004973,0.10434175,0.31552608,0.00000000
-5.21960980,1.34910745,0.68930549,0.49642594,0.03512408,0.08434372,0.59916510,0.10331612,0.31548006,0.00000000
-5.21360680,1.37088418,0.70888427,0.51215432,0.03413882,0.08616196,0.61880818,0.10229012,0.31617235,0.00000000
-5.20760380,1.39418466,0.73019674,0.52827653,0.03330607,0.08801194,0.63890229,0.10127502,0.31760291,0.00000000
-5.20160080,1.41879392,0.75304624,0.54460381,0.03262666,0.08990609,0.65936765,0.10028227,0.31975101,0.00000000
-5.19559780,1.44446859,0.77720120,0.56093554,0.03210195,0.09185802,0.68012573,0.09932416,0.32257848,0.00000000
-5.18959480,1.47095272,0.80240492,0.57706721,0.03173448,0.09388271,0.70110342,0.09841459,0.32603328,0.00000000
-5.18359180,1.49799395,0.82838607,0.59279863,0.03152841,0.09599670,0.72223707,0.09756961,0.33005358,0.00000000
-5.17758879,1.52535931,0.85486947,0.60794225,0.03148982,0.09821820,0.74347597,0.09680793,0.33457181,0.00000000
-5.17158579,1.55284983,0.88158669,0.62233106,0.03162687,0.10056709,0.76478526,0.09615127,0.33951873,0.00000000
-5.16558279,1.58031320,0.90828600,0.63582571,0.03194973,0.10306484,0.78614783,0.09562446,0.34482719,0.00000000
-5.15957979,1.60765377,0.93474132,0.64832058,0.03247038,0.10573427,0.80756532,0.09525539,0.35043549,0.00000000
-5.15357679,1.63483931,0.96075960,0.65974831,0.03320213,0.10859916,0.82905777,0.09507475,0.35629014,0.00000000
-5.14757379,1.66190393,0.98618640,0.67008255,0.03415909,0.11168364,0.85066213,0.09511551,0.36234787,0.00000000
-5.14157079,1.68894695,1.01090944,0.67933889,0.03535539,0.11501151,0.87242928,0.09541212,0.36857692,0.00000000
-5.13556778,1.71612737,1.03485976,0.68757350,0.03680430,0.11860527,0.89441981,0.09599960,0.37495740,0.00000000
-5.12956478,1.74365422,1.05801059,0.69487982,0.03851724,0.12248508,0.91669850,0.09691233,0.38148074,0.00000000
-5.12356178,1.77177282,1.08037378,0.70138313,0.04050276,0.12666755,0.93932779,0.09818266,0.38814838,0.00000000
-5.11755878,1.80074758,1.10199409,0.70723334,0.04276543,0.13116443,0.96236027,0.09983939,0.39496956,0.00000000
-5.11155578,1.83084194,1.12294142,0.71259620,0.04530482,0.13598128,0.98583079,0.10190622,0.40195849,0.00000000
-5.10555278,1.86229640,1.14330142,0.71764343,0.04811451,0.14111610,1.00974827,0.10440005,0.40913086,0.00000000
-5.09954977,1.89530562,1.16316483,0.72254215,0.05118124,0.14655810,1.03408780,0.10732937,0.41650008,0.00000000
-5.09354677,1.92999576,1.18261614,0.72744418,0.05448428,0.15228651,1.05878344,0.11069278,0.42407321,0.00000000
-5.08754377,1.96640319,1.20172202,0.73247573,0.05799495,0.15826972,1.08372206,0.11447769,0.43184697,0.00000000
-5.08154077,2.00445588,1.22052014,0.73772809,0.06167649,0.16446458,1.10873879,0.11865919,0.43980389,0.00000000
-5.07553777,2.04395854,1.23900897,0.74324968,0.06548420,0.17081612,1.13361437,0.12319943,0.44790897,0.00000000
-5.06953477,2.08458242,1.25713917,0.74904010,0.06936588,0.17725766,1.15807468,0.12804723,0.45610697,0.00000000
-5.06353177,2.12586069,1.27480688,0.75504638,0.07326272,0.18371130,1.18179276,0.13313827,0.46432045,0.00000000
-5.05752876,2.16719000,1.29184962,0.76116174,0.07711035,0.19008891,1.20439337,0.13839571,0.47244890,0.00000000
-5.05152576,2.20783830,1.30804493,0.76722695,0.08084034,0.19629361,1.22546003,0.14373134,0.48036882,0.00000000
-5.04552276,2.24695918,1.32311202,0.77303440,0.08438191,0.20222162,1.24454455,0.14904724,0.48793511,0.00000000
-5.03951976,2.28361218,1.33671659,0.77833450,0.08766384,0.20776459,1.26117859,0.15423791,0.49498350,0.00000000
-5.03351676,2.31678855,1.34847859,0.78284437,0.09061651,0.21281222,1.27488706,0.15919281,0.50133419,0.00000000
-5.02751376,2.34544150,1.35798296,0.78625835,0.09317404,0.21725516,1.28520274,0.16379923,0.50679646,0.00000000
-5.02151076,2.36851978,1.36479267,0.78825981,0.09527634,0.22098810,1.29168163,0.16794543,0.51117425,0.00000000
-5.01550775,2.38500321,1.36846392,0.78853380,0.09687107,0.22391288,1.29391834,0.17152391,0.51427232,0.00000000
-5.00950475,2.39393867,1.36856258,0.78677993,0.09791540,0.22594149,1.29156093,0.17443462,0.51590290,0.00000000
-5.00350175,2.39447505,1.36468141,0.78272487,0.09837743,0.22699902,1.28432460,0.17658814,0.51589253,0.00000000
-4.99749875,2.38589553,1.35645714,0.77613395,0.09823728,0.22702612,1.27200344,0.17790847,0.51408868,0.00000000
-4.99149575,2.36764593,1.34358671,0.76682127,0.09748782,0.22598116,1.25448000,0.17833560,0.51036598,0.00000000
-4.98549275,2.33935765,1.32584193,0.75465804,0.09613486,0.22384184,1.23173189,0.17782741,0.50463176,0.00000000
-4.97948974,2.30086443,1.30308177,0.73957855,0.09419699,0.22060625,1.20383552,0.17636115,0.49683052,0.00000000
-4.97348674,2.25221202,1.27526174,0.72158383,0.09170490,0.21629317,1.17096631,0.17393419,0.48694723,0.00000000
-4.96748374,2.19366044,1.24243989,0.70074262,0.08870036,0.21094191,1.13339583,0.17056412,0.47500926,0.00000000
-4.96148074,2.12567874,1.20477905,0.67718990,0.08523477,0.20461132,1.09148562,0.16628820,0.46108681,0.00000000
-4.95547774,2.04893257,1.16254526,0.65112291,0.08136752,0.19737826,1.04567813,0.16116215,0.44529178,0.00000000
-4.94947474,1.96426519,1.11610236,0.62279502,0.07716404,0.18933556,0.99648510,0.15525833,0.42777521,0.00000000
-4.94347174,1.87267268,1.06590309,0.59250779,0.07269378,0.18058943,0.94447391,0.14866349,0.40872336,0.00000000
-4.93746873,1.77527473,1.01247693,0.56060151,0.06802816,0.17125658,0.89025244,0.14147598,0.38835247,0.00000000
-4.93146573,1.67328209,0.95641544,0.52744476,0.06323851,0.16146105,0.83445300,0.13380286,0.36690275,0.00000000
-4.92546273,1.56796217,0.89835564,0.49342350,0.05839422,0.15133093,0.77771619,0.12575667,0.34463145,0.00000000
-4.91945973,1.46060434,0.83896225,0.45893002,0.05356099,0.14099517,0.72067496,0.11745232,0.32180575,0.00000000
-4.91345673,1.35248613,0.77890954,0.42435237,0.04879940,0.13058036,0.66393978,0.10900398,0.29869539,0.00000000
-4.90745373,1.24484178,0.71886362,0.39006456,0.04416375,0.12020796,0.60808528,0.10052225,0.27556560,0.00000000
-4.90145073,1.13883420,0.65946581,0.35641793,0.03970116,0.10999169,0.55363875,0.09211157,0.25267056,0.00000000
-4.89544772,1.03553120,0.60131787,0.32373391,0.03545107,0.10003546,0.50107092,0.08386811,0.23024751,0.00000000
-4.88944472,0.93588679,0.54496952,0.29229850,0.03144497,0.09043168,0.45078911,0.07587799,0.20851188,0.00000000
-4.88344172,0.84072775,0.49090864,0.26235829,0.02770647,0.08126017,0.40313299,0.06821612,0.18765347,0.00000000
-4.87743872,0.75074577,0.43955445,0.23411844,0.02425159,0.07258752,0.35837272,0.06094542,0.16783381,0.00000000
-4.87143572,0.66649500,0.39125372,0.20774219,0.02108929,0.06446691,0.31670950,0.05411652,0.14918465,0.00000000
-4.86543272,0.58839457,0.34627990,0.18335199,0.01822216,0.05693850,0.27827829,0.04776799,0.13180773,0.00000000
-4.85942971,0.51673570,0.30483507,0.16103203,0.01564722,0.05003012,0.24315230,0.04192691,0.11577547,0.00000000
-4.85342671,0.45169260,0.26705433,0.14083191,0.01335683,0.04375839,0.21134909,0.03660973,0.10113273,0.00000000
-4.84742371,0.39333635,0.23301222,0.12277120,0.01133963,0.03813002,0.18283768,0.03182348,0.08789924,0.00000000
-4.84142071,0.34165102,0.20273073,0.10684466,0.00958142,0.03314340,0.15754651,0.02756711,0.07607275,0.00000000
-4.83541771,0.29655096,0.17618840,0.09302776,0.00806607,0.02879023,0.13537173,0.02383296,0.06563248,0.00000000
-4.82941471,0.25789854,0.15332993,0.08128230,0.00677633,0.02505718,0.11618546,0.02060829,0.05654285,0.00000000
-4.82341171,0.22552143,0.13407591,0.07156181,0.00569458,0.02192753,0.09984372,0.01787671,0.04875724,0.00000000
-4.81740870,0.19922873,0.11833203,0.06381661,0.00480342,0.01938266,0.08619383,0.01561957,0.04222156,0.00000000
-4.81140570,0.17882519,0.10599751,0.05799810,0.00408617,0.01740339,0.07508085,0.01381723,0.03687761,0.00000000
-4.80540270,0.16412315,0.09697233,0.05406236,0.00352733,0.01597105,0.06635304,0.01245006,0.03266594,0.00000000
-4.79939970,0.15495160,0.09116286,0.05197277,0.00311283,0.01506837,0.05986612,0.01149931,0.02952831,0.00000000
-4.79339670,0.15116222,0.08848591,0.05170157,0.00283016,0.01467994,0.05548640,0.01094766,0.02740950,0.00000000
-4.78739370,0.15263220,0.08887087,0.05323038,0.00266855,0.01479249,0.05309245,0.01077958,0.02625853,0.00000000
-4.78139070,0.15926374,0.09225996,0.05654958,0.00261885,0.01539484,0.05257580,0.01098144,0.02602935,0.00000000
-4.77538769,0.17098052,0.09860670,0.06165662,0.00267350,0.01647750,0.05384022,0.01154132,0.02668084,0.00000000
-4.76938469,0.18772125,0.10787256,0.06855340,0.00282633,0.01803207,0.05680019,0.01244873,0.02817633,0.00000000
-4.76338169,0.20943069,0.12002223,0.07724270,0.00307236,0.02005039,0.06137833,0.01369403,0.03048266,0.00000000
-4.75737869,0.23604873,0.13501755,0.08772400,0.00340753,0.02252352,0.06750221,0.01526773,0.03356881,0.00000000
-4.75137569,0.26749808,0.15281056,0.09998870,0.00382842,0.02544061,0.07510064,0.01715977,0.03740432,0.00000000
-4.74537269,0.30367115,0.17333607,0.11401526,0.00433195,0.02878769,0.08409972,0.01935861,0.04195746,0.00000000
-4.73936968,0.34441722,0.19650421,0.12976417,0.00491508,0.03254652,0.09441890,0.02185048,0.04719344,0.00000000
-4.73336668,0.38953026,0.22219334,0.14717343,0.00557450,0.03669352,0.10596726,0.02461854,0.05307272,0.00000000
-4.72736368,0.43873874,0.25024393,0.16615455,0.00630641,0.04119892,0.11864032,0.02764224,0.05954945,0.00000000
-4.72136068,0.49169777,0.28045377,0.18658952,0.00710626,0.04602609,0.13231754,0.03089686,0.06657036,0.00000000
-4.71535768,0.54798467,0.31257512,0.20832901,0.00796862,0.05113128,0.14686082,0.03435317,0.07407404,0.00000000
-4.70935468,0.60709836,0.34631388,0.23119204,0.00888705,0.05646365,0.16211403,0.03797744,0.08199078,0.00000000
-4.70335168,0.66846318,0.38133144,0.25496724,0.00985407,0.06196579,0.17790388,0.04173168,0.09024301,0.00000000
-4.69734867,0.73143728,0.41724904,0.27941591,0.01086118,0.06757461,0.19404197,0.04557417,0.09874637,0.00000000
-4.69134567,0.79532571,0.45365487,0.30427688,0.01189900,0.07322266,0.21032819,0.04946031,0.10741143,0.00000000
-4.68534267,0.85939785,0.49011377,0.32927300,0.01295745,0.07883990,0.22655536,0.05334369,0.11614597,0.00000000
-4.67933967,0.92290873,0.52617920,0.35411921,0.01402596,0.08435576,0.24251483,0.05717747,0.12485776,0.00000000
-4.67333667,0.98512335,0.56140706,0.37853182,0.01509383,0.08970141,0.25800297,0.06091587,0.13345781,0.00000000
-4.66733367,1.04534302,0.59537081,0.40223857,0.01615053,0.09481230,0.27282820,0.06451579,0.14186373,0.00000000
-4.66133067,1.10293233,0.62767716,0.42498911,0.01718612,0.09963062,0.28681816,0.06793849,0.15000320,0.00000000
-4.65532766,1.15734542,0.65798154,0.44656522,0.01819156,0.10410773,0.29982668,0.07115116,0.15781728,0.00000000
-4.64932466,1.20814996,0.68600245,0.46679032,0.01915909,0.10820628,0.31174021,0.07412839,0.16526333,0.00000000
-4.64332166,1.25504728,0.71153389,0.48553760,0.02008255,0.11190201,0.32248313,0.07685331,0.17231736,0.00000000
