energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.69384692,4.19534985,-4.24441629,0.01762042,-0.04532988,0.31956968,-0.27905136,1.72878983,-0.74082734,0.46628710,-0.30894099,0.47322622,-0.70051715,0.54523653,-0.35320720,0.05477426,-0.07502918,1.80487216,-2.08823279
-5.68784392,4.29359755,-4.15208431,0.01914894,-0.04398671,0.33197600,-0.27894727,1.79869702,-0.72311878,0.47531171,-0.30452534,0.48477412,-0.68022620,0.56782299,-0.35202451,0.05480194,-0.07358311,1.84117454,-2.03329296
-5.68184092,4.39746792,-4.06225825,0.02085460,-0.04255961,0.34467649,-0.27870300,1.87191717,-0.70815750,0.48448028,-0.30008816,0.49675005,-0.66038323,0.59135036,-0.35046503,0.05494580,-0.07210691,1.88025622,-1.98007601
-5.67583792,4.50689494,-3.97470007,0.02273327,-0.04106065,0.35763135,-0.27826242,1.94832095,-0.69590229,0.49381803,-0.29558376,0.50924359,-0.64105709,0.61573757,-0.34853673,0.05520416,-0.07058824,1.92214721,-1.92854162
-5.66983492,4.62176784,-3.88912567,0.02477873,-0.03950255,0.37080243,-0.27757222,2.02771823,-0.68629719,0.50336001,-0.29096730,0.52235732,-0.62229462,0.64088059,-0.34624963,0.05557326,-0.06901565,1.96684917,-1.87861535
-5.66383192,4.74190285,-3.80522051,0.02698230,-0.03789839,0.38415035,-0.27658377,2.10984816,-0.67927246,0.51314613,-0.28619621,0.53620049,-0.60412007,0.66665012,-0.34361725,0.05604726,-0.06737907,2.01432434,-1.83019473
-5.65782891,4.86701573,-3.72265919,0.02933252,-0.03626127,0.39763154,-0.27525510,2.19437109,-0.67474629,0.52321564,-0.28123175,0.55088240,-0.58653605,0.69289000,-0.34065818,0.05661822,-0.06567026,2.06448490,-1.78315778
-5.65182591,4.99669652,-3.64112858,0.03181486,-0.03460415,0.41119538,-0.27355293,2.28086276,-0.67262701,0.53360161,-0.27604085,0.56650552,-0.56952608,0.71941639,-0.33739776,0.05727613,-0.06388325,2.11718343,-1.73737348
-5.64582291,5.13038805,-3.56035313,0.03441155,-0.03293964,0.42478185,-0.27145460,2.36881137,-0.67281596,0.54432559,-0.27059810,0.58315872,-0.55305846,0.74601795,-0.33386981,0.05800894,-0.06201480,2.17220485,-1.69271388
-5.63981991,5.26736941,-3.48012117,0.03710142,-0.03127997,0.43831949,-0.26894993,2.45761770,-0.67521073,0.55539270,-0.26488767,0.60091079,-0.53709134,0.77245705,-0.33011823,0.05880266,-0.06006473,2.22926037,-1.64906707
-5.63381691,5.40674530,-3.40031085,0.03985996,-0.02963692,0.45172412,-0.26604279,2.54659862,-0.67970892,0.56678743,-0.25890523,0.61980443,-0.52157852,0.79847202,-0.32619843,0.05964146,-0.05803626,2.28798370,-1.60635040
-5.62781391,5.54744223,-3.32091416,0.04265940,-0.02802187,0.46489831,-0.26275237,2.63499390,-0.68621202,0.57847039,-0.25265961,0.63985097,-0.50647570,0.82378048,-0.32217844,0.06050781,-0.05593620,2.34792984,-1.56452300
-5.62181091,5.68821185,-3.24205767,0.04546900,-0.02644576,0.47773154,-0.25911411,2.72197613,-0.69462950,0.59037610,-0.24617421,0.66102592,-0.49174669,0.84808372,-0.31813968,0.06138269,-0.05377508,2.40857661,-1.52359725
-5.61580790,5.82764157,-3.16401892,0.04825538,-0.02491926,0.49010119,-0.25518017,2.80666355,-0.70488299,0.60241209,-0.23948796,0.68326564,-0.47736931,0.87107190,-0.31417731,0.06224583,-0.05156712,2.46932890,-1.48364810
-5.60980490,5.96417232,-3.08723742,0.05098309,-0.02345274,0.50187437,-0.25101948,2.88813521,-0.71691032,0.61445910,-0.23265582,0.70646506,-0.46334050,0.89243010,-0.31040010,0.06307601,-0.04933014,2.52952570,-1.44482014
-5.60380190,6.09612290,-3.01231953,0.05361519,-0.02205640,0.51291024,-0.24671727,2.96544800,-0.73066957,0.62637268,-0.22574881,0.73047668,-0.44968051,0.91184489,-0.30692974,0.06385139,-0.04708529,2.58844967,-1.40733172
-5.59779890,6.22172035,-2.94003711,0.05611407,-0.02074029,0.52306308,-0.24237425,3.03765493,-0.74614294,0.63798597,-0.21885337,0.75511098,-0.43643580,0.92901136,-0.30389974,0.06454989,-0.04485671,2.64533902,-1.37147601
-5.59179590,6.33913524,-2.87131953,0.05844222,-0.01951432,0.53218564,-0.23810521,3.10382411,-0.76334039,0.64911350,-0.21207034,0.78013808,-0.42368063,0.94364025,-0.30145370,0.06514968,-0.04267101,2.69940157,-1.33761893
-5.58579290,6.44652106,-2.80723961,0.06056317,-0.01838829,0.54013289,-0.23403739,3.16305771,-0.78230302,0.65955598,-0.20551325,0.80529094,-0.41151725,0.95546512,-0.29974315,0.06562956,-0.04055677,2.74983044,-1.30619401
-5.57978989,6.54205635,-2.74899365,0.06244246,-0.01737183,0.54676584,-0.23030838,3.21451060,-0.80310604,0.66910589,-0.19930624,0.83026984,-0.40007469,0.96424919,-0.29892490,0.06596953,-0.03854386,2.79582115,-1.27769425
-5.57378689,6.62398850,-2.69787635,0.06404853,-0.01647433,0.55195535,-0.22706379,3.25740800,-0.82586124,0.67755350,-0.19358151,0.85474821,-0.38950627,0.96979177,-0.29915797,0.06615124,-0.03666274,2.83658965,-1.25266143
-5.56778389,6.69067802,-2.65525124,0.06535369,-0.01570486,0.55558583,-0.22445461,3.29106199,-0.85071865,0.68469325,-0.18847638,0.87837976,-0.37998593,0.97193403,-0.30060007,0.06615849,-0.03494369,2.87139092,-1.23167314
-5.56178089,6.74064197,-2.62251746,0.06633496,-0.01507202,0.55755864,-0.22263439,3.31488645,-0.87786730,0.69033020,-0.18413014,0.90080665,-0.37170361,0.97056390,-0.30340385,0.06597779,-0.03341610,2.89953756,-1.21532786
-5.55577789,6.77259534,-2.60107363,0.06697487,-0.01458380,0.55779507,-0.22175620,3.32841030,-0.90753451,0.69428630,-0.18068060,0.92166852,-0.36485977,0.96562005,-0.30771278,0.06559870,-0.03210765,2.92041806,-1.20422861
-5.54977489,6.78548933,-2.59227973,0.06726202,-0.01424742,0.55623897,-0.22196944,3.33128896,-0.93998377,0.69640619,-0.17826058,0.94061227,-0.35965940,0.95709477,-0.31365682,0.06501436,-0.03104360,2.93351404,-1.19896550
-5.54377189,6.77854519,-2.59741760,0.06719165,-0.01406909,0.55285876,-0.22341653,3.32331375,-0.97551052,0.69656252,-0.17699430,0.95730209,-0.35630556,0.94503561,-0.32134807,0.06422173,-0.03024604,2.93841617,-1.20009760
-5.53776888,6.75128268,-2.61765090,0.06676586,-0.01405392,0.54764891,-0.22622947,3.30441924,-1.01443577,0.69466035,-0.17699378,0.97142957,-0.35499274,0.92954580,-0.33087620,0.06322195,-0.02973331,2.93483807,-1.20813453
-5.53176588,6.70354199,-2.65398531,0.06599373,-0.01420564,0.54063081,-0.23052632,3.27468835,-1.05709728,0.69064063,-0.17835540,0.98272345,-0.35590018,0.91078337,-0.34230416,0.06202042,-0.02951935,2.92262766,-1.22351809
-5.52576288,6.63549831,-2.70722976,0.06489124,-0.01452648,0.53185305,-0.23640764,3.23435514,-1.10383819,0.68448266,-0.18115651,0.99095851,-0.35918531,0.88895894,-0.35566391,0.06062694,-0.02961327,2.90177560,-1.24660442
-5.51975988,6.54766811,-2.77795950,0.06348089,-0.01501699,0.52139107,-0.24395299,3.18380493,-1.15499324,0.67620530,-0.18545240,0.99596345,-0.36497751,0.86433221,-0.37095260,0.05905562,-0.03001894,2.87242018,-1.27764696
-5.51375688,6.44090661,-2.86648208,0.06179125,-0.01567591,0.50934620,-0.25321751,3.12357177,-1.21087267,0.66586705,-0.19127351,0.99762712,-0.37337224,0.83720727,-0.38812924,0.05732469,-0.03073472,2.83484834,-1.31678084
-5.50775388,6.31639611,-2.97280716,0.05985620,-0.01650004,0.49584413,-0.26422872,3.05433298,-1.27174442,0.65356489,-0.19862313,0.99590293,-0.38442584,0.80792670,-0.40711205,0.05545625,-0.03175334,2.78949260,-1.36400895
-5.50175088,6.17562499,-3.09662156,0.05771411,-0.01748423,0.48103285,-0.27698363,2.97690061,-1.33781511,0.63943198,-0.20747558,0.99081113,-0.39815098,0.77686473,-0.42777661,0.05347579,-0.03306182,2.73692361,-1.41919044
-5.49574787,6.02035776,-3.23727051,0.05540676,-0.01862125,0.46508006,-0.29144641,2.89220984,-1.40921072,0.62363430,-0.21777498,0.98243879,-0.41451304,0.74441950,-0.44995515,0.05141169,-0.03464164,2.67783852,-1.48203196
-5.48974487,5.85259681,-3.39374656,0.05297834,-0.01990188,0.44817017,-0.30754664,2.80130434,-1.48595794,0.60636640,-0.22943480,0.97093740,-0.43342758,0.71100471,-0.47343688,0.04929456,-0.03646900,2.61304523,-1.55208242
-5.48374187,5.67453685,-3.56468740,0.05047418,-0.02131492,0.43050097,-0.32517838,2.70531882,-1.56796721,0.58784634,-0.24233810,0.95651814,-0.45475889,0.67704087,-0.49796975,0.04715653,-0.03851515,2.54344309,-1.62873161
-5.47773887,5.48851357,-3.74838347,0.04793965,-0.02284731,0.41227999,-0.34420026,2.60545906,-1.65501869,0.56831013,-0.25633874,0.93944501,-0.47832006,0.64294636,-0.52326350,0.04503043,-0.04074696,2.47000058,-1.71121329
-5.47173587,5.29694826,-3.94279636,0.04541895,-0.02448422,0.39372071,-0.36443655,2.50298012,-1.74675206,0.54800582,-0.27126345,0.92002605,-0.50387431,0.60912867,-0.54899416,0.04294901,-0.04312753,2.39373075,-1.79861299
-5.46573287,5.10229038,-4.14558837,0.04295400,-0.02620928,0.37503878,-0.38567951,2.39916319,-1.84266136,0.52718755,-0.28691481,0.89860315,-0.53113803,0.57597597,-0.57480995,0.04094410,-0.04561697,2.31566547,-1.88988080
-5.45972986,4.90696045,-4.35416327,0.04058348,-0.02800475,0.35644827,-0.40769291,2.29529204,-1.94209536,0.50610972,-0.30307519,0.87554073,-0.55978527,0.54384946,-0.60033839,0.03904578,-0.04817319,2.23682949,-1.98384914
-5.45372686,4.71329547,-4.56571782,0.03834189,-0.02985179,0.33815813,-0.43021672,2.19262994,-2.04426421,0.48502157,-0.31951151,0.85121411,-0.58945386,0.51307660,-0.62519461,0.03728167,-0.05075282,2.15821537,-2.07925534
-5.44772386,4.52349906,-4.77730277,0.03625890,-0.03173070,0.32036898,-0.45297300,2.09239782,-2.14825228,0.46416234,-0.33598071,0.82599778,-0.61975287,0.48394552,-0.64899039,0.03567626,-0.05331214,2.08076041,-2.17476847
-5.44172086,4.33959841,-4.98589191,0.03435878,-0.03362122,0.30327030,-0.47567263,1.99575478,-2.25303722,0.44375715,-0.35223582,0.80025444,-0.65027146,0.45670083,-0.67134390,0.03425032,-0.05580807,2.00532662,-2.26901986
-5.43571786,4.16340967,-5.18845685,0.03266006,-0.03550281,0.28703815,-0.49802284,1.90378143,-2.35751445,0.42401382,-0.36803235,0.77432510,-0.68058864,0.43154084,-0.69188956,0.03302055,-0.05819905,1.93268438,-2.36063620
-5.42971486,3.99651293,-5.38204487,0.03117538,-0.03735494,0.27183337,-0.51973511,1.81746686,-2.46052633,0.40512052,-0.38313484,0.74852074,-0.71028378,0.40861640,-0.71028776,0.03199923,-0.06044598,1.86350067,-2.44827428
-5.42371186,3.84023761,-5.56385690,0.02991155,-0.03915741,0.25780037,-0.54053319,1.73769953,-2.56089453,0.38724445,-0.39732321,0.72311593,-0.73894746,0.38803125,-0.72623406,0.03119414,-0.06251304,1.79833205,-2.53065587
-5.41770885,3.69565814,-5.73132237,0.02886978,-0.04089060,0.24506653,-0.56016090,1.66526207,-2.65745425,0.37053135,-0.41039880,0.69834453,-0.76619221,0.36984385,-0.73946740,0.03060863,-0.06436836,1.73762257,-2.60660151
-5.41170585,3.56359957,-5.88216782,0.02804607,-0.04253577,0.23374197,-0.57838915,1.60083003,-2.74908860,0.35510581,-0.42218960,0.67439758,-0.79166273,0.35407053,-0.74977712,0.03024175,-0.06598470,1.68170636,-2.67506178
-5.40570285,3.44465193,-6.01447629,0.02743181,-0.04407528,0.22391981,-0.59502216,1.54497398,-2.83476126,0.34107217,-0.43255463,0.65142338,-0.81504517,0.34068975,-0.75700838,0.03008863,-0.06733988,1.63081459,-2.73514468
-5.39969985,3.33919172,-6.12673474,0.02701436,-0.04549291,0.21567674,-0.60990219,1.49816427,-2.91354604,0.32851592,-0.44138715,0.62952950,-0.83607510,0.32964725,-0.76106577,0.03014091,-0.06841711,1.58508576,-2.78613802
-5.39369685,3.24740862,-6.21786758,0.02677790,-0.04677401,0.20907369,-0.62291288,1.46077768,-2.98465154,0.31750528,-0.44861658,0.60878658,-0.85454378,0.32086173,-0.76191511,0.03038729,-0.06920520,1.54457884,-2.82752587
-5.38769385,3.16933510,-6.28725478,0.02670416,-0.04790572,0.20415657,-0.63398078,1.43310485,-3.04743996,0.30809285,-0.45420909,0.58923333,-0.87030244,0.31423087,-0.75958318,0.03081414,-0.06969858,1.50928776,-2.85899833
-5.38169085,3.10487664,-6.33473404,0.02677330,-0.04887722,0.20095693,-0.64307513,1.41535751,-3.10143917,0.30031709,-0.45816672,0.57088258,-0.88326451,0.30963720,-0.75415566,0.03140614,-0.06989724,1.47915656,-2.88045442
-5.37568784,3.05384036,-6.36058710,0.02696466,-0.04967984,0.19949237,-0.65020595,1.40767450,-3.14634745,0.29420343,-0.46052521,0.55372765,-0.89340560,0.30695364,-0.74577320,0.03214690,-0.06980648,1.45409381,-2.89199789
-5.36968484,3.01595999,-6.36551127,0.02725760,-0.05030726,0.19976663,-0.65542045,1.41012578,-3.18203124,0.28976501,-0.46135065,0.53774880,-0.90076135,0.30604854,-0.73462607,0.03301962,-0.06943667,1.43398553,-2.89392651
-5.36368184,2.99091563,-6.35057781,0.02763209,-0.05075563,0.20176936,-0.65879814,1.42271366,-3.20851614,0.28700279,-0.46073513,0.52291920,-0.90542317,0.30678972,-0.72094744,0.03400756,-0.06880280,1.41870561,-2.88671528
-5.35767884,2.97834722,-6.31717968,0.02806937,-0.05102372,0.20547546,-0.66044491,1.44537112,-3.22597217,0.28590524,-0.45879157,0.50921012,-0.90753233,0.30904770,-0.70500576,0.03509456,-0.06792403,1.40812336,-2.87099467
-5.35167584,2.97786115,-6.26697128,0.02855240,-0.05111295,0.21084414,-0.66048632,1.47795698,-3.23469445,0.28644750,-0.45564824,0.49659511,-0.90727239,0.31269786,-0.68709663,0.03626540,-0.06682327,1.40210766,-2.84752491
-5.34567284,2.98903026,-6.20180351,0.02906619,-0.05102752,0.21781770,-0.65906082,1.52024844,-3.23508096,0.28859019,-0.45144298,0.48505286,-0.90486063,0.31762156,-0.66753435,0.03750600,-0.06552658,1.40052778,-2.81716761
