energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.68784392,1.75845610,0.53577951,0.00529417,0.14990452,0.37554517,0.13983574,0.01930896,0.93972602
-5.68184092,1.70404994,0.51546348,0.00480487,0.15019024,0.36932382,0.13667541,0.01820299,0.90273674
-5.67583792,1.64830695,0.49445740,0.00434848,0.15042406,0.36223413,0.13345559,0.01713669,0.86491281
-5.66983492,1.59148351,0.47289267,0.00392607,0.15052842,0.35432116,0.13017099,0.01611563,0.82656065
-5.66383192,1.53379407,0.45090099,0.00353798,0.15042394,0.34563208,0.12681266,0.01514353,0.78796021
-5.65782891,1.47542139,0.42861538,0.00318390,0.15003288,0.33621803,0.12336952,0.01422241,0.74936589
-5.65182591,1.41652861,0.40617115,0.00286294,0.14928272,0.32613606,0.11983006,0.01335281,0.71100896
-5.64582291,1.35727237,0.38370685,0.00257372,0.14810936,0.31545115,0.11618408,0.01253398,0.67310093
-5.63981991,1.29781578,0.36136489,0.00231452,0.14646001,0.30423803,0.11242425,0.01176422,0.63583771
-5.63381691,1.23834050,0.33929178,0.00208331,0.14429563,0.29258264,0.10854765,0.01104107,0.59940399
-5.62781391,1.17905702,0.31763787,0.00187793,0.14159264,0.28058310,0.10455694,0.01036167,0.56397743
-5.62181091,1.12021254,0.29655653,0.00169613,0.13834409,0.26835015,0.10046130,0.00972296,0.52973239
-5.61580790,1.06209580,0.27620276,0.00153569,0.13456004,0.25600680,0.09627692,0.00912195,0.49684283
-5.60980490,1.00503872,0.25673133,0.00139445,0.13026726,0.24368739,0.09202717,0.00855589,0.46548420
-5.60380190,0.94941465,0.23829440,0.00127041,0.12550823,0.23153578,0.08774237,0.00802249,0.43583410
-5.59779890,0.89563325,0.22103884,0.00116175,0.12033960,0.21970295,0.08345915,0.00751995,0.40807178
-5.59179590,0.84413244,0.20510318,0.00106684,0.11482999,0.20834403,0.07921948,0.00704710,0.38237637
-5.58579290,0.79536769,0.19061457,0.00098430,0.10905757,0.19761466,0.07506944,0.00660339,0.35892396
-5.57978989,0.74979925,0.17768558,0.00091296,0.10310715,0.18766719,0.07105772,0.00618886,0.33788381
-5.57378689,0.70787792,0.16641120,0.00085187,0.09706726,0.17864646,0.06723400,0.00580412,0.31941371
-5.56778389,0.67003015,0.15686594,0.00080026,0.09102716,0.17068565,0.06364722,0.00545024,0.30365489
-5.56178089,0.63664302,0.14910137,0.00075758,0.08507392,0.16390214,0.06034387,0.00512867,0.29072671
-5.55577789,0.60804996,0.14314394,0.00072338,0.07928978,0.15839371,0.05736636,0.00484113,0.28072135
-5.54977489,0.58451772,0.13899339,0.00069736,0.07374975,0.15423507,0.05475149,0.00458950,0.27369889
-5.54377189,0.56623530,0.13662160,0.00067931,0.06851970,0.15147505,0.05252921,0.00437569,0.26968305
-5.53776888,0.55330527,0.13597219,0.00066909,0.06365481,0.15013437,0.05072152,0.00420161,0.26865772
-5.53176588,0.54573790,0.13696072,0.00066660,0.05919856,0.15020433,0.04934177,0.00406905,0.27056463
-5.52576288,0.54344839,0.13947558,0.00067177,0.05518219,0.15164625,0.04839421,0.00397961,0.27530227
-5.51975988,0.54625736,0.14337968,0.00068455,0.05162467,0.15439195,0.04787388,0.00393476,0.28272624
-5.51375688,0.55389461,0.14851290,0.00070490,0.04853314,0.15834511,0.04776683,0.00393575,0.29265101
-5.50775388,0.56600617,0.15469519,0.00073279,0.04590375,0.16338359,0.04805071,0.00398364,0.30485318
-5.50175088,0.58216423,0.16173051,0.00076817,0.04372287,0.16936270,0.04869554,0.00407938,0.31907617
-5.49574787,0.60187982,0.16941134,0.00081104,0.04196857,0.17611922,0.04966485,0.00422380,0.33503620
-5.48974487,0.62461766,0.17752374,0.00086139,0.04061243,0.18347615,0.05091697,0.00441768,0.35242938
-5.48374187,0.64981270,0.18585291,0.00091925,0.03962135,0.19124803,0.05240649,0.00466181,0.37093968
-5.47773887,0.67688774,0.19418896,0.00098468,0.03895957,0.19924667,0.05408587,0.00495700,0.39024754
-5.47173587,0.70527150,0.20233281,0.00105779,0.03859060,0.20728700,0.05590710,0.00530410,0.41003870
-5.46573287,0.73441634,0.21010205,0.00113874,0.03847917,0.21519305,0.05782327,0.00570406,0.43001293
-5.45972986,0.76381517,0.21733639,0.00122772,0.03859297,0.22280353,0.05979022,0.00615781,0.44989245
-5.45372686,0.79301666,0.22390268,0.00132500,0.03890425,0.22997717,0.06176799,0.00666630,0.46942944
-5.44772386,0.82163842,0.22969913,0.00143084,0.03939122,0.23659731,0.06372209,0.00723037,0.48841260
-5.44172086,0.84937747,0.23465874,0.00154558,0.04003916,0.24257573,0.06562466,0.00785065,0.50667233
-5.43571786,0.87601782,0.23875152,0.00166954,0.04084122,0.24785567,0.06745530,0.00852744,0.52408437
-5.42971486,0.90143480,0.24198569,0.00180301,0.04179896,0.25241366,0.06920169,0.00926060,0.54057189
-5.42371186,0.92559618,0.24440758,0.00194628,0.04292255,0.25626044,0.07085993,0.01004935,0.55610577
-5.41770885,0.94856000,0.24610031,0.00209954,0.04423068,0.25944076,0.07243463,0.01089216,0.57070340
-5.41170585,0.97046953,0.24718130,0.00226292,0.04575012,0.26203216,0.07393864,0.01178665,0.58442585
-5.40570285,0.99154537,0.24779868,0.00243642,0.04751505,0.26414279,0.07539263,0.01272944,0.59737374
-5.39969985,1.01207545,0.24812672,0.00261989,0.04956611,0.26590850,0.07682436,0.01371615,0.60968206
-5.39369685,1.03240318,0.24836058,0.00281304,0.05194912,0.26748917,0.07826774,0.01474134,0.62151415
-5.38769385,1.05291423,0.24871038,0.00301539,0.05471372,0.26906457,0.07976176,0.01579860,0.63305511
-5.38169085,1.07402270,0.24939499,0.00322631,0.05791174,0.27082990,0.08134916,0.01688061,0.64450505
-5.37568784,1.09615697,0.25063566,0.00344495,0.06159547,0.27299113,0.08307510,0.01797934,0.65607228
-5.36968484,1.11974567,0.25264977,0.00367033,0.06581578,0.27576039,0.08498566,0.01908623,0.66796679
-5.36368184,1.14520434,0.25564477,0.00390126,0.07062024,0.27935142,0.08712632,0.02019245,0.68039418
-5.35767884,1.17292291,0.25981269,0.00413644,0.07605118,0.28397528,0.08954045,0.02128923,0.69355015
-5.35167584,1.20325439,0.26532507,0.00437439,0.08214385,0.28983643,0.09226775,0.02236809,0.70761560
-5.34567284,1.23650483,0.27232877,0.00461358,0.08892465,0.29712916,0.09534286,0.02342121,0.72275253
-5.33966983,1.27292480,0.28094233,0.00485232,0.09640949,0.30603442,0.09879392,0.02444167,0.73910055
-5.33366683,1.31270239,0.29125333,0.00508891,0.10460242,0.31671709,0.10264143,0.02542376,0.75677412
-5.32766383,1.35595788,0.30331645,0.00532155,0.11349455,0.32932369,0.10689716,0.02636313,0.77586048
-5.32166083,1.40274004,0.31715237,0.00554844,0.12306324,0.34398040,0.11156333,0.02725693,0.79641808
-5.31565783,1.45302410,0.33274751,0.00576775,0.13327178,0.36079148,0.11663204,0.02810393,0.81847569
-5.30965483,1.50671153,0.35005445,0.00597764,0.14406942,0.37983793,0.12208496,0.02890447,0.84203201
-5.30365183,1.56363147,0.36899308,0.00617629,0.15539194,0.40117643,0.12789337,0.02966036,0.86705581
-5.29764882,1.62354397,0.38945241,0.00636189,0.16716261,0.42483842,0.13401850,0.03037478,0.89348659
-5.29164582,1.68614485,0.41129294,0.00653267,0.17929371,0.45082937,0.14041226,0.03105204,0.92123575
-5.28564282,1.75107216,0.43434943,0.00668695,0.19168844,0.47912805,0.14701822,0.03169731,0.95018831
-5.27963982,1.81791412,0.45843423,0.00682309,0.20424315,0.50968594,0.15377301,0.03231635,0.98020502
-5.27363682,1.88621818,0.48334079,0.00693959,0.21684999,0.54242660,0.16060793,0.03291523,1.01112500
-5.26763382,1.95550108,0.50884739,0.00703511,0.22939964,0.57724507,0.16745077,0.03349997,1.04276865
-5.26163082,2.02525928,0.53472103,0.00710850,0.24178421,0.61400725,0.17422786,0.03407636,1.07494093
-5.25562781,2.09497965,0.56072125,0.00715884,0.25390002,0.65254932,0.18086614,0.03464961,1.10743465
-5.24962481,2.16414971,0.58660383,0.00718552,0.26565028,0.69267720,0.18729523,0.03522421,1.14003387
-5.24362181,2.23226707,0.61212433,0.00718827,0.27694744,0.73416614,0.19344943,0.03580377,1.17251709
-5.23761881,2.29884767,0.63704126,0.00716722,0.28771512,0.77676054,0.19926955,0.03639084,1.20466009
-5.23161581,2.36343249,0.66111894,0.00712295,0.29788964,0.82017408,0.20470441,0.03698689,1.23623847
-5.22561281,2.42559243,0.68412987,0.00705653,0.30742095,0.86409042,0.20971213,0.03759224,1.26702959
-5.21960980,2.48493144,0.70585682,0.00696952,0.31627304,0.90816442,0.21426100,0.03820603,1.29681398
-5.21360680,2.54108776,0.72609437,0.00686401,0.32442381,0.95202436,0.21832997,0.03882625,1.32537631
-5.20760380,2.59373377,0.74465020,0.00674264,0.33186449,0.99527498,0.22190879,0.03944973,1.35250592
-5.20160080,2.64257455,0.76134607,0.00660853,0.33859860,1.03750184,0.22499776,0.04007217,1.37799709
-5.19559780,2.68734588,0.77601867,0.00646528,0.34464066,1.07827685,0.22760721,0.04068814,1.40164932
-5.18959480,2.72781215,0.78852033,0.00631691,0.35001473,1.11716516,0.22975667,0.04129114,1.42326776
-5.18359180,2.76376465,0.79871984,0.00616780,0.35475291,1.15373342,0.23147389,0.04187363,1.44266410
-5.17758879,2.79502110,0.80650340,0.00602257,0.35889383,1.18755919,0.23279375,0.04242704,1.45965815
-5.17158579,2.82142645,0.81177576,0.00588604,0.36248141,1.21824154,0.23375706,0.04294193,1.47408019
-5.16558279,2.84285556,0.81446163,0.00576308,0.36556380,1.24541231,0.23440944,0.04340802,1.48577437
-5.15957979,2.85921767,0.81450737,0.00565851,0.36819257,1.26874777,0.23480025,0.04381437,1.49460291
-5.15357679,2.87046251,0.81188288,0.00557699,0.37042228,1.28798032,0.23498149,0.04414959,1.50045126
-5.14757379,2.87658771,0.80658359,0.00552287,0.37231011,1.30290946,0.23500696,0.04440210,1.50323374
-5.14157079,2.87764689,0.79863247,0.00550012,0.37391585,1.31341166,0.23493131,0.04456042,1.50289956
-5.13556778,2.87375761,0.78808186,0.00551215,0.37530175,1.31944850,0.23480929,0.04461352,1.49943868
-5.12956478,2.86510826,0.77501493,0.00556174,0.37653250,1.32107251,0.23469491,0.04455121,1.49288694
-5.12356178,2.85196305,0.75954658,0.00565093,0.37767484,1.31843013,0.23464055,0.04436456,1.48333024
-5.11755878,2.83466400,0.74182356,0.00578092,0.37879700,1.31176169,0.23469604,0.04404627,1.47090691
-5.11155578,2.81362935,0.72202381,0.00595196,0.37996771,1.30139769,0.23490758,0.04359109,1.45580822
-5.10555278,2.78934765,0.70035459,0.00616337,0.38125468,1.28775182,0.23531649,0.04299614,1.43827637
-5.09954977,2.76236730,0.67704971,0.00641340,0.38272269,1.27131026,0.23595790,0.04226116,1.41860000
-5.09354677,2.73328168,0.65236554,0.00669925,0.38443121,1.25261795,0.23685922,0.04138870,1.39710713
-5.08754377,2.70270997,0.62657609,0.00701711,0.38643158,1.23226197,0.23803861,0.04038418,1.37415557
-5.08154077,2.67127475,0.59996721,0.00736210,0.38876408,1.21085282,0.23950345,0.03925589,1.35012137
-5.07553777,2.63957717,0.57283007,0.00772844,0.39145482,1.18900420,0.24124892,0.03801474,1.32538559
-5.06953477,2.60817103,0.54545430,0.00810945,0.39451284,1.16731226,0.24325679,0.03667410,1.30032010
-5.06353177,2.57753746,0.51812093,0.00849775,0.39792752,1.14633511,0.24549457,0.03524933,1.27527328
-5.05752876,2.54806143,0.49109557,0.00888535,0.40166661,1.12657358,0.24791504,0.03375738,1.25055619
-5.05152576,2.52001186,0.46462210,0.00926389,0.40567500,1.10845411,0.25045648,0.03221623,1.22643017
-5.04552276,2.49352661,0.43891708,0.00962482,0.40987450,1.09231453,0.25304330,0.03064436,1.20309657
-5.03951976,2.46860349,0.41416529,0.00995964,0.41416457,1.07839340,0.25558754,0.02906020,1.18068929
-5.03351676,2.44509808,0.39051646,0.01026010,0.41842431,1.06682346,0.25799092,0.02748155,1.15927044
-5.02751376,2.42272881,0.36808339,0.01051851,0.42251545,1.05762937,0.26014754,0.02592511,1.13882974
-5.02151076,2.40108917,0.34694158,0.01072787,0.42628646,1.05073003,0.26194716,0.02440605,1.11928749
-5.01550775,2.37966678,0.32713024,0.01088220,0.42957747,1.04594510,0.26327885,0.02293773,1.10050106
-5.00950475,2.35786830,0.30865465,0.01097661,0.43222591,1.04300559,0.26403502,0.02153137,1.08227473
-5.00350175,2.33504898,0.29148976,0.01100756,0.43407255,1.04156791,0.26411545,0.02019602,1.06437220
-4.99749875,2.31054551,0.27558482,0.01097287,0.43496768,1.04123066,0.26343128,0.01893852,1.04653123
-4.99149575,2.28371037,0.26086870,0.01087187,0.43477712,1.04155349,0.26190879,0.01776358,1.02847963
-4.98549275,2.25394593,0.24725570,0.01070535,0.43338771,1.04207702,0.25949263,0.01667397,1.00995178
-4.97948974,2.22073681,0.23465165,0.01047557,0.43071213,1.04234299,0.25614849,0.01567079,0.99070489
-4.97348674,2.18367862,0.22295983,0.01018613,0.42669270,1.04191378,0.25186506,0.01475379,0.97053411
-4.96748374,2.14250204,0.21208661,0.00984187,0.42130406,1.04039045,0.24665507,0.01392172,0.94928599
-4.96148074,2.09709101,0.20194652,0.00944869,0.41455452,1.03742866,0.24055559,0.01317270,0.92686941
-4.95547774,2.04749436,0.19246656,0.00901334,0.40648620,1.03275181,0.23362735,0.01250464,0.90326386
-4.94947474,1.99393055,0.18358965,0.00854321,0.39717385,1.02616105,0.22595324,0.01191552,0.87852444
-4.94347174,1.93678543,0.17527705,0.00804611,0.38672240,1.01754189,0.21763609,0.01140379,0.85278368
-4.93746873,1.87660348,0.16750978,0.00753002,0.37526366,1.00686727,0.20879580,0.01096854,0.82625012
-4.93146573,1.81407290,0.16028906,0.00700284,0.36295194,0.99419719,0.19956589,0.01060979,0.79920372
-4.92546273,1.75000561,0.15363563,0.00647225,0.34995925,0.97967511,0.19008977,0.01032854,0.77198849
-4.91945973,1.68531288,0.14758828,0.00594545,0.33646992,0.96352131,0.18051677,0.01012684,0.74500257
-4.91345673,1.62097783,0.14220148,0.00542907,0.32267520,0.94602371,0.17099808,0.01000778,0.71868624
-4.90745373,1.55802576,0.13754230,0.00492898,0.30876781,0.92752652,0.16168278,0.00997535,0.69350836
-4.90145073,1.49749342,0.13368683,0.00445028,0.29493678,0.90841725,0.15271411,0.01003424,0.66995153
-4.89544772,1.44039811,0.13071603,0.00399718,0.28136269,0.88911250,0.14422599,0.01018960,0.64849669
-4.88944472,1.38770766,0.12871144,0.00357301,0.26821339,0.87004304,0.13633992,0.01044670,0.62960742
-4.88344172,1.34031183,0.12775058,0.00318023,0.25564041,0.85163866,0.12916235,0.01081057,0.61371445
-4.87743872,1.29899602,0.12790247,0.00282046,0.24377597,0.83431324,0.12278246,0.01128560,0.60120083
-4.87143572,1.26441777,0.12922326,0.00249454,0.23273061,0.81845035,0.11727048,0.01187505,0.59238809
-4.86543272,1.23708650,0.13175207,0.00220261,0.22259159,0.80438992,0.11267647,0.01258068,0.58752385
-4.85942971,1.21734703,0.13550738,0.00194417,0.21342186,0.79241618,0.10902958,0.01340232,0.58677116
-4.85342671,1.20536713,0.14048387,0.00171821,0.20525959,0.78274737,0.10633781,0.01433743,0.59019993
-4.84742371,1.20112958,0.14665004,0.00152327,0.19811830,0.77552733,0.10458820,0.01538084,0.59778085
-4.84142071,1.20442893,0.15394657,0.00135755,0.19198748,0.77081948,0.10374748,0.01652445,0.60938197
-4.83541771,1.21487329,0.16228561,0.00121900,0.18683369,0.76860323,0.10376318,0.01775706,0.62476828
-4.82941471,1.23189129,0.17155110,0.00110538,0.18260207,0.76877315,0.10456510,0.01906439,0.64360447
-4.82341171,1.25474428,0.18160004,0.00101437,0.17921833,0.77114102,0.10606726,0.02042906,0.66546086
-4.81740870,1.28254384,0.19226491,0.00094363,0.17659103,0.77544076,0.10817012,0.02183085,0.68982273
-4.81140570,1.31427415,0.20335703,0.00089083,0.17461434,0.78133625,0.11076327,0.02324702,0.71610273
-4.80540270,1.34881912,0.21467088,0.00085370,0.17317106,0.78843189,0.11372834,0.02465277,0.74365622
-4.79939970,1.38499340,0.22598931,0.00083012,0.17213593,0.79628561,0.11694217,0.02602183,0.77179916
-4.79339670,1.42157660,0.23708930,0.00081809,0.17137922,0.80442396,0.12028015,0.02732715,0.79982799
-4.78739370,1.45734956,0.24774825,0.00081580,0.17077040,0.81235870,0.12361971,0.02854163,0.82704086
-4.78139070,1.49113148,0.25775045,0.00082160,0.17018196,0.81960436,0.12684365,0.02963900,0.85275938
-4.77538769,1.52181655,0.26689350,0.00083407,0.16949306,0.82569600,0.12984352,0.03059459,0.87635010
-4.76938469,1.54840857,0.27499434,0.00085195,0.16859314,0.83020634,0.13252260,0.03138619,0.89724484
-4.76338169,1.57005221,0.28189477,0.00087422,0.16738509,0.83276170,0.13479859,0.03199480,0.91495889
-4.75737869,1.58605934,0.28746607,0.00090003,0.16578814,0.83305575,0.13660587,0.03240530,0.92910635
-4.75137569,1.59592953,0.29161251,0.00092872,0.16374003,0.83086057,0.13789707,0.03260704,0.93941189
-4.74537269,1.59936348,0.29427377,0.00095981,0.16119867,0.82603444,0.13864414,0.03259427,0.94571828
-4.73936968,1.59626896,0.29542594,0.00099295,0.15814298,0.81852594,0.13883865,0.03236637,0.94798953
-4.73336668,1.58675883,0.29508122,0.00102795,0.15457302,0.80837412,0.13849139,0.03192798,0.94630930
-4.72736368,1.57114146,0.29328634,0.00106471,0.15050925,0.79570490,0.13763137,0.03128893,0.94087481
-4.72136068,1.54990384,0.29011978,0.00110321,0.14599111,0.78072364,0.13630409,0.03046399,0.93198662
-4.71535768,1.52368851,0.28568800,0.00114351,0.14107487,0.76370457,0.13456937,0.02947245,0.92003473
-4.70935468,1.49326538,0.28012087,0.00118570,0.13583092,0.74497740,0.13249865,0.02833769,0.90548187
-4.70335168,1.45949992,0.27356661,0.00122990,0.13034051,0.72491203,0.13017207,0.02708644,0.88884478
-4.69734867,1.42331938,0.26618645,0.00127620,0.12469231,0.70390203,0.12767537,0.02574821,0.87067455
-4.69134567,1.38567873,0.25814934,0.00132471,0.11897872,0.68234784,0.12509678,0.02435444,0.85153687
-4.68534267,1.34752786,0.24962692,0.00137549,0.11329228,0.66064055,0.12252408,0.02293783,0.83199332
-4.67933967,1.30978167,0.24078900,0.00142858,0.10772217,0.63914704,0.12004188,0.02153158,0.81258442
-4.67333667,1.27329419,0.23179975,0.00148398,0.10235118,0.61819715,0.11772933,0.02016868,0.79381524
-4.66733367,1.23883775,0.22281457,0.00154164,0.09725302,0.59807360,0.11565830,0.01888127,0.77614404
-4.66133067,1.20708788,0.21397792,0.00160150,0.09249028,0.57900486,0.11389198,0.01770012,0.75997434
-4.65532766,1.17861403,0.20542187,0.00166348,0.08811290,0.56116140,0.11248417,0.01665405,0.74565041
-4.64932466,1.15387623,0.19726549,0.00172747,0.08415741,0.54465516,0.11147892,0.01576956,0.73345610
-4.64332166,1.13322704,0.18961480,0.00179338,0.08064670,0.52954218,0.11091075,0.01507048,0.72361679
-4.63731866,1.11691817,0.18256330,0.00186113,0.07759046,0.51582808,0.11080524,0.01457761,0.71630377
-4.63131566,1.10511078,0.17619276,0.00193065,0.07498610,0.50347581,0.11117988,0.01430854,0.71164066
-4.62531266,1.09788842,0.17057422,0.00200190,0.07282012,0.49241530,0.11204522,0.01427735,0.70971101
-4.61930965,1.09527135,0.16576891,0.00207490,0.07106981,0.48255410,0.11340600,0.01449451,0.71056653
-4.61330665,1.09723120,0.16182906,0.00214967,0.06970516,0.47378857,0.11526242,0.01496663,0.71423520
-4.60730365,1.10370488,0.15879843,0.00222627,0.06869088,0.46601480,0.11761117,0.01569633,0.72072864
-4.60130065,1.11460692,0.15671248,0.00230478,0.06798836,0.45913872,0.12044644,0.01668208,0.73004831
-4.59529765,1.12983952,0.15559819,0.00238530,0.06755761,0.45308488,0.12376060,0.01791811,0.74219021
-4.58929465,1.14929990,0.15547352,0.00246789,0.06735887,0.44780332,0.12754471,0.01939430,0.75714778
-4.58329165,1.17288480,0.15634658,0.00255262,0.06735411,0.44327445,0.13178876,0.02109614,0.77491308
-4.57728864,1.20049218,0.15821460,0.00263949,0.06750815,0.43951147,0.13648167,0.02300478,0.79547626
-4.57128564,1.23202040,0.16106282,0.00272844,0.06778946,0.43656056,0.14161116,0.02509713,0.81882363
-4.56528264,1.26736522,0.16486343,0.00281936,0.06817067,0.43449867,0.14716336,0.02734613,0.84493456
-4.55927964,1.30641540,0.16957468,0.00291203,0.06862881,0.43342933,0.15312251,0.02972104,0.87377765
-4.55327664,1.34904723,0.17514032,0.00300614,0.06914523,0.43347653,0.15947044,0.03218797,0.90530653
-4.54727364,1.39511871,0.18148943,0.00310131,0.06970534,0.43477721,0.16618628,0.03471043,0.93945564
-4.54127064,1.44446401,0.18853680,0.00319706,0.07029819,0.43747277,0.17324605,0.03725010,0.97613644
-4.53526763,1.49688841,0.19618373,0.00329286,0.07091585,0.44169985,0.18062249,0.03976768,1.01523404
-4.52926463,1.55216422,0.20431952,0.00338812,0.07155288,0.44758118,0.18828488,0.04222374,1.05660465
-4.52326163,1.61002769,0.21282332,0.00348223,0.07220558,0.45521653,0.19619906,0.04457978,1.10007378
-4.51725863,1.67017708,0.22156648,0.00357459,0.07287138,0.46467448,0.20432745,0.04679916,1.14543511
-4.51125563,1.73227148,0.23041524,0.00366464,0.07354827,0.47598520,0.21262910,0.04884807,1.19245000
-4.50525263,1.79593057,0.23923359,0.00375189,0.07423418,0.48913451,0.22105976,0.05069641,1.24084744
-4.49924962,1.86073470,0.24788624,0.00383592,0.07492653,0.50405957,0.22957190,0.05231856,1.29032420
-4.49324662,1.92622529,0.25624143,0.00391645,0.07562181,0.52064615,0.23811464,0.05369396,1.34054515
