energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.39685785,0.63879577,0.63824295,0.01076639,0.09318471,0.38956407,0.00000000,0.41349900,0.16530651
-5.99399700,1.41838145,0.63156723,0.65874346,0.01174814,0.09706586,0.38365405,0.00000000,0.40618530,0.16865051
-5.98799400,1.44411417,0.62506331,0.68292771,0.01278278,0.10102861,0.37780860,0.00000000,0.39762083,0.17227128
-5.98199100,1.47394075,0.61937159,0.71065585,0.01385676,0.10504280,0.37210673,0.00000000,0.38793841,0.17613803
-5.97598799,1.50769309,0.61457420,0.74175176,0.01495482,0.10907218,0.36662898,0.00000000,0.37729930,0.18020651
-5.96998499,1.54513470,0.61073885,0.77599482,0.01606015,0.11307443,0.36145187,0.00000000,0.36588603,0.18441865
-5.96398199,1.58594867,0.60791076,0.81311334,0.01715468,0.11700152,0.35664293,0.00000000,0.35389495,0.18870296
-5.95797899,1.62972979,0.60610617,0.85278013,0.01821948,0.12080051,0.35225643,0.00000000,0.34152860,0.19297568
-5.95197599,1.67598183,0.60530755,0.89461081,0.01923517,0.12441462,0.34833015,0.00000000,0.32898854,0.19714272
-5.94597299,1.72412028,0.60546110,0.93816517,0.02018242,0.12778477,0.34488326,0.00000000,0.31646883,0.20110235
-5.93996998,1.77348076,0.60647651,0.98295172,0.02104245,0.13085126,0.34191548,0.00000000,0.30415040,0.20474837
-5.93396698,1.82333291,0.60822910,1.02843549,0.02179763,0.13355579,0.33940741,0.00000000,0.29219646,0.20797383
-5.92796398,1.87289918,0.61056428,1.07404896,0.02243191,0.13584352,0.33732213,0.00000000,0.28074921,0.21067495
-5.92196098,1.92137796,0.61330397,1.11920582,0.02293145,0.13766510,0.33560764,0.00000000,0.26992768,0.21275520
-5.91595798,1.96796974,0.61625481,1.16331710,0.02328496,0.13897867,0.33420033,0.00000000,0.25982677,0.21412910
-5.90995498,2.01190542,0.61921762,1.20580900,0.02348412,0.13975160,0.33302886,0.00000000,0.25051739,0.21472589
-5.90395198,2.05247523,0.62199768,1.24614183,0.02352386,0.13996191,0.33201850,0.00000000,0.24204748,0.21449253
-5.89794897,2.08905704,0.62441530,1.28382924,0.02340252,0.13959936,0.33109550,0.00000000,0.23444390,0.21339616
-5.89194597,2.12114264,0.62631601,1.31845678,0.02312188,0.13866598,0.33019128,0.00000000,0.22771474,0.21142570
-5.88594297,2.14836073,0.62758010,1.34969905,0.02268714,0.13717627,0.32924624,0.00000000,0.22185208,0.20859267
-5.87993997,2.17049557,0.62813076,1.37733461,0.02210669,0.13515676,0.32821299,0.00000000,0.21683492,0.20493108
-5.87393697,2.18750023,0.62794053,1.40125772,0.02139185,0.13264523,0.32705882,0.00000000,0.21263214,0.20049649
-5.86793397,2.19950390,0.62703571,1.42148648,0.02055646,0.12968941,0.32576744,0.00000000,0.20920529,0.19536423
-5.86193097,2.20681271,0.62549850,1.43816659,0.01961643,0.12634543,0.32433977,0.00000000,0.20651119,0.18962702
-5.85592796,2.20990399,0.62346669,1.45157059,0.01858921,0.12267592,0.32279403,0.00000000,0.20450433,0.18339182
-5.84992496,2.20941410,0.62113097,1.46209224,0.01749326,0.11874796,0.32116497,0.00000000,0.20313876,0.17677649
-5.84392196,2.20612019,0.61872992,1.47023622,0.01634748,0.11463101,0.31950248,0.00000000,0.20236987,0.16990599
-5.83791896,2.20091672,0.61654287,1.47660328,0.01517069,0.11039480,0.31786976,0.00000000,0.20215567,0.16290862
-5.83191596,2.19478740,0.61488101,1.48187137,0.01398107,0.10610735,0.31634093,0.00000000,0.20245793,0.15591224
-5.82591296,2.18877384,0.61407701,1.48677339,0.01279579,0.10183323,0.31499861,0.00000000,0.20324293,0.14904079
-5.81990995,2.18394192,0.61447375,1.49207234,0.01163057,0.09763201,0.31393126,0.00000000,0.20448211,0.14241105
-5.81390695,2.18134726,0.61641246,1.49853474,0.01049941,0.09355702,0.31323066,0.00000000,0.20615248,0.13612991
-5.80790395,2.18200097,0.62022088,1.50690354,0.00941436,0.08965445,0.31298947,0.00000000,0.20823684,0.13029209
-5.80190095,2.18683696,0.62620179,1.51787128,0.00838539,0.08596280,0.31329908,0.00000000,0.21072392,0.12497846
-5.79589795,2.19668187,0.63462248,1.53205478,0.00742035,0.08251253,0.31424758,0.00000000,0.21360827,0.12025484
-5.78989495,2.21222870,0.64570540,1.54997217,0.00652499,0.07932611,0.31591817,0.00000000,0.21689008,0.11617141
-5.78389195,2.23401489,0.65962036,1.57202326,0.00570303,0.07641828,0.31838767,0.00000000,0.22057474,0.11276253
-5.77788894,2.26240541,0.67647846,1.59847380,0.00495635,0.07379645,0.32172532,0.00000000,0.22467225,0.11004711
-5.77188594,2.29758139,0.69632797,1.62944435,0.00428514,0.07146138,0.32599174,0.00000000,0.22919639,0.10802923
-5.76588294,2.33953432,0.71915210,1.66490397,0.00368814,0.06940784,0.33123790,0.00000000,0.23416372,0.10669919
-5.75987994,2.38806587,0.74486871,1.70466887,0.00316286,0.06762541,0.33750427,0.00000000,0.23959226,0.10603469
-5.75387694,2.44279303,0.77333182,1.74840609,0.00270583,0.06609929,0.34481987,0.00000000,0.24550012,0.10600217
-5.74787394,2.50315826,0.80433482,1.79564179,0.00231282,0.06481110,0.35320131,0.00000000,0.25190387,0.10655834
-5.74187094,2.56844403,0.83761517,1.84577372,0.00197910,0.06373962,0.36265189,0.00000000,0.25881693,0.10765158
-5.73586793,2.63779118,0.87286027,1.89808751,0.00169958,0.06286153,0.37316060,0.00000000,0.26624783,0.10922352
-5.72986493,2.71022044,0.90971454,1.95177585,0.00146907,0.06215207,0.38470130,0.00000000,0.27419877,0.11121039
-5.72386193,2.78465633,0.94778719,2.00595995,0.00128238,0.06158566,0.39723199,0.00000000,0.28266420,0.11354447
-5.71785893,2.85995283,0.98666075,2.05971260,0.00113447,0.06113645,0.41069432,0.00000000,0.29162989,0.11615539
-5.71185593,2.93492012,1.02590001,2.11208190,0.00102057,0.06077877,0.42501353,0.00000000,0.30107233,0.11897138
-5.70585293,3.00835176,1.06506128,2.16211508,0.00093625,0.06048770,0.44009882,0.00000000,0.31095874,0.12192044
-5.69984992,3.07905180,1.10370185,2.20888165,0.00087748,0.06023939,0.45584425,0.00000000,0.32124764,0.12493152
-5.69384692,3.14586114,1.14138950,2.25149541,0.00084068,0.06001153,0.47213032,0.00000000,0.33189009,0.12793558
-5.68784392,3.20768290,1.17771192,2.28913470,0.00082277,0.05978367,0.48882616,0.00000000,0.34283149,0.13086668
-5.68184092,3.26350611,1.21228585,2.32106059,0.00082116,0.05953763,0.50579240,0.00000000,0.35401399,0.13366297
-5.67583792,3.31242736,1.24476589,2.34663248,0.00083375,0.05925775,0.52288454,0.00000000,0.36537937,0.13626771
