energy_ev,total_up,As_p_up,As_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-5.60980490,3.12612352,0.49399405,0.00000000,2.65529980,1.05175254,1.37047442,0.00000000
-5.60380190,3.02685099,0.50116827,0.00000000,2.57431515,1.01421953,1.32622811,0.00000000
-5.59779890,2.93141468,0.51046954,0.00000000,2.49323599,0.98122191,1.28039950,0.00000000
-5.59179590,2.84188849,0.52214874,0.00000000,2.41343778,0.95347983,1.23400513,0.00000000
-5.58579290,2.76022764,0.53647359,0.00000000,2.33636147,0.93161870,1.18802096,0.00000000
-5.57978989,2.68819865,0.55371016,0.00000000,2.26345341,0.91614581,1.14335265,0.00000000
-5.57378689,2.62731788,0.57410402,0.00000000,2.19610651,0.90743128,1.10080978,0.00000000
-5.56778389,2.57880088,0.59786204,0.00000000,2.13560483,0.90569401,1.06108493,0.00000000
-5.56178089,2.54352423,0.62513534,0.00000000,2.08307338,0.91099311,1.02473837,0.00000000
-5.55577789,2.52200120,0.65600442,0.00000000,2.03943493,0.92322516,0.99218883,0.00000000
-5.54977489,2.51437177,0.69046681,0.00000000,2.00537502,0.94212733,0.96371041,0.00000000
-5.54377189,2.52040718,0.72842808,0.00000000,1.98131635,0.96728610,0.93943564,0.00000000
-5.53776888,2.53952828,0.76969630,0.00000000,1.96740306,0.99815142,0.91936423,0.00000000
-5.53176588,2.57083687,0.81398050,0.00000000,1.96349534,1.03405547,0.90337696,0.00000000
-5.52576288,2.61315807,0.86089311,0.00000000,1.96917421,1.07423541,0.89125377,0.00000000
-5.51975988,2.66509192,0.90995629,0.00000000,1.98375617,1.11785915,0.88269508,0.00000000
-5.51375688,2.72507166,0.96061204,0.00000000,2.00631677,1.16405299,0.87734528,0.00000000
-5.50775388,2.79142606,1.01223560,0.00000000,2.03572229,1.21193009,0.87481690,0.00000000
-5.50175088,2.86244285,1.06415168,0.00000000,2.07066806,1.26061850,0.87471462,0.00000000
-5.49574787,2.93643063,1.11565287,0.00000000,2.10972191,1.30928761,0.87665755,0.00000000
-5.48974487,3.01177632,1.16601944,0.00000000,2.15137118,1.35717185,0.88029899,0.00000000
-5.48374187,3.08699592,1.21453975,0.00000000,2.19407141,1.40359075,0.88534255,0.00000000
-5.47773887,3.16077621,1.26053045,0.00000000,2.23629502,1.44796438,0.89155410,0.00000000
-5.47173587,3.23200614,1.30335559,0.00000000,2.27657824,1.48982379,0.89876896,0.00000000
-5.46573287,3.29979654,1.34244391,0.00000000,2.31356462,1.52881582,0.90689418,0.00000000
-5.45972986,3.36348792,1.37730358,0.00000000,2.34604375,1.56470253,0.91590605,0.00000000
-5.45372686,3.42264655,1.40753388,0.00000000,2.37298397,1.59735514,0.92584310,0.00000000
-5.44772386,3.47704955,1.43283331,0.00000000,2.39355799,1.62674320,0.93679525,0.00000000
-5.44172086,3.52666053,1.45300399,0.00000000,2.40716100,1.65291967,0.94888993,0.00000000
-5.43571786,3.57159745,1.46795217,0.00000000,2.41342066,1.67600280,0.96227606,0.00000000
-5.42971486,3.61209516,1.47768506,0.00000000,2.41219920,1.69615596,0.97710699,0.00000000
-5.42371186,3.64846487,1.48230419,0.00000000,2.40358776,1.71356663,0.99352349,0.00000000
-5.41770885,3.68105316,1.48199575,0.00000000,2.38789353,1.72842578,1.01163779,0.00000000
-5.41170585,3.71020291,1.47701862,0.00000000,2.36562066,1.74090876,1.03151956,0.00000000
-5.40570285,3.73621842,1.46769049,0.00000000,2.33744570,1.75115875,1.05318476,0.00000000
-5.39969985,3.75933649,1.45437307,0.00000000,2.30418884,1.75927375,1.07658770,0.00000000
-5.39369685,3.77970478,1.43745695,0.00000000,2.26678225,1.76529758,1.10161681,0.00000000
-5.38769385,3.79736843,1.41734684,0.00000000,2.22623642,1.76921536,1.12809415,0.00000000
-5.38169085,3.81226512,1.39444799,0.00000000,2.18360608,1.77095359,1.15577854,0.00000000
-5.37568784,3.82422828,1.36915402,0.00000000,2.13995649,1.77038457,1.18437184,0.00000000
-5.36968484,3.83299777,1.34183694,0.00000000,2.09633119,1.76733477,1.21352801,0.00000000
-5.36368184,3.83823675,1.31283932,0.00000000,2.05372205,1.76159652,1.24286412,0.00000000
-5.35767884,3.83955329,1.28246888,0.00000000,2.01304214,1.75294222,1.27197273,0.00000000
-5.35167584,3.83652503,1.25099556,0.00000000,1.97510211,1.74114004,1.30043469,0.00000000
-5.34567284,3.82872515,1.21865064,0.00000000,1.94059019,1.72597034,1.32783188,0.00000000
-5.33966983,3.81574795,1.18562796,0.00000000,1.91005621,1.70724172,1.35375902,0.00000000
-5.33366683,3.79723257,1.15208668,0.00000000,1.88389957,1.68480593,1.37783432,0.00000000
-5.32766383,3.77288380,1.11815522,0.00000000,1.86236127,1.65857087,1.39970843,0.00000000
-5.32166083,3.74248884,1.08393610,0.00000000,1.84552005,1.62851114,1.41907158,0.00000000
-5.31565783,3.70592982,1.04951101,0.00000000,1.83329233,1.59467577,1.43565902,0.00000000
-5.30965483,3.66319174,1.01494604,0.00000000,1.82543618,1.55719281,1.44925465,0.00000000
-5.30365183,3.61436622,0.98029651,0.00000000,1.82155899,1.51627099,1.45969336,0.00000000
-5.29764882,3.55965135,0.94561135,0.00000000,1.82112886,1.47219836,1.46686210,0.00000000
-5.29164582,3.49934857,0.91093674,0.00000000,1.82348957,1.42533830,1.47070036,0.00000000
-5.28564282,3.43385706,0.87631902,0.00000000,1.82787882,1.37612330,1.47119998,0.00000000
-5.27963982,3.36366659,0.84180680,0.00000000,1.83344967,1.32504674,1.46840492,0.00000000
-5.27363682,3.28934948,0.80745243,0.00000000,1.83929465,1.27265334,1.46241094,0.00000000
-5.26763382,3.21155221,0.77331270,0.00000000,1.84447202,1.21952848,1.45336528,0.00000000
-5.26163082,3.13098685,0.73944916,0.00000000,1.84803374,1.16628686,1.44146635,0.00000000
-5.25562781,3.04842264,0.70592801,0.00000000,1.84905421,1.11356077,1.42696313,0.00000000
-5.24962481,2.96467739,0.67281965,0.00000000,1.84665893,1.06198816,1.41015409,0.00000000
-5.24362181,2.88060846,0.64019812,0.00000000,1.84005216,1.01220077,1.39138519,0.00000000
-5.23761881,2.79710278,0.60814041,0.00000000,1.82854256,0.96481223,1.37104663,0.00000000
-5.23161581,2.71506549,0.57672567,0.00000000,1.81156566,0.92040638,1.34956789,0.00000000
-5.22561281,2.63540654,0.54603435,0.00000000,1.78870238,0.87952577,1.32741084,0.00000000
-5.21960980,2.55902495,0.51614734,0.00000000,1.75969263,0.84266034,1.30506058,0.00000000
-5.21360680,2.48679045,0.48714486,0.00000000,1.72444332,0.81023641,1.28301406,0.00000000
-5.20760380,2.41952253,0.45910542,0.00000000,1.68303048,0.78260616,1.26176652,0.00000000
-5.20160080,2.35796733,0.43210443,0.00000000,1.63569525,0.76003766,1.24179608,0.00000000
-5.19559780,2.30277286,0.40621285,0.00000000,1.58283385,0.74270589,1.22354698,0.00000000
-5.18959480,2.25446369,0.38149553,0.00000000,1.52498206,0.73068496,1.20741219,0.00000000
-5.18359180,2.21341636,0.35800962,0.00000000,1.46279496,0.72394203,1.19371610,0.00000000
-5.17758879,2.17983679,0.33580285,0.00000000,1.39702274,0.72233329,1.18269849,0.00000000
-5.17158579,2.15374157,0.31491197,0.00000000,1.32848396,0.72560250,1.17450053,0.00000000
-5.16558279,2.13494449,0.29536134,0.00000000,1.25803741,0.73338257,1.16915394,0.00000000
-5.15957979,2.12304996,0.27716188,0.00000000,1.18655398,0.74520039,1.16657421,0.00000000
-5.15357679,2.11745451,0.26031045,0.00000000,1.11488979,0.76048535,1.16655861,0.00000000
-5.14757379,2.11735727,0.24478986,0.00000000,1.04386193,0.77858157,1.16878960,0.00000000
-5.14157079,2.12178005,0.23056942,0.00000000,0.97422764,0.79876378,1.17284377,0.00000000
-5.13556778,2.12959684,0.21760637,0.00000000,0.90666804,0.82025677,1.17820661,0.00000000
-5.12956478,2.13957237,0.20584796,0.00000000,0.84177661,0.84225778,1.18429240,0.00000000
-5.12356178,2.15040839,0.19523435,0.00000000,0.78005299,0.86396149,1.19046896,0.00000000
-5.11755878,2.16079637,0.18570215,0.00000000,0.72190193,0.88458651,1.19608601,0.00000000
-5.11155578,2.16947432,0.17718858,0.00000000,0.66763707,0.90340275,1.20050624,0.00000000
-5.10555278,2.17528553,0.16963604,0.00000000,0.61748914,0.91975848,1.20313753,0.00000000
-5.09954977,2.17723658,0.16299707,0.00000000,0.57161770,0.93310600,1.20346496,0.00000000
-5.09354677,2.17455202,0.15723929,0.00000000,0.53012562,0.94302498,1.20108108,0.00000000
-5.08754377,2.16672312,0.15235030,0.00000000,0.49307535,0.94924230,1.19571292,0.00000000
-5.08154077,2.15354833,0.14834227,0.00000000,0.46050587,0.95164763,1.18724454,0.00000000
-5.07553777,2.13516353,0.14525597,0.00000000,0.43244951,0.95030390,1.17573380,0.00000000
-5.06953477,2.11206038,0.14316410,0.00000000,0.40894757,0.94545227,1.16142269,0.00000000
-5.06353177,2.08509186,0.14217373,0.00000000,0.39006406,0.93751112,1.14474050,0.00000000
-5.05752876,2.05546450,0.14242769,0.00000000,0.37589680,0.92706922,1.12629961,0.00000000
-5.05152576,2.02471727,0.14410477,0.00000000,0.36658559,0.91487302,1.10688405,0.00000000
-5.04552276,1.99468805,0.14741864,0.00000000,0.36231682,0.90180864,1.08743118,0.00000000
-5.03951976,1.96746855,0.15261542,0.00000000,0.36332464,0.88887911,1.06900711,0.00000000
-5.03351676,1.94534943,0.15996985,0.00000000,0.36988857,0.87717760,1.05277696,0.00000000
-5.02751376,1.93075734,0.16978007,0.00000000,0.38232768,0.86785746,1.03997087,0.00000000
-5.02151076,1.92618616,0.18236105,0.00000000,0.40099169,0.86210027,1.03184708,0.00000000
-5.01550775,1.93412451,0.19803662,0.00000000,0.42624932,0.86108248,1.02965341,0.00000000
-5.00950475,1.95698184,0.21713040,0.00000000,0.45847438,0.86594207,1.03458836,0.00000000
-5.00350175,1.99701528,0.23995555,0.00000000,0.49803017,0.87774575,1.04776314,0.00000000
-4.99749875,2.05625923,0.26680373,0.00000000,0.54525262,0.89745778,1.07016580,0.00000000
-4.99149575,2.13645969,0.29793335,0.00000000,0.60043298,0.92591114,1.10262842,0.00000000
-4.98549275,2.23901479,0.33355747,0.00000000,0.66380045,0.96378160,1.14579839,0.00000000
-4.97948974,2.36492302,0.37383166,0.00000000,0.73550546,1.01156528,1.20011435,0.00000000
-4.97348674,2.51474031,0.41884218,0.00000000,0.81560401,1.06956019,1.26578750,0.00000000
-4.96748374,2.68854680,0.46859489,0.00000000,0.90404373,1.13785195,1.34278845,0.00000000
-4.96148074,2.88592406,0.52300543,0.00000000,1.00065199,1.21630409,1.43084009,0.00000000
-4.95547774,3.10594309,0.58189088,0.00000000,1.10512639,1.30455288,1.52941631,0.00000000
-4.94947474,3.34716353,0.64496358,0.00000000,1.21702811,1.40200710,1.63774661,0.00000000
-4.94347174,3.60764395,0.71182743,0.00000000,1.33577815,1.50785241,1.75482636,0.00000000
-4.93746873,3.88496322,0.78197702,0.00000000,1.46065672,1.62106065,1.87943238,0.00000000
-4.93146573,4.17625261,0.85479983,0.00000000,1.59080578,1.74040367,2.01014337,0.00000000
-4.92546273,4.47823822,0.92958188,0.00000000,1.72523479,1.86447189,2.14536484,0.00000000
-4.91945973,4.78729291,1.00551672,0.00000000,1.86282953,1.99169696,2.28335774,0.00000000
-4.91345673,5.09949715,1.08171778,0.00000000,2.00236384,2.12037866,2.42227034,0.00000000
-4.90745373,5.41070752,1.15723397,0.00000000,2.14251412,2.24871532,2.56017259,0.00000000
-4.90145073,5.71663184,1.23106805,0.00000000,2.28187637,2.37483748,2.69509227,0.00000000
-4.89544772,6.01290943,1.30219747,0.00000000,2.41898541,2.49684409,2.82505222,0.00000000
-4.88944472,6.29519503,1.36959698,0.00000000,2.55233601,2.61284071,2.94810788,0.00000000
-4.88344172,6.55924457,1.43226239,0.00000000,2.68040565,2.72097879,3.06238439,0.00000000
-4.87743872,6.80100104,1.48923468,0.00000000,2.80167841,2.81949517,3.16611258,0.00000000
-4.87143572,7.01667844,1.53962363,0.00000000,2.91466979,2.90675100,3.25766308,0.00000000
-4.86543272,7.20284186,1.58263025,0.00000000,3.01795195,2.98126889,3.33557783,0.00000000
-4.85942971,7.35648167,1.61756715,0.00000000,3.11017885,3.04176735,3.39859849,0.00000000
-4.85342671,7.47507979,1.64387607,0.00000000,3.19011112,3.08719155,3.44569091,0.00000000
-4.84742371,7.55666633,1.66114211,0.00000000,3.25663986,3.11673937,3.47606535,0.00000000
-4.84142071,7.59986475,1.66910404,0.00000000,3.30880903,3.12988188,3.48919180,0.00000000
-4.83541771,7.60392425,1.66766033,0.00000000,3.34583594,3.12637759,3.48481008,0.00000000
-4.82941471,7.56873819,1.65687085,0.00000000,3.36712910,3.10627976,3.46293445,0.00000000
-4.82341171,7.49484782,1.63695410,0.00000000,3.37230315,3.06993653,3.42385243,0.00000000
-4.81740870,7.38343085,1.60828014,0.00000000,3.36119015,3.01798369,3.36811789,0.00000000
-4.81140570,7.23627512,1.57135962,0.00000000,3.33384684,2.95133012,3.29653846,0.00000000
-4.80540270,7.05573775,1.52682927,0.00000000,3.29055755,2.87113635,3.21015743,0.00000000
-4.79939970,6.84469090,1.47543446,0.00000000,3.23183230,2.77878676,3.11023065,0.00000000
-4.79339670,6.60645542,1.41800945,0.00000000,3.15840007,2.67585623,2.99819880,0.00000000
-4.78739370,6.34472449,1.35545610,0.00000000,3.07119717,2.56407222,2.87565589,0.00000000
-4.78139070,6.06347915,1.28872173,0.00000000,2.97135087,2.44527349,2.74431470,0.00000000
-4.77538769,5.76689834,1.21877680,0.00000000,2.86015857,2.32136669,2.60597012,0.00000000
-4.76938469,5.45926612,1.14659324,0.00000000,2.73906316,2.19428204,2.46246142,0.00000000
-4.76338169,5.14487867,1.07312395,0.00000000,2.60962503,2.06592968,2.31563447,0.00000000
-4.75737869,4.82795378,0.99928405,0.00000000,2.47349172,1.93815769,2.16730502,0.00000000
-4.75137569,4.51254565,0.92593433,0.00000000,2.33236619,1.81271322,2.01922404,0.00000000
-4.74537269,4.20246710,0.85386727,0.00000000,2.18797446,1.69120770,1.87304613,0.00000000
-4.73936968,3.90122153,0.78379587,0.00000000,2.04203405,1.57508708,1.73030184,0.00000000
-4.73336668,3.61194631,0.71634539,0.00000000,1.89622387,1.46560790,1.59237461,0.00000000
-4.72736368,3.33736897,0.65204799,0.00000000,1.75215691,1.36381964,1.46048282,0.00000000
-4.72136068,3.07977704,0.59134036,0.00000000,1.61135619,1.27055384,1.33566751,0.00000000
-4.71535768,2.84100213,0.53456399,0.00000000,1.47523497,1.18641992,1.21878561,0.00000000
-4.70935468,2.62241800,0.48196793,0.00000000,1.34508151,1.11180782,1.11050894,0.00000000
-4.70335168,2.42495225,0.43371375,0.00000000,1.22204871,1.04689704,1.01132850,0.00000000
-4.69734867,2.24911068,0.38988238,0.00000000,1.10714861,0.99167170,0.92156371,0.00000000
-4.69134567,2.09501282,0.35048241,0.00000000,1.00125156,0.94594087,0.84137594,0.00000000
-4.68534267,1.96243706,0.31545946,0.00000000,0.90508953,0.90936347,0.77078570,0.00000000
-4.67933967,1.85087320,0.28470628,0.00000000,0.81926301,0.88147666,0.70969238,0.00000000
-4.67333667,1.75958024,0.25807313,0.00000000,0.74425046,0.86172678,0.65789584,0.00000000
-4.66733367,1.68764693,0.23537807,0.00000000,0.68041961,0.84950156,0.61511876,0.00000000
-4.66133067,1.63405252,0.21641687,0.00000000,0.62803940,0.84416244,0.58102875,0.00000000
-4.65532766,1.59772524,0.20097208,0.00000000,0.58729160,0.84507565,0.55525932,0.00000000
-4.64932466,1.57759604,0.18882116,0.00000000,0.55828117,0.85164095,0.53742887,0.00000000
-4.64332166,1.57264546,0.17974332,0.00000000,0.54104448,0.86331672,0.52715687,0.00000000
-4.63731866,1.58194154,0.17352497,0.00000000,0.53555471,0.87964033,0.52407668,0.00000000
-4.63131566,1.60466738,0.16996355,0.00000000,0.54172403,0.90024301,0.52784463,0.00000000
-4.62531266,1.64013720,0.16886992,0.00000000,0.55940232,0.92485835,0.53814497,0.00000000
-4.61930965,1.68780037,0.17006908,0.00000000,0.58837255,0.95332411,0.55469090,0.00000000
-4.61330665,1.74723348,0.17339946,0.00000000,0.62834312,0.98557708,0.57722162,0.00000000
-4.60730365,1.81812107,0.17871089,0.00000000,0.67893789,1.02164137,0.60549597,0.00000000
-4.60130065,1.90022624,0.18586152,0.00000000,0.73968473,1.06161040,0.63928325,0.00000000
-4.59529765,1.99335316,0.19471380,0.00000000,0.81000366,1.10562356,0.67835185,0.00000000
-4.58929465,2.09730349,0.20512999,0.00000000,0.88919584,1.15383880,0.72245679,0.00000000
-4.58329165,2.21182965,0.21696750,0.00000000,0.97643456,1.20640231,0.77132694,0.00000000
-4.57728864,2.33658782,0.23007428,0.00000000,1.07075970,1.26341720,0.82465304,0.00000000
-4.57128564,2.47109373,0.24428479,0.00000000,1.17107648,1.32491264,0.88207759,0.00000000
-4.56528264,2.61468413,0.25941672,0.00000000,1.27615976,1.39081558,0.94318724,0.00000000
-4.55927964,2.76648695,0.27526883,0.00000000,1.38466434,1.46092641,1.00750871,0.00000000
-4.55327664,2.92540212,0.29162006,0.00000000,1.49514171,1.53490039,1.07450858,0.00000000
-4.54727364,3.09009503,0.30823013,0.00000000,1.60606310,1.61223601,1.14359739,0.00000000
-4.54127064,3.25900373,0.32484163,0.00000000,1.71584857,1.69227126,1.21413795,0.00000000
-4.53526763,3.43035988,0.34118368,0.00000000,1.82290108,1.77418848,1.28545772,0.00000000
-4.52926463,3.60222326,0.35697689,0.00000000,1.92564446,1.85702766,1.35686465,0.00000000
-4.52326163,3.77252829,0.37193960,0.00000000,2.02256379,1.93970807,1.42766572,0.00000000
-4.51725863,3.93914052,0.38579505,0.00000000,2.11224628,2.02105730,1.49718720,0.00000000
-4.51125563,4.09992049,0.39827905,0.00000000,2.19342098,2.09984648,1.56479542,0.00000000
-4.50525263,4.25279171,0.40914801,0.00000000,2.26499525,2.17483016,1.62991689,0.00000000
-4.49924962,4.39580939,0.41818665,0.00000000,2.32608629,2.24478893,1.69205649,0.00000000
-4.49324662,4.52722630,0.42521521,0.00000000,2.37604609,2.30857291,1.75081267,0.00000000
-4.48724362,4.64555256,0.43009572,0.00000000,2.41447853,2.36514391,1.80588853,0.00000000
-4.48124062,4.74960618,0.43273687,0.00000000,2.44124780,2.41361440,1.85709824,0.00000000
-4.47523762,4.83855196,0.43309750,0.00000000,2.45647755,2.45328147,1.90436827,0.00000000
-4.46923462,4.91192691,0.43118826,0.00000000,2.46054112,2.48365415,1.94773319,0.00000000
-4.46323162,4.96965116,0.42707149,0.00000000,2.45404298,2.50447302,1.98732663,0.00000000
-4.45722861,5.01202408,0.42085934,0.00000000,2.43779274,2.51572126,2.02336756,0.00000000
-4.45122561,5.03970639,0.41271019,0.00000000,2.41277282,2.51762677,2.05614307,0.00000000
-4.44522261,5.05368935,0.40282357,0.00000000,2.38010150,2.51065547,2.08598875,0.00000000
-4.43921961,5.05525323,0.39143385,0.00000000,2.34099323,2.49549625,2.11326775,0.00000000
-4.43321661,5.04591745,0.37880305,0.00000000,2.29671803,2.47303831,2.13835021,0.00000000
-4.42721361,5.02738511,0.36521306,0.00000000,2.24856189,2.44434223,2.16159421,0.00000000
-4.42121061,5.00148490,0.35095766,0.00000000,2.19778976,2.41060587,2.18332958,0.00000000
-4.41520760,4.97011321,0.33633473,0.00000000,2.14561279,2.37312680,2.20384553,0.00000000
-4.40920460,4.93517892,0.32163888,0.00000000,2.09316069,2.33326262,2.22338308,0.00000000
-4.40320160,4.89855319,0.30715488,0.00000000,2.04146025,2.29239084,2.24213242,0.00000000
-4.39719860,4.86202584,0.29315202,0.00000000,1.99142011,2.25186962,2.26023555,0.00000000
-4.39119560,4.82726959,0.27987949,0.00000000,1.94382203,2.21300070,2.27779364,0.00000000
-4.38519260,4.79581253,0.26756303,0.00000000,1.89931810,2.17699565,2.29487870,0.00000000
-4.37918959,4.76901908,0.25640260,0.00000000,1.85843331,2.14494621,2.31154839,0.00000000
-4.37318659,4.74807868,0.24657119,0.00000000,1.82157261,2.11779948,2.32786284,0.00000000
-4.36718359,4.73400152,0.23821448,0.00000000,1.78903131,2.09633840,2.34390229,0.00000000
-4.36118059,4.72762014,0.23145136,0.00000000,1.76100790,2.08116770,2.35978383,0.00000000
-4.35517759,4.72959551,0.22637490,0.00000000,1.73761793,2.07270544,2.37567631,0.00000000
-4.34917459,4.74042616,0.22305372,0.00000000,1.71890826,2.07118006,2.39181182,0.00000000
-4.34317159,4.76045936,0.22153353,0.00000000,1.70487046,2.07663258,2.40849310,0.00000000
-4.33716858,4.78990282,0.22183858,0.00000000,1.69545302,2.08892385,2.42609596,0.00000000
-4.33116558,4.82883627,0.22397295,0.00000000,1.69057164,2.10774600,2.44506636,0.00000000
-4.32516258,4.87722209,0.22792152,0.00000000,1.69011742,2.13263803,2.46591228,0.00000000
-4.31915958,4.93491460,0.23365062,0.00000000,1.69396290,2.16300452,2.48919036,0.00000000
-4.31315658,5.00166778,0.24110822,0.00000000,1.70196598,2.19813698,2.51548824,0.00000000
-4.30715358,5.07714131,0.25022381,0.00000000,1.71397195,2.23723717,2.54540308,0.00000000
