energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.00950475,2.71202417,0.06384716,0.00085540,0.02404801,2.26524095,1.70089731,1.28668730
-5.00350175,2.70706009,0.06569574,0.00087494,0.02487252,2.25005216,1.68909713,1.28106083
-4.99749875,2.70138454,0.06741235,0.00090206,0.02567851,2.23243998,1.67225610,1.27559163
-4.99149575,2.69438004,0.06898447,0.00093681,0.02646208,2.21177420,1.65007483,1.26984744
-4.98549275,2.68583785,0.07040916,0.00097931,0.02722272,2.18777469,1.62251736,1.26358999
-4.97948974,2.67592901,0.07169263,0.00102978,0.02796309,2.16049178,1.58979419,1.25676550
-4.97348674,2.66515744,0.07284937,0.00108845,0.02868878,2.13027240,1.55233606,1.24948634
-4.96748374,2.65429788,0.07390095,0.00115556,0.02940772,2.09771401,1.51076004,1.24200500
-4.96148074,2.64432161,0.07487439,0.00123128,0.03012959,2.06360893,1.46582960,1.23468191
-4.95547774,2.63631383,0.07580026,0.00131572,0.03086500,2.02888185,1.41841084,1.22794876
-4.94947474,2.63138684,0.07671064,0.00140882,0.03162465,1.99452381,1.36942679,1.22226925
-4.94347174,2.63059310,0.07763687,0.00151035,0.03241843,1.96152569,1.31981204,1.21809937
-4.93746873,2.63484272,0.07860742,0.00161984,0.03325446,1.93081464,1.27046963,1.21584905
-4.93146573,2.64482917,0.07964575,0.00173656,0.03413834,1.90319618,1.22223210,1.21584728
-4.92546273,2.66096716,0.08076852,0.00185954,0.03507230,1.87930478,1.17582835,1.21831227
-4.91945973,2.68334556,0.08198410,0.00198746,0.03605470,1.85956506,1.13185740,1.22332831
-4.91345673,2.71169789,0.08329144,0.00211877,0.03707953,1.84416534,1.09077016,1.23083027
-4.90745373,2.74539188,0.08467954,0.00225161,0.03813633,1.83304444,1.05285950,1.24059671
-4.90145073,2.78343863,0.08612737,0.00238393,0.03921014,1.82589226,1.01825887,1.25225174
-4.89544772,2.82452103,0.08760441,0.00251345,0.04028187,1.82216372,0.98694892,1.26527561
-4.88944472,2.86704015,0.08907164,0.00263778,0.04132880,1.82110521,0.95877170,1.27902341
-4.88344172,2.90917728,0.09048315,0.00275446,0.04232531,1.82179197,0.93345120,1.29275107
-4.87743872,2.94896871,0.09178806,0.00286107,0.04324385,1.82317438,0.91061900,1.30564703
-4.87143572,2.98438960,0.09293280,0.00295525,0.04405601,1.82413074,0.88984376,1.31686834
-4.86543272,3.01344280,0.09386367,0.00303484,0.04473363,1.82352384,0.87066270,1.32557908
-4.85942971,3.03424850,0.09452938,0.00309793,0.04525006,1.82025856,0.85261373,1.33098938
-4.85342671,3.04513022,0.09488365,0.00314294,0.04558129,1.81333761,0.83526661,1.33239298
-4.84742371,3.04469329,0.09488760,0.00316867,0.04570700,1.80191290,0.81825169,1.32920171
-4.84142071,3.03189201,0.09451182,0.00317437,0.04561157,1.78533008,0.80128500,1.32097505
-4.83541771,3.00608256,0.09373814,0.00315975,0.04528476,1.76316441,0.78418886,1.30744361
-4.82941471,2.96705949,0.09256084,0.00312501,0.04472231,1.73524637,0.76690692,1.28852531
-4.82341171,2.91507415,0.09098738,0.00307083,0.04392616,1.70167618,0.74951346,1.26433390
-4.81740870,2.85083478,0.08903857,0.00299836,0.04290455,1.66282679,0.73221658,1.23517935
-4.81140570,2.77548853,0.08674813,0.00290920,0.04167176,1.61933549,0.71535544,1.20156029
-4.80540270,2.69058674,0.08416184,0.00280529,0.04024768,1.57208486,0.69939171,1.16414926
-4.79939970,2.59803537,0.08133600,0.00268894,0.03865712,1.52217422,0.68489593,1.12377128
-4.79339670,2.50003321,0.07833572,0.00256268,0.03692902,1.47088293,0.67252940,1.08137720
-4.78739370,2.39900101,0.07523268,0.00242922,0.03509545,1.41962768,0.66302243,1.03801289
-4.78139070,2.29750479,0.07210280,0.00229140,0.03319059,1.36991529,0.65714997,0.99478593
-4.77538769,2.19817671,0.06902372,0.00215204,0.03124964,1.32329357,0.65570552,0.95283112
-4.76938469,2.10363705,0.06607229,0.00201397,0.02930780,1.28130189,0.65947449,0.91327640
-4.76338169,2.01642026,0.06332221,0.00187988,0.02739923,1.24542365,0.66920794,0.87721046
-4.75737869,1.93890797,0.06084173,0.00175231,0.02555621,1.21704232,0.68559769,0.84565324
-4.75137569,1.87327128,0.05869175,0.00163362,0.02380836,1.19740265,0.70925381,0.81953045
-4.74537269,1.82142397,0.05692423,0.00152595,0.02218202,1.18757809,0.74068510,0.79965266
-4.73936968,1.78498803,0.05558091,0.00143119,0.02069988,1.18844562,0.78028351,0.78669971
-4.73336668,1.76527192,0.05469260,0.00135102,0.01938068,1.20066830,0.82831281,0.78121046
-4.72736368,1.76326153,0.05427881,0.00128689,0.01823913,1.22468589,0.88490200,0.78357814
-4.72136068,1.77962335,0.05434786,0.00124004,0.01728599,1.26071332,0.95004365,0.79405080
-4.71535768,1.81471866,0.05489748,0.00121156,0.01652828,1.30874671,1.02359710,0.81273651
-4.70935468,1.86862704,0.05591572,0.00120240,0.01596958,1.36857597,1.10529622,0.83961270
-4.70335168,1.94117752,0.05738227,0.00121341,0.01561050,1.43980315,1.19476142,0.87453871
-4.69734867,2.03198475,0.05927011,0.00124539,0.01544906,1.52186515,1.29151506,0.91727060
-4.69134567,2.14048810,0.06154733,0.00129913,0.01548123,1.61405950,1.39499951,0.96747740
-4.68534267,2.26599095,0.06417914,0.00137541,0.01570142,1.71557163,1.50459669,1.02475746
-4.67933967,2.40769784,0.06712992,0.00147505,0.01610289,1.82550214,1.61964814,1.08865419
-4.67333667,2.56474716,0.07036534,0.00159892,0.01667814,1.94289253,1.73947413,1.15867010
-4.66733367,2.73623741,0.07385422,0.00174792,0.01741923,2.06674815,1.86339092,1.23427836
-4.66133067,2.92124544,0.07757033,0.00192297,0.01831799,2.19605714,1.99072485,1.31493139
-4.65532766,3.11883571,0.08149389,0.00212501,0.01936613,2.32980462,2.12082254,1.40006594
-4.64932466,3.32806004,0.08561262,0.00235490,0.02055522,2.46698159,2.25305634,1.48910471
-4.64332166,3.54794812,0.08992251,0.00261343,0.02187661,2.60658848,2.38682490,1.58145457
-4.63731866,3.77748965,0.09442805,0.00290120,0.02332124,2.74763373,2.52154871,1.67650189
-4.63131566,4.01560978,0.09914200,0.00321855,0.02487941,2.88912810,2.65666113,1.77360556
-4.62531266,4.26113977,0.10408463,0.00356550,0.02654043,3.03007582,2.79159558,1.87208887
-4.61930965,4.51278578,0.10928250,0.00394166,0.02829238,3.16946415,2.92577011,1.97123107
-4.61330665,4.76909845,0.11476681,0.00434615,0.03012171,3.30625269,3.05857066,2.07025998
-4.60730365,5.02844664,0.12057127,0.00477750,0.03201306,3.43936445,3.18933462,2.16834689
-4.60130065,5.28899806,0.12672973,0.00523364,0.03394906,3.56768012,3.31733629,2.26460464
-4.59529765,5.54870972,0.13327353,0.00571181,0.03591020,3.69003707,3.44177590,2.35809010
-4.58929465,5.80533039,0.14022878,0.00620858,0.03787492,3.80523431,3.56177361,2.44781155
-4.58329165,6.05641651,0.14761357,0.00671984,0.03981980,3.91204396,3.67636961,2.53274136
-4.57728864,6.29936241,0.15543540,0.00724081,0.04171984,4.00922962,3.78453110,2.61183396
-4.57128564,6.53144460,0.16368876,0.00776614,0.04354896,4.09557128,3.88516654,2.68404866
-4.56528264,6.74987906,0.17235327,0.00828998,0.04528061,4.16989585,3.97714699,2.74837648
-4.55927964,6.95188942,0.18139210,0.00880612,0.04688847,4.23111201,4.05933382,2.80386985
-4.55327664,7.13478331,0.19075121,0.00930806,0.04834729,4.27824763,4.13061182,2.84967373
-4.54727364,7.29603342,0.20035913,0.00978928,0.04963369,4.31048761,4.18992616,2.88505647
-4.54127064,7.43335929,0.21012756,0.01024332,0.05072704,4.32721004,4.23632137,2.90943878
-4.53526763,7.54480598,0.21995267,0.01066400,0.05161029,4.32801840,4.26898044,2.92241898
-4.52926463,7.62881532,0.22971724,0.01104557,0.05227065,4.31276778,4.28726194,2.92379319
-4.52326163,7.68428628,0.23929341,0.01138292,0.05270027,4.28158334,4.29073316,2.91356898
-4.51725863,7.71062117,0.24854610,0.01167169,0.05289662,4.23486975,4.27919755,2.89197172
-4.51125563,7.70775514,0.25733696,0.01190842,0.05286278,4.17331078,4.25271476,2.85944304
-4.50525263,7.67616753,0.26552862,0.01209063,0.05260751,4.09785875,4.21161226,2.81663122
-4.49924962,7.61687410,0.27298917,0.01221691,0.05214500,4.00971409,4.15648764,2.76437404
-4.49324662,7.53140058,0.27959660,0.01228691,0.05149458,3.91029601,4.08820140,2.70367473
-4.48724362,7.42173850,0.28524309,0.01230139,0.05068003,3.80120530,4.00786021,2.63567211
-4.48124062,7.29028531,0.28983881,0.01226209,0.04972889,3.68418112,3.91679126,2.56160635
-4.47523762,7.13977125,0.29331518,0.01217171,0.04867146,3.56105349,3.81650870,2.48278193
-4.46923462,6.97317616,0.29562742,0.01203380,0.04753979,3.43369358,3.70867326,2.40052936
-4.46323162,6.79363973,0.29675608,0.01185256,0.04636657,3.30396380,3.59504677,2.31616731
-4.45722861,6.60436853,0.29670777,0.01163277,0.04518400,3.17366959,3.47744322,2.23096674
-4.45122561,6.40854373,0.29551473,0.01137952,0.04402268,3.04451462,3.35767812,2.14611828
-4.44522261,6.20923270,0.29323351,0.01109816,0.04291059,2.91806099,3.23751827,2.06270395
-4.43921961,6.00930776,0.28994260,0.01079400,0.04187216,2.79569546,3.11863353,1.98167425
-4.43321661,5.81137475,0.28573941,0.01047227,0.04092750,2.67860271,3.00255255,1.90383085
-4.42721361,5.61771367,0.28073639,0.01013791,0.04009183,2.56774607,2.89062390,1.82981541
-4.42121061,5.43023315,0.27505683,0.00979546,0.03937506,2.46385605,2.78398415,1.76010447
-4.41520760,5.25043980,0.26883037,0.00944899,0.03878166,2.36742657,2.68353383,1.69500999
-4.40920460,5.07942298,0.26218840,0.00910203,0.03831065,2.27871856,2.58992215,1.63468540
-4.40320160,4.91785501,0.25525979,0.00875751,0.03795587,2.19777048,2.50354099,1.57913621
-4.39719860,4.76600609,0.24816686,0.00841779,0.03770645,2.12441503,2.42452808,1.52823482
-4.39119560,4.62377281,0.24102208,0.00808464,0.03754736,2.05830117,2.35277925,1.48173832
-4.38519260,4.49071861,0.23392530,0.00775932,0.03746023,1.99892051,2.28796897,1.43930881
-4.37918959,4.36612404,0.22696186,0.00744261,0.03742417,1.94563699,2.22957813,1.40053509
-4.37318659,4.24904450,0.22020152,0.00713489,0.03741672,1.89771869,2.17692789,1.36495493
-4.36718359,4.13837272,0.21369813,0.00683623,0.03741480,1.85437056,2.12921778,1.33207719
-4.36118059,4.03290322,0.20749008,0.00654649,0.03739567,1.81476702,2.08556647,1.30140287
-4.35517759,3.93139586,0.20160132,0.00626534,0.03733777,1.77808304,2.04505318,1.27244442
-4.34917459,3.83263582,0.19604293,0.00599243,0.03722160,1.74352285,2.00675796,1.24474274
-4.34317159,3.73548748,0.19081499,0.00572739,0.03703032,1.71034513,1.96979900,1.21788134
-4.33716858,3.63894007,0.18590861,0.00546988,0.03675033,1.67788388,1.93336532,1.19149725
-4.33116558,3.54214346,0.18130801,0.00521969,0.03637160,1.64556444,1.89674370,1.16528845
-4.32516258,3.44443281,0.17699242,0.00497671,0.03588789,1.61291410,1.85933862,1.13901779
-4.31915958,3.34534183,0.17293778,0.00474094,0.03529674,1.57956724,1.82068492,1.11251340
-4.31315658,3.24460442,0.16911810,0.00451252,0.03459935,1.54526519,1.78045285,1.08566586
-4.30715358,3.14214571,0.16550651,0.00429167,0.03380025,1.50985102,1.73844587,1.05842254
