energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,7.63719344,0.03614626,0.56502226,1.04667531,0.55435286,2.39437612,4.25694835,2.33514493,0.00000000
-5.99399700,7.68514750,0.03639199,0.56414515,1.04836512,0.56053003,2.40102715,4.28475008,2.35516861,0.00000000
-5.98799400,7.72216231,0.03658854,0.56235039,1.04850953,0.56679047,2.40508422,4.30556287,2.37264056,0.00000000
-5.98199100,7.74728364,0.03673307,0.55967320,1.04701409,0.57298534,2.40635563,4.31887607,2.38718106,0.00000000
-5.97598799,7.75980378,0.03682312,0.55616825,1.04381642,0.57896865,2.40471673,4.32433599,2.39847197,0.00000000
-5.96998499,7.75928098,0.03685661,0.55190708,1.03888671,0.58460194,2.40010944,4.32175766,2.40626519,0.00000000
-5.96398199,7.74554964,0.03683184,0.54697501,1.03222715,0.58975840,2.39253930,4.31113043,2.41038856,0.00000000
-5.95797899,7.71872100,0.03674746,0.54146779,1.02387046,0.59432671,2.38207062,4.29261741,2.41074923,0.00000000
-5.95197599,7.67917488,0.03660250,0.53548809,1.01387743,0.59821401,2.36881982,4.26654885,2.40733451,0.00000000
-5.94597299,7.62754303,0.03639636,0.52914192,1.00233386,0.60134826,2.35294747,4.23341022,2.40021009,0.00000000
-5.93996998,7.56468534,0.03612883,0.52253510,0.98934695,0.60367977,2.33464951,4.19382551,2.38951602,0.00000000
-5.93396698,7.49166007,0.03580013,0.51576997,0.97504132,0.60518192,2.31414801,4.14853682,2.37546066,0.00000000
-5.92796398,7.40968989,0.03541094,0.50894237,0.95955504,0.60585103,2.29168207,4.09838137,2.35831292,0.00000000
-5.92196098,7.32012515,0.03496246,0.50213893,0.94303560,0.60570560,2.26749917,4.04426687,2.33839317,0.00000000
-5.91595798,7.22440599,0.03445648,0.49543491,0.92563624,0.60478475,2.24184743,3.98714649,2.31606338,0.00000000
-5.90995498,7.12402505,0.03389541,0.48889242,0.90751265,0.60314617,2.21496904,3.92799441,2.29171666,0.00000000
-5.90395198,7.02049180,0.03328235,0.48255926,0.88882006,0.60086365,2.18709503,3.86778291,2.26576681,0.00000000
-5.89794897,6.91529987,0.03262120,0.47646827,0.86971099,0.59802416,2.15844164,3.80746160,2.23863816,0.00000000
-5.89194597,6.80989810,0.03191661,0.47063725,0.85033349,0.59472490,2.12920811,3.74793950,2.21075590,0.00000000
-5.88594297,6.70566593,0.03117406,0.46506939,0.83082989,0.59107010,2.09957597,3.69007013,2.18253726,0.00000000
-5.87993997,6.60389327,0.03039983,0.45975424,0.81133607,0.58716801,2.06970952,3.63463992,2.15438371,0.00000000
-5.87393697,6.50576502,0.02960100,0.45466913,0.79198102,0.58312792,2.03975747,3.58235966,2.12667409,0.00000000
-5.86793397,6.41234979,0.02878532,0.44978094,0.77288671,0.57905738,2.00985518,3.53385888,2.09975898,0.00000000
-5.86193097,6.32459243,0.02796116,0.44504828,0.75416809,0.57505978,1.98012747,3.48968282,2.07395600,0.00000000
-5.85592796,6.24330985,0.02713734,0.44042376,0.73593312,0.57123215,1.95069140,3.45029133,2.04954625,0.00000000
-5.84992496,6.16918933,0.02632298,0.43585649,0.71828269,0.56766331,1.92165897,3.41605949,2.02677156,0.00000000
-5.84392196,6.10278888,0.02552727,0.43129454,0.70131044,0.56443242,1.89313931,3.38727927,2.00583266,0.00000000
-5.83791896,6.04453875,0.02475930,0.42668736,0.68510231,0.56160781,1.86524026,3.36416176,1.98688797,0.00000000
-5.83191596,5.99474397,0.02402778,0.42198799,0.66973588,0.55924621,1.83806911,3.34683979,1.97005320,0.00000000
-5.82591296,5.95358729,0.02334088,0.41715504,0.65527949,0.55739229,1.81173254,3.33537053,1.95540138,0.00000000
-5.81990995,5.92113247,0.02270592,0.41215430,0.64179116,0.55607851,1.78633580,3.32973795,1.94296365,0.00000000
-5.81390695,5.89732785,0.02212925,0.40696002,0.62931744,0.55532531,1.76198113,3.32985513,1.93273049,0.00000000
-5.80790395,5.88201034,0.02161608,0.40155573,0.61789218,0.55514160,1.73876565,3.33556652,1.92465364,0.00000000
-5.80190095,5.87491004,0.02117029,0.39593463,0.60753546,0.55552549,1.71677900,3.34665022,1.91864871,0.00000000
-5.79589795,5.87565568,0.02079444,0.39009959,0.59825263,0.55646532,1.69610078,3.36282051,1.91459843,0.00000000
-5.78989495,5.88378130,0.02048969,0.38406272,0.59003373,0.55794090,1.67679822,3.38373093,1.91235660,0.00000000
-5.78389195,5.89873427,0.02025585,0.37784460,0.58285325,0.55992501,1.65892416,3.40897795,1.91175284,0.00000000
-5.77788894,5.91988480,0.02009147,0.37147322,0.57667036,0.56238492,1.64251554,3.43810561,1.91259787,0.00000000
-5.77188594,5.94653709,0.01999394,0.36498266,0.57142956,0.56528421,1.62759253,3.47061102,1.91468945,0.00000000
-5.76588294,5.97794177,0.01995972,0.35841163,0.56706195,0.56858439,1.61415833,3.50595090,1.91781858,0.00000000
-5.75987994,6.01330954,0.01998448,0.35180190,0.56348680,0.57224664,1.60219965,3.54354904,1.92177591,0.00000000
-5.75387694,6.05182548,0.02006338,0.34519672,0.56061361,0.57623332,1.59168767,3.58280457,1.92635806,0.00000000
-5.74787394,6.09266354,0.02019123,0.33863921,0.55834445,0.58050927,1.58257955,3.62310074,1.93137345,0.00000000
-5.74187094,6.13500068,0.02036278,0.33217090,0.55657648,0.58504284,1.57482008,3.66381411,1.93664747,0.00000000
-5.73586793,6.17803001,0.02057285,0.32583038,0.55520458,0.58980641,1.56834342,3.70432370,1.94202665,0.00000000
-5.72986493,6.22097238,0.02081654,0.31965208,0.55412386,0.59477663,1.56307474,3.74402003,1.94738154,0.00000000
-5.72386193,6.26308617,0.02108931,0.31366533,0.55323213,0.59993411,1.55893149,3.78231352,1.95260819,0.00000000
-5.71785893,6.30367479,0.02138711,0.30789354,0.55243199,0.60526266,1.55582440,3.81864237,1.95762815,0.00000000
-5.71185593,6.34209196,0.02170633,0.30235367,0.55163270,0.61074809,1.55365785,3.85247956,1.96238686,0.00000000
-5.70585293,6.37774485,0.02204384,0.29705599,0.55075156,0.61637676,1.55232996,3.88333903,1.96685077,0.00000000
-5.69984992,6.41009535,0.02239689,0.29200396,0.54971497,0.62213380,1.55173224,3.91078101,1.97100322,0.00000000
-5.69384692,6.43866004,0.02276301,0.28719455,0.54845908,0.62800130,1.55174907,3.93441665,1.97483950,0.00000000
-5.68784392,6.46300945,0.02313989,0.28261862,0.54693004,0.63395651,1.55225722,3.95391203,1.97836153,0.00000000
-5.68184092,6.48276728,0.02352522,0.27826171,0.54508402,0.63997030,1.55312551,3.96899184,1.98157244,0.00000000
-5.67583792,6.49761033,0.02391660,0.27410492,0.54288692,0.64600599,1.55421511,3.97944279,1.98447175,0.00000000
-5.66983492,6.50726973,0.02431134,0.27012609,0.54031402,0.65201876,1.55538039,3.98511700,1.98705138,0.00000000
-5.66383192,6.51153412,0.02470646,0.26630109,0.53734946,0.65795561,1.55647071,3.98593552,1.98929299,0.00000000
-5.65782891,6.51025495,0.02509855,0.26260527,0.53398580,0.66375613,1.55733329,3.98189196,1.99116697,0.00000000
-5.65182591,6.50335408,0.02548382,0.25901497,0.53022362,0.66935399,1.55781697,3.97305634,1.99263317,0.00000000
-5.64582291,6.49083355,0.02585808,0.25550904,0.52607118,0.67467917,1.55777704,3.95957890,1.99364354,0.00000000
-5.63981991,6.47278700,0.02621689,0.25207035,0.52154431,0.67966080,1.55708082,3.94169377,1.99414645,0.00000000
-5.63381691,6.44941206,0.02655563,0.24868713,0.51666629,0.68423058,1.55561380,3.91972214,1.99409265,0.00000000
-5.62781391,6.42102281,0.02686968,0.24535413,0.51146797,0.68832643,1.55328603,3.89407465,1.99344223,0.00000000
-5.62181091,6.38806121,0.02715463,0.24207357,0.50598781,0.69189631,1.55003821,3.86525235,1.99217241,0.00000000
-5.61580790,6.35110615,0.02740644,0.23885568,0.50027211,0.69490191,1.54584731,3.83384605,1.99028535,0.00000000
-5.60980490,6.31087919,0.02762168,0.23571895,0.49437500,0.69732188,1.54073102,3.80053336,1.98781552,0.00000000
-5.60380190,6.26824555,0.02779766,0.23268988,0.48835845,0.69915453,1.53475080,3.76607315,1.98483599,0.00000000
-5.59779890,6.22420951,0.02793261,0.22980240,0.48229204,0.70041960,1.52801311,3.73129706,1.98146305,0.00000000
-5.59179590,6.17990355,0.02802577,0.22709673,0.47625251,0.70115907,1.52066862,3.69709779,1.97785875,0.00000000
