energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.83791896,3.54152655,1.02947280,0.61347643,0.00327792,0.46277718,0.00433541,1.97169271,0.51242747,0.56924139
-5.83191596,3.43857896,0.99974806,0.60459567,0.00313886,0.44185974,0.00435180,1.92298353,0.49359357,0.54723178
-5.82591296,3.33022495,0.96798091,0.59599234,0.00300957,0.41994770,0.00437643,1.87136173,0.47379784,0.52395415
-5.81990995,3.21876905,0.93481404,0.58796999,0.00289175,0.39742517,0.00441364,1.81799574,0.45343404,0.49983989
-5.81390695,3.10650115,0.90090119,0.58080582,0.00278698,0.37467741,0.00446780,1.76404597,0.43289875,0.47532364
-5.80790395,2.99562160,0.86688435,0.57473923,0.00269666,0.35208117,0.00454322,1.71062303,0.41257953,0.45083092
-5.80190095,2.88817405,0.83337257,0.56996247,0.00262190,0.32999611,0.00464408,1.65874997,0.39284385,0.42676677
-5.79589795,2.78598871,0.80092313,0.56661387,0.00256347,0.30875764,0.00477431,1.60933016,0.37402948,0.40350612
-5.78989495,2.69063814,0.77002581,0.56477382,0.00252179,0.28867126,0.00493753,1.56312217,0.35643660,0.38138589
-5.78389195,2.60340690,0.74109105,0.56446379,0.00249682,0.27000864,0.00513701,1.52072248,0.34032184,0.36069922
-5.77788894,2.52527537,0.71444196,0.56564816,0.00248811,0.25300520,0.00537554,1.48255630,0.32589442,0.34169182
-5.77188594,2.45691749,0.69031059,0.56823871,0.00249471,0.23785930,0.00565544,1.44887652,0.31331443,0.32456026
-5.76588294,2.39871111,0.66883808,0.57210144,0.00251528,0.22473276,0.00597845,1.41977012,0.30269304,0.30945230
-5.75987994,2.35075945,0.65007850,0.57706505,0.00254803,0.21375239,0.00634570,1.39517120,0.29409457,0.29646875
-5.75387694,2.31292119,0.63400574,0.58293076,0.00259083,0.20501233,0.00675765,1.37487946,0.28754000,0.28566668
-5.74787394,2.28484683,0.62052297,0.58948267,0.00264124,0.19857690,0.00721403,1.35858260,0.28301173,0.27706363
-5.74187094,2.26601861,0.60947393,0.59649811,0.00269658,0.19448353,0.00771381,1.34588130,0.28045902,0.27064233
-5.73586793,2.25579133,0.60065524,0.60375733,0.00275405,0.19274559,0.00825513,1.33631507,0.27980396,0.26635573
-5.72986493,2.25343172,0.59382914,0.61105213,0.00281075,0.19335484,0.00883526,1.32938782,0.28094735,0.26413188
-5.72386193,2.25815426,0.58873600,0.61819293,0.00286387,0.19628327,0.00945059,1.32459149,0.28377435,0.26387847
-5.71785893,2.26915175,0.58510599,0.62501387,0.00291067,0.20148430,0.01009658,1.32142711,0.28815948,0.26548677
-5.71185593,2.28561964,0.58266947,0.63137607,0.00294865,0.20889316,0.01076778,1.31942219,0.29397080,0.26883478
-5.70585293,2.30677330,0.58116574,0.63716866,0.00297559,0.21842667,0.01145784,1.31814407,0.30107315,0.27378970
-5.69984992,2.33185845,0.58035001,0.64230799,0.00298960,0.22998227,0.01215956,1.31720898,0.30933025,0.28020949
-5.69384692,2.36015485,0.57999843,0.64673499,0.00298922,0.24343671,0.01286495,1.31628688,0.31860589,0.28794380
-5.68784392,2.39097442,0.57991119,0.65041124,0.00297340,0.25864443,0.01356531,1.31510232,0.32876405,0.29683426
-5.68184092,2.42365463,0.57991387,0.65331394,0.00294156,0.27543595,0.01425144,1.31343187,0.33966832,0.30671441
-5.67583792,2.45754897,0.57985717,0.65543036,0.00289358,0.29361662,0.01491368,1.31109865,0.35118069,0.31740940
-5.66983492,2.49201566,0.57961540,0.65675215,0.00282976,0.31296574,0.01554222,1.30796491,0.36316005,0.32873566
-5.66383192,2.52640645,0.57908382,0.65727001,0.00275083,0.33323664,0.01612720,1.30392318,0.37546056,0.34050083
-5.65782891,2.56005679,0.57817543,0.65696904,0.00265788,0.35415761,0.01665903,1.29888702,0.38793037,0.35250406
-5.65182591,2.59227876,0.57681729,0.65582521,0.00255234,0.37543411,0.01712854,1.29278195,0.40041069,0.36453687
-5.64582291,2.62235782,0.57494689,0.65380300,0.00243587,0.39675209,0.01752729,1.28553733,0.41273579,0.37638461
-5.63981991,2.64955399,0.57250872,0.65085461,0.00231034,0.41778272,0.01784774,1.27707964,0.42473374,0.38782878
-5.63381691,2.67310804,0.56945137,0.64692058,0.00217773,0.43818828,0.01808350,1.26732770,0.43622835,0.39864992
-5.62781391,2.69225254,0.56572530,0.64193175,0.00204008,0.45762918,0.01822949,1.25619000,0.44704224,0.40863128
-5.62181091,2.70622768,0.56128154,0.63581267,0.00189943,0.47577186,0.01828211,1.24356434,0.45700102,0.41756312
-5.61580790,2.71430113,0.55607129,0.62848583,0.00175777,0.49229744,0.01823936,1.22933969,0.46593854,0.42524735
-5.60980490,2.71579112,0.55004648,0.61987679,0.00161694,0.50691062,0.01810089,1.21340024,0.47370305,0.43150256
-5.60380190,2.71009160,0.54316133,0.60991971,0.00147868,0.51934871,0.01786803,1.19563122,0.48016405,0.43616908
-5.59779890,2.69669839,0.53537467,0.59856289,0.00134451,0.52939027,0.01754378,1.17592627,0.48521952,0.43911392
-5.59179590,2.67523486,0.52665302,0.58577415,0.00121576,0.53686305,0.01713270,1.15419578,0.48880321,0.44023538
-5.58579290,2.64547585,0.51697417,0.57154558,0.00109357,0.54165095,0.01664086,1.13037578,0.49089167,0.43946701
-5.57978989,2.60736863,0.50633099,0.55589753,0.00097885,0.54369959,0.01607561,1.10443684,0.49151058,0.43678095
-5.57378689,2.56104969,0.49473531,0.53888149,0.00087230,0.54302036,0.01544545,1.07639242,0.49074008,0.43219019
-5.56778389,2.50685639,0.48222154,0.52058177,0.00077444,0.53969257,0.01475979,1.04630618,0.48871864,0.42574992
-5.56178089,2.44533270,0.46884985,0.50111595,0.00068561,0.53386378,0.01402874,1.01429777,0.48564536,0.41755761
-5.55577789,2.37722858,0.45470853,0.48063399,0.00060601,0.52574810,0.01326286,0.98054672,0.48178020,0.40775201
-5.54977489,2.30349259,0.43991555,0.45931607,0.00053571,0.51562253,0.01247295,0.94529419,0.47744225,0.39651087
-5.54377189,2.22525803,0.42461886,0.43736933,0.00047466,0.50382149,0.01166980,0.90884222,0.47300563,0.38404766
-5.53776888,2.14382261,0.40899568,0.41502354,0.00042274,0.49072959,0.01086402,0.87155051,0.46889331,0.37060713
-5.53176588,2.06062247,0.39325036,0.39252604,0.00037980,0.47677305,0.01006583,0.83383078,0.46556873,0.35646004
-5.52576288,1.97720115,0.37761112,0.37013601,0.00034562,0.46240981,0.00928492,0.79613868,0.46352553,0.34189718
-5.51975988,1.89517469,0.36232552,0.34811838,0.00031996,0.44811899,0.00853036,0.75896368,0.46327561,0.32722284
-5.51375688,1.81619377,0.34765503,0.32673766,0.00030259,0.43438962,0.00781045,0.72281716,0.46533589,0.31274791
-5.50775388,1.74190440,0.33386860,0.30625175,0.00029326,0.42170950,0.00713276,0.68821921,0.47021426,0.29878297
-5.50175088,1.67390826,0.32123573,0.28690614,0.00029173,0.41055410,0.00650403,0.65568452,0.47839512,0.28563139
-5.49574787,1.61372416,0.31001912,0.26892846,0.00029776,0.40137617,0.00593025,0.62570798,0.49032519,0.27358288
-5.48974487,1.56275177,0.30046727,0.25252376,0.00031111,0.39459620,0.00541665,0.59875053,0.50640004,0.26290740
-5.48374187,1.52223889,0.29280728,0.23787046,0.00033153,0.39059412,0.00496781,0.57522576,0.52695195,0.25384990
-5.47773887,1.49325332,0.28723816,0.22511719,0.00035874,0.38970240,0.00458771,0.55548777,0.55223967,0.24662576
-5.47173587,1.47666009,0.28392482,0.21438047,0.00039244,0.39220072,0.00427983,0.53982087,0.58244047,0.24141720
-5.46573287,1.47310491,0.28299313,0.20574338,0.00043231,0.39831239,0.00404721,0.52843129,0.61764498,0.23837070
-5.45972986,1.48300410,0.28452606,0.19925507,0.00047795,0.40820254,0.00389261,0.52144155,0.65785506,0.23759540
-5.45372686,1.50654130,0.28856116,0.19493127,0.00052893,0.42197791,0.00381850,0.51888733,0.70298483,0.23916248
-5.44772386,1.54367102,0.29508943,0.19275554,0.00058473,0.43968842,0.00382719,0.52071729,0.75286505,0.24310562
-5.44172086,1.59412847,0.30405555,0.19268138,0.00064478,0.46133012,0.00392082,0.52679559,0.80725042,0.24942224
-5.43571786,1.65744548,0.31535957,0.19463497,0.00070842,0.48684939,0.00410142,0.53690729,0.86582987,0.25807560
-5.42971486,1.73297155,0.32885990,0.19851851,0.00077494,0.51614826,0.00437087,0.55076603,0.92823911,0.26899758
-5.42371186,1.81989921,0.34437746,0.20421400,0.00084357,0.54909031,0.00473086,0.56802418,0.99407503,0.28209200
-5.41770885,1.91729268,0.36170094,0.21158740,0.00091347,0.58550712,0.00518283,0.58828461,1.06291121,0.29723832
-5.41170585,2.02411857,0.38059280,0.22049294,0.00098378,0.62520476,0.00572791,0.61111393,1.13431378,0.31429568
-5.40570285,2.13927759,0.40079597,0.23077753,0.00105362,0.66797014,0.00636673,0.63605664,1.20785683,0.33310693
-5.39969985,2.26163590,0.42204085,0.24228513,0.00112210,0.71357692,0.00709936,0.66264951,1.28313670,0.35350274
-5.39369685,2.39005507,0.44405246,0.25486084,0.00118838,0.76179073,0.00792514,0.69043583,1.35978420,0.37530555
-5.38769385,2.52341959,0.46655751,0.26835477,0.00125163,0.81237352,0.00884253,0.71897885,1.43747432,0.39833323
-5.38169085,2.66066098,0.48929101,0.28262541,0.00131112,0.86508706,0.00984899,0.74787404,1.51593290,0.42240248
-5.37568784,2.80077782,0.51200241,0.29754245,0.00136619,0.91969527,0.01094084,0.77675954,1.59493990,0.44733174
-5.36968484,2.94285117,0.53446094,0.31298905,0.00141630,0.97596568,0.01211314,0.80532463,1.67432920,0.47294380
-5.36368184,3.08605508,0.55646004,0.32886330,0.00146103,1.03366984,0.01335968,0.83331583,1.75398500,0.49906782
-5.35767884,3.22966207,0.57782074,0.34507906,0.00150010,1.09258305,0.01467289,0.86054037,1.83383510,0.52554095
-5.35167584,3.37304385,0.59839397,0.36156597,0.00153335,1.15248331,0.01604387,0.88686709,1.91384158,0.55220952
-5.34567284,3.51566741,0.61806170,0.37826872,0.00156078,1.21314989,0.01746245,0.91222476,1.99398943,0.57892975
-5.33966983,3.65708720,0.63673691,0.39514562,0.00158253,1.27436166,0.01891730,0.93659790,2.07427390,0.60556814
-5.33366683,3.79693393,0.65436254,0.41216647,0.00159885,1.33589535,0.02039607,0.96002033,2.15468742,0.63200146
-5.32766383,3.93490079,0.67090928,0.42930989,0.00161013,1.39752394,0.02188560,0.98256693,2.23520676,0.65811648
-5.32166083,4.07072789,0.68637262,0.44656017,0.00161683,1.45901552,0.02337214,1.00434380,2.31578138,0.68380947
-5.31565783,4.20418589,0.70076899,0.46390373,0.00161950,1.52013246,0.02484162,1.02547739,2.39632350,0.70898549
-5.30965483,4.33505954,0.71413139,0.48132547,0.00161876,1.58063132,0.02627993,1.04610309,2.47670065,0.73355759
-5.30365183,4.46313203,0.72650459,0.49880502,0.00161523,1.64026333,0.02767320,1.06635379,2.55673082,0.75744595
-5.29764882,4.58817096,0.73794017,0.51631320,0.00160956,1.69877563,0.02900811,1.08634885,2.63618084,0.78057699
-5.29164582,4.70991653,0.74849150,0.53380874,0.00160236,1.75591318,0.03027215,1.10618401,2.71476773,0.80288258
-5.28564282,4.82807262,0.75820903,0.55123553,0.00159422,1.81142138,0.03145388,1.12592274,2.79216302,0.82429935
-5.27963982,4.94230112,0.76713601,0.56852050,0.00158566,1.86504922,0.03254312,1.14558922,2.86799996,0.84476820
-5.27363682,5.05221989,0.77530480,0.58557232,0.00157712,1.91655306,0.03353119,1.16516347,2.94188287,0.86423398
-5.26763382,5.15740449,0.78273404,0.60228091,0.00156897,1.96570074,0.03441100,1.18457866,3.01339841,0.88264552
-5.26163082,5.25739368,0.78942673,0.61851803,0.00156146,2.01227599,0.03517716,1.20372084,3.08212807,0.89995586
-5.25562781,5.35169838,0.79536934,0.63413881,0.00155477,2.05608302,0.03582604,1.22243095,3.14766122,0.91612282
-5.24962481,5.43981386,0.80053205,0.64898423,0.00154893,2.09695094,0.03635577,1.24050919,3.20960807,0.93110976
-5.24362181,5.52123444,0.80487000,0.66288461,0.00154391,2.13473805,0.03676619,1.25772138,3.26761199,0.94488666
-5.23761881,5.59547004,0.80832560,0.67566383,0.00153957,2.16933554,0.03705882,1.27380710,3.32136040,0.95743121
-5.23161581,5.66206360,0.81083167,0.68714419,0.00153570,2.20067059,0.03723672,1.28848916,3.37059383,0.96872998
-5.22561281,5.72060839,0.81231537,0.69715173,0.00153201,2.22870836,0.03730439,1.30148403,3.41511268,0.97877946
-5.21960980,5.77076408,0.81270250,0.70552171,0.00152816,2.25345295,0.03726761,1.31251261,3.45478115,0.98758692
-5.21360680,5.81227051,0.81192217,0.71210409,0.00152378,2.27494678,0.03713330,1.32131093,3.48952834,0.99517074
-5.20760380,5.84495803,0.80991131,0.71676861,0.00151847,2.29326848,0.03690933,1.32764016,3.51934613,1.00156036
-5.20160080,5.86875370,0.80661893,0.71940935,0.00151183,2.30852899,0.03660433,1.33129548,3.54428403,1.00679543
-5.19559780,5.88368240,0.80200975,0.71994844,0.00150348,2.32086594,0.03622749,1.33211345,3.56444109,1.01092439
-5.18959480,5.88986275,0.79606705,0.71833888,0.00149307,2.33043634,0.03578839,1.32997743,3.57995518,1.01400211
-5.18359180,5.88749748,0.78879453,0.71456610,0.00148029,2.33740772,0.03529675,1.32482090,3.59099009,1.01608696
-5.17758879,5.87685891,0.78021704,0.70864844,0.00146489,2.34194811,0.03476226,1.31662856,3.59772103,1.01723711
-5.17158579,5.85826987,0.77038018,0.70063640,0.00144667,2.34421513,0.03419433,1.30543521,3.60031927,1.01750641
-5.16558279,5.83208145,0.75934881,0.69061074,0.00142551,2.34434496,0.03360194,1.29132262,3.59893669,1.01693997
-5.15957979,5.79864871,0.74720454,0.67867958,0.00140135,2.34244150,0.03299337,1.27441459,3.59369112,1.01556977
-5.15357679,5.75830613,0.73404240,0.66497466,0.00137421,2.33856666,0.03237609,1.25487062,3.58465340,1.01341056
-5.14757379,5.71134442,0.71996698,0.64964704,0.00134416,2.33273233,0.03175656,1.23287859,3.57183688,1.01045636
-5.14157079,5.65799049,0.70508820,0.63286238,0.00131133,2.32489463,0.03114013,1.20864706,3.55519041,1.00667793
-5.13556778,5.59839224,0.68951712,0.61479613,0.00127591,2.31495119,0.03053096,1.18239746,3.53459511,1.00202149
-5.12956478,5.53260956,0.67336207,0.59562892,0.00123812,2.30274172,0.02993198,1.15435686,3.50986572,0.99640886
-5.12356178,5.46061247,0.65672523,0.57554226,0.00119821,2.28805224,0.02934490,1.12475168,3.48075661,0.98973915
-5.11755878,5.38228719,0.63970010,0.55471483,0.00115644,2.27062303,0.02877030,1.09380250,3.44697249,0.98189218
-5.11155578,5.29745010,0.62236983,0.53331946,0.00111311,2.25016020,0.02820778,1.06172052,3.40818355,0.97273349
-5.10555278,5.20586918,0.60480664,0.51152089,0.00106848,2.22635040,0.02765610,1.02870545,3.36404459,0.96212074
-5.09954977,5.10729189,0.58707221,0.48947433,0.00102284,2.19887823,0.02711347,0.99494501,3.31421724,0.94991135
-5.09354677,5.00147827,0.56921917,0.46732476,0.00097645,2.16744546,0.02657779,0.96061592,3.25839432,0.93597099
-5.08754377,4.88823707,0.55129328,0.44520697,0.00092957,2.13179127,0.02604694,0.92588596,3.19632532,0.92018244
-5.08154077,4.76746323,0.53333632,0.42324604,0.00088243,2.09171234,0.02551912,0.89091706,3.12784154,0.90245447
-5.07553777,4.63917406,0.51538941,0.40155838,0.00083525,2.04708197,0.02499313,0.85586879,3.05287975,0.88273015
-5.06953477,4.50354221,0.49749634,0.38025278,0.00078824,1.99786696,0.02446863,0.82090199,2.97150307,0.86099426
-5.06353177,4.36092313,0.47970680,0.35943176,0.00074158,1.94414147,0.02394639,0.78618217,2.88391797,0.83727918
-5.05752876,4.21187529,0.46207911,0.33919256,0.00069545,1.88609713,0.02342843,0.75188213,2.79048639,0.81166915
-5.05152576,4.05717181,0.44468224,0.31962811,0.00065001,1.82404864,0.02291811,0.71818369,2.69173236,0.78430243
-5.04552276,3.89780244,0.42759702,0.30082742,0.00060544,1.75843461,0.02242017,0.68527815,2.58834261,0.75537131
-5.03951976,3.73496564,0.41091621,0.28287572,0.00056189,1.68981357,0.02194061,0.65336542,2.48116101,0.72511999
-5.03351676,3.57005084,0.39474348,0.26585404,0.00051949,1.61885511,0.02148655,0.62265165,2.37117712,0.69384025
-5.02751376,3.40461159,0.37919141,0.24983833,0.00047841,1.54632678,0.02106595,0.59334560,2.25950927,0.66186520
-5.02151076,3.24033085,0.36437829,0.23489822,0.00043877,1.47307706,0.02068726,0.56565370,2.14738273,0.62956147
-5.01550775,3.07897992,0.35042422,0.22109546,0.00040072,1.40001537,0.02035912,0.53977419,2.03610418,0.59731998
-5.00950475,2.92237288,0.33744647,0.20848207,0.00036438,1.32808986,0.02008981,0.51589060,1.92703326,0.56554595
-5.00350175,2.77231870,0.32555447,0.19709853,0.00032986,1.25826401,0.01988690,0.49416492,1.82155242,0.53464836
-4.99749875,2.63057298,0.31484467,0.18697195,0.00029726,1.19149281,0.01975676,0.47473093,1.72103634,0.50502949
-4.99149575,2.49879148,0.30539564,0.17811447,0.00026667,1.12869970,0.01970415,0.45768799,1.62682178,0.47707479
-4.98549275,2.37848716,0.29726365,0.17052196,0.00023817,1.07075473,0.01973190,0.44309585,1.54017897,0.45114353
-4.97948974,2.27099249,0.29047900,0.16417331,0.00021179,1.01845486,0.01984054,0.43097064,1.46228523,0.42756051
-4.97348674,2.17742798,0.28504347,0.15903009,0.00018758,0.97250683,0.02002820,0.42128247,1.39420151,0.40660906
-4.96748374,2.09867805,0.28092886,0.15503697,0.00016553,0.93351281,0.02029045,0.41395487,1.33685212,0.38852542
-4.96148074,2.03537448,0.27807693,0.15212275,0.00014565,0.90195922,0.02062034,0.40886608,1.29100790,0.37349462
-4.95547774,1.98788749,0.27640078,0.15020204,0.00012790,0.87820848,0.02100853,0.40585234,1.25727273,0.36164780
-4.94947474,1.95632418,0.27578751,0.14917756,0.00011222,0.86249377,0.02144354,0.40471299,1.23607333,0.35306095
-4.94347174,1.94053357,0.27610218,0.14894300,0.00009856,0.85491633,0.02191203,0.40521737,1.22765194,0.34775483
-4.93746873,1.94011749,0.27719294,0.14938631,0.00008683,0.85544526,0.02239931,0.40711300,1.23206164,0.34569604
-4.93146573,1.95444621,0.27889692,0.15039332,0.00007693,0.86391926,0.02288973,0.41013500,1.24916397,0.34679896
-4.92546273,1.98267781,0.28104681,0.15185146,0.00006875,0.88005016,0.02336724,0.41401603,1.27862859,0.35092842
-4.91945973,2.02378016,0.28347767,0.15365359,0.00006219,0.90342786,0.02381593,0.41849657,1.31993479,0.35790297
-4.91345673,2.07655468,0.28603372,0.15570156,0.00005712,0.93352663,0.02422051,0.42333486,1.37237488,0.36749854
-4.90745373,2.13966100,0.28857473,0.15790955,0.00005342,0.96971252,0.02456685,0.42831621,1.43505952,0.37945250
-4.90145073,2.21164198,0.29098179,0.16020682,0.00005095,1.01125197,0.02484235,0.43326111,1.50692523,0.39346797
-4.89544772,2.29094868,0.29316202,0.16253995,0.00004958,1.05732164,0.02503635,0.43803187,1.58674450,0.40921846
-4.88944472,2.37596517,0.29505225,0.16487433,0.00004918,1.10701964,0.02514035,0.44253748,1.67313892,0.42635268
-4.88344172,2.46503297,0.29662121,0.16719490,0.00004962,1.15937822,0.02514822,0.44673639,1.76459563,0.44449985
-4.87743872,2.55647543,0.29787041,0.16950598,0.00005078,1.21337816,0.02505623,0.45063717,1.85948774,0.46327521
-4.87143572,2.64862199,0.29883350,0.17183044,0.00005251,1.26796487,0.02486307,0.45429701,1.95609867,0.48228597
-4.86543272,2.73983252,0.29957419,0.17420788,0.00005469,1.32206621,0.02456970,0.45781806,2.05265072,0.50113774
-4.85942971,2.82852178,0.30018291,0.17669223,0.00005721,1.37461202,0.02417921,0.46134195,2.14733748,0.51944123
-4.85342671,2.91318376,0.30077229,0.17934863,0.00005994,1.42455485,0.02369652,0.46504243,2.23835968,0.53681926
-4.84742371,2.99241577,0.30147161,0.18224980,0.00006277,1.47089164,0.02312817,0.46911672,2.32396373,0.55291403
-4.84142071,3.06494162,0.30242064,0.18547203,0.00006559,1.51268572,0.02248191,0.47377574,2.40248170,0.56739427
-4.83541771,3.12963332,0.30376292,0.18909090,0.00006829,1.54908836,0.02176647,0.47923361,2.47237148,0.57996224
-4.82941471,3.18553039,0.30563885,0.19317699,0.00007080,1.57935900,0.02099118,0.48569692,2.53225556,0.59036024
-4.82341171,3.23185591,0.30817882,0.19779151,0.00007301,1.60288346,0.02016573,0.49335396,2.58095667,0.59837626
-4.81740870,3.26802833,0.31149669,0.20298238,0.00007487,1.61918893,0.01929985,0.50236450,2.61752870,0.60384872
-4.81140570,3.29366816,0.31568367,0.20878047,0.00007631,1.62795534,0.01840315,0.51285027,2.64128123,0.60666980
-4.80540270,3.30859889,0.32080307,0.21519649,0.00007728,1.62902205,0.01748489,0.52488670,2.65179639,0.60678727
-4.79939970,3.31284163,0.32688584,0.22221849,0.00007774,1.62238959,0.01655384,0.53849592,2.64893698,0.60420467
-4.79339670,3.30660337,0.33392723,0.22981009,0.00007769,1.60821619,0.01561820,0.55364154,2.63284520,0.59897969
-4.78739370,3.29025907,0.34188461,0.23790952,0.00007710,1.58680900,0.01468553,0.57022525,2.60393195,0.59122085
-4.78139070,3.26432832,0.35067652,0.24642962,0.00007598,1.55861039,0.01376267,0.58808548,2.56285692,0.58108253
-4.77538769,3.22944735,0.36018306,0.25525863,0.00007436,1.52417987,0.01285577,0.60699811,2.51050047,0.56875852
-4.76938469,3.18633795,0.37024758,0.26426205,0.00007225,1.48417240,0.01197029,0.62667950,2.44792840,0.55447450
-4.76338169,3.13577474,0.38067967,0.27328527,0.00006972,1.43931419,0.01111094,0.64679156,2.37635149,0.53847961
-4.75737869,3.07855247,0.39125948,0.28215712,0.00006679,1.39037691,0.01028181,0.66694898,2.29708155,0.52103765
-4.75137569,3.01545523,0.40174302,0.29069415,0.00006353,1.33815187,0.00948629,0.68672842,2.21148628,0.50241826
-4.74537269,2.94722907,0.41186872,0.29870552,0.00006000,1.28342494,0.00872716,0.70567937,2.12094484,0.48288847
-4.73936968,2.87455952,0.42136460,0.30599837,0.00005626,1.22695367,0.00800656,0.72333646,2.02680626,0.46270501
-4.73336668,2.79805510,0.42995620,0.31238353,0.00005238,1.16944736,0.00732606,0.73923287,1.93035239,0.44210773
-4.72736368,2.71823753,0.43737491,0.31768131,0.00004841,1.11155091,0.00668667,0.75291433,1.83276693,0.42131432
-4.72136068,2.63553893,0.44336628,0.32172719,0.00004443,1.05383294,0.00608883,0.76395328,1.73511136,0.40051648
-4.71535768,2.55030572,0.44769827,0.32437720,0.00004048,0.99677836,0.00553250,0.77196273,1.63830858,0.37987774
-4.70935468,2.46280869,0.45016894,0.32551280,0.00003662,0.94078554,0.00501716,0.77660918,1.54313418,0.35953266
-4.70335168,2.37325813,0.45061335,0.32504498,0.00003289,0.88616749,0.00454185,0.77762426,1.45021520,0.33958761
-4.69734867,2.28182276,0.44890949,0.32291760,0.00002933,0.83315697,0.00410526,0.77481442,1.36003543,0.32012263
-4.69134567,2.18865085,0.44498276,0.31910955,0.00002596,0.78191443,0.00370571,0.76806845,1.27294654,0.30119435
-4.68534267,2.09389202,0.43880913,0.31363594,0.00002282,0.73253835,0.00334130,0.75736238,1.18918347,0.28283968
-4.67933967,1.99771810,0.43041656,0.30654802,0.00001991,0.68507696,0.00300989,0.74276166,1.10888294,0.26507974
-4.67333667,1.90034159,0.41988484,0.29793203,0.00001725,0.63954053,0.00270922,0.72442034,1.03210349,0.24792414
-4.66733367,1.80203057,0.40734367,0.28790688,0.00001484,0.59591357,0.00243694,0.70257755,0.95884594,0.23137494
-4.66133067,1.70311910,0.39296925,0.27662084,0.00001267,0.55416604,0.00219071,0.67755122,0.88907279,0.21543036
-4.65532766,1.60401271,0.37697943,0.26424745,0.00001075,0.51426321,0.00196818,0.64972933,0.82272580,0.20008789
-4.64932466,1.50518853,0.35962758,0.25098062,0.00000905,0.47617376,0.00176713,0.61955929,0.75974085,0.18534674
-4.64332166,1.40719056,0.34119562,0.23702938,0.00000756,0.43987574,0.00158543,0.58753556,0.70005964,0.17120960
