energy_ev,total_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,0.04603466,0.00309984,0.01207509,0.00037692,0.02439609,0.00758580,0.00000009
-5.99399700,0.05244127,0.00290923,0.01377574,0.00040515,0.02771984,0.00883159,0.00000007
-5.98799400,0.05978074,0.00285027,0.01571859,0.00044360,0.03154552,0.01021019,0.00000005
-5.98199100,0.06800823,0.00289852,0.01789267,0.00049111,0.03584701,0.01172070,0.00000004
-5.97598799,0.07706939,0.00303398,0.02028431,0.00054661,0.04059371,0.01335913,0.00000003
-5.96998499,0.08689691,0.00324018,0.02287628,0.00060912,0.04574857,0.01511801,0.00000002
-5.96398199,0.09740773,0.00350329,0.02564708,0.00067762,0.05126663,0.01698616,0.00000001
-5.95797899,0.10850108,0.00381152,0.02857043,0.00075110,0.05709387,0.01894850,0.00000001
-5.95197599,0.12005746,0.00415452,0.03161504,0.00082849,0.06316661,0.02098602,0.00000001
-5.94597299,0.13193858,0.00452299,0.03474462,0.00090864,0.06941142,0.02307594,0.00000001
-5.93996998,0.14398843,0.00490838,0.03791813,0.00099035,0.07574568,0.02519193,0.00000001
-5.93396698,0.15603534,0.00530276,0.04109035,0.00107231,0.08207855,0.02730460,0.00000001
-5.92796398,0.16789511,0.00569871,0.04421271,0.00115319,0.08831263,0.02938207,0.00000001
-5.92196098,0.17937513,0.00608937,0.04723436,0.00123160,0.09434608,0.03139072,0.00000001
-5.91595798,0.19027928,0.00646859,0.05010346,0.00130615,0.10007509,0.03329606,0.00000001
-5.90995498,0.20041348,0.00683111,0.05276861,0.00137548,0.10539683,0.03506373,0.00000002
-5.90395198,0.20959176,0.00717284,0.05518044,0.00143828,0.11021254,0.03666049,0.00000002
-5.89794897,0.21764247,0.00749127,0.05729322,0.00149336,0.11443075,0.03805529,0.00000003
-5.89194597,0.22441451,0.00778578,0.05906647,0.00153966,0.11797051,0.03922030,0.00000004
-5.88594297,0.22978326,0.00805822,0.06046648,0.00157633,0.12076435,0.04013187,0.00000006
-5.87993997,0.23365602,0.00831336,0.06146767,0.00160273,0.12276113,0.04077136,0.00000008
-5.87393697,0.23597660,0.00855947,0.06205381,0.00161846,0.12392833,0.04112587,0.00000010
-5.86793397,0.23672919,0.00880895,0.06221889,0.00162344,0.12425391,0.04118871,0.00000014
-5.86193097,0.23594095,0.00907900,0.06196778,0.00161786,0.12374764,0.04095974,0.00000019
-5.85592796,0.23368369,0.00939227,0.06131661,0.00160225,0.12244175,0.04044545,0.00000025
-5.84992496,0.23007423,0.00977761,0.06029272,0.00157746,0.12039108,0.03965883,0.00000033
-5.84392196,0.22527377,0.01027078,0.05893448,0.00154467,0.11767253,0.03861902,0.00000044
-5.83791896,0.21948614,0.01091518,0.05729070,0.00150537,0.11438410,0.03735081,0.00000057
-5.83191596,0.21295520,0.01176258,0.05541987,0.00146139,0.11064334,0.03588392,0.00000074
-5.82591296,0.20596143,0.01287369,0.05338922,0.00141484,0.10658558,0.03425219,0.00000096
-5.81990995,0.19881791,0.01431875,0.05127360,0.00136811,0.10236175,0.03249268,0.00000122
-5.81390695,0.19186585,0.01617788,0.04915429,0.00132387,0.09813608,0.03064474,0.00000155
-5.80790395,0.18546978,0.01854123,0.04711775,0.00128504,0.09408374,0.02874904,0.00000195
-5.80190095,0.18001253,0.02150889,0.04525440,0.00125476,0.09038841,0.02684668,0.00000244
-5.79589795,0.17589006,0.02519031,0.04365732,0.00123639,0.08723988,0.02497835,0.00000304
-5.78989495,0.17350611,0.02970347,0.04242108,0.00123348,0.08483178,0.02318357,0.00000375
-5.78389195,0.17326678,0.03517336,0.04164059,0.00124974,0.08335923,0.02150005,0.00000459
-5.77788894,0.17557484,0.04172998,0.04140991,0.00128902,0.08301669,0.01996321,0.00000559
-5.77188594,0.18082381,0.04950571,0.04182114,0.00135529,0.08399562,0.01860572,0.00000676
-5.76588294,0.18939163,0.05863194,0.04296325,0.00145257,0.08648222,0.01745726,0.00000812
-5.75987994,0.20163392,0.06923519,0.04492092,0.00158492,0.09065494,0.01654427,0.00000969
-5.75387694,0.21787669,0.08143245,0.04777321,0.00175634,0.09668178,0.01588982,0.00001148
-5.74787394,0.23840862,0.09532615,0.05159228,0.00197072,0.10471744,0.01551356,0.00001350
-5.74187094,0.26347278,0.11099858,0.05644185,0.00223174,0.11490003,0.01543160,0.00001578
-5.73586793,0.29325803,0.12850622,0.06237566,0.00254277,0.12734768,0.01565648,0.00001833
-5.72986493,0.32789034,0.14787390,0.06943583,0.00290678,0.14215476,0.01619708,0.00002114
-5.72386193,0.36742412,0.16908937,0.07765113,0.00332615,0.15938802,0.01705852,0.00002423
-5.71785893,0.41183415,0.19209824,0.08703527,0.00380263,0.17908265,0.01824202,0.00002759
-5.71185593,0.46100831,0.21679989,0.09758524,0.00433710,0.20123840,0.01974470,0.00003122
-5.70585293,0.51474163,0.24304438,0.10927980,0.00492953,0.22581605,0.02155944,0.00003509
-5.69984992,0.57273216,0.27063086,0.12207821,0.00557880,0.25273423,0.02367466,0.00003921
-5.69384692,0.63457900,0.29930760,0.13591918,0.00628260,0.28186702,0.02607410,0.00004353
-5.68784392,0.69978281,0.32877387,0.15072035,0.00703735,0.31304235,0.02873673,0.00004804
-5.68184092,0.76774931,0.35868375,0.16637809,0.00783815,0.34604141,0.03163662,0.00005269
-5.67583792,0.83779560,0.38865199,0.18276792,0.00867875,0.38059933,0.03474299,0.00005745
-5.66983492,0.90915967,0.41826164,0.19974545,0.00955157,0.41640706,0.03802031,0.00006227
-5.66383192,0.98101272,0.44707357,0.21714790,0.01044776,0.45311467,0.04142857,0.00006711
-5.65782891,1.05247426,0.47463727,0.23479620,0.01135734,0.49033588,0.04492371,0.00007192
-5.65182591,1.12262934,0.50050282,0.25249761,0.01226929,0.52765396,0.04845818,0.00007665
-5.64582291,1.19054762,0.52423346,0.27004884,0.01317184,0.56462868,0.05198166,0.00008124
-5.63981991,1.25530349,0.54541824,0.28723955,0.01405263,0.60080426,0.05544197,0.00008564
-5.63381691,1.31599665,0.56368431,0.30385617,0.01489903,0.63571806,0.05878600,0.00008981
-5.62781391,1.37177234,0.57870818,0.31968592,0.01569840,0.66890974,0.06196091,0.00009370
-5.62181091,1.42184061,0.59022567,0.33452092,0.01643844,0.69993064,0.06491521,0.00009726
-5.61580790,1.46549389,0.59803986,0.34816230,0.01710746,0.72835313,0.06759998,0.00010046
-5.60980490,1.50212235,0.60202687,0.36042411,0.01769472,0.75377956,0.06997009,0.00010327
-5.60380190,1.53122658,0.60213923,0.37113714,0.01819069,0.77585072,0.07198524,0.00010564
-5.59779890,1.55242726,0.59840654,0.38015227,0.01858731,0.79425339,0.07361109,0.00010756
-5.59179590,1.56547157,0.59093371,0.38734352,0.01887824,0.80872701,0.07482005,0.00010900
-5.58579290,1.57023647,0.57989664,0.39261063,0.01905900,0.81906913,0.07559210,0.00010996
-5.57978989,1.56672875,0.56553581,0.39588117,0.01912711,0.82513962,0.07591526,0.00011043
-5.57378689,1.55508217,0.54814798,0.39711205,0.01908216,0.82686366,0.07578594,0.00011040
-5.56778389,1.53555194,0.52807647,0.39629056,0.01892583,0.82423324,0.07520905,0.00010987
-5.56178089,1.50850692,0.50570057,0.39343481,0.01866183,0.81730747,0.07419792,0.00010886
-5.55577789,1.47441994,0.48142442,0.38859362,0.01829585,0.80621151,0.07277394,0.00010738
-5.54977489,1.43385669,0.45566600,0.38184587,0.01783541,0.79113429,0.07096610,0.00010544
-5.54377189,1.38746349,0.42884653,0.37329930,0.01728968,0.77232508,0.06881028,0.00010307
-5.53776888,1.33595447,0.40138085,0.36308883,0.01666931,0.75008902,0.06634852,0.00010029
-5.53176588,1.28009839,0.37366894,0.35137438,0.01598619,0.72478173,0.06362802,0.00009714
-5.52576288,1.22070552,0.34608893,0.33833827,0.01525324,0.69680310,0.06070025,0.00009365
-5.51975988,1.15861468,0.31899163,0.32418227,0.01448414,0.66659047,0.05761985,0.00008987
-5.51375688,1.09468084,0.29269679,0.30912427,0.01369315,0.63461132,0.05444372,0.00008583
-5.50775388,1.02976327,0.26749095,0.29339473,0.01289486,0.60135561,0.05122995,0.00008159
-5.50175088,0.96471452,0.24362678,0.27723301,0.01210401,0.56732801,0.04803695,0.00007718
-5.49574787,0.90037024,0.22132378,0.26088349,0.01133529,0.53304007,0.04492257,0.00007266
-5.48974487,0.83753983,0.20077012,0.24459179,0.01060322,0.49900264,0.04194334,0.00006808
-5.48374187,0.77699817,0.18212533,0.22860101,0.00992198,0.46571854,0.03915382,0.00006349
-5.47773887,0.71947818,0.16552361,0.21314809,0.00930536,0.43367570,0.03660600,0.00005894
-5.47173587,0.66566437,0.15107747,0.19846045,0.00876660,0.40334078,0.03434886,0.00005447
-5.46573287,0.61618723,0.13888137,0.18475282,0.00831839,0.37515350,0.03242789,0.00005013
-5.45972986,0.57161845,0.12901525,0.17222441,0.00797277,0.34952147,0.03088481,0.00004596
-5.45372686,0.53246675,0.12154753,0.16105642,0.00774110,0.32681578,0.02975724,0.00004200
-5.44772386,0.49917444,0.11653757,0.15140984,0.00763395,0.30736717,0.02907840,0.00003828
-5.44172086,0.47211431,0.11403727,0.14342360,0.00766109,0.29146267,0.02887685,0.00003482
-5.43571786,0.45158691,0.11409186,0.13721305,0.00783136,0.27934290,0.02917619,0.00003165
-5.42971486,0.43781801,0.11673960,0.13286864,0.00815257,0.27119955,0.02999471,0.00002879
-5.42371186,0.43095621,0.12201064,0.13045492,0.00863135,0.26717339,0.03134505,0.00002623
-5.41770885,0.43107056,0.12992482,0.13000972,0.00927301,0.26735232,0.03323379,0.00002400
-5.41170585,0.43814827,0.14048860,0.13154355,0.01008131,0.27176976,0.03566104,0.00002208
-5.40570285,0.45209242,0.15369128,0.13503914,0.01105826,0.28040314,0.03861997,0.00002048
-5.39969985,0.47271994,0.16950064,0.14045119,0.01220388,0.29317261,0.04209637,0.00001917
-5.39369685,0.49975991,0.18785818,0.14770632,0.01351593,0.30994001,0.04606828,0.00001815
-5.38769385,0.53285239,0.20867437,0.15670327,0.01498968,0.33050822,0.05050562,0.00001740
