energy_ev,total_up,Bi_p_up,Bi_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.48374187,1.91125939,0.49531760,0.01650585,0.94359889,1.38704698,0.00349853,0.09051343
-5.47773887,1.88341694,0.47879392,0.01626718,0.92880008,1.37997567,0.00369348,0.08484551
-5.47173587,1.86254077,0.46549012,0.01605525,0.91733624,1.37699214,0.00389311,0.07960842
-5.46573287,1.84999561,0.45578004,0.01588415,0.90977997,1.37904776,0.00409614,0.07485669
-5.45972986,1.84700900,0.44998933,0.01576710,0.90662791,1.38700380,0.00430099,0.07063526
-5.45372686,1.85464448,0.44839031,0.01571620,0.90829037,1.40161050,0.00450589,0.06697960
-5.44772386,1.87377859,0.45119707,0.01574209,0.91508320,1.42348947,0.00470891,0.06391581
-5.44172086,1.90508196,0.45856085,0.01585378,0.92722214,1.45311982,0.00490799,0.06146099
-5.43571786,1.94900492,0.47056585,0.01605845,0.94481967,1.49082825,0.00510101,0.05962367
-5.42971486,2.00576777,0.48722546,0.01636134,0.96788445,1.53678313,0.00528590,0.05840435
-5.42371186,2.07535560,0.50847916,0.01676570,0.99632309,1.59099244,0.00546066,0.05779603
-5.41770885,2.15751773,0.53419019,0.01727271,1.02994425,1.65330550,0.00562347,0.05778490
-5.41170585,2.25177150,0.56414417,0.01788155,1.06846476,1.72341802,0.00577272,0.05835089
-5.40570285,2.35741022,0.59804891,0.01858940,1.11151752,1.80088020,0.00590711,0.05946839
-5.39969985,2.47351506,0.63553558,0.01939153,1.15866083,1.88510746,0.00602567,0.06110683
-5.39369685,2.59897061,0.67616136,0.02028142,1.20938903,1.97539345,0.00612782,0.06323129
-5.38769385,2.73248391,0.71941388,0.02125085,1.26314389,2.07092491,0.00621337,0.06580312
-5.38169085,2.87260661,0.76471732,0.02229006,1.31932680,2.17079811,0.00628251,0.06878048
-5.37568784,3.01776016,0.81144048,0.02338788,1.37731125,2.27403649,0.00633586,0.07211895
-5.36968484,3.16626365,0.85890666,0.02453193,1.43645541,2.37960931,0.00637439,0.07577208
-5.36368184,3.31636398,0.90640519,0.02570880,1.49611479,2.48645103,0.00639940,0.07969199
-5.35767884,3.46626808,0.95320472,0.02690423,1.55565447,2.59348113,0.00641247,0.08382999
-5.35167584,3.61417659,0.99856759,0.02810339,1.61446094,2.69962409,0.00641538,0.08813724
-5.34567284,3.75831845,1.04176536,0.02929107,1.67195325,2.80382926,0.00641007,0.09256548
-5.33966983,3.89698563,1.08209478,0.03045199,1.72759320,2.90509025,0.00639856,0.09706776
-5.33366683,4.02856727,1.11889382,0.03157102,1.78089449,3.00246332,0.00638283,0.10159928
-5.32766383,4.15158215,1.15155731,0.03263352,1.83143041,3.09508439,0.00636483,0.10611821
-5.32166083,4.26470852,1.17955149,0.03362560,1.87884003,3.18218408,0.00634632,0.11058650
-5.31565783,4.36681024,1.20242708,0.03453440,1.92283248,3.26310025,0.00632889,0.11497072
-5.30965483,4.45695820,1.21983026,0.03534840,1.96318920,3.33728752,0.00631384,0.11924281
-5.30365183,4.53444602,1.23151118,0.03605761,1.99976399,3.40432327,0.00630219,0.12338062
-5.29764882,4.59879932,1.23732954,0.03665385,2.03248072,3.46390978,0.00629461,0.12736844
-5.29164582,4.64977798,1.23725709,0.03713087,2.06132875,3.51587231,0.00629144,0.13119715
-5.28564282,4.68737108,1.23137682,0.03748449,2.08635607,3.56015296,0.00629266,0.13486425
-5.27963982,4.71178474,1.21987882,0.03771268,2.10766042,3.59680073,0.00629793,0.13837347
-5.27363682,4.72342305,1.20305305,0.03781550,2.12537873,3.62595797,0.00630658,0.14173414
-5.26763382,4.72286323,1.18127919,0.03779508,2.13967528,3.64784403,0.00631767,0.14496021
-5.26163082,4.71082587,1.15501391,0.03765549,2.15072924,3.66273699,0.00633002,0.14806903
-5.25562781,4.68814186,1.12477629,0.03740250,2.15872210,3.67095438,0.00634226,0.15107978
-5.24962481,4.65571773,1.09113166,0.03704338,2.16382593,3.67283423,0.00635292,0.15401179
-5.24362181,4.61450111,1.05467484,0.03658665,2.16619287,3.66871759,0.00636045,0.15688272
-5.23761881,4.56544816,1.01601320,0.03604169,2.16594680,3.65893364,0.00636332,0.15970676
-5.23161581,4.50949474,0.97575031,0.03541855,2.16317764,3.64378849,0.00636005,0.16249286
-5.22561281,4.44753278,0.93447087,0.03472756,2.15793875,3.62355845,0.00634931,0.16524328
-5.21960980,4.38039307,0.89272734,0.03397907,2.15024769,3.59848834,0.00632996,0.16795235
-5.21360680,4.30883511,0.85102883,0.03318324,2.14009046,3.56879491,0.00630109,0.17060576
-5.20760380,4.23354444,0.80983253,0.03234978,2.12742898,3.53467532,0.00626207,0.17318026
-5.20160080,4.15513715,0.76953789,0.03148784,2.11221149,3.49632001,0.00621259,0.17564396
-5.19559780,4.07417080,0.73048356,0.03060587,2.09438517,3.45392897,0.00615268,0.17795712
-5.18959480,3.99116061,0.69294705,0.02971161,2.07391034,3.40773034,0.00608271,0.18007361
-5.18359180,3.90659937,0.65714680,0.02881204,2.05077522,3.35799972,0.00600338,0.18194274
-5.17758879,3.82097923,0.62324637,0.02791346,2.02501026,3.30507865,0.00591573,0.18351153
-5.17158579,3.73481332,0.59136029,0.02702153,1.99670117,3.24939076,0.00582106,0.18472735
-5.16558279,3.64865533,0.56156102,0.02614140,1.96599955,3.19145385,0.00572096,0.18554054
-5.15957979,3.56311519,0.53388655,0.02527775,1.93313045,3.13188690,0.00561722,0.18590721
-5.15357679,3.47886915,0.50834810,0.02443493,1.89839606,3.07141084,0.00551177,0.18579170
-5.14757379,3.39666323,0.48493732,0.02361704,1.86217534,3.01084237,0.00540663,0.18516887
-5.14157079,3.31730914,0.46363270,0.02282798,1.82491921,2.95108094,0.00530387,0.18402579
-5.13556778,3.24167247,0.44440480,0.02207147,1.78714146,2.89308876,0.00520551,0.18236293
-5.12956478,3.17065347,0.42722000,0.02135110,1.74940575,2.83786479,0.00511348,0.18019471
-5.12356178,3.10516107,0.41204271,0.02067025,1.71230926,2.78641358,0.00502955,0.17754931
-5.11755878,3.04608152,0.39883609,0.02003205,1.67646363,2.73971045,0.00495532,0.17446778
-5.11155578,2.99424314,0.38756128,0.01943930,1.64247431,2.69866457,0.00489212,0.17100256
-5.10555278,2.95037912,0.37817541,0.01889439,1.61091905,2.66408176,0.00484101,0.16721533
-5.09954977,2.91509039,0.37062878,0.01839914,1.58232675,2.63662879,0.00480276,0.16317455
-5.09354677,2.88881068,0.36486140,0.01795474,1.55715755,2.61680102,0.00477783,0.15895250
-5.08754377,2.87177577,0.36079940,0.01756158,1.53578520,2.60489499,0.00476635,0.15462240
-5.08154077,2.86399884,0.35835170,0.01721923,1.51848230,2.60098744,0.00476815,0.15025530
-5.07553777,2.86525334,0.35740726,0.01692635,1.50540939,2.60492187,0.00478276,0.14591738
-5.06953477,2.87506478,0.35783326,0.01668062,1.49660804,2.61630341,0.00480942,0.14166741
-5.06353177,2.89271206,0.35947451,0.01647876,1.49199848,2.63450260,0.00484713,0.13755478
-5.05752876,2.91723874,0.36215421,0.01631660,1.49138171,2.65866797,0.00489466,0.13361799
-5.05152576,2.94747407,0.36567610,0.01618907,1.49444609,2.68774719,0.00495057,0.12988387
-5.04552276,2.98206322,0.36982812,0.01609037,1.50077812,2.72051613,0.00501330,0.12636732
-5.03951976,3.01950555,0.37438727,0.01601409,1.50987689,2.75561467,0.00508115,0.12307180
-5.03351676,3.05819961,0.37912559,0.01595336,1.52117182,2.79158814,0.00515235,0.11999029
-5.02751376,3.09649311,0.38381702,0.01590105,1.53404281,2.82693272,0.00522508,0.11710685
-5.02151076,3.13273570,0.38824459,0.01584994,1.54784222,2.86014309,0.00529754,0.11439856
-5.01550775,3.16533282,0.39220782,0.01579300,1.56191773,2.88976063,0.00536794,0.11183769
-5.00950475,3.19279807,0.39552984,0.01572353,1.57563541,2.91442029,0.00543457,0.10939412
-5.00350175,3.21380237,0.39806391,0.01563536,1.58840207,2.93289432,0.00549585,0.10703771
-4.99749875,3.22721784,0.39969889,0.01552309,1.59968626,2.94413150,0.00555030,0.10474067
-4.99149575,3.23215477,0.40036368,0.01538219,1.60903711,2.94729011,0.00559662,0.10247963
-4.98549275,3.22799045,0.40003011,0.01520916,1.61610049,2.94176388,0.00563372,0.10023747
-4.97948974,3.21438882,0.39871441,0.01500162,1.62063206,2.92719992,0.00566071,0.09800485
-4.97348674,3.19131057,0.39647706,0.01475840,1.62250665,2.90350816,0.00567694,0.09578121
-4.96748374,3.15901344,0.39342120,0.01447950,1.62172400,2.87086234,0.00568202,0.09357542
-4.96148074,3.11804310,0.38968954,0.01416616,1.61841043,2.82969267,0.00567584,0.09140600
-4.95547774,3.06921528,0.38546015,0.01382075,1.61281675,2.78067074,0.00565856,0.08930082
-4.94947474,3.01359015,0.38094110,0.01344669,1.60531219,2.72468757,0.00563062,0.08729656
-4.94347174,2.95243998,0.37636437,0.01304838,1.59637479,2.66282575,0.00559277,0.08543766
-4.93746873,2.88721167,0.37197920,0.01263101,1.58657830,2.59632699,0.00554603,0.08377501
-4.93146573,2.81948531,0.36804510,0.01220043,1.57657606,2.52655618,0.00549170,0.08236446
-4.92546273,2.75093036,0.36482471,0.01176294,1.56708209,2.45496337,0.00543132,0.08126494
-4.91945973,2.68326072,0.36257678,0.01132515,1.55884986,2.38304484,0.00536670,0.08053662
-4.91345673,2.61818981,0.36154930,0.01089376,1.55264912,2.31230440,0.00529983,0.08023876
-4.90745373,2.55738686,0.36197299,0.01047539,1.54924135,2.24421586,0.00523286,0.08042762
-4.90145073,2.50243521,0.36405513,0.01007639,1.54935417,2.18018759,0.00516806,0.08115433
-4.89544772,2.45479342,0.36797389,0.00970268,1.55365548,2.12152979,0.00510775,0.08246272
-4.88944472,2.41575978,0.37387307,0.00935960,1.56272777,2.06942501,0.00505425,0.08438725
-4.88344172,2.38644066,0.38185741,0.00905179,1.57704340,2.02490239,0.00500980,0.08695113
-4.87743872,2.36772328,0.39198844,0.00878306,1.59694161,1.98881581,0.00497647,0.09016454
-4.87143572,2.36025318,0.40428094,0.00855632,1.62260784,1.96182628,0.00495610,0.09402314
-4.86543272,2.36441674,0.41870013,0.00837352,1.65405659,1.94438868,0.00495022,0.09850690
-4.85942971,2.38032926,0.43515964,0.00823561,1.69111823,1.93674304,0.00495998,0.10357927
-4.85342671,2.40782882,0.45352049,0.00814255,1.73343089,1.93891041,0.00498606,0.10918687
-4.84742371,2.44647634,0.47359110,0.00809331,1.78043795,1.95069347,0.00502863,0.11525960
-4.84142071,2.49556210,0.49512860,0.00808592,1.83139180,1.97168182,0.00508733,0.12171134
-4.83541771,2.55411888,0.51784155,0.00811756,1.88536428,2.00126210,0.00516121,0.12844125
-4.82941471,2.62094172,0.54139410,0.00818462,1.94126386,2.03863257,0.00524874,0.13533556
-4.82341171,2.69461428,0.56541180,0.00828284,1.99785954,2.08282227,0.00534784,0.14227004
-4.81740870,2.77354121,0.58948888,0.00840741,2.05381088,2.13271411,0.00545593,0.14911290
-4.81140570,2.85598597,0.61319709,0.00855314,2.10770352,2.18707158,0.00556997,0.15572811
-4.80540270,2.94011320,0.63609576,0.00871458,2.15808908,2.24456833,0.00568655,0.16197915
-4.79939970,3.02403437,0.65774297,0.00888617,2.20352795,2.30381999,0.00580201,0.16773286
-4.79339670,3.10585532,0.67770732,0.00906241,2.24263355,2.36341705,0.00591255,0.17286335
-4.78739370,3.18372412,0.69558003,0.00923798,2.27411616,2.42195806,0.00601433,0.17725591
-4.78139070,3.25587756,0.71098677,0.00940784,2.29682468,2.47808191,0.00610365,0.18081048
-4.77538769,3.32068456,0.72359879,0.00956740,2.30978432,2.53049822,0.00617702,0.18344485
-4.76938469,3.37668487,0.73314284,0.00971256,2.31222882,2.57801486,0.00623133,0.18509718
-4.76338169,3.42262182,0.73940939,0.00983978,2.30362566,2.61956168,0.00626392,0.18572790
-4.75737869,3.45746768,0.74225878,0.00994615,2.28369316,2.65420978,0.00627269,0.18532085
-4.75137569,3.48044120,0.74162505,0.01002936,2.25240893,2.68118587,0.00625614,0.18388354
-4.74537269,3.49101664,0.73751718,0.01008775,2.21000930,2.69988138,0.00621345,0.18144669
-4.73936968,3.48892452,0.73001777,0.01012023,2.15697988,2.70985644,0.00614448,0.17806298
-4.73336668,3.47414454,0.71927934,0.01012629,2.09403807,2.71083897,0.00604978,0.17380504
-4.72736368,3.44689145,0.70551829,0.01010588,2.02210840,2.70271924,0.00593052,0.16876300
-4.72136068,3.40759516,0.68900714,0.01005941,1.94229206,2.68554083,0.00578853,0.16304153
-4.71535768,3.35687654,0.67006536,0.00998763,1.85583243,2.65948858,0.00562617,0.15675669
-4.70935468,3.29552053,0.64904932,0.00989161,1.76407818,2.62487469,0.00544627,0.15003264
-4.70335168,3.22444816,0.62634215,0.00977264,1.66844587,2.58212367,0.00525210,0.14299854
-4.69734867,3.14468924,0.60234379,0.00963223,1.57038387,2.53175727,0.00504726,0.13578566
-4.69134567,3.05735698,0.57746198,0.00947205,1.47133905,2.47438011,0.00483562,0.12852492
-4.68534267,2.96362595,0.55210461,0.00929390,1.37272782,2.41066662,0.00462126,0.12134496
-4.67933967,2.86471405,0.52667367,0.00909977,1.27591235,2.34134994,0.00440845,0.11437081
-4.67333667,2.76186910,0.50156117,0.00889179,1.18218284,2.26721288,0.00420158,0.10772317
-4.66733367,2.65636012,0.47714698,0.00867232,1.09274600,2.18908105,0.00400515,0.10151831
-4.66133067,2.54947302,0.45379862,0.00844393,1.00871966,2.10781802,0.00382380,0.09586855
-4.65532766,2.44250995,0.43187269,0.00820952,0.93113313,2.02432210,0.00366230,0.09088322
-4.64932466,2.33679147,0.41171767,0.00797230,0.86093234,1.93952425,0.00352557,0.08666986
-4.64332166,2.23366016,0.39367763,0.00773589,0.79898867,1.85438638,0.00341868,0.08333577
-4.63731866,2.13448445,0.37809625,0.00750430,0.74611035,1.76989940,0.00334693,0.08098937
-4.63131566,2.04066108,0.36532068,0.00728201,0.70305464,1.68708030,0.00331582,0.07974151
-4.62531266,1.95361487,0.35570455,0.00707389,0.67053956,1.60696738,0.00333106,0.07970635
-4.61930965,1.87479442,0.34960974,0.00688526,0.64925355,1.53061333,0.00339857,0.08100167
-4.61330665,1.80566270,0.34740613,0.00672177,0.63986170,1.45907529,0.00352441,0.08374849
-4.60730365,1.74768175,0.34946921,0.00658935,0.64300737,1.39340192,0.00371473,0.08806988
-4.60130065,1.70229095,0.35617513,0.00649408,0.65930828,1.33461719,0.00397566,0.09408873
-4.59529765,1.67087883,0.36789298,0.00644209,0.68934649,1.28370107,0.00431315,0.10192471
-4.58929465,1.65474878,0.38497446,0.00643937,0.73365201,1.24156740,0.00473279,0.11169017
-4.58329165,1.65507949,0.40774105,0.00649159,0.79268024,1.20903961,0.00523961,0.12348522
-4.57728864,1.67288113,0.43646899,0.00660395,0.86678384,1.18682497,0.00583785,0.13739205
-4.57128564,1.70894913,0.47137270,0.00678092,0.95618008,1.17548835,0.00653065,0.15346870
-4.56528264,1.76381730,0.51258728,0.00702609,1.06091509,1.17542660,0.00731983,0.17174265
-4.55927964,1.83771248,0.56015085,0.00734198,1.18082682,1.18684479,0.00820557,0.19220425
-4.55327664,1.93051325,0.61398776,0.00772984,1.31550882,1.20973547,0.00918622,0.21480071
-4.54727364,2.04171497,0.67389349,0.00818953,1.46427706,1.24386227,0.01025801,0.23943069
-4.54127064,2.17040368,0.73952240,0.00871942,1.62614231,1.28874905,0.01141491,0.26594001
-4.53526763,2.31524105,0.81037917,0.00931629,1.79979035,1.34367556,0.01264853,0.29411893
-4.52926463,2.47446237,0.88581486,0.00997531,1.98357226,1.40768049,0.01394805,0.32370107
-4.52326163,2.64588892,0.96502822,0.01069010,2.17550653,1.47957261,0.01530034,0.35436452
-4.51725863,2.82695598,1.04707294,0.01145276,2.37329472,1.55795008,0.01669007,0.38573510
-4.51125563,3.01475650,1.13087094,0.01225402,2.57435118,1.64122815,0.01810002,0.41739203
-4.50525263,3.20610015,1.21523178,0.01308342,2.77584732,1.72767455,0.01951143,0.44887589
-4.49924962,3.39758666,1.29887795,0.01392954,2.97476967,1.81545197,0.02090449,0.47969880
-4.49324662,3.58569138,1.38047525,0.01478024,3.16799060,1.90266634,0.02225892,0.50935645
-4.48724362,3.76686046,1.45866759,0.01562298,3.35234937,1.98741945,0.02355459,0.53734179
-4.48124062,3.93761251,1.53211475,0.01644511,3.52474107,2.06786394,0.02477224,0.56315971
-4.47523762,4.09464276,1.59953197,0.01723422,3.68220983,2.14225897,0.02589420,0.58634226
-4.46923462,4.23492580,1.65972958,0.01797849,3.82204267,2.20902399,0.02690507,0.60646371
-4.46323162,4.35581258,1.71165122,0.01866694,3.94185995,2.26678880,0.02779246,0.62315488
-4.45722861,4.45511758,1.75440877,0.01928980,4.03969833,2.31443752,0.02854756,0.63611604
-4.45122561,4.53119223,1.78731276,0.01983872,4.11408251,2.35114479,0.02916568,0.64512781
-4.44522261,4.58298133,1.80989655,0.02030700,4.16408214,2.37640242,0.02964662,0.65005948
-4.43921961,4.61005977,1.82193337,0.02068979,4.18935118,2.39003526,0.02999492,0.65087444
-4.43321661,4.61264768,1.82344537,0.02098416,4.19014757,2.39220564,0.03021993,0.64763237
-4.42721361,4.59160335,1.81470417,0.02118917,4.16733204,2.38340594,0.03033568,0.64048804
-4.42121061,4.54839385,1.79622284,0.02130588,4.12234584,2.36443955,0.03036064,0.62968682
-4.41520760,4.48504461,1.76873974,0.02133726,4.05716814,2.33639105,0.03031721,0.61555701
-4.40920460,4.40407007,1.73319477,0.02128806,3.97425467,2.30058676,0.03023112,0.59849935
-4.40320160,4.30838812,1.69069906,0.02116468,3.87646027,2.25854719,0.03013065,0.57897419
-4.39719860,4.20122214,1.64249951,0.02097488,3.76694835,2.21193365,0.03004579,0.55748676
-4.39119560,4.08599452,1.58993938,0.02072760,3.64909115,2.16249084,0.03000723,0.53457130
-4.38519260,3.96621601,1.53441684,0.02043260,3.52636460,2.11198808,0.03004541,0.51077465
-4.37918959,3.84537531,1.47734283,0.02010020,3.40224211,2.06216134,0.03018948,0.48663983
-4.37318659,3.72683315,1.42009994,0.01974095,3.28009119,2.01465837,0.03046635,0.46269051
-4.36718359,3.61372465,1.36400382,0.01936536,3.16307672,1.97098895,0.03089975,0.43941659
-4.36118059,3.50887342,1.31026829,0.01898353,3.05407404,1.93248207,0.03150946,0.41726170
-4.35517759,3.41472004,1.25997523,0.01860494,2.95559484,1.90025140,0.03231060,0.39661275
-4.34917459,3.33326692,1.21405021,0.01823819,2.86972764,1.87517002,0.03331312,0.37779185
-4.34317159,3.26604079,1.17324414,0.01789080,2.79809450,1.85785503,0.03452143,0.36105089
-4.33716858,3.21407313,1.13812147,0.01756903,2.74182433,1.84866205,0.03593423,0.34656858
-4.33116558,3.17789814,1.10905463,0.01727779,2.70154309,1.84768930,0.03754447,0.33445006
-4.32516258,3.15756728,1.08622475,0.01702058,2.67737988,1.85479054,0.03933953,0.32472881
-4.31915958,3.15267859,1.06962797,0.01679947,2.66898788,1.86959577,0.04130158,0.31737068
-4.31315658,3.16241861,1.05908679,0.01661514,2.67557849,1.89153834,0.04340797,0.31227963
-4.30715358,3.18561436,1.05426573,0.01646697,2.69596643,1.91988682,0.04563189,0.30930499
