energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.55577789,1.48229192,0.60322299,0.28944020,0.00005300,0.03273985,0.20639666,0.35586670,0.00708715,0.93466861
-5.54977489,1.42836057,0.56955293,0.28277785,0.00005003,0.03048761,0.19229134,0.34804368,0.00666799,0.89545350
-5.54377189,1.37775667,0.53721344,0.27678113,0.00004732,0.02822139,0.17867901,0.34143460,0.00622985,0.85794643
-5.53776888,1.33069427,0.50634826,0.27143262,0.00004483,0.02597344,0.16565727,0.33607066,0.00578008,0.82228287
-5.53176588,1.28729646,0.47706998,0.26670033,0.00004254,0.02377427,0.15330880,0.33194839,0.00532578,0.78855512
-5.52576288,1.24760292,0.44946250,0.26254115,0.00004044,0.02165206,0.14170108,0.32903094,0.00487360,0.75681836
-5.51975988,1.21157994,0.42358414,0.25890449,0.00003851,0.01963236,0.13088668,0.32725032,0.00442957,0.72709767
-5.51375688,1.17913224,0.39947123,0.25573608,0.00003676,0.01773774,0.12090382,0.32651057,0.00399902,0.69939551
-5.50775388,1.15011605,0.37714194,0.25298164,0.00003518,0.01598769,0.11177736,0.32669173,0.00358650,0.67369930
-5.50175088,1.12435256,0.35660022,0.25059021,0.00003377,0.01439856,0.10352006,0.32765442,0.00319567,0.64998862
-5.49574787,1.10164117,0.33783945,0.24851698,0.00003252,0.01298368,0.09613404,0.32924490,0.00282939,0.62824152
-5.48974487,1.08177180,0.32084585,0.24672554,0.00003142,0.01175348,0.08961240,0.33130030,0.00248965,0.60843963
-5.48374187,1.06453559,0.30560128,0.24518928,0.00003046,0.01071571,0.08394087,0.33365400,0.00217765,0.59057179
-5.47773887,1.04973367,0.29208538,0.24389204,0.00002961,0.00987570,0.07909951,0.33614077,0.00189388,0.57463590
-5.47173587,1.03718333,0.28027697,0.24282779,0.00002887,0.00923663,0.07506425,0.33860156,0.00163817,0.56063894
-5.46573287,1.02672165,0.27015467,0.24199959,0.00002821,0.00879979,0.07180834,0.34088776,0.00140981,0.54859523
-5.45972986,1.01820643,0.26169666,0.24141770,0.00002761,0.00856480,0.06930357,0.34286484,0.00120764,0.53852297
-5.45372686,1.01151466,0.25487978,0.24109714,0.00002707,0.00852983,0.06752124,0.34441516,0.00103014,0.53043951
-5.44772386,1.00653867,0.24967808,0.24105471,0.00002656,0.00869174,0.06643290,0.34543999,0.00087555,0.52435546
-5.44172086,1.00318070,0.24606082,0.24130583,0.00002608,0.00904618,0.06601072,0.34586070,0.00074194,0.52026834
-5.43571786,1.00134626,0.24399036,0.24186132,0.00002561,0.00958763,0.06622773,0.34561915,0.00062730,0.51815615
-5.42971486,1.00093707,0.24341993,0.24272440,0.00002517,0.01030942,0.06705772,0.34467734,0.00052959,0.51797138
-5.42371186,1.00184428,0.24429166,0.24388807,0.00002475,0.01120370,0.06847494,0.34301650,0.00044686,0.51963599
-5.41770885,1.00394261,0.24653506,0.24533314,0.00002438,0.01226142,0.07045375,0.34063571,0.00037721,0.52303788
-5.41170585,1.00708613,0.25006606,0.24702708,0.00002407,0.01347224,0.07296812,0.33755016,0.00031889,0.52802910
-5.40570285,1.01110611,0.25478691,0.24892368,0.00002386,0.01482453,0.07599116,0.33378935,0.00027031,0.53442622
-5.39969985,1.01581136,0.26058694,0.25096374,0.00002377,0.01630540,0.07949474,0.32939518,0.00023003,0.54201294
-5.39369685,1.02099125,0.26734429,0.25307671,0.00002387,0.01790073,0.08344922,0.32442026,0.00019678,0.55054493
-5.38769385,1.02642142,0.27492858,0.25518320,0.00002419,0.01959532,0.08782347,0.31892638,0.00016948,0.55975677
-5.38169085,1.03187189,0.28320446,0.25719830,0.00002481,0.02137312,0.09258503,0.31298327,0.00014722,0.56937080
-5.37568784,1.03711729,0.29203593,0.25903546,0.00002578,0.02321748,0.09770064,0.30666769,0.00012920,0.57910735
-5.36968484,1.04194853,0.30129111,0.26061085,0.00002718,0.02511153,0.10313700,0.30006272,0.00011481,0.58869590
-5.36368184,1.04618526,0.31084736,0.26184778,0.00002909,0.02703866,0.10886185,0.29325738,0.00010354,0.59788664
-5.35767884,1.04968830,0.32059641,0.26268108,0.00003158,0.02898299,0.11484517,0.28634624,0.00009498,0.60646168
-5.35167584,1.05237120,0.33044906,0.26306111,0.00003473,0.03092988,0.12106062,0.27942917,0.00008885,0.61424539
-5.34567284,1.05421008,0.34033943,0.26295712,0.00003862,0.03286655,0.12748693,0.27261092,0.00008489,0.62111324
-5.33966983,1.05525099,0.35022811,0.26235989,0.00004333,0.03478250,0.13410931,0.26600052,0.00008295,0.62699852
-5.33366683,1.05561417,0.36010430,0.26128333,0.00004892,0.03667007,0.14092062,0.25971036,0.00008290,0.63189663
-5.32766383,1.05549471,0.36998637,0.25976496,0.00005546,0.03852475,0.14792225,0.25385487,0.00008465,0.63586649
-5.32166083,1.05515929,0.37992105,0.25786534,0.00006299,0.04034548,0.15512460,0.24854889,0.00008815,0.63902899
-5.31565783,1.05493902,0.38998094,0.25566623,0.00007156,0.04213470,0.16254701,0.24390552,0.00009334,0.64156242
-5.30965483,1.05521845,0.40026045,0.25326777,0.00008119,0.04389832,0.17021710,0.24003378,0.00010018,0.64369496
-5.30365183,1.05642125,0.41087029,0.25078462,0.00009187,0.04564547,0.17816954,0.23703593,0.00010864,0.64569459
-5.29764882,1.05899308,0.42193070,0.24834138,0.00010360,0.04738802,0.18644407,0.23500475,0.00011866,0.64785683
-5.29164582,1.06338246,0.43356376,0.24606738,0.00011633,0.04913996,0.19508304,0.23402089,0.00013021,0.65049075
-5.28564282,1.07002058,0.44588500,0.24409123,0.00013002,0.05091661,0.20412835,0.23415044,0.00014320,0.65390405
-5.27963982,1.07930097,0.45899487,0.24253515,0.00014457,0.05273370,0.21361805,0.23544296,0.00015758,0.65838772
-5.27363682,1.09156018,0.47297043,0.24150969,0.00015990,0.05460634,0.22358267,0.23793006,0.00017325,0.66420115
-5.26763382,1.10706030,0.48785773,0.24110876,0.00017587,0.05654791,0.23404150,0.24162467,0.00019012,0.67155829
-5.26163082,1.12597435,0.50366527,0.24140537,0.00019236,0.05856905,0.24499907,0.24652115,0.00020809,0.68061558
-5.25562781,1.14837526,0.52035902,0.24244830,0.00020921,0.06067662,0.25644195,0.25259620,0.00022706,0.69146221
-5.24962481,1.17422906,0.53785921,0.24425973,0.00022628,0.06287280,0.26833615,0.25981052,0.00024691,0.70411323
-5.24362181,1.20339254,0.55603924,0.24683404,0.00024339,0.06515441,0.28062523,0.26811123,0.00026754,0.71850581
-5.23761881,1.23561570,0.57472679,0.25013778,0.00026039,0.06751239,0.29322944,0.27743489,0.00028884,0.73449891
-5.23161581,1.27054874,0.59370714,0.25411085,0.00027713,0.06993156,0.30604572,0.28771082,0.00031073,0.75187640
-5.22561281,1.30775329,0.61272875,0.25866869,0.00029346,0.07239066,0.31894891,0.29886465,0.00033311,0.77035346
-5.21960980,1.34671744,0.63151070,0.26370561,0.00030926,0.07486267,0.33179399,0.31082181,0.00035592,0.78958610
-5.21360680,1.38687369,0.64975183,0.26909886,0.00032443,0.07731541,0.34441938,0.32351064,0.00037911,0.80918335
-5.20760380,1.42761903,0.66714124,0.27471340,0.00033888,0.07971243,0.35665112,0.33686505,0.00040263,0.82872150
-5.20160080,1.46833629,0.68336949,0.28040707,0.00035256,0.08201408,0.36830787,0.35082647,0.00042646,0.84775998
-5.19559780,1.50841556,0.69814014,0.28603605,0.00036543,0.08417882,0.37920638,0.36534488,0.00045058,0.86585794
-5.18959480,1.54727486,0.71118113,0.29146013,0.00037749,0.08616461,0.38916735,0.38037902,0.00047497,0.88259095
-5.18359180,1.58437915,0.72225531,0.29654788,0.00038876,0.08793041,0.39802128,0.39589554,0.00049962,0.89756701
-5.17758879,1.61925663,0.73116977,0.30118117,0.00039928,0.08943761,0.40561413,0.41186742,0.00052453,0.91044124
-5.17158579,1.65151205,0.73778347,0.30525914,0.00040910,0.09065146,0.41181251,0.42827148,0.00054966,0.92092848
-5.16558279,1.68083608,0.74201282,0.30870124,0.00041829,0.09154233,0.41650816,0.44508537,0.00057497,0.92881340
-5.15957979,1.70701083,0.74383489,0.31144941,0.00042691,0.09208674,0.41962149,0.46228418,0.00060040,0.93395756
-5.15357679,1.72991108,0.74328824,0.31346913,0.00043504,0.09226826,0.42110414,0.47983684,0.00062586,0.93630320
-5.14757379,1.74950150,0.74047110,0.31474957,0.00044275,0.09207803,0.42094027,0.49770264,0.00065123,0.93587369
-5.14157079,1.76583011,0.73553723,0.31530258,0.00045009,0.09151502,0.41914674,0.51582806,0.00067636,0.93277047
-5.13556778,1.77901826,0.72868947,0.31516090,0.00045711,0.09058606,0.41577205,0.53414410,0.00070107,0.92716689
-5.12956478,1.78924792,0.72017129,0.31437543,0.00046381,0.08930547,0.41089418,0.55256426,0.00072514,0.91929917
-5.12356178,1.79674684,0.71025689,0.31301192,0.00047022,0.08769450,0.40461746,0.57098339,0.00074833,0.90945494
-5.11755878,1.80177242,0.69924010,0.31114717,0.00047630,0.08578056,0.39706855,0.58927736,0.00077038,0.89796003
-5.11155578,1.80459503,0.68742271,0.30886493,0.00048202,0.08359616,0.38839194,0.60730359,0.00079101,0.88516406
-5.10555278,1.80548176,0.67510277,0.30625182,0.00048732,0.08117785,0.37874486,0.62490250,0.00080994,0.87142565
-5.09954977,1.80468124,0.66256330,0.30339330,0.00049212,0.07856499,0.36829228,0.64189971,0.00082688,0.85709790
-5.09354677,1.80241036,0.65006211,0.30037009,0.00049631,0.07579853,0.35720179,0.65810891,0.00084155,0.84251487
-5.08754377,1.79884352,0.63782291,0.29725508,0.00049981,0.07291986,0.34563885,0.67333539,0.00085369,0.82797968
-5.08154077,1.79410492,0.62602838,0.29411091,0.00050249,0.06996966,0.33376261,0.68737992,0.00086306,0.81375478
-5.07553777,1.78826418,0.61481528,0.29098834,0.00050424,0.06698697,0.32172225,0.70004304,0.00086947,0.80005473
-5.06953477,1.78133557,0.60427187,0.28792538,0.00050493,0.06400837,0.30965413,0.71112950,0.00087276,0.78704186
-5.06353177,1.77328077,0.59443776,0.28494738,0.00050448,0.06106733,0.29767984,0.72045280,0.00087279,0.77482482
-5.05752876,1.76401501,0.58530590,0.28206773,0.00050276,0.05819377,0.28590491,0.72783974,0.00086950,0.76345991
-5.05152576,1.75341607,0.57682691,0.27928943,0.00049970,0.05541379,0.27441853,0.73313479,0.00086287,0.75295513
-5.04552276,1.74133579,0.56891499,0.27660702,0.00049521,0.05274958,0.26329381,0.73620426,0.00085290,0.74327628
-5.03951976,1.72761324,0.56145551,0.27400908,0.00048926,0.05021949,0.25258878,0.73694020,0.00083967,0.73435497
-5.03351676,1.71208867,0.55431344,0.27148074,0.00048180,0.04783818,0.24234779,0.73526380,0.00082329,0.72609754
-5.02751376,1.69461761,0.54734232,0.26900632,0.00047283,0.04561690,0.23260322,0.73112833,0.00080391,0.71839468
-5.02151076,1.67508393,0.54039327,0.26657164,0.00046236,0.04356383,0.22337738,0.72452137,0.00078173,0.71113069
-5.01550775,1.65341123,0.53332345,0.26416607,0.00045041,0.04168436,0.21468431,0.71546636,0.00075695,0.70419209
-5.00950475,1.62957172,0.52600352,0.26178386,0.00043705,0.03998146,0.20653154,0.70402323,0.00072983,0.69747484
-5.00350175,1.60359199,0.51832385,0.25942498,0.00042236,0.03845593,0.19892140,0.69028815,0.00070064,0.69088987
-4.99749875,1.57555529,0.51019905,0.25709517,0.00040644,0.03710665,0.19185217,0.67439220,0.00066967,0.68436654
-4.99149575,1.54560007,0.50157071,0.25480524,0.00038942,0.03593070,0.18531866,0.65649904,0.00063722,0.67785393
-4.98549275,1.51391498,0.49240826,0.25256975,0.00037142,0.03492348,0.17931246,0.63680152,0.00060359,0.67132001
-4.97948974,1.48073043,0.48270810,0.25040509,0.00035260,0.03407869,0.17382181,0.61551733,0.00056912,0.66474887
-4.97348674,1.44630748,0.47249103,0.24832715,0.00033314,0.03338832,0.16883114,0.59288383,0.00053409,0.65813627
-4.96748374,1.41092455,0.46179834,0.24634872,0.00031320,0.03284259,0.16432040,0.56915213,0.00049883,0.65148407
-4.96148074,1.37486299,0.45068697,0.24447689,0.00029296,0.03242989,0.16026432,0.54458073,0.00046363,0.64479398
-4.95547774,1.33839244,0.43922392,0.24271058,0.00027261,0.03213671,0.15663164,0.51942899,0.00042878,0.63806122
-4.94947474,1.30175685,0.42748064,0.24103851,0.00025233,0.03194763,0.15338456,0.49395055,0.00039453,0.63126866
-4.94347174,1.26516229,0.41552747,0.23943765,0.00023229,0.03184543,0.15047843,0.46838722,0.00036115,0.62438193
-4.93746873,1.22876719,0.40342877,0.23787250,0.00021265,0.03181122,0.14786174,0.44296340,0.00032885,0.61734605
-4.93146573,1.19267572,0.39123894,0.23629505,0.00019358,0.03182466,0.14547659,0.41788135,0.00029783,0.61008370
-4.92546273,1.15693479,0.37899953,0.23464571,0.00017520,0.03186433,0.14325961,0.39331755,0.00026826,0.60249557
-4.91945973,1.12153471,0.36673767,0.23285501,0.00015763,0.03190821,0.14114325,0.36942018,0.00024028,0.59446259
-4.91345673,1.08641368,0.35446574,0.23084607,0.00014098,0.03193412,0.13905753,0.34630792,0.00021399,0.58585013
-4.90745373,1.05146543,0.34218241,0.22853778,0.00012533,0.03192038,0.13693207,0.32406996,0.00018948,0.57651382
-4.90145073,1.01654979,0.32987463,0.22584832,0.00011073,0.03184641,0.13469836,0.30276710,0.00016680,0.56630659
-4.89544772,0.98150532,0.31752068,0.22269910,0.00009722,0.03169332,0.13229209,0.28243405,0.00014595,0.55508657
-4.88944472,0.94616311,0.30509370,0.21901859,0.00008483,0.03144457,0.12965547,0.26308238,0.00012694,0.54272526
-4.88344172,0.91036093,0.29256568,0.21474605,0.00007354,0.03108644,0.12673938,0.24470425,0.00010972,0.52911547
-4.87743872,0.87395676,0.27991133,0.20983481,0.00006334,0.03060853,0.12350517,0.22727642,0.00009426,0.51417848
-4.87143572,0.83684090,0.26711182,0.20425500,0.00005421,0.03000408,0.11992617,0.21076438,0.00008046,0.49787002
-4.86543272,0.79894595,0.25415788,0.19799546,0.00004609,0.02927013,0.11598858,0.19512642,0.00006825,0.48018460
-4.85942971,0.76025402,0.24105228,0.19106484,0.00003892,0.02840762,0.11169190,0.18031732,0.00005752,0.46115806
-4.85342671,0.72080094,0.22781131,0.18349180,0.00003265,0.02742130,0.10704881,0.16629159,0.00004816,0.44086809
-4.84742371,0.68067726,0.21446550,0.17532428,0.00002721,0.02631945,0.10208448,0.15300611,0.00004006,0.41943271
-4.84142071,0.64002609,0.20105921,0.16662793,0.00002252,0.02511355,0.09683535,0.14042201,0.00003310,0.39700690
-4.83541771,0.59903809,0.18764949,0.15748381,0.00001851,0.02381777,0.09134757,0.12850598,0.00002717,0.37377756
-4.82941471,0.55794404,0.17430410,0.14798541,0.00001512,0.02244845,0.08567500,0.11723078,0.00002216,0.34995706
-4.82341171,0.51700539,0.16109895,0.13823536,0.00001226,0.02102345,0.07987706,0.10657523,0.00001794,0.32577587
-4.81740870,0.47650368,0.14811514,0.12834178,0.00000987,0.01956152,0.07401645,0.09652366,0.00001443,0.30147457
-4.81140570,0.43672928,0.13543572,0.11841457,0.00000789,0.01808165,0.06815680,0.08706498,0.00001153,0.27729574
-4.80540270,0.39797009,0.12314252,0.10856186,0.00000627,0.01660246,0.06236053,0.07819149,0.00000915,0.25347613
-4.79939970,0.36050105,0.11131310,0.09888673,0.00000494,0.01514166,0.05668686,0.06989753,0.00000721,0.23023944
-4.79339670,0.32457460,0.10001798,0.08948428,0.00000387,0.01371556,0.05119007,0.06217814,0.00000564,0.20779008
-4.78739370,0.29041279,0.08931844,0.08043923,0.00000301,0.01233868,0.04591810,0.05502780,0.00000438,0.18630798
-4.78139070,0.25820119,0.07926469,0.07182419,0.00000233,0.01102349,0.04091158,0.04843935,0.00000338,0.16594485
-4.77538769,0.22808473,0.06989477,0.06369836,0.00000178,0.00978018,0.03620313,0.04240309,0.00000259,0.14682171
-4.76938469,0.20016555,0.06123394,0.05610701,0.00000136,0.00861664,0.03181711,0.03690617,0.00000197,0.12902784
-4.76338169,0.17450272,0.05329468,0.04908142,0.00000103,0.00753841,0.02776965,0.03193228,0.00000149,0.11262091
-4.75737869,0.15111366,0.04607716,0.04263935,0.00000077,0.00654879,0.02406900,0.02746153,0.00000112,0.09762838
-4.75137569,0.12997707,0.03957018,0.03678598,0.00000057,0.00564901,0.02071616,0.02347062,0.00000083,0.08404969
-4.74537269,0.11103695,0.03375239,0.03151512,0.00000043,0.00483846,0.01770564,0.01993322,0.00000062,0.07185931
-4.73936968,0.09420746,0.02859384,0.02681076,0.00000031,0.00411488,0.01502637,0.01682041,0.00000045,0.06101026
-4.73336668,0.07937834,0.02405757,0.02264867,0.00000023,0.00347471,0.01266274,0.01410136,0.00000033,0.05143792
-4.72736368,0.06642047,0.02010134,0.01899815,0.00000017,0.00291330,0.01059557,0.01174396,0.00000024,0.04306395
-4.72136068,0.05519141,0.01667926,0.01582368,0.00000012,0.00242523,0.00880314,0.00971552,0.00000017,0.03580018
-4.71535768,0.04554063,0.01374341,0.01308653,0.00000008,0.00200457,0.00726209,0.00798339,0.00000012,0.02955216
-4.70935468,0.03731425,0.01124519,0.01074627,0.00000006,0.00164507,0.00594828,0.00651564,0.00000009,0.02422252
-4.70335168,0.03035922,0.00913660,0.00876198,0.00000004,0.00134042,0.00483753,0.00528149,0.00000006,0.01971376
-4.69734867,0.02452682,0.00737126,0.00709341,0.00000003,0.00108441,0.00390621,0.00425182,0.00000005,0.01593072
-4.69134567,0.01967543,0.00590520,0.00570184,0.00000002,0.00087105,0.00313173,0.00339946,0.00000004,0.01278244
-4.68534267,0.01567264,0.00469748,0.00455075,0.00000002,0.00069471,0.00249295,0.00269948,0.00000003,0.01018366
-4.67933967,0.01239674,0.00371060,0.00360633,0.00000001,0.00055015,0.00197036,0.00212926,0.00000003,0.00805579
-4.67333667,0.00973752,0.00291071,0.00283775,0.00000001,0.00043263,0.00154631,0.00166863,0.00000004,0.00632755
-4.66733367,0.00759669,0.00226771,0.00221738,0.00000001,0.00033789,0.00120500,0.00129982,0.00000005,0.00493521
-4.66133067,0.00588785,0.00175522,0.00172077,0.00000001,0.00026217,0.00093254,0.00100744,0.00000008,0.00382262
-4.65532766,0.00453608,0.00135040,0.00132658,0.00000001,0.00020221,0.00071688,0.00077835,0.00000011,0.00294093
-4.64932466,0.00347739,0.00103381,0.00101648,0.00000002,0.00015521,0.00054766,0.00060158,0.00000016,0.00224823
-4.64332166,0.00265796,0.00078910,0.00077491,0.00000002,0.00011881,0.00041614,0.00046816,0.00000023,0.00170902
