energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,0.86252227,0.03693665,0.03928437,0.41083135,0.11203610,0.57125841,0.00000000
-5.99399700,0.89006877,0.03756739,0.03994470,0.42343822,0.11563609,0.59135901,0.00000000
-5.98799400,0.91373069,0.03808952,0.04051300,0.43421283,0.11874545,0.60862766,0.00000000
-5.98199100,0.93283674,0.03847614,0.04095405,0.44284793,0.12127207,0.62263251,0.00000000
-5.97598799,0.94680539,0.03870308,0.04123637,0.44907669,0.12313614,0.63300255,0.00000000
-5.96998499,0.95516588,0.03874988,0.04133331,0.45268257,0.12427295,0.63944103,0.00000000
-5.96398199,0.95757512,0.03860058,0.04122392,0.45350751,0.12463506,0.64173635,0.00000000
-5.95797899,0.95382975,0.03824437,0.04089364,0.45145783,0.12419388,0.63976978,0.00000000
-5.95197599,0.94387303,0.03767595,0.04033460,0.44650760,0.12294050,0.63351980,0.00000000
-5.94597299,0.92779608,0.03689572,0.03954585,0.43869954,0.12088581,0.62306271,0.00000000
-5.93996998,0.90583372,0.03590966,0.03853315,0.42814319,0.11805993,0.60856964,0.00000000
-5.93396698,0.87835503,0.03472908,0.03730865,0.41501069,0.11451090,0.59030022,0.00000000
-5.92796398,0.84584938,0.03337013,0.03589035,0.39953032,0.11030283,0.56859299,0.00000000
-5.92196098,0.80890859,0.03185306,0.03430136,0.38197823,0.10551358,0.54385341,0.00000000
-5.91595798,0.76820619,0.03020149,0.03256907,0.36266874,0.10023198,0.51653983,0.00000000
-5.90995498,0.72447489,0.02844149,0.03072431,0.34194372,0.09455498,0.48714825,0.00000000
-5.90395198,0.67848330,0.02660065,0.02880043,0.32016167,0.08858456,0.45619649,0.00000000
-5.89794897,0.63101308,0.02470716,0.02683248,0.29768683,0.08242488,0.42420865,0.00000000
-5.89194597,0.58283743,0.02278887,0.02485647,0.27487899,0.07617952,0.39170036,0.00000000
-5.88594297,0.53470191,0.02087252,0.02290880,0.25208426,0.06994908,0.35916548,0.00000000
-5.87993997,0.48730829,0.01898299,0.02102583,0.22962730,0.06382926,0.32706483,0.00000000
-5.87393697,0.44130196,0.01714277,0.01924371,0.20780512,0.05790935,0.29581707,0.00000000
-5.86793397,0.39726320,0.01537142,0.01759835,0.18688272,0.05227130,0.26579222,0.00000000
-5.86193097,0.35570248,0.01368537,0.01612572,0.16709055,0.04698936,0.23730765,0.00000000
-5.85592796,0.31705955,0.01209770,0.01486226,0.14862373,0.04213018,0.21062664,0.00000000
-5.84992496,0.28170627,0.01061814,0.01384553,0.13164303,0.03775351,0.18595929,0.00000000
-5.84392196,0.24995244,0.00925319,0.01311504,0.11627727,0.03391319,0.16346549,0.00000000
-5.83791896,0.22205425,0.00800629,0.01271313,0.10262685,0.03065856,0.14325952,0.00000000
-5.83191596,0.19822455,0.00687812,0.01268594,0.09076833,0.02803611,0.12541607,0.00000000
-5.82591296,0.17864431,0.00586694,0.01308434,0.08075945,0.02609115,0.10997705,0.00000000
-5.81990995,0.16347430,0.00496896,0.01396483,0.07264440,0.02486957,0.09695882,0.00000000
-5.81390695,0.15286643,0.00417875,0.01539017,0.06645908,0.02441943,0.08635940,0.00000000
-5.80790395,0.14697390,0.00348963,0.01742984,0.06223576,0.02479228,0.07816533,0.00000000
-5.80190095,0.14595947,0.00289400,0.02016011,0.06000722,0.02604412,0.07235763,0.00000000
-5.79589795,0.15000132,0.00238375,0.02366374,0.05980980,0.02823589,0.06891685,0.00000000
-5.78989495,0.15929595,0.00195052,0.02802911,0.06168536,0.03143343,0.06782670,0.00000000
-5.78389195,0.17405785,0.00158597,0.03334891,0.06568196,0.03570672,0.06907629,0.00000000
-5.77788894,0.19451563,0.00128200,0.03971812,0.07185311,0.04112853,0.07266076,0.00000000
-5.77188594,0.22090461,0.00103090,0.04723152,0.08025569,0.04777238,0.07858040,0.00000000
-5.76588294,0.25345598,0.00082549,0.05598048,0.09094645,0.05570975,0.08683818,0.00000000
-5.75987994,0.29238279,0.00065917,0.06604935,0.10397733,0.06500684,0.09743595,0.00000000
-5.75387694,0.33786330,0.00052600,0.07751129,0.11938969,0.07572065,0.11036943,0.00000000
-5.74787394,0.39002238,0.00042072,0.09042387,0.13720777,0.08789483,0.12562219,0.00000000
-5.74187094,0.44891164,0.00033868,0.10482448,0.15743162,0.10155527,0.14315914,0.00000000
-5.73586793,0.51448953,0.00027589,0.12072584,0.18002990,0.11670571,0.16291963,0.00000000
-5.72986493,0.58660222,0.00022892,0.13811173,0.20493299,0.13332363,0.18481075,0.00000000
-5.72386193,0.66496668,0.00019488,0.15693337,0.23202678,0.15135661,0.20870121,0.00000000
-5.71785893,0.74915700,0.00017135,0.17710651,0.26114751,0.17071950,0.23441610,0.00000000
-5.71185593,0.83859508,0.00015634,0.19850960,0.29207826,0.19129251,0.26173315,0.00000000
-5.70585293,0.93254686,0.00014823,0.22098328,0.32454729,0.21292065,0.29038062,0.00000000
-5.69984992,1.03012465,0.00014569,0.24433123,0.35822862,0.23541444,0.32003728,0.00000000
-5.69384692,1.13029643,0.00014769,0.26832269,0.39274496,0.25855221,0.35033469,0.00000000
-5.68784392,1.23190201,0.00015340,0.29269650,0.42767326,0.28208397,0.38086172,0.00000000
-5.68184092,1.33367621,0.00016220,0.31716678,0.46255270,0.30573666,0.41117157,0.00000000
-5.67583792,1.43427834,0.00017359,0.34143004,0.49689495,0.32922098,0.44079097,0.00000000
-5.66983492,1.53232707,0.00018724,0.36517339,0.53019649,0.35223913,0.46923132,0.00000000
-5.66383192,1.62643942,0.00020290,0.38808377,0.56195246,0.37449361,0.49600146,0.00000000
-5.65782891,1.71527214,0.00022042,0.40985759,0.59167150,0.39569630,0.52062155,0.00000000
-5.65182591,1.79756366,0.00023970,0.43021040,0.61889089,0.41557765,0.54263740,0.00000000
-5.64582291,1.87217458,0.00026074,0.44888618,0.64319142,0.43389540,0.56163477,0.00000000
-5.63981991,1.93812463,0.00028354,0.46566563,0.66421103,0.45044242,0.57725284,0.00000000
-5.63381691,1.99462407,0.00030816,0.48037316,0.68165682,0.46505315,0.58919623,0.00000000
-5.62781391,2.04109802,0.00033467,0.49288211,0.69531460,0.47760839,0.59724510,0.00000000
-5.62181091,2.07720225,0.00036319,0.50311785,0.70505552,0.48803809,0.60126266,0.00000000
-5.61580790,2.10282944,0.00039380,0.51105872,0.71083959,0.49632193,0.60119981,0.00000000
-5.60980490,2.11810583,0.00042663,0.51673463,0.71271571,0.50248774,0.59709669,0.00000000
-5.60380190,2.12337822,0.00046177,0.52022340,0.71081836,0.50660771,0.58908100,0.00000000
-5.59779890,2.11919212,0.00049935,0.52164518,0.70536116,0.50879281,0.57736324,0.00000000
-5.59179590,2.10626257,0.00053945,0.52115513,0.69662767,0.50918556,0.56222918,0.00000000
-5.58579290,2.08543901,0.00058220,0.51893494,0.68495994,0.50795166,0.54402979,0.00000000
-5.57978989,2.05766663,0.00062769,0.51518358,0.67074560,0.50527103,0.52316932,0.00000000
-5.57378689,2.02394618,0.00067608,0.51010801,0.65440416,0.50132881,0.50009214,0.00000000
-5.56778389,1.98529473,0.00072754,0.50391425,0.63637318,0.49630677,0.47526879,0.00000000
-5.56178089,1.94270952,0.00078229,0.49679938,0.61709534,0.49037572,0.44918217,0.00000000
-5.55577789,1.89713681,0.00084067,0.48894501,0.59700675,0.48368942,0.42231428,0.00000000
-5.54977489,1.84944733,0.00090311,0.48051247,0.57652728,0.47638012,0.39513423,0.00000000
-5.54377189,1.80041942,0.00097019,0.47163997,0.55605319,0.46855620,0.36808784,0.00000000
-5.53776888,1.75073036,0.00104268,0.46244187,0.53595230,0.46030182,0.34158930,0.00000000
-5.53176588,1.70095585,0.00112153,0.45300991,0.51656177,0.45167850,0.31601501,0.00000000
-5.52576288,1.65157723,0.00120798,0.44341632,0.49818827,0.44272857,0.29169973,0.00000000
-5.51975988,1.60299516,0.00130348,0.43371835,0.48111032,0.43348004,0.26893497,0.00000000
-5.51375688,1.55554849,0.00140979,0.42396398,0.46558229,0.42395260,0.24796943,0.00000000
-5.50775388,1.50953656,0.00152896,0.41419824,0.45183952,0.41416413,0.22901123,0.00000000
-5.50175088,1.46524304,0.00166329,0.40446958,0.44010404,0.40413742,0.21223166,0.00000000
-5.49574787,1.42295943,0.00181538,0.39483597,0.43059013,0.39390645,0.19776990,0.00000000
-5.48974487,1.38300649,0.00198802,0.38537015,0.42350929,0.38352189,0.18573854,0.00000000
-5.48374187,1.34575201,0.00218421,0.37616363,0.41907409,0.37305534,0.17622922,0.00000000
-5.47773887,1.31162372,0.00240703,0.36732929,0.41750041,0.36260224,0.16931830,0.00000000
-5.47173587,1.28111651,0.00265963,0.35900220,0.41900790,0.35228293,0.16507204,0.00000000
-5.46573287,1.25479355,0.00294506,0.35133877,0.42381851,0.34224217,0.16355106,0.00000000
