energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up
-5.85592796,1.44248532,0.10379418,1.20044594,0.00081415,0.00898235,0.06708835,0.06536038,0.00366968,0.18292687
-5.84992496,1.40584223,0.10102828,1.17307457,0.00077234,0.00861685,0.06475933,0.06170902,0.00345368,0.17704966
-5.84392196,1.36572061,0.09791023,1.14251187,0.00072954,0.00822967,0.06237402,0.05808504,0.00323797,0.17091840
-5.83791896,1.32236651,0.09446345,1.10896039,0.00068603,0.00782211,0.05993107,0.05450771,0.00302347,0.16455723
-5.83191596,1.27606616,0.09071954,1.07265783,0.00064212,0.00739657,0.05743187,0.05099525,0.00281114,0.15799320
-5.82591296,1.22714029,0.08671670,1.03387241,0.00059816,0.00695636,0.05488051,0.04756450,0.00260202,0.15125590
-5.81990995,1.17593817,0.08249831,0.99289814,0.00055450,0.00650547,0.05228358,0.04423078,0.00239714,0.14437705
-5.81390695,1.12283171,0.07811125,0.95005001,0.00051151,0.00604836,0.04964995,0.04100774,0.00219755,0.13739007
-5.80790395,1.06820975,0.07360445,0.90565937,0.00046960,0.00558976,0.04699045,0.03790725,0.00200429,0.13032977
-5.80190095,1.01247270,0.06902744,0.86006959,0.00042913,0.00513445,0.04431752,0.03493939,0.00181836,0.12323196
-5.79589795,0.95602764,0.06442907,0.81363196,0.00039050,0.00468705,0.04164489,0.03211251,0.00164067,0.11613322
-5.78989495,0.89928388,0.05985642,0.76670197,0.00035409,0.00425194,0.03898720,0.02943329,0.00147203,0.10907063
-5.78389195,0.84264904,0.05535392,0.71963592,0.00032025,0.00383305,0.03635960,0.02690692,0.00131313,0.10208156
-5.77788894,0.78652553,0.05096267,0.67278778,0.00028935,0.00343382,0.03377747,0.02453731,0.00116453,0.09520344
-5.77188594,0.73130741,0.04671995,0.62650632,0.00026175,0.00305711,0.03125610,0.02232726,0.00102664,0.08847360
-5.76588294,0.67737762,0.04265899,0.58113242,0.00023778,0.00270517,0.02881041,0.02027876,0.00089969,0.08192898
-5.75987994,0.62510548,0.03880891,0.53699664,0.00021780,0.00237964,0.02645471,0.01839319,0.00078378,0.07560597
-5.75387694,0.57484439,0.03519476,0.49441685,0.00020217,0.00208156,0.02420255,0.01667156,0.00067884,0.06954013
-5.74787394,0.52692987,0.03183774,0.45369619,0.00019127,0.00181147,0.02206654,0.01511476,0.00058471,0.06376590
-5.74187094,0.48167775,0.02875555,0.41512106,0.00018552,0.00156936,0.02005827,0.01372371,0.00050107,0.05831639
-5.73586793,0.43938264,0.02596274,0.37895952,0.00018534,0.00135487,0.01818825,0.01249951,0.00042753,0.05322301
-5.72986493,0.40031666,0.02347117,0.34545977,0.00019125,0.00116727,0.01646590,0.01144355,0.00036364,0.04851525
-5.72386193,0.36472840,0.02129039,0.31484905,0.00020378,0.00100558,0.01489957,0.01055759,0.00030890,0.04422041
-5.71785893,0.33284225,0.01942812,0.28733273,0.00022354,0.00086868,0.01349662,0.00984372,0.00026281,0.04036332
-5.71185593,0.30485787,0.01789063,0.26309372,0.00025118,0.00075535,0.01226346,0.00930435,0.00022485,0.03696614
-5.70585293,0.28094997,0.01668306,0.24229216,0.00028743,0.00066435,0.01120572,0.00894216,0.00019459,0.03404818
-5.69984992,0.26126819,0.01580971,0.22506522,0.00033306,0.00059450,0.01032841,0.00875989,0.00017162,0.03162573
-5.69384692,0.24593717,0.01527426,0.21152715,0.00038889,0.00054476,0.00963603,0.00876024,0.00015565,0.02971194
-5.68784392,0.23505655,0.01507987,0.20176929,0.00045574,0.00051423,0.00913280,0.00894561,0.00014647,0.02831676
-5.68184092,0.22870104,0.01522926,0.19586012,0.00053448,0.00050226,0.00882285,0.00931795,0.00014402,0.02744680
-5.67583792,0.22692026,0.01572465,0.19384519,0.00062595,0.00050841,0.00871043,0.00987842,0.00014836,0.02710536
-5.66983492,0.22973848,0.01656773,0.19574694,0.00073094,0.00053258,0.00880015,0.01062726,0.00015972,0.02729236
-5.66383192,0.23715418,0.01775944,0.20156422,0.00085017,0.00057497,0.00909716,0.01156344,0.00017852,0.02800435
-5.65782891,0.24913936,0.01929986,0.21127173,0.00098428,0.00063612,0.00960740,0.01268456,0.00020532,0.02923456
-5.65182591,0.26563881,0.02118795,0.22481921,0.00113374,0.00071696,0.01033783,0.01398661,0.00024091,0.03097291
-5.64582291,0.28656916,0.02342132,0.24213048,0.00129886,0.00081879,0.01129661,0.01546391,0.00028626,0.03320616
-5.63981991,0.31181812,0.02599608,0.26310248,0.00147974,0.00094333,0.01249330,0.01710905,0.00034255,0.03591804
-5.63381691,0.34124367,0.02890658,0.28760434,0.00167623,0.00109274,0.01393901,0.01891294,0.00041114,0.03908946
-5.62781391,0.37467372,0.03214532,0.31547659,0.00188790,0.00126959,0.01564657,0.02086496,0.00049360,0.04269880
-5.62181091,0.41190595,0.03570282,0.34653074,0.00211403,0.00147689,0.01763051,0.02295316,0.00059169,0.04672227
-5.61580790,0.45270834,0.03956757,0.38054922,0.00235357,0.00171809,0.01990715,0.02516463,0.00070732,0.05113435
-5.60980490,0.49682017,0.04372609,0.41728589,0.00260513,0.00199703,0.02249447,0.02748588,0.00084254,0.05590826
-5.60380190,0.54395371,0.04816299,0.45646719,0.00286698,0.00231792,0.02541190,0.02990331,0.00099950,0.06101658
-5.59779890,0.59379656,0.05286113,0.49779389,0.00313705,0.00268531,0.02868005,0.03240377,0.00118043,0.06643180
-5.59179590,0.64601463,0.05780174,0.54094370,0.00341294,0.00310395,0.03232021,0.03497513,0.00138754,0.07212694
-5.58579290,0.70025570,0.06296471,0.58557440,0.00369194,0.00357877,0.03635376,0.03760676,0.00162297,0.07807613
-5.57978989,0.75615341,0.06832875,0.63132775,0.00397106,0.00411468,0.04080139,0.04029013,0.00188874,0.08425513
-5.57378689,0.81333164,0.07387165,0.67783395,0.00424709,0.00471647,0.04568217,0.04301916,0.00218661,0.09064176
-5.56778389,0.87140906,0.07957043,0.72471656,0.00451664,0.00538864,0.05101246,0.04579064,0.00251805,0.09721622
-5.56178089,0.93000375,0.08540154,0.77159780,0.00477619,0.00613515,0.05680473,0.04860435,0.00288408,0.10396120
-5.55577789,0.98873775,0.09134092,0.81810406,0.00502216,0.00695930,0.06306628,0.05146315,0.00328520,0.11086187
-5.54977489,1.04724142,0.09736409,0.86387155,0.00525101,0.00786344,0.06979784,0.05437285,0.00372129,0.11790566
-5.54377189,1.10515759,0.10344613,0.90855184,0.00545929,0.00884883,0.07699238,0.05734188,0.00419150,0.12508185
-5.53776888,1.16214526,0.10956162,0.95181739,0.00564373,0.00991538,0.08463378,0.06038090,0.00469419,0.13238106
-5.53176588,1.21788315,0.11568458,0.99336665,0.00580134,0.01106154,0.09269590,0.06350214,0.00522684,0.13979451
-5.52576288,1.27207288,0.12178834,1.03292893,0.00592945,0.01228412,0.10114171,0.06671874,0.00578605,0.14731329
-5.51975988,1.32444184,0.12784547,1.07026880,0.00602580,0.01357824,0.10992292,0.07004394,0.00636746,0.15492760
-5.51375688,1.37474606,0.13382772,1.10519000,0.00608863,0.01493728,0.11897990,0.07349032,0.00696584,0.16262594
-5.50775388,1.42277278,0.13970601,1.13753880,0.00611670,0.01635293,0.12824212,0.07706898,0.00757509,0.17039450
-5.50175088,1.46834315,0.14545052,1.16720677,0.00610934,0.01781531,0.13762908,0.08078892,0.00818836,0.17821668
-5.49574787,1.51131486,0.15103090,1.19413290,0.00606652,0.01931315,0.14705182,0.08465640,0.00879815,0.18607275
-5.48974487,1.55158482,0.15641657,1.21830504,0.00598880,0.02083402,0.15641483,0.08867461,0.00939650,0.19393991
-5.48374187,1.58909181,0.16157715,1.23976067,0.00587735,0.02236471,0.16561855,0.09284346,0.00997518,0.20179248
-5.47773887,1.62381905,0.16648306,1.25858689,0.00573397,0.02389152,0.17456218,0.09715962,0.01052587,0.20960245
-5.47173587,1.65579666,0.17110615,1.27491957,0.00556099,0.02540076,0.18314681,0.10161680,0.01104044,0.21734030
-5.46573287,1.68510367,0.17542046,1.28894181,0.00536126,0.02687909,0.19127875,0.10620624,0.01151118,0.22497601
-5.45972986,1.71186958,0.17940304,1.30088149,0.00513808,0.02831404,0.19887283,0.11091746,0.01193103,0.23248030
-5.45372686,1.73627524,0.18303479,1.31100804,0.00489510,0.02969432,0.20585556,0.11573912,0.01229382,0.23982594
-5.44772386,1.75855289,0.18630121,1.31962847,0.00463629,0.03101027,0.21216808,0.12066009,0.01259450,0.24698915
-5.44172086,1.77898518,0.18919317,1.32708262,0.00436580,0.03225413,0.21776855,0.12567058,0.01282926,0.25395097
-5.43571786,1.79790318,0.19170752,1.33373786,0.00408790,0.03342026,0.22263405,0.13076338,0.01299573,0.26069843
-5.42971486,1.81568328,0.19384759,1.33998330,0.00380687,0.03450531,0.22676176,0.13593502,0.01309304,0.26722569
-5.42371186,1.83274308,0.19562350,1.34622369,0.00352697,0.03550825,0.23016942,0.14118697,0.01312185,0.27353487
-5.41770885,1.84953633,0.19705230,1.35287324,0.00325232,0.03643038,0.23289498,0.14652673,0.01308437,0.27963661
-5.41170585,1.86654720,0.19815795,1.36034948,0.00298686,0.03727513,0.23499552,0.15196885,0.01298425,0.28555040
-5.40570285,1.88428405,0.19897111,1.36906756,0.00273431,0.03804792,0.23654545,0.15753573,0.01282653,0.29130466
-5.39969985,1.90327297,0.19952872,1.37943496,0.00249812,0.03875588,0.23763415,0.16325832,0.01261745,0.29693647
-5.39369685,1.92405140,0.19987359,1.39184701,0.00228146,0.03940753,0.23836299,0.16917665,0.01236426,0.30249120
-5.38769385,1.94716205,0.20005369,1.40668320,0.00208722,0.04001246,0.23884222,0.17534010,0.01207504,0.30802185
-5.38169085,1.97314725,0.20012157,1.42430431,0.00191798,0.04058099,0.23918753,0.18180745,0.01175848,0.31358837
-5.37568784,2.00254386,0.20013356,1.44505053,0.00177606,0.04112384,0.23951666,0.18864672,0.01142364,0.31925675
-5.36968484,2.03587880,0.20014912,1.46924019,0.00166349,0.04165184,0.23994622,0.19593468,0.01107973,0.32509811
-5.36368184,2.07366482,0.20023001,1.49716912,0.00158209,0.04217567,0.24058870,0.20375603,0.01073591,0.33118775
-5.35767884,2.11639654,0.20043961,1.52911018,0.00153342,0.04270562,0.24154994,0.21220227,0.01040113,0.33760405
-5.35167584,2.16454618,0.20084215,1.56531272,0.00151883,0.04325145,0.24292706,0.22137010,0.01008391,0.34442732
-5.34567284,2.21855867,0.20150197,1.60600158,0.00153947,0.04382227,0.24480686,0.23135946,0.00979225,0.35173856
-5.33966983,2.27884570,0.20248272,1.65137509,0.00159627,0.04442644,0.24726477,0.24227104,0.00953350,0.35961797
-5.33366683,2.34577817,0.20384647,1.70160197,0.00168993,0.04507154,0.25036420,0.25420335,0.00931429,0.36814332
-5.32766383,2.41967682,0.20565283,1.75681653,0.00182091,0.04576436,0.25415632,0.26724941,0.00914045,0.37738803
-5.32166083,2.50080086,0.20795789,1.81711228,0.00198936,0.04651089,0.25868019,0.28149294,0.00901700,0.38741894
-5.31565783,2.58933449,0.21081305,1.88253378,0.00219513,0.04731632,0.26396305,0.29700436,0.00894809,0.39829390
-5.30965483,2.68537163,0.21426390,1.95306681,0.00243768,0.04818509,0.27002074,0.31383647,0.00893703,0.41005903
-5.30365183,2.78889929,0.21834885,2.02862743,0.00271601,0.04912090,0.27685828,0.33202028,0.00898629,0.42274588
-5.29764882,2.89978040,0.22309789,2.10905018,0.00302865,0.05012672,0.28447026,0.35156087,0.00909750,0.43636847
-5.29164582,3.01773700,0.22853137,2.19407631,0.00337355,0.05120484,0.29284134,0.37243371,0.00927150,0.45092047
-5.28564282,3.14233492,0.23465889,2.28334270,0.00374810,0.05235695,0.30194660,0.39458160,0.00950836,0.46637267
-5.27963982,3.27297127,0.24147849,2.37637249,0.00414903,0.05358417,0.31175184,0.41791245,0.00980747,0.48267082
-5.27363682,3.40886604,0.24897608,2.47256834,0.00457243,0.05488718,0.32221394,0.44229821,0.01016756,0.49973420
-5.26763382,3.54905892,0.25712535,2.57120906,0.00501376,0.05626637,0.33328117,0.46757490,0.01058685,0.51745502
-5.26163082,3.69241259,0.26588817,2.67145067,0.00546786,0.05772202,0.34489373,0.49354426,0.01106307,0.53569880
-5.25562781,3.83762296,0.27521543,2.77233218,0.00592899,0.05925450,0.35698438,0.51997664,0.01159364,0.55430598
-5.24962481,3.98323717,0.28504861,2.87278672,0.00639096,0.06086457,0.36947939,0.54661555,0.01217576,0.57309454
-5.24362181,4.12767900,0.29532169,2.97165800,0.00684718,0.06255361,0.38229972,0.57318342,0.01280661,0.59186404
-5.23761881,4.26928147,0.30596371,3.06772192,0.00729084,0.06432393,0.39536253,0.59938869,0.01348341,0.61040057
-5.23161581,4.40632564,0.31690159,3.15971274,0.00771501,0.06617901,0.40858298,0.62493380,0.01420365,0.62848277
-5.22561281,4.53708433,0.32806323,3.24635319,0.00811283,0.06812375,0.42187614,0.64952380,0.01496518,0.64588855
-5.21960980,4.65986889,0.33938066,3.32638714,0.00847771,0.07016461,0.43515920,0.67287523,0.01576635,0.66240222
-5.21360680,4.77307723,0.35079303,3.39861381,0.00880344,0.07230965,0.44835350,0.69472487,0.01660608,0.67782174
-5.20760380,4.87524075,0.36224929,3.46192191,0.00908442,0.07456844,0.46138650,0.71483786,0.01748390,0.69196570
-5.20160080,4.96506795,0.37371020,3.51532227,0.00931582,0.07695187,0.47419347,0.73301484,0.01839999,0.70467962
-5.19559780,5.04148272,0.38514970,3.55797749,0.00949366,0.07947173,0.48671859,0.74909781,0.01935505,0.71584127
-5.18959480,5.10365515,0.39655529,3.58922723,0.00961501,0.08214016,0.49891561,0.76297415,0.02035024,0.72536462
-5.18359180,5.15102349,0.40792732,3.60860799,0.00967802,0.08496888,0.51074771,0.77457893,0.02138695,0.73320225
-5.17758879,5.18330604,0.41927732,3.61586642,0.00968197,0.08796832,0.52218658,0.78389509,0.02246662,0.73934600
-5.17158579,5.20050237,0.43062513,3.61096571,0.00962734,0.09114660,0.53321082,0.79095158,0.02359036,0.74382570
-5.16558279,5.20288390,0.44199512,3.59408466,0.00951572,0.09450838,0.54380348,0.79581961,0.02475870,0.74670623
-5.15957979,5.19097439,0.45341160,3.56560966,0.00934979,0.09805377,0.55394917,0.79860713,0.02597121,0.74808276
-5.15357679,5.16552139,0.46489359,3.52612007,0.00913324,0.10177713,0.56363056,0.79945182,0.02722611,0.74807468
-5.14757379,5.12746042,0.47644939,3.47636774,0.00887059,0.10566608,0.57282481,0.79851311,0.02851999,0.74681832
-5.14157079,5.07787362,0.48807119,3.41725181,0.00856711,0.10970064,0.58150002,0.79596346,0.02984746,0.74445902
-5.13556778,5.01794540,0.49973010,3.34979002,0.00822861,0.11385254,0.58961197,0.79197955,0.03120096,0.74114290
-5.12956478,4.94891723,0.51137201,3.27508796,0.00786129,0.11808496,0.59710156,0.78673378,0.03257054,0.73700882
-5.12356178,4.87204407,0.52291461,3.19430763,0.00747154,0.12235247,0.60389308,0.78038647,0.03394387,0.73218109
-5.11755878,4.78855463,0.53424580,3.10863679,0.00706578,0.12660153,0.60989360,0.77307930,0.03530627,0.72676316
-5.11155578,4.69961724,0.54522390,3.01926028,0.00665029,0.13077127,0.61499365,0.76493020,0.03664088,0.72083286
-5.10555278,4.60631292,0.55567954,2.92733445,0.00623106,0.13479480,0.61906916,0.75603000,0.03792897,0.71443934
-5.09954977,4.50961665,0.56541953,2.83396540,0.00581367,0.13860085,0.62198488,0.74644093,0.03915038,0.70760196
-5.09354677,4.41038716,0.57423238,2.74019179,0.00540317,0.14211576,0.62359890,0.73619711,0.04028400,0.70031115
-5.08754377,4.30936538,0.58189550,2.64697221,0.00500402,0.14526586,0.62376835,0.72530672,0.04130841,0.69253114
-5.08154077,4.20718066,0.58818365,2.55517734,0.00462003,0.14797985,0.62235587,0.71375600,0.04220256,0.68420455
-5.07553777,4.10436394,0.59287825,2.46558643,0.00425434,0.15019147,0.61923657,0.70151446,0.04294647,0.67525836
-5.06953477,4.00136627,0.59577713,2.37888766,0.00390943,0.15184198,0.61430517,0.68854127,0.04352193,0.66561098
-5.06353177,3.89858098,0.59670428,2.29568177,0.00358713,0.15288257,0.60748278,0.67479218,0.04391321,0.65518006
-5.05752876,3.79636775,0.59551893,2.21648805,0.00328869,0.15327645,0.59872318,0.66022670,0.04410768,0.64389040
-5.05152576,3.69507661,0.59212362,2.14175197,0.00301480,0.15300060,0.58801796,0.64481516,0.04409633,0.63168172
-5.04552276,3.59507021,0.58647074,2.07185371,0.00276572,0.15204702,0.57540050,0.62854500,0.04387420,0.61851561
-5.03951976,3.49674286,0.57856715,2.00711663,0.00254128,0.15042344,0.56094836,0.61142627,0.04344066,0.60438142
-5.03351676,3.40053503,0.56847678,1.94781539,0.00234100,0.14815346,0.54478405,0.59349580,0.04279951,0.58930070
-5.02751376,3.30694261,0.55632084,1.89418296,0.00216417,0.14527610,0.52707403,0.57481991,0.04195900,0.57332998
-5.02151076,3.21652047,0.54227577,1.84641634,0.00200989,0.14184478,0.50802609,0.55549555,0.04093159,0.55656180
-5.01550775,3.12988024,0.52656900,1.80468090,0.00187713,0.13792578,0.48788521,0.53564981,0.03973363,0.53912383
-5.00950475,3.04768275,0.50947268,1.76911320,0.00176481,0.13359626,0.46692803,0.51543786,0.03838491,0.52117642
-5.00350175,2.97062586,0.49129583,1.73982248,0.00167179,0.12894194,0.44545628,0.49503941,0.03690803,0.50290848
-4.99749875,2.89942840,0.47237507,1.71689107,0.00159693,0.12405453,0.42378950,0.47465403,0.03532779,0.48453215
-4.99149575,2.83481163,0.45306463,1.70037396,0.00153908,0.11902905,0.40225727,0.45449543,0.03367038,0.46627646
-4.98549275,2.77747915,0.43372584,1.69029781,0.00149711,0.11396119,0.38119134,0.43478505,0.03196270,0.44838037
-4.97948974,2.72809653,0.41471673,1.68665969,0.00146987,0.10894468,0.36091805,0.41574545,0.03023160,0.43108559
-4.97348674,2.68727171,0.39638213,1.68942585,0.00145620,0.10406897,0.34175105,0.39759348,0.02850311,0.41462941
-4.96748374,2.65553709,0.37904448,1.69853060,0.00145492,0.09941717,0.32398486,0.38053391,0.02680187,0.39923799
-4.96148074,2.63333389,0.36299587,1.71387543,0.00146482,0.09506423,0.30788903,0.36475353,0.02515048,0.38512021
-4.95547774,2.62099935,0.34849136,1.73532840,0.00148461,0.09107564,0.29370344,0.35041605,0.02356906,0.37246252
-4.94947474,2.61875687,0.33574371,1.76272368,0.00151297,0.08750639,0.28163429,0.33765791,0.02207489,0.36142461
-4.94347174,2.62670914,0.32491972,1.79586108,0.00154848,0.08440035,0.27185114,0.32658525,0.02068213,0.35213630
-4.93746873,2.64483387,0.31613799,1.83450550,0.00158969,0.08178996,0.26448469,0.31727192,0.01940168,0.34469533
-4.93146573,2.67298193,0.30946808,1.87838595,0.00163506,0.07969628,0.25962534,0.30975855,0.01824116,0.33916632
-4.92546273,2.71087728,0.30493099,1.92719413,0.00168302,0.07812918,0.25732236,0.30405278,0.01720493,0.33558051
-4.91945973,2.75811824,0.30250075,1.98058223,0.00173199,0.07708782,0.25758358,0.30013025,0.01629428,0.33393635
-4.91345673,2.81417973,0.30210696,2.03816021,0.00178040,0.07656126,0.26037553,0.29793655,0.01550764,0.33420068
-4.90745373,2.87841599,0.30363809,2.09949224,0.00182671,0.07652911,0.26562398,0.29738967,0.01484081,0.33631045
-4.90145073,2.95006370,0.30694543,2.16409286,0.00186949,0.07696236,0.27321475,0.29838299,0.01428732,0.34017472
-4.89544772,3.02824539,0.31184753,2.23142282,0.00190740,0.07782415,0.28299500,0.30078852,0.01383878,0.34567692
-4.88944472,3.11197334,0.31813491,2.30088528,0.00193927,0.07907060,0.29477476,0.30446038,0.01348520,0.35267727
-4.88344172,3.20015432,0.32557512,2.37182274,0.00196413,0.08065173,0.30832902,0.30923821,0.01321536,0.36101519
-4.87743872,3.29159565,0.33391790,2.44351537,0.00198123,0.08251232,0.32340028,0.31495063,0.01301720,0.37051181
-4.87143572,3.38501318,0.34290050,2.51518134,0.00199008,0.08459286,0.33970173,0.32141848,0.01287813,0.38097253
-4.86543272,3.47904190,0.35225302,2.58597977,0.00199045,0.08683053,0.35692112,0.32845802,0.01278537,0.39218956
-4.85942971,3.57224966,0.36170375,2.65501694,0.00198242,0.08916026,0.37472530,0.33588385,0.01272625,0.40394466
-4.85342671,3.66315481,0.37098455,2.72135600,0.00196634,0.09151582,0.39276563,0.34351174,0.01268851,0.41601196
-4.84742371,3.75024784,0.37983604,2.78403074,0.00194291,0.09383104,0.41068404,0.35116139,0.01266053,0.42816104
-4.84142071,3.83201736,0.38801270,2.84206322,0.00191307,0.09604101,0.42811979,0.35865903,0.01263156,0.44016022
-4.83541771,3.90698017,0.39528769,2.89448520,0.00187809,0.09808337,0.44471680,0.36584000,0.01259194,0.45178017
-4.82941471,3.97371498,0.40145739,2.94036292,0.00183951,0.09989962,0.46013137,0.37255135,0.01253324,0.46279775
-4.82341171,4.03089907,0.40634555,2.97882453,0.00179913,0.10143639,0.47404009,0.37865439,0.01244841,0.47300014
-4.81740870,4.07734659,0.40980680,3.00908912,0.00175900,0.10264667,0.48614767,0.38402722,0.01233187,0.48218917
-4.81140570,4.11204734,0.41172977,3.03049640,0.00172142,0.10349091,0.49619443,0.38856720,0.01217959,0.49018577
-4.80540270,4.13420436,0.41203929,3.04253550,0.00168892,0.10393807,0.50396319,0.39219337,0.01198911,0.49683438
-4.79939970,4.14326853,0.41069802,3.04487162,0.00166422,0.10396637,0.50928528,0.39484855,0.01175957,0.50200724
-4.79339670,4.13896867,0.40770712,3.03736917,0.00165028,0.10356392,0.51204541,0.39650131,0.01149161,0.50560837
-4.78739370,4.12133523,0.40310616,3.02011002,0.00165024,0.10272904,0.51218510,0.39714741,0.01118736,0.50757711
-4.78139070,4.09071627,0.39697211,2.99340566,0.00166745,0.10147038,0.50970472,0.39681087,0.01085032,0.50789096
-4.77538769,4.04778448,0.38941750,2.95780249,0.00170543,0.09980671,0.50466383,0.39554434,0.01048523,0.50656766
-4.76938469,3.99353438,0.38058786,2.91407950,0.00176790,0.09776650,0.49717980,0.39342891,0.01009792,0.50366630
-4.76338169,3.92926928,0.37065833,2.86323804,0.00185874,0.09538715,0.48742491,0.39057310,0.00969516,0.49928746
-4.75737869,3.85657805,0.35982972,2.80648385,0.00198200,0.09271416,0.47562181,0.38711114,0.00928450,0.49357210
-4.75137569,3.77730228,0.34832406,2.74520169,0.00214183,0.08979987,0.46203771,0.38320051,0.00887406,0.48669938
-4.74537269,3.69349458,0.33637973,2.68092333,0.00234251,0.08670231,0.44697733,0.37901871,0.00847239,0.47888338
-4.73936968,3.60736955,0.32424635,2.61529014,0.00258834,0.08348369,0.43077507,0.37475943,0.00808831,0.47036861
-4.73336668,3.52124906,0.31217956,2.55001137,0.00288364,0.08020903,0.41378648,0.37062819,0.00773076,0.46142472
-4.72736368,3.43750364,0.30043577,2.48681981,0.00323261,0.07694462,0.39637958,0.36683758,0.00740869,0.45234026
-4.72136068,3.35849215,0.28926708,2.42742630,0.00363931,0.07375667,0.37892614,0.36360222,0.00713094,0.44341591
-4.71535768,3.28650176,0.27891644,2.37347480,0.00410750,0.07070988,0.36179329,0.36113366,0.00690620,0.43495727
-4.70935468,3.22369031,0.26961311,2.32649941,0.00464055,0.06786622,0.34533574,0.35963538,0.00674290,0.42726746
-4.70335168,3.17203281,0.26156856,2.28788495,0.00524130,0.06528383,0.32988879,0.35929804,0.00664924,0.42063978
-4.69734867,3.13327379,0.25497286,2.25883208,0.00591194,0.06301602,0.31576229,0.36029510,0.00663313,0.41535072
-4.69134567,3.10888677,0.24999155,2.24032811,0.00665386,0.06111055,0.30323566,0.36277906,0.00670221,0.41165338
-4.68534267,3.10004182,0.24676306,2.23312411,0.00746748,0.05960894,0.29255410,0.36687822,0.00686378,0.40977168
-4.67933967,3.10758181,0.24539667,2.23771876,0.00835219,0.05854602,0.28392578,0.37269430,0.00712486,0.40989535
-4.67333667,3.13200758,0.24597102,2.25434916,0.00930616,0.05794961,0.27752018,0.38030070,0.00749211,0.41217594
-4.66733367,3.17347199,0.24853314,2.28298834,0.01032627,0.05784030,0.27346731,0.38974169,0.00797179,0.41672385
-4.66133067,3.23178234,0.25309787,2.32334938,0.01140803,0.05823135,0.27185773,0.40103220,0.00856967,0.42360646
-4.65532766,3.30641070,0.25964788,2.37489538,0.01254553,0.05912863,0.27274326,0.41415849,0.00929091,0.43284731
-4.64932466,3.39651104,0.26813398,2.43685487,0.01373144,0.06053068,0.27613804,0.42907943,0.01013991,0.44442631
-4.64332166,3.50094255,0.27847583,2.50824173,0.01495700,0.06242872,0.28202004,0.44572830,0.01112011,0.45828087
