energy_ev,total_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.73586793,0.23156263,0.12515934,0.12522413,0.00001187,0.01114556,0.10419360,0.00000456
-5.72986493,0.22761692,0.12215218,0.12350979,0.00001307,0.01097820,0.10199114,0.00000581
-5.72386193,0.22350301,0.11886263,0.12179638,0.00001457,0.01080782,0.09961977,0.00000733
-5.71785893,0.21957356,0.11545235,0.12028853,0.00001644,0.01065221,0.09722420,0.00000919
-5.71185593,0.21621023,0.11209573,0.11920798,0.00001873,0.01053067,0.09496081,0.00001144
-5.70585293,0.21381637,0.10897610,0.11878955,0.00002153,0.01046365,0.09299446,0.00001414
-5.69984992,0.21280890,0.10628177,0.11927652,0.00002492,0.01047235,0.09149504,0.00001734
-5.69384692,0.21360936,0.10420184,0.12091558,0.00002897,0.01057832,0.09063384,0.00002113
-5.68784392,0.21663460,0.10292189,0.12395132,0.00003377,0.01080294,0.09057967,0.00002555
-5.68184092,0.22228685,0.10261976,0.12862038,0.00003939,0.01116698,0.09149502,0.00003068
-5.67583792,0.23094357,0.10346133,0.13514543,0.00004592,0.01169008,0.09353213,0.00003658
-5.66983492,0.24294720,0.10559640,0.14372881,0.00005342,0.01239019,0.09682910,0.00004330
-5.66383192,0.25859476,0.10915484,0.15454617,0.00006194,0.01328313,0.10150609,0.00005088
-5.65782891,0.27812792,0.11424293,0.16774026,0.00007153,0.01438197,0.10766174,0.00005938
-5.65182591,0.30172331,0.12094002,0.18341478,0.00008221,0.01569660,0.11536972,0.00006879
-5.64582291,0.32948377,0.12929564,0.20162875,0.00009399,0.01723325,0.12467577,0.00007913
-5.63981991,0.36143057,0.13932705,0.22239152,0.00010684,0.01899406,0.13559497,0.00009038
-5.63381691,0.39749711,0.15101736,0.24565857,0.00012072,0.02097673,0.14810972,0.00010250
-5.62781391,0.43752431,0.16431436,0.27132846,0.00013553,0.02317428,0.16216826,0.00011541
-5.62181091,0.48125823,0.17913000,0.29924111,0.00015119,0.02557486,0.17768394,0.00012903
-5.61580790,0.52834999,0.19534084,0.32917755,0.00016753,0.02816172,0.19453536,0.00014324
-5.60980490,0.57835849,0.21278928,0.36086148,0.00018441,0.03091330,0.21256738,0.00015790
-5.60380190,0.63075589,0.23128579,0.39396262,0.00020162,0.03380347,0.23159316,0.00017282
-5.59779890,0.68493605,0.25061208,0.42810190,0.00021894,0.03680187,0.25139709,0.00018783
-5.59179590,0.74022580,0.27052515,0.46285852,0.00023615,0.03987445,0.27173877,0.00020272
-5.58579290,0.79589889,0.29076223,0.49777879,0.00025299,0.04298412,0.29235780,0.00021726
-5.57978989,0.85119220,0.31104643,0.53238632,0.00026922,0.04609148,0.31297938,0.00023122
-5.57378689,0.90532388,0.33109295,0.56619359,0.00028460,0.04915568,0.33332049,0.00024438
-5.56778389,0.95751268,0.35061575,0.59871423,0.00029891,0.05213536,0.35309656,0.00025652
-5.56178089,1.00699791,0.36933425,0.62947575,0.00031196,0.05498956,0.37202824,0.00026743
-5.55577789,1.05305926,0.38698017,0.65803219,0.00032358,0.05767866,0.38984824,0.00027692
-5.54977489,1.09503582,0.40330389,0.68397627,0.00033367,0.06016532,0.40630780,0.00028483
-5.54377189,1.13234348,0.41808045,0.70695050,0.00034218,0.06241527,0.42118274,0.00029103
-5.53776888,1.16449016,0.43111476,0.72665691,0.00034913,0.06439810,0.43427872,0.00029545
-5.53176588,1.19108835,0.44224598,0.74286504,0.00035461,0.06608780,0.44543575,0.00029803
-5.52576288,1.21186446,0.45135086,0.75541793,0.00035879,0.06746332,0.45453154,0.00029878
-5.51975988,1.22666492,0.45834611,0.76423584,0.00036194,0.06850882,0.46148391,0.00029776
-5.51375688,1.23545870,0.46318958,0.76931785,0.00036440,0.06921391,0.46625206,0.00029505
-5.50775388,1.23833650,0.46588045,0.77074117,0.00036661,0.06957365,0.46883670,0.00029080
-5.50175088,1.23550672,0.46645834,0.76865835,0.00036907,0.06958847,0.46927926,0.00028520
-5.49574787,1.22728857,0.46500164,0.76329264,0.00037241,0.06926397,0.46766010,0.00027847
-5.48974487,1.21410267,0.46162492,0.75493164,0.00037727,0.06861061,0.46409601,0.00027087
-5.48374187,1.19645961,0.45647573,0.74391971,0.00038441,0.06764334,0.45873697,0.00026268
-5.47773887,1.17494697,0.44973095,0.73064920,0.00039459,0.06638121,0.45176241,0.00025420
-5.47173587,1.15021529,0.44159265,0.71555105,0.00040865,0.06484691,0.44337712,0.00024574
-5.46573287,1.12296336,0.43228373,0.69908496,0.00042741,0.06306633,0.43380684,0.00023763
-5.45972986,1.09392323,0.42204342,0.68172933,0.00045172,0.06106814,0.42329372,0.00023017
-5.45372686,1.06384547,0.41112262,0.66397131,0.00048239,0.05888335,0.41209164,0.00022368
-5.44772386,1.03348471,0.39977935,0.64629723,0.00052020,0.05654498,0.40046164,0.00021844
-5.44172086,1.00358591,0.38827419,0.62918335,0.00056585,0.05408765,0.38866731,0.00021472
-5.43571786,0.97487148,0.37686586,0.61308744,0.00061996,0.05154734,0.37697033,0.00021275
-5.42971486,0.94802960,0.36580703,0.59844101,0.00068305,0.04896107,0.36562621,0.00021274
-5.42371186,0.92370362,0.35534036,0.58564256,0.00075548,0.04636669,0.35488030,0.00021487
-5.41770885,0.90248313,0.34569486,0.57505193,0.00083748,0.04380266,0.34496399,0.00021926
-5.41170585,0.88489647,0.33708268,0.56698575,0.00092910,0.04130790,0.33609148,0.00022600
-5.40570285,0.87140514,0.32969639,0.56171430,0.00103019,0.03892159,0.32845685,0.00023515
-5.39969985,0.86240005,0.32370677,0.55945976,0.00114042,0.03668307,0.32223179,0.00024672
-5.39369685,0.85819989,0.31926130,0.56039582,0.00125927,0.03463166,0.31756393,0.00026068
-5.38769385,0.85905142,0.31648328,0.56464890,0.00138600,0.03280652,0.31457579,0.00027697
-5.38169085,0.86513188,0.31547164,0.57230065,0.00151969,0.03124652,0.31336452,0.00029548
-5.37568784,0.87655316,0.31630143,0.58339179,0.00165923,0.02998998,0.31400227,0.00031611
-5.36968484,0.89336760,0.31902493,0.59792697,0.00180338,0.02907444,0.31653724,0.00033869
-5.36368184,0.91557493,0.32367323,0.61588037,0.00195074,0.02853636,0.32099526,0.00036306
-5.35767884,0.94312993,0.33025819,0.63720168,0.00209983,0.02841069,0.32738182,0.00038904
-5.35167584,0.97595016,0.33877457,0.66182197,0.00224910,0.02873036,0.33568428,0.00041643
-5.34567284,1.01392307,0.34920207,0.68965904,0.00239697,0.02952564,0.34587414,0.00044505
-5.33966983,1.05691187,0.36150713,0.72062160,0.00254189,0.03082341,0.35790910,0.00047468
-5.33366683,1.10475947,0.37564428,0.75461205,0.00268232,0.03264629,0.37173465,0.00050515
-5.32766383,1.15729005,0.39155677,0.79152726,0.00281686,0.03501161,0.38728513,0.00053627
-5.32166083,1.21430763,0.40917644,0.83125724,0.00294419,0.03793034,0.40448385,0.00056786
-5.31565783,1.27559179,0.42842268,0.87368149,0.00306315,0.04140597,0.42324249,0.00059975
-5.30965483,1.34089034,0.44920064,0.91866318,0.00317273,0.04543332,0.44345943,0.00063177
-5.30365183,1.40990943,0.47139862,0.96604140,0.00327210,0.04999743,0.46501738,0.00066376
-5.29764882,1.48230180,0.49488498,1.01562198,0.00336062,0.05507259,0.48778026,0.00069558
-5.29164582,1.55765398,0.51950487,1.06716761,0.00343781,0.06062148,0.51158965,0.00072704
-5.28564282,1.63547366,0.54507704,1.12038803,0.00350336,0.06659465,0.53626123,0.00075799
-5.27963982,1.71517858,0.57139130,1.17493141,0.00355712,0.07293034,0.56158146,0.00078824
-5.27363682,1.79608831,0.59820699,1.23037773,0.00359906,0.07955464,0.58730503,0.00081759
-5.26763382,1.87742037,0.62525294,1.28623546,0.00362929,0.08638218,0.61315348,0.00084584
-5.26163082,1.95829182,0.65222931,1.34194217,0.00364797,0.09331731,0.63881543,0.00087275
-5.25562781,2.03772747,0.67881162,1.39686999,0.00365537,0.10025577,0.66394865,0.00089809
-5.24962481,2.11467535,0.70465711,1.45033638,0.00365181,0.10708688,0.68818433,0.00092160
-5.24362181,2.18802956,0.72941364,1.50162029,0.00363768,0.11369618,0.71113358,0.00094303
-5.23761881,2.25666042,0.75273077,1.54998364,0.00361339,0.11996840,0.73239615,0.00096213
-5.23161581,2.31945098,0.77427290,1.59469753,0.00357943,0.12579085,0.75157119,0.00097868
-5.22561281,2.37533877,0.79373397,1.63507221,0.00353636,0.13105677,0.76826957,0.00099248
-5.21960980,2.42336086,0.81085300,1.67048958,0.00348479,0.13566886,0.78212750,0.00100337
-5.21360680,2.46270024,0.82542989,1.70043658,0.00342547,0.13954259,0.79282059,0.00101128
-5.20760380,2.49273102,0.83734041,1.72453792,0.00335926,0.14260923,0.80007780,0.00101618
-5.20160080,2.51306001,0.84654970,1.74258597,0.00328717,0.14481841,0.80369450,0.00101816
-5.19559780,2.52356193,0.85312326,1.75456623,0.00321038,0.14614017,0.80354386,0.00101739
-5.18959480,2.52440622,0.85723468,1.76067644,0.00313025,0.14656625,0.79958594,0.00101414
-5.18359180,2.51607311,0.85916937,1.76133790,0.00304834,0.14611061,0.79187386,0.00100880
-5.17758879,2.49935758,0.85932375,1.75719779,0.00296644,0.14480922,0.78055656,0.00100186
-5.17158579,2.47536015,0.85819962,1.74912169,0.00288647,0.14271889,0.76587794,0.00099392
-5.16558279,2.44546418,0.85639349,1.73817600,0.00281058,0.13991548,0.74817222,0.00098565
-5.15957979,2.41129990,0.85458112,1.72560049,0.00274102,0.13649123,0.72785561,0.00097779
-5.15357679,2.37469651,0.85349765,1.71277166,0.00268015,0.13255166,0.70541459,0.00097114
-5.14757379,2.33762360,0.85391386,1.70115817,0.00263037,0.12821182,0.68139130,0.00096651
-5.14157079,2.30212459,0.85660959,1.69226993,0.00259407,0.12359241,0.65636661,0.00096469
-5.13556778,2.27024453,0.86234517,1.68760298,0.00257356,0.11881565,0.63094155,0.00096646
-5.12956478,2.24395562,0.87183224,1.68858233,0.00257096,0.11400120,0.60571802,0.00097249
-5.12356178,2.22508338,0.88570499,1.69650541,0.00258819,0.10926234,0.58127945,0.00098338
-5.11755878,2.21523701,0.90449340,1.71248855,0.00262684,0.10470247,0.55817238,0.00099958
-5.11155578,2.21574683,0.92859941,1.73741892,0.00268815,0.10041212,0.53688956,0.00102138
-5.10555278,2.22761176,0.95827741,1.77191434,0.00277291,0.09646657,0.51785533,0.00104892
-5.09954977,2.25145918,0.99362000,1.81629283,0.00288144,0.09292414,0.50141376,0.00108211
-5.09354677,2.28751906,1.03454972,1.87055355,0.00301355,0.08982524,0.48782002,0.00112070
-5.08754377,2.33561363,1.08081741,1.93437014,0.00316850,0.08719207,0.47723509,0.00116421
-5.08154077,2.39516317,1.13200737,2.00709717,0.00334505,0.08502916,0.46972403,0.00121201
-5.07553777,2.46520773,1.18754935,2.08778960,0.00354142,0.08332446,0.46525768,0.00126327
-5.06953477,2.54444395,1.24673694,2.17523465,0.00375536,0.08205104,0.46371755,0.00131702
-5.06353177,2.63127560,1.30875176,2.26799499,0.00398419,0.08116928,0.46490359,0.00137217
-5.05752876,2.72387545,1.37269253,2.36446150,0.00422489,0.08062940,0.46854450,0.00142758
-5.05152576,2.82025626,1.43760774,2.46291351,0.00447414,0.08037426,0.47430986,0.00148203
-5.04552276,2.91834747,1.50253073,2.56158396,0.00472848,0.08034222,0.48182376,0.00153434
-5.03951976,3.01607474,1.56651556,2.65872680,0.00498433,0.08047005,0.49067919,0.00158336
-5.03351676,3.11143870,1.62867224,2.75268367,0.00523817,0.08069564,0.50045270,0.00162804
-5.02751376,3.20258983,1.68819968,2.84194710,0.00548659,0.08096056,0.51071872,0.00166747
-5.02151076,3.28789639,1.74441515,2.92521745,0.00572644,0.08121226,0.52106319,0.00170090
-5.01550775,3.36600258,1.79677883,3.00145123,0.00595488,0.08140591,0.53109584,0.00172779
-5.00950475,3.43587488,1.84491254,3.06989878,0.00616948,0.08150582,0.54046109,0.00174781
-5.00350175,3.49683480,1.88861189,3.13012984,0.00636829,0.08148640,0.54884699,0.00176090
-4.99749875,3.54857714,1.92785144,3.18204600,0.00654988,0.08133273,0.55599225,0.00176722
-4.99149575,3.59117326,1.96278284,3.22587991,0.00671337,0.08104065,0.56169126,0.00176716
-4.98549275,3.62505998,1.99372602,3.26218127,0.00685848,0.08061644,0.56579699,0.00176138
-4.97948974,3.65101478,2.02115418,3.29179076,0.00698548,0.08007621,0.56822195,0.00175070
-4.97348674,3.67011892,2.04567312,3.31580315,0.00709516,0.07944494,0.56893732,0.00173616
-4.96748374,3.68371044,2.06799605,3.33552143,0.00718887,0.07875525,0.56797045,0.00171892
-4.96148074,3.69332923,2.08891497,3.35240410,0.00726835,0.07804605,0.56540087,0.00170028
-4.95547774,3.70065659,2.10926963,3.36800797,0.00733579,0.07736096,0.56135512,0.00168156
-4.94947474,3.70745175,2.12991555,3.38392878,0.00739366,0.07674669,0.55600063,0.00166415
-4.94347174,3.71548784,2.15169189,3.40174201,0.00744467,0.07625141,0.54953881,0.00164938
-4.93746873,3.72648929,2.17539053,3.42294589,0.00749169,0.07592305,0.54219763,0.00163855
-4.93146573,3.74207293,2.20172698,3.44890868,0.00753767,0.07580766,0.53422386,0.00163284
-4.92546273,3.76369412,2.23131407,3.48082156,0.00758553,0.07594784,0.52587512,0.00163328
-4.91945973,3.79259935,2.26463885,3.51965855,0.00763808,0.07638119,0.51741200,0.00164075
-4.91345673,3.82978626,2.30204337,3.56614404,0.00769797,0.07713898,0.50909023,0.00165592
-4.90745373,3.87597166,2.34370937,3.62072877,0.00776758,0.07824481,0.50115320,0.00167925
-4.90145073,3.93156786,2.38964740,3.68357407,0.00784896,0.07971353,0.49382490,0.00171098
-4.89544772,3.99666760,2.43969033,3.75454465,0.00794377,0.08155027,0.48730337,0.00175109
-4.88944472,4.07103735,2.49349142,3.83320948,0.00805322,0.08374970,0.48175490,0.00179935
-4.88344172,4.15411895,2.55052703,3.91885036,0.00817801,0.08629557,0.47730902,0.00185527
-4.87743872,4.24503928,2.61010399,4.01047776,0.00831832,0.08916045,0.47405457,0.00191816
-4.87143572,4.34262769,2.67137159,4.10685331,0.00847373,0.09230581,0.47203679,0.00198711
-4.86543272,4.44544080,2.73333826,4.20651827,0.00864328,0.09568249,0.47125572,0.00206103
-4.85942971,4.55179421,2.79489268,4.30782745,0.00882539,0.09923140,0.47166600,0.00213866
-4.85342671,4.65980076,2.85482929,4.40898774,0.00901793,0.10288472,0.47317801,0.00221862
-4.84742371,4.76741443,2.91187756,4.50810068,0.00921822,0.10656737,0.47566050,0.00229943
-4.84142071,4.87247944,2.96473486,4.60320806,0.00942312,0.11019882,0.47894472,0.00237954
-4.83541771,4.97278332,3.01210194,4.69233987,0.00962903,0.11369528,0.48282975,0.00245736
-4.82941471,5.06611294,3.05272028,4.77356336,0.00983203,0.11697200,0.48708909,0.00253134
-4.82341171,5.15031213,3.08541019,4.84503225,0.01002796,0.11994588,0.49147829,0.00259996
-4.81740870,5.22333938,3.10910845,4.90503486,0.01021253,0.12253806,0.49574314,0.00266178
-4.81140570,5.28332391,3.12290415,4.95203975,0.01038142,0.12467648,0.49962842,0.00271549
-4.80540270,5.32861841,3.12607133,4.98473764,0.01053044,0.12629842,0.50288664,0.00275992
-4.79939970,5.35784660,3.11809695,5.00207828,0.01065564,0.12735267,0.50528653,0.00279409
-4.79339670,5.36994405,3.09870307,5.00330087,0.01075343,0.12780144,0.50662094,0.00281721
-4.78739370,5.36419044,3.06786183,4.98795707,0.01082071,0.12762180,0.50671371,0.00282872
-4.78139070,5.34023227,3.02580267,4.95592555,0.01085495,0.12680669,0.50542548,0.00282829
-4.77538769,5.29809476,2.97301086,4.90741736,0.01085432,0.12536528,0.50265791,0.00281582
-4.76938469,5.23818239,2.91021743,4.84297192,0.01081772,0.12332285,0.49835641,0.00279145
-4.76338169,5.16126808,2.83838039,4.76344337,0.01074483,0.12072001,0.49251117,0.00275555
-4.75737869,5.06847107,2.75865804,4.66997782,0.01063615,0.11761147,0.48515651,0.00270869
-4.75137569,4.96122440,2.67237514,4.56398208,0.01049295,0.11406430,0.47636868,0.00265166
-4.74537269,4.84123314,2.58098331,4.44708497,0.01031730,0.11015572,0.46626218,0.00258538
-4.73936968,4.71042504,2.48601727,4.32109264,0.01011195,0.10597074,0.45498488,0.00251096
-4.73336668,4.57089547,2.38904863,4.18793951,0.00988028,0.10159944,0.44271213,0.00242958
-4.72736368,4.42484881,2.29163934,4.04963664,0.00962620,0.09713436,0.42964028,0.00234252
-4.72136068,4.27453870,2.19529645,3.90821955,0.00935406,0.09266782,0.41597976,0.00225109
-4.71535768,4.12220936,2.10143044,3.76569745,0.00906847,0.08828944,0.40194819,0.00215662
-4.70935468,3.97004044,2.01131850,3.62400581,0.00877424,0.08408399,0.38776369,0.00206043
-4.70335168,3.82009729,1.92607452,3.48496402,0.00847622,0.08012950,0.37363884,0.00196378
-4.69734867,3.67428855,1.84662672,3.35023957,0.00817920,0.07649584,0.35977531,0.00186786
-4.69134567,3.53433253,1.77370384,3.22132013,0.00788778,0.07324375,0.34635956,0.00177378
-4.68534267,3.40173316,1.70783015,3.09949413,0.00760630,0.07042429,0.33355960,0.00168253
-4.67933967,3.27776616,1.64932921,2.98584018,0.00733877,0.06807871,0.32152296,0.00159500
-4.67333667,3.16347521,1.59833586,2.88122549,0.00708877,0.06623880,0.31037581,0.00151194
-4.66733367,3.05967764,1.55481557,2.78631232,0.00685946,0.06492748,0.30022327,0.00143398
-4.66133067,2.96697841,1.51858971,2.70157179,0.00665351,0.06415970,0.29115072,0.00136165
-4.65532766,2.88579098,1.48936534,2.62730349,0.00647316,0.06394344,0.28322596,0.00129532
-4.64932466,2.81636308,1.46676767,2.56365927,0.00632014,0.06428087,0.27650210,0.00123528
-4.64332166,2.75880529,1.45037325,2.51066920,0.00619578,0.06516935,0.27102083,0.00118173
-4.63731866,2.71312023,1.43974209,2.46826790,0.00610097,0.06660247,0.26681590,0.00113475
-4.63131566,2.67923013,1.43444688,2.43631911,0.00603620,0.06857074,0.26391663,0.00109438
-4.62531266,2.65700072,1.43409763,2.41463678,0.00600162,0.07106213,0.26235100,0.00106057
-4.61930965,2.64625979,1.43836056,2.40300121,0.00599700,0.07406230,0.26214836,0.00103322
-4.61330665,2.64680904,1.44697012,2.40116908,0.00602181,0.07755451,0.26334137,0.00101219
-4.60730365,2.65842851,1.45973368,2.40887677,0.00607519,0.08151927,0.26596723,0.00099729
-4.60130065,2.68087344,1.47652884,2.42583686,0.00615594,0.08593368,0.27006794,0.00098829
-4.59529765,2.71386384,1.49729356,2.45172829,0.00626253,0.09077072,0.27568966,0.00098494
-4.58929465,2.75706790,1.52201012,2.48618108,0.00639310,0.09599827,0.28288121,0.00098692
-4.58329165,2.81008073,1.55068385,2.52875719,0.00654539,0.10157818,0.29169175,0.00099391
-4.57728864,2.87240035,1.58331833,2.57892919,0.00671676,0.10746549,0.30216780,0.00100552
-4.57128564,2.94340318,1.61988864,2.63605890,0.00690417,0.11360768,0.31434974,0.00102132
-4.56528264,3.02232135,1.66031459,2.69937816,0.00710421,0.11994434,0.32826795,0.00104085
-4.55927964,3.10822425,1.70443565,2.76797375,0.00731302,0.12640708,0.34393896,0.00106360
-4.55327664,3.20000628,1.75198946,2.84077850,0.00752645,0.13291992,0.36136149,0.00108900
-4.54727364,3.29638267,1.80259534,2.91656999,0.00773997,0.13940007,0.38051298,0.00111645
-4.54127064,3.39589460,1.85574403,2.99397796,0.00794886,0.14575917,0.40134641,0.00114532
-4.53526763,3.49692415,1.91079454,3.07150102,0.00814822,0.15190497,0.42378777,0.00117495
-4.52926463,3.59771931,1.96697845,3.14753246,0.00833312,0.15774332,0.44773424,0.00120464
-4.52326163,3.69642827,2.02341171,3.22039447,0.00849868,0.16318050,0.47305312,0.00123372
-4.51725863,3.79114179,2.07911338,3.28837959,0.00864028,0.16812570,0.49958163,0.00126151
-4.51125563,3.87994189,2.13303055,3.34979760,0.00875361,0.17249361,0.52712744,0.00128735
-4.50525263,3.96095478,2.18406809,3.40302565,0.00883489,0.17620688,0.55547018,0.00131064
-4.49924962,4.03240541,2.23112193,3.44655940,0.00888096,0.17919849,0.58436360,0.00133081
-4.49324662,4.09267135,2.27311409,3.47906267,0.00888939,0.18141381,0.61353865,0.00134737
-4.48724362,4.14033324,2.30902787,3.49941313,0.00885864,0.18281223,0.64270715,0.00135993
-4.48124062,4.17421980,2.33794146,3.50674198,0.00878807,0.18336842,0.67156624,0.00136816
-4.47523762,4.19344514,2.35905852,3.50046570,0.00867803,0.18307295,0.69980343,0.00137183
-4.46923462,4.19743711,2.37173430,3.48030842,0.00852986,0.18193257,0.72710216,0.00137084
-4.46323162,4.18595536,2.37549633,3.44631396,0.00834590,0.17996972,0.75314794,0.00136516
-4.45722861,4.15909874,2.37005884,3.39884717,0.00812939,0.17722178,0.77763477,0.00135488
-4.45122561,4.11730180,2.35533057,3.33858455,0.00788446,0.17373971,0.80027193,0.00134017
-4.44522261,4.06132100,2.33141577,3.26649469,0.00761599,0.16958640,0.82079075,0.00132130
-4.43921961,3.99221115,2.29860862,3.18380957,0.00732948,0.16483474,0.83895143,0.00129862
-4.43321661,3.91129345,2.25738169,3.09198788,0.00703090,0.15956547,0.85454941,0.00127253
-4.42721361,3.82011629,2.20836882,2.99267195,0.00672656,0.15386493,0.86742129,0.00124350
-4.42121061,3.72041032,2.15234363,2.88763997,0.00642288,0.14782284,0.87744982,0.00121203
-4.41520760,3.61403942,2.09019440,2.77875514,0.00612627,0.14153012,0.88456780,0.00117866
-4.40920460,3.50294906,2.02289644,2.66791354,0.00584293,0.13507683,0.88876062,0.00114393
-4.40320160,3.38911352,1.95148307,2.55699237,0.00557868,0.12855031,0.89006714,0.00110839
-4.39719860,3.27448347,1.87701610,2.44779998,0.00533881,0.12203354,0.88857881,0.00107256
-4.39119560,3.16093520,1.80055684,2.34202913,0.00512793,0.11560373,0.88443687,0.00103695
-4.38519260,3.05022276,1.72313851,2.24121462,0.00494984,0.10933114,0.87782769,0.00100203
-4.37918959,2.94393403,1.64574086,2.14669631,0.00480746,0.10327815,0.86897623,0.00096822
-4.37318659,2.84345189,1.56926752,2.05958824,0.00470271,0.09749858,0.85813802,0.00093588
-4.36718359,2.74992137,1.49452670,1.98075476,0.00463647,0.09203718,0.84558967,0.00090531
-4.36118059,2.66422352,1.42221574,1.91079378,0.00460856,0.08692938,0.83161865,0.00087674
-4.35517759,2.58695690,1.35290957,1.85002783,0.00461773,0.08220114,0.81651254,0.00085032
-4.34917459,2.51842713,1.28705350,1.79850279,0.00466172,0.07786906,0.80054836,0.00082612
-4.34317159,2.45864497,1.22496024,1.75599450,0.00473729,0.07394060,0.78398260,0.00080415
-4.33716858,2.40733326,1.16681106,1.72202284,0.00484033,0.07041442,0.76704226,0.00078432
-4.33116558,2.36394246,1.11266112,1.69587319,0.00496597,0.06728095,0.74991764,0.00076650
-4.32516258,2.32767487,1.06244834,1.67662435,0.00510872,0.06452305,0.73275694,0.00075046
-4.31915958,2.29751659,1.01600577,1.66318250,0.00526265,0.06211680,0.71566321,0.00073595
-4.31315658,2.27227664,0.97307663,1.65431998,0.00542156,0.06003248,0.69869370,0.00072265
-4.30715358,2.25063188,0.93333167,1.64871783,0.00557917,0.05823558,0.68186155,0.00071023
