energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,3.06088893,0.01102079,0.34073578,1.86050184,1.63405882,0.01466968,0.71086460
-5.99399700,2.91496635,0.01044678,0.32695889,1.76017497,1.54996954,0.01400170,0.68154549
-5.98799400,2.78509167,0.00990923,0.31526088,1.66886312,1.47586071,0.01332956,0.65493490
-5.98199100,2.67113184,0.00940910,0.30561254,1.58643219,1.41172379,0.01265537,0.63093920
-5.97598799,2.57265658,0.00894661,0.29794248,1.51256141,1.35737137,0.01198122,0.60942082
-5.96998499,2.48897996,0.00852139,0.29214205,1.44677550,1.31245794,0.01130931,0.59020768
-5.96398199,2.41920688,0.00813252,0.28807136,1.38847970,1.27650398,0.01064194,0.57310310
-5.95797899,2.36228315,0.00777868,0.28556591,1.33699615,1.24892242,0.00998161,0.55789566
-5.95197599,2.31704743,0.00745824,0.28444394,1.29160047,1.22904677,0.00933099,0.54436890
-5.94597299,2.28228354,0.00716933,0.28451391,1.25155698,1.21616021,0.00869295,0.53231046
-5.93996998,2.25677144,0.00691003,0.28558222,1.21615155,1.20952458,0.00807046,0.52152052
-5.93396698,2.23933520,0.00667837,0.28746065,1.18472094,1.20840845,0.00746664,0.51181922
-5.92796398,2.22888647,0.00647246,0.28997338,1.15667765,1.21211326,0.00688460,0.50305290
-5.92196098,2.22446178,0.00629057,0.29296328,1.13152973,1.21999665,0.00632743,0.49509900
-5.91595798,2.22525239,0.00613114,0.29629732,1.10889491,1.23149195,0.00579810,0.48786941
-5.90995498,2.23062558,0.00599288,0.29987077,1.08850877,1.24612319,0.00529938,0.48131218
-5.90395198,2.24013638,0.00587472,0.30361018,1.07022698,1.26351482,0.00483381,0.47541154
-5.89794897,2.25352945,0.00577587,0.30747487,1.05402164,1.28339586,0.00440359,0.47018619
-5.89194597,2.27073081,0.00569579,0.31145692,1.03997226,1.30559803,0.00401056,0.46568595
-5.88594297,2.29182996,0.00563411,0.31557981,1.02825184,1.33004818,0.00365618,0.46198688
-5.87993997,2.31705316,0.00559066,0.31989554,1.01910897,1.35675521,0.00334145,0.45918501
-5.87393697,2.34672923,0.00556532,0.32448054,1.01284673,1.38579224,0.00306697,0.45738910
-5.86793397,2.38124965,0.00555803,0.32943056,1.00979966,1.41727497,0.00283290,0.45671256
-5.86193097,2.42102509,0.00556863,0.33485480,1.01030979,1.45133753,0.00263897,0.45726510
-5.85592796,2.46644081,0.00559686,0.34086951,1.01470293,1.48810706,0.00248452,0.45914448
-5.84992496,2.51781342,0.00564225,0.34759152,1.02326654,1.52767879,0.00236854,0.46242871
-5.84392196,2.57535166,0.00570404,0.35513197,1.03622995,1.57009306,0.00228966,0.46716932
-5.83791896,2.63912352,0.00578120,0.36359059,1.05374823,1.61531575,0.00224624,0.47338592
-5.83191596,2.70903185,0.00587235,0.37305084,1.07589014,1.66322356,0.00223637,0.48106249
-5.82591296,2.78479994,0.00597578,0.38357613,1.10263103,1.71359509,0.00225795,0.49014567
-5.81990995,2.86596834,0.00608951,0.39520736,1.13385058,1.76610851,0.00230869,0.50054505
-5.81390695,2.95190305,0.00621130,0.40796179,1.16933579,1.82034603,0.00238620,0.51213571
-5.80790395,3.04181480,0.00633874,0.42183331,1.20878859,1.87580516,0.00248798,0.52476262
-5.80190095,3.13478836,0.00646939,0.43679400,1.25183766,1.93191602,0.00261150,0.53824695
-5.79589795,3.22982004,0.00660084,0.45279674,1.29805369,1.98806378,0.00275420,0.55239368
-5.78989495,3.32586114,0.00673089,0.46977879,1.34696692,2.04361482,0.00291356,0.56700023
-5.78389195,3.42186444,0.00685765,0.48766577,1.39808596,2.09794496,0.00308709,0.58186548
-5.77788894,3.51683089,0.00697967,0.50637594,1.45091656,2.15046803,0.00327238,0.59679864
-5.77188594,3.60985331,0.00709610,0.52582425,1.50497923,2.20066270,0.00346711,0.61162741
-5.76588294,3.70015435,0.00720672,0.54592590,1.55982446,2.24809611,0.00366906,0.62620494
-5.75987994,3.78711617,0.00731209,0.56659909,1.61504473,2.29244251,0.00387609,0.64041500
-5.75387694,3.87029983,0.00741354,0.58776680,1.67028250,2.33349581,0.00408622,0.65417520
-5.74787394,3.94945342,0.00751319,0.60935735,1.72523382,2.37117519,0.00429752,0.66743789
-5.74187094,4.02450821,0.00761397,0.63130381,1.77964748,2.40552354,0.00450818,0.68018884
-5.73586793,4.09556351,0.00771953,0.65354233,1.83331988,2.43669882,0.00471646,0.69244366
-5.72986493,4.16286134,0.00783417,0.67600953,1.88608622,2.46495898,0.00492066,0.70424235
-5.72386193,4.22675292,0.00796274,0.69863928,1.93780893,2.49064176,0.00511915,0.71564227
-5.71785893,4.28765952,0.00811049,0.72135913,1.98836428,2.51414061,0.00531027,0.72671016
-5.71185593,4.34603058,0.00828296,0.74408687,2.03762845,2.53587854,0.00549241,0.73751371
-5.70585293,4.40230221,0.00848578,0.76672753,2.08546440,2.55628170,0.00566392,0.74811327
-5.69984992,4.45685894,0.00872457,0.78917123,2.13171055,2.57575455,0.00582314,0.75855440
-5.69384692,4.51000162,0.00900473,0.81129211,2.17617247,2.59465804,0.00596840,0.76886176
-5.68784392,4.56192345,0.00933134,0.83294867,2.21861836,2.61329239,0.00609805,0.77903466
-5.68184092,4.61269563,0.00970899,0.85398548,2.25877880,2.63188515,0.00621045,0.78904478
-5.67583792,4.66226340,0.01014162,0.87423633,2.29635089,2.65058526,0.00630403,0.79883605
-5.66983492,4.71045227,0.01063246,0.89352866,2.33100663,2.66946291,0.00637736,0.80832672
-5.66383192,4.75698339,0.01118388,0.91168893,2.36240489,2.68851491,0.00642914,0.81741346
-5.65782891,4.80149645,0.01179727,0.92854862,2.39020601,2.70767456,0.00645830,0.82597712
-5.65182591,4.84357791,0.01247294,0.94395050,2.41408807,2.72682496,0.00646410,0.83388970
-5.64582291,4.88279175,0.01321007,0.95775447,2.43376333,2.74581416,0.00644610,0.84102206
-5.63981991,4.91871015,0.01400654,0.96984276,2.44899364,2.76447080,0.00640430,0.84725168
-5.63381691,4.95094146,0.01485890,0.98012398,2.45960344,2.78261874,0.00633918,0.85246998
-5.62781391,4.97915303,0.01576230,0.98853558,2.46548935,2.80008936,0.00625169,0.85658868
-5.62181091,5.00308716,0.01671038,0.99504472,2.46662556,2.81673053,0.00614336,0.85954468
-5.61580790,5.02256910,0.01769529,0.99964727,2.46306434,2.83241174,0.00601623,0.86130328
-5.60980490,5.03750672,0.01870766,1.00236519,2.45493183,2.84702496,0.00587294,0.86185948
-5.60380190,5.04788214,0.01973663,1.00324226,2.44241924,2.86048163,0.00571662,0.86123727
-5.59779890,5.05373659,0.02076993,1.00233882,2.42577011,2.87270627,0.00555092,0.85948727
-5.59179590,5.05515018,0.02179405,0.99972558,2.40526477,2.88362757,0.00537995,0.85668275
-5.58579290,5.05221860,0.02279440,0.99547731,2.38120299,2.89316822,0.00520818,0.85291443
-5.57978989,5.04502934,0.02375560,0.98966671,2.35388628,2.90123465,0.00504041,0.84828461
-5.57378689,5.03363964,0.02466177,0.98235911,2.32360115,2.90770796,0.00488167,0.84290097
-5.56778389,5.01805843,0.02549693,0.97360825,2.29060458,2.91243713,0.00473712,0.83687057
-5.56178089,4.99823407,0.02624545,0.96345367,2.25511282,2.91523545,0.00461194,0.83029441
-5.55577789,4.97404908,0.02689246,0.95191972,2.21729417,2.91588086,0.00451128,0.82326290
-5.54977489,4.94532258,0.02742437,0.93901640,2.17726641,2.91412023,0.00444010,0.81585261
-5.54377189,4.91182031,0.02782933,0.92474188,2.13509876,2.90967777,0.00440314,0.80812421
-5.53776888,4.87327161,0.02809767,0.90908647,2.09081834,2.90226689,0.00440474,0.80012189
-5.53176588,4.82939210,0.02822235,0.89203777,2.04442032,2.89160484,0.00444883,0.79187402
-5.52576288,4.77991034,0.02819925,0.87358656,1.99588118,2.87742930,0.00453879,0.78339497
-5.51975988,4.72459665,0.02802745,0.85373294,1.94517380,2.85951558,0.00467738,0.77468786
-5.51375688,4.66329196,0.02770938,0.83249231,1.89228350,2.83769354,0.00486669,0.76574795
-5.50775388,4.59593466,0.02725091,0.80990072,1.83722366,2.81186305,0.00510806,0.75656649
-5.50175088,4.52258394,0.02666120,0.78601917,1.78005007,2.78200705,0.00540202,0.74713463
-5.49574787,4.44343795,0.02595262,0.76093669,1.72087295,2.74820163,0.00574827,0.73744727
-5.48974487,4.35884602,0.02514038,0.73477181,1.65986602,2.71062248,0.00614566,0.72750654
-5.48374187,4.26931432,0.02424221,0.70767260,1.59727210,2.66954764,0.00659217,0.71732482
-5.47773887,4.17550498,0.02327788,0.67981504,1.53340513,2.62535649,0.00708494,0.70692727
-5.47173587,4.07822903,0.02226866,0.65140006,1.46864853,2.57852535,0.00762032,0.69635356
-5.46573287,3.97843381,0.02123681,0.62264942,1.40345023,2.52961991,0.00819390,0.68565909
-5.45972986,3.87718579,0.02020496,0.59380058,1.33831474,2.47928522,0.00880064,0.67491549
-5.45372686,3.77564985,0.01919554,0.56510104,1.27379293,2.42823362,0.00943491,0.66421050
-5.44772386,3.67506603,0.01823025,0.53680235,1.21046995,2.37723126,0.01009066,0.65364727
-5.44172086,3.57672479,0.01732956,0.50915412,1.14895215,2.32708371,0.01076150,0.64334305
-5.43571786,3.48194153,0.01651221,0.48239830,1.08985338,2.27862097,0.01144089,0.63342737
-5.42971486,3.39203111,0.01579485,0.45676391,1.03378139,2.23268226,0.01212221,0.62403972
-5.42371186,3.30828282,0.01519171,0.43246244,0.98132463,2.19010069,0.01279897,0.61532663
-5.41770885,3.23193604,0.01471437,0.40968395,0.93303991,2.15168809,0.01346482,0.60743842
-5.41170585,3.16415684,0.01437159,0.38859395,0.88944101,2.11821981,0.01411376,0.60052540
