energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.77188594,4.04283640,0.01328382,1.36194163,1.48196484,2.23258606,0.85062402,0.00000000,0.43210183,0.12028026
-5.76588294,4.06605449,0.01350601,1.37113365,1.49036478,2.24938673,0.85976372,0.00000000,0.42958350,0.12172783
-5.75987994,4.07143089,0.01367952,1.37416014,1.49214859,2.25602328,0.86495403,0.00000000,0.42534801,0.12265077
-5.75387694,4.05848042,0.01380011,1.37080159,1.48711035,2.25210189,0.86604160,0.00000000,0.41941873,0.12302545
-5.74787394,4.02706403,0.01386454,1.36095501,1.47516998,2.23742132,0.86295848,0.00000000,0.41185164,0.12284241
-5.74187094,3.97740474,0.01387066,1.34464296,1.45638266,2.21198679,0.85572359,0.00000000,0.40273388,0.12210629
-5.73586793,3.91009348,0.01381751,1.32201873,1.43094421,2.17601763,0.84444214,0.00000000,0.39218175,0.12083549
-5.72986493,3.82608427,0.01370539,1.29336719,1.39919210,2.12994793,0.82930298,0.00000000,0.38033828,0.11906149
-5.72386193,3.72667841,0.01353583,1.25910129,1.36160176,2.07442022,0.81057399,0.00000000,0.36737042,0.11682785
-5.71785893,3.61349793,0.01331162,1.21975403,1.31877813,2.01027193,0.78859570,0.00000000,0.35346606,0.11418894
-5.71185593,3.48844920,0.01303671,1.17596612,1.27144282,1.93851524,0.76377330,0.00000000,0.33883079,0.11120849
-5.70585293,3.35367778,0.01271614,1.12846991,1.22041712,1.86031096,0.73656735,0.00000000,0.32368471,0.10795788
-5.69984992,3.21151625,0.01235588,1.07807005,1.16660154,1.77693762,0.70748356,0.00000000,0.30825924,0.10451427
-5.69384692,3.06442685,0.01196270,1.02562171,1.11095273,1.68975678,0.67706188,0.00000000,0.29279404,0.10095874
-5.68784392,2.91494112,0.01154401,0.97200726,1.05445858,1.60017631,0.64586542,0.00000000,0.27753415,0.09737429
-5.68184092,2.76559874,0.01110767,0.91811231,0.99811248,1.50961284,0.61446935,0.00000000,0.26272741,0.09384391
-5.67583792,2.61888766,0.01066179,0.86480210,0.94288785,1.41945508,0.58345021,0.00000000,0.24862202,0.09044872
-5.66983492,2.47718769,0.01021462,0.81289907,0.88971370,1.33102917,0.55337591,0.00000000,0.23546449,0.08726621
-5.66383192,2.34271924,0.00977430,0.76316255,0.83945220,1.24556761,0.52479650,0.00000000,0.22349772,0.08436864
-5.65782891,2.21749867,0.00934877,0.71627110,0.79287905,1.16418245,0.49823602,0.00000000,0.21295923,0.08182165
-5.65182591,2.10330150,0.00894563,0.67280825,0.75066712,1.08784373,0.47418538,0.00000000,0.20407958,0.07968307
-5.64582291,2.00163403,0.00857199,0.63325175,0.71337388,1.01736357,0.45309636,0.00000000,0.19708063,0.07800193
-5.63981991,1.91371380,0.00823441,0.59796686,0.68143289,0.95338614,0.43537668,0.00000000,0.19217383,0.07681780
-5.63381691,1.84045885,0.00793883,0.56720336,0.65514932,0.89638336,0.42138601,0.00000000,0.18955821,0.07616031
-5.62781391,1.78248538,0.00769049,0.54109646,0.63469951,0.84665626,0.41143291,0.00000000,0.18941811,0.07604890
-5.62181091,1.74011303,0.00749389,0.51967117,0.62013431,0.80434118,0.40577239,0.00000000,0.19192054,0.07649281
-5.61580790,1.71337719,0.00735280,0.50284973,0.61138580,0.76942048,0.40460412,0.00000000,0.19721218,0.07749132
-5.60980490,1.70204694,0.00727019,0.49046179,0.60827690,0.74173678,0.40807107,0.00000000,0.20541595,0.07903411
-5.60380190,1.70564781,0.00724825,0.48225665,0.61053351,0.72101000,0.41625841,0.00000000,0.21662718,0.08110184
-5.59779890,1.72348808,0.00728838,0.47791704,0.61779835,0.70685641,0.42919277,0.00000000,0.23090967,0.08366678
-5.59179590,1.75468752,0.00739118,0.47707397,0.62964614,0.69880874,0.44684171,0.00000000,0.24829147,0.08669366
-5.58579290,1.79820758,0.00755645,0.47932189,0.64559944,0.69633680,0.46911342,0.00000000,0.26876087,0.09014050
-5.57978989,1.85288218,0.00778322,0.48423387,0.66514460,0.69886774,0.49585685,0.00000000,0.29226262,0.09395954
-5.57378689,1.91744826,0.00806970,0.49137608,0.68774743,0.70580545,0.52686225,0.00000000,0.31869474,0.09809824
-5.56778389,1.99057548,0.00841336,0.50032138,0.71286797,0.71654865,0.56186240,0.00000000,0.34790616,0.10250018
-5.56178089,2.07089465,0.00881091,0.51066142,0.73997425,0.73050723,0.60053466,0.00000000,0.37969548,0.10710614
-5.55577789,2.15702446,0.00925832,0.52201721,0.76855447,0.74711647,0.64250402,0.00000000,0.41381111,0.11185501
-5.54977489,2.24759636,0.00975092,0.53404767,0.79812759,0.76584915,0.68734741,0.00000000,0.44995288,0.11668478
-5.54377189,2.34127737,0.01028340,0.54645631,0.82825211,0.78622514,0.73459925,0.00000000,0.48777547,0.12153354
-5.53776888,2.43679067,0.01084995,0.55899560,0.85853284,0.80781867,0.78375848,0.00000000,0.52689359,0.12634039
-5.53176588,2.53293399,0.01144429,0.57146942,0.88862582,0.83026310,0.83429698,0.00000000,0.56688887,0.13104641
-5.52576288,2.62859567,0.01205987,0.58373321,0.91824120,0.85325323,0.88566931,0.00000000,0.60731842,0.13559563
-5.51975988,2.72276821,0.01268991,0.59569229,0.94714431,0.87654544,0.93732357,0.00000000,0.64772487,0.13993596
-5.51375688,2.81455929,0.01332765,0.60729830,0.97515487,0.89995548,0.98871313,0.00000000,0.68764733,0.14402008
-5.50775388,2.90320003,0.01396643,0.61854394,1.00214451,0.92335435,1.03930882,0.00000000,0.72663322,0.14780643
-5.50175088,2.98805031,0.01459992,0.62945642,1.02803280,0.94666232,1.08861106,0.00000000,0.76425016,0.15126001
-5.49574787,3.06860094,0.01522226,0.64008978,1.05278185,0.96984132,1.13616162,0.00000000,0.80009759,0.15435319
-5.48974487,3.14447256,0.01582820,0.65051640,1.07638979,0.99288618,1.18155419,0.00000000,0.83381758,0.15706648
-5.48374187,3.21541120,0.01641330,0.66081812,1.09888329,1.01581476,1.22444342,0.00000000,0.86510416,0.15938905
-5.47773887,3.28128042,0.01697401,0.67107721,1.12030944,1.03865765,1.26455199,0.00000000,0.89371092,0.16131925
-5.47173587,3.34205014,0.01750777,0.68136771,1.14072719,1.06144762,1.30167508,0.00000000,0.91945634,0.16286478
-5.46573287,3.39778265,0.01801309,0.69174738,1.16019875,1.08420937,1.33568217,0.00000000,0.94222660,0.16404282
-5.45972986,3.44861596,0.01848955,0.70225065,1.17878131,1.10695010,1.36651600,0.00000000,0.96197584,0.16487978
-5.45372686,3.49474540,0.01893781,0.71288295,1.19651931,1.12965119,1.39418856,0.00000000,0.97872365,0.16541090
-5.44772386,3.53640407,0.01935953,0.72361658,1.21343777,1.15226158,1.41877443,0.00000000,0.99255019,0.16567958
-5.44172086,3.57384318,0.01975731,0.73438847,1.22953690,1.17469318,1.44040187,0.00000000,1.00358901,0.16573648
-5.43571786,3.60731326,0.02013455,0.74509989,1.24478840,1.19681863,1.45924195,0.00000000,1.01201811,0.16563840
-5.42971486,3.63704721,0.02049530,0.75561825,1.25913370,1.21847158,1.47549650,0.00000000,1.01804961,0.16544706
-5.42371186,3.66324620,0.02084414,0.76578084,1.27248420,1.23944964,1.48938557,0.00000000,1.02191880,0.16522767
-5.41770885,3.68606930,0.02118600,0.77540056,1.28472380,1.25951994,1.50113503,0.00000000,1.02387295,0.16504751
-5.41170585,3.70562746,0.02152600,0.78427323,1.29571353,1.27842706,1.51096508,0.00000000,1.02416058,0.16497448
-5.40570285,3.72198211,0.02186930,0.79218629,1.30529823,1.29590303,1.51908037,0.00000000,1.02302176,0.16507565
-5.39969985,3.73514871,0.02222101,0.79892840,1.31331497,1.31167889,1.52566217,0.00000000,1.02067984,0.16541595
-5.39369685,3.74510480,0.02258602,0.80429955,1.31960285,1.32549722,1.53086305,0.00000000,1.01733498,0.16605700
-5.38769385,3.75180208,0.02296901,0.80812109,1.32401370,1.33712499,1.53480426,0.00000000,1.01315976,0.16705600
-5.38169085,3.75518162,0.02337433,0.81024518,1.32642300,1.34636596,1.53757590,0.00000000,1.00829684,0.16846486
-5.37568784,3.75519114,0.02380598,0.81056323,1.32674060,1.35307185,1.53923957,0.00000000,1.00285886,0.17032951
-5.36968484,3.75180303,0.02426764,0.80901268,1.32492036,1.35715178,1.53983334,0.00000000,0.99693008,0.17268925
-5.36368184,3.74503183,0.02476260,0.80558197,1.32096825,1.35857916,1.53937843,0.00000000,0.99056976,0.17557631
-5.35767884,3.73494969,0.02529380,0.80031315,1.31494834,1.35739577,1.53788703,0.00000000,0.98381677,0.17901547
-5.35167584,3.72169878,0.02586380,0.79330222,1.30698617,1.35371257,1.53537067,0.00000000,0.97669502,0.18302372
-5.34567284,3.70549950,0.02647474,0.78469691,1.29726918,1.34770724,1.53184836,0.00000000,0.96921931,0.18760997
-5.33966983,3.68665382,0.02712834,0.77469216,1.28604414,1.33961855,1.52735395,0.00000000,0.96140109,0.19277475
-5.33366683,3.66554347,0.02782572,0.76352345,1.27361151,1.32973776,1.52194213,0.00000000,0.95325379,0.19850991
-5.32766383,3.64262284,0.02856742,0.75145835,1.26031689,1.31839758,1.51569270,0.00000000,0.94479746,0.20479830
-5.32166083,3.61840712,0.02935317,0.73878662,1.24654007,1.30595928,1.50871278,0.00000000,0.93606231,0.21161349
-5.31565783,3.59345641,0.03018181,0.72580957,1.23268203,1.29279859,1.50113699,0.00000000,0.92709119,0.21891958
-5.30965483,3.56835675,0.03105110,0.71282893,1.21915063,1.27929135,1.49312551,0.00000000,0.91794090,0.22667099
-5.30365183,3.54369950,0.03195760,0.70013608,1.20634570,1.26579939,1.48486043,0.00000000,0.90868231,0.23481259
-5.29764882,3.52006026,0.03289653,0.68800193,1.19464423,1.25265769,1.47654065,0.00000000,0.89939965,0.24327986
-5.29164582,3.49797883,0.03386164,0.67666801,1.18438656,1.24016321,1.46837587,0.00000000,0.89018894,0.25199945
-5.28564282,3.47794159,0.03484524,0.66633917,1.17586405,1.22856607,1.46058006,0.00000000,0.88115592,0.26089000
-5.27963982,3.46036720,0.03583813,0.65717816,1.16930915,1.21806340,1.45336513,0.00000000,0.87241375,0.26986335
-5.27363682,3.44559670,0.03682974,0.64930224,1.16488806,1.20879604,1.44693508,0.00000000,0.86408071,0.27882603
-5.26763382,3.43388844,0.03780823,0.64278192,1.16269659,1.20084813,1.44148114,0.00000000,0.85627810,0.28768123
-5.26163082,3.42541793,0.03876078,0.63764177,1.16275915,1.19424945,1.43717817,0.00000000,0.84912855,0.29633091
-5.25562781,3.42028256,0.03967386,0.63386311,1.16503100,1.18898019,1.43418248,0.00000000,0.84275476,0.30467832
-5.24962481,3.41851051,0.04053359,0.63138838,1.16940359,1.18497770,1.43263103,0.00000000,0.83727879,0.31263051
-5.24362181,3.42007301,0.04132619,0.63012685,1.17571239,1.18214481,1.43264196,0.00000000,0.83282182,0.32010099
-5.23761881,3.42489895,0.04203842,0.62996123,1.18374705,1.18035895,1.43431612,0.00000000,0.82950423,0.32701226
-5.23161581,3.43289039,0.04265801,0.63075490,1.19326302,1.17948168,1.43773933,0.00000000,0.82744585,0.33329816
-5.22561281,3.44393796,0.04317417,0.63235928,1.20399399,1.17936787,1.44298491,0.00000000,0.82676625,0.33890581
-5.21960980,3.45793456,0.04357794,0.63462097,1.21566456,1.17987418,1.45011602,0.00000000,0.82758468,0.34379716
-5.21360680,3.47478651,0.04386258,0.63738828,1.22800233,1.18086623,1.45918748,0.00000000,0.83001963,0.34795001
-5.20760380,3.49442104,0.04402386,0.64051690,1.24074874,1.18222424,1.47024664,0.00000000,0.83418770,0.35135836
-5.20160080,3.51678962,0.04406020,0.64387454,1.25366826,1.18384691,1.48333304,0.00000000,0.84020161,0.35403209
-5.19559780,3.54186671,0.04397278,0.64734419,1.26655537,1.18565327,1.49847674,0.00000000,0.84816739,0.35599612
-5.18959480,3.56964405,0.04376548,0.65082623,1.27923911,1.18758283,1.51569525,0.00000000,0.85818057,0.35728878
-5.18359180,3.60012079,0.04344476,0.65423906,1.29158512,1.18959388,1.53498926,0.00000000,0.87032165,0.35795979
-5.17758879,3.63329028,0.04301938,0.65751868,1.30349518,1.19166029,1.55633734,0.00000000,0.88465073,0.35806770
-5.17158579,3.66912438,0.04250007,0.66061713,1.31490451,1.19376719,1.57969001,0.00000000,0.90120182,0.35767711
-5.16558279,3.70755654,0.04189913,0.66350006,1.32577714,1.19590577,1.60496372,0.00000000,0.91997684,0.35685570
-5.15957979,3.74846499,0.04122990,0.66614375,1.33609991,1.19806774,1.63203510,0.00000000,0.94093991,0.35567125
-5.15357679,3.79165730,0.04050633,0.66853182,1.34587547,1.20023982,1.66073620,0.00000000,0.96401206,0.35418889
-5.14757379,3.83685781,0.03974243,0.67065184,1.35511519,1.20239864,1.69085113,0.00000000,0.98906696,0.35246865
-5.14157079,3.88369890,0.03895182,0.67249220,1.36383216,1.20450653,1.72211458,0.00000000,1.01592787,0.35056350
-5.13556778,3.93171727,0.03814728,0.67403952,1.37203517,1.20650835,1.75421261,0.00000000,1.04436624,0.34851788
-5.12956478,3.98035576,0.03734034,0.67527666,1.37972406,1.20832984,1.78678601,0.00000000,1.07410210,0.34636700
-5.12356178,4.02897125,0.03654107,0.67618166,1.38688659,1.20987747,1.81943616,0.00000000,1.10480662,0.34413676
-5.11755878,4.07684851,0.03575782,0.67672757,1.39349744,1.21103988,1.85173357,0.00000000,1.13610674,0.34184431
-5.11155578,4.12321975,0.03499711,0.67688332,1.39951907,1.21169102,1.88322867,0.00000000,1.16759195,0.33949934
-5.10555278,4.16728914,0.03426363,0.67661545,1.40490457,1.21169475,1.91346461,0.00000000,1.19882307,0.33710584
-5.09954977,4.20826131,0.03356032,0.67589074,1.40960231,1.21091067,1.94199152,0.00000000,1.22934282,0.33466440
-5.09354677,4.24537244,0.03288851,0.67467951,1.41356185,1.20920106,1.96838167,0.00000000,1.25868777,0.33217467
-5.08754377,4.27792266,0.03224811,0.67295929,1.41674089,1.20643841,1.99224476,0.00000000,1.28640132,0.32963809
-5.08154077,4.30530790,0.03163791,0.67071880,1.41911261,1.20251323,2.01324270,0.00000000,1.31204715,0.32706052
-5.07553777,4.32704972,0.03105580,0.66796177,1.42067284,1.19734170,2.03110313,0.00000000,1.33522262,0.32445467
-5.06953477,4.34282140,0.03049911,0.66471045,1.42144653,1.19087273,2.04563089,0.00000000,1.35557150,0.32184219
-5.06353177,4.35246882,0.02996487,0.66100839,1.42149292,1.18309399,2.05671705,0.00000000,1.37279547,0.31925521
-5.05752876,4.35602488,0.02945008,0.65692240,1.42090897,1.17403658,2.06434474,0.00000000,1.38666389,0.31673729
-5.05152576,4.35371641,0.02895190,0.65254336,1.41983063,1.16377796,2.06859154,0.00000000,1.39702128,0.31434363
-5.04552276,4.34596290,0.02846785,0.64798574,1.41843171,1.15244292,2.06962823,0.00000000,1.40379220,0.31214052
-5.03951976,4.33336683,0.02799591,0.64338577,1.41692023,1.14020241,2.06771374,0.00000000,1.40698318,0.31020401
-5.03351676,4.31669556,0.02753461,0.63889822,1.41553218,1.12727018,2.06318649,0.00000000,1.40668158,0.30861782
-5.02751376,4.29685544,0.02708303,0.63469187,1.41452300,1.11389728,2.05645240,0.00000000,1.40305142,0.30747059
-5.02151076,4.27485891,0.02664078,0.63094375,1.41415696,1.10036454,2.04797000,0.00000000,1.39632627,0.30685256
-5.01550775,4.25178601,0.02620790,0.62783243,1.41469492,1.08697338,2.03823320,0.00000000,1.38679941,0.30685180
-5.00950475,4.22874163,0.02578478,0.62553063,1.41638110,1.07403516,2.02775246,0.00000000,1.37481190,0.30755014
-5.00350175,4.20681054,0.02537202,0.62419739,1.41942936,1.06185968,2.01703507,0.00000000,1.36073880,0.30901909
-4.99749875,4.18701201,0.02497031,0.62397033,1.42400979,1.05074315,2.00656545,0.00000000,1.34497442,0.31131580
-4.99149575,4.17025601,0.02458023,0.62495824,1.43023625,1.04095631,1.99678621,0.00000000,1.32791704,0.31447933
-4.98549275,4.15730313,0.02420221,0.62723440,1.43815563,1.03273318,1.98808081,0.00000000,1.30995397,0.31852742
-4.97948974,4.14872980,0.02383630,0.63083109,1.44773929,1.02626092,1.98075857,0.00000000,1.29144747,0.32345391
-4.97348674,4.14490074,0.02348219,0.63573550,1.45887742,1.02167140,1.97504261,0.00000000,1.27272230,0.32922691
-4.96748374,4.14594955,0.02313905,0.64188730,1.47137659,1.01903471,1.97106120,0.00000000,1.25405523,0.33578793
-4.96148074,4.15176871,0.02280554,0.64917816,1.48496081,1.01835512,1.96884297,0.00000000,1.23566714,0.34305198
-4.95547774,4.16200921,0.02247980,0.65745310,1.49927620,1.01956951,1.96831598,0.00000000,1.21771785,0.35090861
-4.94947474,4.17608997,0.02215948,0.66651383,1.51389910,1.02254844,1.96931074,0.00000000,1.20030382,0.35922400
-4.94347174,4.19321656,0.02184179,0.67612395,1.52834759,1.02709983,1.97156697,0.00000000,1.18345873,0.36784394
-4.93746873,4.21240831,0.02152362,0.68601573,1.54209571,1.03297495,1.97474374,0.00000000,1.16715688,0.37659766
-4.93146573,4.23253272,0.02120159,0.69589822,1.55459004,1.03987659,1.97843247,0.00000000,1.15131881,0.38530226
-4.92546273,4.25234546,0.02087224,0.70546646,1.56526789,1.04746900,1.98217225,0.00000000,1.13581917,0.39376778
-4.91945973,4.27053424,0.02053210,0.71441126,1.57357627,1.05538899,1.98546675,0.00000000,1.12049595,0.40180242
-4.91345673,4.28576473,0.02017791,0.72242915,1.57899102,1.06325801,1.98780201,0.00000000,1.10516084,0.40921809
-4.90745373,4.29672656,0.01980668,0.72923224,1.58103505,1.07069440,1.98866440,0.00000000,1.08961002,0.41583562
-4.90145073,4.30217762,0.01941588,0.73455738,1.57929522,1.07732552,1.98755809,0.00000000,1.07363494,0.42148991
-4.89544772,4.30098492,0.01900353,0.73817444,1.57343689,1.08279922,1.98402142,0.00000000,1.05703253,0.42603449
-4.88944472,4.29216078,0.01856831,0.73989330,1.56321588,1.08679426,1.97764154,0.00000000,1.03961460,0.42934548
-4.88344172,4.27489305,0.01810964,0.73956940,1.54848717,1.08902939,1.96806711,0.00000000,1.02121596,0.43132485
-4.87743872,4.24856877,0.01762773,0.73710762,1.52921019,1.08927078,1.95501867,0.00000000,1.00170109,0.43190280
-4.87143572,4.21279076,0.01712363,0.73246453,1.50545065,1.08733778,1.93829646,0.00000000,0.98096935,0.43103934
-4.86543272,4.16738701,0.01659920,0.72564882,1.47737880,1.08310670,1.91778581,0.00000000,0.95895856,0.42872492
-4.85942971,4.11241325,0.01605712,0.71672026,1.44526455,1.07651294,1.89346007,0.00000000,0.93564720,0.42498027
-4.85342671,4.04814899,0.01550079,0.70578699,1.40946955,1.06755127,1.86538125,0.00000000,0.91105523,0.41985541
-4.84742371,3.97508786,0.01493428,0.69300167,1.37043688,1.05627449,1.83369856,0.00000000,0.88524373,0.41342796
-4.84142071,3.89392299,0.01436225,0.67855645,1.32867870,1.04279075,1.79864524,0.00000000,0.85831378,0.40580087
-4.83541771,3.80552835,0.01378976,0.66267706,1.28476250,1.02725953,1.76053378,0.00000000,0.83040445,0.39709965
-4.82941471,3.71093707,0.01322220,0.64561643,1.23929650,1.00988662,1.71974994,0.00000000,0.80169055,0.38746924
-4.82341171,3.61131743,0.01266510,0.62764780,1.19291477,0.99091831,1.67674582,0.00000000,0.77237989,0.37707064
-4.81740870,3.50794768,0.01212398,0.60905782,1.14626256,0.97063497,1.63203215,0.00000000,0.74271060,0.36607747
-4.81140570,3.40219011,0.01160421,0.59013971,1.09998228,0.94934418,1.58617011,0.00000000,0.71294832,0.35467247
-4.80540270,3.29546528,0.01111084,0.57118671,1.05470059,0.92737365,1.53976272,0.00000000,0.68338344,0.34304408
-4.79939970,3.18922676,0.01064848,0.55248590,1.01101682,0.90506414,1.49344601,0.00000000,0.65432835,0.33138322
-4.79339670,3.08493686,0.01022115,0.53431272,0.96949302,0.88276234,1.44788001,0.00000000,0.62611472,0.31988025
-4.78739370,2.98404360,0.00983217,0.51692604,0.93064567,0.86081409,1.40373957,0.00000000,0.59909056,0.30872218
-4.78139070,2.88795918,0.00948414,0.50056400,0.89493917,0.83955786,1.36170518,0.00000000,0.57361718,0.29809014
-4.77538769,2.79803997,0.00917881,0.48544064,0.86278111,0.81931873,1.32245356,0.00000000,0.55006569,0.28815714
-4.76938469,2.71556804,0.00891707,0.47174331,0.83451910,0.80040280,1.28664816,0.00000000,0.52881300,0.27908609
-4.76338169,2.64173428,0.00869901,0.45963085,0.81043916,0.78309229,1.25492959,0.00000000,0.51023726,0.27102795
-4.75737869,2.57762294,0.00852385,0.44923250,0.79076536,0.76764124,1.22790577,0.00000000,0.49471246,0.26412024
-4.75137569,2.52419753,0.00839009,0.44064758,0.77566061,0.75427185,1.20614193,0.00000000,0.48260233,0.25848554
-4.74537269,2.48228791,0.00829553,0.43394569,0.76522825,0.74317164,1.19015055,0.00000000,0.47425326,0.25423020
-4.73936968,2.45257855,0.00823738,0.42916756,0.75951425,0.73449112,1.18038101,0.00000000,0.46998654,0.25144310
-4.73336668,2.43559774,0.00821238,0.42632633,0.75850985,0.72834228,1.17720928,0.00000000,0.47008972,0.25019443
-4.72736368,2.43170788,0.00821687,0.42540916,0.76215441,0.72479767,1.18092765,0.00000000,0.47480746,0.25053451
-4.72136068,2.44109674,0.00824697,0.42637921,0.77033823,0.72389003,1.19173471,0.00000000,0.48433198,0.25249267
-4.71535768,2.46376989,0.00829866,0.42917776,0.78290543,0.72561252,1.20972580,0.00000000,0.49879342,0.25607606
-4.70935468,2.49954454,0.00836786,0.43372643,0.79965663,0.72991944,1.23488425,0.00000000,0.51825039,0.26126865
-4.70335168,2.54804501,0.00845058,0.43992953,0.82035153,0.73672742,1.26707378,0.00000000,0.54268133,0.26803029
-4.69734867,2.60870042,0.00854294,0.44767635,0.84471149,0.74591705,1.30603251,0.00000000,0.57197678,0.27629595
-4.69134567,2.68074495,0.00864127,0.45684350,0.87242214,0.75733490,1.35136897,0.00000000,0.60593332,0.28597525
-4.68534267,2.76322139,0.00874213,0.46729712,0.90313618,0.77079607,1.40256073,0.00000000,0.64424961,0.29695242
-4.67933967,2.85498840,0.00884237,0.47889517,0.93647660,0.78608711,1.45895594,0.00000000,0.68652472,0.30908667
-4.67333667,2.95473223,0.00893911,0.49148964,0.97204051,0.80296949,1.51977847,0.00000000,0.73225957,0.32221320
-4.66733367,3.06098323,0.00902975,0.50492880,1.00940364,0.82118353,1.58413674,0.00000000,0.78086134,0.33614486
-4.66133067,3.17213757,0.00911202,0.51905948,1.04812586,0.84045298,1.65103665,0.00000000,0.83165142,0.35067453
-4.65532766,3.28648426,0.00918388,0.53372950,1.08775766,0.86049007,1.71939867,0.00000000,0.88387676,0.36557835
-4.64932466,3.40223742,0.00924361,0.54879003,1.12784770,0.88100124,1.78807888,0.00000000,0.93672453,0.38061963
-4.64332166,3.51757329,0.00928975,0.56409830,1.16795143,0.90169336,1.85589384,0.00000000,0.98933999,0.39555364
