energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,4.04981571,0.01233464,0.10804710,1.37108058,0.31426015,2.70651039,0.00000000,0.69056020,0.38436000
-5.99399700,4.08503728,0.01242949,0.11241517,1.37313994,0.31681761,2.72425658,0.00000000,0.69704692,0.39338845
-5.98799400,4.11502225,0.01252469,0.11724259,1.37256269,0.31919836,2.73733707,0.00000000,0.70309210,0.40293411
-5.98199100,4.13877239,0.01261300,0.12249086,1.36903653,0.32135716,2.74510654,0.00000000,0.70855049,0.41286949
-5.97598799,4.15554226,0.01268793,0.12811897,1.36235574,0.32326994,2.74710812,0.00000000,0.71331305,0.42307542
-5.96998499,4.16484359,0.01274388,0.13408350,1.35242377,0.32493369,2.74307652,0.00000000,0.71730657,0.43344153
-5.96398199,4.16643963,0.01277622,0.14033884,1.33925181,0.32636560,2.73293397,0.00000000,0.72049171,0.44386617
-5.95797899,4.16033060,0.01278132,0.14683738,1.32295349,0.32760128,2.71677947,0.00000000,0.72285969,0.45425604
-5.95197599,4.14673165,0.01275668,0.15352992,1.30373633,0.32869221,2.69487228,0.00000000,0.72442794,0.46452552
-5.94597299,4.12604495,0.01270086,0.16036607,1.28189024,0.32970267,2.66761078,0.00000000,0.72523507,0.47459599
-5.93996998,4.09882789,0.01261353,0.16729508,1.25777400,0.33070619,2.63550801,0.00000000,0.72533553,0.48439531
-5.93396698,4.06575913,0.01249539,0.17426672,1.23180015,0.33178181,2.59916510,0.00000000,0.72479423,0.49385760
-5.92796398,4.02760449,0.01234820,0.18123257,1.20441921,0.33301020,2.55924395,0.00000000,0.72368160,0.50292354
-5.92196098,3.98518428,0.01217463,0.18814744,1.17610373,0.33446989,2.51644049,0.00000000,0.72206928,0.51154113
-5.91595798,3.93934361,0.01197824,0.19497116,1.14733300,0.33623383,2.47145956,0.00000000,0.72002663,0.51966715
-5.90995498,3.89092678,0.01176339,0.20167045,1.11857868,0.33836624,2.42499241,0.00000000,0.71761836,0.52726915
-5.90395198,3.84075652,0.01153512,0.20822092,1.09029213,0.34092001,2.37769748,0.00000000,0.71490325,0.53432800
-5.89794897,3.78961855,0.01129902,0.21460911,1.06289353,0.34393473,2.33018516,0.00000000,0.71193390,0.54084079
-5.89194597,3.73825149,0.01106120,0.22083435,1.03676304,0.34743527,2.28300653,0.00000000,0.70875756,0.54682390
-5.88594297,3.68734177,0.01082810,0.22691051,1.01223418,0.35143112,2.23664632,0.00000000,0.70541775,0.55231608
-5.87993997,3.63752295,0.01060636,0.23286718,0.98958932,0.35591632,2.19151983,0.00000000,0.70195661,0.55738114
-5.87393697,3.58937852,0.01040276,0.23875055,0.96905721,0.36087005,2.14797337,0.00000000,0.69841746,0.56211009
-5.86793397,3.54344722,0.01022401,0.24462351,0.95081230,0.36625774,2.10628771,0.00000000,0.69484759,0.56662238
-5.86193097,3.50022962,0.01007665,0.25056511,0.93497566,0.37203273,2.06668394,0.00000000,0.69130077,0.57106596
-5.85592796,3.46019488,0.00996689,0.25666915,0.92161711,0.37813819,2.02933098,0.00000000,0.68783934,0.57561611
-5.84992496,3.42378649,0.00990049,0.26304196,0.91075837,0.38450938,1.99435389,0.00000000,0.68453551,0.58047263
-5.84392196,3.39142619,0.00988261,0.26979933,0.90237676,0.39107601,1.96184247,0.00000000,0.68147185,0.58585553
-5.83791896,3.36351513,0.00991764,0.27706268,0.89640931,0.39776465,1.93185932,0.00000000,0.67874073,0.59199918
-5.83191596,3.34043195,0.01000910,0.28495440,0.89275689,0.40450092,1.90444691,0.00000000,0.67644266,0.59914492
-5.82591296,3.32252740,0.01015951,0.29359281,0.89128833,0.41121163,1.87963316,0.00000000,0.67468362,0.60753251
-5.81990995,3.31011574,0.01037027,0.30308657,0.89184415,0.41782640,1.85743534,0.00000000,0.67357139,0.61739047
-5.81390695,3.30346319,0.01064155,0.31352897,0.89424004,0.42427910,1.83786208,0.00000000,0.67321116,0.62892595
-5.80790395,3.30277411,0.01097229,0.32499232,0.89826991,0.43050863,1.82091355,0.00000000,0.67370049,0.64231428
-5.80190095,3.30817575,0.01136007,0.33752263,0.90370863,0.43645947,1.80657998,0.00000000,0.67512405,0.65768886
-5.79589795,3.31970267,0.01180115,0.35113480,0.91031446,0.44208154,1.79483876,0.00000000,0.67754830,0.67513182
-5.78989495,3.33728181,0.01229048,0.36580883,0.91783133,0.44732985,1.78565060,0.00000000,0.68101652,0.69466594
-5.78389195,3.36071955,0.01282178,0.38148684,0.92599112,0.45216366,1.77895507,0.00000000,0.68554450,0.71624816
-5.77788894,3.38969171,0.01338759,0.39807161,0.93451602,0.45654539,1.77466603,0.00000000,0.69111703,0.73976542
-5.77188594,3.42373756,0.01397943,0.41542630,0.94312122,0.46043951,1.77266755,0.00000000,0.69768566,0.76503272
-5.76588294,3.46225860,0.01458800,0.43337590,0.95151786,0.46381118,1.77281049,0.00000000,0.70516770,0.79179399
-5.75987994,3.50452270,0.01520330,0.45171005,0.95941665,0.46662519,1.77491038,0.00000000,0.71344674,0.81972574
-5.75387694,3.54967383,0.01581495,0.47018751,0.96653176,0.46884498,1.77874671,0.00000000,0.72237465,0.84844347
-5.74787394,3.59674740,0.01641237,0.48854200,0.97258547,0.47043206,1.78406382,0.00000000,0.73177506,0.87751080
-5.74187094,3.64469086,0.01698508,0.50648940,0.97731305,0.47134578,1.79057350,0.00000000,0.74144824,0.90645109
-5.73586793,3.69238892,0.01752293,0.52373590,0.98046812,0.47154359,1.79795924,0.00000000,0.75117721,0.93476107
-5.72986493,3.73869250,0.01801641,0.53998701,0.98182808,0.47098179,1.80588180,0.00000000,0.76073478,0.96192622
-5.72386193,3.78245031,0.01845686,0.55495707,0.98119951,0.46961674,1.81398611,0.00000000,0.76989131,0.98743716
-5.71785893,3.82254174,0.01883672,0.56837883,0.97842323,0.46740647,1.82190894,0.00000000,0.77842287,1.01080658
-5.71185593,3.85790978,0.01914971,0.58001284,0.97337885,0.46431263,1.82928699,0.00000000,0.78611943,1.03158603
-5.70585293,3.88759247,0.01939099,0.58965621,0.96598841,0.46030269,1.83576509,0.00000000,0.79279267,1.04938193
-5.69984992,3.91075162,0.01955728,0.59715047,0.95621899,0.45535211,1.84100407,0.00000000,0.79828326,1.06387006
-5.69384692,3.92669750,0.01964691,0.60238811,0.94408408,0.44944658,1.84468780,0.00000000,0.80246708,1.07480809
-5.68784392,3.93490861,0.01965984,0.60531754,0.92964346,0.44258393,1.84652942,0.00000000,0.80526026,1.08204552
-5.68184092,3.93504551,0.01959762,0.60594635,0.91300165,0.43477574,1.84627611,0.00000000,0.80662280,1.08553055
-5.67583792,3.92695845,0.01946328,0.60434250,0.89430482,0.42604843,1.84371269,0.00000000,0.80656055,1.08531376
-5.66983492,3.91068823,0.01926123,0.60063351,0.87373639,0.41644387,1.83866364,0.00000000,0.80512552,1.08154807
-5.66383192,3.88646073,0.01899704,0.59500366,0.85151124,0.40601927,1.83099386,0.00000000,0.80241448,1.07448526
-5.65782891,3.85467511,0.01867729,0.58768906,0.82786905,0.39484649,1.82060811,0.00000000,0.79856594,1.06446892
-5.65182591,3.81588658,0.01830930,0.57897098,0.80306683,0.38301074,1.80744942,0.00000000,0.79375552,1.05192412
-5.64582291,3.77078437,0.01790091,0.56916755,0.77737110,0.37060874,1.79149668,0.00000000,0.78819003,1.03734418
-5.63981991,3.72016611,0.01746020,0.55862412,0.75105008,0.35774633,1.77276171,0.00000000,0.78210042,1.02127496
-5.63381691,3.66490964,0.01699534,0.54770258,0.72436613,0.34453588,1.75128601,0.00000000,0.77573378,1.00429737
-5.62781391,3.60594350,0.01651426,0.53677026,0.69756894,0.33109338,1.72713755,0.00000000,0.76934494,0.98700865
-5.62181091,3.54421746,0.01602454,0.52618843,0.67088961,0.31753553,1.70040780,0.00000000,0.76318771,0.97000314
-5.61580790,3.48067399,0.01553321,0.51630124,0.64453602,0.30397686,1.67120908,0.00000000,0.75750631,0.95385333
-5.60980490,3.41622203,0.01504661,0.50742522,0.61868945,0.29052705,1.63967255,0.00000000,0.75252713,0.93909191
-5.60380190,3.35171377,0.01457028,0.49983980,0.59350274,0.27728866,1.60594675,0.00000000,0.74845130,0.92619544
-5.59779890,3.28792528,0.01410897,0.49377936,0.56909986,0.26435513,1.57019665,0.00000000,0.74544820,0.91557021
-5.59179590,3.22554148,0.01366652,0.48942673,0.54557686,0.25180932,1.53260339,0.00000000,0.74365014,0.90754088
-5.58579290,3.16514563,0.01324594,0.48690877,0.52300407,0.23972252,1.49336422,0.00000000,0.74314846,0.90234224
-5.57978989,3.10721365,0.01284943,0.48629381,0.50142926,0.22815395,1.45269286,0.00000000,0.74399111,0.90011427
-5.57378689,3.05211274,0.01247841,0.48759118,0.48088164,0.21715069,1.41081980,0.00000000,0.74618179,0.90090060
-5.56778389,3.00010432,0.01213365,0.49075277,0.46137627,0.20674809,1.36799250,0.00000000,0.74968053,0.90465035
-5.56178089,2.95135045,0.01181534,0.49567635,0.44291876,0.19697042,1.32447525,0.00000000,0.75440581,0.91122307
-5.55577789,2.90592317,0.01152318,0.50221068,0.42550973,0.18783188,1.28054849,0.00000000,0.76023797,0.92039651
-5.54977489,2.86381608,0.01125650,0.51016193,0.40914906,0.17933769,1.23650751,0.00000000,0.76702372,0.93187674
-5.54377189,2.82495714,0.01101435,0.51930118,0.39383951,0.17148538,1.19266026,0.00000000,0.77458160,0.94531003
-5.53776888,2.78922214,0.01079561,0.52937270,0.37958955,0.16426597,1.14932448,0.00000000,0.78270808,0.96029600
-5.53176588,2.75644788,0.01059903,0.54010254,0.36641534,0.15766522,1.10682387,0.00000000,0.79118407,0.97640150
-5.52576288,2.72644446,0.01042337,0.55120719,0.35434183,0.15166467,1.06548353,0.00000000,0.79978151,0.99317440
-5.51975988,2.69900619,0.01026738,0.56240188,0.34340275,0.14624257,1.02562477,0.00000000,0.80826989,1.01015706
-5.51375688,2.67392067,0.01012991,0.57340834,0.33363985,0.14137472,0.98755930,0.00000000,0.81642239,1.02689880
-5.50775388,2.65097582,0.01000991,0.58396162,0.32510121,0.13703499,0.95158323,0.00000000,0.82402143,1.04296704
-5.50175088,2.62996487,0.00990649,0.59381603,0.31783892,0.13319585,0.91797087,0.00000000,0.83086360,1.05795701
-5.49574787,2.61068925,0.00981888,0.60274985,0.31190620,0.12982860,0.88696886,0.00000000,0.83676373,1.07149961
-5.48974487,2.59295990,0.00974647,0.61056891,0.30735417,0.12690367,0.85879055,0.00000000,0.84155815,1.08326758
-5.48374187,2.57659708,0.00968882,0.61710904,0.30422850,0.12439069,0.83361125,0.00000000,0.84510714,1.09297997
-5.47773887,2.56142939,0.00964563,0.62223743,0.30256612,0.12225868,0.81156429,0.00000000,0.84729657,1.10040505
-5.47173587,2.54729235,0.00961674,0.62585304,0.30239211,0.12047613,0.79273826,0.00000000,0.84803888,1.10536180
-5.46573287,2.53402702,0.00960210,0.62788623,0.30371709,0.11901121,0.77717558,0.00000000,0.84727341,1.10772032
-5.45972986,2.52147926,0.00960181,0.62829766,0.30653513,0.11783205,0.76487243,0.00000000,0.84496639,1.10740129
