energy_ev,total_up,Cu_p_up,Cu_d_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up
-6.00000000,1.77570970,0.94492494,0.46475173,0.16150888,0.00000000,0.03891344,0.71503727
-5.99399700,1.76156077,0.95204539,0.45859673,0.16689807,0.00000000,0.03796572,0.70429253
-5.98799400,1.74632347,0.95795375,0.45240573,0.17274539,0.00000000,0.03683797,0.69251413
-5.98199100,1.73026693,0.96264426,0.44628684,0.17902264,0.00000000,0.03553999,0.67983417
-5.97598799,1.71368480,0.96612350,0.44035556,0.18569111,0.00000000,0.03408615,0.66640592
-5.96998499,1.69687749,0.96840580,0.43472853,0.19270098,0.00000000,0.03249477,0.65239668
-5.96398199,1.68013401,0.96950869,0.42951704,0.19999114,0.00000000,0.03078731,0.63798012
-5.95797899,1.66371425,0.96944868,0.42482056,0.20748930,0.00000000,0.02898759,0.62332875
-5.95197599,1.64783319,0.96823779,0.42072072,0.21511251,0.00000000,0.02712089,0.60860665
-5.94597299,1.63264769,0.96588116,0.41727624,0.22276815,0.00000000,0.02521306,0.59396322
-5.93996998,1.61824709,0.96237579,0.41451895,0.23035537,0.00000000,0.02328970,0.57952797
-5.93396698,1.60464800,0.95771081,0.41245138,0.23776702,0.00000000,0.02137535,0.56540690
-5.92796398,1.59179395,0.95186907,0.41104604,0.24489198,0.00000000,0.01949289,0.55168052
-5.92196098,1.57955999,0.94483039,0.41024648,0.25161791,0.00000000,0.01766298,0.53840360
-5.91595798,1.56776217,0.93657599,0.40997026,0.25783440,0.00000000,0.01590364,0.52560670
-5.90995498,1.55617161,0.92709429,0.41011358,0.26343633,0.00000000,0.01422999,0.51329944
-5.90395198,1.54453246,0.91638750,0.41055755,0.26832749,0.00000000,0.01265414,0.50147513
-5.89794897,1.53258304,0.90447897,0.41117574,0.27242421,0.00000000,0.01118517,0.49011666
-5.89194597,1.52007896,0.89142065,0.41184260,0.27565890,0.00000000,0.00982924,0.47920326
-5.88594297,1.50681713,0.87730044,0.41244243,0.27798349,0.00000000,0.00858978,0.46871769
-5.87993997,1.49265930,0.86224884,0.41287836,0.27937238,0.00000000,0.00746776,0.45865348
-5.87393697,1.47755383,0.84644452,0.41308080,0.27982491,0.00000000,0.00646202,0.44902179
-5.86793397,1.46155436,0.83011828,0.41301502,0.27936716,0.00000000,0.00556960,0.43985742
-5.86193097,1.44483417,0.81355509,0.41268721,0.27805294,0.00000000,0.00478609,0.43122362
-5.85592796,1.42769515,0.79709369,0.41214877,0.27596375,0.00000000,0.00410599,0.42321537
-5.84992496,1.41057058,0.78112370,0.41149841,0.27320784,0.00000000,0.00352304,0.41596075
-5.84392196,1.39402115,0.76607979,0.41088188,0.26991805,0.00000000,0.00303052,0.40962037
-5.83791896,1.37872397,0.75243312,0.41048922,0.26624864,0.00000000,0.00262146,0.40438464
-5.83191596,1.36545463,0.74067995,0.41054947,0.26237103,0.00000000,0.00228893,0.40046901
-5.82591296,1.35506286,0.73132776,0.41132312,0.25846863,0.00000000,0.00202611,0.39810714
-5.81990995,1.34844253,0.72487914,0.41309238,0.25473081,0.00000000,0.00182652,0.39754244
-5.81390695,1.34649705,0.72181411,0.41614988,0.25134626,0.00000000,0.00168402,0.39901812
-5.80790395,1.35010171,0.72257141,0.42078603,0.24849610,0.00000000,0.00159288,0.40276629
-5.80190095,1.36006450,0.72752959,0.42727578,0.24634672,0.00000000,0.00154781,0.40899652
-5.79589795,1.37708722,0.73698866,0.43586533,0.24504302,0.00000000,0.00154394,0.41788447
-5.78989495,1.40172871,0.75115324,0.44675944,0.24470204,0.00000000,0.00157679,0.42956105
-5.78389195,1.43437202,0.77011804,0.46010989,0.24540747,0.00000000,0.00164226,0.44410280
-5.77788894,1.47519725,0.79385655,0.47600579,0.24720528,0.00000000,0.00173655,0.46152381
-5.77188594,1.52416148,0.82221355,0.49446617,0.25010062,0.00000000,0.00185614,0.48176990
-5.76588294,1.58098706,0.85490222,0.51543526,0.25405636,0.00000000,0.00199777,0.50471516
-5.75987994,1.64515905,0.89150600,0.53878079,0.25899314,0.00000000,0.00215837,0.53016141
-5.75387694,1.71593219,0.93148570,0.56429544,0.26479128,0.00000000,0.00233511,0.55784039
-5.74787394,1.79234744,0.97419150,0.59170137,0.27129417,0.00000000,0.00252531,0.58741902
-5.74187094,1.87325748,1.01887982,0.62065784,0.27831343,0.00000000,0.00272654,0.61850733
-5.73586793,1.95736040,1.06473436,0.65077145,0.28563521,0.00000000,0.00293657,0.65066891
-5.72986493,2.04323997,1.11089064,0.68160860,0.29302780,0.00000000,0.00315344,0.68343355
-5.72386193,2.12941119,1.15646306,0.71270979,0.30024989,0.00000000,0.00337549,0.71631133
-5.71785893,2.21436876,1.20057346,0.74360494,0.30705935,0.00000000,0.00360136,0.74880785
-5.71185593,2.29663680,1.24237985,0.77382915,0.31322200,0.00000000,0.00383010,0.78043979
-5.70585293,2.37481746,1.28110429,0.80293821,0.31852013,0.00000000,0.00406115,0.81075020
-5.69984992,2.44763636,1.31605860,0.83052328,0.32276021,0.00000000,0.00429437,0.83932288
-5.69384692,2.51398317,1.34666688,0.85622397,0.32577965,0.00000000,0.00453008,0.86579527
-5.68784392,2.57294553,1.37248389,0.87973945,0.32745224,0.00000000,0.00476904,0.88986934
-5.68184092,2.62383512,1.39320855,0.90083709,0.32769197,0.00000000,0.00501239,0.91132010
-5.67583792,2.66620508,1.40869210,0.91935842,0.32645527,0.00000000,0.00526170,0.93000133
-5.66983492,2.69985819,1.41894066,0.93522224,0.32374147,0.00000000,0.00551882,0.94584860
-5.66383192,2.72484605,1.42411222,0.94842483,0.31959159,0.00000000,0.00578581,0.95887939
-5.65782891,2.74145945,1.42450832,0.95903744,0.31408554,0.00000000,0.00606491,0.96919041
-5.65182591,2.75021089,1.42056104,0.96720135,0.30733787,0.00000000,0.00635834,0.97695254
-5.64582291,2.75181035,1.41281579,0.97312068,0.29949244,0.00000000,0.00666822,0.98240344
-5.63981991,2.74713553,1.40191100,0.97705355,0.29071615,0.00000000,0.00699644,0.98583849
-5.63381691,2.73719816,1.38855544,0.97930191,0.28119210,0.00000000,0.00734455,0.98760030
-5.62781391,2.72310795,1.37350429,0.98020065,0.27111260,0.00000000,0.00771361,0.98806732
-5.62181091,2.70603549,1.35753484,0.98010625,0.26067213,0.00000000,0.00810411,0.98764205
-5.61580790,2.68717583,1.34142279,0.97938565,0.25006081,0.00000000,0.00851588,0.98673915
-5.60980490,2.66771363,1.32591987,0.97840557,0.23945839,0.00000000,0.00894805,0.98577395
-5.60380190,2.64879115,1.31173353,0.97752259,0.22902911,0.00000000,0.00939899,0.98515156
-5.59779890,2.63147988,1.29950913,0.97707431,0.21891763,0.00000000,0.00986632,0.98525687
-5.59179590,2.61675611,1.28981512,0.97737170,0.20924595,0.00000000,0.01034695,0.98644566
-5.58579290,2.60548100,1.28313120,0.97869276,0.20011154,0.00000000,0.01083715,0.98903682
-5.57978989,2.59838515,1.27983975,0.98127745,0.19158657,0.00000000,0.01133260,0.99330576
-5.57378689,2.59605749,1.28022027,0.98532393,0.18371818,0.00000000,0.01182851,0.99947912
-5.56778389,2.59893833,1.28444680,0.99098596,0.17652980,0.00000000,0.01231979,1.00773054
-5.56178089,2.60731625,1.29258792,0.99837147,0.17002319,0.00000000,0.01280111,1.01817770
-5.55577789,2.62132830,1.30460928,1.00754206,0.16418121,0.00000000,0.01326712,1.03088025
-5.54977489,2.64096332,1.32037805,1.01851337,0.15897104,0.00000000,0.01371253,1.04583896
-5.54377189,2.66606782,1.33966929,1.03125625,0.15434780,0.00000000,0.01413228,1.06299574
-5.53776888,2.69635418,1.36217373,1.04569861,0.15025819,0.00000000,0.01452163,1.08223466
-5.53176588,2.73141089,1.38750683,1.06172797,0.14664421,0.00000000,0.01487630,1.10338403
-5.52576288,2.77071462,1.41521882,1.07919450,0.14344664,0.00000000,0.01519251,1.12621941
-5.51975988,2.81364387,1.44480567,1.09791477,0.14060820,0.00000000,0.01546710,1.15046773
-5.51375688,2.85949422,1.47572058,1.11767602,0.13807637,0.00000000,0.01569749,1.17581244
-5.50775388,2.90749490,1.50738609,1.13824101,0.13580564,0.00000000,0.01588180,1.20189974
-5.50175088,2.95682662,1.53920653,1.15935336,0.13375921,0.00000000,0.01601881,1.22834586
-5.49574787,3.00664032,1.57058059,1.18074353,0.13191011,0.00000000,0.01610796,1.25474535
-5.48974487,3.05607675,1.60091401,1.20213496,0.13024170,0.00000000,0.01614935,1.28068012
-5.48374187,3.10428636,1.62963200,1.22325075,0.12874761,0.00000000,0.01614373,1.30572929
-5.47773887,3.15044909,1.65619118,1.24382028,0.12743107,0.00000000,0.01609250,1.32947932
-5.47173587,3.19379364,1.68009092,1.26358584,0.12630376,0.00000000,0.01599764,1.35153443
-5.46573287,3.23361555,1.70088362,1.28230906,0.12538428,0.00000000,0.01586179,1.37152672
-5.45972986,3.26929359,1.71818372,1.29977675,0.12469616,0.00000000,0.01568814,1.38912588
