energy_ev,total_up,Al_p_up,Al_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,4.89700425,0.35688786,0.00000000,2.78262287,1.89590335,0.06128483,2.06237620
-5.99399700,4.81496461,0.35202240,0.00000000,2.73888546,1.86070870,0.06019836,2.03123787
-5.98799400,4.72811015,0.34668046,0.00000000,2.69281571,1.82439824,0.05902952,1.99641872
-5.98199100,4.63718499,0.34094634,0.00000000,2.64476649,1.78721233,0.05778872,1.95831161
-5.97598799,4.54291406,0.33490966,0.00000000,2.59506113,1.74937141,0.05648741,1.91732743
-5.96998499,4.44599957,0.32866374,0.00000000,2.54399305,1.71107824,0.05513793,1.87388965
-5.96398199,4.34712071,0.32230416,0.00000000,2.49182753,1.67252148,0.05375344,1.82842976
-5.95797899,4.24693614,0.31592753,0.00000000,2.43880560,1.63388041,0.05234773,1.78138344
-5.95197599,4.14608900,0.30963053,0.00000000,2.38514951,1.59533033,0.05093513,1.73318758
-5.94597299,4.04521346,0.30350914,0.00000000,2.33106957,1.55704828,0.04953037,1.68427798
-5.93996998,3.94494209,0.29765812,0.00000000,2.27677148,1.51921842,0.04814841,1.63508742
-5.93396698,3.84591306,0.29217073,0.00000000,2.22246379,1.48203673,0.04680439,1.58604412
-5.92796398,3.74877609,0.28713846,0.00000000,2.16836469,1.44571458,0.04551336,1.53757006
-5.92196098,3.65419623,0.28265086,0.00000000,2.11470756,1.41048064,0.04429022,1.49007904
-5.91595798,3.56285466,0.27879525,0.00000000,2.06174469,1.37658099,0.04314947,1.44397423
-5.90995498,3.47544587,0.27565628,0.00000000,2.00974873,1.34427728,0.04210502,1.39964492
-5.90395198,3.39267089,0.27331530,0.00000000,1.95901155,1.31384280,0.04117000,1.35746257
-5.89794897,3.31522654,0.27184939,0.00000000,1.90984045,1.28555671,0.04035644,1.31777597
-5.89194597,3.24379099,0.27133015,0.00000000,1.86255170,1.25969668,0.03967509,1.28090565
-5.88594297,3.17900632,0.27182218,0.00000000,1.81746173,1.23653033,0.03913514,1.24713783
-5.87993997,3.12145900,0.27338136,0.00000000,1.77487643,1.21630598,0.03874395,1.21671811
-5.87393697,3.07165951,0.27605303,0.00000000,1.73507925,1.19924343,0.03850690,1.18984531
-5.86793397,3.03002242,0.27987010,0.00000000,1.69831865,1.18552522,0.03842713,1.16666594
-5.86193097,2.99684858,0.28485140,0.00000000,1.66479610,1.17528926,0.03850549,1.14726967
-5.85592796,2.97231064,0.29100022,0.00000000,1.63465511,1.16862316,0.03874047,1.13168627
-5.84992496,2.95644341,0.29830340,0.00000000,1.60797240,1.16556099,0.03912820,1.11988448
-5.84392196,2.94914008,0.30673094,0.00000000,1.58475184,1.16608282,0.03966265,1.11177302
-5.83791896,2.95015512,0.31623632,0.00000000,1.56492178,1.17011707,0.04033576,1.10720405
-5.83191596,2.95911419,0.32675762,0.00000000,1.54833614,1.17754605,0.04113785,1.10597901
-5.82591296,2.97553108,0.33821940,0.00000000,1.53477947,1.18821415,0.04205794,1.10785691
-5.81990995,2.99883099,0.35053528,0.00000000,1.52397588,1.20193864,0.04308430,1.11256469
-5.81390695,3.02837927,0.36361124,0.00000000,1.51560151,1.21852227,0.04420495,1.11980928
-5.80790395,3.06351412,0.37734941,0.00000000,1.50929997,1.23776715,0.04540825,1.12929090
-5.80190095,3.10358147,0.39165209,0.00000000,1.50469997,1.25948894,0.04668347,1.14071680
-5.79589795,3.14796994,0.40642594,0.00000000,1.50143419,1.28353041,0.04802131,1.15381483
-5.78989495,3.19614378,0.42158589,0.00000000,1.49915838,1.30977354,0.04941447,1.16834599
-5.78389195,3.24767165,0.43705866,0.00000000,1.49756958,1.33814913,0.05085798,1.18411528
-5.77788894,3.30224915,0.45278555,0.00000000,1.49642236,1.36864315,0.05234951,1.20098007
-5.77188594,3.35971351,0.46872432,0.00000000,1.49554228,1.40129921,0.05388955,1.21885554
-5.76588294,3.42004908,0.48485003,0.00000000,1.49483558,1.43621669,0.05548138,1.23771661
-5.75987994,3.48338313,0.50115470,0.00000000,1.49429469,1.47354434,0.05713093,1.25759635
-5.75387694,3.54997151,0.51764578,0.00000000,1.49399916,1.51346953,0.05884643,1.27858063
-5.74787394,3.62017509,0.53434353,0.00000000,1.49411194,1.55620352,0.06063796,1.30079945
-5.74187094,3.69442785,0.55127736,0.00000000,1.49487132,1.60196340,0.06251690,1.32441519
-5.73586793,3.77319858,0.56848151,0.00000000,1.49657887,1.65095178,0.06449518,1.34960861
-5.72986493,3.85694832,0.58599018,0.00000000,1.49958424,1.70333527,0.06658458,1.37656325
-5.72386193,3.94608619,0.60383248,0.00000000,1.50426753,1.75922307,0.06879595,1.40544927
-5.71785893,4.04092623,0.62202763,0.00000000,1.51102035,1.81864714,0.07113852,1.43640757
-5.71185593,4.14164821,0.64058056,0.00000000,1.52022648,1.88154514,0.07361918,1.46953539
-5.70585293,4.24826484,0.65947849,0.00000000,1.53224327,1.94774741,0.07624199,1.50487400
-5.69984992,4.36059756,0.67868840,0.00000000,1.54738454,2.01696918,0.07900772,1.54239952
-5.69384692,4.47826273,0.69815593,0.00000000,1.56590589,2.08880843,0.08191359,1.58201725
-5.68784392,4.60066915,0.71780551,0.00000000,1.58799298,2.16275016,0.08495324,1.62356003
-5.68184092,4.72702729,0.73754197,0.00000000,1.61375311,2.23817693,0.08811678,1.66679059
-5.67583792,4.85636980,0.75725337,0.00000000,1.64321037,2.31438530,0.09139108,1.71140785
-5.66983492,4.98758215,0.77681495,0.00000000,1.67630422,2.39060762,0.09476014,1.75705669
-5.66383192,5.11944168,0.79609389,0.00000000,1.71289125,2.46603797,0.09820563,1.80334061
-5.65782891,5.25066264,0.81495466,0.00000000,1.75274984,2.53986100,0.10170750,1.84983647
-5.65182591,5.37994470,0.83326446,0.00000000,1.79558707,2.61128208,0.10524457,1.89611038
-5.64582291,5.50602194,0.85089852,0.00000000,1.84104735,2.67955723,0.10879516,1.94173382
-5.63981991,5.62770960,0.86774481,0.00000000,1.88872220,2.74402112,0.11233771,1.98629897
-5.63381691,5.74394587,0.88370792,0.00000000,1.93816068,2.80411163,0.11585128,2.02943240
-5.62781391,5.85382654,0.89871180,0.00000000,1.98887976,2.85938979,0.11931590,2.07080643
-5.62181091,5.95663069,0.91270132,0.00000000,2.04037458,2.90955379,0.12271296,2.11014757
-5.61580790,6.05183637,0.92564239,0.00000000,2.09212796,2.95444674,0.12602529,2.14724168
-5.60980490,6.13912587,0.93752086,0.00000000,2.14361932,2.99405755,0.12923727,2.18193586
-5.60380190,6.21838065,0.94834024,0.00000000,2.19433273,3.02851526,0.13233474,2.21413700
-5.59779890,6.28966701,0.95811836,0.00000000,2.24376424,3.05807720,0.13530488,2.24380758
-5.59179590,6.35321378,0.96688343,0.00000000,2.29142855,3.08311186,0.13813604,2.27095900
-5.58579290,6.40938392,0.97466965,0.00000000,2.33686516,3.10407753,0.14081745,2.29564317
-5.57978989,6.45864215,0.98151271,0.00000000,2.37964407,3.12149806,0.14333910,2.31794308
-5.57378689,6.50152077,0.98744567,0.00000000,2.41937121,3.13593715,0.14569146,2.33796303
-5.56778389,6.53858595,0.99249525,0.00000000,2.45569360,3.14797257,0.14786541,2.35581920
-5.56178089,6.57040631,0.99667898,0.00000000,2.48830425,3.15817167,0.14985215,2.37163119
-5.55577789,6.59752556,1.00000336,0.00000000,2.51694676,3.16706937,0.15164320,2.38551495
-5.54977489,6.62044045,1.00246299,0.00000000,2.54141937,3.17514960,0.15323054,2.39757754
-5.54377189,6.63958466,1.00404083,0.00000000,2.56157848,3.18283084,0.15460672,2.40791367
-5.53776888,6.65531910,1.00470951,0.00000000,2.57734135,3.19045614,0.15576512,2.41660427
-5.53176588,6.66792830,1.00443341,0.00000000,2.58868768,3.19828774,0.15670020,2.42371682
-5.52576288,6.67762244,1.00317157,0.00000000,2.59566011,3.20650607,0.15740779,2.42930710
-5.51975988,6.68454404,1.00088095,0.00000000,2.59836333,3.21521263,0.15788533,2.43342222
