energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.74476809,0.00374507,0.66519100,0.28013268,0.00000000,0.73012869,0.43442071
-5.99399700,1.73721330,0.00386004,0.65838567,0.28680768,0.00000000,0.72158740,0.43258197
-5.98799400,1.72894392,0.00396314,0.65001375,0.29532518,0.00000000,0.71351097,0.42934953
-5.98199100,1.72013309,0.00405363,0.64015150,0.30566918,0.00000000,0.70599871,0.42474551
-5.97598799,1.71094065,0.00413120,0.62890022,0.31777683,0.00000000,0.69912643,0.41881811
-5.96998499,1.70150230,0.00419596,0.61638257,0.33153700,0.00000000,0.69294425,0.41163910
-5.96398199,1.69191920,0.00424848,0.60273808,0.34679021,0.00000000,0.68747498,0.40330060
-5.95797899,1.68224884,0.00428971,0.58811821,0.36333016,0.00000000,0.68271321,0.39391112
-5.95197599,1.67249784,0.00432098,0.57268114,0.38090676,0.00000000,0.67862533,0.38359138
-5.94597299,1.66261753,0.00434391,0.55658672,0.39923103,0.00000000,0.67515052,0.37246988
-5.93996998,1.65250266,0.00436037,0.53999167,0.41798147,0.00000000,0.67220282,0.36067864
-5.93396698,1.64199378,0.00437241,0.52304546,0.43681210,0.00000000,0.66967447,0.34834924
-5.92796398,1.63088327,0.00438216,0.50588697,0.45536183,0.00000000,0.66744023,0.33560930
-5.92196098,1.61892504,0.00439176,0.48864214,0.47326489,0.00000000,0.66536286,0.32257966
-5.91595798,1.60584758,0.00440330,0.47142261,0.49016202,0.00000000,0.66329946,0.30937233
-5.90995498,1.59136964,0.00441869,0.45432544,0.50571199,0.00000000,0.66110841,0.29608925
-5.90395198,1.57521802,0.00443961,0.43743386,0.51960303,0.00000000,0.65865679,0.28282180
-5.89794897,1.55714636,0.00446747,0.42081883,0.53156368,0.00000000,0.65582770,0.26965117
-5.89194597,1.53695413,0.00450330,0.40454137,0.54137264,0.00000000,0.65252734,0.25664941
-5.88594297,1.51450468,0.00454772,0.38865541,0.54886722,0.00000000,0.64869147,0.24388101
-5.87993997,1.48974153,0.00460092,0.37321089,0.55395006,0.00000000,0.64429080,0.23140492
-5.87393697,1.46270196,0.00466263,0.35825692,0.55659378,0.00000000,0.63933526,0.21927685
-5.86793397,1.43352732,0.00473213,0.34384490,0.55684350,0.00000000,0.63387682,0.20755169
-5.86193097,1.40246956,0.00480823,0.33003123,0.55481710,0.00000000,0.62801084,0.19628580
-5.85592796,1.36989376,0.00488934,0.31687963,0.55070330,0.00000000,0.62187586,0.18553923
-5.84992496,1.33627656,0.00497349,0.30446286,0.54475768,0.00000000,0.61565203,0.17537748
-5.84392196,1.30220082,0.00505841,0.29286389,0.53729679,0.00000000,0.60955821,0.16587303
-5.83791896,1.26834675,0.00514161,0.28217645,0.52869087,0.00000000,0.60384805,0.15710627
-5.83191596,1.23548009,0.00522044,0.27250500,0.51935517,0.00000000,0.59880517,0.14916597
-5.82591296,1.20443780,0.00529222,0.26396416,0.50974048,0.00000000,0.59473790,0.14214930
-5.81990995,1.17611209,0.00535434,0.25667771,0.50032309,0.00000000,0.59197356,0.13616123
-5.81390695,1.15143310,0.00540433,0.25077727,0.49159447,0.00000000,0.59085270,0.13131355
-5.80790395,1.13135091,0.00543999,0.24640055,0.48405099,0.00000000,0.59172334,0.12772343
-5.80190095,1.11681736,0.00545948,0.24368952,0.47818378,0.00000000,0.59493535,0.12551153
-5.79589795,1.10876782,0.00546137,0.24278830,0.47446898,0.00000000,0.60083495,0.12479984
-5.78989495,1.10810329,0.00544475,0.24384097,0.47335846,0.00000000,0.60975929,0.12570919
-5.78389195,1.11567288,0.00540922,0.24698916,0.47527087,0.00000000,0.62203106,0.12835657
-5.77788894,1.13225672,0.00535495,0.25236958,0.48058336,0.00000000,0.63795301,0.13285224
-5.77188594,1.15854938,0.00528266,0.26011138,0.48962362,0.00000000,0.65780221,0.13929679
-5.76588294,1.19514372,0.00519361,0.27033338,0.50266246,0.00000000,0.68182397,0.14777812
-5.75987994,1.24251533,0.00508952,0.28314108,0.51990689,0.00000000,0.71022537,0.15836852
-5.75387694,1.30100760,0.00497254,0.29862367,0.54149372,0.00000000,0.74316834,0.17112184
-5.74787394,1.37081770,0.00484512,0.31685079,0.56748377,0.00000000,0.78076243,0.18607089
-5.74187094,1.45198375,0.00470997,0.33786940,0.59785693,0.00000000,0.82305733,0.20322515
-5.73586793,1.54437357,0.00456988,0.36170055,0.63250805,0.00000000,0.87003545,0.22256886
-5.72986493,1.64767551,0.00442768,0.38833639,0.67124416,0.00000000,0.92160479,0.24405961
-5.72386193,1.76139185,0.00428608,0.41773732,0.71378295,0.00000000,0.97759248,0.26762749
-5.71785893,1.88483537,0.00414760,0.44982960,0.75975300,0.00000000,1.03773939,0.29317475
-5.71185593,2.01712952,0.00401446,0.48450338,0.80869581,0.00000000,1.10169623,0.32057627
-5.70585293,2.15721263,0.00388851,0.52161129,0.86006999,0.00000000,1.16902146,0.34968046
-5.69984992,2.30384650,0.00377119,0.56096777,0.91325748,0.00000000,1.23918144,0.38031098
-5.69384692,2.45562954,0.00366347,0.60234908,0.96757218,0.00000000,1.31155299,0.41226887
-5.68784392,2.61101431,0.00356585,0.64549414,1.02227066,0.00000000,1.38542867,0.44533522
-5.68184092,2.76832953,0.00347838,0.69010611,1.07656500,0.00000000,1.46002478,0.47927421
-5.67583792,2.92580588,0.00340063,0.73585481,1.12963753,0.00000000,1.53449209,0.51383632
-5.66983492,3.08160527,0.00333179,0.78237979,1.18065707,0.00000000,1.60792917,0.54876177
-5.66383192,3.23385281,0.00327071,0.82929417,1.22879635,0.00000000,1.67939802,0.58378374
-5.65782891,3.38067055,0.00321596,0.87618894,1.27325019,0.00000000,1.74794168,0.61863158
-5.65182591,3.52021238,0.00316589,0.92263790,1.31325376,0.00000000,1.81260348,0.65303369
-5.64582291,3.65069891,0.00311875,0.96820294,1.34810065,0.00000000,1.87244716,0.68672004
-5.63981991,3.77045148,0.00307273,1.01243963,1.37715996,0.00000000,1.92657753,0.71942442
-5.63381691,3.87792457,0.00302606,1.05490315,1.39989199,0.00000000,1.97416098,0.75088618
-5.62781391,3.97173561,0.00297707,1.09515437,1.41586200,0.00000000,2.01444517,0.78085187
-5.62181091,4.05069157,0.00292426,1.13276615,1.42475161,0.00000000,2.04677741,0.80907654
-5.61580790,4.11381184,0.00286633,1.16732962,1.42636745,0.00000000,2.07062102,0.83532500
-5.60980490,4.16034678,0.00280225,1.19846074,1.42064668,0.00000000,2.08556934,0.85937324
-5.60380190,4.18979178,0.00273127,1.22580673,1.40765937,0.00000000,2.09135673,0.88100998
-5.59779890,4.20189652,0.00265295,1.24905267,1.38760736,0.00000000,2.08786649,0.90003870
-5.59179590,4.19666953,0.00256714,1.26792793,1.36081994,0.00000000,2.07513512,0.91628014
-5.58579290,4.17437795,0.00247399,1.28221260,1.32774614,0.00000000,2.05335318,0.92957544
-5.57978989,4.13554280,0.00237394,1.29174364,1.28894407,0.00000000,2.02286244,0.93978987
-5.57378689,4.08092986,0.00226766,1.29642079,1.24506758,0.00000000,1.98414957,0.94681725
-5.56778389,4.01153668,0.00215606,1.29621193,1.19685065,0.00000000,1.93783669,0.95058478
-5.56178089,3.92857587,0.00204021,1.29115782,1.14508986,0.00000000,1.88466893,0.95105834
-5.55577789,3.83345523,0.00192131,1.28137603,1.09062575,0.00000000,1.82549961,0.94824782
-5.54977489,3.72775504,0.00180067,1.26706381,1.03432340,0.00000000,1.76127350,0.94221232
-5.54377189,3.61320310,0.00167962,1.24849964,0.97705284,0.00000000,1.69300859,0.93306497
-5.53776888,3.49164768,0.00155950,1.22604343,0.91967004,0.00000000,1.62177717,0.92097675
-5.53176588,3.36502914,0.00144161,1.20013498,0.86299870,0.00000000,1.54868651,0.90617938
-5.52576288,3.23535033,0.00132716,1.17129072,0.80781366,0.00000000,1.47485993,0.88896657
-5.51975988,3.10464637,0.00121726,1.14009853,0.75482604,0.00000000,1.40141849,0.86969369
-5.51375688,2.97495414,0.00111287,1.10721069,0.70467064,0.00000000,1.32946389,0.84877538
-5.50775388,2.84828186,0.00101481,1.07333488,0.65789574,0.00000000,1.26006277,0.82668121
-5.50175088,2.72657913,0.00092372,1.03922342,0.61495547,0.00000000,1.19423268,0.80392916
-5.49574787,2.61170789,0.00084005,1.00566082,0.57620479,0.00000000,1.13292982,0.78107718
-5.48974487,2.50541457,0.00076410,0.97344999,0.54189705,0.00000000,1.07703855,0.75871274
-5.48374187,2.40930396,0.00069598,0.94339728,0.51218406,0.00000000,1.02736275,0.73744086
-5.47773887,2.32481501,0.00063564,0.91629669,0.48711845,0.00000000,0.98461866,0.71787079
-5.47173587,2.25319909,0.00058288,0.89291378,0.46665812,0.00000000,0.94942930,0.70060178
-5.46573287,2.19550093,0.00053736,0.87396938,0.45067254,0.00000000,0.92232008,0.68620836
-5.45972986,2.15254267,0.00049864,0.86012378,0.43895063,0.00000000,0.90371539,0.67522557
-5.45372686,2.12491120,0.00046620,0.85196165,0.43120987,0.00000000,0.89393608,0.66813468
-5.44772386,2.11294906,0.00043943,0.84997800,0.42710648,0.00000000,0.89319742,0.66534972
-5.44172086,2.11674910,0.00041768,0.85456565,0.42624619,0.00000000,0.90160756,0.66720532
-5.43571786,2.13615284,0.00040028,0.86600438,0.42819553,0.00000000,0.91916627,0.67394623
-5.42971486,2.17075280,0.00038657,0.88445210,0.43249324,0.00000000,0.94576387,0.68571879
-5.42371186,2.21989842,0.00037590,0.90993821,0.43866160,0.00000000,0.98118047,0.70256460
-5.41770885,2.28270583,0.00036762,0.94235922,0.44621744,0.00000000,1.02508542,0.72441671
-5.41170585,2.35807093,0.00036117,0.98147697,0.45468264,0.00000000,1.07703722,0.75109816
-5.40570285,2.44468585,0.00035601,1.02691925,0.46359386,0.00000000,1.13648405,0.78232326
-5.39969985,2.54105837,0.00035169,1.07818313,0.47251136,0.00000000,1.20276516,0.81770134
-5.39369685,2.64553406,0.00034780,1.13464080,0.48102686,0.00000000,1.27511334,0.85674300
-5.38769385,2.75632097,0.00034403,1.19554797,0.48877007,0.00000000,1.35265887,0.89886878
-5.38169085,2.87151631,0.00034010,1.26005489,0.49541399,0.00000000,1.43443524,0.94341996
-5.37568784,2.98913512,0.00033583,1.32721960,0.50067893,0.00000000,1.51938686,0.98967133
-5.36968484,3.10714037,0.00033107,1.39602355,0.50433505,0.00000000,1.60637908,1.03684565
-5.36368184,3.22347426,0.00032575,1.46538921,0.50620357,0.00000000,1.69421062,1.08412945
-5.35767884,3.33609039,0.00031982,1.53419944,0.50615667,0.00000000,1.78162862,1.13068988
-5.35167584,3.44298624,0.00031328,1.60131832,0.50411618,0.00000000,1.86734611,1.17569214
-5.34567284,3.54223568,0.00030615,1.66561302,0.50005112,0.00000000,1.95006189,1.21831709
-5.33966983,3.63202084,0.00029850,1.72597621,0.49397433,0.00000000,2.02848237,1.25777866
-5.33366683,3.71066291,0.00029037,1.78134850,0.48593827,0.00000000,2.10134507,1.29334057
-5.32766383,3.77665109,0.00028183,1.83074042,0.47603034,0.00000000,2.16744309,1.32433182
-5.32166083,3.82866912,0.00027295,1.87325319,0.46436774,0.00000000,2.22564992,1.35016076
-5.31565783,3.86561869,0.00026380,1.90809777,0.45109211,0.00000000,2.27494378,1.37032706
-5.30965483,3.88663896,0.00025443,1.93461156,0.43636431,0.00000000,2.31443058,1.38443148
-5.30365183,3.89112171,0.00024489,1.95227225,0.42035920,0.00000000,2.34336481,1.39218296
-5.29764882,3.87872134,0.00023522,1.96070826,0.40326080,0.00000000,2.36116738,1.39340304
-5.29164582,3.84935946,0.00022546,1.95970550,0.38525788,0.00000000,2.36743965,1.38802732
-5.28564282,3.80322370,0.00021563,1.94921013,0.36653996,0.00000000,2.36197321,1.37610399
-5.27963982,3.74076055,0.00020574,1.92932724,0.34729388,0.00000000,2.34475469,1.35778967
-5.27363682,3.66266244,0.00019582,1.90031556,0.32770093,0.00000000,2.31596553,1.33334254
-5.26763382,3.56984932,0.00018588,1.86257824,0.30793443,0.00000000,2.27597647,1.30311318
-5.26163082,3.46344516,0.00017592,1.81665025,0.28815785,0.00000000,2.22533705,1.26753345
-5.25562781,3.34475015,0.00016598,1.76318271,0.26852343,0.00000000,2.16476039,1.22710383
-5.24962481,3.21520949,0.00015606,1.70292483,0.24917107,0.00000000,2.09510385,1.18237963
-5.24362181,3.07637969,0.00014621,1.63670405,0.23022766,0.00000000,2.01734625,1.13395670
-5.23761881,2.92989339,0.00013644,1.56540518,0.21180663,0.00000000,1.93256255,1.08245695
-5.23161581,2.77742407,0.00012680,1.48994909,0.19400777,0.00000000,1.84189689,1.02851422
-5.22561281,2.62065133,0.00011733,1.41127182,0.17691720,0.00000000,1.74653498,0.97276095
-5.21960980,2.46122819,0.00010807,1.33030469,0.16060758,0.00000000,1.64767676,0.91581590
-5.21360680,2.30075089,0.00009908,1.24795582,0.14513835,0.00000000,1.54651026,0.85827327
-5.20760380,2.14073227,0.00009041,1.16509377,0.13055627,0.00000000,1.44418742,0.80069339
-5.20160080,1.98257909,0.00008211,1.08253343,0.11689595,0.00000000,1.34180257,0.74359516
-5.19559780,1.82757384,0.00007423,1.00102448,0.10418064,0.00000000,1.24037408,0.68745019
-5.18959480,1.67686103,0.00006683,0.92124248,0.09242314,0.00000000,1.14082946,0.63267865
-5.18359180,1.53143821,0.00005995,0.84378269,0.08162681,0.00000000,1.04399417,0.57964682
-5.17758879,1.39215143,0.00005364,0.76915633,0.07178687,0.00000000,0.95058420,0.52866611
-5.17158579,1.25969479,0.00004796,0.69778929,0.06289174,0.00000000,0.86120210,0.47999339
-5.16558279,1.13461389,0.00004295,0.63002296,0.05492460,0.00000000,0.77633651,0.43383257
-5.15957979,1.01731250,0.00003866,0.56611688,0.04786505,0.00000000,0.69636459,0.39033700
-5.15357679,0.90806192,0.00003513,0.50625299,0.04169088,0.00000000,0.62155709,0.34961275
-5.14757379,0.80701265,0.00003244,0.45054100,0.03637994,0.00000000,0.55208561,0.31172241
-5.14157079,0.71420752,0.00003065,0.39902485,0.03191201,0.00000000,0.48803146,0.27668929
-5.13556778,0.62959604,0.00002983,0.35168967,0.02827066,0.00000000,0.42939581,0.24450184
-5.12956478,0.55304914,0.00003007,0.30846915,0.02544505,0.00000000,0.37611059,0.21511825
-5.12356178,0.48437412,0.00003148,0.26925310,0.02343159,0.00000000,0.32804969,0.18847103
-5.11755878,0.42332920,0.00003417,0.23389492,0.02223543,0.00000000,0.28504027,0.16447138
-5.11155578,0.36963736,0.00003829,0.20221883,0.02187170,0.00000000,0.24687365,0.14301357
-5.10555278,0.32299913,0.00004398,0.17402679,0.02236642,0.00000000,0.21331561,0.12397891
-5.09954977,0.28310413,0.00005142,0.14910494,0.02375705,0.00000000,0.18411596,0.10723952
-5.09354677,0.24964107,0.00006080,0.12722948,0.02609260,0.00000000,0.15901705,0.09266173
-5.08754377,0.22230603,0.00007232,0.10817199,0.02943325,0.00000000,0.13776128,0.08010906
-5.08154077,0.20080901,0.00008618,0.09170410,0.03384945,0.00000000,0.12009733,0.06944486
-5.07553777,0.18487852,0.00010259,0.07760151,0.03942047,0.00000000,0.10578528,0.06053452
-5.06953477,0.17426435,0.00012175,0.06564739,0.04623231,0.00000000,0.09460043,0.05324717
-5.06353177,0.16873839,0.00014387,0.05563510,0.05437513,0.00000000,0.08633602,0.04745708
-5.05752876,0.16809375,0.00016910,0.04737035,0.06394001,0.00000000,0.08080464,0.04304456
-5.05152576,0.17214222,0.00019759,0.04067273,0.07501533,0.00000000,0.07783877,0.03989647
-5.04552276,0.18071026,0.00022943,0.03537675,0.08768268,0.00000000,0.07729012,0.03790641
-5.03951976,0.19363387,0.00026465,0.03133245,0.10201242,0.00000000,0.07902830,0.03697459
-5.03351676,0.21075258,0.00030325,0.02840551,0.11805919,0.00000000,0.08293865,0.03700746
